# _root_ In savings activity , Mr. Sandler said consumer deposits have enjoyed a steady increase throughout 1989 , and topped $ 11 billion at quarter 's end for the first time in the company 's history .
#goldHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,10,10,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
#predictedHeads=7,3,1,7,6,7,0,9,10,7,10,14,14,11,11,15,11,11,18,19,20,20,19,26,24,23,19,30,30,27,30,33,35,33,31,7,
(27,26),(26,26),(26,25),-0.0598621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,24),-0.0955771 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,23),-0.0535681 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,22),0.013011 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,21),0.0140556 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,20),-0.0301864 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,16),0.0125908 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,12),0.0587983 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,26),(26,26),(26,-1),0.241543 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,26),(26,25),(26,24),-0.0463905 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,23),-0.0369445 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,22),-0.0339465 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,21),-0.0339465 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,20),0.0159659 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,16),-0.0339465 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,12),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,25),(26,-1),-0.176724 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,24),(26,23),-0.0149323 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,22),-0.0419747 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,21),-0.0419747 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,20),-0.0425923 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,16),-0.0419747 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,12),-0.0511008 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,24),(26,-1),-0.0955037 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,23),(26,22),-0.0603955 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,23),(26,21),-0.0603955 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,23),(26,20),-0.0529286 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,23),(26,16),-0.0609584 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,23),(26,12),-0.0428595 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,23),(26,-1),0.0140159 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,22),(26,21),-0.0366115 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,22),(26,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,22),(26,16),-0.0366115 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,22),(26,12),-0.0433373 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,22),(26,-1),-0.0175369 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,21),(26,20),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,21),(26,16),-0.0366115 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,21),(26,12),-0.0433373 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,21),(26,-1),-0.02256 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,20),(26,16),-0.0161342 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,20),(26,12),-0.0334397 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,20),(26,-1),-0.0947632 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,16),(26,12),-0.0433373 # DEPENDENCYPART_GRANDSIBL
(27,26),(26,16),(26,-1),-0.0189654 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,26),(26,12),(26,-1),0.0267518 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,28),(28,28),(28,37),-0.0165625 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,28),(28,28),(28,-1),-0.166249 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,29),(29,31),-0.119644 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,29),(29,29),(29,37),0.0608452 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,31),(29,37),-0.157281 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,29),(29,29),(29,28),0.147072 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,29),(29,29),(29,-1),-0.140687 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,29),(29,28),(29,-1),-0.0130244 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,30),(30,31),-0.0677433 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,33),-0.100281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,34),-0.0598923 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,35),-0.099538 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,37),0.255848 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,30),(30,31),(30,33),-0.0578404 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,31),(30,34),-0.0427201 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,31),(30,35),-0.0570172 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,31),(30,37),0.00573608 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,33),(30,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,33),(30,35),-0.0542716 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,33),(30,37),-0.0957686 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,34),(30,35),-0.0463905 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,34),(30,37),-0.176755 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,35),(30,37),-0.0961936 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,30),(30,29),0.200811 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,28),0.169122 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,26),-0.0757942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,25),-0.0642621 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,24),-0.0757942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,20),-0.065707 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,30),(30,30),(30,-1),-0.203043 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,30),(30,29),(30,28),0.0699364 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,26),-0.0649665 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,24),-0.0649665 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,20),-0.0673792 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,29),(30,-1),-0.121689 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,28),(30,26),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,28),(30,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,28),(30,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,28),(30,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,28),(30,-1),-0.0986721 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,26),(30,25),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,26),(30,24),-0.0642169 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,26),(30,20),-0.0647493 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,26),(30,-1),0.00456043 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,25),(30,24),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,25),(30,20),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,25),(30,-1),-0.00902035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,24),(30,20),-0.0647493 # DEPENDENCYPART_GRANDSIBL
(27,30),(30,24),(30,-1),0.00957688 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,30),(30,20),(30,-1),-0.122745 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,31),(31,33),-0.0549792 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,34),-0.0388703 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,35),-0.0532143 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,37),0.127458 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,31),(31,33),(31,34),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,33),(31,35),-0.0471908 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,33),(31,37),-0.141197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,34),(31,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(27,31),(31,34),(31,37),-0.0388847 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,35),(31,37),-0.143464 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,31),(31,31),(31,30),0.11366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,31),(31,31),(31,-1),-0.0708093 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,31),(31,30),(31,-1),-0.0342868 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,35),(35,35),(35,37),0.232733 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,35),(35,35),(35,34),0.109991 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,35),(35,35),(35,33),0.0934024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,35),(35,35),(35,32),0.14489 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,35),(35,35),(35,30),0.0977854 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(27,35),(35,35),(35,-1),-0.205057 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(27,35),(35,34),(35,33),0.0896589 # DEPENDENCYPART_GRANDSIBL
(27,35),(35,34),(35,32),0.1027 # DEPENDENCYPART_GRANDSIBL
(27,35),(35,34),(35,30),0.089701 # DEPENDENCYPART_GRANDSIBL
(27,35),(35,34),(35,-1),-0.00902035 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,35),(35,33),(35,32),0.032524 # DEPENDENCYPART_GRANDSIBL
(27,35),(35,33),(35,30),0.0882154 # DEPENDENCYPART_GRANDSIBL
(27,35),(35,33),(35,-1),0.00634488 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,35),(35,32),(35,30),0.0839109 # DEPENDENCYPART_GRANDSIBL
(27,35),(35,32),(35,-1),-0.113657 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(27,35),(35,30),(35,-1),0.00450836 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,28),(28,28),(28,37),0.0477219 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,28),(28,28),(28,-1),0.0595929 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,31),(31,31),(31,33),0.0178421 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,31),(31,31),(31,34),-0.0446287 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,31),(31,31),(31,35),0.00876103 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,31),(31,31),(31,37),-0.107357 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,31),(31,33),(31,34),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(29,31),(31,33),(31,35),-0.045382 # DEPENDENCYPART_GRANDSIBL
(29,31),(31,33),(31,37),0.0379283 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,31),(31,34),(31,35),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(29,31),(31,34),(31,37),-0.0446814 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,31),(31,35),(31,37),0.0287727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(29,31),(31,31),(31,30),0.0900462 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(29,31),(31,31),(31,-1),-0.0193974 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(29,31),(31,30),(31,-1),-0.0842306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,20),(20,21),0.0856883 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,22),0.0830416 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,23),0.0614322 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,24),0.0981136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,25),0.101742 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,26),0.0981137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,27),0.0629599 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,30),-0.0641469 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,20),(20,20),(20,31),-0.0642023 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,35),-0.0641469 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,37),-0.0385565 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,20),(20,21),(20,22),0.138676 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,23),0.0562961 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,24),0.120357 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,25),0.102741 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,26),0.120357 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,27),0.0558551 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,30),-0.0649298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,21),(20,31),-0.0647614 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,35),-0.0649298 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,21),(20,37),0.00647976 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,22),(20,23),0.0489321 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,22),(20,24),0.126124 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,22),(20,25),0.102735 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,22),(20,26),0.126124 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,22),(20,27),0.0484912 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,22),(20,30),-0.0649298 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,22),(20,31),-0.0647614 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,22),(20,35),-0.0649298 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,22),(20,37),0.0247461 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,23),(20,24),0.102928 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,23),(20,25),0.103041 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,23),(20,26),0.102928 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,23),(20,27),0.102779 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,23),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,23),(20,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,23),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,23),(20,37),-0.140627 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,24),(20,25),0.103066 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,24),(20,26),0.103069 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,24),(20,27),0.101525 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,24),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,24),(20,31),-0.064148 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,24),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,24),(20,37),-0.0414563 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,25),(20,26),0.103048 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,25),(20,27),0.103043 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,25),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,25),(20,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,25),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,25),(20,37),-0.0656411 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,26),(20,27),0.101525 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,26),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,26),(20,31),-0.064148 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,26),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,26),(20,37),-0.0414559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,27),(20,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,27),(20,31),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,27),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,27),(20,37),-0.144662 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,30),(20,31),-0.064148 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,30),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,30),(20,37),-0.0414559 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,20),(20,31),(20,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,31),(20,37),-0.150781 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,35),(20,37),-0.0414559 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,20),(20,19),-0.0420214 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,16),-0.052629 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,15),-0.0585945 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,20),(20,20),(20,-1),0.0894948 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,20),(20,19),(20,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,19),(20,15),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,19),(20,-1),-0.0386732 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,16),(20,15),-0.0472597 # DEPENDENCYPART_GRANDSIBL
(30,20),(20,16),(20,-1),-0.0290741 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,20),(20,15),(20,-1),-0.0890133 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,24),(24,24),(24,25),0.294539 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,24),(24,24),(24,27),0.149159 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,24),(24,24),(24,31),-0.0768288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,24),(24,24),(24,37),0.0252954 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,24),(24,25),(24,27),0.102827 # DEPENDENCYPART_GRANDSIBL
(30,24),(24,25),(24,31),-0.0656325 # DEPENDENCYPART_GRANDSIBL
(30,24),(24,25),(24,37),0.160943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,24),(24,27),(24,31),-0.0651627 # DEPENDENCYPART_GRANDSIBL
(30,24),(24,27),(24,37),-0.0708173 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,24),(24,31),(24,37),-0.0639158 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,24),(24,24),(24,23),0.0497186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,24),(24,24),(24,22),-0.145789 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,24),(24,24),(24,20),-0.0561901 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,24),(24,24),(24,-1),0.0516083 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,24),(24,23),(24,22),-0.0430124 # DEPENDENCYPART_GRANDSIBL
(30,24),(24,23),(24,20),-0.0432812 # DEPENDENCYPART_GRANDSIBL
(30,24),(24,23),(24,-1),-0.121432 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,24),(24,22),(24,20),-0.0420498 # DEPENDENCYPART_GRANDSIBL
(30,24),(24,22),(24,-1),-0.135068 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,24),(24,20),(24,-1),-0.0331274 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,25),(25,25),(25,37),0.166232 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,25),(25,25),(25,-1),0.0315794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,26),(26,26),(26,27),0.165224 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,30),-0.0685353 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,26),(26,26),(26,31),-0.0768288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,34),-0.0641942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,35),-0.0685353 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,37),0.0237655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,26),(26,27),(26,30),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,27),(26,31),-0.0651627 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,27),(26,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,27),(26,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,27),(26,37),-0.0547607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,30),(26,31),-0.0642288 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,30),(26,34),-0.064186 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,30),(26,35),-0.064316 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,30),(26,37),-0.0620201 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,26),(26,31),(26,34),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,31),(26,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,31),(26,37),-0.0478592 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,34),(26,35),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,34),(26,37),0.158238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,35),(26,37),-0.0620104 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,26),(26,25),-0.042215 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,24),-0.0752221 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,23),0.0482842 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,22),-0.145788 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,21),-0.143607 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,20),-0.0561859 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,16),-0.148608 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,12),-0.0731535 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(30,26),(26,26),(26,-1),0.0716749 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(30,26),(26,25),(26,24),-0.0445016 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,25),(26,23),-0.042366 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,25),(26,22),-0.0435408 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,25),(26,21),-0.0435408 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,25),(26,20),-0.0431295 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,25),(26,16),-0.043541 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,25),(26,12),-0.0425222 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,25),(26,-1),-0.0495468 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,24),(26,23),-0.0411865 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,24),(26,22),-0.0234155 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,24),(26,21),-0.0231643 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,24),(26,20),-0.0433822 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,24),(26,16),-0.0236429 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,24),(26,12),-0.0631165 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,24),(26,-1),0.0160224 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,23),(26,22),-0.0430124 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,23),(26,21),-0.0430124 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,23),(26,20),-0.0432812 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,23),(26,16),-0.0430124 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,23),(26,12),-0.0421419 # DEPENDENCYPART_GRANDSIBL
(30,26),(26,23),(26,-1),-0.124815 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(30,26),(26,22),(26,21),-0.0377035 # DEPENDENCYPART_GRANDSIBL
