# _root_ One customer , Dayna Brunsdon , says she spurned a color portrait for black and white because `` it 's more dramatic .
#goldHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,20,20,17,22,20,7,
#predictedHeads=2,7,2,5,2,2,0,9,7,12,12,9,9,13,14,15,9,17,20,17,22,20,7,
(12,10),(12,7),(12,3),-0.039106 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,2),-0.14968 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,1),-0.110713 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),-0.217199 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,6),(12,5),-0.103749 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,4),-0.103749 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,3),-0.0422501 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,2),-0.248258 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,1),-0.135435 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,-1),-0.233784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,5),(12,4),-0.143645 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,3),-0.0340654 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,2),-0.150428 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,1),-0.111192 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,-1),-0.257642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,4),(12,3),-0.0340654 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,2),-0.150428 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,1),-0.111192 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,-1),-0.257642 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,3),(12,2),-0.248258 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,1),-0.135435 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,-1),-0.233784 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,2),(12,1),-0.116766 # DEPENDENCYPART_TRISIBL
(12,10),(12,2),(12,-1),-0.16599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,1),(12,-1),-0.297762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,7),-0.0740554 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,6),-0.086012 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,5),-0.0863158 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,4),-0.0863158 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,3),-0.086012 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,2),-0.0798083 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,1),-0.0711079 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,-1),-0.153111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,7),(12,6),-0.0785918 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,5),-0.085504 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,4),-0.085504 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,3),-0.0785918 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,2),-0.0795668 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,1),-0.0709532 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,-1),-0.138923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,6),(12,5),-0.089116 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,4),-0.089116 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,3),-0.0785945 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,2),-0.078044 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,1),-0.0715187 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,-1),-0.155898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,5),(12,4),-0.081441 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,3),-0.0832941 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,2),-0.0819169 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,1),-0.0709766 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,-1),-0.157172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,4),(12,3),-0.0832941 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,2),-0.0819169 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,1),-0.0709766 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,-1),-0.157172 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,3),(12,2),-0.078044 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,1),-0.0715187 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,-1),-0.155898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,2),(12,1),-0.0674829 # DEPENDENCYPART_TRISIBL
(12,9),(12,2),(12,-1),-0.142 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,1),(12,-1),-0.128923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,7),(12,6),-0.00829021 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,5),-0.104293 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,4),-0.104293 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,3),-0.00829021 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,2),-0.09815 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,1),-0.0768559 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,-1),-0.0616451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,6),(12,5),-0.143993 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,4),-0.143993 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,3),-0.0123831 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,2),-0.12389 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,1),-0.0840697 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,-1),-0.0329321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,5),(12,4),-0.105313 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,3),-0.00428537 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,2),-0.0981155 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,1),-0.076884 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,-1),-0.0700079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,4),(12,3),-0.00428537 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,2),-0.0981155 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,1),-0.076884 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,-1),-0.0700079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,3),(12,2),-0.12389 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,1),-0.0840697 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,-1),-0.0329321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,2),(12,1),-0.0769164 # DEPENDENCYPART_TRISIBL
(12,8),(12,2),(12,-1),-0.0562071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,1),(12,-1),-0.060983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,6),(12,5),-0.0783266 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,4),-0.0783266 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,3),-0.0571071 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,2),-0.101253 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,1),-0.0746981 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,-1),-0.0653323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,5),(12,4),-0.0860621 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,3),-0.0581167 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,2),-0.0905309 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,1),-0.0746981 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,-1),-0.0423402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,4),(12,3),-0.0581167 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,2),-0.0905309 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,1),-0.0746981 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,-1),-0.0423402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,3),(12,2),-0.101253 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,1),-0.0746981 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,-1),-0.0653323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,2),(12,1),-0.07472 # DEPENDENCYPART_TRISIBL
(12,7),(12,2),(12,-1),-0.026097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,1),(12,-1),-0.0567842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,5),(12,4),-0.154168 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,3),0.385219 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,2),-0.105015 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,1),-0.105238 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,-1),-0.192639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,4),(12,3),0.385219 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,2),-0.105015 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,1),-0.105238 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,-1),-0.192639 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,3),(12,2),-0.114744 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,1),-0.101448 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,-1),-0.205973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,2),(12,1),-0.108303 # DEPENDENCYPART_TRISIBL
(12,6),(12,2),(12,-1),-0.14584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,1),(12,-1),-0.145421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,4),(12,3),-0.0920165 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,2),-0.0171025 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,1),0.0171997 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,-1),-0.11576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,3),(12,2),-0.120899 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,1),-0.0534279 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,-1),-0.198004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,2),(12,1),-0.0668218 # DEPENDENCYPART_TRISIBL
(12,5),(12,2),(12,-1),-0.18101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,1),(12,-1),-0.0977673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,3),(12,2),-0.120899 # DEPENDENCYPART_TRISIBL
(12,4),(12,3),(12,1),-0.0534279 # DEPENDENCYPART_TRISIBL
(12,4),(12,3),(12,-1),-0.198004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,2),(12,1),-0.0668218 # DEPENDENCYPART_TRISIBL
(12,4),(12,2),(12,-1),-0.18101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,1),(12,-1),-0.0977673 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,2),(12,1),-0.108303 # DEPENDENCYPART_TRISIBL
(12,3),(12,2),(12,-1),-0.14584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,1),(12,-1),-0.145421 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,2),(12,1),(12,-1),-0.0931367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,14),(13,15),-0.0691384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,16),-0.128268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,17),-0.235365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,18),-0.158756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,20),-0.066764 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,21),-0.109294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,14),(13,24),0.13595 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,15),(13,16),-0.125318 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,17),-0.351301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,18),-0.115479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,20),-0.0517013 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,21),-0.0654131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,15),(13,24),-0.328079 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,16),(13,17),-0.235184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,18),-0.158756 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,20),-0.0667038 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,21),-0.109294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,16),(13,24),0.166026 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,17),(13,18),-0.179654 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,20),-0.0165935 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,21),-0.0805308 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,17),(13,24),-0.212542 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,18),(13,20),0.0206019 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,21),-0.101661 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,18),(13,24),-0.235456 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,20),(13,21),-0.0892824 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(13,13),(13,20),(13,24),0.1858 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,13),(13,21),(13,24),-0.062361 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(13,14),(13,15),(13,16),-0.113916 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,17),-0.0316198 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,18),-0.0745098 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,20),-0.0903006 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,21),-0.0907568 # DEPENDENCYPART_TRISIBL
(13,14),(13,15),(13,24),-0.10988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,16),(13,17),-0.0208131 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,18),-0.0746065 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,20),-0.0893808 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,21),-0.0907902 # DEPENDENCYPART_TRISIBL
(13,14),(13,16),(13,24),-0.130084 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,17),(13,18),-0.0719522 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,20),-0.0892664 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,21),-0.0908376 # DEPENDENCYPART_TRISIBL
(13,14),(13,17),(13,24),-0.061987 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,18),(13,20),-0.0909964 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,21),-0.0907519 # DEPENDENCYPART_TRISIBL
(13,14),(13,18),(13,24),-0.107778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,20),(13,21),-0.0907526 # DEPENDENCYPART_TRISIBL
(13,14),(13,20),(13,24),-0.0780355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,14),(13,21),(13,24),-0.115696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,16),(13,17),-0.114304 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,18),-0.102651 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,20),-0.0872372 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,21),-0.0882055 # DEPENDENCYPART_TRISIBL
(13,15),(13,16),(13,24),-0.139086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,17),(13,18),-0.102586 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,20),-0.0626674 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,21),-0.0886359 # DEPENDENCYPART_TRISIBL
(13,15),(13,17),(13,24),-0.0380774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,18),(13,20),-0.0875635 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,21),-0.0881662 # DEPENDENCYPART_TRISIBL
(13,15),(13,18),(13,24),-0.156377 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,20),(13,21),-0.0882897 # DEPENDENCYPART_TRISIBL
(13,15),(13,20),(13,24),-0.161838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,15),(13,21),(13,24),-0.145202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,17),(13,18),-0.0719522 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,20),-0.0892563 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,21),-0.0908376 # DEPENDENCYPART_TRISIBL
(13,16),(13,17),(13,24),-0.0606716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,18),(13,20),-0.0909863 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,21),-0.0907519 # DEPENDENCYPART_TRISIBL
(13,16),(13,18),(13,24),-0.112966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,20),(13,21),-0.0907526 # DEPENDENCYPART_TRISIBL
(13,16),(13,20),(13,24),-0.0831636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,16),(13,21),(13,24),-0.120883 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,18),(13,20),-0.12615 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,21),-0.107718 # DEPENDENCYPART_TRISIBL
(13,17),(13,18),(13,24),-0.139519 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,20),(13,21),-0.107747 # DEPENDENCYPART_TRISIBL
(13,17),(13,20),(13,24),-0.0796196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,17),(13,21),(13,24),-0.140219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,20),(13,21),-0.0917085 # DEPENDENCYPART_TRISIBL
(13,18),(13,20),(13,24),0.0745637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,18),(13,21),(13,24),-0.0368941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,20),(13,21),(13,24),-0.110786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(13,13),(13,12),(13,-1),-0.115127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,16),-0.109325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,17),-0.196429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,18),-0.123589 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,19),-0.0533155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,20),-0.0675134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,21),-0.0893741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,22),-0.109088 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,24),-0.113554 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,16),(14,17),-0.15951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,18),-0.142963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,19),-0.10821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,20),-0.103164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,21),-0.133104 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,22),-0.114429 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,16),(14,24),-0.293731 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,17),(14,18),-0.149254 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,19),-0.151491 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,20),-0.082367 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,21),-0.10209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,22),-0.0984841 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,17),(14,24),-0.254261 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,19),-0.136565 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,20),-0.0979371 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,21),-0.125354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,22),-0.0986221 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,18),(14,24),-0.437412 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,19),(14,20),-0.0787002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,21),-0.103085 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,22),-0.027171 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,19),(14,24),-0.137751 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,20),(14,21),-0.113127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,22),-0.072286 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,20),(14,24),-0.134358 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,21),(14,22),-0.107199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,21),(14,24),-0.240052 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,22),(14,24),-0.29711 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,16),(14,17),-0.0965541 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,18),-0.103042 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,19),-0.0845161 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,20),-0.078735 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,21),-0.0885892 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,22),-0.0937755 # DEPENDENCYPART_TRISIBL
(14,15),(14,16),(14,24),-0.102733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,17),(14,18),-0.102977 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,19),-0.0845368 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,20),-0.0302967 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,21),-0.0890196 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,22),-0.0979155 # DEPENDENCYPART_TRISIBL
(14,15),(14,17),(14,24),-0.13896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,18),(14,19),-0.0846608 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,20),-0.079045 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,21),-0.0885499 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,22),-0.0939425 # DEPENDENCYPART_TRISIBL
(14,15),(14,18),(14,24),-0.117326 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,19),(14,20),-0.0785038 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,21),-0.0885497 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,22),-0.094249 # DEPENDENCYPART_TRISIBL
(14,15),(14,19),(14,24),-0.0409478 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,20),(14,21),-0.0886729 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,22),-0.0946186 # DEPENDENCYPART_TRISIBL
(14,15),(14,20),(14,24),-0.084149 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,21),(14,22),-0.09376 # DEPENDENCYPART_TRISIBL
(14,15),(14,21),(14,24),-0.108321 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,15),(14,22),(14,24),-0.102626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,17),(14,18),-0.0697647 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,19),-0.0946521 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,20),-0.0874513 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,21),-0.0908309 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,22),-0.113751 # DEPENDENCYPART_TRISIBL
(14,16),(14,17),(14,24),-0.0216533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,18),(14,19),-0.0942144 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,20),-0.089088 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,21),-0.0907452 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,22),-0.114661 # DEPENDENCYPART_TRISIBL
(14,16),(14,18),(14,24),-0.113006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,16),(14,19),(14,20),-0.0877849 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,21),-0.0907452 # DEPENDENCYPART_TRISIBL
(14,16),(14,19),(14,22),-0.111616 # DEPENDENCYPART_TRISIBL
