# _root_ Telephone service has been improved for customers trying to reach their brokers , and specialists -- who I believe should stay , despite the urgings of some post-crash critics -- have larger capital positions .
#goldHeads=2,3,0,3,4,2,6,7,8,9,12,10,3,3,31,15,20,19,15,19,20,19,19,25,23,25,29,29,26,15,14,34,34,31,3,
#predictedHeads=2,3,0,3,4,5,6,7,8,9,12,10,3,3,14,15,19,19,15,19,20,21,21,25,23,25,29,29,26,21,21,34,34,31,3,
(6,6),(6,12),(6,35),-0.102452 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,12),(6,36),0.345335 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,14),(6,19),-0.120759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,35),-0.469329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,14),(6,36),-0.328079 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,19),(6,35),-0.139445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(6,6),(6,19),(6,36),0.242259 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,6),(6,35),(6,36),-0.211642 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(6,7),(6,8),(6,9),-0.0675475 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,10),-0.0896311 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,12),-0.185 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,14),-0.0271865 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,19),-0.0923202 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,35),-0.0479699 # DEPENDENCYPART_TRISIBL
(6,7),(6,8),(6,36),-0.158759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,9),(6,10),-0.092787 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,12),-0.190957 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,14),-0.0526365 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,19),-0.0969882 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,35),-0.0591686 # DEPENDENCYPART_TRISIBL
(6,7),(6,9),(6,36),-0.159723 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,10),(6,12),-0.176427 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,14),-0.0424083 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,19),-0.0918269 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,35),-0.0830016 # DEPENDENCYPART_TRISIBL
(6,7),(6,10),(6,36),-0.116423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,12),(6,14),-0.0523237 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,19),-0.0969592 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,35),-0.0867118 # DEPENDENCYPART_TRISIBL
(6,7),(6,12),(6,36),-0.132993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,14),(6,19),-0.0938701 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,35),-0.0591875 # DEPENDENCYPART_TRISIBL
(6,7),(6,14),(6,36),-0.0733257 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,19),(6,35),-0.0799814 # DEPENDENCYPART_TRISIBL
(6,7),(6,19),(6,36),-0.11807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,7),(6,35),(6,36),-0.110805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,9),(6,10),-0.0901925 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,12),-0.0914507 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,14),-0.091667 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,19),-0.0844415 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,35),-0.0983542 # DEPENDENCYPART_TRISIBL
(6,8),(6,9),(6,36),-0.0984527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,10),(6,12),-0.0911103 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,14),-0.0964276 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,19),-0.0843128 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,35),-0.103928 # DEPENDENCYPART_TRISIBL
(6,8),(6,10),(6,36),-0.0846324 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,12),(6,14),-0.0911173 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,19),-0.0857908 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,35),-0.0898402 # DEPENDENCYPART_TRISIBL
(6,8),(6,12),(6,36),-0.136487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,14),(6,19),-0.0844989 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,35),-0.0995001 # DEPENDENCYPART_TRISIBL
(6,8),(6,14),(6,36),0.0464289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,19),(6,35),-0.103984 # DEPENDENCYPART_TRISIBL
(6,8),(6,19),(6,36),-0.0989179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,8),(6,35),(6,36),-0.0672775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,10),(6,12),-0.0755277 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,14),-0.062831 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,19),-0.096745 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,35),-0.142879 # DEPENDENCYPART_TRISIBL
(6,9),(6,10),(6,36),-0.14894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,12),(6,14),-0.0677505 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,19),-0.0966562 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,35),-0.0998863 # DEPENDENCYPART_TRISIBL
(6,9),(6,12),(6,36),-0.0755894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,14),(6,19),-0.0999989 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,35),-0.117473 # DEPENDENCYPART_TRISIBL
(6,9),(6,14),(6,36),-0.0389991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,19),(6,35),-0.113091 # DEPENDENCYPART_TRISIBL
(6,9),(6,19),(6,36),-0.131082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,9),(6,35),(6,36),-0.159288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,12),(6,14),-0.0701571 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,19),-0.0769896 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,35),-0.0582506 # DEPENDENCYPART_TRISIBL
(6,10),(6,12),(6,36),-0.0505627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,14),(6,19),-0.0792286 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,35),-0.010662 # DEPENDENCYPART_TRISIBL
(6,10),(6,14),(6,36),-0.1 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,19),(6,35),-0.0839925 # DEPENDENCYPART_TRISIBL
(6,10),(6,19),(6,36),-0.0955241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,10),(6,35),(6,36),-0.0670559 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,14),(6,19),-0.0938619 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,35),-0.0689935 # DEPENDENCYPART_TRISIBL
(6,12),(6,14),(6,36),-0.0620248 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,19),(6,35),-0.0829194 # DEPENDENCYPART_TRISIBL
(6,12),(6,19),(6,36),-0.111509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,12),(6,35),(6,36),-0.0939576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,19),(6,35),-0.149761 # DEPENDENCYPART_TRISIBL
(6,14),(6,19),(6,36),-0.183087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,14),(6,35),(6,36),-0.19974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(6,19),(6,35),(6,36),0.0696439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,8),(7,9),-0.074248 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,10),-0.0484222 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,12),-0.170315 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,13),-0.0804852 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,14),-0.0424352 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,16),-0.0634311 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,19),-0.123176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,20),-0.149493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,8),(7,36),-0.130532 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,9),(7,10),-0.111748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,12),-0.0515361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,13),-0.108179 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,14),-0.0659426 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,16),-0.143551 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,19),-0.177477 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,20),-0.136776 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,9),(7,36),-0.175968 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,10),(7,12),-0.133316 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,13),-0.0340119 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,14),-0.0590369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,16),-0.0771571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,19),-0.15033 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,20),-0.137608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,10),(7,36),-0.183533 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,12),(7,13),-0.10648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,14),-0.080309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,16),-0.152954 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,19),-0.136273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,20),-0.12417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,12),(7,36),-0.213569 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,13),(7,14),-0.265846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,16),-0.147962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,19),-0.193159 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,20),-0.118864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,13),(7,36),-0.881693 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,14),(7,16),-0.191292 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,19),-0.115713 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,20),-0.0476812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,14),(7,36),-0.188752 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,16),(7,19),-0.145938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,20),-0.195791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,16),(7,36),-0.263941 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,19),(7,20),-0.113366 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(7,7),(7,19),(7,36),-0.0713398 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,7),(7,20),(7,36),-0.115105 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(7,8),(7,9),(7,10),-0.0892077 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,12),-0.0908147 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,13),-0.0422308 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,14),-0.0750766 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,16),-0.102447 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,19),-0.0830157 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,20),-0.0760526 # DEPENDENCYPART_TRISIBL
(7,8),(7,9),(7,36),-0.109888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,10),(7,12),-0.0904625 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,13),-0.0529849 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,14),-0.0718827 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,16),-0.101896 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,19),-0.0828834 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,20),-0.0761434 # DEPENDENCYPART_TRISIBL
(7,8),(7,10),(7,36),-0.0912037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,12),(7,13),-0.057611 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,14),-0.0708156 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,16),-0.10256 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,19),-0.0841784 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,20),-0.076044 # DEPENDENCYPART_TRISIBL
(7,8),(7,12),(7,36),-0.163946 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,13),(7,14),0.0357997 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,16),-0.104138 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,19),-0.0639725 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,20),-0.085145 # DEPENDENCYPART_TRISIBL
(7,8),(7,13),(7,36),-0.221369 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,14),(7,16),-0.104897 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,19),-0.0830721 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,20),-0.0871991 # DEPENDENCYPART_TRISIBL
(7,8),(7,14),(7,36),-0.0289125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,16),(7,19),-0.0801885 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,20),-0.0478749 # DEPENDENCYPART_TRISIBL
(7,8),(7,16),(7,36),-0.143871 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,19),(7,20),-0.0760657 # DEPENDENCYPART_TRISIBL
(7,8),(7,19),(7,36),-0.128566 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,8),(7,20),(7,36),-0.128948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,10),(7,12),-0.068705 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,13),-0.0843169 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,14),-0.0529452 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,16),-0.0606066 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,19),-0.10087 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,20),-0.120186 # DEPENDENCYPART_TRISIBL
(7,9),(7,10),(7,36),-0.137235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,12),(7,13),-0.0891377 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,14),-0.0578795 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,16),-0.0610844 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,19),-0.100783 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,20),-0.119718 # DEPENDENCYPART_TRISIBL
(7,9),(7,12),(7,36),-0.0185716 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,13),(7,14),0.00870812 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,16),-0.0493484 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,19),-0.118072 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,20),-0.159 # DEPENDENCYPART_TRISIBL
(7,9),(7,13),(7,36),-0.296896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,14),(7,16),-0.0589705 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,19),-0.10416 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,20),-0.119516 # DEPENDENCYPART_TRISIBL
(7,9),(7,14),(7,36),-0.0875762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,16),(7,19),-0.089765 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,20),-0.115891 # DEPENDENCYPART_TRISIBL
(7,9),(7,16),(7,36),-0.130359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,19),(7,20),-0.119544 # DEPENDENCYPART_TRISIBL
(7,9),(7,19),(7,36),-0.143079 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,9),(7,20),(7,36),-0.11054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,12),(7,13),-0.0539961 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,14),-0.0680947 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,16),-0.0959526 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,19),-0.076713 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,20),-0.0615587 # DEPENDENCYPART_TRISIBL
(7,10),(7,12),(7,36),-0.111435 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,13),(7,14),0.0377093 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,16),-0.0977867 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,19),-0.081786 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,20),-0.0257569 # DEPENDENCYPART_TRISIBL
(7,10),(7,13),(7,36),-0.1479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,14),(7,16),-0.0988104 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,19),-0.0789502 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,20),-0.0682073 # DEPENDENCYPART_TRISIBL
(7,10),(7,14),(7,36),-0.134155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,16),(7,19),-0.0510015 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,20),-0.0471707 # DEPENDENCYPART_TRISIBL
(7,10),(7,16),(7,36),-0.124736 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,19),(7,20),-0.0619449 # DEPENDENCYPART_TRISIBL
(7,10),(7,19),(7,36),-0.127988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,10),(7,20),(7,36),-0.130322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,13),(7,14),-0.149465 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,16),-0.0718909 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,19),-0.0911894 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,20),-0.0777668 # DEPENDENCYPART_TRISIBL
(7,12),(7,13),(7,36),-0.046061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,14),(7,16),-0.073772 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,19),-0.0965204 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,20),-0.0865546 # DEPENDENCYPART_TRISIBL
(7,12),(7,14),(7,36),-0.12063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,16),(7,19),-0.100266 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,20),-0.0809524 # DEPENDENCYPART_TRISIBL
(7,12),(7,16),(7,36),-0.0681046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,19),(7,20),-0.0868177 # DEPENDENCYPART_TRISIBL
(7,12),(7,19),(7,36),-0.0757374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,12),(7,20),(7,36),-0.0931295 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,14),(7,16),0.049878 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,19),-0.0659308 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,20),-0.0916969 # DEPENDENCYPART_TRISIBL
(7,13),(7,14),(7,36),0.00662092 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,16),(7,19),-0.0563244 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,20),-0.0724329 # DEPENDENCYPART_TRISIBL
(7,13),(7,16),(7,36),-0.272214 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,19),(7,20),-0.0827017 # DEPENDENCYPART_TRISIBL
(7,13),(7,19),(7,36),-0.143755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,13),(7,20),(7,36),-0.187945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,16),(7,19),-0.0621924 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,20),-0.114711 # DEPENDENCYPART_TRISIBL
(7,14),(7,16),(7,36),-0.20194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,19),(7,20),-0.104013 # DEPENDENCYPART_TRISIBL
(7,14),(7,19),(7,36),-0.128238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,14),(7,20),(7,36),-0.105135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,19),(7,20),-0.0882305 # DEPENDENCYPART_TRISIBL
(7,16),(7,19),(7,36),-0.193365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,16),(7,20),(7,36),-0.154522 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,19),(7,20),(7,36),-0.128443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(7,7),(7,5),(7,-1),-0.0963822 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,9),(8,10),-0.076518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,12),-0.169449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,13),0.00295095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.0453774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.171596 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,16),-0.171065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.123172 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.133516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,20),-0.141082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,23),-0.0484682 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,36),-0.0774757 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,12),-0.129989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),0.00493143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.0180479 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.132223 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,16),-0.0826818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.114128 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.135215 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,20),-0.129985 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,23),-0.0679778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,36),-0.118886 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.0390971 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.00130999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.107191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,16),-0.132328 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.11468 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,19),-0.105492 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,20),-0.0867681 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,23),-0.0342438 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,36),-0.044164 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.263731 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),-0.228549 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,16),-0.11784 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.136323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),-0.185709 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,20),-0.0999821 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,23),-0.272889 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,36),-0.414476 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),0.0140233 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,16),-0.141225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.000757023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.129184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,20),-0.11176 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,23),-0.190379 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
