# _root_ The stock market has lost some precursory power , analysts at the Columbia center claim , because of the growing impact of international developments .
#goldHeads=3,3,4,15,4,8,8,5,5,15,10,14,14,11,0,5,5,17,21,21,17,21,24,22,4,
#predictedHeads=3,3,4,0,4,8,8,5,5,5,5,15,15,15,11,5,5,17,21,21,17,21,24,22,4,
(24,21),(24,19),(24,-1),-0.00135751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,20),(24,19),(24,-1),-0.00200023 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,3),(3,2),0.335076 # DEPENDENCYPART_HEADBIGRAM
(0,3),(4,2),0.167439 # DEPENDENCYPART_HEADBIGRAM
(0,3),(5,2),0.170339 # DEPENDENCYPART_HEADBIGRAM
(0,3),(8,2),0.171173 # DEPENDENCYPART_HEADBIGRAM
(0,4),(0,3),0.0607536 # DEPENDENCYPART_HEADBIGRAM
(0,4),(2,3),0.0649828 # DEPENDENCYPART_HEADBIGRAM
(0,4),(4,3),0.478022 # DEPENDENCYPART_HEADBIGRAM
(0,4),(5,3),0.15346 # DEPENDENCYPART_HEADBIGRAM
(0,4),(6,3),0.178443 # DEPENDENCYPART_HEADBIGRAM
(0,4),(7,3),0.17174 # DEPENDENCYPART_HEADBIGRAM
(0,4),(8,3),0.144623 # DEPENDENCYPART_HEADBIGRAM
(0,5),(0,4),0.0391139 # DEPENDENCYPART_HEADBIGRAM
(0,5),(2,4),0.0521629 # DEPENDENCYPART_HEADBIGRAM
(0,5),(3,4),0.0521601 # DEPENDENCYPART_HEADBIGRAM
(0,5),(5,4),0.184986 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),-0.0192039 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.178826 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.184942 # DEPENDENCYPART_HEADBIGRAM
(2,3),(8,2),0.192445 # DEPENDENCYPART_HEADBIGRAM
(2,4),(0,3),-0.063556 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.0480856 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.328702 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.173679 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.173887 # DEPENDENCYPART_HEADBIGRAM
(2,4),(7,3),0.173821 # DEPENDENCYPART_HEADBIGRAM
(2,4),(8,3),0.175041 # DEPENDENCYPART_HEADBIGRAM
(2,5),(0,4),-0.0831722 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0390475 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.082382 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.212067 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.0572947 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.0802223 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.0844693 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.149752 # DEPENDENCYPART_HEADBIGRAM
(2,8),(10,7),0.160671 # DEPENDENCYPART_HEADBIGRAM
(2,8),(15,7),0.185416 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.1143 # DEPENDENCYPART_HEADBIGRAM
(2,9),(3,8),0.117738 # DEPENDENCYPART_HEADBIGRAM
(2,9),(4,8),0.116118 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.132194 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.104843 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.102788 # DEPENDENCYPART_HEADBIGRAM
(2,9),(10,8),0.122094 # DEPENDENCYPART_HEADBIGRAM
(2,9),(11,8),0.130074 # DEPENDENCYPART_HEADBIGRAM
(2,9),(15,8),0.141942 # DEPENDENCYPART_HEADBIGRAM
(2,11),(4,10),0.0855904 # DEPENDENCYPART_HEADBIGRAM
(2,11),(5,10),0.0867064 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.0909744 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.0895139 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.123601 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.129175 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.196008 # DEPENDENCYPART_HEADBIGRAM
(2,11),(14,10),0.175919 # DEPENDENCYPART_HEADBIGRAM
(2,11),(15,10),0.175919 # DEPENDENCYPART_HEADBIGRAM
(2,11),(20,10),0.171506 # DEPENDENCYPART_HEADBIGRAM
(3,2),(2,1),-0.0618053 # DEPENDENCYPART_HEADBIGRAM
(3,2),(3,1),0.228799 # DEPENDENCYPART_HEADBIGRAM
(3,2),(4,1),0.0638481 # DEPENDENCYPART_HEADBIGRAM
(3,2),(8,1),0.11789 # DEPENDENCYPART_HEADBIGRAM
(3,4),(0,3),-0.0926724 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),0.00859781 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),-0.0110574 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.189939 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.207153 # DEPENDENCYPART_HEADBIGRAM
(3,4),(7,3),0.206186 # DEPENDENCYPART_HEADBIGRAM
(3,4),(8,3),0.268841 # DEPENDENCYPART_HEADBIGRAM
(3,5),(0,4),-0.0826034 # DEPENDENCYPART_HEADBIGRAM
(3,5),(2,4),-0.0581335 # DEPENDENCYPART_HEADBIGRAM
(3,5),(3,4),0.0428949 # DEPENDENCYPART_HEADBIGRAM
(3,5),(5,4),0.201367 # DEPENDENCYPART_HEADBIGRAM
(3,8),(4,7),0.0624611 # DEPENDENCYPART_HEADBIGRAM
(3,8),(5,7),0.0979051 # DEPENDENCYPART_HEADBIGRAM
(3,8),(6,7),0.102156 # DEPENDENCYPART_HEADBIGRAM
(3,8),(8,7),0.25092 # DEPENDENCYPART_HEADBIGRAM
(3,8),(10,7),0.162942 # DEPENDENCYPART_HEADBIGRAM
(3,8),(15,7),0.187007 # DEPENDENCYPART_HEADBIGRAM
(3,9),(2,8),-0.091108 # DEPENDENCYPART_HEADBIGRAM
(3,9),(3,8),0.0708911 # DEPENDENCYPART_HEADBIGRAM
(3,9),(4,8),0.116091 # DEPENDENCYPART_HEADBIGRAM
(3,9),(5,8),0.132194 # DEPENDENCYPART_HEADBIGRAM
(3,9),(6,8),0.104841 # DEPENDENCYPART_HEADBIGRAM
(3,9),(7,8),0.102113 # DEPENDENCYPART_HEADBIGRAM
(3,9),(10,8),0.121773 # DEPENDENCYPART_HEADBIGRAM
(3,9),(11,8),0.126316 # DEPENDENCYPART_HEADBIGRAM
(3,9),(15,8),0.141945 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),0.0940489 # DEPENDENCYPART_HEADBIGRAM
(4,2),(3,1),-0.109538 # DEPENDENCYPART_HEADBIGRAM
(4,2),(4,1),0.0952968 # DEPENDENCYPART_HEADBIGRAM
(4,2),(8,1),0.0669535 # DEPENDENCYPART_HEADBIGRAM
(4,3),(3,2),-0.0623206 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0798465 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0928698 # DEPENDENCYPART_HEADBIGRAM
(4,3),(8,2),0.0963778 # DEPENDENCYPART_HEADBIGRAM
(4,5),(0,4),0.16267 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),0.0107792 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),0.0152586 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.131538 # DEPENDENCYPART_HEADBIGRAM
(4,6),(0,5),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(4,6),(2,5),-0.0610812 # DEPENDENCYPART_HEADBIGRAM
(4,6),(3,5),-0.0618459 # DEPENDENCYPART_HEADBIGRAM
(4,6),(4,5),0.0677334 # DEPENDENCYPART_HEADBIGRAM
(4,6),(8,5),0.174294 # DEPENDENCYPART_HEADBIGRAM
(4,7),(4,6),0.0513748 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0421177 # DEPENDENCYPART_HEADBIGRAM
(4,7),(7,6),0.198481 # DEPENDENCYPART_HEADBIGRAM
(4,7),(8,6),0.169966 # DEPENDENCYPART_HEADBIGRAM
(4,7),(10,6),0.172148 # DEPENDENCYPART_HEADBIGRAM
(4,7),(15,6),0.169403 # DEPENDENCYPART_HEADBIGRAM
(4,8),(4,7),0.0467627 # DEPENDENCYPART_HEADBIGRAM
(4,8),(5,7),0.101447 # DEPENDENCYPART_HEADBIGRAM
(4,8),(6,7),0.10282 # DEPENDENCYPART_HEADBIGRAM
(4,8),(8,7),0.278275 # DEPENDENCYPART_HEADBIGRAM
(4,8),(10,7),0.166108 # DEPENDENCYPART_HEADBIGRAM
(4,8),(15,7),0.162589 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.0955538 # DEPENDENCYPART_HEADBIGRAM
(4,9),(3,8),-0.0885159 # DEPENDENCYPART_HEADBIGRAM
(4,9),(4,8),0.069693 # DEPENDENCYPART_HEADBIGRAM
(4,9),(5,8),0.136687 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.133121 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.126714 # DEPENDENCYPART_HEADBIGRAM
(4,9),(10,8),0.101548 # DEPENDENCYPART_HEADBIGRAM
(4,9),(11,8),0.223067 # DEPENDENCYPART_HEADBIGRAM
(4,9),(15,8),0.146151 # DEPENDENCYPART_HEADBIGRAM
(4,10),(2,9),-0.0654712 # DEPENDENCYPART_HEADBIGRAM
(4,10),(3,9),-0.0654712 # DEPENDENCYPART_HEADBIGRAM
(4,10),(4,9),0.0584201 # DEPENDENCYPART_HEADBIGRAM
(4,10),(5,9),0.0693331 # DEPENDENCYPART_HEADBIGRAM
(4,10),(6,9),0.0707175 # DEPENDENCYPART_HEADBIGRAM
(4,10),(7,9),0.113987 # DEPENDENCYPART_HEADBIGRAM
(4,10),(8,9),0.110898 # DEPENDENCYPART_HEADBIGRAM
(4,10),(10,9),0.173507 # DEPENDENCYPART_HEADBIGRAM
(4,10),(11,9),0.173498 # DEPENDENCYPART_HEADBIGRAM
(4,10),(15,9),0.171589 # DEPENDENCYPART_HEADBIGRAM
(4,11),(4,10),0.0707149 # DEPENDENCYPART_HEADBIGRAM
(4,11),(5,10),0.108082 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.0910265 # DEPENDENCYPART_HEADBIGRAM
(4,11),(7,10),0.0830803 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.123581 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.130726 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.183473 # DEPENDENCYPART_HEADBIGRAM
(4,11),(14,10),0.167425 # DEPENDENCYPART_HEADBIGRAM
(4,11),(15,10),0.167425 # DEPENDENCYPART_HEADBIGRAM
(4,11),(20,10),0.162812 # DEPENDENCYPART_HEADBIGRAM
(4,15),(5,14),0.0717199 # DEPENDENCYPART_HEADBIGRAM
(4,15),(8,14),0.0753865 # DEPENDENCYPART_HEADBIGRAM
(4,15),(10,14),0.0590992 # DEPENDENCYPART_HEADBIGRAM
(4,15),(11,14),0.0228783 # DEPENDENCYPART_HEADBIGRAM
(4,15),(13,14),0.0559195 # DEPENDENCYPART_HEADBIGRAM
(4,15),(15,14),0.223527 # DEPENDENCYPART_HEADBIGRAM
(4,16),(4,15),0.00294502 # DEPENDENCYPART_HEADBIGRAM
(4,16),(5,15),0.0987808 # DEPENDENCYPART_HEADBIGRAM
(4,16),(8,15),0.0763881 # DEPENDENCYPART_HEADBIGRAM
(4,16),(10,15),0.0648115 # DEPENDENCYPART_HEADBIGRAM
(4,16),(11,15),0.192633 # DEPENDENCYPART_HEADBIGRAM
(4,16),(14,15),0.066017 # DEPENDENCYPART_HEADBIGRAM
(4,16),(17,15),0.20007 # DEPENDENCYPART_HEADBIGRAM
(4,16),(20,15),0.19352 # DEPENDENCYPART_HEADBIGRAM
(4,17),(4,16),0.346429 # DEPENDENCYPART_HEADBIGRAM
(4,17),(5,16),0.144529 # DEPENDENCYPART_HEADBIGRAM
(4,17),(6,16),0.165049 # DEPENDENCYPART_HEADBIGRAM
(4,17),(8,16),0.138222 # DEPENDENCYPART_HEADBIGRAM
(4,17),(10,16),0.157839 # DEPENDENCYPART_HEADBIGRAM
(4,17),(11,16),0.168845 # DEPENDENCYPART_HEADBIGRAM
(4,17),(13,16),0.0933936 # DEPENDENCYPART_HEADBIGRAM
(4,17),(15,16),0.0414114 # DEPENDENCYPART_HEADBIGRAM
(4,17),(17,16),0.28377 # DEPENDENCYPART_HEADBIGRAM
(4,17),(21,16),0.142905 # DEPENDENCYPART_HEADBIGRAM
(4,20),(17,19),0.0708056 # DEPENDENCYPART_HEADBIGRAM
(4,20),(18,19),0.0708056 # DEPENDENCYPART_HEADBIGRAM
(4,20),(20,19),0.201562 # DEPENDENCYPART_HEADBIGRAM
(4,20),(21,19),0.166142 # DEPENDENCYPART_HEADBIGRAM
(4,20),(24,19),0.172778 # DEPENDENCYPART_HEADBIGRAM
(4,25),(17,24),0.0934867 # DEPENDENCYPART_HEADBIGRAM
(4,25),(18,24),0.0881252 # DEPENDENCYPART_HEADBIGRAM
(4,25),(20,24),0.127164 # DEPENDENCYPART_HEADBIGRAM
(4,25),(21,24),0.0811876 # DEPENDENCYPART_HEADBIGRAM
(4,25),(22,24),0.0924243 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.0128833 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.105485 # DEPENDENCYPART_HEADBIGRAM
(5,2),(4,1),-0.0887076 # DEPENDENCYPART_HEADBIGRAM
(5,2),(8,1),0.0891164 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.0921549 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.0907676 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.203523 # DEPENDENCYPART_HEADBIGRAM
(5,3),(8,2),0.0994944 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.204578 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.197385 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.10874 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.113009 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.0980987 # DEPENDENCYPART_HEADBIGRAM
(5,4),(7,3),0.0980925 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0978237 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),-0.0460008 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.066243 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),-0.071161 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0676048 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.172675 # DEPENDENCYPART_HEADBIGRAM
(5,7),(4,6),-0.0611066 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.0652357 # DEPENDENCYPART_HEADBIGRAM
(5,7),(7,6),0.183675 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.173523 # DEPENDENCYPART_HEADBIGRAM
(5,7),(10,6),0.170231 # DEPENDENCYPART_HEADBIGRAM
(5,7),(15,6),0.170762 # DEPENDENCYPART_HEADBIGRAM
(5,8),(4,7),-0.0625514 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0668154 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.109567 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.274849 # DEPENDENCYPART_HEADBIGRAM
(5,8),(10,7),0.167575 # DEPENDENCYPART_HEADBIGRAM
(5,8),(15,7),0.170316 # DEPENDENCYPART_HEADBIGRAM
(5,9),(2,8),-0.0813237 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0772696 # DEPENDENCYPART_HEADBIGRAM
(5,9),(4,8),-0.0841906 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.166246 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.136466 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.143437 # DEPENDENCYPART_HEADBIGRAM
(5,9),(10,8),0.113614 # DEPENDENCYPART_HEADBIGRAM
(5,9),(11,8),0.139311 # DEPENDENCYPART_HEADBIGRAM
(5,9),(15,8),0.163057 # DEPENDENCYPART_HEADBIGRAM
(5,10),(2,9),-0.0740716 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0740945 # DEPENDENCYPART_HEADBIGRAM
(5,10),(4,9),-0.0749659 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),-0.0397942 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.0700427 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.0515874 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.049279 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.123861 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.173385 # DEPENDENCYPART_HEADBIGRAM
(5,10),(15,9),0.169503 # DEPENDENCYPART_HEADBIGRAM
(5,11),(4,10),-0.0645394 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.117058 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.0911396 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.0861727 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.129724 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.130765 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.233735 # DEPENDENCYPART_HEADBIGRAM
(5,11),(14,10),0.171056 # DEPENDENCYPART_HEADBIGRAM
(5,11),(15,10),0.171056 # DEPENDENCYPART_HEADBIGRAM
(5,11),(20,10),0.161331 # DEPENDENCYPART_HEADBIGRAM
(5,13),(10,12),0.0687234 # DEPENDENCYPART_HEADBIGRAM
(5,13),(11,12),0.0683778 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.194974 # DEPENDENCYPART_HEADBIGRAM
(5,13),(14,12),0.167633 # DEPENDENCYPART_HEADBIGRAM
(5,13),(15,12),0.166816 # DEPENDENCYPART_HEADBIGRAM
(5,13),(21,12),0.166567 # DEPENDENCYPART_HEADBIGRAM
(5,14),(5,13),0.0755129 # DEPENDENCYPART_HEADBIGRAM
(5,14),(8,13),0.0829172 # DEPENDENCYPART_HEADBIGRAM
(5,14),(10,13),0.0829441 # DEPENDENCYPART_HEADBIGRAM
(5,14),(11,13),0.0727597 # DEPENDENCYPART_HEADBIGRAM
(5,14),(14,13),0.224688 # DEPENDENCYPART_HEADBIGRAM
(5,14),(15,13),0.173952 # DEPENDENCYPART_HEADBIGRAM
(5,15),(5,14),0.0866037 # DEPENDENCYPART_HEADBIGRAM
(5,15),(8,14),0.0790173 # DEPENDENCYPART_HEADBIGRAM
(5,15),(10,14),0.0801244 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.123983 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.013728 # DEPENDENCYPART_HEADBIGRAM
(5,15),(15,14),0.206129 # DEPENDENCYPART_HEADBIGRAM
(5,16),(4,15),-0.0708726 # DEPENDENCYPART_HEADBIGRAM
(5,16),(5,15),0.112619 # DEPENDENCYPART_HEADBIGRAM
(5,16),(8,15),0.0899449 # DEPENDENCYPART_HEADBIGRAM
(5,16),(10,15),0.0789168 # DEPENDENCYPART_HEADBIGRAM
(5,16),(11,15),0.0882864 # DEPENDENCYPART_HEADBIGRAM
(5,16),(14,15),0.105721 # DEPENDENCYPART_HEADBIGRAM
(5,16),(17,15),0.14099 # DEPENDENCYPART_HEADBIGRAM
(5,16),(20,15),0.155623 # DEPENDENCYPART_HEADBIGRAM
(5,17),(4,16),-0.0315092 # DEPENDENCYPART_HEADBIGRAM
(5,17),(5,16),0.249641 # DEPENDENCYPART_HEADBIGRAM
(5,17),(6,16),0.181942 # DEPENDENCYPART_HEADBIGRAM
(5,17),(8,16),0.151886 # DEPENDENCYPART_HEADBIGRAM
(5,17),(10,16),0.160965 # DEPENDENCYPART_HEADBIGRAM
(5,17),(11,16),0.158864 # DEPENDENCYPART_HEADBIGRAM
(5,17),(13,16),0.197877 # DEPENDENCYPART_HEADBIGRAM
(5,17),(15,16),0.0550752 # DEPENDENCYPART_HEADBIGRAM
(5,17),(17,16),0.140865 # DEPENDENCYPART_HEADBIGRAM
(5,17),(21,16),0.164133 # DEPENDENCYPART_HEADBIGRAM
(5,18),(4,17),-0.0632931 # DEPENDENCYPART_HEADBIGRAM
(5,18),(5,17),0.0417994 # DEPENDENCYPART_HEADBIGRAM
(5,18),(8,17),0.0794421 # DEPENDENCYPART_HEADBIGRAM
(5,18),(10,17),0.0624265 # DEPENDENCYPART_HEADBIGRAM
(5,18),(11,17),0.063355 # DEPENDENCYPART_HEADBIGRAM
(5,18),(13,17),0.0706397 # DEPENDENCYPART_HEADBIGRAM
(5,18),(14,17),0.082575 # DEPENDENCYPART_HEADBIGRAM
(5,18),(15,17),0.0802539 # DEPENDENCYPART_HEADBIGRAM
(5,18),(18,17),0.210869 # DEPENDENCYPART_HEADBIGRAM
(5,18),(21,17),0.177203 # DEPENDENCYPART_HEADBIGRAM
(5,20),(17,19),0.0708741 # DEPENDENCYPART_HEADBIGRAM
(5,20),(18,19),0.0708741 # DEPENDENCYPART_HEADBIGRAM
(5,20),(20,19),0.158345 # DEPENDENCYPART_HEADBIGRAM
(5,20),(21,19),0.17408 # DEPENDENCYPART_HEADBIGRAM
(5,20),(24,19),0.173413 # DEPENDENCYPART_HEADBIGRAM
(5,21),(4,20),-0.0613707 # DEPENDENCYPART_HEADBIGRAM
(5,21),(5,20),0.064143 # DEPENDENCYPART_HEADBIGRAM
(5,21),(8,20),0.0713808 # DEPENDENCYPART_HEADBIGRAM
(5,21),(10,20),0.0719459 # DEPENDENCYPART_HEADBIGRAM
(5,21),(15,20),0.0709159 # DEPENDENCYPART_HEADBIGRAM
(5,21),(17,20),0.0713416 # DEPENDENCYPART_HEADBIGRAM
(5,21),(18,20),0.0710789 # DEPENDENCYPART_HEADBIGRAM
(5,21),(19,20),0.0714133 # DEPENDENCYPART_HEADBIGRAM
(5,21),(21,20),0.181712 # DEPENDENCYPART_HEADBIGRAM
(5,21),(24,20),0.174004 # DEPENDENCYPART_HEADBIGRAM
(5,25),(17,24),0.123614 # DEPENDENCYPART_HEADBIGRAM
(5,25),(18,24),0.144588 # DEPENDENCYPART_HEADBIGRAM
(5,25),(20,24),0.0470589 # DEPENDENCYPART_HEADBIGRAM
(5,25),(21,24),0.0396888 # DEPENDENCYPART_HEADBIGRAM
(5,25),(22,24),0.135357 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.073947 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.0864303 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0863834 # DEPENDENCYPART_HEADBIGRAM
(6,3),(8,2),0.0958103 # DEPENDENCYPART_HEADBIGRAM
(6,7),(4,6),-0.0599054 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0673247 # DEPENDENCYPART_HEADBIGRAM
(6,7),(7,6),0.102275 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.171485 # DEPENDENCYPART_HEADBIGRAM
(6,7),(10,6),0.171142 # DEPENDENCYPART_HEADBIGRAM
(6,7),(15,6),0.178203 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0619036 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0611477 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0764524 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.273436 # DEPENDENCYPART_HEADBIGRAM
(6,8),(10,7),0.173141 # DEPENDENCYPART_HEADBIGRAM
(6,8),(15,7),0.174027 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0804693 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0757997 # DEPENDENCYPART_HEADBIGRAM
(6,9),(4,8),-0.0772179 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0756399 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),-0.0128379 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.138953 # DEPENDENCYPART_HEADBIGRAM
(6,9),(10,8),0.130402 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.13784 # DEPENDENCYPART_HEADBIGRAM
(6,9),(15,8),0.165861 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0715006 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0715032 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.0715589 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0715589 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0563918 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.0519792 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0518332 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.145916 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.173947 # DEPENDENCYPART_HEADBIGRAM
(6,10),(15,9),0.172058 # DEPENDENCYPART_HEADBIGRAM
(6,11),(4,10),-0.0723381 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0792795 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.128674 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.0980482 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.126249 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.126286 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.22578 # DEPENDENCYPART_HEADBIGRAM
(6,11),(14,10),0.167653 # DEPENDENCYPART_HEADBIGRAM
(6,11),(15,10),0.167653 # DEPENDENCYPART_HEADBIGRAM
(6,11),(20,10),0.188519 # DEPENDENCYPART_HEADBIGRAM
(6,16),(4,15),-0.0716919 # DEPENDENCYPART_HEADBIGRAM
(6,16),(5,15),-0.0781935 # DEPENDENCYPART_HEADBIGRAM
(6,16),(8,15),0.0757904 # DEPENDENCYPART_HEADBIGRAM
(6,16),(10,15),0.123331 # DEPENDENCYPART_HEADBIGRAM
(6,16),(11,15),0.11253 # DEPENDENCYPART_HEADBIGRAM
(6,16),(14,15),0.105157 # DEPENDENCYPART_HEADBIGRAM
(6,16),(17,15),0.132217 # DEPENDENCYPART_HEADBIGRAM
(6,16),(20,15),0.154161 # DEPENDENCYPART_HEADBIGRAM
(7,3),(3,2),-0.0586564 # DEPENDENCYPART_HEADBIGRAM
(7,3),(4,2),-0.0874589 # DEPENDENCYPART_HEADBIGRAM
(7,3),(5,2),-0.0865227 # DEPENDENCYPART_HEADBIGRAM
(7,3),(8,2),0.094338 # DEPENDENCYPART_HEADBIGRAM
(7,6),(0,5),-0.20969 # DEPENDENCYPART_HEADBIGRAM
(7,6),(2,5),-0.210081 # DEPENDENCYPART_HEADBIGRAM
(7,6),(3,5),-0.208536 # DEPENDENCYPART_HEADBIGRAM
(7,6),(4,5),-0.194574 # DEPENDENCYPART_HEADBIGRAM
