# _root_ United Biscuits ( Holdings ) PLC , a British food producer , announced the creation of a European group to bring together its trading interests in the region .
#goldHeads=6,6,6,6,6,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
#predictedHeads=6,6,4,6,4,13,6,11,11,11,6,6,0,15,13,15,19,19,16,19,20,21,25,25,21,25,28,26,13,
(22,23),(22,24),(22,28),-0.0979806 # DEPENDENCYPART_TRISIBL
(22,23),(22,24),(22,30),-0.123916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,25),(22,26),-0.100691 # DEPENDENCYPART_TRISIBL
(22,23),(22,25),(22,28),-0.0972514 # DEPENDENCYPART_TRISIBL
(22,23),(22,25),(22,30),-0.104123 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,26),(22,28),-0.0979884 # DEPENDENCYPART_TRISIBL
(22,23),(22,26),(22,30),-0.127358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,23),(22,28),(22,30),-0.123916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,25),(22,26),-0.0860558 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,28),-0.170693 # DEPENDENCYPART_TRISIBL
(22,24),(22,25),(22,30),-0.15365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,26),(22,28),-0.173059 # DEPENDENCYPART_TRISIBL
(22,24),(22,26),(22,30),-0.172016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,24),(22,28),(22,30),-0.162877 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,26),(22,28),-0.142318 # DEPENDENCYPART_TRISIBL
(22,25),(22,26),(22,30),-0.112621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,25),(22,28),(22,30),-0.118664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,26),(22,28),(22,30),-0.0503888 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,26),-0.0852942 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,30),-0.338601 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,26),(23,30),-0.416075 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,26),(23,30),-0.0947432 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,22),(23,-1),-0.380547 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,26),(24,28),-0.184981 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,26),(24,30),-0.168473 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,28),(24,30),-0.189902 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,26),(24,28),(24,30),-0.104171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,23),(24,22),-0.097428 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.0627502 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,22),(24,-1),-0.12572 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,22),(24,-1),-0.074915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,26),(25,28),-0.174141 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,29),-0.227774 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,26),(25,30),-0.115384 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,28),(25,29),-0.150747 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,28),(25,30),-0.191316 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,29),(25,30),-0.306338 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,26),(25,28),(25,29),-0.0681832 # DEPENDENCYPART_TRISIBL
(25,26),(25,28),(25,30),-0.137758 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,26),(25,29),(25,30),-0.151139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,28),(25,29),(25,30),-0.0693406 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,24),(25,23),-0.0161512 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,22),-0.0535256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,20),-0.173149 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,19),-0.0645748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,18),0.00956836 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,17),-0.100616 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,3),-0.109835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,-1),-0.0400308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,23),(25,22),-0.15407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,20),-0.133845 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,19),-0.046081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,18),-0.112116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,17),-0.124217 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,3),-0.134619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,-1),-0.0734837 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,22),(25,20),-0.140117 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,19),-0.0382777 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,18),-0.0868994 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,17),-0.0848607 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,3),-0.123082 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,-1),-0.110751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,20),(25,19),-0.0525766 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,18),-0.0612275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,17),-0.144125 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,3),-0.137358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,20),(25,-1),-0.302083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,19),(25,18),0.000203024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,19),(25,17),-0.106403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,19),(25,3),-0.109835 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,19),(25,-1),0.00551323 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,18),(25,17),-0.111319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,18),(25,3),-0.114304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,18),(25,-1),0.00712086 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,17),(25,3),-0.200137 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,17),(25,-1),-0.162721 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,3),(25,-1),-0.162376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,23),(25,22),-0.0440384 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,20),-0.0803048 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,19),-0.120774 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,18),0.000537687 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,17),0.0165781 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,3),-0.0638961 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,-1),-0.055605 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,22),(25,20),-0.0806574 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,19),-0.124652 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,18),0.00369319 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,17),0.00119907 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,3),-0.0728009 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,-1),-0.128348 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,20),(25,19),-0.130978 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,18),-0.00121496 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,17),-0.0260482 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,3),-0.0721507 # DEPENDENCYPART_TRISIBL
(25,24),(25,20),(25,-1),-0.136424 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,19),(25,18),0.0437518 # DEPENDENCYPART_TRISIBL
(25,24),(25,19),(25,17),-0.121178 # DEPENDENCYPART_TRISIBL
(25,24),(25,19),(25,3),-0.0629833 # DEPENDENCYPART_TRISIBL
(25,24),(25,19),(25,-1),-0.106608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,18),(25,17),0.005062 # DEPENDENCYPART_TRISIBL
(25,24),(25,18),(25,3),-0.0838113 # DEPENDENCYPART_TRISIBL
(25,24),(25,18),(25,-1),-0.0823325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,17),(25,3),-0.0807057 # DEPENDENCYPART_TRISIBL
(25,24),(25,17),(25,-1),-0.0309978 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,3),(25,-1),-0.101337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,22),(25,20),-0.0736724 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,19),-0.0826914 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,18),-0.0892964 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,17),-0.103504 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,3),-0.0691737 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,-1),-0.0656763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,20),(25,19),-0.0841988 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,18),-0.0890545 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,17),-0.087848 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,3),-0.0715259 # DEPENDENCYPART_TRISIBL
(25,23),(25,20),(25,-1),-0.086134 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,19),(25,18),-0.0899166 # DEPENDENCYPART_TRISIBL
(25,23),(25,19),(25,17),-0.0925121 # DEPENDENCYPART_TRISIBL
(25,23),(25,19),(25,3),-0.0715296 # DEPENDENCYPART_TRISIBL
(25,23),(25,19),(25,-1),-0.0319786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,18),(25,17),-0.0959491 # DEPENDENCYPART_TRISIBL
(25,23),(25,18),(25,3),-0.0715259 # DEPENDENCYPART_TRISIBL
(25,23),(25,18),(25,-1),-0.112004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,17),(25,3),-0.0715337 # DEPENDENCYPART_TRISIBL
(25,23),(25,17),(25,-1),-0.0435587 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,3),(25,-1),-0.0818487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,20),(25,19),-0.064067 # DEPENDENCYPART_TRISIBL
(25,22),(25,20),(25,18),-0.0676916 # DEPENDENCYPART_TRISIBL
(25,22),(25,20),(25,17),-0.0915684 # DEPENDENCYPART_TRISIBL
(25,22),(25,20),(25,3),-0.0365119 # DEPENDENCYPART_TRISIBL
(25,22),(25,20),(25,-1),-0.104726 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,19),(25,18),-0.0823823 # DEPENDENCYPART_TRISIBL
(25,22),(25,19),(25,17),-0.102745 # DEPENDENCYPART_TRISIBL
(25,22),(25,19),(25,3),-0.041936 # DEPENDENCYPART_TRISIBL
(25,22),(25,19),(25,-1),-0.13661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,18),(25,17),-0.0835616 # DEPENDENCYPART_TRISIBL
(25,22),(25,18),(25,3),-0.036746 # DEPENDENCYPART_TRISIBL
(25,22),(25,18),(25,-1),-0.138517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,17),(25,3),-0.0363282 # DEPENDENCYPART_TRISIBL
(25,22),(25,17),(25,-1),-0.090912 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,3),(25,-1),-0.0273215 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,20),(25,19),(25,18),-0.111482 # DEPENDENCYPART_TRISIBL
(25,20),(25,19),(25,17),-0.145557 # DEPENDENCYPART_TRISIBL
(25,20),(25,19),(25,3),-0.0838632 # DEPENDENCYPART_TRISIBL
(25,20),(25,19),(25,-1),-0.221985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,20),(25,18),(25,17),-0.12668 # DEPENDENCYPART_TRISIBL
(25,20),(25,18),(25,3),-0.0829423 # DEPENDENCYPART_TRISIBL
(25,20),(25,18),(25,-1),-0.135187 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,20),(25,17),(25,3),-0.0825133 # DEPENDENCYPART_TRISIBL
(25,20),(25,17),(25,-1),-0.170209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,20),(25,3),(25,-1),-0.159905 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,19),(25,18),(25,17),-0.005853 # DEPENDENCYPART_TRISIBL
(25,19),(25,18),(25,3),-0.083813 # DEPENDENCYPART_TRISIBL
(25,19),(25,18),(25,-1),-0.0388637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,19),(25,17),(25,3),-0.0807074 # DEPENDENCYPART_TRISIBL
(25,19),(25,17),(25,-1),0.0134393 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,19),(25,3),(25,-1),-0.0637608 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,17),(25,3),-0.0167709 # DEPENDENCYPART_TRISIBL
(25,18),(25,17),(25,-1),-0.0340402 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,18),(25,3),(25,-1),-0.117094 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,17),(25,3),(25,-1),-0.212693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,27),(26,28),-0.21167 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,27),(26,30),-0.150891 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,26),(26,28),(26,30),0.245951 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(26,27),(26,28),(26,30),-0.158777 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,25),(26,22),-0.0718837 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,-1),-0.116937 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,22),(26,-1),-0.186341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,22),(26,-1),-0.118742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,27),(28,25),-0.093351 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,27),(28,23),-0.0916213 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,27),(28,-1),-0.137278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,25),(28,23),-0.0121268 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(28,28),(28,25),(28,-1),-0.0926001 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,28),(28,23),(28,-1),-0.0844686 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,27),(28,25),(28,23),-0.113182 # DEPENDENCYPART_TRISIBL
(28,27),(28,25),(28,-1),-0.175027 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,27),(28,23),(28,-1),-0.189936 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(28,25),(28,23),(28,-1),-0.0937242 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(0,2),(2,1),0.556213 # DEPENDENCYPART_HEADBIGRAM
(0,2),(4,1),0.158006 # DEPENDENCYPART_HEADBIGRAM
(0,2),(6,1),0.158006 # DEPENDENCYPART_HEADBIGRAM
(0,2),(11,1),0.171987 # DEPENDENCYPART_HEADBIGRAM
(0,2),(13,1),0.171832 # DEPENDENCYPART_HEADBIGRAM
(0,13),(1,12),0.337026 # DEPENDENCYPART_HEADBIGRAM
(0,13),(2,12),0.275935 # DEPENDENCYPART_HEADBIGRAM
(0,13),(4,12),0.276541 # DEPENDENCYPART_HEADBIGRAM
(0,13),(5,12),0.118943 # DEPENDENCYPART_HEADBIGRAM
(0,13),(6,12),0.281418 # DEPENDENCYPART_HEADBIGRAM
(0,13),(9,12),0.152636 # DEPENDENCYPART_HEADBIGRAM
(0,13),(10,12),0.0668727 # DEPENDENCYPART_HEADBIGRAM
(0,13),(11,12),0.0638931 # DEPENDENCYPART_HEADBIGRAM
(0,13),(13,12),0.377851 # DEPENDENCYPART_HEADBIGRAM
(0,13),(15,12),0.205137 # DEPENDENCYPART_HEADBIGRAM
(1,2),(2,1),-0.0935086 # DEPENDENCYPART_HEADBIGRAM
(1,2),(4,1),0.0887033 # DEPENDENCYPART_HEADBIGRAM
(1,2),(6,1),0.0901346 # DEPENDENCYPART_HEADBIGRAM
(1,2),(11,1),0.16246 # DEPENDENCYPART_HEADBIGRAM
(1,2),(13,1),0.269456 # DEPENDENCYPART_HEADBIGRAM
(1,3),(0,2),-0.0449547 # DEPENDENCYPART_HEADBIGRAM
(1,3),(1,2),0.0588232 # DEPENDENCYPART_HEADBIGRAM
(1,3),(3,2),0.169467 # DEPENDENCYPART_HEADBIGRAM
(1,3),(4,2),0.183419 # DEPENDENCYPART_HEADBIGRAM
(1,3),(5,2),0.177972 # DEPENDENCYPART_HEADBIGRAM
(1,3),(6,2),0.183995 # DEPENDENCYPART_HEADBIGRAM
(1,3),(11,2),0.176886 # DEPENDENCYPART_HEADBIGRAM
(1,3),(13,2),0.189505 # DEPENDENCYPART_HEADBIGRAM
(1,3),(20,2),0.162781 # DEPENDENCYPART_HEADBIGRAM
(1,3),(21,2),0.174094 # DEPENDENCYPART_HEADBIGRAM
(1,4),(1,3),0.113739 # DEPENDENCYPART_HEADBIGRAM
(1,4),(2,3),0.048142 # DEPENDENCYPART_HEADBIGRAM
(1,4),(4,3),0.287691 # DEPENDENCYPART_HEADBIGRAM
(1,4),(5,3),0.172808 # DEPENDENCYPART_HEADBIGRAM
(1,4),(6,3),0.151143 # DEPENDENCYPART_HEADBIGRAM
(1,4),(11,3),0.181616 # DEPENDENCYPART_HEADBIGRAM
(1,4),(13,3),0.175391 # DEPENDENCYPART_HEADBIGRAM
(1,4),(19,3),0.181872 # DEPENDENCYPART_HEADBIGRAM
(1,4),(21,3),0.171227 # DEPENDENCYPART_HEADBIGRAM
(1,4),(25,3),0.175974 # DEPENDENCYPART_HEADBIGRAM
(1,5),(1,4),0.0919739 # DEPENDENCYPART_HEADBIGRAM
(1,5),(2,4),0.0969947 # DEPENDENCYPART_HEADBIGRAM
(1,5),(3,4),0.095259 # DEPENDENCYPART_HEADBIGRAM
(1,5),(5,4),0.156739 # DEPENDENCYPART_HEADBIGRAM
(1,5),(6,4),0.170869 # DEPENDENCYPART_HEADBIGRAM
(1,5),(9,4),0.173199 # DEPENDENCYPART_HEADBIGRAM
(1,5),(11,4),0.183438 # DEPENDENCYPART_HEADBIGRAM
(1,5),(13,4),0.172962 # DEPENDENCYPART_HEADBIGRAM
(1,6),(1,5),0.031263 # DEPENDENCYPART_HEADBIGRAM
(1,6),(2,5),0.0873302 # DEPENDENCYPART_HEADBIGRAM
(1,6),(3,5),0.0976621 # DEPENDENCYPART_HEADBIGRAM
(1,6),(4,5),0.101228 # DEPENDENCYPART_HEADBIGRAM
(1,6),(6,5),0.148997 # DEPENDENCYPART_HEADBIGRAM
(1,6),(9,5),0.172177 # DEPENDENCYPART_HEADBIGRAM
(1,6),(11,5),0.185146 # DEPENDENCYPART_HEADBIGRAM
(1,6),(13,5),0.173803 # DEPENDENCYPART_HEADBIGRAM
(1,7),(1,6),0.10123 # DEPENDENCYPART_HEADBIGRAM
(1,7),(2,6),0.123065 # DEPENDENCYPART_HEADBIGRAM
(1,7),(3,6),0.0811741 # DEPENDENCYPART_HEADBIGRAM
(1,7),(4,6),0.166954 # DEPENDENCYPART_HEADBIGRAM
(1,7),(5,6),0.148045 # DEPENDENCYPART_HEADBIGRAM
(1,7),(7,6),0.172699 # DEPENDENCYPART_HEADBIGRAM
(1,7),(8,6),0.133449 # DEPENDENCYPART_HEADBIGRAM
(1,7),(9,6),0.150835 # DEPENDENCYPART_HEADBIGRAM
(1,7),(11,6),0.106657 # DEPENDENCYPART_HEADBIGRAM
(1,7),(13,6),0.150113 # DEPENDENCYPART_HEADBIGRAM
(1,11),(2,10),0.0719788 # DEPENDENCYPART_HEADBIGRAM
(1,11),(4,10),0.0719788 # DEPENDENCYPART_HEADBIGRAM
(1,11),(6,10),0.0773936 # DEPENDENCYPART_HEADBIGRAM
(1,11),(8,10),0.0152247 # DEPENDENCYPART_HEADBIGRAM
(1,11),(9,10),0.0124598 # DEPENDENCYPART_HEADBIGRAM
(1,11),(11,10),0.220714 # DEPENDENCYPART_HEADBIGRAM
(1,11),(13,10),0.170783 # DEPENDENCYPART_HEADBIGRAM
(1,12),(1,11),0.133482 # DEPENDENCYPART_HEADBIGRAM
(1,12),(2,11),0.0765759 # DEPENDENCYPART_HEADBIGRAM
(1,12),(4,11),0.101934 # DEPENDENCYPART_HEADBIGRAM
(1,12),(5,11),0.0870044 # DEPENDENCYPART_HEADBIGRAM
(1,12),(6,11),0.100897 # DEPENDENCYPART_HEADBIGRAM
(1,12),(10,11),0.1102 # DEPENDENCYPART_HEADBIGRAM
(1,12),(13,11),0.110682 # DEPENDENCYPART_HEADBIGRAM
(1,12),(15,11),0.151177 # DEPENDENCYPART_HEADBIGRAM
(1,12),(20,11),0.12499 # DEPENDENCYPART_HEADBIGRAM
(1,12),(21,11),0.152639 # DEPENDENCYPART_HEADBIGRAM
(2,3),(0,2),-0.0540436 # DEPENDENCYPART_HEADBIGRAM
(2,3),(1,2),-0.0685362 # DEPENDENCYPART_HEADBIGRAM
(2,3),(3,2),0.160997 # DEPENDENCYPART_HEADBIGRAM
(2,3),(4,2),0.155245 # DEPENDENCYPART_HEADBIGRAM
(2,3),(5,2),0.173504 # DEPENDENCYPART_HEADBIGRAM
(2,3),(6,2),0.159753 # DEPENDENCYPART_HEADBIGRAM
(2,3),(11,2),0.17362 # DEPENDENCYPART_HEADBIGRAM
(2,3),(13,2),0.175559 # DEPENDENCYPART_HEADBIGRAM
(2,3),(20,2),0.178255 # DEPENDENCYPART_HEADBIGRAM
(2,3),(21,2),0.177797 # DEPENDENCYPART_HEADBIGRAM
(2,4),(1,3),-0.0761714 # DEPENDENCYPART_HEADBIGRAM
(2,4),(2,3),0.118448 # DEPENDENCYPART_HEADBIGRAM
(2,4),(4,3),0.293348 # DEPENDENCYPART_HEADBIGRAM
(2,4),(5,3),0.171821 # DEPENDENCYPART_HEADBIGRAM
(2,4),(6,3),0.161596 # DEPENDENCYPART_HEADBIGRAM
(2,4),(11,3),0.181692 # DEPENDENCYPART_HEADBIGRAM
(2,4),(13,3),0.175468 # DEPENDENCYPART_HEADBIGRAM
(2,4),(19,3),0.182045 # DEPENDENCYPART_HEADBIGRAM
(2,4),(21,3),0.1714 # DEPENDENCYPART_HEADBIGRAM
(2,4),(25,3),0.175974 # DEPENDENCYPART_HEADBIGRAM
(2,5),(1,4),-0.0614148 # DEPENDENCYPART_HEADBIGRAM
(2,5),(2,4),0.0766447 # DEPENDENCYPART_HEADBIGRAM
(2,5),(3,4),0.095259 # DEPENDENCYPART_HEADBIGRAM
(2,5),(5,4),0.156739 # DEPENDENCYPART_HEADBIGRAM
(2,5),(6,4),0.170869 # DEPENDENCYPART_HEADBIGRAM
(2,5),(9,4),0.173199 # DEPENDENCYPART_HEADBIGRAM
(2,5),(11,4),0.183438 # DEPENDENCYPART_HEADBIGRAM
(2,5),(13,4),0.172962 # DEPENDENCYPART_HEADBIGRAM
(2,6),(1,5),-0.0657305 # DEPENDENCYPART_HEADBIGRAM
(2,6),(2,5),0.031263 # DEPENDENCYPART_HEADBIGRAM
(2,6),(3,5),0.0976621 # DEPENDENCYPART_HEADBIGRAM
(2,6),(4,5),0.101228 # DEPENDENCYPART_HEADBIGRAM
(2,6),(6,5),0.148997 # DEPENDENCYPART_HEADBIGRAM
(2,6),(9,5),0.172177 # DEPENDENCYPART_HEADBIGRAM
(2,6),(11,5),0.185146 # DEPENDENCYPART_HEADBIGRAM
(2,6),(13,5),0.173803 # DEPENDENCYPART_HEADBIGRAM
(2,7),(1,6),-0.0359859 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.153325 # DEPENDENCYPART_HEADBIGRAM
(2,7),(3,6),0.0771254 # DEPENDENCYPART_HEADBIGRAM
(2,7),(4,6),0.119611 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.100688 # DEPENDENCYPART_HEADBIGRAM
(2,7),(7,6),0.171459 # DEPENDENCYPART_HEADBIGRAM
(2,7),(8,6),0.136874 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.141582 # DEPENDENCYPART_HEADBIGRAM
(2,7),(11,6),0.097405 # DEPENDENCYPART_HEADBIGRAM
(2,7),(13,6),0.149209 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.0648166 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.162321 # DEPENDENCYPART_HEADBIGRAM
(2,9),(10,8),0.170928 # DEPENDENCYPART_HEADBIGRAM
(2,9),(11,8),0.171094 # DEPENDENCYPART_HEADBIGRAM
(2,9),(13,8),0.175029 # DEPENDENCYPART_HEADBIGRAM
(2,9),(15,8),0.171221 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.0813329 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.0621456 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.0852457 # DEPENDENCYPART_HEADBIGRAM
(2,10),(10,9),0.152434 # DEPENDENCYPART_HEADBIGRAM
(2,10),(11,9),0.1692 # DEPENDENCYPART_HEADBIGRAM
(2,10),(13,9),0.164322 # DEPENDENCYPART_HEADBIGRAM
(2,10),(15,9),0.166783 # DEPENDENCYPART_HEADBIGRAM
(2,10),(19,9),0.166781 # DEPENDENCYPART_HEADBIGRAM
(2,11),(2,10),0.122049 # DEPENDENCYPART_HEADBIGRAM
(2,11),(4,10),0.0719788 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.0773936 # DEPENDENCYPART_HEADBIGRAM
