# _root_ `` It 's falling like a stone , '' said Danny Linger , a pit trader who was standing outside the London International Financial Futures Exchange .
#goldHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
#predictedHeads=10,3,10,3,4,7,5,10,10,0,12,10,12,16,16,12,18,16,18,19,26,26,26,26,26,20,10,
(19,21),(19,22),(19,26),-0.101143 # DEPENDENCYPART_TRISIBL
(19,21),(19,22),(19,28),-0.18411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,23),(19,24),-0.101143 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,25),-0.101216 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,26),-0.101144 # DEPENDENCYPART_TRISIBL
(19,21),(19,23),(19,28),-0.18411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,24),(19,25),-0.101215 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,26),-0.101143 # DEPENDENCYPART_TRISIBL
(19,21),(19,24),(19,28),-0.184112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,25),(19,26),-0.101143 # DEPENDENCYPART_TRISIBL
(19,21),(19,25),(19,28),-0.18411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,26),(19,28),-0.184111 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),-0.12427 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,25),-0.124427 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,26),-0.126062 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,28),-0.125641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,25),-0.124401 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,26),-0.126036 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,28),-0.12799 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,25),(19,26),-0.126027 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,28),-0.128195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,28),-0.127953 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,25),-0.125929 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,26),-0.127565 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.124677 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,25),(19,26),-0.127556 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,28),-0.124882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,26),(19,28),-0.124641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,25),(19,26),-0.126014 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,28),-0.123337 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,28),-0.123095 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,26),(19,28),-0.131631 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.0332916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.0598725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.058374 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,3),-0.0639724 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.172545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0738952 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.0723999 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,3),-0.061406 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),0.17437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.100097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,3),-0.0692457 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.056979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,3),-0.0692121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.0622004 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,3),(19,-1),-0.178327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0796769 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.0796769 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,3),-0.0741456 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.118449 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.0771803 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,3),-0.0741643 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.113362 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,3),-0.0741643 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.113358 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,3),(19,-1),-0.110546 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.0803427 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,3),-0.0778188 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.0382982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,3),-0.0778188 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.0382982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,3),(19,-1),-0.050846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,3),-0.0786382 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.1097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,3),(19,-1),-0.146395 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,3),(19,-1),-0.142051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.0786275 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,23),-0.0783521 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.0785476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.0795247 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,26),-0.0792409 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,28),-0.186241 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,23),-0.150601 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,24),-0.150723 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.152197 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,26),-0.15207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,28),0.25437 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,23),(20,24),-0.151721 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,25),-0.153194 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,26),-0.153067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,23),(20,28),0.248 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,25),-0.152243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,26),-0.152116 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,28),0.210178 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,25),(20,26),-0.152066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,28),0.199761 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,26),(20,28),0.2625 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,23),-0.101055 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,24),-0.101057 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,25),-0.101201 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,26),-0.101059 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,28),-0.172806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,23),(20,24),-0.101058 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,25),-0.101203 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,26),-0.101061 # DEPENDENCYPART_TRISIBL
(20,21),(20,23),(20,28),-0.172806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,25),-0.101201 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,26),-0.101059 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,28),-0.172808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,25),(20,26),-0.101059 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,28),-0.172806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,26),(20,28),-0.172807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,23),(20,24),-0.151963 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,25),-0.152172 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,26),-0.155324 # DEPENDENCYPART_TRISIBL
(20,22),(20,23),(20,28),-0.167439 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,25),-0.152147 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,26),-0.155299 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,28),-0.169782 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,25),(20,26),-0.155289 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,28),-0.170262 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,26),(20,28),-0.169745 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,24),(20,25),-0.153673 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,26),-0.156825 # DEPENDENCYPART_TRISIBL
(20,23),(20,24),(20,28),-0.164641 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,25),(20,26),-0.156816 # DEPENDENCYPART_TRISIBL
(20,23),(20,25),(20,28),-0.165121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,23),(20,26),(20,28),-0.164604 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,25),(20,26),-0.155273 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,28),-0.163101 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,26),(20,28),-0.162584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,25),(20,26),(20,28),-0.171289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,17),-0.0314089 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.313069 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,17),(20,-1),0.0015967 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,17),(20,-1),-0.108785 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(21,21),(21,22),(21,28),-0.260291 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,23),(22,24),-0.179118 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(22,22),(22,23),(22,28),-0.231873 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,22),(22,24),(22,28),-0.240269 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(22,23),(22,24),(22,28),-0.215011 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(22,22),(22,21),(22,-1),-0.171127 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,24),(23,25),-0.171395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,24),(23,28),-0.209502 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,23),(23,25),(23,28),-0.230176 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(23,24),(23,25),(23,28),-0.206154 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,22),(23,21),-0.0939121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(23,23),(23,22),(23,-1),-0.199989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,23),(23,21),(23,-1),-0.165325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(23,22),(23,21),(23,-1),-0.0565247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,25),(24,26),-0.169644 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,25),(24,28),-0.241488 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,24),(24,26),(24,28),-0.218615 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(24,25),(24,26),(24,28),-0.219289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,23),(24,22),-0.215635 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,21),-0.0932354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,23),(24,-1),-0.202379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,22),(24,21),-0.0967407 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(24,24),(24,22),(24,-1),-0.204951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,24),(24,21),(24,-1),-0.156235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,22),(24,21),0.0417356 # DEPENDENCYPART_TRISIBL
(24,23),(24,22),(24,-1),-0.113813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,23),(24,21),(24,-1),-0.0659511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(24,22),(24,21),(24,-1),-0.0606875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,26),(25,28),-0.247281 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(25,25),(25,24),(25,23),-0.223041 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,22),-0.221779 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,21),-0.0944648 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,17),-0.0902893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,24),(25,-1),-0.265863 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,23),(25,22),-0.218669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,21),-0.0937842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,17),-0.0902893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,23),(25,-1),-0.240979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,22),(25,21),-0.0972896 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,17),-0.0902893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,22),(25,-1),-0.24355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,21),(25,17),-0.0618689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(25,25),(25,21),(25,-1),-0.205428 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,25),(25,17),(25,-1),-0.180898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,23),(25,22),-0.0956083 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,21),0.0580729 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,17),-0.0992697 # DEPENDENCYPART_TRISIBL
(25,24),(25,23),(25,-1),-0.103805 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,22),(25,21),0.0570564 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,17),-0.0992697 # DEPENDENCYPART_TRISIBL
(25,24),(25,22),(25,-1),-0.103218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,21),(25,17),-0.0981756 # DEPENDENCYPART_TRISIBL
(25,24),(25,21),(25,-1),-0.0833838 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,24),(25,17),(25,-1),-0.208667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,22),(25,21),0.0447908 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,17),-0.0992697 # DEPENDENCYPART_TRISIBL
(25,23),(25,22),(25,-1),-0.130517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,21),(25,17),-0.0981756 # DEPENDENCYPART_TRISIBL
(25,23),(25,21),(25,-1),-0.0801806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,23),(25,17),(25,-1),-0.219131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,21),(25,17),-0.0981756 # DEPENDENCYPART_TRISIBL
(25,22),(25,21),(25,-1),-0.074917 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,22),(25,17),(25,-1),-0.209751 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(25,21),(25,17),(25,-1),-0.143276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,25),(26,24),-0.20121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,23),-0.196685 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,22),-0.195423 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,21),-0.0962973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,17),-0.0902893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,16),-0.110834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,15),-0.11051 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,12),-0.191626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,11),-0.191626 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,3),-0.103095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,1),-0.0902369 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,25),(26,-1),-0.199966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,24),(26,23),-0.197606 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,22),-0.196344 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,21),-0.0940586 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,17),-0.0902893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,16),-0.111865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,15),-0.111542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,12),-0.192547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,11),-0.192547 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,3),-0.103127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,1),-0.088817 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,24),(26,-1),-0.227759 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,23),(26,22),-0.193234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,21),-0.093378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,17),-0.0902893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,16),-0.109846 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,15),-0.109523 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,12),-0.189437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,11),-0.189437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,3),-0.103077 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,1),-0.088809 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,23),(26,-1),-0.202875 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,22),(26,21),-0.0968833 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,17),-0.0902893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,16),-0.114541 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,15),-0.114218 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,12),-0.193105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,11),-0.193105 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,3),-0.10307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,1),-0.0888071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,22),(26,-1),-0.205447 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,21),(26,17),-0.0618689 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,16),-0.197055 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,15),-0.196216 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,12),-0.131453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,11),-0.131453 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,3),0.0227598 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,1),-0.0702283 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,21),(26,-1),-0.156044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,17),(26,16),-0.113864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,15),-0.113024 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,12),-0.123393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,11),-0.123393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,3),-0.054377 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,1),-0.117522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,17),(26,-1),-0.138423 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,16),(26,15),-0.0973319 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,12),-0.0698329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,11),-0.0698329 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,3),-0.0625431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,1),0.00272299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,16),(26,-1),-0.252179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,15),(26,12),-0.069399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,11),-0.069399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,3),-0.0625095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,1),0.00272299 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,15),(26,-1),-0.257973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,12),(26,11),-0.192529 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,12),(26,3),-0.10307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,12),(26,1),-0.0888071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,12),(26,-1),-0.202443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,11),(26,3),-0.10307 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,1),-0.0896561 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,11),(26,-1),-0.200827 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,3),(26,1),-0.154473 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(26,26),(26,3),(26,-1),-0.27866 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,26),(26,1),(26,-1),-0.290277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,24),(26,23),-0.0915069 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,22),-0.0902044 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,21),0.0837997 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,17),-0.0992697 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,16),0.0134124 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,15),0.0139869 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,12),-0.0751788 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,11),-0.0751788 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,3),-0.0774741 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,1),-0.0558098 # DEPENDENCYPART_TRISIBL
(26,25),(26,24),(26,-1),-0.0983735 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,23),(26,22),-0.0972821 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,21),0.0751974 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,17),-0.0992697 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,16),0.0146442 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,15),0.0152187 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,12),-0.0822565 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,11),-0.0822565 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,3),-0.07748 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,1),-0.0558098 # DEPENDENCYPART_TRISIBL
(26,25),(26,23),(26,-1),-0.0898273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(26,25),(26,22),(26,21),0.0741809 # DEPENDENCYPART_TRISIBL
