# _root_ `` They all went in the wrong direction , '' said Andreas Insam , an investment adviser for the Bank in Liechtenstein 's Frankfurt branch .
#goldHeads=11,4,2,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,18,17,25,22,25,21,11,
#predictedHeads=11,4,4,11,4,8,8,5,11,11,0,13,11,13,17,17,13,17,20,25,20,21,20,25,18,11,
(8,13),(8,17),(8,27),-0.209896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,18),(8,20),-0.141411 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,25),-0.162223 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,27),-0.206017 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,20),(8,25),-0.157864 # DEPENDENCYPART_TRISIBL
(8,13),(8,20),(8,27),-0.203422 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,25),(8,27),-0.208741 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,17),(8,18),0.0180613 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,20),-0.0193657 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,25),-0.0483687 # DEPENDENCYPART_TRISIBL
(8,14),(8,17),(8,27),-0.0366044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,18),(8,20),0.000421516 # DEPENDENCYPART_TRISIBL
(8,14),(8,18),(8,25),0.00196484 # DEPENDENCYPART_TRISIBL
(8,14),(8,18),(8,27),-0.138113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,20),(8,25),0.000527848 # DEPENDENCYPART_TRISIBL
(8,14),(8,20),(8,27),-0.0920654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,25),(8,27),-0.0462775 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,18),(8,20),-0.116397 # DEPENDENCYPART_TRISIBL
(8,17),(8,18),(8,25),-0.140284 # DEPENDENCYPART_TRISIBL
(8,17),(8,18),(8,27),-0.163927 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,20),(8,25),-0.15865 # DEPENDENCYPART_TRISIBL
(8,17),(8,20),(8,27),-0.171861 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,17),(8,25),(8,27),-0.185136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,20),(8,25),-0.0395012 # DEPENDENCYPART_TRISIBL
(8,18),(8,20),(8,27),-0.120103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,25),(8,27),-0.0935152 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,20),(8,25),(8,27),-0.217234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.106687 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.166305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,3),-0.160895 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),0.0107537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,1),-0.165397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.122894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,4),-0.19683 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,3),-0.105229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.113567 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,1),-0.15451 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.134694 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,3),-0.148834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,2),-0.0915481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,1),-0.177918 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.228884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,3),(8,2),-0.0988699 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,1),-0.158826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,3),(8,-1),-0.18636 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,1),-0.161209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,2),(8,-1),-0.133411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,1),(8,-1),-0.309466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,4),-0.0815645 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,3),-0.0684362 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.0917322 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,1),0.0398368 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),0.0467955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,3),-0.0330554 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,2),-0.0743373 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,1),-0.0172101 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.115499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,3),(8,2),-0.0908326 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,1),0.0354238 # DEPENDENCYPART_TRISIBL
(8,7),(8,3),(8,-1),0.00188513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,1),-0.00971274 # DEPENDENCYPART_TRISIBL
(8,7),(8,2),(8,-1),-0.0223055 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,1),(8,-1),-0.129599 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,3),-0.225768 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,2),-0.0543286 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,1),-0.0677582 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.176372 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,3),(8,2),-0.0541153 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,1),-0.0752781 # DEPENDENCYPART_TRISIBL
(8,6),(8,3),(8,-1),-0.131114 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,1),-0.0680649 # DEPENDENCYPART_TRISIBL
(8,6),(8,2),(8,-1),-0.185331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,1),(8,-1),-0.0602452 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,3),(8,2),-0.0708686 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,1),-0.0619061 # DEPENDENCYPART_TRISIBL
(8,4),(8,3),(8,-1),-0.164202 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,1),-0.0439244 # DEPENDENCYPART_TRISIBL
(8,4),(8,2),(8,-1),-0.152436 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,1),(8,-1),-0.0873588 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,2),(8,1),-0.0652327 # DEPENDENCYPART_TRISIBL
(8,3),(8,2),(8,-1),-0.169992 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,3),(8,1),(8,-1),-0.0817379 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,2),(8,1),(8,-1),-0.119129 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,13),(10,27),-0.412828 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,9),(10,8),-0.159939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,4),-0.236984 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,3),-0.206459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.536383 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,4),-0.12778 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,3),-0.166581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.474628 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,4),(10,3),-0.180574 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,4),(10,-1),-0.482344 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,3),(10,-1),-0.45056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,4),-0.101811 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,3),-0.0139736 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.0641815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,4),(10,3),-0.0379961 # DEPENDENCYPART_TRISIBL
(10,9),(10,4),(10,-1),-0.0043016 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,3),(10,-1),-0.127947 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,4),(10,3),-0.0423131 # DEPENDENCYPART_TRISIBL
(10,8),(10,4),(10,-1),-0.117289 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,3),(10,-1),-0.0871492 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,4),(10,3),(10,-1),-0.128885 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.111075 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.0875493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,17),-0.0547752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),0.00482995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,20),-0.129637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.0219714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,23),-0.0874134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,26),0.0826788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,27),-0.0314509 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.0874381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,17),-0.0547752 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),0.00482995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,20),-0.129637 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.0219714 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,23),-0.0874134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,26),0.0827332 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,27),-0.0314014 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,17),-0.316537 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.392618 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,20),-0.124674 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.403978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,23),-0.0997893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,26),-0.0795395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,27),-0.0711 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,17),(11,18),-0.00582481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,20),-0.0225957 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,21),-0.0205214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,23),-0.0572978 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,26),0.00839961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,17),(11,27),-0.0214754 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,20),-0.118591 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,21),-0.0574885 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,23),-0.061261 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,26),-0.136708 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,27),-0.0753124 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,20),(11,21),-0.0340334 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,20),(11,23),-0.0874134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,20),(11,26),0.0688646 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,20),(11,27),-0.0533864 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,21),(11,23),-0.0688672 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,26),-0.11063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,21),(11,27),-0.118161 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,23),(11,26),-0.0525417 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,23),(11,27),0.0104283 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,26),(11,27),-0.123289 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0666141 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,17),-0.153758 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),-0.0738714 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,20),-0.129814 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.0496799 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,23),-0.0834654 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,26),-0.0742406 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,27),-0.101966 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,17),-0.17431 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),-0.0173918 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,20),-0.153351 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),0.0151908 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,23),-0.0811943 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,26),-0.098162 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,27),0.00278133 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,17),(11,18),-0.0489694 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,20),-0.129531 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,21),-0.0327078 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,23),-0.0834159 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,26),-0.0665566 # DEPENDENCYPART_TRISIBL
(11,12),(11,17),(11,27),-0.0481346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,18),(11,20),-0.135166 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,21),0.0268674 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,23),-0.0838343 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,26),-0.0799429 # DEPENDENCYPART_TRISIBL
(11,12),(11,18),(11,27),-0.0559819 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,20),(11,21),-0.0499302 # DEPENDENCYPART_TRISIBL
(11,12),(11,20),(11,23),-0.0834654 # DEPENDENCYPART_TRISIBL
(11,12),(11,20),(11,26),-0.0742457 # DEPENDENCYPART_TRISIBL
(11,12),(11,20),(11,27),-0.103022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,21),(11,23),-0.0838344 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,26),-0.0719625 # DEPENDENCYPART_TRISIBL
(11,12),(11,21),(11,27),-0.0641925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,23),(11,26),-0.0799989 # DEPENDENCYPART_TRISIBL
(11,12),(11,23),(11,27),-0.0907209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,26),(11,27),-0.0829985 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,14),(11,17),-0.173627 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,18),-0.0173918 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,20),-0.153351 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,21),0.0151908 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,23),-0.0811943 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,26),-0.0981618 # DEPENDENCYPART_TRISIBL
(11,13),(11,14),(11,27),0.00362239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,17),(11,18),-0.0489694 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,20),-0.129531 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,21),-0.0327078 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,23),-0.0834159 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,26),-0.0665561 # DEPENDENCYPART_TRISIBL
(11,13),(11,17),(11,27),-0.0473008 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,18),(11,20),-0.135166 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,21),0.0268674 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,23),-0.0838343 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,26),-0.0799427 # DEPENDENCYPART_TRISIBL
(11,13),(11,18),(11,27),-0.0551649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,20),(11,21),-0.0499302 # DEPENDENCYPART_TRISIBL
(11,13),(11,20),(11,23),-0.0834654 # DEPENDENCYPART_TRISIBL
(11,13),(11,20),(11,26),-0.0742454 # DEPENDENCYPART_TRISIBL
(11,13),(11,20),(11,27),-0.102205 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,21),(11,23),-0.0838344 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,26),-0.0719623 # DEPENDENCYPART_TRISIBL
(11,13),(11,21),(11,27),-0.0633754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,23),(11,26),-0.0799986 # DEPENDENCYPART_TRISIBL
(11,13),(11,23),(11,27),-0.0899039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,13),(11,26),(11,27),-0.0814054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,17),(11,18),-0.113267 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,20),-0.0760489 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,21),-0.170076 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,23),-0.0861548 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,26),-0.0489406 # DEPENDENCYPART_TRISIBL
(11,14),(11,17),(11,27),-0.0309622 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,18),(11,20),-0.0435393 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,21),-0.21198 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,23),-0.0908437 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,26),-0.0242657 # DEPENDENCYPART_TRISIBL
(11,14),(11,18),(11,27),-0.0129918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,20),(11,21),-0.13784 # DEPENDENCYPART_TRISIBL
(11,14),(11,20),(11,23),-0.0885151 # DEPENDENCYPART_TRISIBL
(11,14),(11,20),(11,26),-0.220906 # DEPENDENCYPART_TRISIBL
(11,14),(11,20),(11,27),-0.0238532 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,21),(11,23),-0.0908437 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,26),-0.0470822 # DEPENDENCYPART_TRISIBL
(11,14),(11,21),(11,27),-0.00930897 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,23),(11,26),-0.100996 # DEPENDENCYPART_TRISIBL
(11,14),(11,23),(11,27),-0.0523346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,14),(11,26),(11,27),-0.179238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,18),(11,20),-0.120166 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,21),-0.0579045 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,23),-0.0797938 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,26),-0.00367648 # DEPENDENCYPART_TRISIBL
(11,17),(11,18),(11,27),-0.101405 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,20),(11,21),-0.076382 # DEPENDENCYPART_TRISIBL
(11,17),(11,20),(11,23),-0.0782156 # DEPENDENCYPART_TRISIBL
(11,17),(11,20),(11,26),-0.0387868 # DEPENDENCYPART_TRISIBL
(11,17),(11,20),(11,27),-0.152279 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,21),(11,23),-0.0797936 # DEPENDENCYPART_TRISIBL
(11,17),(11,21),(11,26),-0.0634404 # DEPENDENCYPART_TRISIBL
(11,17),(11,21),(11,27),-0.0578568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,23),(11,26),-0.0627281 # DEPENDENCYPART_TRISIBL
(11,17),(11,23),(11,27),-0.0956899 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,17),(11,26),(11,27),-0.0683515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,20),(11,21),-0.0117789 # DEPENDENCYPART_TRISIBL
(11,18),(11,20),(11,23),-0.0993127 # DEPENDENCYPART_TRISIBL
(11,18),(11,20),(11,26),-0.102338 # DEPENDENCYPART_TRISIBL
(11,18),(11,20),(11,27),-0.129254 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,21),(11,23),-0.0996864 # DEPENDENCYPART_TRISIBL
(11,18),(11,21),(11,26),-0.016302 # DEPENDENCYPART_TRISIBL
(11,18),(11,21),(11,27),-0.11035 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,23),(11,26),-0.0759111 # DEPENDENCYPART_TRISIBL
(11,18),(11,23),(11,27),-0.122803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,18),(11,26),(11,27),-0.0899575 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,21),(11,23),-0.0838344 # DEPENDENCYPART_TRISIBL
(11,20),(11,21),(11,26),-0.0881948 # DEPENDENCYPART_TRISIBL
(11,20),(11,21),(11,27),-0.0880699 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,23),(11,26),-0.0939948 # DEPENDENCYPART_TRISIBL
(11,20),(11,23),(11,27),-0.103037 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,20),(11,26),(11,27),-0.114224 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,21),(11,23),(11,26),-0.0680424 # DEPENDENCYPART_TRISIBL
(11,21),(11,23),(11,27),-0.111169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,21),(11,26),(11,27),-0.0661994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,23),(11,26),(11,27),-0.187477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,10),(11,9),-0.138096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,8),-0.0154199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,7),-0.145857 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,6),-0.175612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,5),-0.0783665 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,4),-0.146065 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,3),-0.184478 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,2),-0.0704695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,1),-0.124797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,10),(11,-1),-0.260365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,9),(11,8),-0.138093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,7),-0.165503 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,6),-0.223597 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,5),-0.0870042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,4),-0.402516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,3),-0.231815 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,2),-0.176818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,1),-0.1097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,9),(11,-1),-0.25082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,8),(11,7),-0.111069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,6),-0.173469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,5),-0.0107123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,4),-0.075786 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,3),-0.199294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,2),-0.100066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,1),0.0578279 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,8),(11,-1),0.104499 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,7),(11,6),-0.18798 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,7),(11,5),-0.0988121 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
