# _root_ The DAX Index of 30 West German blue chips plunged 12.8 % , a one-day record , wiping out the summer 's gains .
#goldHeads=3,3,10,3,9,9,9,9,4,0,12,10,12,16,16,12,12,10,18,21,23,21,18,10,
#predictedHeads=3,3,10,3,9,7,9,9,4,0,12,10,12,16,16,12,10,10,18,21,23,21,18,10,
(12,10),(12,9),(12,7),-0.0668471 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,6),-0.0668304 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,5),-0.0707918 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,4),-0.0823549 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,3),-0.0863393 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,2),-0.0862513 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,1),-0.052503 # DEPENDENCYPART_TRISIBL
(12,10),(12,9),(12,-1),-0.132851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,8),(12,7),-0.0683774 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,6),-0.0683611 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,5),-0.0708137 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,4),-0.0819475 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,3),-0.0861434 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,2),-0.0860554 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,1),-0.0511255 # DEPENDENCYPART_TRISIBL
(12,10),(12,8),(12,-1),-0.14486 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,7),(12,6),-0.0683611 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,5),-0.0708137 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,4),-0.0819475 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,3),-0.0861434 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,2),-0.0860554 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,1),-0.0511255 # DEPENDENCYPART_TRISIBL
(12,10),(12,7),(12,-1),-0.144872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,6),(12,5),-0.0708137 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,4),-0.0819475 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,3),-0.0861446 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,2),-0.0860566 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,1),-0.0511255 # DEPENDENCYPART_TRISIBL
(12,10),(12,6),(12,-1),-0.144862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,5),(12,4),-0.0819184 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,3),-0.0869529 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,2),-0.086865 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,1),-0.0466866 # DEPENDENCYPART_TRISIBL
(12,10),(12,5),(12,-1),-0.130867 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,4),(12,3),-0.085931 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,2),-0.0858431 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,1),-0.0511901 # DEPENDENCYPART_TRISIBL
(12,10),(12,4),(12,-1),-0.145932 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,3),(12,2),-0.0815311 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,1),-0.0319204 # DEPENDENCYPART_TRISIBL
(12,10),(12,3),(12,-1),-0.157808 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,2),(12,1),-0.0319204 # DEPENDENCYPART_TRISIBL
(12,10),(12,2),(12,-1),-0.157806 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,10),(12,1),(12,-1),-0.175504 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,8),(12,7),0.0234711 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,6),0.023357 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,5),-0.0531769 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,4),-0.078458 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,3),-0.0235505 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,2),-0.023531 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,1),-0.0102036 # DEPENDENCYPART_TRISIBL
(12,9),(12,8),(12,-1),-0.119247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,7),(12,6),0.0233455 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,5),-0.053177 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,4),-0.0784545 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,3),-0.0235505 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,2),-0.023531 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,1),-0.0102041 # DEPENDENCYPART_TRISIBL
(12,9),(12,7),(12,-1),-0.11915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,6),(12,5),-0.0531769 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,4),-0.078455 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,3),-0.0235505 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,2),-0.023531 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,1),-0.0102537 # DEPENDENCYPART_TRISIBL
(12,9),(12,6),(12,-1),-0.119121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,5),(12,4),-0.0750969 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,3),-0.0345699 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,2),-0.0345503 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,1),0.000158121 # DEPENDENCYPART_TRISIBL
(12,9),(12,5),(12,-1),-0.0970227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,4),(12,3),-0.0421592 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,2),-0.0421397 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,1),-0.00955376 # DEPENDENCYPART_TRISIBL
(12,9),(12,4),(12,-1),-0.0956068 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,3),(12,2),-0.0145446 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,1),0.0449409 # DEPENDENCYPART_TRISIBL
(12,9),(12,3),(12,-1),-0.152352 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,2),(12,1),0.0449414 # DEPENDENCYPART_TRISIBL
(12,9),(12,2),(12,-1),-0.15225 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,9),(12,1),(12,-1),-0.0271815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,7),(12,6),-0.116224 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,5),-0.0654538 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,4),-0.0809599 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,3),-0.0433803 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,2),-0.0419535 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,1),0.0884795 # DEPENDENCYPART_TRISIBL
(12,8),(12,7),(12,-1),-0.137072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,6),(12,5),-0.0698131 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,4),-0.0809599 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,3),-0.0364041 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,2),-0.0349773 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,1),0.0669174 # DEPENDENCYPART_TRISIBL
(12,8),(12,6),(12,-1),-0.147411 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,5),(12,4),-0.0802071 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,3),0.0155799 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,2),0.0169478 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,1),0.0395882 # DEPENDENCYPART_TRISIBL
(12,8),(12,5),(12,-1),-0.101227 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,4),(12,3),-0.0569375 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,2),-0.0555706 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,1),0.0226625 # DEPENDENCYPART_TRISIBL
(12,8),(12,4),(12,-1),-0.111894 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,3),(12,2),0.00104521 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,1),0.039386 # DEPENDENCYPART_TRISIBL
(12,8),(12,3),(12,-1),-0.0969331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,2),(12,1),0.0393864 # DEPENDENCYPART_TRISIBL
(12,8),(12,2),(12,-1),-0.0968332 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,8),(12,1),(12,-1),0.0239361 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,6),(12,5),-0.0789262 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,4),-0.0813836 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,3),-0.0396005 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,2),-0.0381736 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,1),0.0248872 # DEPENDENCYPART_TRISIBL
(12,7),(12,6),(12,-1),-0.144355 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,5),(12,4),-0.0806308 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,3),0.0124023 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,2),0.0137702 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,1),0.0134281 # DEPENDENCYPART_TRISIBL
(12,7),(12,5),(12,-1),-0.0728474 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,4),(12,3),-0.0601151 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,2),-0.0587482 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,1),-0.00234646 # DEPENDENCYPART_TRISIBL
(12,7),(12,4),(12,-1),-0.0883695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,3),(12,2),-0.00213239 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,1),0.0063374 # DEPENDENCYPART_TRISIBL
(12,7),(12,3),(12,-1),-0.0666443 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,2),(12,1),0.00633783 # DEPENDENCYPART_TRISIBL
(12,7),(12,2),(12,-1),-0.0665444 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,7),(12,1),(12,-1),0.0712461 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,5),(12,4),-0.0792565 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,3),0.00938181 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,2),0.0107497 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,1),0.0302976 # DEPENDENCYPART_TRISIBL
(12,6),(12,5),(12,-1),-0.125059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,4),(12,3),-0.0631358 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,2),-0.0617689 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,1),0.0147176 # DEPENDENCYPART_TRISIBL
(12,6),(12,4),(12,-1),-0.13238 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,3),(12,2),-0.00672064 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,1),0.0291778 # DEPENDENCYPART_TRISIBL
(12,6),(12,3),(12,-1),-0.116649 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,2),(12,1),0.0291783 # DEPENDENCYPART_TRISIBL
(12,6),(12,2),(12,-1),-0.116549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,6),(12,1),(12,-1),-0.0111684 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,4),(12,3),-0.0671053 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,2),-0.0655574 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,1),0.0428517 # DEPENDENCYPART_TRISIBL
(12,5),(12,4),(12,-1),-0.14565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,3),(12,2),-0.0182548 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,1),0.152926 # DEPENDENCYPART_TRISIBL
(12,5),(12,3),(12,-1),-0.236175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,2),(12,1),0.15298 # DEPENDENCYPART_TRISIBL
(12,5),(12,2),(12,-1),-0.235003 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,5),(12,1),(12,-1),-0.0593026 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,3),(12,2),-0.0978042 # DEPENDENCYPART_TRISIBL
(12,4),(12,3),(12,1),-0.116249 # DEPENDENCYPART_TRISIBL
(12,4),(12,3),(12,-1),-0.153335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,2),(12,1),-0.116249 # DEPENDENCYPART_TRISIBL
(12,4),(12,2),(12,-1),-0.15286 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,4),(12,1),(12,-1),-0.17135 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,2),(12,1),0.0542582 # DEPENDENCYPART_TRISIBL
(12,3),(12,2),(12,-1),-0.157059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,3),(12,1),(12,-1),-0.0524778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,2),(12,1),(12,-1),-0.0365186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,14),(14,15),(14,18),-0.127143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(14,14),(14,15),(14,25),-0.262105 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,14),(14,18),(14,25),-0.292372 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(14,15),(14,18),(14,25),-0.136075 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,17),(15,18),-0.320183 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(15,15),(15,17),(15,25),-0.568123 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,15),(15,18),(15,25),-0.168407 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(15,17),(15,18),(15,25),-0.107306 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(15,15),(15,14),(15,-1),-0.254938 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,17),(16,18),-0.369396 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,19),-0.0806963 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,21),-0.0609305 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,22),-0.1234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,23),-0.0321517 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,24),-0.239431 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,17),(16,25),-0.791756 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,18),(16,19),-0.0812365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,21),-0.138449 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,22),-0.0745973 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,23),-0.186678 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,24),-0.176619 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,18),(16,25),-0.147086 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,19),(16,21),-0.0118042 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,22),-0.0685399 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,23),0.0832943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,24),-0.27297 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,19),(16,25),-0.237337 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,21),(16,22),-0.067992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,23),-0.166571 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,24),-0.14076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,21),(16,25),-0.209084 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,22),(16,23),-0.178936 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,24),-0.223867 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,22),(16,25),0.0237101 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,23),(16,24),-0.13485 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,23),(16,25),-0.180021 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,24),(16,25),-0.318557 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,17),(16,18),(16,19),-0.0873303 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,21),0.0152866 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,22),-0.093693 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,23),0.0137526 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,24),0.00396435 # DEPENDENCYPART_TRISIBL
(16,17),(16,18),(16,25),-0.14711 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,19),(16,21),0.0185688 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,22),-0.0936858 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,23),-0.00576925 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,24),-0.107397 # DEPENDENCYPART_TRISIBL
(16,17),(16,19),(16,25),-0.176488 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,21),(16,22),-0.0914528 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,23),0.0237982 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,24),-0.138702 # DEPENDENCYPART_TRISIBL
(16,17),(16,21),(16,25),-0.0363485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,22),(16,23),-0.00418647 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,24),-0.100733 # DEPENDENCYPART_TRISIBL
(16,17),(16,22),(16,25),-0.226427 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,23),(16,24),-0.127534 # DEPENDENCYPART_TRISIBL
(16,17),(16,23),(16,25),-0.0100964 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,17),(16,24),(16,25),-0.331542 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,19),(16,21),-0.10499 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,22),-0.0871435 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,23),-0.0873918 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,24),-0.0978792 # DEPENDENCYPART_TRISIBL
(16,18),(16,19),(16,25),-0.145976 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,21),(16,22),-0.0872353 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,23),-0.087126 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,24),-0.102537 # DEPENDENCYPART_TRISIBL
(16,18),(16,21),(16,25),-0.122288 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,22),(16,23),-0.0864315 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,24),-0.0975531 # DEPENDENCYPART_TRISIBL
(16,18),(16,22),(16,25),-0.139816 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,23),(16,24),-0.0859963 # DEPENDENCYPART_TRISIBL
(16,18),(16,23),(16,25),-0.171131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,18),(16,24),(16,25),-0.0742733 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,21),(16,22),-0.0900641 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,23),-0.080745 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,24),-0.0276639 # DEPENDENCYPART_TRISIBL
(16,19),(16,21),(16,25),-0.0316862 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,22),(16,23),-0.0804161 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,24),-0.0762436 # DEPENDENCYPART_TRISIBL
(16,19),(16,22),(16,25),-0.0785543 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,23),(16,24),-0.0934491 # DEPENDENCYPART_TRISIBL
(16,19),(16,23),(16,25),0.0187549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,19),(16,24),(16,25),-0.117303 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,22),(16,23),-0.149237 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,24),-0.0508792 # DEPENDENCYPART_TRISIBL
(16,21),(16,22),(16,25),-0.112293 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,23),(16,24),-0.0301854 # DEPENDENCYPART_TRISIBL
(16,21),(16,23),(16,25),-0.0830667 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,21),(16,24),(16,25),-0.00567484 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,23),(16,24),-0.124742 # DEPENDENCYPART_TRISIBL
(16,22),(16,23),(16,25),-0.235621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,22),(16,24),(16,25),-0.225074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,23),(16,24),(16,25),-0.0630061 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,15),(16,14),-0.0985707 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,13),-0.161072 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,12),-0.167851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,11),-0.0743184 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,9),-0.101025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,8),-0.166962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,7),-0.192007 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,6),-0.181995 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,1),-0.108384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,15),(16,-1),-0.131845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,14),(16,13),-0.104437 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,12),-0.15736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,11),-0.246064 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,9),-0.138095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,8),-0.256937 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,7),-0.275608 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,6),-0.264536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,1),-0.0917587 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,14),(16,-1),-0.229965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,13),(16,12),-0.230641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,11),-0.209358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,9),-0.158476 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,8),-0.343539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,7),-0.362737 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,6),-0.352403 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,1),-0.147583 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,13),(16,-1),-0.390772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,12),(16,11),-0.148695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,9),-0.0552788 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,8),-0.006939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,7),-0.0273959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,6),-0.0147518 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,1),-0.010209 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,12),(16,-1),-0.138357 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,11),(16,9),-0.122811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,8),-0.162522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,7),-0.181165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,6),-0.170066 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,1),-0.0858189 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,11),(16,-1),-0.183527 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,9),(16,8),-0.0445938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,7),-0.0633325 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,6),-0.0525164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,1),-0.0589026 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,9),(16,-1),-0.109258 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,8),(16,7),-0.193242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,6),-0.18323 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(16,16),(16,8),(16,1),-0.111848 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
