# _root_ It points to the pernicious impact of local government regulation , particularly zoning and building fees , which pushes the price of housing out of the reach of low- and middle-income people .
#goldHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
#predictedHeads=2,0,2,6,6,3,6,10,10,7,10,13,10,13,16,14,10,19,10,21,19,21,22,19,24,27,25,27,32,29,30,28,2,
(19,24),(24,23),0.227023 # DEPENDENCYPART_HEADBIGRAM
(19,25),(2,24),-0.0470993 # DEPENDENCYPART_HEADBIGRAM
(19,25),(6,24),-0.0621518 # DEPENDENCYPART_HEADBIGRAM
(19,25),(13,24),-0.0621518 # DEPENDENCYPART_HEADBIGRAM
(19,25),(16,24),-0.0648454 # DEPENDENCYPART_HEADBIGRAM
(19,25),(19,24),0.0405172 # DEPENDENCYPART_HEADBIGRAM
(19,25),(21,24),0.0587296 # DEPENDENCYPART_HEADBIGRAM
(19,25),(22,24),0.0592254 # DEPENDENCYPART_HEADBIGRAM
(19,25),(23,24),0.0580578 # DEPENDENCYPART_HEADBIGRAM
(19,25),(25,24),0.149706 # DEPENDENCYPART_HEADBIGRAM
(19,25),(27,24),0.174715 # DEPENDENCYPART_HEADBIGRAM
(19,27),(25,26),0.0386732 # DEPENDENCYPART_HEADBIGRAM
(19,27),(27,26),0.18433 # DEPENDENCYPART_HEADBIGRAM
(19,27),(32,26),0.165152 # DEPENDENCYPART_HEADBIGRAM
(19,28),(10,27),-0.0535114 # DEPENDENCYPART_HEADBIGRAM
(19,28),(13,27),-0.0535111 # DEPENDENCYPART_HEADBIGRAM
(19,28),(16,27),-0.0720471 # DEPENDENCYPART_HEADBIGRAM
(19,28),(19,27),0.0933365 # DEPENDENCYPART_HEADBIGRAM
(19,28),(21,27),0.107479 # DEPENDENCYPART_HEADBIGRAM
(19,28),(22,27),0.127994 # DEPENDENCYPART_HEADBIGRAM
(19,28),(23,27),0.084356 # DEPENDENCYPART_HEADBIGRAM
(19,28),(24,27),0.0889302 # DEPENDENCYPART_HEADBIGRAM
(19,28),(25,27),0.152878 # DEPENDENCYPART_HEADBIGRAM
(19,28),(32,27),0.154764 # DEPENDENCYPART_HEADBIGRAM
(19,29),(13,28),-0.0676573 # DEPENDENCYPART_HEADBIGRAM
(19,29),(19,28),0.0499182 # DEPENDENCYPART_HEADBIGRAM
(19,29),(21,28),0.0657796 # DEPENDENCYPART_HEADBIGRAM
(19,29),(23,28),0.0633238 # DEPENDENCYPART_HEADBIGRAM
(19,29),(24,28),0.0699057 # DEPENDENCYPART_HEADBIGRAM
(19,29),(25,28),0.0699074 # DEPENDENCYPART_HEADBIGRAM
(19,29),(27,28),0.060167 # DEPENDENCYPART_HEADBIGRAM
(19,29),(29,28),0.161678 # DEPENDENCYPART_HEADBIGRAM
(19,30),(16,29),-0.0527666 # DEPENDENCYPART_HEADBIGRAM
(19,30),(19,29),0.0678326 # DEPENDENCYPART_HEADBIGRAM
(19,30),(21,29),0.0717806 # DEPENDENCYPART_HEADBIGRAM
(19,30),(23,29),0.0689071 # DEPENDENCYPART_HEADBIGRAM
(19,30),(24,29),0.0723358 # DEPENDENCYPART_HEADBIGRAM
(19,30),(25,29),0.0854361 # DEPENDENCYPART_HEADBIGRAM
(19,30),(27,29),0.0647833 # DEPENDENCYPART_HEADBIGRAM
(19,30),(28,29),0.082683 # DEPENDENCYPART_HEADBIGRAM
(19,30),(31,29),0.174408 # DEPENDENCYPART_HEADBIGRAM
(19,30),(32,29),0.179829 # DEPENDENCYPART_HEADBIGRAM
(19,32),(27,31),0.0692999 # DEPENDENCYPART_HEADBIGRAM
(19,32),(28,31),0.0643158 # DEPENDENCYPART_HEADBIGRAM
(19,32),(29,31),0.0512012 # DEPENDENCYPART_HEADBIGRAM
(19,32),(30,31),0.107743 # DEPENDENCYPART_HEADBIGRAM
(19,32),(32,31),0.172795 # DEPENDENCYPART_HEADBIGRAM
(19,33),(19,32),0.0777175 # DEPENDENCYPART_HEADBIGRAM
(19,33),(22,32),0.105396 # DEPENDENCYPART_HEADBIGRAM
(19,33),(24,32),0.117652 # DEPENDENCYPART_HEADBIGRAM
(19,33),(25,32),0.105396 # DEPENDENCYPART_HEADBIGRAM
(19,33),(27,32),0.0476562 # DEPENDENCYPART_HEADBIGRAM
(19,33),(28,32),0.0481299 # DEPENDENCYPART_HEADBIGRAM
(19,33),(29,32),0.0546149 # DEPENDENCYPART_HEADBIGRAM
(19,33),(30,32),-0.0801753 # DEPENDENCYPART_HEADBIGRAM
(19,33),(31,32),0.0950497 # DEPENDENCYPART_HEADBIGRAM
(19,33),(33,32),0.155785 # DEPENDENCYPART_HEADBIGRAM
(21,18),(2,17),-0.21149 # DEPENDENCYPART_HEADBIGRAM
(21,18),(3,17),-0.205416 # DEPENDENCYPART_HEADBIGRAM
(21,18),(6,17),-0.217339 # DEPENDENCYPART_HEADBIGRAM
(21,18),(9,17),-0.207923 # DEPENDENCYPART_HEADBIGRAM
(21,18),(10,17),-0.207923 # DEPENDENCYPART_HEADBIGRAM
(21,18),(13,17),-0.189264 # DEPENDENCYPART_HEADBIGRAM
(21,18),(14,17),-0.180254 # DEPENDENCYPART_HEADBIGRAM
(21,18),(16,17),-0.130299 # DEPENDENCYPART_HEADBIGRAM
(21,18),(18,17),-0.0907791 # DEPENDENCYPART_HEADBIGRAM
(21,18),(19,17),-0.0935083 # DEPENDENCYPART_HEADBIGRAM
(21,20),(0,19),-0.052171 # DEPENDENCYPART_HEADBIGRAM
(21,20),(2,19),-0.129749 # DEPENDENCYPART_HEADBIGRAM
(21,20),(6,19),-0.224691 # DEPENDENCYPART_HEADBIGRAM
(21,20),(9,19),-0.254278 # DEPENDENCYPART_HEADBIGRAM
(21,20),(10,19),-0.255142 # DEPENDENCYPART_HEADBIGRAM
(21,20),(12,19),-0.217229 # DEPENDENCYPART_HEADBIGRAM
(21,20),(13,19),-0.247709 # DEPENDENCYPART_HEADBIGRAM
(21,20),(14,19),-0.0659993 # DEPENDENCYPART_HEADBIGRAM
(21,20),(15,19),-0.25012 # DEPENDENCYPART_HEADBIGRAM
(21,20),(16,19),-0.223275 # DEPENDENCYPART_HEADBIGRAM
(21,22),(6,21),-0.0392982 # DEPENDENCYPART_HEADBIGRAM
(21,22),(10,21),-0.0131913 # DEPENDENCYPART_HEADBIGRAM
(21,22),(13,21),-0.0347597 # DEPENDENCYPART_HEADBIGRAM
(21,22),(14,21),-0.135593 # DEPENDENCYPART_HEADBIGRAM
(21,22),(16,21),-0.0620449 # DEPENDENCYPART_HEADBIGRAM
(21,22),(18,21),-0.00746416 # DEPENDENCYPART_HEADBIGRAM
(21,22),(19,21),0.0317207 # DEPENDENCYPART_HEADBIGRAM
(21,22),(22,21),-0.0155248 # DEPENDENCYPART_HEADBIGRAM
(21,22),(23,21),0.0823931 # DEPENDENCYPART_HEADBIGRAM
(21,22),(24,21),0.267365 # DEPENDENCYPART_HEADBIGRAM
(21,23),(2,22),-0.0803734 # DEPENDENCYPART_HEADBIGRAM
(21,23),(6,22),-0.0217796 # DEPENDENCYPART_HEADBIGRAM
(21,23),(10,22),-0.0213385 # DEPENDENCYPART_HEADBIGRAM
(21,23),(13,22),-0.0234192 # DEPENDENCYPART_HEADBIGRAM
(21,23),(16,22),-0.0489834 # DEPENDENCYPART_HEADBIGRAM
(21,23),(19,22),-0.0817916 # DEPENDENCYPART_HEADBIGRAM
(21,23),(21,22),0.0041418 # DEPENDENCYPART_HEADBIGRAM
(21,23),(23,22),0.231116 # DEPENDENCYPART_HEADBIGRAM
(21,23),(24,22),0.174913 # DEPENDENCYPART_HEADBIGRAM
(21,24),(13,23),-0.103607 # DEPENDENCYPART_HEADBIGRAM
(21,24),(14,23),-0.0127776 # DEPENDENCYPART_HEADBIGRAM
(21,24),(16,23),-0.0807171 # DEPENDENCYPART_HEADBIGRAM
(21,24),(19,23),-0.0402343 # DEPENDENCYPART_HEADBIGRAM
(21,24),(21,23),0.0392114 # DEPENDENCYPART_HEADBIGRAM
(21,24),(22,23),0.214934 # DEPENDENCYPART_HEADBIGRAM
(21,24),(24,23),0.204332 # DEPENDENCYPART_HEADBIGRAM
(21,25),(2,24),-0.065644 # DEPENDENCYPART_HEADBIGRAM
(21,25),(6,24),-0.0720408 # DEPENDENCYPART_HEADBIGRAM
(21,25),(13,24),-0.0720408 # DEPENDENCYPART_HEADBIGRAM
(21,25),(16,24),-0.0744026 # DEPENDENCYPART_HEADBIGRAM
(21,25),(19,24),-0.0738994 # DEPENDENCYPART_HEADBIGRAM
(21,25),(21,24),0.000995072 # DEPENDENCYPART_HEADBIGRAM
(21,25),(22,24),0.00156076 # DEPENDENCYPART_HEADBIGRAM
(21,25),(23,24),0.000623526 # DEPENDENCYPART_HEADBIGRAM
(21,25),(25,24),0.13826 # DEPENDENCYPART_HEADBIGRAM
(21,25),(27,24),0.164364 # DEPENDENCYPART_HEADBIGRAM
(21,27),(25,26),0.0477833 # DEPENDENCYPART_HEADBIGRAM
(21,27),(27,26),0.133769 # DEPENDENCYPART_HEADBIGRAM
(21,27),(32,26),0.164876 # DEPENDENCYPART_HEADBIGRAM
(21,28),(10,27),-0.0940645 # DEPENDENCYPART_HEADBIGRAM
(21,28),(13,27),-0.0944333 # DEPENDENCYPART_HEADBIGRAM
(21,28),(16,27),-0.0709032 # DEPENDENCYPART_HEADBIGRAM
(21,28),(19,27),-0.0702987 # DEPENDENCYPART_HEADBIGRAM
(21,28),(21,27),0.0160531 # DEPENDENCYPART_HEADBIGRAM
(21,28),(22,27),0.0840069 # DEPENDENCYPART_HEADBIGRAM
(21,28),(23,27),0.0261403 # DEPENDENCYPART_HEADBIGRAM
(21,28),(24,27),0.0682096 # DEPENDENCYPART_HEADBIGRAM
(21,28),(25,27),0.108891 # DEPENDENCYPART_HEADBIGRAM
(21,28),(32,27),0.154163 # DEPENDENCYPART_HEADBIGRAM
(21,29),(13,28),-0.0331047 # DEPENDENCYPART_HEADBIGRAM
(21,29),(19,28),-0.0915362 # DEPENDENCYPART_HEADBIGRAM
(21,29),(21,28),0.0305412 # DEPENDENCYPART_HEADBIGRAM
(21,29),(23,28),0.097179 # DEPENDENCYPART_HEADBIGRAM
(21,29),(24,28),0.10268 # DEPENDENCYPART_HEADBIGRAM
(21,29),(25,28),0.103695 # DEPENDENCYPART_HEADBIGRAM
(21,29),(27,28),0.094794 # DEPENDENCYPART_HEADBIGRAM
(21,29),(29,28),0.187632 # DEPENDENCYPART_HEADBIGRAM
(21,30),(16,29),-0.0651423 # DEPENDENCYPART_HEADBIGRAM
(21,30),(19,29),-0.0556733 # DEPENDENCYPART_HEADBIGRAM
(21,30),(21,29),0.0571525 # DEPENDENCYPART_HEADBIGRAM
(21,30),(23,29),0.0649715 # DEPENDENCYPART_HEADBIGRAM
(21,30),(24,29),0.0629483 # DEPENDENCYPART_HEADBIGRAM
(21,30),(25,29),0.0649274 # DEPENDENCYPART_HEADBIGRAM
(21,30),(27,29),0.0793674 # DEPENDENCYPART_HEADBIGRAM
(21,30),(28,29),0.0852849 # DEPENDENCYPART_HEADBIGRAM
(21,30),(31,29),0.171837 # DEPENDENCYPART_HEADBIGRAM
(21,30),(32,29),0.16241 # DEPENDENCYPART_HEADBIGRAM
(21,33),(19,32),-0.0657677 # DEPENDENCYPART_HEADBIGRAM
(21,33),(22,32),0.193577 # DEPENDENCYPART_HEADBIGRAM
(21,33),(24,32),0.136504 # DEPENDENCYPART_HEADBIGRAM
(21,33),(25,32),0.193577 # DEPENDENCYPART_HEADBIGRAM
(21,33),(27,32),0.0487556 # DEPENDENCYPART_HEADBIGRAM
(21,33),(28,32),0.136311 # DEPENDENCYPART_HEADBIGRAM
(21,33),(29,32),0.0455961 # DEPENDENCYPART_HEADBIGRAM
(21,33),(30,32),-0.00378355 # DEPENDENCYPART_HEADBIGRAM
(21,33),(31,32),0.0958889 # DEPENDENCYPART_HEADBIGRAM
(21,33),(33,32),0.157834 # DEPENDENCYPART_HEADBIGRAM
(22,18),(2,17),-0.222262 # DEPENDENCYPART_HEADBIGRAM
(22,18),(3,17),-0.205823 # DEPENDENCYPART_HEADBIGRAM
(22,18),(6,17),-0.215608 # DEPENDENCYPART_HEADBIGRAM
(22,18),(9,17),-0.206193 # DEPENDENCYPART_HEADBIGRAM
(22,18),(10,17),-0.206193 # DEPENDENCYPART_HEADBIGRAM
(22,18),(13,17),-0.186607 # DEPENDENCYPART_HEADBIGRAM
(22,18),(14,17),-0.180689 # DEPENDENCYPART_HEADBIGRAM
(22,18),(16,17),-0.127683 # DEPENDENCYPART_HEADBIGRAM
(22,18),(18,17),-0.0883944 # DEPENDENCYPART_HEADBIGRAM
(22,18),(19,17),-0.10352 # DEPENDENCYPART_HEADBIGRAM
(22,21),(19,20),-0.188957 # DEPENDENCYPART_HEADBIGRAM
(22,21),(21,20),-0.044866 # DEPENDENCYPART_HEADBIGRAM
(22,21),(23,20),0.0307955 # DEPENDENCYPART_HEADBIGRAM
(22,23),(2,22),0.0599747 # DEPENDENCYPART_HEADBIGRAM
(22,23),(6,22),0.0276204 # DEPENDENCYPART_HEADBIGRAM
(22,23),(10,22),0.0244952 # DEPENDENCYPART_HEADBIGRAM
(22,23),(13,22),0.00258625 # DEPENDENCYPART_HEADBIGRAM
(22,23),(16,22),0.0104512 # DEPENDENCYPART_HEADBIGRAM
(22,23),(19,22),0.0543696 # DEPENDENCYPART_HEADBIGRAM
(22,23),(21,22),0.0378069 # DEPENDENCYPART_HEADBIGRAM
(22,23),(23,22),-0.0186059 # DEPENDENCYPART_HEADBIGRAM
(22,23),(24,22),0.163944 # DEPENDENCYPART_HEADBIGRAM
(22,24),(13,23),-0.0744542 # DEPENDENCYPART_HEADBIGRAM
(22,24),(14,23),-0.0786807 # DEPENDENCYPART_HEADBIGRAM
(22,24),(16,23),-0.0520474 # DEPENDENCYPART_HEADBIGRAM
(22,24),(19,23),-0.0756884 # DEPENDENCYPART_HEADBIGRAM
(22,24),(21,23),-0.0663406 # DEPENDENCYPART_HEADBIGRAM
(22,24),(22,23),0.00142979 # DEPENDENCYPART_HEADBIGRAM
(22,24),(24,23),0.196395 # DEPENDENCYPART_HEADBIGRAM
(22,25),(2,24),-0.0623964 # DEPENDENCYPART_HEADBIGRAM
(22,25),(6,24),-0.0643479 # DEPENDENCYPART_HEADBIGRAM
(22,25),(13,24),-0.0643476 # DEPENDENCYPART_HEADBIGRAM
(22,25),(16,24),-0.0637575 # DEPENDENCYPART_HEADBIGRAM
(22,25),(19,24),-0.0712316 # DEPENDENCYPART_HEADBIGRAM
(22,25),(21,24),-0.0714868 # DEPENDENCYPART_HEADBIGRAM
(22,25),(22,24),0.0720841 # DEPENDENCYPART_HEADBIGRAM
(22,25),(23,24),0.00752539 # DEPENDENCYPART_HEADBIGRAM
(22,25),(25,24),0.164665 # DEPENDENCYPART_HEADBIGRAM
(22,25),(27,24),0.171676 # DEPENDENCYPART_HEADBIGRAM
(22,27),(25,26),0.0290277 # DEPENDENCYPART_HEADBIGRAM
(22,27),(27,26),0.236283 # DEPENDENCYPART_HEADBIGRAM
(22,27),(32,26),0.156297 # DEPENDENCYPART_HEADBIGRAM
(22,32),(27,31),0.0785501 # DEPENDENCYPART_HEADBIGRAM
(22,32),(28,31),0.0902662 # DEPENDENCYPART_HEADBIGRAM
(22,32),(29,31),0.0771395 # DEPENDENCYPART_HEADBIGRAM
(22,32),(30,31),0.291027 # DEPENDENCYPART_HEADBIGRAM
(22,32),(32,31),0.136294 # DEPENDENCYPART_HEADBIGRAM
(23,18),(2,17),-0.21149 # DEPENDENCYPART_HEADBIGRAM
(23,18),(3,17),-0.205416 # DEPENDENCYPART_HEADBIGRAM
(23,18),(6,17),-0.217128 # DEPENDENCYPART_HEADBIGRAM
(23,18),(9,17),-0.207712 # DEPENDENCYPART_HEADBIGRAM
(23,18),(10,17),-0.207712 # DEPENDENCYPART_HEADBIGRAM
(23,18),(13,17),-0.189052 # DEPENDENCYPART_HEADBIGRAM
(23,18),(14,17),-0.180254 # DEPENDENCYPART_HEADBIGRAM
(23,18),(16,17),-0.130299 # DEPENDENCYPART_HEADBIGRAM
(23,18),(18,17),-0.0907791 # DEPENDENCYPART_HEADBIGRAM
(23,18),(19,17),-0.0935083 # DEPENDENCYPART_HEADBIGRAM
(23,20),(0,19),-0.0682852 # DEPENDENCYPART_HEADBIGRAM
(23,20),(2,19),-0.143159 # DEPENDENCYPART_HEADBIGRAM
(23,20),(6,19),-0.231291 # DEPENDENCYPART_HEADBIGRAM
(23,20),(9,19),-0.255099 # DEPENDENCYPART_HEADBIGRAM
(23,20),(10,19),-0.255964 # DEPENDENCYPART_HEADBIGRAM
(23,20),(12,19),-0.22227 # DEPENDENCYPART_HEADBIGRAM
(23,20),(13,19),-0.248531 # DEPENDENCYPART_HEADBIGRAM
(23,20),(14,19),-0.0897733 # DEPENDENCYPART_HEADBIGRAM
(23,20),(15,19),-0.269675 # DEPENDENCYPART_HEADBIGRAM
(23,20),(16,19),-0.247052 # DEPENDENCYPART_HEADBIGRAM
(23,21),(19,20),-0.178277 # DEPENDENCYPART_HEADBIGRAM
(23,21),(21,20),-0.0722037 # DEPENDENCYPART_HEADBIGRAM
(23,21),(23,20),0.179719 # DEPENDENCYPART_HEADBIGRAM
(23,22),(6,21),-0.225796 # DEPENDENCYPART_HEADBIGRAM
(23,22),(10,21),-0.22564 # DEPENDENCYPART_HEADBIGRAM
(23,22),(13,21),-0.253724 # DEPENDENCYPART_HEADBIGRAM
(23,22),(14,21),-0.106156 # DEPENDENCYPART_HEADBIGRAM
(23,22),(16,21),-0.228447 # DEPENDENCYPART_HEADBIGRAM
(23,22),(18,21),-0.223616 # DEPENDENCYPART_HEADBIGRAM
(23,22),(19,21),-0.193796 # DEPENDENCYPART_HEADBIGRAM
(23,22),(22,21),-0.103956 # DEPENDENCYPART_HEADBIGRAM
(23,22),(23,21),0.0506669 # DEPENDENCYPART_HEADBIGRAM
(23,22),(24,21),0.0881688 # DEPENDENCYPART_HEADBIGRAM
(23,24),(13,23),-0.0461496 # DEPENDENCYPART_HEADBIGRAM
(23,24),(14,23),-0.111722 # DEPENDENCYPART_HEADBIGRAM
(23,24),(16,23),-0.115754 # DEPENDENCYPART_HEADBIGRAM
(23,24),(19,23),0.013244 # DEPENDENCYPART_HEADBIGRAM
(23,24),(21,23),-0.0483913 # DEPENDENCYPART_HEADBIGRAM
(23,24),(22,23),-0.116571 # DEPENDENCYPART_HEADBIGRAM
(23,24),(24,23),0.00546146 # DEPENDENCYPART_HEADBIGRAM
(23,25),(2,24),-0.0656565 # DEPENDENCYPART_HEADBIGRAM
(23,25),(6,24),-0.0721174 # DEPENDENCYPART_HEADBIGRAM
(23,25),(13,24),-0.0721174 # DEPENDENCYPART_HEADBIGRAM
(23,25),(16,24),-0.0799709 # DEPENDENCYPART_HEADBIGRAM
(23,25),(19,24),-0.0765042 # DEPENDENCYPART_HEADBIGRAM
(23,25),(21,24),-0.0854213 # DEPENDENCYPART_HEADBIGRAM
(23,25),(22,24),-0.0721604 # DEPENDENCYPART_HEADBIGRAM
(23,25),(23,24),-0.0212529 # DEPENDENCYPART_HEADBIGRAM
(23,25),(25,24),0.141634 # DEPENDENCYPART_HEADBIGRAM
(23,25),(27,24),0.165058 # DEPENDENCYPART_HEADBIGRAM
(23,27),(25,26),0.0282869 # DEPENDENCYPART_HEADBIGRAM
(23,27),(27,26),0.112013 # DEPENDENCYPART_HEADBIGRAM
(23,27),(32,26),0.161453 # DEPENDENCYPART_HEADBIGRAM
(23,28),(10,27),-0.0927413 # DEPENDENCYPART_HEADBIGRAM
(23,28),(13,27),-0.09311 # DEPENDENCYPART_HEADBIGRAM
(23,28),(16,27),-0.069567 # DEPENDENCYPART_HEADBIGRAM
(23,28),(19,27),-0.0733845 # DEPENDENCYPART_HEADBIGRAM
(23,28),(21,27),-0.10815 # DEPENDENCYPART_HEADBIGRAM
(23,28),(22,27),-0.0631794 # DEPENDENCYPART_HEADBIGRAM
(23,28),(23,27),0.0765782 # DEPENDENCYPART_HEADBIGRAM
(23,28),(24,27),0.215294 # DEPENDENCYPART_HEADBIGRAM
(23,28),(25,27),0.195772 # DEPENDENCYPART_HEADBIGRAM
(23,28),(32,27),0.142559 # DEPENDENCYPART_HEADBIGRAM
(23,29),(13,28),-0.0204039 # DEPENDENCYPART_HEADBIGRAM
(23,29),(19,28),-0.0910407 # DEPENDENCYPART_HEADBIGRAM
(23,29),(21,28),-0.0208333 # DEPENDENCYPART_HEADBIGRAM
(23,29),(23,28),0.0337126 # DEPENDENCYPART_HEADBIGRAM
(23,29),(24,28),0.102681 # DEPENDENCYPART_HEADBIGRAM
(23,29),(25,28),0.103696 # DEPENDENCYPART_HEADBIGRAM
(23,29),(27,28),0.107495 # DEPENDENCYPART_HEADBIGRAM
(23,29),(29,28),0.189041 # DEPENDENCYPART_HEADBIGRAM
(23,30),(16,29),-0.0651423 # DEPENDENCYPART_HEADBIGRAM
(23,30),(19,29),-0.0556712 # DEPENDENCYPART_HEADBIGRAM
(23,30),(21,29),-0.0644833 # DEPENDENCYPART_HEADBIGRAM
(23,30),(23,29),0.0571539 # DEPENDENCYPART_HEADBIGRAM
(23,30),(24,29),0.0629483 # DEPENDENCYPART_HEADBIGRAM
(23,30),(25,29),0.0649274 # DEPENDENCYPART_HEADBIGRAM
(23,30),(27,29),0.0793674 # DEPENDENCYPART_HEADBIGRAM
(23,30),(28,29),0.0852849 # DEPENDENCYPART_HEADBIGRAM
(23,30),(31,29),0.171837 # DEPENDENCYPART_HEADBIGRAM
(23,30),(32,29),0.16241 # DEPENDENCYPART_HEADBIGRAM
(24,18),(2,17),-0.219262 # DEPENDENCYPART_HEADBIGRAM
(24,18),(3,17),-0.203203 # DEPENDENCYPART_HEADBIGRAM
(24,18),(6,17),-0.210821 # DEPENDENCYPART_HEADBIGRAM
(24,18),(9,17),-0.217225 # DEPENDENCYPART_HEADBIGRAM
(24,18),(10,17),-0.217225 # DEPENDENCYPART_HEADBIGRAM
(24,18),(13,17),-0.203245 # DEPENDENCYPART_HEADBIGRAM
(24,18),(14,17),-0.199493 # DEPENDENCYPART_HEADBIGRAM
(24,18),(16,17),-0.204066 # DEPENDENCYPART_HEADBIGRAM
(24,18),(18,17),-0.0884173 # DEPENDENCYPART_HEADBIGRAM
(24,18),(19,17),-0.10208 # DEPENDENCYPART_HEADBIGRAM
(24,21),(19,20),-0.185949 # DEPENDENCYPART_HEADBIGRAM
(24,21),(21,20),-0.00888831 # DEPENDENCYPART_HEADBIGRAM
(24,21),(23,20),-0.112321 # DEPENDENCYPART_HEADBIGRAM
(24,22),(6,21),-0.203288 # DEPENDENCYPART_HEADBIGRAM
(24,22),(10,21),-0.20348 # DEPENDENCYPART_HEADBIGRAM
(24,22),(13,21),-0.231205 # DEPENDENCYPART_HEADBIGRAM
(24,22),(14,21),-0.237554 # DEPENDENCYPART_HEADBIGRAM
(24,22),(16,21),-0.217133 # DEPENDENCYPART_HEADBIGRAM
(24,22),(18,21),-0.223233 # DEPENDENCYPART_HEADBIGRAM
(24,22),(19,21),-0.218511 # DEPENDENCYPART_HEADBIGRAM
(24,22),(22,21),-0.0964385 # DEPENDENCYPART_HEADBIGRAM
(24,22),(23,21),-0.0923785 # DEPENDENCYPART_HEADBIGRAM
(24,22),(24,21),0.115564 # DEPENDENCYPART_HEADBIGRAM
(24,23),(2,22),-0.203504 # DEPENDENCYPART_HEADBIGRAM
(24,23),(6,22),-0.21083 # DEPENDENCYPART_HEADBIGRAM
(24,23),(10,22),-0.21083 # DEPENDENCYPART_HEADBIGRAM
(24,23),(13,22),-0.198405 # DEPENDENCYPART_HEADBIGRAM
(24,23),(16,22),-0.194527 # DEPENDENCYPART_HEADBIGRAM
(24,23),(19,22),-0.179092 # DEPENDENCYPART_HEADBIGRAM
(24,23),(21,22),-0.198863 # DEPENDENCYPART_HEADBIGRAM
(24,23),(23,22),-0.0473114 # DEPENDENCYPART_HEADBIGRAM
(24,23),(24,22),0.0279729 # DEPENDENCYPART_HEADBIGRAM
(24,25),(2,24),-0.0435623 # DEPENDENCYPART_HEADBIGRAM
(24,25),(6,24),-0.0668862 # DEPENDENCYPART_HEADBIGRAM
(24,25),(13,24),-0.0751336 # DEPENDENCYPART_HEADBIGRAM
(24,25),(16,24),0.0607127 # DEPENDENCYPART_HEADBIGRAM
(24,25),(19,24),-0.0115409 # DEPENDENCYPART_HEADBIGRAM
(24,25),(21,24),-0.06827 # DEPENDENCYPART_HEADBIGRAM
(24,25),(22,24),-0.0728324 # DEPENDENCYPART_HEADBIGRAM
(24,25),(23,24),-0.0558889 # DEPENDENCYPART_HEADBIGRAM
(24,25),(25,24),0.052444 # DEPENDENCYPART_HEADBIGRAM
(24,25),(27,24),0.167825 # DEPENDENCYPART_HEADBIGRAM
(24,27),(25,26),0.0298733 # DEPENDENCYPART_HEADBIGRAM
(24,27),(27,26),0.219194 # DEPENDENCYPART_HEADBIGRAM
(24,27),(32,26),0.158703 # DEPENDENCYPART_HEADBIGRAM
(24,28),(10,27),-0.0706881 # DEPENDENCYPART_HEADBIGRAM
(24,28),(13,27),-0.0704564 # DEPENDENCYPART_HEADBIGRAM
(24,28),(16,27),-0.0575457 # DEPENDENCYPART_HEADBIGRAM
(24,28),(19,27),-0.0733455 # DEPENDENCYPART_HEADBIGRAM
(24,28),(21,27),-0.0819281 # DEPENDENCYPART_HEADBIGRAM
(24,28),(22,27),-0.0762194 # DEPENDENCYPART_HEADBIGRAM
(24,28),(23,27),-0.0508614 # DEPENDENCYPART_HEADBIGRAM
(24,28),(24,27),0.0962099 # DEPENDENCYPART_HEADBIGRAM
(24,28),(25,27),0.122031 # DEPENDENCYPART_HEADBIGRAM
(24,28),(32,27),0.158056 # DEPENDENCYPART_HEADBIGRAM
(24,29),(13,28),-0.0629237 # DEPENDENCYPART_HEADBIGRAM
(24,29),(19,28),-0.0643526 # DEPENDENCYPART_HEADBIGRAM
(24,29),(21,28),-0.06464 # DEPENDENCYPART_HEADBIGRAM
(24,29),(23,28),-0.0657882 # DEPENDENCYPART_HEADBIGRAM
(24,29),(24,28),0.0465197 # DEPENDENCYPART_HEADBIGRAM
(24,29),(25,28),0.0717213 # DEPENDENCYPART_HEADBIGRAM
(24,29),(27,28),0.0574177 # DEPENDENCYPART_HEADBIGRAM
(24,29),(29,28),0.15688 # DEPENDENCYPART_HEADBIGRAM
(24,30),(16,29),-0.0626712 # DEPENDENCYPART_HEADBIGRAM
(24,30),(19,29),-0.0635471 # DEPENDENCYPART_HEADBIGRAM
(24,30),(21,29),-0.0591511 # DEPENDENCYPART_HEADBIGRAM
(24,30),(23,29),-0.0621795 # DEPENDENCYPART_HEADBIGRAM
(24,30),(24,29),0.0557066 # DEPENDENCYPART_HEADBIGRAM
(24,30),(25,29),0.0721861 # DEPENDENCYPART_HEADBIGRAM
(24,30),(27,29),0.0834177 # DEPENDENCYPART_HEADBIGRAM
(24,30),(28,29),0.0925436 # DEPENDENCYPART_HEADBIGRAM
(24,30),(31,29),0.172917 # DEPENDENCYPART_HEADBIGRAM
(24,30),(32,29),0.167014 # DEPENDENCYPART_HEADBIGRAM
(24,32),(27,31),0.0842226 # DEPENDENCYPART_HEADBIGRAM
(24,32),(28,31),0.0938416 # DEPENDENCYPART_HEADBIGRAM
(24,32),(29,31),0.0859284 # DEPENDENCYPART_HEADBIGRAM
(24,32),(30,31),0.273207 # DEPENDENCYPART_HEADBIGRAM
(24,32),(32,31),0.157227 # DEPENDENCYPART_HEADBIGRAM
(25,24),(13,23),-0.232567 # DEPENDENCYPART_HEADBIGRAM
(25,24),(14,23),-0.236676 # DEPENDENCYPART_HEADBIGRAM
