# _root_ Security Pacific 's loan-loss provision was down 22 % , or $ 30.4 million , because it added to its foreign-debt reserve the year before .
#goldHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,9,6,18,16,18,22,22,19,24,25,18,6,
#predictedHeads=2,5,2,5,6,0,6,9,7,9,9,11,12,12,6,6,18,16,18,22,22,19,24,25,18,6,
(2,7),(0,6),-0.0569542 # DEPENDENCYPART_HEADBIGRAM
(2,7),(2,6),0.0651879 # DEPENDENCYPART_HEADBIGRAM
(2,7),(5,6),0.0718369 # DEPENDENCYPART_HEADBIGRAM
(2,7),(9,6),0.174095 # DEPENDENCYPART_HEADBIGRAM
(2,7),(18,6),0.173991 # DEPENDENCYPART_HEADBIGRAM
(2,8),(1,7),-0.0610923 # DEPENDENCYPART_HEADBIGRAM
(2,8),(2,7),0.0770691 # DEPENDENCYPART_HEADBIGRAM
(2,8),(4,7),0.0719875 # DEPENDENCYPART_HEADBIGRAM
(2,8),(5,7),0.0718215 # DEPENDENCYPART_HEADBIGRAM
(2,8),(6,7),0.0714978 # DEPENDENCYPART_HEADBIGRAM
(2,8),(8,7),0.187201 # DEPENDENCYPART_HEADBIGRAM
(2,8),(9,7),0.17428 # DEPENDENCYPART_HEADBIGRAM
(2,8),(12,7),0.174187 # DEPENDENCYPART_HEADBIGRAM
(2,8),(14,7),0.174147 # DEPENDENCYPART_HEADBIGRAM
(2,8),(18,7),0.174067 # DEPENDENCYPART_HEADBIGRAM
(2,9),(2,8),0.0687651 # DEPENDENCYPART_HEADBIGRAM
(2,9),(5,8),0.0618751 # DEPENDENCYPART_HEADBIGRAM
(2,9),(6,8),0.0548299 # DEPENDENCYPART_HEADBIGRAM
(2,9),(7,8),0.0484857 # DEPENDENCYPART_HEADBIGRAM
(2,9),(9,8),0.257062 # DEPENDENCYPART_HEADBIGRAM
(2,9),(12,8),0.155004 # DEPENDENCYPART_HEADBIGRAM
(2,9),(14,8),0.173186 # DEPENDENCYPART_HEADBIGRAM
(2,10),(1,9),-0.0759352 # DEPENDENCYPART_HEADBIGRAM
(2,10),(2,9),0.205216 # DEPENDENCYPART_HEADBIGRAM
(2,10),(4,9),0.11881 # DEPENDENCYPART_HEADBIGRAM
(2,10),(5,9),0.125596 # DEPENDENCYPART_HEADBIGRAM
(2,10),(6,9),0.100924 # DEPENDENCYPART_HEADBIGRAM
(2,10),(7,9),0.102465 # DEPENDENCYPART_HEADBIGRAM
(2,10),(8,9),0.0990138 # DEPENDENCYPART_HEADBIGRAM
(2,10),(11,9),0.173618 # DEPENDENCYPART_HEADBIGRAM
(2,10),(12,9),0.136055 # DEPENDENCYPART_HEADBIGRAM
(2,10),(18,9),0.132235 # DEPENDENCYPART_HEADBIGRAM
(2,11),(1,10),-0.120859 # DEPENDENCYPART_HEADBIGRAM
(2,11),(2,10),0.179348 # DEPENDENCYPART_HEADBIGRAM
(2,11),(5,10),0.0716088 # DEPENDENCYPART_HEADBIGRAM
(2,11),(6,10),0.0772596 # DEPENDENCYPART_HEADBIGRAM
(2,11),(7,10),0.0934106 # DEPENDENCYPART_HEADBIGRAM
(2,11),(8,10),0.0779233 # DEPENDENCYPART_HEADBIGRAM
(2,11),(9,10),0.0589256 # DEPENDENCYPART_HEADBIGRAM
(2,11),(11,10),0.172585 # DEPENDENCYPART_HEADBIGRAM
(2,11),(12,10),0.17369 # DEPENDENCYPART_HEADBIGRAM
(2,11),(18,10),0.15292 # DEPENDENCYPART_HEADBIGRAM
(2,12),(2,11),0.07099 # DEPENDENCYPART_HEADBIGRAM
(2,12),(4,11),0.0722317 # DEPENDENCYPART_HEADBIGRAM
(2,12),(5,11),0.0722315 # DEPENDENCYPART_HEADBIGRAM
(2,12),(6,11),0.0724102 # DEPENDENCYPART_HEADBIGRAM
(2,12),(7,11),0.0724108 # DEPENDENCYPART_HEADBIGRAM
(2,12),(8,11),0.0724108 # DEPENDENCYPART_HEADBIGRAM
(2,12),(9,11),0.0715891 # DEPENDENCYPART_HEADBIGRAM
(2,12),(10,11),0.0715893 # DEPENDENCYPART_HEADBIGRAM
(2,12),(12,11),0.174295 # DEPENDENCYPART_HEADBIGRAM
(2,12),(18,11),0.174294 # DEPENDENCYPART_HEADBIGRAM
(2,15),(7,14),0.0526611 # DEPENDENCYPART_HEADBIGRAM
(2,15),(9,14),0.0811843 # DEPENDENCYPART_HEADBIGRAM
(2,15),(11,14),0.0676748 # DEPENDENCYPART_HEADBIGRAM
(2,15),(12,14),0.163816 # DEPENDENCYPART_HEADBIGRAM
(2,15),(13,14),0.0934277 # DEPENDENCYPART_HEADBIGRAM
(2,15),(16,14),0.174029 # DEPENDENCYPART_HEADBIGRAM
(2,15),(18,14),0.163181 # DEPENDENCYPART_HEADBIGRAM
(2,15),(22,14),0.16453 # DEPENDENCYPART_HEADBIGRAM
(2,16),(2,15),0.238308 # DEPENDENCYPART_HEADBIGRAM
(2,16),(5,15),0.134395 # DEPENDENCYPART_HEADBIGRAM
(2,16),(6,15),0.158472 # DEPENDENCYPART_HEADBIGRAM
(2,16),(7,15),0.168622 # DEPENDENCYPART_HEADBIGRAM
(2,16),(9,15),0.133779 # DEPENDENCYPART_HEADBIGRAM
(2,16),(11,15),0.15117 # DEPENDENCYPART_HEADBIGRAM
(2,16),(12,15),0.128984 # DEPENDENCYPART_HEADBIGRAM
(2,16),(14,15),0.0680927 # DEPENDENCYPART_HEADBIGRAM
(2,16),(16,15),0.179222 # DEPENDENCYPART_HEADBIGRAM
(2,16),(18,15),0.158828 # DEPENDENCYPART_HEADBIGRAM
(2,18),(6,17),0.065599 # DEPENDENCYPART_HEADBIGRAM
(2,18),(11,17),0.0718788 # DEPENDENCYPART_HEADBIGRAM
(2,18),(12,17),0.0715325 # DEPENDENCYPART_HEADBIGRAM
(2,18),(16,17),0.0485759 # DEPENDENCYPART_HEADBIGRAM
(2,18),(18,17),0.186096 # DEPENDENCYPART_HEADBIGRAM
(2,18),(19,17),0.171176 # DEPENDENCYPART_HEADBIGRAM
(2,18),(22,17),0.170928 # DEPENDENCYPART_HEADBIGRAM
(2,26),(6,25),0.0602 # DEPENDENCYPART_HEADBIGRAM
(2,26),(7,25),0.0697939 # DEPENDENCYPART_HEADBIGRAM
(2,26),(9,25),0.0584202 # DEPENDENCYPART_HEADBIGRAM
(2,26),(12,25),0.0602865 # DEPENDENCYPART_HEADBIGRAM
(2,26),(16,25),0.0776197 # DEPENDENCYPART_HEADBIGRAM
(2,26),(18,25),0.0776465 # DEPENDENCYPART_HEADBIGRAM
(2,26),(19,25),0.0777246 # DEPENDENCYPART_HEADBIGRAM
(2,26),(22,25),0.092515 # DEPENDENCYPART_HEADBIGRAM
(2,26),(24,25),0.101428 # DEPENDENCYPART_HEADBIGRAM
(2,26),(26,25),0.171288 # DEPENDENCYPART_HEADBIGRAM
(3,4),(1,3),-0.0722853 # DEPENDENCYPART_HEADBIGRAM
(3,4),(2,3),-0.0722853 # DEPENDENCYPART_HEADBIGRAM
(3,4),(4,3),0.165393 # DEPENDENCYPART_HEADBIGRAM
(3,4),(5,3),0.173476 # DEPENDENCYPART_HEADBIGRAM
(3,4),(6,3),0.174292 # DEPENDENCYPART_HEADBIGRAM
(4,2),(2,1),-0.184997 # DEPENDENCYPART_HEADBIGRAM
(4,2),(5,1),0.0944212 # DEPENDENCYPART_HEADBIGRAM
(4,2),(6,1),0.0934748 # DEPENDENCYPART_HEADBIGRAM
(4,3),(0,2),-0.218479 # DEPENDENCYPART_HEADBIGRAM
(4,3),(1,2),-0.218773 # DEPENDENCYPART_HEADBIGRAM
(4,3),(4,2),0.0963964 # DEPENDENCYPART_HEADBIGRAM
(4,3),(5,2),0.0919318 # DEPENDENCYPART_HEADBIGRAM
(4,3),(6,2),0.0945771 # DEPENDENCYPART_HEADBIGRAM
(4,3),(9,2),0.0897004 # DEPENDENCYPART_HEADBIGRAM
(4,3),(18,2),0.0940145 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.0375775 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.0490754 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.0343962 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.196647 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.174311 # DEPENDENCYPART_HEADBIGRAM
(4,7),(0,6),-0.00333532 # DEPENDENCYPART_HEADBIGRAM
(4,7),(2,6),-0.0577988 # DEPENDENCYPART_HEADBIGRAM
(4,7),(5,6),0.0568313 # DEPENDENCYPART_HEADBIGRAM
(4,7),(9,6),0.159067 # DEPENDENCYPART_HEADBIGRAM
(4,7),(18,6),0.166653 # DEPENDENCYPART_HEADBIGRAM
(4,9),(2,8),-0.0616958 # DEPENDENCYPART_HEADBIGRAM
(4,9),(5,8),0.0911763 # DEPENDENCYPART_HEADBIGRAM
(4,9),(6,8),0.0572562 # DEPENDENCYPART_HEADBIGRAM
(4,9),(7,8),0.0541834 # DEPENDENCYPART_HEADBIGRAM
(4,9),(9,8),0.225909 # DEPENDENCYPART_HEADBIGRAM
(4,9),(12,8),0.166138 # DEPENDENCYPART_HEADBIGRAM
(4,9),(14,8),0.173671 # DEPENDENCYPART_HEADBIGRAM
(4,11),(1,10),-0.0783604 # DEPENDENCYPART_HEADBIGRAM
(4,11),(2,10),-0.0783643 # DEPENDENCYPART_HEADBIGRAM
(4,11),(5,10),0.0898499 # DEPENDENCYPART_HEADBIGRAM
(4,11),(6,10),0.0805818 # DEPENDENCYPART_HEADBIGRAM
(4,11),(7,10),0.0935384 # DEPENDENCYPART_HEADBIGRAM
(4,11),(8,10),0.0801887 # DEPENDENCYPART_HEADBIGRAM
(4,11),(9,10),0.0780764 # DEPENDENCYPART_HEADBIGRAM
(4,11),(11,10),0.172592 # DEPENDENCYPART_HEADBIGRAM
(4,11),(12,10),0.173396 # DEPENDENCYPART_HEADBIGRAM
(4,11),(18,10),0.155419 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.135339 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.181578 # DEPENDENCYPART_HEADBIGRAM
(5,2),(6,1),0.0744713 # DEPENDENCYPART_HEADBIGRAM
(5,3),(0,2),-0.21976 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.224016 # DEPENDENCYPART_HEADBIGRAM
(5,3),(4,2),-0.0864094 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.143697 # DEPENDENCYPART_HEADBIGRAM
(5,3),(6,2),0.0775184 # DEPENDENCYPART_HEADBIGRAM
(5,3),(9,2),0.089668 # DEPENDENCYPART_HEADBIGRAM
(5,3),(18,2),0.0835672 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.106175 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.106175 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.104673 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.161234 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.0973736 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),0.00358893 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),-0.0376505 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0434857 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.0253728 # DEPENDENCYPART_HEADBIGRAM
(5,6),(7,5),0.187634 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.163126 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.17803 # DEPENDENCYPART_HEADBIGRAM
(5,6),(12,5),0.148731 # DEPENDENCYPART_HEADBIGRAM
(5,6),(18,5),0.0319787 # DEPENDENCYPART_HEADBIGRAM
(5,7),(0,6),-0.0977183 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0615176 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.067904 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.173252 # DEPENDENCYPART_HEADBIGRAM
(5,7),(18,6),0.169533 # DEPENDENCYPART_HEADBIGRAM
(5,8),(1,7),-0.0629423 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0639639 # DEPENDENCYPART_HEADBIGRAM
(5,8),(4,7),-0.0553746 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.102855 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.100734 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.181713 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.17441 # DEPENDENCYPART_HEADBIGRAM
(5,8),(12,7),0.171469 # DEPENDENCYPART_HEADBIGRAM
(5,8),(14,7),0.172832 # DEPENDENCYPART_HEADBIGRAM
(5,8),(18,7),0.192626 # DEPENDENCYPART_HEADBIGRAM
(5,9),(2,8),-0.0610278 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.105592 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.0547726 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.0382045 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.274772 # DEPENDENCYPART_HEADBIGRAM
(5,9),(12,8),0.19451 # DEPENDENCYPART_HEADBIGRAM
(5,9),(14,8),0.16608 # DEPENDENCYPART_HEADBIGRAM
(5,10),(1,9),-0.0869579 # DEPENDENCYPART_HEADBIGRAM
(5,10),(2,9),-0.0922975 # DEPENDENCYPART_HEADBIGRAM
(5,10),(4,9),-0.0731739 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.120129 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.154818 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.17024 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.161832 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.196655 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.129932 # DEPENDENCYPART_HEADBIGRAM
(5,10),(18,9),0.1578 # DEPENDENCYPART_HEADBIGRAM
(5,11),(1,10),-0.121667 # DEPENDENCYPART_HEADBIGRAM
(5,11),(2,10),-0.12165 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.196278 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.0886245 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.0922122 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.0788722 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.0575343 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.172508 # DEPENDENCYPART_HEADBIGRAM
(5,11),(12,10),0.172287 # DEPENDENCYPART_HEADBIGRAM
(5,11),(18,10),0.148925 # DEPENDENCYPART_HEADBIGRAM
(5,15),(7,14),0.0702267 # DEPENDENCYPART_HEADBIGRAM
(5,15),(9,14),0.0349446 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.13036 # DEPENDENCYPART_HEADBIGRAM
(5,15),(12,14),0.106549 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.119484 # DEPENDENCYPART_HEADBIGRAM
(5,15),(16,14),0.172957 # DEPENDENCYPART_HEADBIGRAM
(5,15),(18,14),0.16777 # DEPENDENCYPART_HEADBIGRAM
(5,15),(22,14),0.158214 # DEPENDENCYPART_HEADBIGRAM
(6,2),(2,1),-0.0046853 # DEPENDENCYPART_HEADBIGRAM
(6,2),(5,1),-0.0881236 # DEPENDENCYPART_HEADBIGRAM
(6,2),(6,1),-0.0367449 # DEPENDENCYPART_HEADBIGRAM
(6,3),(0,2),-0.203839 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.204987 # DEPENDENCYPART_HEADBIGRAM
(6,3),(4,2),-0.0860183 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0867196 # DEPENDENCYPART_HEADBIGRAM
(6,3),(6,2),0.10085 # DEPENDENCYPART_HEADBIGRAM
(6,3),(9,2),0.098194 # DEPENDENCYPART_HEADBIGRAM
(6,3),(18,2),0.0988966 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.185081 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.185081 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0908193 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.0804236 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),0.0965484 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.275061 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.27018 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.0552979 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.13091 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.0647471 # DEPENDENCYPART_HEADBIGRAM
(6,7),(0,6),-0.0102355 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0458956 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0650719 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.178574 # DEPENDENCYPART_HEADBIGRAM
(6,7),(18,6),0.202011 # DEPENDENCYPART_HEADBIGRAM
(6,8),(1,7),-0.0610872 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0610872 # DEPENDENCYPART_HEADBIGRAM
(6,8),(4,7),-0.0610809 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.061503 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0310626 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.227165 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.173967 # DEPENDENCYPART_HEADBIGRAM
(6,8),(12,7),0.174292 # DEPENDENCYPART_HEADBIGRAM
(6,8),(14,7),0.174288 # DEPENDENCYPART_HEADBIGRAM
(6,8),(18,7),0.173776 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0745785 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0690554 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.0528481 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.0104072 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.207031 # DEPENDENCYPART_HEADBIGRAM
(6,9),(12,8),0.179047 # DEPENDENCYPART_HEADBIGRAM
(6,9),(14,8),0.172913 # DEPENDENCYPART_HEADBIGRAM
(6,10),(1,9),-0.115385 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.12001 # DEPENDENCYPART_HEADBIGRAM
(6,10),(4,9),-0.0754484 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.144554 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.309108 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.142123 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.115879 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.0628434 # DEPENDENCYPART_HEADBIGRAM
(6,10),(12,9),0.0733088 # DEPENDENCYPART_HEADBIGRAM
(6,10),(18,9),0.170302 # DEPENDENCYPART_HEADBIGRAM
(6,11),(1,10),-0.101994 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.101994 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0806776 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.311052 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.0662981 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.0141356 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.0150697 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.173709 # DEPENDENCYPART_HEADBIGRAM
(6,11),(12,10),0.183649 # DEPENDENCYPART_HEADBIGRAM
(6,11),(18,10),0.159336 # DEPENDENCYPART_HEADBIGRAM
(6,12),(2,11),-0.0616824 # DEPENDENCYPART_HEADBIGRAM
(6,12),(4,11),-0.0616827 # DEPENDENCYPART_HEADBIGRAM
(6,12),(5,11),-0.0617018 # DEPENDENCYPART_HEADBIGRAM
(6,12),(6,11),0.0689125 # DEPENDENCYPART_HEADBIGRAM
(6,12),(7,11),0.0724108 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.0724108 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.0715506 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.0715893 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,12),(18,11),0.178258 # DEPENDENCYPART_HEADBIGRAM
(6,15),(7,14),0.0518575 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.0409663 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0625622 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),-0.00654962 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.122132 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.189749 # DEPENDENCYPART_HEADBIGRAM
(6,15),(18,14),0.161156 # DEPENDENCYPART_HEADBIGRAM
(6,15),(22,14),0.154269 # DEPENDENCYPART_HEADBIGRAM
(6,16),(2,15),-0.11839 # DEPENDENCYPART_HEADBIGRAM
(6,16),(5,15),-0.0667538 # DEPENDENCYPART_HEADBIGRAM
(6,16),(6,15),0.398549 # DEPENDENCYPART_HEADBIGRAM
(6,16),(7,15),0.136625 # DEPENDENCYPART_HEADBIGRAM
(6,16),(9,15),0.107658 # DEPENDENCYPART_HEADBIGRAM
(6,16),(11,15),0.138921 # DEPENDENCYPART_HEADBIGRAM
(6,16),(12,15),0.148152 # DEPENDENCYPART_HEADBIGRAM
(6,16),(14,15),0.0795659 # DEPENDENCYPART_HEADBIGRAM
(6,16),(16,15),0.169622 # DEPENDENCYPART_HEADBIGRAM
(6,16),(18,15),0.193706 # DEPENDENCYPART_HEADBIGRAM
(6,17),(2,16),-0.0652024 # DEPENDENCYPART_HEADBIGRAM
(6,17),(6,16),0.00445728 # DEPENDENCYPART_HEADBIGRAM
(6,17),(7,16),0.0389104 # DEPENDENCYPART_HEADBIGRAM
(6,17),(9,16),0.0558878 # DEPENDENCYPART_HEADBIGRAM
(6,17),(11,16),0.09464 # DEPENDENCYPART_HEADBIGRAM
(6,17),(12,16),0.0731821 # DEPENDENCYPART_HEADBIGRAM
(6,17),(13,16),0.0755728 # DEPENDENCYPART_HEADBIGRAM
(6,17),(14,16),0.0685054 # DEPENDENCYPART_HEADBIGRAM
(6,17),(18,16),0.240899 # DEPENDENCYPART_HEADBIGRAM
(6,17),(25,16),0.142653 # DEPENDENCYPART_HEADBIGRAM
(6,18),(6,17),0.0493804 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.0717246 # DEPENDENCYPART_HEADBIGRAM
(6,18),(12,17),0.0715325 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.0496751 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.250141 # DEPENDENCYPART_HEADBIGRAM
(6,18),(19,17),0.17116 # DEPENDENCYPART_HEADBIGRAM
(6,18),(22,17),0.164432 # DEPENDENCYPART_HEADBIGRAM
(6,19),(0,18),-0.0850173 # DEPENDENCYPART_HEADBIGRAM
(6,19),(2,18),-0.0616388 # DEPENDENCYPART_HEADBIGRAM
(6,19),(6,18),0.0530253 # DEPENDENCYPART_HEADBIGRAM
(6,19),(7,18),0.0717024 # DEPENDENCYPART_HEADBIGRAM
(6,19),(9,18),0.073509 # DEPENDENCYPART_HEADBIGRAM
(6,19),(11,18),0.0552506 # DEPENDENCYPART_HEADBIGRAM
(6,19),(12,18),0.069725 # DEPENDENCYPART_HEADBIGRAM
(6,19),(13,18),0.0709292 # DEPENDENCYPART_HEADBIGRAM
(6,19),(14,18),0.0709056 # DEPENDENCYPART_HEADBIGRAM
(6,19),(16,18),0.0684113 # DEPENDENCYPART_HEADBIGRAM
(6,21),(18,20),0.0709258 # DEPENDENCYPART_HEADBIGRAM
(6,21),(19,20),0.0709277 # DEPENDENCYPART_HEADBIGRAM
(6,21),(21,20),0.157254 # DEPENDENCYPART_HEADBIGRAM
(6,21),(22,20),0.170807 # DEPENDENCYPART_HEADBIGRAM
(6,21),(24,20),0.170807 # DEPENDENCYPART_HEADBIGRAM
(6,21),(25,20),0.174284 # DEPENDENCYPART_HEADBIGRAM
(6,22),(6,21),0.0765114 # DEPENDENCYPART_HEADBIGRAM
(6,22),(12,21),0.11064 # DEPENDENCYPART_HEADBIGRAM
(6,22),(16,21),0.0788797 # DEPENDENCYPART_HEADBIGRAM
(6,22),(18,21),0.0650947 # DEPENDENCYPART_HEADBIGRAM
(6,22),(19,21),0.065343 # DEPENDENCYPART_HEADBIGRAM
(6,22),(20,21),0.0673445 # DEPENDENCYPART_HEADBIGRAM
(6,22),(22,21),0.216383 # DEPENDENCYPART_HEADBIGRAM
(6,22),(24,21),0.160441 # DEPENDENCYPART_HEADBIGRAM
(6,22),(25,21),0.170251 # DEPENDENCYPART_HEADBIGRAM
(6,24),(22,23),0.0387303 # DEPENDENCYPART_HEADBIGRAM
(6,24),(24,23),0.352107 # DEPENDENCYPART_HEADBIGRAM
(6,24),(25,23),0.159033 # DEPENDENCYPART_HEADBIGRAM
(6,25),(6,24),0.0559458 # DEPENDENCYPART_HEADBIGRAM
(6,25),(7,24),0.0774627 # DEPENDENCYPART_HEADBIGRAM
(6,25),(9,24),0.0649553 # DEPENDENCYPART_HEADBIGRAM
(6,25),(12,24),0.0680622 # DEPENDENCYPART_HEADBIGRAM
(6,25),(18,24),0.0535517 # DEPENDENCYPART_HEADBIGRAM
(6,25),(19,24),0.11112 # DEPENDENCYPART_HEADBIGRAM
(6,25),(20,24),0.0598436 # DEPENDENCYPART_HEADBIGRAM
(6,25),(21,24),0.0746446 # DEPENDENCYPART_HEADBIGRAM
(6,25),(22,24),0.0545947 # DEPENDENCYPART_HEADBIGRAM
(6,25),(25,24),0.277987 # DEPENDENCYPART_HEADBIGRAM
(6,26),(6,25),0.01906 # DEPENDENCYPART_HEADBIGRAM
(6,26),(7,25),0.113942 # DEPENDENCYPART_HEADBIGRAM
(6,26),(9,25),0.0977817 # DEPENDENCYPART_HEADBIGRAM
(6,26),(12,25),0.0386439 # DEPENDENCYPART_HEADBIGRAM
(6,26),(16,25),-0.0359645 # DEPENDENCYPART_HEADBIGRAM
(6,26),(18,25),0.0861613 # DEPENDENCYPART_HEADBIGRAM
(6,26),(19,25),0.057687 # DEPENDENCYPART_HEADBIGRAM
(6,26),(22,25),0.0869524 # DEPENDENCYPART_HEADBIGRAM
(6,26),(24,25),0.0534232 # DEPENDENCYPART_HEADBIGRAM
(6,26),(26,25),0.159538 # DEPENDENCYPART_HEADBIGRAM
(7,5),(2,4),-0.269731 # DEPENDENCYPART_HEADBIGRAM
(7,5),(3,4),-0.270039 # DEPENDENCYPART_HEADBIGRAM
(7,5),(5,4),-0.18664 # DEPENDENCYPART_HEADBIGRAM
(7,5),(6,4),-0.0872639 # DEPENDENCYPART_HEADBIGRAM
(7,5),(9,4),0.073314 # DEPENDENCYPART_HEADBIGRAM
(7,8),(1,7),-0.0569681 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),-0.0612235 # DEPENDENCYPART_HEADBIGRAM
(7,8),(4,7),-0.0739229 # DEPENDENCYPART_HEADBIGRAM
