# _root_ J.P. Morgan & Co. swung to a loss in the third quarter , while NCNB Corp. reported net income more than doubled , and Security Pacific Corp. net rose 10 % .
#goldHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,17,17,28,28,28,29,24,31,29,5,
#predictedHeads=2,5,2,3,0,5,8,6,5,12,12,9,5,5,17,15,14,19,22,22,20,17,22,22,28,28,28,29,24,31,29,5,
(19,21),(19,29),(19,31),-0.0797499 # DEPENDENCYPART_TRISIBL
(19,21),(19,29),(19,32),-0.155855 # DEPENDENCYPART_TRISIBL
(19,21),(19,29),(19,33),-0.149472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,31),(19,32),-0.116059 # DEPENDENCYPART_TRISIBL
(19,21),(19,31),(19,33),-0.121161 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,21),(19,32),(19,33),-0.0955859 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,23),(19,24),0.0721054 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,25),-0.0290593 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,26),-0.0290617 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,27),-0.0298161 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,28),-0.122978 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,29),-0.0889874 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,31),-0.124142 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,32),-0.0832788 # DEPENDENCYPART_TRISIBL
(19,22),(19,23),(19,33),-0.121506 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,24),(19,25),-0.0670764 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,26),-0.0670788 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,27),-0.0674559 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,28),-0.0932339 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,29),-0.108172 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,31),-0.094325 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,32),-0.000597897 # DEPENDENCYPART_TRISIBL
(19,22),(19,24),(19,33),-0.0700234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,25),(19,26),-0.0670907 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,27),-0.0674678 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,28),-0.0933721 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,29),-0.105257 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,31),-0.0944632 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,32),-0.0653944 # DEPENDENCYPART_TRISIBL
(19,22),(19,25),(19,33),-0.0805846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,26),(19,27),-0.0674678 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,28),-0.0933721 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,29),-0.105257 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,31),-0.0944632 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,32),-0.0653944 # DEPENDENCYPART_TRISIBL
(19,22),(19,26),(19,33),-0.0805858 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,27),(19,28),-0.0933721 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,29),-0.105257 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,31),-0.0944632 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,32),-0.0653944 # DEPENDENCYPART_TRISIBL
(19,22),(19,27),(19,33),-0.0806155 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,28),(19,29),-0.106702 # DEPENDENCYPART_TRISIBL
(19,22),(19,28),(19,31),-0.0946249 # DEPENDENCYPART_TRISIBL
(19,22),(19,28),(19,32),-0.0613519 # DEPENDENCYPART_TRISIBL
(19,22),(19,28),(19,33),-0.111754 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,29),(19,31),-0.0943865 # DEPENDENCYPART_TRISIBL
(19,22),(19,29),(19,32),-0.0785775 # DEPENDENCYPART_TRISIBL
(19,22),(19,29),(19,33),-0.154512 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,31),(19,32),-0.0614015 # DEPENDENCYPART_TRISIBL
(19,22),(19,31),(19,33),-0.112378 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,22),(19,32),(19,33),-0.0351099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,24),(19,25),-0.00929356 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,26),-0.00983997 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,27),-0.0104496 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,28),-0.00874344 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,29),-0.0782721 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,31),-0.00701475 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,32),-0.0176822 # DEPENDENCYPART_TRISIBL
(19,23),(19,24),(19,33),-0.00835312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,25),(19,26),-0.00954212 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,27),-0.0102761 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,28),0.00305509 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,29),-0.0733904 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,31),0.0130876 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,32),-0.175748 # DEPENDENCYPART_TRISIBL
(19,23),(19,25),(19,33),-0.0925097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,26),(19,27),-0.0103556 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,28),0.00305504 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,29),-0.0733905 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,31),0.0130876 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,32),-0.18131 # DEPENDENCYPART_TRISIBL
(19,23),(19,26),(19,33),-0.0807122 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,27),(19,28),0.00303068 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,29),-0.0734075 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,31),0.0130632 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,32),-0.181318 # DEPENDENCYPART_TRISIBL
(19,23),(19,27),(19,33),-0.0988538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,28),(19,29),-0.0593233 # DEPENDENCYPART_TRISIBL
(19,23),(19,28),(19,31),-0.041452 # DEPENDENCYPART_TRISIBL
(19,23),(19,28),(19,32),-0.141069 # DEPENDENCYPART_TRISIBL
(19,23),(19,28),(19,33),-0.0363441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,29),(19,31),0.0305257 # DEPENDENCYPART_TRISIBL
(19,23),(19,29),(19,32),-0.102952 # DEPENDENCYPART_TRISIBL
(19,23),(19,29),(19,33),-0.154683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,31),(19,32),-0.14333 # DEPENDENCYPART_TRISIBL
(19,23),(19,31),(19,33),-0.0513022 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,23),(19,32),(19,33),-0.331419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,25),(19,26),-0.0259851 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,27),-0.0295157 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,28),-0.137303 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,29),-0.0595669 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,31),-0.143982 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,32),-0.154704 # DEPENDENCYPART_TRISIBL
(19,24),(19,25),(19,33),-0.109039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,26),(19,27),-0.0295157 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,28),-0.137303 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,29),-0.0595669 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,31),-0.143982 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,32),-0.154704 # DEPENDENCYPART_TRISIBL
(19,24),(19,26),(19,33),-0.107252 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,27),(19,28),-0.137895 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,29),-0.0595813 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,31),-0.144575 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,32),-0.154704 # DEPENDENCYPART_TRISIBL
(19,24),(19,27),(19,33),-0.105842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,28),(19,29),-0.068724 # DEPENDENCYPART_TRISIBL
(19,24),(19,28),(19,31),-0.14638 # DEPENDENCYPART_TRISIBL
(19,24),(19,28),(19,32),-0.161178 # DEPENDENCYPART_TRISIBL
(19,24),(19,28),(19,33),-0.160184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,29),(19,31),-0.142905 # DEPENDENCYPART_TRISIBL
(19,24),(19,29),(19,32),-0.182009 # DEPENDENCYPART_TRISIBL
(19,24),(19,29),(19,33),-0.110619 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,31),(19,32),-0.161446 # DEPENDENCYPART_TRISIBL
(19,24),(19,31),(19,33),-0.169511 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,24),(19,32),(19,33),-0.100868 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,26),(19,27),-0.139783 # DEPENDENCYPART_TRISIBL
(19,25),(19,26),(19,28),-0.160126 # DEPENDENCYPART_TRISIBL
(19,25),(19,26),(19,29),-0.0925183 # DEPENDENCYPART_TRISIBL
(19,25),(19,26),(19,31),-0.167834 # DEPENDENCYPART_TRISIBL
(19,25),(19,26),(19,32),-0.0913825 # DEPENDENCYPART_TRISIBL
(19,25),(19,26),(19,33),-0.203755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,27),(19,28),-0.160242 # DEPENDENCYPART_TRISIBL
(19,25),(19,27),(19,29),-0.0925497 # DEPENDENCYPART_TRISIBL
(19,25),(19,27),(19,31),-0.167951 # DEPENDENCYPART_TRISIBL
(19,25),(19,27),(19,32),-0.0915574 # DEPENDENCYPART_TRISIBL
(19,25),(19,27),(19,33),-0.209627 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,28),(19,29),-0.09544 # DEPENDENCYPART_TRISIBL
(19,25),(19,28),(19,31),-0.176198 # DEPENDENCYPART_TRISIBL
(19,25),(19,28),(19,32),-0.0781473 # DEPENDENCYPART_TRISIBL
(19,25),(19,28),(19,33),-0.208391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,29),(19,31),-0.164905 # DEPENDENCYPART_TRISIBL
(19,25),(19,29),(19,32),-0.106026 # DEPENDENCYPART_TRISIBL
(19,25),(19,29),(19,33),-0.180724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,31),(19,32),-0.0790722 # DEPENDENCYPART_TRISIBL
(19,25),(19,31),(19,33),-0.20873 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,25),(19,32),(19,33),-0.139157 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,27),(19,28),-0.158617 # DEPENDENCYPART_TRISIBL
(19,26),(19,27),(19,29),-0.090059 # DEPENDENCYPART_TRISIBL
(19,26),(19,27),(19,31),-0.166326 # DEPENDENCYPART_TRISIBL
(19,26),(19,27),(19,32),-0.0921186 # DEPENDENCYPART_TRISIBL
(19,26),(19,27),(19,33),-0.212136 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,28),(19,29),-0.0929539 # DEPENDENCYPART_TRISIBL
(19,26),(19,28),(19,31),-0.174573 # DEPENDENCYPART_TRISIBL
(19,26),(19,28),(19,32),-0.0787085 # DEPENDENCYPART_TRISIBL
(19,26),(19,28),(19,33),-0.216643 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,29),(19,31),-0.163279 # DEPENDENCYPART_TRISIBL
(19,26),(19,29),(19,32),-0.106587 # DEPENDENCYPART_TRISIBL
(19,26),(19,29),(19,33),-0.187652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,31),(19,32),-0.0796334 # DEPENDENCYPART_TRISIBL
(19,26),(19,31),(19,33),-0.216982 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,26),(19,32),(19,33),-0.147327 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,27),(19,28),(19,29),-0.0889434 # DEPENDENCYPART_TRISIBL
(19,27),(19,28),(19,31),-0.149923 # DEPENDENCYPART_TRISIBL
(19,27),(19,28),(19,32),-0.0791543 # DEPENDENCYPART_TRISIBL
(19,27),(19,28),(19,33),-0.284451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,27),(19,29),(19,31),-0.139038 # DEPENDENCYPART_TRISIBL
(19,27),(19,29),(19,32),-0.108194 # DEPENDENCYPART_TRISIBL
(19,27),(19,29),(19,33),-0.254304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,27),(19,31),(19,32),-0.0800792 # DEPENDENCYPART_TRISIBL
(19,27),(19,31),(19,33),-0.284789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,27),(19,32),(19,33),-0.215729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,28),(19,29),(19,31),-0.131442 # DEPENDENCYPART_TRISIBL
(19,28),(19,29),(19,32),-0.0661103 # DEPENDENCYPART_TRISIBL
(19,28),(19,29),(19,33),-0.0779098 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,28),(19,31),(19,32),-0.0703219 # DEPENDENCYPART_TRISIBL
(19,28),(19,31),(19,33),-0.181545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,28),(19,32),(19,33),0.000262795 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,29),(19,31),(19,32),-0.0647162 # DEPENDENCYPART_TRISIBL
(19,29),(19,31),(19,33),-0.115175 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,29),(19,32),(19,33),-0.0302943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,31),(19,32),(19,33),0.0138273 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,18),(19,17),-0.17913 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),-0.102028 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),-0.0983422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.150599 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.171031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,10),-0.128736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),-0.128851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.121562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.119624 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.1505 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.163834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,10),-0.127938 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.246044 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.172668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.102098 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.121956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,10),-0.021304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.184469 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.0999934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,11),-0.121948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,10),-0.0212389 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.140211 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,11),-0.17975 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,10),-0.107641 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),-0.118545 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,10),-0.138934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,-1),-0.125334 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,10),(19,-1),-0.144661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0488758 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),-0.0508436 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.0788505 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.0602869 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,10),0.0310249 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),-0.122059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),-0.00835073 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.0908936 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),-0.0833019 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,10),0.0420814 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.064168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.0908936 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,11),-0.0832931 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,10),0.0420814 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,-1),-0.0682318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,14),(19,11),-0.0658864 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,10),0.0281137 # DEPENDENCYPART_TRISIBL
(19,18),(19,14),(19,-1),-0.0649801 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,11),(19,10),0.0732967 # DEPENDENCYPART_TRISIBL
(19,18),(19,11),(19,-1),-0.0830058 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,10),(19,-1),0.0476661 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,16),(19,15),-0.0841439 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,14),-0.0825177 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,11),-0.0676987 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,10),-0.0356584 # DEPENDENCYPART_TRISIBL
(19,17),(19,16),(19,-1),-0.142663 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,15),(19,14),-0.0825174 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,11),-0.0676987 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,10),-0.0356584 # DEPENDENCYPART_TRISIBL
(19,17),(19,15),(19,-1),-0.142655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,14),(19,11),-0.0666336 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,10),-0.0540468 # DEPENDENCYPART_TRISIBL
(19,17),(19,14),(19,-1),-0.130475 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,11),(19,10),-0.054102 # DEPENDENCYPART_TRISIBL
(19,17),(19,11),(19,-1),-0.129826 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,17),(19,10),(19,-1),-0.15988 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,15),(19,14),-0.105823 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,11),0.0361857 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,10),0.0489924 # DEPENDENCYPART_TRISIBL
(19,16),(19,15),(19,-1),-0.174697 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,14),(19,11),-0.0205567 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,10),0.043107 # DEPENDENCYPART_TRISIBL
(19,16),(19,14),(19,-1),-0.17786 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,11),(19,10),0.0899349 # DEPENDENCYPART_TRISIBL
(19,16),(19,11),(19,-1),-0.196939 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,16),(19,10),(19,-1),-0.0449179 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,14),(19,11),-0.0229864 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,10),0.0481565 # DEPENDENCYPART_TRISIBL
(19,15),(19,14),(19,-1),-0.144282 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,11),(19,10),0.094994 # DEPENDENCYPART_TRISIBL
(19,15),(19,11),(19,-1),-0.164757 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,15),(19,10),(19,-1),-0.0123693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,11),(19,10),-0.126367 # DEPENDENCYPART_TRISIBL
(19,14),(19,11),(19,-1),-0.169374 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,14),(19,10),(19,-1),-0.163277 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,11),(19,10),(19,-1),0.0268071 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,21),(20,22),-0.107939 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,24),-0.116819 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,25),-0.156748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,28),-0.1304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,21),(20,33),-0.200836 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,22),(20,24),-0.01361 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,25),-0.113554 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,28),-0.148397 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,22),(20,33),-0.160996 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,24),(20,25),-0.0680443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,28),-0.0571539 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,24),(20,33),-0.220562 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,25),(20,28),-0.139956 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,25),(20,33),-0.213625 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,20),(20,28),(20,33),-0.201256 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(20,21),(20,22),(20,24),-0.039382 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,25),-0.0759522 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,28),-0.072135 # DEPENDENCYPART_TRISIBL
(20,21),(20,22),(20,33),-0.126365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,24),(20,25),-0.0682663 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,28),-0.0786261 # DEPENDENCYPART_TRISIBL
(20,21),(20,24),(20,33),-0.0875437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,25),(20,28),-0.0779711 # DEPENDENCYPART_TRISIBL
(20,21),(20,25),(20,33),-0.119584 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,21),(20,28),(20,33),-0.0922376 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,24),(20,25),-0.0747267 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,28),-0.0940106 # DEPENDENCYPART_TRISIBL
(20,22),(20,24),(20,33),-0.0577653 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,25),(20,28),-0.0940425 # DEPENDENCYPART_TRISIBL
(20,22),(20,25),(20,33),-0.092185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,22),(20,28),(20,33),-0.0972216 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,25),(20,28),-0.109341 # DEPENDENCYPART_TRISIBL
(20,24),(20,25),(20,33),-0.0635501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,24),(20,28),(20,33),-0.0950245 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,25),(20,28),(20,33),-0.116979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,19),(20,18),-0.0969741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,15),-0.0791542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,5),-0.128048 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,2),-0.0857832 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,19),(20,-1),-0.0710119 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,18),(20,15),-0.117951 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,5),-0.142395 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,2),-0.124078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,18),(20,-1),-0.227045 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,15),(20,5),-0.104133 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,2),-0.163612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,15),(20,-1),-0.231153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,5),(20,2),-0.126443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(20,20),(20,5),(20,-1),-0.224485 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,20),(20,2),(20,-1),-0.222072 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(20,19),(20,18),(20,15),-0.0413249 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,5),-0.0587647 # DEPENDENCYPART_TRISIBL
(20,19),(20,18),(20,2),-0.0421488 # DEPENDENCYPART_TRISIBL
