# _root_ For example , Halliburton jumped 3 1\/4 to 38 , Schlumberger rose 2 1\/2 to 43 1\/4 and Baker Hughes rose 1 1\/8 to 22 .
#goldHeads=0,1,1,5,1,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,1,
#predictedHeads=5,1,5,5,0,7,5,5,8,5,12,5,14,12,12,17,15,12,20,21,18,23,21,21,24,5,
(5,6),(5,12),(5,15),-0.0595642 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,18),-0.107187 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,20),-0.0976987 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,21),-0.106641 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,23),-0.0980743 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,24),-0.0595642 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,26),-0.111904 # DEPENDENCYPART_TRISIBL
(5,6),(5,12),(5,27),-0.111941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,14),(5,15),-0.0349185 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,18),-0.12003 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,20),-0.0989995 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,21),-0.0986457 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,23),-0.113773 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,24),-0.0349185 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,26),-0.114868 # DEPENDENCYPART_TRISIBL
(5,6),(5,14),(5,27),-0.131121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,15),(5,18),-0.129008 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,20),-0.0949737 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,21),-0.131791 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,23),-0.117579 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,24),-0.0562739 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,26),-0.179254 # DEPENDENCYPART_TRISIBL
(5,6),(5,15),(5,27),-0.104923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,18),(5,20),-0.0979795 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,21),-0.107855 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,23),-0.106686 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,24),-0.0601376 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,26),-0.0518954 # DEPENDENCYPART_TRISIBL
(5,6),(5,18),(5,27),-0.075948 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,20),(5,21),-0.109476 # DEPENDENCYPART_TRISIBL
(5,6),(5,20),(5,23),-0.0984987 # DEPENDENCYPART_TRISIBL
(5,6),(5,20),(5,24),-0.0515416 # DEPENDENCYPART_TRISIBL
(5,6),(5,20),(5,26),-0.0465405 # DEPENDENCYPART_TRISIBL
(5,6),(5,20),(5,27),-0.111696 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,21),(5,23),-0.0980743 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,24),-0.0595642 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,26),-0.111904 # DEPENDENCYPART_TRISIBL
(5,6),(5,21),(5,27),-0.111941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,23),(5,24),-0.0338131 # DEPENDENCYPART_TRISIBL
(5,6),(5,23),(5,26),-0.104826 # DEPENDENCYPART_TRISIBL
(5,6),(5,23),(5,27),-0.140513 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,24),(5,26),-0.179254 # DEPENDENCYPART_TRISIBL
(5,6),(5,24),(5,27),-0.104923 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,26),(5,27),-0.136839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.125149 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),0.0871266 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0948934 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.134161 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,14),-0.12593 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,15),-0.0551893 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,18),-0.123662 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,20),-0.0948934 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,21),-0.134161 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,23),-0.125032 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,24),-0.0551893 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,26),-0.184406 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,27),-0.106755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0757054 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.0987041 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.0996462 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,14),-0.119037 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.0297202 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,18),-0.113543 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,20),-0.0987041 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,21),-0.0996462 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,23),-0.118241 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,24),-0.0297202 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,26),-0.107508 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,27),-0.13553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.104807 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,12),-0.118726 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,14),-0.0565869 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,15),-0.0258152 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,18),-0.165075 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,20),-0.104807 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,21),-0.118726 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,23),-0.0557443 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,24),-0.0258152 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,26),-0.10543 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,27),-0.242185 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,12),-0.110478 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,14),-0.103996 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,15),-0.0500257 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,18),-0.10524 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,20),-0.0982963 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,21),-0.110478 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,23),-0.103167 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,24),-0.0500257 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,26),-0.0492409 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,27),-0.118311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,14),-0.103555 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,15),-0.0580789 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,18),-0.103242 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,20),-0.0975895 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,21),-0.107643 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,23),-0.102742 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,24),-0.0580789 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,26),-0.114695 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,27),-0.118032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,14),(5,15),-0.0313774 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,18),-0.113599 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,20),-0.0987054 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,21),-0.0996474 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,23),-0.118423 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,24),-0.0313774 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,26),-0.117551 # DEPENDENCYPART_TRISIBL
(5,7),(5,14),(5,27),-0.127813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,18),-0.123662 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,20),-0.0948934 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,21),-0.134161 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,23),-0.125032 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,24),-0.0551893 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,26),-0.184406 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,27),-0.106755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,18),(5,20),-0.0978703 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,21),-0.108856 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,23),-0.111354 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,24),-0.0586226 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,26),-0.0547951 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,27),-0.0826774 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,20),(5,21),-0.110478 # DEPENDENCYPART_TRISIBL
(5,7),(5,20),(5,23),-0.103167 # DEPENDENCYPART_TRISIBL
(5,7),(5,20),(5,24),-0.0500257 # DEPENDENCYPART_TRISIBL
(5,7),(5,20),(5,26),-0.0492409 # DEPENDENCYPART_TRISIBL
(5,7),(5,20),(5,27),-0.118311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,21),(5,23),-0.102742 # DEPENDENCYPART_TRISIBL
(5,7),(5,21),(5,24),-0.0580789 # DEPENDENCYPART_TRISIBL
(5,7),(5,21),(5,26),-0.114695 # DEPENDENCYPART_TRISIBL
(5,7),(5,21),(5,27),-0.118032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,23),(5,24),-0.0302721 # DEPENDENCYPART_TRISIBL
(5,7),(5,23),(5,26),-0.107509 # DEPENDENCYPART_TRISIBL
(5,7),(5,23),(5,27),-0.137204 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,24),(5,26),-0.184406 # DEPENDENCYPART_TRISIBL
(5,7),(5,24),(5,27),-0.106755 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,26),(5,27),-0.144565 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0606054 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),-0.120823 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.0433606 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,14),-0.0352908 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.187174 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,18),-0.0724116 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,20),-0.120823 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,21),-0.0433606 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,23),-0.0350783 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,24),-0.187174 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,26),-0.110654 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,27),-0.0855818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.167151 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,12),0.0690873 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,14),-0.0602519 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,15),-0.220441 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,18),-0.0315557 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,20),-0.167151 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,21),0.0690873 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,23),-0.0601189 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,24),-0.220441 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,26),-0.114696 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,27),-0.140351 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,12),-0.0425887 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,14),-0.0375865 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,15),-0.198433 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,18),-0.0728075 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,20),-0.121714 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,21),-0.0425887 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,23),-0.0374613 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,24),-0.198433 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,26),-0.105549 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,27),-0.0708665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,14),-0.0376029 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,15),-0.181814 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,18),-0.0715108 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,20),-0.12079 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,21),-0.0423625 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,23),-0.0374774 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,24),-0.181814 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,26),-0.148984 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,27),-0.0945884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,14),(5,15),-0.187174 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,18),-0.0725848 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,20),-0.120823 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,21),-0.0437964 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,23),-0.0350755 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,24),-0.187174 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,26),-0.110654 # DEPENDENCYPART_TRISIBL
(5,8),(5,14),(5,27),-0.0863322 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,15),(5,18),-0.101741 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,20),-0.123908 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,21),-0.0396985 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,23),-0.0375151 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,24),-0.184357 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,26),-0.0162474 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,27),-0.101974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,18),(5,20),-0.121479 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,21),-0.0438046 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,23),-0.0374599 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,24),-0.206941 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,26),-0.0735425 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,27),-0.018635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,20),(5,21),-0.0425887 # DEPENDENCYPART_TRISIBL
(5,8),(5,20),(5,23),-0.0374613 # DEPENDENCYPART_TRISIBL
(5,8),(5,20),(5,24),-0.198433 # DEPENDENCYPART_TRISIBL
(5,8),(5,20),(5,26),-0.105549 # DEPENDENCYPART_TRISIBL
(5,8),(5,20),(5,27),-0.0708665 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,21),(5,23),-0.0374774 # DEPENDENCYPART_TRISIBL
(5,8),(5,21),(5,24),-0.181814 # DEPENDENCYPART_TRISIBL
(5,8),(5,21),(5,26),-0.148984 # DEPENDENCYPART_TRISIBL
(5,8),(5,21),(5,27),-0.0945884 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,23),(5,24),-0.187174 # DEPENDENCYPART_TRISIBL
(5,8),(5,23),(5,26),-0.110865 # DEPENDENCYPART_TRISIBL
(5,8),(5,23),(5,27),-0.0858815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,24),(5,26),-0.0162474 # DEPENDENCYPART_TRISIBL
(5,8),(5,24),(5,27),-0.101974 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,26),(5,27),-0.0695717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.104726 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,12),-0.117358 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,14),-0.054974 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,15),-0.0251993 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,18),-0.165394 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,20),-0.104726 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,21),-0.117358 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,23),-0.0541314 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,24),-0.0251993 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,26),-0.0999311 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,27),-0.241221 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,12),-0.10911 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,14),-0.102383 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.0494618 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,18),-0.105998 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,20),-0.0982098 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,21),-0.10911 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,23),-0.101554 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,24),-0.0494618 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,26),-0.0437409 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,27),-0.118312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,14),-0.101942 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,15),-0.0574854 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,18),-0.104001 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,20),-0.0975031 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,21),-0.106275 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,23),-0.10113 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,24),-0.0574854 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,26),-0.109104 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,27),-0.118034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,14),(5,15),-0.0307624 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,18),-0.114357 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,20),-0.098619 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,21),-0.0982793 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,23),-0.116809 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,24),-0.0307624 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,26),-0.112051 # DEPENDENCYPART_TRISIBL
(5,9),(5,14),(5,27),-0.127188 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,18),-0.125617 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,20),-0.0947764 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,21),-0.131425 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,23),-0.121824 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,24),-0.0541952 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,26),-0.1726 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,27),-0.112192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,18),(5,20),-0.0977838 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,21),-0.107488 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,23),-0.109741 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,24),-0.0580588 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,26),-0.0502166 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,27),-0.0825637 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,20),(5,21),-0.10911 # DEPENDENCYPART_TRISIBL
(5,9),(5,20),(5,23),-0.101554 # DEPENDENCYPART_TRISIBL
(5,9),(5,20),(5,24),-0.0494618 # DEPENDENCYPART_TRISIBL
(5,9),(5,20),(5,26),-0.0437409 # DEPENDENCYPART_TRISIBL
(5,9),(5,20),(5,27),-0.118312 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,21),(5,23),-0.10113 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,24),-0.0574854 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,26),-0.109104 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,27),-0.118034 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,23),(5,24),-0.029657 # DEPENDENCYPART_TRISIBL
(5,9),(5,23),(5,26),-0.102009 # DEPENDENCYPART_TRISIBL
(5,9),(5,23),(5,27),-0.136579 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,24),(5,26),-0.1726 # DEPENDENCYPART_TRISIBL
(5,9),(5,24),(5,27),-0.112192 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,26),(5,27),-0.144194 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,12),-0.0643567 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,14),-0.0767652 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,15),-0.151101 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,18),-0.142692 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,20),-0.0728555 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,21),-0.0643567 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,23),-0.0767967 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,24),-0.151101 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,26),-0.174622 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,27),-0.0566311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,14),-0.0733743 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,15),-0.172003 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,18),-0.127529 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,20),-0.0612132 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,21),-0.0773904 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,23),-0.0733576 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,24),-0.172003 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,26),-0.0481816 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,27),0.034143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,14),(5,15),-0.173121 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,18),-0.0722648 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,20),-0.0624314 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,21),-0.0758152 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,23),-0.0773177 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,24),-0.173121 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,26),-0.118952 # DEPENDENCYPART_TRISIBL
(5,10),(5,14),(5,27),-0.0429265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,15),(5,18),-0.0917317 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,20),-0.0535575 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,21),-0.0693865 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,23),-0.0764779 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,24),-0.165458 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,26),-0.0203924 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,27),-0.0786898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,18),(5,20),-0.0648071 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,21),-0.0781551 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,23),-0.0734445 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,24),-0.149675 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,26),0.0665683 # DEPENDENCYPART_TRISIBL
(5,10),(5,18),(5,27),0.0573763 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,20),(5,21),-0.0643567 # DEPENDENCYPART_TRISIBL
(5,10),(5,20),(5,23),-0.0767967 # DEPENDENCYPART_TRISIBL
(5,10),(5,20),(5,24),-0.151101 # DEPENDENCYPART_TRISIBL
(5,10),(5,20),(5,26),-0.174622 # DEPENDENCYPART_TRISIBL
(5,10),(5,20),(5,27),-0.0560656 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,21),(5,23),-0.0733576 # DEPENDENCYPART_TRISIBL
(5,10),(5,21),(5,24),-0.172003 # DEPENDENCYPART_TRISIBL
(5,10),(5,21),(5,26),-0.0481816 # DEPENDENCYPART_TRISIBL
(5,10),(5,21),(5,27),0.034143 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,23),(5,24),-0.173121 # DEPENDENCYPART_TRISIBL
