# _root_ Grinned Griffith Peck , a trader in Shearson Lehman Hutton Inc. 's OTC department : `` I tell you , this market acts healthy . ''
#goldHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
#predictedHeads=0,3,1,3,6,3,6,11,11,11,14,11,14,7,1,1,18,1,18,18,22,23,18,23,1,1,
(1,4),(1,9),(1,12),-0.0885021 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,13),-0.0729578 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,14),-0.0351011 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,15),0.0247169 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,16),-0.0687574 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,18),-0.0551261 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,19),-0.0778765 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,20),-0.00901545 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,22),-0.0357062 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,23),-0.0241119 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,24),-0.063362 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,25),-0.175872 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,26),-0.0777876 # DEPENDENCYPART_TRISIBL
(1,4),(1,9),(1,27),-0.0582019 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,10),(1,11),-0.0741842 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,12),-0.0885021 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,13),-0.0729597 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,14),-0.0351011 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,15),0.0247169 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,16),-0.0687574 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,18),-0.0551261 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,19),-0.0778765 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,20),-0.00903754 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,22),-0.0357062 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,23),-0.0241104 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,24),-0.063362 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,25),-0.175872 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,26),-0.0777876 # DEPENDENCYPART_TRISIBL
(1,4),(1,10),(1,27),-0.055857 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,11),(1,12),-0.0885021 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,13),-0.0729579 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,14),-0.0351011 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,15),0.0240794 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,16),-0.0687577 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,18),-0.0555328 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,19),-0.0778765 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,20),-0.0252899 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,22),-0.0357062 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,23),-0.0241193 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,24),-0.063362 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,25),-0.175872 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,26),-0.0777876 # DEPENDENCYPART_TRISIBL
(1,4),(1,11),(1,27),-0.0585635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,12),(1,13),-0.0589197 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,14),-0.0767187 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,15),0.00221023 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,16),-0.0681825 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,18),-0.0505874 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,19),-0.0751255 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,20),0.0364876 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,22),-0.0771624 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,23),-0.0463793 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,24),-0.0666215 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,25),-0.0565655 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,26),-0.0881702 # DEPENDENCYPART_TRISIBL
(1,4),(1,12),(1,27),-0.0894359 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,13),(1,14),-0.0351585 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,15),0.0247169 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,16),-0.0687574 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,18),-0.0551261 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,19),-0.0778765 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,20),-0.00979349 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,22),-0.0357636 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,23),-0.0241104 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,24),-0.0633628 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,25),-0.172772 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,26),-0.0777876 # DEPENDENCYPART_TRISIBL
(1,4),(1,13),(1,27),-0.0590056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,14),(1,15),0.0290508 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,16),-0.0770162 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,18),-0.0364199 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,19),-0.0751389 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,20),-0.0989468 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,22),-0.121403 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,23),-0.0334347 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,24),-0.0602687 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,25),-0.0104275 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,26),-0.0745853 # DEPENDENCYPART_TRISIBL
(1,4),(1,14),(1,27),-0.074682 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,15),(1,16),-0.0764818 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,18),-0.0665025 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,19),-0.0775104 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,20),0.0100785 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,22),-0.0854232 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,23),-0.0549373 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,24),-0.0667436 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,25),-0.0728001 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,26),-0.0503573 # DEPENDENCYPART_TRISIBL
(1,4),(1,15),(1,27),-0.134602 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,16),(1,18),0.0639424 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,19),-0.0788196 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,20),0.0194209 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,22),-0.0946256 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,23),0.0708471 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,24),-0.0176151 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,25),-0.0695881 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,26),-0.103871 # DEPENDENCYPART_TRISIBL
(1,4),(1,16),(1,27),-0.0927459 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,18),(1,19),-0.0750938 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,20),0.0902747 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,22),-0.071 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,23),-0.0492462 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,24),-0.0673259 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,25),-0.0747047 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,26),-0.0899444 # DEPENDENCYPART_TRISIBL
(1,4),(1,18),(1,27),0.0153331 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,19),(1,20),0.0533899 # DEPENDENCYPART_TRISIBL
(1,4),(1,19),(1,22),-0.0795561 # DEPENDENCYPART_TRISIBL
(1,4),(1,19),(1,23),-0.0469952 # DEPENDENCYPART_TRISIBL
(1,4),(1,19),(1,24),-0.0688456 # DEPENDENCYPART_TRISIBL
(1,4),(1,19),(1,25),-0.0697203 # DEPENDENCYPART_TRISIBL
(1,4),(1,19),(1,26),-0.0882221 # DEPENDENCYPART_TRISIBL
(1,4),(1,19),(1,27),-0.0871997 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,20),(1,22),-0.119727 # DEPENDENCYPART_TRISIBL
(1,4),(1,20),(1,23),-0.0718332 # DEPENDENCYPART_TRISIBL
(1,4),(1,20),(1,24),-0.0546096 # DEPENDENCYPART_TRISIBL
(1,4),(1,20),(1,25),-0.099297 # DEPENDENCYPART_TRISIBL
(1,4),(1,20),(1,26),-0.095416 # DEPENDENCYPART_TRISIBL
(1,4),(1,20),(1,27),-0.233839 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,22),(1,23),-0.0334347 # DEPENDENCYPART_TRISIBL
(1,4),(1,22),(1,24),-0.0602687 # DEPENDENCYPART_TRISIBL
(1,4),(1,22),(1,25),-0.0104349 # DEPENDENCYPART_TRISIBL
(1,4),(1,22),(1,26),-0.0713972 # DEPENDENCYPART_TRISIBL
(1,4),(1,22),(1,27),-0.0770131 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,23),(1,24),-0.0726621 # DEPENDENCYPART_TRISIBL
(1,4),(1,23),(1,25),-0.0921803 # DEPENDENCYPART_TRISIBL
(1,4),(1,23),(1,26),-0.0905218 # DEPENDENCYPART_TRISIBL
(1,4),(1,23),(1,27),0.0592239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,24),(1,25),-0.043752 # DEPENDENCYPART_TRISIBL
(1,4),(1,24),(1,26),-0.0900569 # DEPENDENCYPART_TRISIBL
(1,4),(1,24),(1,27),-0.044426 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,25),(1,26),-0.161729 # DEPENDENCYPART_TRISIBL
(1,4),(1,25),(1,27),-0.196381 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,4),(1,26),(1,27),-0.0970629 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,7),(1,9),-0.122595 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,10),-0.122792 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,11),-0.124125 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,12),-0.0797936 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,13),-0.122594 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,14),-0.158534 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,15),0.00634132 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,16),-0.0321225 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,18),-0.12002 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,19),-0.103231 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,20),0.0275418 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,22),-0.158575 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,23),-0.0970097 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,24),-0.112966 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,25),-0.0534286 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,26),-0.074313 # DEPENDENCYPART_TRISIBL
(1,6),(1,7),(1,27),-0.032918 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,9),(1,10),-0.124578 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,11),-0.126188 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,12),-0.0782156 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,13),-0.124379 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,14),-0.179998 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,15),-0.0621399 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,16),-0.0679675 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,18),-0.0974497 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,19),-0.101762 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,20),0.0555391 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,22),-0.180527 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,23),-0.0759398 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,24),-0.116193 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,25),-0.0343753 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,26),-0.0773019 # DEPENDENCYPART_TRISIBL
(1,6),(1,9),(1,27),-0.125609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,10),(1,11),-0.126188 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,12),-0.0782156 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,13),-0.124379 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,14),-0.179998 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,15),-0.0621399 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,16),-0.0679675 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,18),-0.0974497 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,19),-0.101762 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,20),0.0555389 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,22),-0.180527 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,23),-0.0759398 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,24),-0.116193 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,25),-0.0343753 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,26),-0.0773019 # DEPENDENCYPART_TRISIBL
(1,6),(1,10),(1,27),-0.125742 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,11),(1,12),-0.0782156 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,13),-0.12438 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,14),-0.179998 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,15),-0.0621399 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,16),-0.0679675 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,18),-0.0974497 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,19),-0.101762 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,20),0.0553383 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,22),-0.180527 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,23),-0.0759398 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,24),-0.116193 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,25),-0.0343753 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,26),-0.0773019 # DEPENDENCYPART_TRISIBL
(1,6),(1,11),(1,27),-0.125848 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,12),(1,13),-0.12031 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,14),-0.165885 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,15),-0.0598767 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,16),-0.0676331 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,18),-0.0974373 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,19),-0.101444 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,20),-0.00662116 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,22),-0.166414 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,23),-0.089697 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,24),-0.116215 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,25),-0.0598041 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,26),-0.0748355 # DEPENDENCYPART_TRISIBL
(1,6),(1,12),(1,27),-0.0706773 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,13),(1,14),-0.179998 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,15),-0.0621399 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,16),-0.0679675 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,18),-0.0974497 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,19),-0.101762 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,20),0.0555357 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,22),-0.180527 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,23),-0.0759398 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,24),-0.116193 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,25),-0.0343753 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,26),-0.0773019 # DEPENDENCYPART_TRISIBL
(1,6),(1,13),(1,27),-0.125609 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,14),(1,15),-0.0685504 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,16),-0.0778289 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,18),-0.101943 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,19),-0.101657 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,20),0.0279483 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,22),-0.180477 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,23),-0.0987399 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,24),-0.121551 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,25),-0.0842659 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,26),-0.100501 # DEPENDENCYPART_TRISIBL
(1,6),(1,14),(1,27),-0.103944 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,15),(1,16),0.000480054 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,18),-0.061968 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,19),-0.10611 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,20),-0.017919 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,22),-0.197256 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,23),-0.0872833 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,24),-0.120421 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,25),-0.0997899 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,26),-0.0811998 # DEPENDENCYPART_TRISIBL
(1,6),(1,15),(1,27),-0.0876979 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,16),(1,18),-0.103873 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,19),-0.101446 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,20),-0.0107863 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,22),-0.157237 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,23),-0.103877 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,24),-0.125698 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,25),-0.071196 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,26),-0.0853383 # DEPENDENCYPART_TRISIBL
(1,6),(1,16),(1,27),-0.0984515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,18),(1,19),-0.101497 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,20),-0.0110938 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,22),-0.166289 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,23),-0.0909065 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,24),-0.116179 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,25),-0.0748008 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,26),-0.0751045 # DEPENDENCYPART_TRISIBL
(1,6),(1,18),(1,27),-0.0448783 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,19),(1,20),-0.00843969 # DEPENDENCYPART_TRISIBL
(1,6),(1,19),(1,22),-0.166201 # DEPENDENCYPART_TRISIBL
(1,6),(1,19),(1,23),-0.0907977 # DEPENDENCYPART_TRISIBL
(1,6),(1,19),(1,24),-0.116171 # DEPENDENCYPART_TRISIBL
(1,6),(1,19),(1,25),-0.0629574 # DEPENDENCYPART_TRISIBL
(1,6),(1,19),(1,26),-0.0759673 # DEPENDENCYPART_TRISIBL
(1,6),(1,19),(1,27),-0.0615957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,20),(1,22),-0.14679 # DEPENDENCYPART_TRISIBL
(1,6),(1,20),(1,23),-0.011907 # DEPENDENCYPART_TRISIBL
(1,6),(1,20),(1,24),-0.158269 # DEPENDENCYPART_TRISIBL
(1,6),(1,20),(1,25),-0.0390333 # DEPENDENCYPART_TRISIBL
(1,6),(1,20),(1,26),0.00393267 # DEPENDENCYPART_TRISIBL
(1,6),(1,20),(1,27),-0.108514 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,22),(1,23),-0.0987462 # DEPENDENCYPART_TRISIBL
(1,6),(1,22),(1,24),-0.121551 # DEPENDENCYPART_TRISIBL
(1,6),(1,22),(1,25),-0.084536 # DEPENDENCYPART_TRISIBL
(1,6),(1,22),(1,26),-0.100501 # DEPENDENCYPART_TRISIBL
(1,6),(1,22),(1,27),-0.107778 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,23),(1,24),-0.116304 # DEPENDENCYPART_TRISIBL
(1,6),(1,23),(1,25),-0.0537895 # DEPENDENCYPART_TRISIBL
(1,6),(1,23),(1,26),-0.0858918 # DEPENDENCYPART_TRISIBL
(1,6),(1,23),(1,27),-0.0490158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,24),(1,25),-0.0436503 # DEPENDENCYPART_TRISIBL
(1,6),(1,24),(1,26),-0.104031 # DEPENDENCYPART_TRISIBL
(1,6),(1,24),(1,27),-0.04466 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,25),(1,26),0.0034269 # DEPENDENCYPART_TRISIBL
(1,6),(1,25),(1,27),-0.0324962 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,6),(1,26),(1,27),-0.114184 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,9),(1,10),-0.0994709 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,11),-0.10038 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,12),-0.0992475 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,13),-0.0996618 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,14),-0.141954 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,15),-0.0811563 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,16),-0.0576883 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,18),-0.11532 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,19),-0.102411 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,20),-0.0439775 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,22),-0.138588 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,23),-0.0897498 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,24),-0.070498 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,25),-0.0883453 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,26),-0.137944 # DEPENDENCYPART_TRISIBL
(1,7),(1,9),(1,27),-0.08708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,10),(1,11),-0.10038 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,12),-0.0992475 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,13),-0.0996618 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,14),-0.141954 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,15),-0.0811563 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,16),-0.0576884 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,18),-0.11532 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,19),-0.102411 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,20),-0.0439775 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,22),-0.138588 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,23),-0.0897498 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,24),-0.070498 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,25),-0.0883453 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,26),-0.137944 # DEPENDENCYPART_TRISIBL
(1,7),(1,10),(1,27),-0.0879963 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,7),(1,11),(1,12),-0.0992475 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,13),-0.0996618 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,14),-0.141958 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,15),-0.0811579 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,16),-0.0578073 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,18),-0.11532 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,19),-0.102411 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,20),-0.0440519 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,22),-0.138592 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,23),-0.0897946 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,24),-0.070498 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,25),-0.0883453 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,26),-0.137944 # DEPENDENCYPART_TRISIBL
(1,7),(1,11),(1,27),-0.088388 # DEPENDENCYPART_TRISIBL_LAST_SIBS
