# _root_ But shortly before then , some of Wall Street 's sharpest traders say , they sensed a turn .
#goldHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,13,16,13,18,16,13,
#predictedHeads=13,3,13,3,13,13,6,9,12,9,12,7,0,16,16,13,18,16,13,
(16,12),(12,9),(12,2),-0.0486021 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,9),(12,-1),0.000236177 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,8),(12,7),-0.0466951 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,6),-0.0315457 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,3),-0.0466613 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,2),-0.0486323 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,8),(12,-1),-0.00279506 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,7),(12,6),-0.044613 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,3),-0.00518297 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,2),-0.0307899 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,7),(12,-1),-0.00303873 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,6),(12,3),-0.0472555 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,6),(12,2),-0.04671 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,6),(12,-1),0.0462306 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,3),(12,2),-0.0332789 # DEPENDENCYPART_GRANDSIBL
(16,12),(12,3),(12,-1),-0.025969 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,12),(12,2),(12,-1),-0.00250155 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,14),0.110136 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,15),0.136899 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,16),-0.0648626 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,13),(13,18),-0.0680466 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,19),-0.0641804 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,20),-0.158773 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,14),(13,15),0.100876 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,16),-0.0655413 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,14),(13,18),-0.0641703 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,19),-0.0642564 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,14),(13,20),-0.104095 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,16),-0.0641458 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,15),(13,18),-0.0641641 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,15),(13,20),-0.0390935 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,16),(13,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,19),-0.064345 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,16),(13,20),-0.0746117 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,18),(13,19),-0.0692567 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,18),(13,20),-0.0626365 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,19),(13,20),-0.0708327 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,13),(13,12),0.000318254 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,11),-0.0359685 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,10),-0.0424447 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,9),-0.0536699 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,8),-0.0536727 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,7),-0.0462973 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,6),-0.0507679 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,5),-0.070852 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,4),-0.0521558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,3),-0.0483875 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,2),-0.0521558 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,1),-0.0522398 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,13),(13,13),(13,-1),-0.101195 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,13),(13,12),(13,11),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,10),-0.0420122 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,9),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,8),-0.0420127 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,7),-0.0432038 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,6),-0.0420267 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,5),-0.0323766 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,4),-0.0432899 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,3),-0.0431535 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,2),-0.0432899 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,1),-0.037114 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,12),(13,-1),-0.0435961 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,11),(13,10),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,7),-0.0420205 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,5),-0.0405614 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,3),-0.0420158 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,11),(13,-1),-0.0374089 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,10),(13,9),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,6),-0.0420116 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,5),-0.0420583 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,10),(13,-1),-0.0410946 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,9),(13,8),-0.0422997 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,7),-0.0425364 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,6),-0.0420358 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,5),-0.0414331 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,3),-0.0425364 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,1),-0.042013 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,9),(13,-1),-0.0490314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,8),(13,7),-0.0425364 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,8),(13,6),-0.0420358 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,8),(13,5),-0.0414331 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,8),(13,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,8),(13,3),-0.0425364 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,8),(13,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,8),(13,1),-0.042013 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,8),(13,-1),-0.0490314 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,7),(13,6),-0.0422387 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,5),-0.0369038 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,4),-0.0405961 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,3),-0.0467619 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,2),-0.0405961 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,1),-0.0406946 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,7),(13,-1),-0.0348395 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,6),(13,5),-0.043954 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,6),(13,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,6),(13,3),-0.0464417 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,6),(13,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,6),(13,1),-0.0436147 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,6),(13,-1),-0.0528665 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,5),(13,4),-0.0177936 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,5),(13,3),-0.0341292 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,5),(13,2),-0.0177936 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,5),(13,1),-0.0509916 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,5),(13,-1),-0.0614526 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,4),(13,3),-0.0393326 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,4),(13,2),-0.0428616 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,4),(13,1),-0.0424279 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,4),(13,-1),-0.027197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,3),(13,2),-0.0405961 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,3),(13,1),-0.0406585 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,3),(13,-1),-0.0367059 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,2),(13,1),-0.0424169 # DEPENDENCYPART_GRANDSIBL
(16,13),(13,2),(13,-1),-0.027197 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,13),(13,1),(13,-1),0.00424607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,14),(14,14),(14,20),0.0354147 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,14),(14,14),(14,-1),0.0309041 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,15),(15,18),-0.0701857 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,15),(15,15),(15,20),0.00726781 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,15),(15,18),(15,20),-0.0696822 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,15),(15,15),(15,-1),0.204115 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,20),-0.175194 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,17),(17,17),(17,-1),-0.142655 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,18),(18,19),-0.0508245 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,20),0.0447736 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,19),(18,20),-0.0520025 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,18),(18,17),0.0640281 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,15),-0.0642456 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,14),-0.0641579 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,13),-0.0641526 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,9),-0.0681481 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,18),(18,18),(18,-1),-0.0887919 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,18),(18,17),(18,15),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,14),-0.0642559 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,9),-0.0647763 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,17),(18,-1),-0.10634 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,15),(18,14),-0.064242 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,13),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,9),-0.0641458 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,15),(18,-1),-0.0763137 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,14),(18,13),-0.0641486 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,11),-0.0642628 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,9),-0.0645451 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,14),(18,-1),-0.0334798 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,13),(18,11),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,9),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,13),(18,-1),-0.071748 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,11),(18,9),-0.0641654 # DEPENDENCYPART_GRANDSIBL
(16,18),(18,11),(18,-1),-0.0667843 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,18),(18,9),(18,-1),-0.0823307 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(16,19),(19,19),(19,20),0.145097 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,19),(19,18),0.0942155 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(16,19),(19,19),(19,-1),0.178324 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(16,19),(19,18),(19,-1),-0.0720446 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,9),(9,10),0.191787 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,11),0.103034 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,12),0.0980964 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,14),0.161541 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,16),0.101212 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,18),-0.0666327 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,9),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,20),-0.0483467 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,10),(9,11),0.102887 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,14),0.100305 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,16),0.103068 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,18),-0.0641576 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,10),(9,19),-0.0644644 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,10),(9,20),0.045727 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,11),(9,12),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,11),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,11),(9,20),-0.0656149 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,12),(9,14),0.102946 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,16),0.103066 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,12),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,12),(9,20),-0.0738601 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,14),(9,16),0.102353 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,14),(9,18),-0.0752145 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,14),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,14),(9,20),0.0994026 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,16),(9,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,16),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,16),(9,20),-0.0676492 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,18),(9,19),-0.0641457 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,18),(9,20),-0.106883 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,19),(9,20),-0.0592943 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,9),(9,8),-0.182121 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,7),0.0240137 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,6),-0.00982582 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,5),0.0513988 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,4),-0.0788708 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,2),-0.0779892 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,1),-0.043324 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,9),(9,9),(9,-1),0.0860215 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,9),(9,8),(9,7),-0.0253983 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,6),-0.0420967 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,5),-0.0799666 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,4),-0.0462712 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,2),-0.0462712 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,1),-0.0557223 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,8),(9,-1),0.0315719 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,7),(9,6),-0.0420891 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,5),-0.0528569 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,4),-0.0420373 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,2),-0.0420373 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,1),-0.0427474 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,7),(9,-1),0.0246546 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,6),(9,5),-0.0452448 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,4),-0.045689 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,2),-0.045689 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,1),-0.0435947 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,6),(9,-1),-0.0327664 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,5),(9,4),-0.0568509 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,2),-0.0566681 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,1),-0.0696961 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,5),(9,-1),-0.0532673 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,4),(9,2),-0.0420173 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,4),(9,1),-0.0420244 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,4),(9,-1),-0.0966832 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,2),(9,1),-0.0420244 # DEPENDENCYPART_GRANDSIBL
(18,9),(9,2),(9,-1),-0.0965119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,9),(9,1),(9,-1),-0.119742 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,11),(11,12),0.102957 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,13),0.102902 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,14),0.109534 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,16),0.103065 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,18),-0.0641596 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,11),(11,20),-0.0498823 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,12),(11,13),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,12),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,12),(11,20),-0.0646596 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,13),(11,14),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,13),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,13),(11,20),-0.0643128 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,14),(11,16),0.10307 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,14),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,14),(11,20),-0.0673585 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,16),(11,18),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,16),(11,20),-0.064151 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,18),(11,20),-0.0689811 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,11),(11,10),-0.0443234 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,9),-0.0421291 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,7),-0.0294895 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,6),-0.0519921 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,5),-0.0444515 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,4),-0.0248531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,3),-0.0346024 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,2),-0.0248531 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,1),-0.042185 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(18,11),(11,11),(11,-1),-0.0175957 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(18,11),(11,10),(11,9),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,6),-0.0420112 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,10),(11,-1),-0.0439866 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,9),(11,7),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,5),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,4),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,3),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,9),(11,-1),-0.0421291 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(18,11),(11,7),(11,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,5),-0.0427532 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,4),-0.0420236 # DEPENDENCYPART_GRANDSIBL
(18,11),(11,7),(11,3),-0.0422457 # DEPENDENCYPART_GRANDSIBL
