# _root_ The comparable lead times for the Commerce index , whose components include the stock market , are far shorter -- 10 months before recessions and only three months before recoveries .
#goldHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,17,22,23,22,28,28,25,28,29,17,
#predictedHeads=4,4,4,17,4,8,8,5,8,11,12,8,15,15,12,8,0,19,17,17,22,23,17,23,24,28,26,25,17,29,17,
(12,14),(12,25),(12,29),-0.004087 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,30),-0.164444 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,31),-0.0968988 # DEPENDENCYPART_TRISIBL
(12,14),(12,25),(12,32),-0.0564059 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,26),(12,28),-0.143415 # DEPENDENCYPART_TRISIBL
(12,14),(12,26),(12,29),-0.058141 # DEPENDENCYPART_TRISIBL
(12,14),(12,26),(12,30),-0.141064 # DEPENDENCYPART_TRISIBL
(12,14),(12,26),(12,31),-0.0952689 # DEPENDENCYPART_TRISIBL
(12,14),(12,26),(12,32),-0.055596 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,28),(12,29),-0.047673 # DEPENDENCYPART_TRISIBL
(12,14),(12,28),(12,30),-0.143761 # DEPENDENCYPART_TRISIBL
(12,14),(12,28),(12,31),-0.0330637 # DEPENDENCYPART_TRISIBL
(12,14),(12,28),(12,32),-0.0888181 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,29),(12,30),-0.158643 # DEPENDENCYPART_TRISIBL
(12,14),(12,29),(12,31),-0.089806 # DEPENDENCYPART_TRISIBL
(12,14),(12,29),(12,32),-0.085487 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,30),(12,31),-0.0330486 # DEPENDENCYPART_TRISIBL
(12,14),(12,30),(12,32),-0.0974928 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,14),(12,31),(12,32),-0.0559714 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,16),(12,17),-0.00576758 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,18),-0.0395771 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,19),-0.102115 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,20),-0.0494113 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,21),-0.105725 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,22),-0.142242 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,23),0.0152568 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,24),-0.139881 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,25),-0.0630019 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,26),-0.0407807 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,28),-0.142242 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,29),0.0152568 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,30),-0.139881 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,31),-0.0878146 # DEPENDENCYPART_TRISIBL
(12,15),(12,16),(12,32),-0.112821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,17),(12,18),-0.0627005 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,19),-0.0886842 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,20),-0.0466159 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,21),-0.101727 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,22),-0.145089 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,23),-0.0327705 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,24),-0.142738 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,25),-0.0439559 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,26),-0.0610428 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,28),-0.145089 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,29),-0.0327705 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,30),-0.142738 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,31),-0.126533 # DEPENDENCYPART_TRISIBL
(12,15),(12,17),(12,32),-0.0671762 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,18),(12,19),-0.0906629 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,20),-0.0513736 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,21),-0.102672 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,22),-0.146387 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,23),-0.0512551 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,24),-0.144036 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,25),-0.0364214 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,26),-0.0406854 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,28),-0.146387 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,29),-0.0512551 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,30),-0.144036 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,31),-0.105754 # DEPENDENCYPART_TRISIBL
(12,15),(12,18),(12,32),-0.068291 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,19),(12,20),-0.0440505 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,21),-0.101749 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,22),-0.145072 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,23),-0.0253684 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,24),-0.142722 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,25),-0.0472611 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,26),-0.0616261 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,28),-0.145072 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,29),-0.0253684 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,30),-0.142722 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,31),-0.0811159 # DEPENDENCYPART_TRISIBL
(12,15),(12,19),(12,32),-0.0846814 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,20),(12,21),-0.105928 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,22),-0.150167 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,23),-0.0354318 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,24),-0.146951 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,25),-0.0402882 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,26),-0.000175363 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,28),-0.150167 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,29),-0.0354318 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,30),-0.146951 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,31),-0.0907979 # DEPENDENCYPART_TRISIBL
(12,15),(12,20),(12,32),-0.0824531 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,21),(12,22),-0.144671 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,23),-0.0322113 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,24),-0.14232 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,25),-0.047268 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,26),-0.0618161 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,28),-0.144671 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,29),-0.0322113 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,30),-0.14232 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,31),-0.0570425 # DEPENDENCYPART_TRISIBL
(12,15),(12,21),(12,32),-0.115576 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,22),(12,23),-0.0470593 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,24),-0.144331 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,25),-0.0442302 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,26),-0.0653625 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,28),-0.146897 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,29),-0.0470593 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,30),-0.144331 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,31),-0.0419299 # DEPENDENCYPART_TRISIBL
(12,15),(12,22),(12,32),-0.0852168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,23),(12,24),-0.159082 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,25),-0.0308506 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,26),-0.064663 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,28),-0.161605 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,29),-0.0265906 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,30),-0.159082 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,31),-0.108113 # DEPENDENCYPART_TRISIBL
(12,15),(12,23),(12,32),-0.0651342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,24),(12,25),-0.0440425 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,26),-0.0653625 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,28),-0.146895 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,29),-0.046518 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,30),-0.144329 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,31),-0.0419149 # DEPENDENCYPART_TRISIBL
(12,15),(12,24),(12,32),-0.0938914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,25),(12,26),-0.0429389 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,28),-0.168257 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,29),-0.00132279 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,30),-0.165359 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,31),-0.107172 # DEPENDENCYPART_TRISIBL
(12,15),(12,25),(12,32),-0.0562121 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,26),(12,28),-0.143624 # DEPENDENCYPART_TRISIBL
(12,15),(12,26),(12,29),-0.0556309 # DEPENDENCYPART_TRISIBL
(12,15),(12,26),(12,30),-0.141273 # DEPENDENCYPART_TRISIBL
(12,15),(12,26),(12,31),-0.107624 # DEPENDENCYPART_TRISIBL
(12,15),(12,26),(12,32),-0.0830173 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,28),(12,29),-0.0470593 # DEPENDENCYPART_TRISIBL
(12,15),(12,28),(12,30),-0.144331 # DEPENDENCYPART_TRISIBL
(12,15),(12,28),(12,31),-0.0419299 # DEPENDENCYPART_TRISIBL
(12,15),(12,28),(12,32),-0.0852168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,29),(12,30),-0.159082 # DEPENDENCYPART_TRISIBL
(12,15),(12,29),(12,31),-0.108113 # DEPENDENCYPART_TRISIBL
(12,15),(12,29),(12,32),-0.0651342 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,30),(12,31),-0.0419149 # DEPENDENCYPART_TRISIBL
(12,15),(12,30),(12,32),-0.0938914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,15),(12,31),(12,32),-0.0664821 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,17),(12,18),-0.0478849 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,19),-0.070203 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,20),0.0587745 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,21),-0.0732134 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,22),0.0138934 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,23),-0.0421834 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,24),0.0148219 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,25),-0.0836558 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,26),-0.0497008 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,28),0.0138934 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,29),-0.0421834 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,30),0.0148219 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,31),-0.0929033 # DEPENDENCYPART_TRISIBL
(12,16),(12,17),(12,32),0.0173219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,18),(12,19),-0.0738867 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,20),0.103022 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,21),-0.0424807 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,22),-0.0363918 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,23),-0.0729457 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,24),-0.0347249 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,25),-0.0694662 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,26),-0.0373134 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,28),-0.0363918 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,29),-0.0729457 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,30),-0.0347249 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,31),-0.0554244 # DEPENDENCYPART_TRISIBL
(12,16),(12,18),(12,32),-0.055412 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,19),(12,20),0.0419092 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,21),-0.0738795 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,22),-0.0490893 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,23),-0.0604636 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,24),-0.0481607 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,25),-0.0659477 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,26),-0.0475606 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,28),-0.0490893 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,29),-0.0604636 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,30),-0.0481607 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,31),-0.122162 # DEPENDENCYPART_TRISIBL
(12,16),(12,19),(12,32),-0.0504842 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,20),(12,21),-0.0742745 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,22),-0.055221 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,23),-0.0720203 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,24),-0.0542924 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,25),-0.0275314 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,26),-0.0482195 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,28),-0.055221 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,29),-0.0720203 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,30),-0.0542924 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,31),-0.122031 # DEPENDENCYPART_TRISIBL
(12,16),(12,20),(12,32),-0.130625 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,21),(12,22),-0.0521023 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,23),-0.0746826 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,24),-0.0511737 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,25),-0.0624242 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,26),-0.0398187 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,28),-0.0521023 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,29),-0.0746826 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,30),-0.0511737 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,31),-0.140079 # DEPENDENCYPART_TRISIBL
(12,16),(12,21),(12,32),-0.0322139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,22),(12,23),-0.0711613 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,24),-0.0710276 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,25),-0.104886 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,26),-0.057743 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,28),-0.0719561 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,29),-0.0711613 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,30),-0.0710276 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,31),-0.105864 # DEPENDENCYPART_TRISIBL
(12,16),(12,22),(12,32),-0.0660097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,23),(12,24),-0.0612824 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,25),-0.112071 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,26),-0.0352867 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,28),-0.0623945 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,29),-0.11662 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,30),-0.0612824 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,31),-0.0387517 # DEPENDENCYPART_TRISIBL
(12,16),(12,23),(12,32),-0.0177791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,24),(12,25),-0.104886 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,26),-0.0577285 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,28),-0.0719554 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,29),-0.0708112 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,30),-0.0710268 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,31),-0.105864 # DEPENDENCYPART_TRISIBL
(12,16),(12,24),(12,32),-0.0638384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,25),(12,26),0.00689067 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,28),-0.0690526 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,29),-0.0454782 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,30),-0.0681241 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,31),0.0434511 # DEPENDENCYPART_TRISIBL
(12,16),(12,25),(12,32),0.0446517 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,26),(12,28),-0.0373752 # DEPENDENCYPART_TRISIBL
(12,16),(12,26),(12,29),-0.0735908 # DEPENDENCYPART_TRISIBL
(12,16),(12,26),(12,30),-0.0357083 # DEPENDENCYPART_TRISIBL
(12,16),(12,26),(12,31),-0.0564369 # DEPENDENCYPART_TRISIBL
(12,16),(12,26),(12,32),-0.0457732 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,28),(12,29),-0.0711613 # DEPENDENCYPART_TRISIBL
(12,16),(12,28),(12,30),-0.0710276 # DEPENDENCYPART_TRISIBL
(12,16),(12,28),(12,31),-0.105864 # DEPENDENCYPART_TRISIBL
(12,16),(12,28),(12,32),-0.0660097 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,29),(12,30),-0.0612824 # DEPENDENCYPART_TRISIBL
(12,16),(12,29),(12,31),-0.0387517 # DEPENDENCYPART_TRISIBL
(12,16),(12,29),(12,32),-0.0177791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,30),(12,31),-0.105864 # DEPENDENCYPART_TRISIBL
(12,16),(12,30),(12,32),-0.0634538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,16),(12,31),(12,32),-0.244265 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,18),(12,19),-0.0863531 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,20),-0.0971834 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,21),-0.0895261 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,22),-0.0780043 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,23),-0.0633156 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,24),-0.0780043 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,25),-0.0774044 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,26),-0.0754605 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,28),-0.0780043 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,29),-0.0633156 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,30),-0.0780043 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,31),-0.063264 # DEPENDENCYPART_TRISIBL
(12,17),(12,18),(12,32),-0.0925253 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,19),(12,20),-0.0971725 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,21),-0.0895261 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,22),-0.0756951 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,23),-0.0622568 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,24),-0.0756951 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,25),-0.0768558 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,26),-0.0750396 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,28),-0.0756951 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,29),-0.0622568 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,30),-0.0756951 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,31),-0.0627695 # DEPENDENCYPART_TRISIBL
(12,17),(12,19),(12,32),-0.121056 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,20),(12,21),-0.0895261 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,22),-0.0584942 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,23),-0.0353065 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,24),-0.0584942 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,25),-0.0697444 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,26),-0.0780979 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,28),-0.0584942 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,29),-0.0353065 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,30),-0.0584942 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,31),-0.0692475 # DEPENDENCYPART_TRISIBL
(12,17),(12,20),(12,32),-0.146804 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,21),(12,22),-0.0756924 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,23),-0.0622573 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,24),-0.0756924 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,25),-0.0768539 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,26),-0.0751243 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,28),-0.0756924 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,29),-0.0622573 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,30),-0.0756924 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,31),-0.0627695 # DEPENDENCYPART_TRISIBL
(12,17),(12,21),(12,32),-0.120957 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,22),(12,23),-0.0547519 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,24),-0.0760156 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,25),-0.0777275 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,26),-0.0755638 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,28),-0.0760156 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,29),-0.0547519 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,30),-0.0760156 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,31),-0.0347476 # DEPENDENCYPART_TRISIBL
(12,17),(12,22),(12,32),-0.120051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,23),(12,24),-0.0759119 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,25),-0.0799951 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,26),-0.0759968 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,28),-0.0759119 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,29),-0.0692547 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,30),-0.0759119 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,31),-0.0835203 # DEPENDENCYPART_TRISIBL
(12,17),(12,23),(12,32),-0.087304 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,24),(12,25),-0.0777275 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,26),-0.0755638 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,28),-0.0760156 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,29),-0.0547519 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,30),-0.0760156 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,31),-0.0347476 # DEPENDENCYPART_TRISIBL
(12,17),(12,24),(12,32),-0.120051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,25),(12,26),-0.0753529 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,28),-0.0757167 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,29),-0.0504437 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,30),-0.0757167 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,31),-0.000845245 # DEPENDENCYPART_TRISIBL
(12,17),(12,25),(12,32),-0.127162 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,26),(12,28),-0.0780043 # DEPENDENCYPART_TRISIBL
(12,17),(12,26),(12,29),-0.0633156 # DEPENDENCYPART_TRISIBL
(12,17),(12,26),(12,30),-0.0780043 # DEPENDENCYPART_TRISIBL
(12,17),(12,26),(12,31),-0.063264 # DEPENDENCYPART_TRISIBL
(12,17),(12,26),(12,32),-0.0925685 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(12,17),(12,28),(12,29),-0.0547519 # DEPENDENCYPART_TRISIBL
(12,17),(12,28),(12,30),-0.0760156 # DEPENDENCYPART_TRISIBL
(12,17),(12,28),(12,31),-0.0347476 # DEPENDENCYPART_TRISIBL
(12,17),(12,28),(12,32),-0.120051 # DEPENDENCYPART_TRISIBL_LAST_SIBS
