# _root_ `` Most of the action was during the night session , '' said Michael Moore , trading manager at Continental Bank .
#goldHeads=6,6,2,5,3,13,6,10,10,7,6,6,0,15,13,15,18,15,18,21,19,13,
#predictedHeads=13,6,2,5,3,13,6,10,10,7,13,13,0,15,13,15,18,15,18,21,19,13,
(21,16),(16,16),(16,23),0.0286204 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,16),(16,16),(16,-1),0.0947829 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,17),(17,18),0.13487 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,19),0.052213 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,21),-0.0660912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,17),(17,23),-0.00524299 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,18),(17,19),0.102237 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,18),(17,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,18),(17,23),-0.0171474 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,19),(17,21),-0.0641889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,19),(17,23),-0.105269 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,21),(17,23),-0.0396173 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,17),(17,16),-0.078275 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,15),-0.0508876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,14),-0.0508876 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,17),(17,17),(17,-1),-0.0228937 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,17),(17,16),(17,15),-0.089717 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,14),-0.089717 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,16),(17,-1),-0.0483077 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,15),(17,14),-0.0467668 # DEPENDENCYPART_GRANDSIBL
(21,17),(17,15),(17,-1),-0.112373 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,17),(17,14),(17,-1),-0.11238 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,18),(18,19),0.0531942 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,20),0.135002 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,21),-0.0660912 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,23),-0.00134388 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,19),(18,20),0.102254 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,19),(18,21),-0.0641889 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,19),(18,23),-0.10425 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,20),(18,21),-0.0641607 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,20),(18,23),-0.0409616 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,21),(18,23),-0.0393775 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,18),(18,17),-0.0613502 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,16),-0.0782691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,15),-0.0526193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,14),-0.0526193 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,12),-0.0347812 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,11),-0.0782691 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,10),-0.0612939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,9),-0.0612939 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,8),-0.0899557 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,7),-0.00322806 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,6),0.0407944 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,2),-0.0470236 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,1),-0.0447863 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,18),(18,18),(18,-1),-0.0211332 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,18),(18,17),(18,16),-0.0298243 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,15),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,14),-0.0375211 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,12),-0.0428678 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,11),-0.0298243 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,10),-0.0461852 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,9),-0.0461852 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,8),-0.0419804 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,7),-0.0403856 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,6),-0.0423566 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,17),(18,-1),-0.0843042 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,16),(18,15),-0.0906884 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,14),-0.0906884 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,12),-0.0310739 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,11),-0.0441143 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,10),0.00450326 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,9),0.00450282 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,8),-0.0421359 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,7),-0.0298272 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,6),-0.0581379 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,2),-0.0420369 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,1),-0.050177 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,16),(18,-1),-0.0482994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,15),(18,14),-0.0467667 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,12),-0.0427622 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,11),-0.0714438 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,10),-0.0433417 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,9),-0.0433417 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,8),-0.034217 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,7),-0.043695 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,6),-0.0423664 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,15),(18,-1),-0.114896 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,14),(18,12),-0.0427622 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,11),-0.0714438 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,10),-0.0433417 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,9),-0.0433417 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,8),-0.034217 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,7),-0.043695 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,6),-0.0423664 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,14),(18,-1),-0.114902 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,12),(18,11),-0.0425501 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,10),-0.0426378 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,9),-0.0426378 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,8),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,7),-0.0416107 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,6),-0.0423224 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,1),-0.0420145 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,12),(18,-1),-0.0270939 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,11),(18,10),0.00450326 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,9),0.00450282 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,8),-0.0421359 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,7),-0.0298272 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,6),-0.0581379 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,2),-0.0420369 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,1),-0.050177 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,11),(18,-1),-0.0482994 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,10),(18,9),-0.0461849 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,10),(18,8),-0.0419804 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,10),(18,7),-0.0403817 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,10),(18,6),-0.0423566 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,10),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,10),(18,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,10),(18,-1),-0.0832788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,9),(18,8),-0.0419804 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,7),-0.0403823 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,6),-0.0423566 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,9),(18,-1),-0.0832788 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,8),(18,7),-0.0421187 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,6),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,8),(18,-1),-0.0853094 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,7),(18,6),-0.028476 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,7),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,7),(18,1),-0.0426681 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,7),(18,-1),0.0109067 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,6),(18,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,6),(18,1),-0.042308 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,6),(18,-1),0.0509359 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,2),(18,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(21,18),(18,2),(18,-1),-0.0415074 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,18),(18,1),(18,-1),-0.0432849 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,19),(19,20),0.106454 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,21),-0.0765125 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,23),-0.0624609 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,20),(19,21),-0.0641457 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,20),(19,23),-0.0728119 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,19),(19,21),(19,23),-0.0728148 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,19),(19,18),-0.0863199 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(21,19),(19,19),(19,-1),-0.167975 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,19),(19,18),(19,-1),-0.0903442 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(21,20),(20,20),(20,21),-0.0791486 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,23),0.176487 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,21),(20,23),-0.0108042 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,20),(20,20),(20,-1),0.160066 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,23),0.0484267 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,21),0.0909644 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,22),(22,-1),0.0187984 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(21,22),(22,21),(22,-1),-0.0760402 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,22),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,23),-0.104556 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,22),(21,23),-0.0641457 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,21),(21,20),-0.0634573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,19),-0.0426352 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,18),-0.0425139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,17),-0.0425139 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,16),-0.0478285 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,15),-0.0634573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,14),-0.0634573 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,2),-0.0420417 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,1),-0.0420366 # DEPENDENCYPART_GRANDSIBL_FIRST_SIB
(22,21),(21,21),(21,-1),-0.0339794 # DEPENDENCYPART_GRANDSIBL_NO_CHILDREN
(22,21),(21,20),(21,19),-0.042552 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,18),-0.045276 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,17),-0.045276 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,16),-0.042015 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,15),-0.045363 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,14),-0.045363 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,1),-0.0420692 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,20),(21,-1),-0.0625021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,19),(21,18),-0.042037 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,17),-0.042037 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,15),-0.0426147 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,14),-0.0426147 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,19),(21,-1),-0.0426705 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,18),(21,17),-0.042188 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,15),-0.0443 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,14),-0.0443 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,1),-0.0420227 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,18),(21,-1),-0.0448161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,17),(21,16),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,15),-0.0443 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,14),-0.0443 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,1),-0.0420227 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,17),(21,-1),-0.0448161 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,16),(21,15),-0.0459565 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,16),(21,14),-0.0459565 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,16),(21,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,16),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,16),(21,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,15),(21,14),-0.045363 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,15),(21,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,15),(21,1),-0.0420692 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,15),(21,-1),-0.0625021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,14),(21,2),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,14),(21,1),-0.0420692 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,14),(21,-1),-0.0625021 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,2),(21,1),-0.0420111 # DEPENDENCYPART_GRANDSIBL
(22,21),(21,2),(21,-1),-0.0420111 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(22,21),(21,1),(21,-1),-0.0420485 # DEPENDENCYPART_GRANDSIBL_LAST_SIB
(0,0),(0,6),(0,13),-0.332871 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(0,0),(0,6),(0,23),1.01943 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,0),(0,13),(0,23),1.10525 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(0,6),(0,13),(0,23),-0.304724 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(1,1),(1,2),(1,23),-0.519532 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,3),(2,4),-0.169393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,5),-0.0689201 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,6),-0.0984745 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,7),-0.0819922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,10),-0.072948 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,11),-0.148853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,12),-0.203762 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,13),-0.122754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,15),-0.146526 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,16),-0.148853 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,18),-0.0695787 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,19),-0.116168 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,21),-0.168667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,3),(2,23),-0.0406987 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,4),(2,5),-0.176123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,6),-0.0987132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,7),-0.127725 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,10),-0.178287 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,11),-0.150865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,12),-0.205887 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,13),-0.136045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,15),-0.158326 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,16),-0.150865 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,18),-0.174882 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,19),-0.163312 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,21),-0.176229 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,4),(2,23),-0.323546 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,5),(2,6),-0.0835604 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,7),-0.0687191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,10),-0.131435 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,11),-0.118908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,12),-0.246743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,13),-0.124922 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,15),-0.0948761 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,16),-0.118908 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,18),-0.12898 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,19),-0.0908542 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,21),-0.114807 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,5),(2,23),-0.214672 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,6),(2,7),-0.0609974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,10),-0.130962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,11),-0.0543533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,12),-0.17849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,13),-0.173513 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,15),-0.116063 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,16),-0.0543533 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,18),-0.127562 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,19),-0.0890615 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,21),-0.133969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,6),(2,23),-0.0692195 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,7),(2,10),-0.132165 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,11),-0.166293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,12),-0.19961 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,13),-0.101131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,15),-0.159304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,16),-0.166293 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,18),-0.128796 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,19),-0.0987002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,21),-0.181445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,7),(2,23),-0.186158 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,10),(2,11),-0.119727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,12),-0.246743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,13),-0.12493 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,15),-0.0950741 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,16),-0.119727 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,18),-0.129025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,19),-0.0874501 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,21),-0.115005 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,10),(2,23),-0.225875 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(2,2),(2,11),(2,12),-0.180925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,13),-0.132686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,15),-0.108074 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(2,2),(2,11),(2,16),-0.145642 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
