# _root_ But in another dramatic burst , the Dow tacked on 42 points in five minutes , and at 10:25 the index showed a gain of 5.74 .
#goldHeads=9,9,5,5,2,9,8,9,0,9,12,10,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
#predictedHeads=9,9,5,5,2,9,8,9,0,9,12,9,9,15,13,9,9,22,18,21,22,17,24,22,24,25,9,
(5,6),(5,22),(5,24),0.0250218 # DEPENDENCYPART_TRISIBL
(5,6),(5,22),(5,27),-0.110623 # DEPENDENCYPART_TRISIBL
(5,6),(5,22),(5,28),-0.156346 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,24),(5,27),-0.138791 # DEPENDENCYPART_TRISIBL
(5,6),(5,24),(5,28),-0.0398994 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,6),(5,27),(5,28),-0.332186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,8),(5,9),-0.100812 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,10),-0.0858354 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,11),-0.0930359 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,12),-0.111652 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,13),-0.104041 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,15),-0.111653 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,16),-0.0909432 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,17),-0.108602 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,18),-0.101048 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,21),-0.104117 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,22),-0.100961 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,24),-0.104121 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,27),-0.0840151 # DEPENDENCYPART_TRISIBL
(5,7),(5,8),(5,28),-0.23081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,9),(5,10),-0.0858352 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,11),-0.0933618 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,12),-0.111266 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,13),-0.10444 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,15),-0.111266 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,16),-0.089967 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,17),-0.107197 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,18),-0.101489 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,21),-0.104015 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,22),-0.100447 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,24),-0.104021 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,27),-0.0768431 # DEPENDENCYPART_TRISIBL
(5,7),(5,9),(5,28),-0.19276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,10),(5,11),-0.0930082 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,12),-0.112053 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,13),-0.104407 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,15),-0.112053 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,16),-0.0808007 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,17),-0.107795 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,18),-0.10032 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,21),-0.103484 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,22),-0.100376 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,24),-0.10349 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,27),-0.082809 # DEPENDENCYPART_TRISIBL
(5,7),(5,10),(5,28),-0.189603 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,11),(5,12),-0.112435 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,13),-0.104378 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,15),-0.112435 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,16),-0.0894832 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,17),-0.107198 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,18),-0.101626 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,21),-0.104685 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,22),-0.100386 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,24),-0.104692 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,27),-0.0830783 # DEPENDENCYPART_TRISIBL
(5,7),(5,11),(5,28),-0.152006 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,12),(5,13),-0.0992475 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,15),-0.111627 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,16),-0.0806753 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,17),-0.10812 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,18),-0.0962836 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,21),-0.104454 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,22),-0.100761 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,24),-0.104461 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,27),-0.0883631 # DEPENDENCYPART_TRISIBL
(5,7),(5,12),(5,28),-0.196153 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,13),(5,15),-0.114813 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,16),-0.0706397 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,17),-0.107783 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,18),-0.100438 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,21),-0.109354 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,22),-0.101002 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,24),-0.109354 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,27),-0.0784416 # DEPENDENCYPART_TRISIBL
(5,7),(5,13),(5,28),-0.222955 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,15),(5,16),-0.0806753 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,17),-0.10812 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,18),-0.0962834 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,21),-0.104454 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,22),-0.100761 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,24),-0.104461 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,27),-0.0881728 # DEPENDENCYPART_TRISIBL
(5,7),(5,15),(5,28),-0.196241 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,16),(5,17),-0.122903 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,18),-0.0912481 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,21),-0.106428 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,22),-0.113148 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,24),-0.106435 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,27),-0.0882119 # DEPENDENCYPART_TRISIBL
(5,7),(5,16),(5,28),-0.18493 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,17),(5,18),-0.104717 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,21),-0.103685 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,22),-0.102406 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,24),-0.103692 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,27),-0.0901419 # DEPENDENCYPART_TRISIBL
(5,7),(5,17),(5,28),-0.218951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,18),(5,21),-0.108166 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,22),-0.100788 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,24),-0.108166 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,27),-0.0627261 # DEPENDENCYPART_TRISIBL
(5,7),(5,18),(5,28),-0.220125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,21),(5,22),-0.100911 # DEPENDENCYPART_TRISIBL
(5,7),(5,21),(5,24),-0.106446 # DEPENDENCYPART_TRISIBL
(5,7),(5,21),(5,27),-0.0872233 # DEPENDENCYPART_TRISIBL
(5,7),(5,21),(5,28),-0.212112 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,22),(5,24),-0.104021 # DEPENDENCYPART_TRISIBL
(5,7),(5,22),(5,27),-0.0768433 # DEPENDENCYPART_TRISIBL
(5,7),(5,22),(5,28),-0.19276 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,24),(5,27),-0.0872151 # DEPENDENCYPART_TRISIBL
(5,7),(5,24),(5,28),-0.212115 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,7),(5,27),(5,28),-0.203501 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,9),(5,10),-0.0965308 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,11),-0.0931223 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,12),-0.106396 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,13),-0.0934191 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,15),-0.106881 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,16),-0.0760055 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,17),-0.00243671 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,18),-0.0890571 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,21),-0.155891 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,22),-0.0894862 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,24),-0.155897 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,27),-0.0994274 # DEPENDENCYPART_TRISIBL
(5,8),(5,9),(5,28),-0.183041 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,10),(5,11),-0.0930772 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,12),-0.107521 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,13),-0.0916337 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,15),-0.108006 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,16),-0.0694906 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,17),-0.0146758 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,18),-0.088304 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,21),-0.150468 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,22),-0.0884667 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,24),-0.150474 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,27),-0.085675 # DEPENDENCYPART_TRISIBL
(5,8),(5,10),(5,28),-0.184138 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,11),(5,12),-0.106496 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,13),-0.093656 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,15),-0.106982 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,16),-0.083911 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,17),-0.0175766 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,18),-0.0889056 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,21),-0.155522 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,22),-0.0893253 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,24),-0.155528 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,27),-0.0812515 # DEPENDENCYPART_TRISIBL
(5,8),(5,11),(5,28),-0.183399 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,12),(5,13),-0.0949397 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,15),-0.107876 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,16),-0.0714435 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,17),-0.019676 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,18),-0.0894702 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,21),-0.156008 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,22),-0.088919 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,24),-0.155797 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,27),-0.0810435 # DEPENDENCYPART_TRISIBL
(5,8),(5,12),(5,28),-0.172168 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,13),(5,15),-0.112886 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,16),-0.059214 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,17),0.00657242 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,18),-0.0737818 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,21),-0.156814 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,22),-0.0901369 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,24),-0.15682 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,27),-0.0819037 # DEPENDENCYPART_TRISIBL
(5,8),(5,13),(5,28),-0.21851 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,15),(5,16),-0.0712415 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,17),-0.0196673 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,18),-0.0894702 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,21),-0.156017 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,22),-0.0889046 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,24),-0.155806 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,27),-0.0809636 # DEPENDENCYPART_TRISIBL
(5,8),(5,15),(5,28),-0.173356 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,16),(5,17),0.0422321 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,18),-0.0898129 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,21),-0.231805 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,22),-0.00907599 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,24),-0.232077 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,27),-0.103615 # DEPENDENCYPART_TRISIBL
(5,8),(5,16),(5,28),-0.0617309 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,17),(5,18),-0.0738692 # DEPENDENCYPART_TRISIBL
(5,8),(5,17),(5,21),-0.161631 # DEPENDENCYPART_TRISIBL
(5,8),(5,17),(5,22),-0.0898205 # DEPENDENCYPART_TRISIBL
(5,8),(5,17),(5,24),-0.16164 # DEPENDENCYPART_TRISIBL
(5,8),(5,17),(5,27),-0.0989354 # DEPENDENCYPART_TRISIBL
(5,8),(5,17),(5,28),-0.146749 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,18),(5,21),-0.157103 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,22),-0.0867439 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,24),-0.157109 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,27),-0.0906348 # DEPENDENCYPART_TRISIBL
(5,8),(5,18),(5,28),-0.196926 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,21),(5,22),-0.0944502 # DEPENDENCYPART_TRISIBL
(5,8),(5,21),(5,24),-0.16707 # DEPENDENCYPART_TRISIBL
(5,8),(5,21),(5,27),-0.0719868 # DEPENDENCYPART_TRISIBL
(5,8),(5,21),(5,28),-0.212832 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,22),(5,24),-0.155897 # DEPENDENCYPART_TRISIBL
(5,8),(5,22),(5,27),-0.0994303 # DEPENDENCYPART_TRISIBL
(5,8),(5,22),(5,28),-0.18477 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,24),(5,27),-0.0717067 # DEPENDENCYPART_TRISIBL
(5,8),(5,24),(5,28),-0.21233 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,8),(5,27),(5,28),-0.142585 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,10),(5,11),-0.0907412 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,12),-0.0872974 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,13),-0.064134 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,15),-0.0871218 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,16),-0.100628 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,17),-0.0243806 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,18),-0.0644275 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,21),-0.0935093 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,22),-0.107188 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,24),-0.0935094 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,27),-0.0652651 # DEPENDENCYPART_TRISIBL
(5,9),(5,10),(5,28),-0.116453 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,11),(5,12),-0.0874177 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,13),-0.0685025 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,15),-0.0872421 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,16),-0.102198 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,17),-0.0230065 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,18),-0.0679723 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,21),-0.0934433 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,22),-0.107192 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,24),-0.0934433 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,27),-0.0651409 # DEPENDENCYPART_TRISIBL
(5,9),(5,11),(5,28),-0.11557 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,12),(5,13),-0.0643436 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,15),-0.0874103 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,16),-0.102483 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,17),-0.0240374 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,18),-0.0645363 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,21),-0.0932435 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,22),-0.10703 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,24),-0.0932436 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,27),-0.0655226 # DEPENDENCYPART_TRISIBL
(5,9),(5,12),(5,28),-0.117887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,13),(5,15),-0.0871403 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,16),-0.100601 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,17),-0.0299889 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,18),-0.0714009 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,21),-0.0936074 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,22),-0.109706 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,24),-0.0936077 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,27),-0.0520146 # DEPENDENCYPART_TRISIBL
(5,9),(5,13),(5,28),-0.070996 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,15),(5,16),-0.102483 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,17),-0.0240374 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,18),-0.0645286 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,21),-0.0932435 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,22),-0.10703 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,24),-0.0932435 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,27),-0.0655182 # DEPENDENCYPART_TRISIBL
(5,9),(5,15),(5,28),-0.117887 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,16),(5,17),0.0765268 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,18),-0.00813248 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,21),-0.122919 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,22),-0.0893115 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,24),-0.122919 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,27),-0.0832798 # DEPENDENCYPART_TRISIBL
(5,9),(5,16),(5,28),-0.126945 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,17),(5,18),-0.0647484 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,21),-0.0932047 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,22),-0.10981 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,24),-0.0932047 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,27),-0.000598872 # DEPENDENCYPART_TRISIBL
(5,9),(5,17),(5,28),-0.0757113 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,18),(5,21),-0.0935994 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,22),-0.108997 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,24),-0.0935997 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,27),-0.0496321 # DEPENDENCYPART_TRISIBL
(5,9),(5,18),(5,28),-0.096437 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,21),(5,22),-0.10834 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,24),-0.0935045 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,27),-0.0613519 # DEPENDENCYPART_TRISIBL
(5,9),(5,21),(5,28),-0.117414 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,22),(5,24),-0.0932662 # DEPENDENCYPART_TRISIBL
(5,9),(5,22),(5,27),-0.0785785 # DEPENDENCYPART_TRISIBL
(5,9),(5,22),(5,28),-0.159847 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,24),(5,27),-0.0613519 # DEPENDENCYPART_TRISIBL
(5,9),(5,24),(5,28),-0.117408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,9),(5,27),(5,28),-0.0476308 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,11),(5,12),-0.0647422 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,13),-0.0760894 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,15),-0.0640854 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,16),-0.0304683 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,17),-0.0460271 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,18),-0.0583036 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,21),-0.0913747 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,22),-0.0851227 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,24),-0.0913747 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,27),-0.0728148 # DEPENDENCYPART_TRISIBL
(5,10),(5,11),(5,28),-0.0908652 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,12),(5,13),-0.0901895 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,15),-0.0665641 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,16),0.025001 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,17),-0.0387163 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,18),-0.0485127 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,21),-0.0947326 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,22),-0.0815358 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,24),-0.0947326 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,27),-0.0841993 # DEPENDENCYPART_TRISIBL
(5,10),(5,12),(5,28),-0.0184367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,13),(5,15),-0.0510155 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,16),0.00273516 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,17),-0.0574295 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,18),-0.0546074 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,21),-0.0819422 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,22),-0.0817984 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,24),-0.0819422 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,27),-0.0254167 # DEPENDENCYPART_TRISIBL
(5,10),(5,13),(5,28),-0.168675 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,15),(5,16),0.025001 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,17),-0.038706 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,18),-0.0485127 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,21),-0.0947326 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,22),-0.0815358 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,24),-0.0947326 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,27),-0.0841993 # DEPENDENCYPART_TRISIBL
(5,10),(5,15),(5,28),-0.0192591 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,16),(5,17),-0.0480127 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,18),-0.0536955 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,21),-0.0960659 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,22),-0.0802755 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,24),-0.0960659 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,27),-0.0698928 # DEPENDENCYPART_TRISIBL
(5,10),(5,16),(5,28),-0.170318 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(5,10),(5,17),(5,18),-0.0812953 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,21),-0.0735982 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,22),-0.0848558 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,24),-0.0735982 # DEPENDENCYPART_TRISIBL
(5,10),(5,17),(5,27),-0.105437 # DEPENDENCYPART_TRISIBL
