# _root_ Like its parent that year , `` Bluefield was not having a good year , '' the judge said .
#goldHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
#predictedHeads=9,3,1,5,3,9,9,9,19,9,9,14,14,11,19,19,18,19,0,19,
(14,8),(14,5),(14,4),-0.00306221 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,2),-0.000964283 # DEPENDENCYPART_TRISIBL
(14,8),(14,5),(14,-1),-0.173846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,4),(14,2),-0.0171398 # DEPENDENCYPART_TRISIBL
(14,8),(14,4),(14,-1),-0.0153392 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,8),(14,2),(14,-1),-0.0228683 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,5),(14,4),0.0611628 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,2),-0.0678724 # DEPENDENCYPART_TRISIBL
(14,7),(14,5),(14,-1),-0.120363 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,4),(14,2),-0.0650315 # DEPENDENCYPART_TRISIBL
(14,7),(14,4),(14,-1),0.000259335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,7),(14,2),(14,-1),-0.0344664 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,4),(14,2),0.0344932 # DEPENDENCYPART_TRISIBL
(14,5),(14,4),(14,-1),-0.0555509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,5),(14,2),(14,-1),-0.0437284 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(14,4),(14,2),(14,-1),-0.160925 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,16),(16,18),(16,21),-0.445031 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(16,16),(16,14),(16,-1),-0.507882 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,16),(17,14),-0.0477155 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(17,17),(17,16),(17,-1),-0.523139 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,17),(17,14),(17,-1),-0.379846 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(17,16),(17,14),(17,-1),-0.280965 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,19),(18,21),-0.0882858 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(18,18),(18,17),(18,16),-0.196474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,15),-0.0880456 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,14),-0.152384 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,13),-0.310327 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,12),-0.0749612 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,17),(18,-1),-0.128646 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,16),(18,15),-0.35522 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,14),-0.0103386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,13),-0.187515 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,12),-0.0878195 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,16),(18,-1),-0.311898 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,15),(18,14),-0.204743 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,13),-0.348408 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,12),-0.149486 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,15),(18,-1),-0.371548 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,14),(18,13),-0.0668652 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,12),-0.042791 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,14),(18,-1),-0.131556 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,13),(18,12),-0.0464705 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(18,18),(18,13),(18,-1),-0.114278 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,18),(18,12),(18,-1),-0.191771 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,16),(18,15),0.0803464 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,14),-0.134013 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,13),-0.16311 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,12),-0.25726 # DEPENDENCYPART_TRISIBL
(18,17),(18,16),(18,-1),-0.169367 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,15),(18,14),-0.238027 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,13),-0.215785 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,12),-0.210502 # DEPENDENCYPART_TRISIBL
(18,17),(18,15),(18,-1),-0.160125 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,14),(18,13),-0.185036 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,12),-0.28565 # DEPENDENCYPART_TRISIBL
(18,17),(18,14),(18,-1),-0.142553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,13),(18,12),-0.334358 # DEPENDENCYPART_TRISIBL
(18,17),(18,13),(18,-1),-0.110415 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,17),(18,12),(18,-1),-0.206116 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,15),(18,14),-0.124491 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,13),-0.0895744 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,12),-0.122778 # DEPENDENCYPART_TRISIBL
(18,16),(18,15),(18,-1),-0.143247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,14),(18,13),0.040195 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,12),-0.126561 # DEPENDENCYPART_TRISIBL
(18,16),(18,14),(18,-1),-0.358281 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,13),(18,12),-0.117242 # DEPENDENCYPART_TRISIBL
(18,16),(18,13),(18,-1),-0.348984 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,16),(18,12),(18,-1),-0.263158 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,14),(18,13),-0.0466375 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,12),0.0818649 # DEPENDENCYPART_TRISIBL
(18,15),(18,14),(18,-1),-0.138209 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,13),(18,12),0.202622 # DEPENDENCYPART_TRISIBL
(18,15),(18,13),(18,-1),-0.119433 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,15),(18,12),(18,-1),-0.197729 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,13),(18,12),-0.00764482 # DEPENDENCYPART_TRISIBL
(18,14),(18,13),(18,-1),-0.112458 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,14),(18,12),(18,-1),-0.034524 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(18,13),(18,12),(18,-1),0.0700391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,20),(19,21),-0.123289 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(19,19),(19,18),(19,17),-0.171953 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,16),0.0727228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,15),0.215792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,14),-0.0373569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,13),-0.126418 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,12),-0.173058 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,11),-0.0804875 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,10),-0.0512739 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,9),-0.0664047 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,8),-0.0023256 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,7),0.0561572 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,6),0.215792 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,5),-0.0373569 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,4),-0.133914 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,3),-0.0409782 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,2),-0.099893 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,1),-0.0126475 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,18),(19,-1),0.110054 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,17),(19,16),-0.0729243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,15),-0.0150288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,14),-0.0880891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,13),-0.186969 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,12),-0.152 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,11),-0.118378 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,10),-0.172278 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,9),-0.137271 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,8),-0.00533667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,7),-0.0311759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,6),-0.0150288 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,5),-0.0880891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,4),-0.128695 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,3),-0.092084 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,2),-0.112849 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,1),-0.0723199 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,17),(19,-1),-0.046626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,16),(19,15),-0.138096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,14),-0.00908585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,13),-0.150668 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,12),-0.163225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,11),-0.111891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,10),-0.160536 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,9),-0.144932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,8),0.0175363 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,7),-0.124797 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,6),-0.138096 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,5),-0.00908585 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,4),-0.124131 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,3),-0.0141114 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,2),-0.103 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,1),-0.0617095 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,16),(19,-1),-0.260365 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,15),(19,14),-0.133947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,13),-0.167057 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,12),-0.216071 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,11),0.064509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,10),-0.24904 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,9),-0.405385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,8),-0.200445 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,7),-0.1097 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,6),-0.148989 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,5),-0.133947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,4),-0.190923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,3),-0.136851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,2),-0.111381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,1),-0.07081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,15),(19,-1),-0.25082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,14),(19,13),-0.130548 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,12),-0.178387 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,11),-0.0804891 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,10),-0.0509467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,9),-0.0659212 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,8),0.0267448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,7),0.0574147 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,6),0.172864 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,5),-0.0147143 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,4),-0.139242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,3),-0.0183355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,2),-0.0998946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,1),-0.0136869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,14),(19,-1),0.0271341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,13),(19,12),-0.137915 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,11),-0.08413 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,10),-0.16354 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,9),-0.131811 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,8),-0.054276 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,7),-0.128669 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,6),0.00044123 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,5),-0.0890627 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,4),-0.119228 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,3),-0.0935736 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,2),-0.114686 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,1),-0.0771025 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,13),(19,-1),-0.0589538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,12),(19,11),-0.114243 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,10),-0.148631 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,9),-0.137078 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,8),0.0032605 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,7),-0.0346134 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,6),-0.0194029 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,5),-0.0766842 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,4),-0.120748 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,3),-0.080679 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,2),-0.115175 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,1),-0.0886495 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,12),(19,-1),-0.0913328 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,11),(19,10),-0.122883 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,9),-0.13127 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,8),-0.0126273 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,7),-0.0273225 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,6),-0.0640622 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,5),-0.0385132 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,4),-0.145109 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,3),-0.0382834 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,2),-0.0604814 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,1),-0.0961925 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,11),(19,-1),-0.115916 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,10),(19,9),-0.181358 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,8),0.118258 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,7),-0.0997136 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,6),-0.133467 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,5),0.0450546 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,4),-0.0314825 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,3),0.0454442 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,2),-0.103107 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,1),-0.132775 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,10),(19,-1),-0.198347 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,9),(19,8),-0.0795404 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,7),-0.0790365 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,6),-0.0721801 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,5),-0.0357759 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,4),-0.134502 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,3),-0.0411894 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,2),-0.102419 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,1),-0.0897301 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,9),(19,-1),-0.165384 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,8),(19,7),0.0120559 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,6),0.118595 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,5),-0.0627897 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,4),-0.12667 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,3),-0.0714076 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,2),-0.120697 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,1),-0.00180393 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,8),(19,-1),0.105549 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,7),(19,6),-0.275484 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,5),0.0959081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,4),-0.141004 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,3),0.0896023 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,2),-0.125469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,1),-0.156214 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,7),(19,-1),-0.305538 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,6),(19,5),-0.133947 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,4),-0.190923 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,3),-0.136851 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,2),-0.111381 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,1),-0.07081 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,6),(19,-1),-0.25082 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,5),(19,4),-0.139242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,3),-0.0183355 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,2),-0.0998946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,1),-0.0136869 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,5),(19,-1),0.0271341 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,4),(19,3),-0.100812 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,4),(19,2),-0.112207 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,4),(19,1),-0.0542251 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,4),(19,-1),0.0380568 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,3),(19,2),-0.0997425 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,3),(19,1),-0.0106031 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,3),(19,-1),0.109791 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,2),(19,1),-0.0594242 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(19,19),(19,2),(19,-1),-0.063893 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,19),(19,1),(19,-1),-0.185818 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,17),(19,16),-0.0906973 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,15),0.00951654 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,14),-0.142359 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,13),-0.00979857 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,12),-0.0662472 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,11),-0.077226 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,10),-0.0117695 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,9),-0.0543297 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,8),-0.125595 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,7),-0.0531043 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,6),0.00951654 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,5),-0.142359 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,4),-0.103165 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,3),-0.150745 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,2),-0.00519255 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,1),-0.0689522 # DEPENDENCYPART_TRISIBL
(19,18),(19,17),(19,-1),0.026835 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,16),(19,15),0.214402 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,14),-0.136941 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,13),-0.0194724 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,12),-0.0575488 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,11),-0.0661698 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,10),-0.031788 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,9),-0.0527819 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,8),-0.123158 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,7),-0.0648566 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,6),0.214402 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,5),-0.136941 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,4),-0.0966633 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,3),-0.145409 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,2),-0.00351147 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,1),-0.0848623 # DEPENDENCYPART_TRISIBL
(19,18),(19,16),(19,-1),-0.052164 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(19,18),(19,15),(19,14),-0.125829 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,13),-0.0519697 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,12),-0.0852579 # DEPENDENCYPART_TRISIBL
(19,18),(19,15),(19,11),-0.0281459 # DEPENDENCYPART_TRISIBL
