# _root_ George M. Salem , analyst at Prudential-Bache Securities Inc. , called the results `` mildly disappointing . ''
#goldHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
#predictedHeads=3,3,11,3,3,5,8,6,8,3,0,13,11,16,16,11,11,11,
(5,4),(1,3),-0.131872 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.139811 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.0371542 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.10225 # DEPENDENCYPART_HEADBIGRAM
(5,4),(9,3),0.147225 # DEPENDENCYPART_HEADBIGRAM
(5,4),(11,3),0.188236 # DEPENDENCYPART_HEADBIGRAM
(5,4),(13,3),0.126241 # DEPENDENCYPART_HEADBIGRAM
(5,4),(14,3),0.102491 # DEPENDENCYPART_HEADBIGRAM
(5,4),(16,3),0.103228 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),0.126901 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),0.115955 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),0.0726364 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0683751 # DEPENDENCYPART_HEADBIGRAM
(5,6),(6,5),-0.00871376 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.316717 # DEPENDENCYPART_HEADBIGRAM
(5,6),(9,5),0.312052 # DEPENDENCYPART_HEADBIGRAM
(5,6),(11,5),0.298913 # DEPENDENCYPART_HEADBIGRAM
(5,6),(16,5),0.252412 # DEPENDENCYPART_HEADBIGRAM
(5,7),(1,6),-0.0879696 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0879696 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0879696 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.013502 # DEPENDENCYPART_HEADBIGRAM
(5,7),(8,6),0.152318 # DEPENDENCYPART_HEADBIGRAM
(5,7),(9,6),0.151016 # DEPENDENCYPART_HEADBIGRAM
(5,7),(11,6),0.176809 # DEPENDENCYPART_HEADBIGRAM
(5,7),(13,6),0.190216 # DEPENDENCYPART_HEADBIGRAM
(5,7),(15,6),0.182143 # DEPENDENCYPART_HEADBIGRAM
(5,7),(16,6),0.166382 # DEPENDENCYPART_HEADBIGRAM
(5,8),(2,7),-0.0742014 # DEPENDENCYPART_HEADBIGRAM
(5,8),(3,7),-0.0742014 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0995816 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.095412 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.284226 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.159037 # DEPENDENCYPART_HEADBIGRAM
(5,8),(11,7),0.161439 # DEPENDENCYPART_HEADBIGRAM
(5,9),(1,8),-0.074602 # DEPENDENCYPART_HEADBIGRAM
(5,9),(2,8),-0.0746396 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0742168 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.134904 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.0951526 # DEPENDENCYPART_HEADBIGRAM
(5,9),(7,8),0.0783354 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.32905 # DEPENDENCYPART_HEADBIGRAM
(5,9),(11,8),0.16144 # DEPENDENCYPART_HEADBIGRAM
(5,9),(13,8),0.16887 # DEPENDENCYPART_HEADBIGRAM
(5,9),(16,8),0.173439 # DEPENDENCYPART_HEADBIGRAM
(5,10),(2,9),-0.0208566 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.0238566 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.138663 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.0253119 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.224218 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.201163 # DEPENDENCYPART_HEADBIGRAM
(5,10),(11,9),0.183337 # DEPENDENCYPART_HEADBIGRAM
(5,11),(1,10),-0.0680179 # DEPENDENCYPART_HEADBIGRAM
(5,11),(2,10),-0.0680179 # DEPENDENCYPART_HEADBIGRAM
(5,11),(3,10),-0.0680179 # DEPENDENCYPART_HEADBIGRAM
(5,11),(5,10),0.108272 # DEPENDENCYPART_HEADBIGRAM
(5,11),(6,10),0.10974 # DEPENDENCYPART_HEADBIGRAM
(5,11),(7,10),0.0865921 # DEPENDENCYPART_HEADBIGRAM
(5,11),(8,10),0.00692785 # DEPENDENCYPART_HEADBIGRAM
(5,11),(9,10),0.00696147 # DEPENDENCYPART_HEADBIGRAM
(5,11),(11,10),0.162477 # DEPENDENCYPART_HEADBIGRAM
(5,11),(16,10),0.183597 # DEPENDENCYPART_HEADBIGRAM
(5,13),(8,12),0.0723946 # DEPENDENCYPART_HEADBIGRAM
(5,13),(11,12),0.0684403 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.137557 # DEPENDENCYPART_HEADBIGRAM
(5,13),(14,12),0.174235 # DEPENDENCYPART_HEADBIGRAM
(5,13),(16,12),0.170918 # DEPENDENCYPART_HEADBIGRAM
(5,14),(2,13),-0.0610811 # DEPENDENCYPART_HEADBIGRAM
(5,14),(3,13),-0.0610819 # DEPENDENCYPART_HEADBIGRAM
(5,14),(5,13),0.0727292 # DEPENDENCYPART_HEADBIGRAM
(5,14),(6,13),0.0722709 # DEPENDENCYPART_HEADBIGRAM
(5,14),(8,13),0.0833016 # DEPENDENCYPART_HEADBIGRAM
(5,14),(9,13),0.0833016 # DEPENDENCYPART_HEADBIGRAM
(5,14),(11,13),0.0714788 # DEPENDENCYPART_HEADBIGRAM
(5,14),(14,13),0.174132 # DEPENDENCYPART_HEADBIGRAM
(5,14),(15,13),0.174288 # DEPENDENCYPART_HEADBIGRAM
(5,14),(16,13),0.174293 # DEPENDENCYPART_HEADBIGRAM
(5,15),(2,14),-0.0632587 # DEPENDENCYPART_HEADBIGRAM
(5,15),(3,14),-0.0632587 # DEPENDENCYPART_HEADBIGRAM
(5,15),(5,14),0.0535756 # DEPENDENCYPART_HEADBIGRAM
(5,15),(6,14),0.064856 # DEPENDENCYPART_HEADBIGRAM
(5,15),(8,14),0.0705591 # DEPENDENCYPART_HEADBIGRAM
(5,15),(11,14),0.0554902 # DEPENDENCYPART_HEADBIGRAM
(5,15),(13,14),0.0613505 # DEPENDENCYPART_HEADBIGRAM
(5,15),(15,14),0.175599 # DEPENDENCYPART_HEADBIGRAM
(5,15),(16,14),0.17376 # DEPENDENCYPART_HEADBIGRAM
(5,15),(17,14),0.17429 # DEPENDENCYPART_HEADBIGRAM
(5,16),(3,15),-0.0541473 # DEPENDENCYPART_HEADBIGRAM
(5,16),(5,15),0.0558777 # DEPENDENCYPART_HEADBIGRAM
(5,16),(6,15),0.0772075 # DEPENDENCYPART_HEADBIGRAM
(5,16),(8,15),0.0792679 # DEPENDENCYPART_HEADBIGRAM
(5,16),(11,15),0.0552266 # DEPENDENCYPART_HEADBIGRAM
(5,16),(13,15),0.0664604 # DEPENDENCYPART_HEADBIGRAM
(5,16),(14,15),0.0647337 # DEPENDENCYPART_HEADBIGRAM
(5,16),(16,15),0.192336 # DEPENDENCYPART_HEADBIGRAM
(5,16),(17,15),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,16),(18,15),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,17),(2,16),-0.0616273 # DEPENDENCYPART_HEADBIGRAM
(5,17),(3,16),-0.0612847 # DEPENDENCYPART_HEADBIGRAM
(5,17),(5,16),0.0555386 # DEPENDENCYPART_HEADBIGRAM
(5,17),(6,16),0.0702683 # DEPENDENCYPART_HEADBIGRAM
(5,17),(8,16),0.0781526 # DEPENDENCYPART_HEADBIGRAM
(5,17),(11,16),0.0737192 # DEPENDENCYPART_HEADBIGRAM
(5,17),(13,16),0.0704846 # DEPENDENCYPART_HEADBIGRAM
(5,17),(15,16),0.082208 # DEPENDENCYPART_HEADBIGRAM
(5,17),(17,16),0.172984 # DEPENDENCYPART_HEADBIGRAM
(5,17),(18,16),0.174112 # DEPENDENCYPART_HEADBIGRAM
(5,18),(2,17),-0.0517938 # DEPENDENCYPART_HEADBIGRAM
(5,18),(3,17),-0.0517677 # DEPENDENCYPART_HEADBIGRAM
(5,18),(5,17),0.133263 # DEPENDENCYPART_HEADBIGRAM
(5,18),(6,17),0.0754496 # DEPENDENCYPART_HEADBIGRAM
(5,18),(8,17),0.107777 # DEPENDENCYPART_HEADBIGRAM
(5,18),(11,17),0.0821399 # DEPENDENCYPART_HEADBIGRAM
(5,18),(13,17),0.0711628 # DEPENDENCYPART_HEADBIGRAM
(5,18),(15,17),0.0704675 # DEPENDENCYPART_HEADBIGRAM
(5,18),(16,17),0.0709673 # DEPENDENCYPART_HEADBIGRAM
(5,18),(18,17),0.174183 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.193878 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.161842 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.162992 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.0993477 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.077685 # DEPENDENCYPART_HEADBIGRAM
(6,4),(9,3),0.122798 # DEPENDENCYPART_HEADBIGRAM
(6,4),(11,3),0.120828 # DEPENDENCYPART_HEADBIGRAM
(6,4),(13,3),0.127931 # DEPENDENCYPART_HEADBIGRAM
(6,4),(14,3),0.103865 # DEPENDENCYPART_HEADBIGRAM
(6,4),(16,3),0.102098 # DEPENDENCYPART_HEADBIGRAM
(6,5),(1,4),-0.146455 # DEPENDENCYPART_HEADBIGRAM
(6,5),(2,4),-0.0903401 # DEPENDENCYPART_HEADBIGRAM
(6,5),(3,4),-0.0903401 # DEPENDENCYPART_HEADBIGRAM
(6,5),(5,4),-0.124171 # DEPENDENCYPART_HEADBIGRAM
(6,5),(6,4),0.0303433 # DEPENDENCYPART_HEADBIGRAM
(6,5),(8,4),0.217016 # DEPENDENCYPART_HEADBIGRAM
(6,5),(9,4),0.217008 # DEPENDENCYPART_HEADBIGRAM
(6,5),(11,4),0.0762722 # DEPENDENCYPART_HEADBIGRAM
(6,7),(1,6),0.0298889 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),0.0298247 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),0.0299135 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),0.148339 # DEPENDENCYPART_HEADBIGRAM
(6,7),(8,6),0.240754 # DEPENDENCYPART_HEADBIGRAM
(6,7),(9,6),0.20704 # DEPENDENCYPART_HEADBIGRAM
(6,7),(11,6),0.286583 # DEPENDENCYPART_HEADBIGRAM
(6,7),(13,6),0.179319 # DEPENDENCYPART_HEADBIGRAM
(6,7),(15,6),0.183667 # DEPENDENCYPART_HEADBIGRAM
(6,7),(16,6),0.132637 # DEPENDENCYPART_HEADBIGRAM
(6,8),(2,7),-0.0695623 # DEPENDENCYPART_HEADBIGRAM
(6,8),(3,7),-0.0695623 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0644724 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),-0.0310542 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.404758 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.1649 # DEPENDENCYPART_HEADBIGRAM
(6,8),(11,7),0.163028 # DEPENDENCYPART_HEADBIGRAM
(6,9),(1,8),-0.0681026 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0681021 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.06772 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0633941 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.00190392 # DEPENDENCYPART_HEADBIGRAM
(6,9),(7,8),0.0810304 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.189064 # DEPENDENCYPART_HEADBIGRAM
(6,9),(11,8),0.163005 # DEPENDENCYPART_HEADBIGRAM
(6,9),(13,8),0.17007 # DEPENDENCYPART_HEADBIGRAM
(6,9),(16,8),0.173234 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0789664 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0790755 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0558339 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0499931 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.0733472 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.0761855 # DEPENDENCYPART_HEADBIGRAM
(6,10),(11,9),0.128486 # DEPENDENCYPART_HEADBIGRAM
(6,11),(1,10),-0.0733558 # DEPENDENCYPART_HEADBIGRAM
(6,11),(2,10),-0.0732954 # DEPENDENCYPART_HEADBIGRAM
(6,11),(3,10),-0.0732954 # DEPENDENCYPART_HEADBIGRAM
(6,11),(5,10),-0.0464138 # DEPENDENCYPART_HEADBIGRAM
(6,11),(6,10),0.0137172 # DEPENDENCYPART_HEADBIGRAM
(6,11),(7,10),0.109983 # DEPENDENCYPART_HEADBIGRAM
(6,11),(8,10),0.0641209 # DEPENDENCYPART_HEADBIGRAM
(6,11),(9,10),0.0641107 # DEPENDENCYPART_HEADBIGRAM
(6,11),(11,10),0.110616 # DEPENDENCYPART_HEADBIGRAM
(6,11),(16,10),0.170377 # DEPENDENCYPART_HEADBIGRAM
(6,13),(8,12),0.0721463 # DEPENDENCYPART_HEADBIGRAM
(6,13),(11,12),0.066469 # DEPENDENCYPART_HEADBIGRAM
(6,13),(13,12),0.164177 # DEPENDENCYPART_HEADBIGRAM
(6,13),(14,12),0.174235 # DEPENDENCYPART_HEADBIGRAM
(6,13),(16,12),0.170327 # DEPENDENCYPART_HEADBIGRAM
(6,14),(2,13),-0.0610879 # DEPENDENCYPART_HEADBIGRAM
(6,14),(3,13),-0.0610887 # DEPENDENCYPART_HEADBIGRAM
(6,14),(5,13),-0.0610877 # DEPENDENCYPART_HEADBIGRAM
(6,14),(6,13),0.0611972 # DEPENDENCYPART_HEADBIGRAM
(6,14),(8,13),0.083289 # DEPENDENCYPART_HEADBIGRAM
(6,14),(9,13),0.083289 # DEPENDENCYPART_HEADBIGRAM
(6,14),(11,13),0.0709558 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.172906 # DEPENDENCYPART_HEADBIGRAM
(6,14),(15,13),0.174288 # DEPENDENCYPART_HEADBIGRAM
(6,14),(16,13),0.174295 # DEPENDENCYPART_HEADBIGRAM
(6,15),(2,14),-0.0650812 # DEPENDENCYPART_HEADBIGRAM
(6,15),(3,14),-0.0650812 # DEPENDENCYPART_HEADBIGRAM
(6,15),(5,14),-0.0632728 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.0340053 # DEPENDENCYPART_HEADBIGRAM
(6,15),(8,14),0.0685564 # DEPENDENCYPART_HEADBIGRAM
(6,15),(11,14),0.0860982 # DEPENDENCYPART_HEADBIGRAM
(6,15),(13,14),0.0611929 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.167037 # DEPENDENCYPART_HEADBIGRAM
(6,15),(16,14),0.174181 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.17429 # DEPENDENCYPART_HEADBIGRAM
(6,16),(3,15),-0.0610867 # DEPENDENCYPART_HEADBIGRAM
(6,16),(5,15),-0.0623544 # DEPENDENCYPART_HEADBIGRAM
(6,16),(6,15),0.05651 # DEPENDENCYPART_HEADBIGRAM
(6,16),(8,15),0.071812 # DEPENDENCYPART_HEADBIGRAM
(6,16),(11,15),0.0671297 # DEPENDENCYPART_HEADBIGRAM
(6,16),(13,15),0.0496414 # DEPENDENCYPART_HEADBIGRAM
(6,16),(14,15),0.0503923 # DEPENDENCYPART_HEADBIGRAM
(6,16),(16,15),0.126015 # DEPENDENCYPART_HEADBIGRAM
(6,16),(17,15),0.174275 # DEPENDENCYPART_HEADBIGRAM
(6,16),(18,15),0.174287 # DEPENDENCYPART_HEADBIGRAM
(6,17),(2,16),-0.0612938 # DEPENDENCYPART_HEADBIGRAM
(6,17),(3,16),-0.0612963 # DEPENDENCYPART_HEADBIGRAM
(6,17),(5,16),-0.0619113 # DEPENDENCYPART_HEADBIGRAM
(6,17),(6,16),0.0705363 # DEPENDENCYPART_HEADBIGRAM
(6,17),(8,16),0.0781361 # DEPENDENCYPART_HEADBIGRAM
(6,17),(11,16),0.0852605 # DEPENDENCYPART_HEADBIGRAM
(6,17),(13,16),0.0736242 # DEPENDENCYPART_HEADBIGRAM
(6,17),(15,16),0.0846206 # DEPENDENCYPART_HEADBIGRAM
(6,17),(17,16),0.173108 # DEPENDENCYPART_HEADBIGRAM
(6,17),(18,16),0.174115 # DEPENDENCYPART_HEADBIGRAM
(6,18),(2,17),-0.0625512 # DEPENDENCYPART_HEADBIGRAM
(6,18),(3,17),-0.0629744 # DEPENDENCYPART_HEADBIGRAM
(6,18),(5,17),-0.0654114 # DEPENDENCYPART_HEADBIGRAM
(6,18),(6,17),0.0816711 # DEPENDENCYPART_HEADBIGRAM
(6,18),(8,17),0.0959763 # DEPENDENCYPART_HEADBIGRAM
(6,18),(11,17),0.0813438 # DEPENDENCYPART_HEADBIGRAM
(6,18),(13,17),0.0711724 # DEPENDENCYPART_HEADBIGRAM
(6,18),(15,17),0.0695399 # DEPENDENCYPART_HEADBIGRAM
(6,18),(16,17),0.0710191 # DEPENDENCYPART_HEADBIGRAM
(6,18),(18,17),0.174278 # DEPENDENCYPART_HEADBIGRAM
(7,8),(2,7),0.00152543 # DEPENDENCYPART_HEADBIGRAM
(7,8),(3,7),0.00152914 # DEPENDENCYPART_HEADBIGRAM
(7,8),(5,7),-0.0571794 # DEPENDENCYPART_HEADBIGRAM
(7,8),(6,7),-0.00510568 # DEPENDENCYPART_HEADBIGRAM
(7,8),(8,7),-0.0956056 # DEPENDENCYPART_HEADBIGRAM
(7,8),(9,7),0.26452 # DEPENDENCYPART_HEADBIGRAM
(7,8),(11,7),0.2082 # DEPENDENCYPART_HEADBIGRAM
(7,9),(1,8),-0.041702 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0417299 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.0432724 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.0773781 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.0970092 # DEPENDENCYPART_HEADBIGRAM
(7,9),(7,8),-0.0334081 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.338658 # DEPENDENCYPART_HEADBIGRAM
(7,9),(11,8),0.136186 # DEPENDENCYPART_HEADBIGRAM
(7,9),(13,8),0.16688 # DEPENDENCYPART_HEADBIGRAM
(7,9),(16,8),0.173765 # DEPENDENCYPART_HEADBIGRAM
(7,10),(2,9),-0.0152297 # DEPENDENCYPART_HEADBIGRAM
(7,10),(3,9),-0.0154398 # DEPENDENCYPART_HEADBIGRAM
(7,10),(5,9),-0.0879323 # DEPENDENCYPART_HEADBIGRAM
(7,10),(6,9),-0.0429059 # DEPENDENCYPART_HEADBIGRAM
(7,10),(7,9),0.183738 # DEPENDENCYPART_HEADBIGRAM
(7,10),(8,9),0.203412 # DEPENDENCYPART_HEADBIGRAM
(7,10),(11,9),0.122728 # DEPENDENCYPART_HEADBIGRAM
(8,2),(2,1),0.0372709 # DEPENDENCYPART_HEADBIGRAM
(8,2),(3,1),-0.0658933 # DEPENDENCYPART_HEADBIGRAM
(8,2),(5,1),-0.102462 # DEPENDENCYPART_HEADBIGRAM
(8,2),(8,1),-0.0714884 # DEPENDENCYPART_HEADBIGRAM
(8,2),(11,1),0.0519321 # DEPENDENCYPART_HEADBIGRAM
(8,3),(0,2),-0.155609 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.165998 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),-0.105947 # DEPENDENCYPART_HEADBIGRAM
(8,3),(5,2),-0.101286 # DEPENDENCYPART_HEADBIGRAM
(8,3),(8,2),-0.0595953 # DEPENDENCYPART_HEADBIGRAM
(8,3),(9,2),0.0939912 # DEPENDENCYPART_HEADBIGRAM
(8,3),(11,2),0.0410247 # DEPENDENCYPART_HEADBIGRAM
(8,3),(16,2),0.0884028 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.22673 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.201543 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.190417 # DEPENDENCYPART_HEADBIGRAM
(8,4),(5,3),-0.136227 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.154151 # DEPENDENCYPART_HEADBIGRAM
(8,4),(9,3),0.117969 # DEPENDENCYPART_HEADBIGRAM
(8,4),(11,3),0.120304 # DEPENDENCYPART_HEADBIGRAM
(8,4),(13,3),0.120102 # DEPENDENCYPART_HEADBIGRAM
(8,4),(14,3),0.0902041 # DEPENDENCYPART_HEADBIGRAM
(8,4),(16,3),0.0859932 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.1694 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.147492 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.14753 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0983156 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.0884863 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.0550577 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.12168 # DEPENDENCYPART_HEADBIGRAM
(8,5),(11,4),0.103948 # DEPENDENCYPART_HEADBIGRAM
(8,6),(1,5),-0.230582 # DEPENDENCYPART_HEADBIGRAM
(8,6),(2,5),-0.230582 # DEPENDENCYPART_HEADBIGRAM
(8,6),(3,5),-0.233566 # DEPENDENCYPART_HEADBIGRAM
(8,6),(4,5),-0.227048 # DEPENDENCYPART_HEADBIGRAM
(8,6),(6,5),-0.0795777 # DEPENDENCYPART_HEADBIGRAM
(8,6),(8,5),0.0954966 # DEPENDENCYPART_HEADBIGRAM
(8,6),(9,5),0.0775511 # DEPENDENCYPART_HEADBIGRAM
(8,6),(11,5),0.092752 # DEPENDENCYPART_HEADBIGRAM
(8,6),(16,5),0.0888359 # DEPENDENCYPART_HEADBIGRAM
(8,7),(1,6),-0.115956 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.11347 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.115953 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.0129816 # DEPENDENCYPART_HEADBIGRAM
(8,7),(8,6),0.0248121 # DEPENDENCYPART_HEADBIGRAM
(8,7),(9,6),0.0875809 # DEPENDENCYPART_HEADBIGRAM
(8,7),(11,6),0.00293252 # DEPENDENCYPART_HEADBIGRAM
(8,7),(13,6),0.116668 # DEPENDENCYPART_HEADBIGRAM
(8,7),(15,6),0.123683 # DEPENDENCYPART_HEADBIGRAM
(8,7),(16,6),0.125119 # DEPENDENCYPART_HEADBIGRAM
(8,9),(1,8),-0.0877485 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.104676 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),0.00240531 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),0.0709109 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.0266264 # DEPENDENCYPART_HEADBIGRAM
(8,9),(7,8),-0.133573 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.114321 # DEPENDENCYPART_HEADBIGRAM
(8,9),(11,8),0.207396 # DEPENDENCYPART_HEADBIGRAM
(8,9),(13,8),0.123915 # DEPENDENCYPART_HEADBIGRAM
(8,9),(16,8),0.17157 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0200029 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.020213 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.101694 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.0544104 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0211115 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),0.0482562 # DEPENDENCYPART_HEADBIGRAM
(8,10),(11,9),0.147646 # DEPENDENCYPART_HEADBIGRAM
(8,11),(1,10),-0.0833236 # DEPENDENCYPART_HEADBIGRAM
(8,11),(2,10),-0.0833726 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.0833236 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0671778 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0607017 # DEPENDENCYPART_HEADBIGRAM
(8,11),(7,10),-0.0694793 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),-0.0153593 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.000292093 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.0829879 # DEPENDENCYPART_HEADBIGRAM
(8,11),(16,10),0.17224 # DEPENDENCYPART_HEADBIGRAM
(8,12),(0,11),-0.0653904 # DEPENDENCYPART_HEADBIGRAM
(8,12),(2,11),-0.0601274 # DEPENDENCYPART_HEADBIGRAM
(8,12),(3,11),-0.0601369 # DEPENDENCYPART_HEADBIGRAM
(8,12),(5,11),-0.0515759 # DEPENDENCYPART_HEADBIGRAM
(8,12),(6,11),-0.0691784 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0706893 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.0733058 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.0597642 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.05977 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),0.112868 # DEPENDENCYPART_HEADBIGRAM
(8,13),(14,12),0.173609 # DEPENDENCYPART_HEADBIGRAM
(8,13),(16,12),0.1609 # DEPENDENCYPART_HEADBIGRAM
(8,14),(2,13),-0.0612264 # DEPENDENCYPART_HEADBIGRAM
(8,14),(3,13),-0.0612271 # DEPENDENCYPART_HEADBIGRAM
(8,14),(5,13),-0.061223 # DEPENDENCYPART_HEADBIGRAM
(8,14),(6,13),-0.0606521 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.0718318 # DEPENDENCYPART_HEADBIGRAM
(8,14),(9,13),0.0831566 # DEPENDENCYPART_HEADBIGRAM
(8,14),(11,13),0.0712195 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.174025 # DEPENDENCYPART_HEADBIGRAM
(8,14),(15,13),0.174288 # DEPENDENCYPART_HEADBIGRAM
(8,14),(16,13),0.174295 # DEPENDENCYPART_HEADBIGRAM
(8,15),(2,14),-0.0612632 # DEPENDENCYPART_HEADBIGRAM
(8,15),(3,14),-0.0612632 # DEPENDENCYPART_HEADBIGRAM
(8,15),(5,14),-0.0612556 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0630435 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.0724546 # DEPENDENCYPART_HEADBIGRAM
(8,15),(11,14),0.0634784 # DEPENDENCYPART_HEADBIGRAM
(8,15),(13,14),0.0636119 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.175546 # DEPENDENCYPART_HEADBIGRAM
