# _root_ Foreign stock markets , which kicked off Black Monday with a huge selling spree , began the day off by relatively modest amounts .
#goldHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,23,23,20,16,
#predictedHeads=3,3,16,3,6,3,6,9,6,6,14,14,14,10,3,0,18,16,16,19,22,23,20,16,
(16,15),(16,14),(16,1),-0.0612729 # DEPENDENCYPART_TRISIBL
(16,15),(16,14),(16,-1),0.0444451 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,13),(16,12),-0.0612648 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,11),-0.000510013 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,10),0.102282 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,9),-0.174086 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,8),-0.174288 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,7),-0.0765335 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,6),-0.122486 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,5),-0.0861932 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,4),-0.0136889 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,3),-0.208292 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,2),-0.129701 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,1),-0.0612729 # DEPENDENCYPART_TRISIBL
(16,15),(16,13),(16,-1),0.0432654 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,12),(16,11),0.0133799 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,10),0.00710308 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,9),-0.143798 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,8),-0.14401 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,7),-0.0763215 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,6),-0.114522 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,5),-0.0861299 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,4),0.18634 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,3),-0.205788 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,2),-0.140515 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,1),-0.0832061 # DEPENDENCYPART_TRISIBL
(16,15),(16,12),(16,-1),0.039815 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,11),(16,10),0.0144775 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,9),-0.144088 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,8),-0.14419 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,7),-0.0763215 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,6),-0.114405 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,5),-0.0860858 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,4),0.139265 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,3),-0.200202 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,2),-0.129702 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,1),-0.0817036 # DEPENDENCYPART_TRISIBL
(16,15),(16,11),(16,-1),-0.0265195 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,10),(16,9),-0.160826 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,8),-0.160928 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,7),-0.078055 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,6),-0.122112 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,5),-0.0879115 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,4),0.515976 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,3),-0.278259 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,2),-0.121105 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,1),-0.0849455 # DEPENDENCYPART_TRISIBL
(16,15),(16,10),(16,-1),0.139218 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,9),(16,8),-0.132478 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,7),-0.0763494 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,6),-0.133188 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,5),-0.0862931 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,4),0.0720857 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,3),-0.206566 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,2),-0.129171 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,1),-0.0838524 # DEPENDENCYPART_TRISIBL
(16,15),(16,9),(16,-1),-0.00669668 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,8),(16,7),-0.0763494 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,6),-0.133188 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,5),-0.0862931 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,4),0.0729628 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,3),-0.206552 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,2),-0.129171 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,1),-0.084293 # DEPENDENCYPART_TRISIBL
(16,15),(16,8),(16,-1),-0.0303046 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,7),(16,6),-0.114409 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,5),-0.0860858 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,4),0.161078 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,3),-0.199874 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,2),-0.129424 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,1),-0.0817041 # DEPENDENCYPART_TRISIBL
(16,15),(16,7),(16,-1),-0.0033285 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,6),(16,5),-0.100964 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,4),0.268081 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,3),-0.200872 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,2),-0.11898 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,1),-0.0821924 # DEPENDENCYPART_TRISIBL
(16,15),(16,6),(16,-1),0.0805817 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,5),(16,4),0.158173 # DEPENDENCYPART_TRISIBL
(16,15),(16,5),(16,3),-0.199874 # DEPENDENCYPART_TRISIBL
(16,15),(16,5),(16,2),-0.130626 # DEPENDENCYPART_TRISIBL
(16,15),(16,5),(16,1),-0.0816505 # DEPENDENCYPART_TRISIBL
(16,15),(16,5),(16,-1),0.0473442 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,4),(16,3),-0.204318 # DEPENDENCYPART_TRISIBL
(16,15),(16,4),(16,2),-0.144737 # DEPENDENCYPART_TRISIBL
(16,15),(16,4),(16,1),-0.0858144 # DEPENDENCYPART_TRISIBL
(16,15),(16,4),(16,-1),-0.125171 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,3),(16,2),-0.117967 # DEPENDENCYPART_TRISIBL
(16,15),(16,3),(16,1),-0.0894119 # DEPENDENCYPART_TRISIBL
(16,15),(16,3),(16,-1),-0.00443495 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,2),(16,1),-0.0612729 # DEPENDENCYPART_TRISIBL
(16,15),(16,2),(16,-1),0.0434305 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,15),(16,1),(16,-1),0.0400503 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,13),(16,12),-0.0242822 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,11),-0.0695757 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,10),-0.100875 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,9),-0.0731676 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,8),-0.104998 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,7),-0.0808676 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,6),-0.0599855 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,5),-0.0783411 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,4),0.00970517 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,3),-0.149209 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,2),-0.165231 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,1),-0.0214194 # DEPENDENCYPART_TRISIBL
(16,14),(16,13),(16,-1),-0.0582958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,12),(16,11),-0.0402035 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,10),-0.0435084 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,9),-0.0476155 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,8),-0.0748728 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,7),-0.0801205 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,6),-0.0510361 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,5),-0.0737633 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,4),0.0234642 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,3),-0.144126 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,2),-0.126285 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,1),-0.0265342 # DEPENDENCYPART_TRISIBL
(16,14),(16,12),(16,-1),-0.0670695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,11),(16,10),-0.0494647 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,9),-0.0831149 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,8),-0.112615 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,7),-0.0801392 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,6),-0.0536965 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,5),-0.0762239 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,4),0.000126513 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,3),-0.138508 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,2),-0.152942 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,1),-0.0165436 # DEPENDENCYPART_TRISIBL
(16,14),(16,11),(16,-1),0.00196196 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,10),(16,9),-0.0817614 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,8),-0.111228 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,7),-0.0802754 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,6),-0.057785 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,5),-0.0768909 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,4),-0.00610114 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,3),-0.150621 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,2),-0.176622 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,1),-0.0418496 # DEPENDENCYPART_TRISIBL
(16,14),(16,10),(16,-1),0.0130391 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,9),(16,8),-0.119348 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,7),-0.0801185 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,6),-0.0549513 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,5),-0.075547 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,4),0.041042 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,3),-0.144927 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,2),-0.167409 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,1),-0.0241293 # DEPENDENCYPART_TRISIBL
(16,14),(16,9),(16,-1),-0.069989 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,8),(16,7),-0.0801185 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,6),-0.0549659 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,5),-0.075547 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,4),0.0410016 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,3),-0.144927 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,2),-0.166025 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,1),-0.021918 # DEPENDENCYPART_TRISIBL
(16,14),(16,8),(16,-1),-0.068349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,7),(16,6),-0.0526406 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,5),-0.0754398 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,4),0.0146535 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,3),-0.1387 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,2),-0.141814 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,1),-0.0349065 # DEPENDENCYPART_TRISIBL
(16,14),(16,7),(16,-1),-0.035052 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,6),(16,5),-0.0755677 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,4),0.010607 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,3),-0.139346 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,2),-0.144174 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,1),-0.0339914 # DEPENDENCYPART_TRISIBL
(16,14),(16,6),(16,-1),-0.0403169 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,5),(16,4),0.00737413 # DEPENDENCYPART_TRISIBL
(16,14),(16,5),(16,3),-0.138751 # DEPENDENCYPART_TRISIBL
(16,14),(16,5),(16,2),-0.149628 # DEPENDENCYPART_TRISIBL
(16,14),(16,5),(16,1),-0.0337794 # DEPENDENCYPART_TRISIBL
(16,14),(16,5),(16,-1),0.0343563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,4),(16,3),-0.232488 # DEPENDENCYPART_TRISIBL
(16,14),(16,4),(16,2),-0.136105 # DEPENDENCYPART_TRISIBL
(16,14),(16,4),(16,1),-0.0608091 # DEPENDENCYPART_TRISIBL
(16,14),(16,4),(16,-1),-0.131349 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,3),(16,2),-0.149452 # DEPENDENCYPART_TRISIBL
(16,14),(16,3),(16,1),-0.0201263 # DEPENDENCYPART_TRISIBL
(16,14),(16,3),(16,-1),-0.0468794 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,2),(16,1),-0.0184766 # DEPENDENCYPART_TRISIBL
(16,14),(16,2),(16,-1),-0.0618803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,14),(16,1),(16,-1),-0.0633103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,12),(16,11),-0.0377438 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,10),-0.0449676 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,9),-0.0476343 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,8),-0.0748916 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,7),-0.0801205 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,6),-0.0486073 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,5),-0.0737633 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,4),0.0234497 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,3),-0.144127 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,2),-0.126431 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,1),-0.0312262 # DEPENDENCYPART_TRISIBL
(16,13),(16,12),(16,-1),-0.0626906 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,11),(16,10),-0.050924 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,9),-0.0831337 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,8),-0.112634 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,7),-0.0801392 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,6),-0.0511934 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,5),-0.0762239 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,4),0.000112089 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,3),-0.138508 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,2),-0.153087 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,1),-0.019437 # DEPENDENCYPART_TRISIBL
(16,13),(16,11),(16,-1),0.00664655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,10),(16,9),-0.0817778 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,8),-0.111245 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,7),-0.0802754 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,6),-0.0552891 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,5),-0.0768909 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,4),-0.00612185 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,3),-0.150621 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,2),-0.176772 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,1),-0.0447431 # DEPENDENCYPART_TRISIBL
(16,13),(16,10),(16,-1),0.0160509 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,9),(16,8),-0.119367 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,7),-0.0801185 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,6),-0.0524482 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,5),-0.075547 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,4),0.0410276 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,3),-0.144927 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,2),-0.167554 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,1),-0.0270227 # DEPENDENCYPART_TRISIBL
(16,13),(16,9),(16,-1),-0.0656941 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,8),(16,7),-0.0801185 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,6),-0.0524627 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,5),-0.075547 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,4),0.0409872 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,3),-0.144927 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,2),-0.166171 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,1),-0.0248115 # DEPENDENCYPART_TRISIBL
(16,13),(16,8),(16,-1),-0.0640541 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,7),(16,6),-0.0501374 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,5),-0.0754398 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,4),0.0146391 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,3),-0.1387 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,2),-0.141959 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,1),-0.0377999 # DEPENDENCYPART_TRISIBL
(16,13),(16,7),(16,-1),-0.0305562 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,6),(16,5),-0.0755677 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,4),0.0105924 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,3),-0.139346 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,2),-0.144321 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,1),-0.0368848 # DEPENDENCYPART_TRISIBL
(16,13),(16,6),(16,-1),-0.0358329 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,5),(16,4),0.0073597 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,3),-0.138751 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,2),-0.149773 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,1),-0.0366728 # DEPENDENCYPART_TRISIBL
(16,13),(16,5),(16,-1),0.0388521 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,4),(16,3),-0.232488 # DEPENDENCYPART_TRISIBL
(16,13),(16,4),(16,2),-0.136254 # DEPENDENCYPART_TRISIBL
(16,13),(16,4),(16,1),-0.0637025 # DEPENDENCYPART_TRISIBL
(16,13),(16,4),(16,-1),-0.126973 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,3),(16,2),-0.149731 # DEPENDENCYPART_TRISIBL
(16,13),(16,3),(16,1),-0.0236898 # DEPENDENCYPART_TRISIBL
(16,13),(16,3),(16,-1),-0.0425553 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,2),(16,1),-0.0215982 # DEPENDENCYPART_TRISIBL
(16,13),(16,2),(16,-1),-0.0584311 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,13),(16,1),(16,-1),-0.0589313 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,11),(16,10),-0.0547602 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,9),-0.0827694 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,8),-0.0836247 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,7),-0.0756901 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,6),-0.0800471 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,5),-0.0714248 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,4),-0.0289543 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,3),-0.0813663 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,2),-0.0896734 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,1),-0.0701961 # DEPENDENCYPART_TRISIBL
(16,12),(16,11),(16,-1),-0.0580991 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,10),(16,9),-0.0765193 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,8),-0.0772887 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,7),-0.0746844 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,6),-0.0802299 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,5),-0.0740689 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,4),-0.0623015 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,3),-0.0752745 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,2),-0.0977851 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,1),-0.0817389 # DEPENDENCYPART_TRISIBL
(16,12),(16,10),(16,-1),-0.0483968 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,9),(16,8),-0.0652977 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,7),-0.0746831 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,6),-0.0798544 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,5),-0.0750565 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,4),-0.072157 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,3),-0.0811144 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,2),-0.0750643 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,1),-0.0817016 # DEPENDENCYPART_TRISIBL
(16,12),(16,9),(16,-1),-0.0884674 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,8),(16,7),-0.0746831 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,6),-0.0798544 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,5),-0.0750565 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,4),-0.0722346 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,3),-0.0811143 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,2),-0.0750633 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,1),-0.0807995 # DEPENDENCYPART_TRISIBL
(16,12),(16,8),(16,-1),-0.0889655 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,7),(16,6),-0.0796753 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,5),-0.0732053 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,4),-0.0556264 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,3),-0.0785312 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,2),-0.0842455 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,1),-0.0787077 # DEPENDENCYPART_TRISIBL
(16,12),(16,7),(16,-1),-0.101186 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,6),(16,5),-0.0732053 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,4),-0.0556175 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,3),-0.0787031 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,2),-0.0789345 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,1),-0.0791408 # DEPENDENCYPART_TRISIBL
(16,12),(16,6),(16,-1),-0.0983222 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,5),(16,4),-0.0556772 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,3),-0.0786313 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,2),-0.0850836 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,1),-0.0777506 # DEPENDENCYPART_TRISIBL
(16,12),(16,5),(16,-1),-0.0889489 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,4),(16,3),-0.0194355 # DEPENDENCYPART_TRISIBL
(16,12),(16,4),(16,2),-0.0858024 # DEPENDENCYPART_TRISIBL
(16,12),(16,4),(16,1),0.00620003 # DEPENDENCYPART_TRISIBL
(16,12),(16,4),(16,-1),-0.190236 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,3),(16,2),-0.0934081 # DEPENDENCYPART_TRISIBL
(16,12),(16,3),(16,1),-0.0862524 # DEPENDENCYPART_TRISIBL
(16,12),(16,3),(16,-1),-0.0439009 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,2),(16,1),-0.0808425 # DEPENDENCYPART_TRISIBL
(16,12),(16,2),(16,-1),-0.115621 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,12),(16,1),(16,-1),-0.10208 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(16,11),(16,10),(16,9),-0.0856796 # DEPENDENCYPART_TRISIBL
