# _root_ A widening of that magnitude , said one New York trader , is `` not a favorable number ... .
#goldHeads=2,13,2,5,3,7,0,11,11,11,7,13,7,18,18,18,18,13,13,13,
#predictedHeads=2,7,2,5,3,7,0,11,11,11,13,7,7,13,13,18,18,13,7,7,
(8,8),(8,9),(8,13),-0.165383 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,14),-0.150516 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,15),-0.0917443 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,18),-0.0976164 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,19),-0.105959 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,9),(8,21),-0.245065 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,10),(8,11),-0.0912588 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,12),-0.177581 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,13),-0.165093 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,14),-0.150069 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,15),-0.0900336 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,18),-0.0967388 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,19),-0.105488 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,10),(8,21),-0.182935 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,11),(8,12),-0.140272 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,13),-0.136135 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,14),-0.131234 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,15),-0.0420962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,18),-0.127979 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,19),-0.0911238 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,11),(8,21),-0.219347 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,12),(8,13),-0.189204 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,14),-0.0615593 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,15),-0.0965474 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,18),-0.144422 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,19),-0.0679886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,12),(8,21),-0.62005 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,13),(8,14),-0.148854 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,15),-0.115481 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,18),-0.120169 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,19),0.028162 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,13),(8,21),-0.0412267 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,14),(8,15),-0.0995949 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,18),-0.104166 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,19),-0.102886 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,14),(8,21),-0.427702 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,15),(8,18),-0.0816002 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,19),-0.135122 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,15),(8,21),-0.155689 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,18),(8,19),-0.0924045 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,18),(8,21),-0.248551 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,8),(8,19),(8,21),-0.301137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(8,9),(8,10),(8,11),-0.144661 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,12),-0.0768473 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,13),-0.0922562 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,14),-0.0657455 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,15),-0.080474 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,18),-0.14074 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,19),-0.101696 # DEPENDENCYPART_TRISIBL
(8,9),(8,10),(8,21),-0.149567 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,11),(8,12),-0.0469625 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,13),-0.0978026 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,14),-0.065745 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,15),-0.0846714 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,18),-0.144297 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,19),-0.100703 # DEPENDENCYPART_TRISIBL
(8,9),(8,11),(8,21),-0.126563 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,12),(8,13),-0.0689273 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,14),-0.0283123 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,15),-0.0596666 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,18),-0.137754 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,19),-0.106223 # DEPENDENCYPART_TRISIBL
(8,9),(8,12),(8,21),-0.0255983 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,13),(8,14),-0.0658069 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,15),-0.0803515 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,18),-0.136878 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,19),-0.0954944 # DEPENDENCYPART_TRISIBL
(8,9),(8,13),(8,21),-0.0915676 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,14),(8,15),-0.0805337 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,18),-0.132373 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,19),-0.09536 # DEPENDENCYPART_TRISIBL
(8,9),(8,14),(8,21),-0.117693 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,15),(8,18),-0.144179 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,19),-0.0952967 # DEPENDENCYPART_TRISIBL
(8,9),(8,15),(8,21),-0.105708 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,18),(8,19),-0.100703 # DEPENDENCYPART_TRISIBL
(8,9),(8,18),(8,21),-0.127993 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,9),(8,19),(8,21),-0.140234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,11),(8,12),-0.0458945 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,13),-0.0970411 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,14),-0.0657923 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,15),-0.0798919 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,18),-0.143288 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,19),-0.100645 # DEPENDENCYPART_TRISIBL
(8,10),(8,11),(8,21),-0.105441 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,12),(8,13),-0.0674235 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,14),-0.0284077 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,15),-0.0553459 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,18),-0.135758 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,19),-0.106277 # DEPENDENCYPART_TRISIBL
(8,10),(8,12),(8,21),0.0156908 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,13),(8,14),-0.0658544 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,15),-0.0755766 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,18),-0.135763 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,19),-0.0954363 # DEPENDENCYPART_TRISIBL
(8,10),(8,13),(8,21),-0.070042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,14),(8,15),-0.0757588 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,18),-0.131258 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,19),-0.0953019 # DEPENDENCYPART_TRISIBL
(8,10),(8,14),(8,21),-0.0960796 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,15),(8,18),-0.143064 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,19),-0.0952386 # DEPENDENCYPART_TRISIBL
(8,10),(8,15),(8,21),-0.0872981 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,18),(8,19),-0.100645 # DEPENDENCYPART_TRISIBL
(8,10),(8,18),(8,21),-0.106872 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,10),(8,19),(8,21),-0.116615 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,12),(8,13),-0.0396733 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,14),-0.118709 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,15),-0.0097455 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,18),-0.234235 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,19),-0.0911305 # DEPENDENCYPART_TRISIBL
(8,11),(8,12),(8,21),-0.0929695 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,13),(8,14),-0.0898546 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,15),-0.0550323 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,18),-0.166176 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,19),-0.0871004 # DEPENDENCYPART_TRISIBL
(8,11),(8,13),(8,21),-0.0714789 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,14),(8,15),-0.0449198 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,18),-0.169602 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,19),-0.0882092 # DEPENDENCYPART_TRISIBL
(8,11),(8,14),(8,21),-0.109403 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,15),(8,18),-0.174702 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,19),-0.0870524 # DEPENDENCYPART_TRISIBL
(8,11),(8,15),(8,21),-0.0868626 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,18),(8,19),-0.0988964 # DEPENDENCYPART_TRISIBL
(8,11),(8,18),(8,21),-0.144995 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,11),(8,19),(8,21),-0.0826408 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,13),(8,14),-0.0559351 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,15),-0.0577374 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,18),-0.0324273 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,19),-0.00559009 # DEPENDENCYPART_TRISIBL
(8,12),(8,13),(8,21),-0.0436371 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,14),(8,15),-0.0652121 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,18),-0.0264925 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,19),0.00924766 # DEPENDENCYPART_TRISIBL
(8,12),(8,14),(8,21),-0.166063 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,15),(8,18),0.0511807 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,19),0.0765129 # DEPENDENCYPART_TRISIBL
(8,12),(8,15),(8,21),-0.0643237 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,18),(8,19),0.0461462 # DEPENDENCYPART_TRISIBL
(8,12),(8,18),(8,21),-0.0277717 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,12),(8,19),(8,21),-0.185612 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,14),(8,15),-0.0687528 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,18),-0.0679065 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,19),-0.0978151 # DEPENDENCYPART_TRISIBL
(8,13),(8,14),(8,21),-0.133247 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,15),(8,18),-0.0661711 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,19),-0.0976273 # DEPENDENCYPART_TRISIBL
(8,13),(8,15),(8,21),-0.138915 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,18),(8,19),-0.0989879 # DEPENDENCYPART_TRISIBL
(8,13),(8,18),(8,21),-0.105472 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,13),(8,19),(8,21),-0.143896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,15),(8,18),-0.120335 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,19),-0.0743097 # DEPENDENCYPART_TRISIBL
(8,14),(8,15),(8,21),-0.142813 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,18),(8,19),-0.0760062 # DEPENDENCYPART_TRISIBL
(8,14),(8,18),(8,21),-0.067772 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,14),(8,19),(8,21),-0.12042 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,18),(8,19),-0.0453135 # DEPENDENCYPART_TRISIBL
(8,15),(8,18),(8,21),-0.0781479 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,15),(8,19),(8,21),-0.164419 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,18),(8,19),(8,21),-0.0972803 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,7),(8,6),-0.228386 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,4),-0.0962932 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,2),-0.054934 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,7),(8,-1),-0.267325 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,6),(8,4),-0.141916 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,2),-0.161732 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,6),(8,-1),-0.359297 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,4),(8,2),-0.125872 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(8,8),(8,4),(8,-1),-0.103914 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,8),(8,2),(8,-1),-0.310896 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,6),(8,4),-0.0665441 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,2),-0.0787413 # DEPENDENCYPART_TRISIBL
(8,7),(8,6),(8,-1),-0.12234 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,4),(8,2),-0.0800394 # DEPENDENCYPART_TRISIBL
(8,7),(8,4),(8,-1),-0.130314 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,7),(8,2),(8,-1),-0.10986 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,4),(8,2),-0.102649 # DEPENDENCYPART_TRISIBL
(8,6),(8,4),(8,-1),-0.116398 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,6),(8,2),(8,-1),-0.0584081 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(8,4),(8,2),(8,-1),-0.157845 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,10),(9,12),-0.151448 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,13),-0.191003 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,18),-0.282385 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,10),(9,21),-0.231137 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,12),(9,13),-0.162482 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,18),-0.0894498 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,12),(9,21),-0.719226 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,13),(9,18),-0.192799 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,13),(9,21),-0.202613 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,9),(9,18),(9,21),-0.220438 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(9,10),(9,12),(9,13),-0.0274163 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,18),0.0342772 # DEPENDENCYPART_TRISIBL
(9,10),(9,12),(9,21),-0.107396 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,13),(9,18),-0.115936 # DEPENDENCYPART_TRISIBL
(9,10),(9,13),(9,21),-0.101662 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,10),(9,18),(9,21),-0.215943 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,13),(9,18),-0.00333379 # DEPENDENCYPART_TRISIBL
(9,12),(9,13),(9,21),-0.10788 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,12),(9,18),(9,21),-0.0888404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,13),(9,18),(9,21),-0.108039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,8),(9,7),-0.162294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,6),-0.126027 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,8),(9,-1),-0.275239 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,7),(9,6),-0.194469 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(9,9),(9,7),(9,-1),-0.312635 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,9),(9,6),(9,-1),-0.32083 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,7),(9,6),-0.0754022 # DEPENDENCYPART_TRISIBL
(9,8),(9,7),(9,-1),-0.119103 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,8),(9,6),(9,-1),-0.0890235 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(9,7),(9,6),(9,-1),-0.137074 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,11),(10,12),-0.205579 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,13),-0.12962 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,18),-0.237043 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,11),(10,21),-0.180004 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,12),(10,13),-0.161818 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,18),-0.103177 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,12),(10,21),-0.70359 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,13),(10,18),-0.199943 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,13),(10,21),-0.186445 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,10),(10,18),(10,21),-0.209858 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(10,11),(10,12),(10,13),-0.0515131 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,18),-0.446761 # DEPENDENCYPART_TRISIBL
(10,11),(10,12),(10,21),-0.0972296 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,13),(10,18),-0.202278 # DEPENDENCYPART_TRISIBL
(10,11),(10,13),(10,21),-0.120039 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,11),(10,18),(10,21),-0.265018 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,13),(10,18),-0.00334868 # DEPENDENCYPART_TRISIBL
(10,12),(10,13),(10,21),-0.105854 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,12),(10,18),(10,21),-0.0900032 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,13),(10,18),(10,21),-0.1099 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,9),(10,8),-0.137623 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,7),-0.110067 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,6),-0.180459 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,2),-0.113826 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,9),(10,-1),-0.127533 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,8),(10,7),-0.162294 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,6),-0.129504 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,2),-0.119496 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,8),(10,-1),-0.236951 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,7),(10,6),-0.197946 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,2),-0.0930353 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,7),(10,-1),-0.275219 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,6),(10,2),-0.22991 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(10,10),(10,6),(10,-1),-0.283404 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,10),(10,2),(10,-1),-0.256249 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,8),(10,7),-0.0541402 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,6),-0.0814713 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,2),-0.0466102 # DEPENDENCYPART_TRISIBL
(10,9),(10,8),(10,-1),-0.182515 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,7),(10,6),-0.0648237 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,2),-0.0520552 # DEPENDENCYPART_TRISIBL
(10,9),(10,7),(10,-1),-0.114807 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,6),(10,2),-0.115687 # DEPENDENCYPART_TRISIBL
(10,9),(10,6),(10,-1),-0.16688 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,9),(10,2),(10,-1),-0.191473 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,7),(10,6),-0.0754022 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,2),-0.0958928 # DEPENDENCYPART_TRISIBL
(10,8),(10,7),(10,-1),-0.119087 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,6),(10,2),-0.112797 # DEPENDENCYPART_TRISIBL
(10,8),(10,6),(10,-1),-0.0890067 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,8),(10,2),(10,-1),-0.10335 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,6),(10,2),-0.0796956 # DEPENDENCYPART_TRISIBL
(10,7),(10,6),(10,-1),-0.137073 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,7),(10,2),(10,-1),-0.124958 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(10,6),(10,2),(10,-1),-0.173792 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,11),(11,12),(11,13),-0.228945 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,14),-0.109974 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,15),-0.126992 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,18),-0.0838073 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,19),-0.134304 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,12),(11,21),-0.765911 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,13),(11,14),-0.198754 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,15),-0.142249 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,18),-0.201158 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,19),0.0636861 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,13),(11,21),-0.119665 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,14),(11,15),-0.158309 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,18),-0.210509 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,19),-0.144302 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,14),(11,21),-0.439379 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,15),(11,18),-0.2144 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,19),-0.184191 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,15),(11,21),-0.178464 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,18),(11,19),-0.180531 # DEPENDENCYPART_TRISIBL_FIRST_SIBS
(11,11),(11,18),(11,21),-0.203741 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,11),(11,19),(11,21),-0.371716 # DEPENDENCYPART_TRISIBL_ONLY_CHILD
(11,12),(11,13),(11,14),-0.0191458 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,15),-0.0543834 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,18),0.0220889 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,19),0.0257549 # DEPENDENCYPART_TRISIBL
(11,12),(11,13),(11,21),-0.104089 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,14),(11,15),-0.0556247 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,18),0.076158 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,19),0.0296725 # DEPENDENCYPART_TRISIBL
(11,12),(11,14),(11,21),-0.303165 # DEPENDENCYPART_TRISIBL_LAST_SIBS
(11,12),(11,15),(11,18),0.273571 # DEPENDENCYPART_TRISIBL
(11,12),(11,15),(11,19),0.0911722 # DEPENDENCYPART_TRISIBL
