# _root_ NCNB Texas National , formed from the remnants of of the failed First RepublicBank Corp. of Dallas , contributed $ 76.9 million to NCNB 's bottom line in the third quarter .
#goldHeads=3,3,19,3,3,5,8,6,8,8,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
#predictedHeads=3,3,19,3,3,5,8,6,8,9,14,14,14,10,14,14,16,3,0,19,20,20,19,27,24,27,23,19,31,31,28,19,
(4,3),(5,2),0.0954984 # DEPENDENCYPART_HEADBIGRAM
(4,3),(8,2),0.0878601 # DEPENDENCYPART_HEADBIGRAM
(4,3),(12,2),0.087867 # DEPENDENCYPART_HEADBIGRAM
(4,3),(19,2),0.0929411 # DEPENDENCYPART_HEADBIGRAM
(4,3),(20,2),0.0932642 # DEPENDENCYPART_HEADBIGRAM
(4,5),(1,4),-0.0696432 # DEPENDENCYPART_HEADBIGRAM
(4,5),(2,4),-0.069713 # DEPENDENCYPART_HEADBIGRAM
(4,5),(3,4),-0.069713 # DEPENDENCYPART_HEADBIGRAM
(4,5),(5,4),0.16691 # DEPENDENCYPART_HEADBIGRAM
(4,5),(6,4),0.170631 # DEPENDENCYPART_HEADBIGRAM
(4,5),(8,4),0.173 # DEPENDENCYPART_HEADBIGRAM
(4,5),(9,4),0.169758 # DEPENDENCYPART_HEADBIGRAM
(4,5),(12,4),0.172922 # DEPENDENCYPART_HEADBIGRAM
(4,5),(14,4),0.169236 # DEPENDENCYPART_HEADBIGRAM
(4,5),(19,4),0.168251 # DEPENDENCYPART_HEADBIGRAM
(5,2),(2,1),-0.0950301 # DEPENDENCYPART_HEADBIGRAM
(5,2),(3,1),-0.0881376 # DEPENDENCYPART_HEADBIGRAM
(5,2),(5,1),0.0649977 # DEPENDENCYPART_HEADBIGRAM
(5,2),(19,1),0.0879738 # DEPENDENCYPART_HEADBIGRAM
(5,3),(0,2),-0.34045 # DEPENDENCYPART_HEADBIGRAM
(5,3),(1,2),-0.34049 # DEPENDENCYPART_HEADBIGRAM
(5,3),(3,2),-0.136418 # DEPENDENCYPART_HEADBIGRAM
(5,3),(5,2),0.294497 # DEPENDENCYPART_HEADBIGRAM
(5,3),(8,2),0.0878561 # DEPENDENCYPART_HEADBIGRAM
(5,3),(12,2),0.0869132 # DEPENDENCYPART_HEADBIGRAM
(5,3),(19,2),0.0926015 # DEPENDENCYPART_HEADBIGRAM
(5,3),(20,2),0.093276 # DEPENDENCYPART_HEADBIGRAM
(5,4),(0,3),-0.197565 # DEPENDENCYPART_HEADBIGRAM
(5,4),(1,3),-0.153353 # DEPENDENCYPART_HEADBIGRAM
(5,4),(2,3),-0.153245 # DEPENDENCYPART_HEADBIGRAM
(5,4),(4,3),-0.0866992 # DEPENDENCYPART_HEADBIGRAM
(5,4),(5,3),0.0721863 # DEPENDENCYPART_HEADBIGRAM
(5,4),(6,3),0.121541 # DEPENDENCYPART_HEADBIGRAM
(5,4),(8,3),0.0897012 # DEPENDENCYPART_HEADBIGRAM
(5,4),(12,3),0.144397 # DEPENDENCYPART_HEADBIGRAM
(5,4),(19,3),0.0992855 # DEPENDENCYPART_HEADBIGRAM
(5,4),(20,3),0.103918 # DEPENDENCYPART_HEADBIGRAM
(5,6),(0,5),-0.0429191 # DEPENDENCYPART_HEADBIGRAM
(5,6),(1,5),0.00994715 # DEPENDENCYPART_HEADBIGRAM
(5,6),(2,5),0.00994315 # DEPENDENCYPART_HEADBIGRAM
(5,6),(3,5),0.00475066 # DEPENDENCYPART_HEADBIGRAM
(5,6),(4,5),-0.0404551 # DEPENDENCYPART_HEADBIGRAM
(5,6),(8,5),0.180636 # DEPENDENCYPART_HEADBIGRAM
(5,6),(14,5),0.201492 # DEPENDENCYPART_HEADBIGRAM
(5,6),(15,5),0.199149 # DEPENDENCYPART_HEADBIGRAM
(5,6),(19,5),0.240181 # DEPENDENCYPART_HEADBIGRAM
(5,6),(20,5),0.24635 # DEPENDENCYPART_HEADBIGRAM
(5,7),(2,6),-0.0631072 # DEPENDENCYPART_HEADBIGRAM
(5,7),(3,6),-0.0631097 # DEPENDENCYPART_HEADBIGRAM
(5,7),(5,6),0.063418 # DEPENDENCYPART_HEADBIGRAM
(5,7),(19,6),0.180887 # DEPENDENCYPART_HEADBIGRAM
(5,8),(5,7),0.0698533 # DEPENDENCYPART_HEADBIGRAM
(5,8),(6,7),0.0595165 # DEPENDENCYPART_HEADBIGRAM
(5,8),(8,7),0.1273 # DEPENDENCYPART_HEADBIGRAM
(5,8),(9,7),0.173456 # DEPENDENCYPART_HEADBIGRAM
(5,9),(2,8),-0.0752076 # DEPENDENCYPART_HEADBIGRAM
(5,9),(3,8),-0.0820231 # DEPENDENCYPART_HEADBIGRAM
(5,9),(5,8),0.156057 # DEPENDENCYPART_HEADBIGRAM
(5,9),(6,8),0.184166 # DEPENDENCYPART_HEADBIGRAM
(5,9),(9,8),0.273 # DEPENDENCYPART_HEADBIGRAM
(5,9),(12,8),0.166661 # DEPENDENCYPART_HEADBIGRAM
(5,9),(19,8),0.177088 # DEPENDENCYPART_HEADBIGRAM
(5,10),(2,9),-0.062825 # DEPENDENCYPART_HEADBIGRAM
(5,10),(3,9),-0.062825 # DEPENDENCYPART_HEADBIGRAM
(5,10),(5,9),0.0302611 # DEPENDENCYPART_HEADBIGRAM
(5,10),(6,9),0.0633564 # DEPENDENCYPART_HEADBIGRAM
(5,10),(7,9),0.00870208 # DEPENDENCYPART_HEADBIGRAM
(5,10),(8,9),0.00354709 # DEPENDENCYPART_HEADBIGRAM
(5,10),(10,9),0.172182 # DEPENDENCYPART_HEADBIGRAM
(5,10),(12,9),0.171211 # DEPENDENCYPART_HEADBIGRAM
(5,10),(19,9),0.169245 # DEPENDENCYPART_HEADBIGRAM
(5,10),(20,9),0.171126 # DEPENDENCYPART_HEADBIGRAM
(5,12),(8,11),0.0770255 # DEPENDENCYPART_HEADBIGRAM
(5,12),(9,11),0.0660931 # DEPENDENCYPART_HEADBIGRAM
(5,12),(10,11),0.0660931 # DEPENDENCYPART_HEADBIGRAM
(5,12),(12,11),0.16998 # DEPENDENCYPART_HEADBIGRAM
(5,12),(13,11),0.172432 # DEPENDENCYPART_HEADBIGRAM
(5,12),(14,11),0.173612 # DEPENDENCYPART_HEADBIGRAM
(5,12),(15,11),0.173612 # DEPENDENCYPART_HEADBIGRAM
(5,12),(17,11),0.17392 # DEPENDENCYPART_HEADBIGRAM
(5,12),(19,11),0.173967 # DEPENDENCYPART_HEADBIGRAM
(5,12),(27,11),0.173887 # DEPENDENCYPART_HEADBIGRAM
(5,13),(5,12),0.0707102 # DEPENDENCYPART_HEADBIGRAM
(5,13),(6,12),0.0723707 # DEPENDENCYPART_HEADBIGRAM
(5,13),(8,12),0.0721001 # DEPENDENCYPART_HEADBIGRAM
(5,13),(9,12),0.0721005 # DEPENDENCYPART_HEADBIGRAM
(5,13),(10,12),0.0711087 # DEPENDENCYPART_HEADBIGRAM
(5,13),(11,12),0.0711087 # DEPENDENCYPART_HEADBIGRAM
(5,13),(13,12),0.173612 # DEPENDENCYPART_HEADBIGRAM
(5,13),(14,12),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,13),(15,12),0.174295 # DEPENDENCYPART_HEADBIGRAM
(5,13),(19,12),0.174289 # DEPENDENCYPART_HEADBIGRAM
(5,16),(2,15),-0.0375344 # DEPENDENCYPART_HEADBIGRAM
(5,16),(6,15),0.147221 # DEPENDENCYPART_HEADBIGRAM
(5,16),(8,15),0.0761025 # DEPENDENCYPART_HEADBIGRAM
(5,16),(9,15),0.155786 # DEPENDENCYPART_HEADBIGRAM
(5,16),(10,15),0.13423 # DEPENDENCYPART_HEADBIGRAM
(5,16),(12,15),0.0559736 # DEPENDENCYPART_HEADBIGRAM
(5,16),(13,15),0.112832 # DEPENDENCYPART_HEADBIGRAM
(5,16),(14,15),0.112834 # DEPENDENCYPART_HEADBIGRAM
(5,16),(17,15),0.192595 # DEPENDENCYPART_HEADBIGRAM
(5,16),(19,15),0.165844 # DEPENDENCYPART_HEADBIGRAM
(5,18),(9,17),0.0802733 # DEPENDENCYPART_HEADBIGRAM
(5,18),(10,17),0.0802733 # DEPENDENCYPART_HEADBIGRAM
(5,18),(12,17),0.143033 # DEPENDENCYPART_HEADBIGRAM
(5,18),(13,17),0.126071 # DEPENDENCYPART_HEADBIGRAM
(5,18),(14,17),0.125972 # DEPENDENCYPART_HEADBIGRAM
(5,18),(15,17),0.144214 # DEPENDENCYPART_HEADBIGRAM
(5,18),(16,17),0.144037 # DEPENDENCYPART_HEADBIGRAM
(5,18),(19,17),0.137773 # DEPENDENCYPART_HEADBIGRAM
(5,18),(20,17),0.161254 # DEPENDENCYPART_HEADBIGRAM
(5,18),(27,17),0.170058 # DEPENDENCYPART_HEADBIGRAM
(5,19),(1,18),-0.0746335 # DEPENDENCYPART_HEADBIGRAM
(5,19),(2,18),-0.0746335 # DEPENDENCYPART_HEADBIGRAM
(5,19),(3,18),-0.0746335 # DEPENDENCYPART_HEADBIGRAM
(5,19),(5,18),0.0305232 # DEPENDENCYPART_HEADBIGRAM
(5,19),(8,18),0.115553 # DEPENDENCYPART_HEADBIGRAM
(5,19),(12,18),0.11765 # DEPENDENCYPART_HEADBIGRAM
(5,19),(14,18),0.0976205 # DEPENDENCYPART_HEADBIGRAM
(5,19),(15,18),0.0975403 # DEPENDENCYPART_HEADBIGRAM
(5,19),(17,18),-0.0234805 # DEPENDENCYPART_HEADBIGRAM
(5,19),(19,18),0.220731 # DEPENDENCYPART_HEADBIGRAM
(5,23),(19,22),0.0739331 # DEPENDENCYPART_HEADBIGRAM
(5,23),(20,22),0.0139458 # DEPENDENCYPART_HEADBIGRAM
(5,23),(21,22),0.0590294 # DEPENDENCYPART_HEADBIGRAM
(5,23),(23,22),0.168785 # DEPENDENCYPART_HEADBIGRAM
(5,23),(24,22),0.180641 # DEPENDENCYPART_HEADBIGRAM
(5,23),(27,22),0.168694 # DEPENDENCYPART_HEADBIGRAM
(5,28),(9,27),0.113445 # DEPENDENCYPART_HEADBIGRAM
(5,28),(10,27),0.113445 # DEPENDENCYPART_HEADBIGRAM
(5,28),(14,27),0.060002 # DEPENDENCYPART_HEADBIGRAM
(5,28),(16,27),0.113445 # DEPENDENCYPART_HEADBIGRAM
(5,28),(19,27),0.0681653 # DEPENDENCYPART_HEADBIGRAM
(5,28),(20,27),0.0561437 # DEPENDENCYPART_HEADBIGRAM
(5,28),(23,27),0.0300512 # DEPENDENCYPART_HEADBIGRAM
(5,28),(24,27),0.0401025 # DEPENDENCYPART_HEADBIGRAM
(5,28),(28,27),0.186268 # DEPENDENCYPART_HEADBIGRAM
(5,28),(31,27),0.164607 # DEPENDENCYPART_HEADBIGRAM
(5,32),(19,31),0.0171385 # DEPENDENCYPART_HEADBIGRAM
(5,32),(20,31),0.014884 # DEPENDENCYPART_HEADBIGRAM
(5,32),(23,31),0.154959 # DEPENDENCYPART_HEADBIGRAM
(5,32),(24,31),0.112375 # DEPENDENCYPART_HEADBIGRAM
(5,32),(27,31),0.00754085 # DEPENDENCYPART_HEADBIGRAM
(5,32),(28,31),0.0733197 # DEPENDENCYPART_HEADBIGRAM
(6,3),(0,2),-0.238263 # DEPENDENCYPART_HEADBIGRAM
(6,3),(1,2),-0.244033 # DEPENDENCYPART_HEADBIGRAM
(6,3),(3,2),-0.0687243 # DEPENDENCYPART_HEADBIGRAM
(6,3),(5,2),-0.0878119 # DEPENDENCYPART_HEADBIGRAM
(6,3),(8,2),0.0874471 # DEPENDENCYPART_HEADBIGRAM
(6,3),(12,2),0.0870356 # DEPENDENCYPART_HEADBIGRAM
(6,3),(19,2),0.0831789 # DEPENDENCYPART_HEADBIGRAM
(6,3),(20,2),0.08863 # DEPENDENCYPART_HEADBIGRAM
(6,4),(0,3),-0.193863 # DEPENDENCYPART_HEADBIGRAM
(6,4),(1,3),-0.16633 # DEPENDENCYPART_HEADBIGRAM
(6,4),(2,3),-0.166568 # DEPENDENCYPART_HEADBIGRAM
(6,4),(4,3),-0.0930349 # DEPENDENCYPART_HEADBIGRAM
(6,4),(5,3),-0.101061 # DEPENDENCYPART_HEADBIGRAM
(6,4),(6,3),-0.0145705 # DEPENDENCYPART_HEADBIGRAM
(6,4),(8,3),0.0839521 # DEPENDENCYPART_HEADBIGRAM
(6,4),(12,3),0.134486 # DEPENDENCYPART_HEADBIGRAM
(6,4),(19,3),0.0902834 # DEPENDENCYPART_HEADBIGRAM
(6,4),(20,3),0.103639 # DEPENDENCYPART_HEADBIGRAM
(6,7),(2,6),-0.0767892 # DEPENDENCYPART_HEADBIGRAM
(6,7),(3,6),-0.0767886 # DEPENDENCYPART_HEADBIGRAM
(6,7),(5,6),-0.0262141 # DEPENDENCYPART_HEADBIGRAM
(6,7),(19,6),0.191383 # DEPENDENCYPART_HEADBIGRAM
(6,8),(5,7),-0.0688378 # DEPENDENCYPART_HEADBIGRAM
(6,8),(6,7),0.0844635 # DEPENDENCYPART_HEADBIGRAM
(6,8),(8,7),0.271276 # DEPENDENCYPART_HEADBIGRAM
(6,8),(9,7),0.167422 # DEPENDENCYPART_HEADBIGRAM
(6,9),(2,8),-0.0724765 # DEPENDENCYPART_HEADBIGRAM
(6,9),(3,8),-0.0804981 # DEPENDENCYPART_HEADBIGRAM
(6,9),(5,8),-0.0801398 # DEPENDENCYPART_HEADBIGRAM
(6,9),(6,8),0.00232543 # DEPENDENCYPART_HEADBIGRAM
(6,9),(9,8),0.225693 # DEPENDENCYPART_HEADBIGRAM
(6,9),(12,8),0.166914 # DEPENDENCYPART_HEADBIGRAM
(6,9),(19,8),0.167956 # DEPENDENCYPART_HEADBIGRAM
(6,10),(2,9),-0.0626734 # DEPENDENCYPART_HEADBIGRAM
(6,10),(3,9),-0.0656598 # DEPENDENCYPART_HEADBIGRAM
(6,10),(5,9),-0.0714588 # DEPENDENCYPART_HEADBIGRAM
(6,10),(6,9),0.0493373 # DEPENDENCYPART_HEADBIGRAM
(6,10),(7,9),0.00914782 # DEPENDENCYPART_HEADBIGRAM
(6,10),(8,9),0.00699961 # DEPENDENCYPART_HEADBIGRAM
(6,10),(10,9),0.164748 # DEPENDENCYPART_HEADBIGRAM
(6,10),(12,9),0.171722 # DEPENDENCYPART_HEADBIGRAM
(6,10),(19,9),0.170292 # DEPENDENCYPART_HEADBIGRAM
(6,10),(20,9),0.171113 # DEPENDENCYPART_HEADBIGRAM
(6,12),(8,11),0.0762544 # DEPENDENCYPART_HEADBIGRAM
(6,12),(9,11),0.0660962 # DEPENDENCYPART_HEADBIGRAM
(6,12),(10,11),0.0660962 # DEPENDENCYPART_HEADBIGRAM
(6,12),(12,11),0.172485 # DEPENDENCYPART_HEADBIGRAM
(6,12),(13,11),0.172474 # DEPENDENCYPART_HEADBIGRAM
(6,12),(14,11),0.173654 # DEPENDENCYPART_HEADBIGRAM
(6,12),(15,11),0.173654 # DEPENDENCYPART_HEADBIGRAM
(6,12),(17,11),0.173961 # DEPENDENCYPART_HEADBIGRAM
(6,12),(19,11),0.173965 # DEPENDENCYPART_HEADBIGRAM
(6,12),(27,11),0.17034 # DEPENDENCYPART_HEADBIGRAM
(6,14),(5,13),-0.0618347 # DEPENDENCYPART_HEADBIGRAM
(6,14),(8,13),0.066251 # DEPENDENCYPART_HEADBIGRAM
(6,14),(9,13),0.0468421 # DEPENDENCYPART_HEADBIGRAM
(6,14),(10,13),0.0468421 # DEPENDENCYPART_HEADBIGRAM
(6,14),(12,13),0.0438186 # DEPENDENCYPART_HEADBIGRAM
(6,14),(14,13),0.28058 # DEPENDENCYPART_HEADBIGRAM
(6,14),(15,13),0.166953 # DEPENDENCYPART_HEADBIGRAM
(6,14),(17,13),0.165075 # DEPENDENCYPART_HEADBIGRAM
(6,14),(19,13),0.166912 # DEPENDENCYPART_HEADBIGRAM
(6,14),(27,13),0.170559 # DEPENDENCYPART_HEADBIGRAM
(6,15),(6,14),0.0211211 # DEPENDENCYPART_HEADBIGRAM
(6,15),(8,14),0.071672 # DEPENDENCYPART_HEADBIGRAM
(6,15),(9,14),0.0472139 # DEPENDENCYPART_HEADBIGRAM
(6,15),(10,14),0.0472139 # DEPENDENCYPART_HEADBIGRAM
(6,15),(12,14),0.0438186 # DEPENDENCYPART_HEADBIGRAM
(6,15),(15,14),0.0654379 # DEPENDENCYPART_HEADBIGRAM
(6,15),(17,14),0.165175 # DEPENDENCYPART_HEADBIGRAM
(6,15),(19,14),0.165269 # DEPENDENCYPART_HEADBIGRAM
(6,15),(24,14),0.166823 # DEPENDENCYPART_HEADBIGRAM
(6,15),(27,14),0.170559 # DEPENDENCYPART_HEADBIGRAM
(6,19),(1,18),-0.0684164 # DEPENDENCYPART_HEADBIGRAM
(6,19),(2,18),-0.0687728 # DEPENDENCYPART_HEADBIGRAM
(6,19),(3,18),-0.0684164 # DEPENDENCYPART_HEADBIGRAM
(6,19),(5,18),-0.0638848 # DEPENDENCYPART_HEADBIGRAM
(6,19),(8,18),0.174373 # DEPENDENCYPART_HEADBIGRAM
(6,19),(12,18),0.127621 # DEPENDENCYPART_HEADBIGRAM
(6,19),(14,18),0.153476 # DEPENDENCYPART_HEADBIGRAM
(6,19),(15,18),0.153458 # DEPENDENCYPART_HEADBIGRAM
(6,19),(17,18),0.0323748 # DEPENDENCYPART_HEADBIGRAM
(6,19),(19,18),0.227428 # DEPENDENCYPART_HEADBIGRAM
(6,23),(19,22),0.0739445 # DEPENDENCYPART_HEADBIGRAM
(6,23),(20,22),0.193197 # DEPENDENCYPART_HEADBIGRAM
(6,23),(21,22),0.0689235 # DEPENDENCYPART_HEADBIGRAM
(6,23),(23,22),0.135166 # DEPENDENCYPART_HEADBIGRAM
(6,23),(24,22),0.20334 # DEPENDENCYPART_HEADBIGRAM
(6,23),(27,22),0.171821 # DEPENDENCYPART_HEADBIGRAM
(6,32),(19,31),0.0173051 # DEPENDENCYPART_HEADBIGRAM
(6,32),(20,31),0.00934071 # DEPENDENCYPART_HEADBIGRAM
(6,32),(23,31),0.0633992 # DEPENDENCYPART_HEADBIGRAM
(6,32),(24,31),0.111688 # DEPENDENCYPART_HEADBIGRAM
(6,32),(27,31),0.000136999 # DEPENDENCYPART_HEADBIGRAM
(6,32),(28,31),-0.0678462 # DEPENDENCYPART_HEADBIGRAM
(7,9),(2,8),-0.0689693 # DEPENDENCYPART_HEADBIGRAM
(7,9),(3,8),-0.105209 # DEPENDENCYPART_HEADBIGRAM
(7,9),(5,8),-0.104168 # DEPENDENCYPART_HEADBIGRAM
(7,9),(6,8),-0.113518 # DEPENDENCYPART_HEADBIGRAM
(7,9),(9,8),0.143018 # DEPENDENCYPART_HEADBIGRAM
(7,9),(12,8),0.171502 # DEPENDENCYPART_HEADBIGRAM
(7,9),(19,8),0.172887 # DEPENDENCYPART_HEADBIGRAM
(8,2),(2,1),0.0488923 # DEPENDENCYPART_HEADBIGRAM
(8,2),(3,1),-0.0899898 # DEPENDENCYPART_HEADBIGRAM
(8,2),(5,1),-0.089681 # DEPENDENCYPART_HEADBIGRAM
(8,2),(19,1),0.0932628 # DEPENDENCYPART_HEADBIGRAM
(8,3),(0,2),-0.238598 # DEPENDENCYPART_HEADBIGRAM
(8,3),(1,2),-0.244115 # DEPENDENCYPART_HEADBIGRAM
(8,3),(3,2),-0.0977163 # DEPENDENCYPART_HEADBIGRAM
(8,3),(5,2),-0.0885094 # DEPENDENCYPART_HEADBIGRAM
(8,3),(8,2),0.159538 # DEPENDENCYPART_HEADBIGRAM
(8,3),(12,2),0.0863418 # DEPENDENCYPART_HEADBIGRAM
(8,3),(19,2),0.0846884 # DEPENDENCYPART_HEADBIGRAM
(8,3),(20,2),0.0886435 # DEPENDENCYPART_HEADBIGRAM
(8,4),(0,3),-0.185142 # DEPENDENCYPART_HEADBIGRAM
(8,4),(1,3),-0.190198 # DEPENDENCYPART_HEADBIGRAM
(8,4),(2,3),-0.189236 # DEPENDENCYPART_HEADBIGRAM
(8,4),(4,3),-0.0945189 # DEPENDENCYPART_HEADBIGRAM
(8,4),(5,3),-0.0993167 # DEPENDENCYPART_HEADBIGRAM
(8,4),(6,3),-0.115445 # DEPENDENCYPART_HEADBIGRAM
(8,4),(8,3),0.0395556 # DEPENDENCYPART_HEADBIGRAM
(8,4),(12,3),0.128269 # DEPENDENCYPART_HEADBIGRAM
(8,4),(19,3),0.0923767 # DEPENDENCYPART_HEADBIGRAM
(8,4),(20,3),0.0912105 # DEPENDENCYPART_HEADBIGRAM
(8,5),(1,4),-0.19833 # DEPENDENCYPART_HEADBIGRAM
(8,5),(2,4),-0.193846 # DEPENDENCYPART_HEADBIGRAM
(8,5),(3,4),-0.193846 # DEPENDENCYPART_HEADBIGRAM
(8,5),(5,4),-0.0937457 # DEPENDENCYPART_HEADBIGRAM
(8,5),(6,4),-0.0893621 # DEPENDENCYPART_HEADBIGRAM
(8,5),(8,4),0.0984113 # DEPENDENCYPART_HEADBIGRAM
(8,5),(9,4),0.0939276 # DEPENDENCYPART_HEADBIGRAM
(8,5),(12,4),0.0917461 # DEPENDENCYPART_HEADBIGRAM
(8,5),(14,4),0.103324 # DEPENDENCYPART_HEADBIGRAM
(8,5),(19,4),0.0945565 # DEPENDENCYPART_HEADBIGRAM
(8,7),(2,6),-0.181226 # DEPENDENCYPART_HEADBIGRAM
(8,7),(3,6),-0.19878 # DEPENDENCYPART_HEADBIGRAM
(8,7),(5,6),-0.103322 # DEPENDENCYPART_HEADBIGRAM
(8,7),(19,6),0.144415 # DEPENDENCYPART_HEADBIGRAM
(8,9),(2,8),-0.0277763 # DEPENDENCYPART_HEADBIGRAM
(8,9),(3,8),-0.0748174 # DEPENDENCYPART_HEADBIGRAM
(8,9),(5,8),-0.00492024 # DEPENDENCYPART_HEADBIGRAM
(8,9),(6,8),-0.142282 # DEPENDENCYPART_HEADBIGRAM
(8,9),(9,8),-0.0256573 # DEPENDENCYPART_HEADBIGRAM
(8,9),(12,8),0.302539 # DEPENDENCYPART_HEADBIGRAM
(8,9),(19,8),0.296337 # DEPENDENCYPART_HEADBIGRAM
(8,10),(2,9),-0.0681899 # DEPENDENCYPART_HEADBIGRAM
(8,10),(3,9),-0.0681883 # DEPENDENCYPART_HEADBIGRAM
(8,10),(5,9),-0.0888562 # DEPENDENCYPART_HEADBIGRAM
(8,10),(6,9),-0.07298 # DEPENDENCYPART_HEADBIGRAM
(8,10),(7,9),-0.0665741 # DEPENDENCYPART_HEADBIGRAM
(8,10),(8,9),-0.00682586 # DEPENDENCYPART_HEADBIGRAM
(8,10),(10,9),0.174797 # DEPENDENCYPART_HEADBIGRAM
(8,10),(12,9),0.158846 # DEPENDENCYPART_HEADBIGRAM
(8,10),(19,9),0.182163 # DEPENDENCYPART_HEADBIGRAM
(8,10),(20,9),0.172132 # DEPENDENCYPART_HEADBIGRAM
(8,11),(2,10),-0.0698359 # DEPENDENCYPART_HEADBIGRAM
(8,11),(3,10),-0.079704 # DEPENDENCYPART_HEADBIGRAM
(8,11),(5,10),-0.0554813 # DEPENDENCYPART_HEADBIGRAM
(8,11),(6,10),-0.0433105 # DEPENDENCYPART_HEADBIGRAM
(8,11),(8,10),0.0252521 # DEPENDENCYPART_HEADBIGRAM
(8,11),(9,10),0.0743186 # DEPENDENCYPART_HEADBIGRAM
(8,11),(11,10),0.183128 # DEPENDENCYPART_HEADBIGRAM
(8,11),(12,10),0.185391 # DEPENDENCYPART_HEADBIGRAM
(8,11),(14,10),0.176973 # DEPENDENCYPART_HEADBIGRAM
(8,11),(19,10),0.169175 # DEPENDENCYPART_HEADBIGRAM
(8,12),(8,11),0.0693263 # DEPENDENCYPART_HEADBIGRAM
(8,12),(9,11),0.0616004 # DEPENDENCYPART_HEADBIGRAM
(8,12),(10,11),0.0616004 # DEPENDENCYPART_HEADBIGRAM
(8,12),(12,11),0.172835 # DEPENDENCYPART_HEADBIGRAM
(8,12),(13,11),0.172372 # DEPENDENCYPART_HEADBIGRAM
(8,12),(14,11),0.167747 # DEPENDENCYPART_HEADBIGRAM
(8,12),(15,11),0.167747 # DEPENDENCYPART_HEADBIGRAM
(8,12),(17,11),0.173045 # DEPENDENCYPART_HEADBIGRAM
(8,12),(19,11),0.174154 # DEPENDENCYPART_HEADBIGRAM
(8,12),(27,11),0.172717 # DEPENDENCYPART_HEADBIGRAM
(8,13),(5,12),-0.0618497 # DEPENDENCYPART_HEADBIGRAM
(8,13),(6,12),-0.0637065 # DEPENDENCYPART_HEADBIGRAM
(8,13),(8,12),0.0693134 # DEPENDENCYPART_HEADBIGRAM
(8,13),(9,12),0.0700312 # DEPENDENCYPART_HEADBIGRAM
(8,13),(10,12),0.0628054 # DEPENDENCYPART_HEADBIGRAM
(8,13),(11,12),0.0651918 # DEPENDENCYPART_HEADBIGRAM
(8,13),(13,12),0.177668 # DEPENDENCYPART_HEADBIGRAM
(8,13),(14,12),0.174223 # DEPENDENCYPART_HEADBIGRAM
(8,13),(15,12),0.174184 # DEPENDENCYPART_HEADBIGRAM
(8,13),(19,12),0.171611 # DEPENDENCYPART_HEADBIGRAM
(8,14),(5,13),-0.0626303 # DEPENDENCYPART_HEADBIGRAM
(8,14),(8,13),0.1232 # DEPENDENCYPART_HEADBIGRAM
(8,14),(9,13),0.0364917 # DEPENDENCYPART_HEADBIGRAM
(8,14),(10,13),0.0364917 # DEPENDENCYPART_HEADBIGRAM
(8,14),(12,13),0.0436415 # DEPENDENCYPART_HEADBIGRAM
(8,14),(14,13),0.216724 # DEPENDENCYPART_HEADBIGRAM
(8,14),(15,13),0.170252 # DEPENDENCYPART_HEADBIGRAM
(8,14),(17,13),0.168359 # DEPENDENCYPART_HEADBIGRAM
(8,14),(19,13),0.16903 # DEPENDENCYPART_HEADBIGRAM
(8,14),(27,13),0.171987 # DEPENDENCYPART_HEADBIGRAM
(8,15),(6,14),-0.0811004 # DEPENDENCYPART_HEADBIGRAM
(8,15),(8,14),0.122432 # DEPENDENCYPART_HEADBIGRAM
(8,15),(9,14),0.0366557 # DEPENDENCYPART_HEADBIGRAM
(8,15),(10,14),0.0366557 # DEPENDENCYPART_HEADBIGRAM
(8,15),(12,14),0.0437429 # DEPENDENCYPART_HEADBIGRAM
(8,15),(15,14),0.262472 # DEPENDENCYPART_HEADBIGRAM
(8,15),(17,14),0.168362 # DEPENDENCYPART_HEADBIGRAM
(8,15),(19,14),0.168966 # DEPENDENCYPART_HEADBIGRAM
(8,15),(24,14),0.170005 # DEPENDENCYPART_HEADBIGRAM
(8,15),(27,14),0.171991 # DEPENDENCYPART_HEADBIGRAM
(8,16),(2,15),-0.0724441 # DEPENDENCYPART_HEADBIGRAM
(8,16),(6,15),-0.0321882 # DEPENDENCYPART_HEADBIGRAM
(8,16),(8,15),0.0646339 # DEPENDENCYPART_HEADBIGRAM
(8,16),(9,15),0.103137 # DEPENDENCYPART_HEADBIGRAM
(8,16),(10,15),0.160929 # DEPENDENCYPART_HEADBIGRAM
(8,16),(12,15),0.120771 # DEPENDENCYPART_HEADBIGRAM
(8,16),(13,15),0.117258 # DEPENDENCYPART_HEADBIGRAM
(8,16),(14,15),0.117258 # DEPENDENCYPART_HEADBIGRAM
(8,16),(17,15),0.158248 # DEPENDENCYPART_HEADBIGRAM
(8,16),(19,15),0.163175 # DEPENDENCYPART_HEADBIGRAM
(8,18),(9,17),0.19514 # DEPENDENCYPART_HEADBIGRAM
(8,18),(10,17),0.19514 # DEPENDENCYPART_HEADBIGRAM
(8,18),(12,17),0.0942375 # DEPENDENCYPART_HEADBIGRAM
(8,18),(13,17),0.0793735 # DEPENDENCYPART_HEADBIGRAM
(8,18),(14,17),0.0794708 # DEPENDENCYPART_HEADBIGRAM
(8,18),(15,17),0.147386 # DEPENDENCYPART_HEADBIGRAM
