# _root_ The FHA alone lost $ 4.2 billion in fiscal 1988 ; the government 's equity in the agency , essentially its reserve fund , fell to minus $ 2.9 billion .
#goldHeads=2,4,2,0,4,5,5,4,10,8,4,13,15,13,25,15,18,16,15,23,23,23,15,15,4,25,28,26,28,28,4,
#predictedHeads=2,4,4,0,4,5,5,5,10,8,4,13,15,13,25,15,18,16,15,23,23,23,25,15,4,25,28,26,28,28,4,
(22,20),(20,26),-0.767855 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-1.09727 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.897974 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.739684 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-1.21045 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.739966 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.784821 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.61721 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.6534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,2),-1.42224 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-1.63399 # DEPENDENCYPART_GRANDPAR
(22,25),(25,4),-1.56075 # DEPENDENCYPART_GRANDPAR
(22,25),(25,5),-1.27802 # DEPENDENCYPART_GRANDPAR
(22,25),(25,7),-2.26178 # DEPENDENCYPART_GRANDPAR
(22,25),(25,8),-1.77786 # DEPENDENCYPART_GRANDPAR
(22,25),(25,9),-1.17655 # DEPENDENCYPART_GRANDPAR
(22,25),(25,10),-1.95876 # DEPENDENCYPART_GRANDPAR
(22,25),(25,11),-1.44836 # DEPENDENCYPART_GRANDPAR
(22,25),(25,13),-1.42288 # DEPENDENCYPART_GRANDPAR
(22,25),(25,15),-1.43975 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.62429 # DEPENDENCYPART_GRANDPAR
(22,25),(25,18),-1.22735 # DEPENDENCYPART_GRANDPAR
(22,25),(25,19),-1.30273 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.984765 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.09473 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-1.09661 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.134661 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),-0.784668 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.0988453 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.433957 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.403976 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.101613 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.9654 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),-0.25721 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.145966 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.574383 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),-0.240379 # DEPENDENCYPART_GRANDPAR
(23,4),(4,6),-0.685663 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),-0.979171 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.402716 # DEPENDENCYPART_GRANDPAR
(23,4),(4,9),-0.318645 # DEPENDENCYPART_GRANDPAR
(23,4),(4,10),-0.68661 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),-0.412165 # DEPENDENCYPART_GRANDPAR
(23,4),(4,13),-0.419876 # DEPENDENCYPART_GRANDPAR
(23,4),(4,14),-0.040208 # DEPENDENCYPART_GRANDPAR
(23,4),(4,15),-0.500785 # DEPENDENCYPART_GRANDPAR
(23,4),(4,16),-0.243851 # DEPENDENCYPART_GRANDPAR
(23,4),(4,18),-0.264943 # DEPENDENCYPART_GRANDPAR
(23,4),(4,19),-0.364883 # DEPENDENCYPART_GRANDPAR
(23,4),(4,20),-0.0435363 # DEPENDENCYPART_GRANDPAR
(23,4),(4,23),-1.16187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,4),(4,24),-0.900913 # DEPENDENCYPART_GRANDPAR
(23,4),(4,25),-0.953422 # DEPENDENCYPART_GRANDPAR
(23,4),(4,26),-0.714586 # DEPENDENCYPART_GRANDPAR
(23,4),(4,27),-0.920725 # DEPENDENCYPART_GRANDPAR
(23,4),(4,31),-0.921548 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.303209 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.354586 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.737278 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.688459 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.287597 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.418767 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.566357 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),0.0954109 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.280563 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-0.348644 # DEPENDENCYPART_GRANDPAR
(23,5),(5,13),-0.341974 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),0.0395633 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),-0.379852 # DEPENDENCYPART_GRANDPAR
(23,5),(5,16),-0.407492 # DEPENDENCYPART_GRANDPAR
(23,5),(5,18),-0.151967 # DEPENDENCYPART_GRANDPAR
(23,5),(5,19),-0.208053 # DEPENDENCYPART_GRANDPAR
(23,5),(5,20),0.162446 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-1.20828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,24),-1.003 # DEPENDENCYPART_GRANDPAR
(23,5),(5,25),-1.01786 # DEPENDENCYPART_GRANDPAR
(23,5),(5,28),-0.798613 # DEPENDENCYPART_GRANDPAR
(23,5),(5,31),-1.06103 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),-0.319578 # DEPENDENCYPART_GRANDPAR
(23,10),(10,2),-0.267556 # DEPENDENCYPART_GRANDPAR
(23,10),(10,4),-0.574242 # DEPENDENCYPART_GRANDPAR
(23,10),(10,5),-0.38594 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.899346 # DEPENDENCYPART_GRANDPAR
(23,10),(10,8),-0.478732 # DEPENDENCYPART_GRANDPAR
(23,10),(10,9),-0.43477 # DEPENDENCYPART_GRANDPAR
(23,10),(10,11),-0.388432 # DEPENDENCYPART_GRANDPAR
(23,10),(10,15),-0.274319 # DEPENDENCYPART_GRANDPAR
(23,13),(13,1),-0.309787 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.739915 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.383438 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.572677 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.430478 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.914 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.459575 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.217918 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),0.520138 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.30125 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.200198 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),-0.365058 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.36117 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,13),(13,24),-1.09494 # DEPENDENCYPART_GRANDPAR
(23,13),(13,25),-1.04919 # DEPENDENCYPART_GRANDPAR
(23,13),(13,31),-1.0955 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.619979 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.501826 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.249922 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.20056 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.123814 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.29669 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.929465 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),-1.0086 # DEPENDENCYPART_GRANDPAR
(23,16),(16,28),-0.738823 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.494675 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.519837 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.667749 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.33776 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.00915042 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.0383009 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.36116 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-1.09499 # DEPENDENCYPART_GRANDPAR
(23,18),(18,25),-1.04907 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.968258 # DEPENDENCYPART_GRANDPAR
(23,18),(18,28),-0.827697 # DEPENDENCYPART_GRANDPAR
(23,18),(18,31),-1.09539 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.370076 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.186352 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.284821 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.126658 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.0680496 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.21783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.912846 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.949648 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.695162 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.889478 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.725187 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.703446 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.996149 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.361821 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.392242 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.211787 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.266861 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.256837 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.312081 # DEPENDENCYPART_GRANDPAR
(23,22),(22,24),-1.09482 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-1.04907 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.861842 # DEPENDENCYPART_GRANDPAR
(23,25),(25,3),-1.10971 # DEPENDENCYPART_GRANDPAR
(23,25),(25,4),-1.10244 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-0.832892 # DEPENDENCYPART_GRANDPAR
(23,25),(25,7),-1.55403 # DEPENDENCYPART_GRANDPAR
(23,25),(25,8),-1.29694 # DEPENDENCYPART_GRANDPAR
(23,25),(25,9),-0.86364 # DEPENDENCYPART_GRANDPAR
(23,25),(25,10),-1.20695 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-1.00942 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-1.05854 # DEPENDENCYPART_GRANDPAR
(23,25),(25,15),-1.06749 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-1.13807 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.849684 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.883994 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.58494 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.745879 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.709171 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.633151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.467359 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.0239982 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.180079 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.232808 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.0747921 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.744936 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.84764 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,27),-0.244346 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.117176 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.133341 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.305961 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.254532 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.257113 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.0173301 # DEPENDENCYPART_GRANDPAR
(23,28),(28,3),-1.23901 # DEPENDENCYPART_GRANDPAR
(23,28),(28,4),-1.1666 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-0.712246 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.488391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,26),0.19796 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.146579 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.338667 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.02597 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.645212 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),0.20544 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.607739 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),0.262204 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-0.185466 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),-0.457977 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),-0.0270621 # DEPENDENCYPART_GRANDPAR
(25,2),(2,9),-0.662222 # DEPENDENCYPART_GRANDPAR
(25,2),(2,11),-0.496611 # DEPENDENCYPART_GRANDPAR
(25,2),(2,14),-1.17894 # DEPENDENCYPART_GRANDPAR
(25,2),(2,31),-1.06022 # DEPENDENCYPART_GRANDPAR
(25,3),(3,1),0.0824184 # DEPENDENCYPART_GRANDPAR
(25,3),(3,2),-0.675907 # DEPENDENCYPART_GRANDPAR
(25,3),(3,4),0.291125 # DEPENDENCYPART_GRANDPAR
(25,3),(3,5),-0.183282 # DEPENDENCYPART_GRANDPAR
(25,3),(3,7),-0.29197 # DEPENDENCYPART_GRANDPAR
(25,3),(3,8),0.263979 # DEPENDENCYPART_GRANDPAR
(25,4),(4,1),0.272545 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),-0.461899 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),-0.604468 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),-0.281994 # DEPENDENCYPART_GRANDPAR
(25,4),(4,6),-0.351882 # DEPENDENCYPART_GRANDPAR
(25,4),(4,7),-0.522311 # DEPENDENCYPART_GRANDPAR
(25,4),(4,8),0.0223973 # DEPENDENCYPART_GRANDPAR
(25,4),(4,9),-0.881382 # DEPENDENCYPART_GRANDPAR
(25,4),(4,10),-0.196469 # DEPENDENCYPART_GRANDPAR
(25,4),(4,11),-0.538454 # DEPENDENCYPART_GRANDPAR
(25,4),(4,13),0.239164 # DEPENDENCYPART_GRANDPAR
(25,4),(4,14),-1.53745 # DEPENDENCYPART_GRANDPAR
(25,4),(4,15),0.166077 # DEPENDENCYPART_GRANDPAR
(25,4),(4,16),0.0788831 # DEPENDENCYPART_GRANDPAR
(25,4),(4,18),-0.0348151 # DEPENDENCYPART_GRANDPAR
(25,4),(4,19),-0.116817 # DEPENDENCYPART_GRANDPAR
(25,4),(4,20),-0.0718762 # DEPENDENCYPART_GRANDPAR
(25,4),(4,23),0.0383207 # DEPENDENCYPART_GRANDPAR
(25,4),(4,24),0.0376139 # DEPENDENCYPART_GRANDPAR
(25,4),(4,25),-1.09411 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,4),(4,26),-0.174368 # DEPENDENCYPART_GRANDPAR
(25,4),(4,27),-0.11821 # DEPENDENCYPART_GRANDPAR
(25,4),(4,31),-0.869262 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),0.162042 # DEPENDENCYPART_GRANDPAR
(25,5),(5,2),-0.735829 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-0.838954 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),0.0918163 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),-0.177932 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),-0.247218 # DEPENDENCYPART_GRANDPAR
(25,5),(5,8),0.092926 # DEPENDENCYPART_GRANDPAR
(25,5),(5,9),-0.701947 # DEPENDENCYPART_GRANDPAR
(25,5),(5,10),-0.010362 # DEPENDENCYPART_GRANDPAR
(25,5),(5,11),-0.57249 # DEPENDENCYPART_GRANDPAR
(25,5),(5,13),0.16497 # DEPENDENCYPART_GRANDPAR
(25,5),(5,14),-1.55584 # DEPENDENCYPART_GRANDPAR
(25,5),(5,15),0.11845 # DEPENDENCYPART_GRANDPAR
(25,5),(5,16),0.149412 # DEPENDENCYPART_GRANDPAR
(25,5),(5,18),-0.0929352 # DEPENDENCYPART_GRANDPAR
(25,5),(5,19),0.055203 # DEPENDENCYPART_GRANDPAR
(25,5),(5,20),0.0139601 # DEPENDENCYPART_GRANDPAR
(25,5),(5,23),-0.019571 # DEPENDENCYPART_GRANDPAR
(25,5),(5,24),0.209634 # DEPENDENCYPART_GRANDPAR
(25,5),(5,25),-1.0952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,5),(5,28),-0.365311 # DEPENDENCYPART_GRANDPAR
(25,5),(5,31),-0.988389 # DEPENDENCYPART_GRANDPAR
(25,7),(7,1),0.279386 # DEPENDENCYPART_GRANDPAR
(25,7),(7,2),-0.618927 # DEPENDENCYPART_GRANDPAR
(25,7),(7,3),-0.702681 # DEPENDENCYPART_GRANDPAR
(25,7),(7,6),-0.152862 # DEPENDENCYPART_GRANDPAR
(25,7),(7,8),0.0982295 # DEPENDENCYPART_GRANDPAR
(25,7),(7,9),-0.578825 # DEPENDENCYPART_GRANDPAR
(25,7),(7,10),-0.10908 # DEPENDENCYPART_GRANDPAR
(25,7),(7,11),-0.390945 # DEPENDENCYPART_GRANDPAR
(25,7),(7,15),0.428294 # DEPENDENCYPART_GRANDPAR
(25,8),(8,5),-0.146563 # DEPENDENCYPART_GRANDPAR
(25,8),(8,7),-0.0731583 # DEPENDENCYPART_GRANDPAR
(25,8),(8,9),-0.953261 # DEPENDENCYPART_GRANDPAR
(25,8),(8,10),-0.076438 # DEPENDENCYPART_GRANDPAR
(25,8),(8,11),-0.568003 # DEPENDENCYPART_GRANDPAR
(25,8),(8,13),0.275002 # DEPENDENCYPART_GRANDPAR
(25,8),(8,15),0.233433 # DEPENDENCYPART_GRANDPAR
(25,8),(8,16),0.0583959 # DEPENDENCYPART_GRANDPAR
(25,8),(8,31),-0.97144 # DEPENDENCYPART_GRANDPAR
(25,9),(9,8),-0.057544 # DEPENDENCYPART_GRANDPAR
(25,9),(9,10),-0.0917171 # DEPENDENCYPART_GRANDPAR
(25,9),(9,11),-0.418246 # DEPENDENCYPART_GRANDPAR
(25,9),(9,15),0.281492 # DEPENDENCYPART_GRANDPAR
(25,9),(9,16),0.176535 # DEPENDENCYPART_GRANDPAR
(25,10),(10,1),0.278912 # DEPENDENCYPART_GRANDPAR
(25,10),(10,2),-0.622276 # DEPENDENCYPART_GRANDPAR
(25,10),(10,4),0.269142 # DEPENDENCYPART_GRANDPAR
(25,10),(10,5),-0.237876 # DEPENDENCYPART_GRANDPAR
(25,10),(10,7),-0.325972 # DEPENDENCYPART_GRANDPAR
(25,10),(10,8),0.0136928 # DEPENDENCYPART_GRANDPAR
(25,10),(10,9),-0.872953 # DEPENDENCYPART_GRANDPAR
(25,10),(10,11),-0.387526 # DEPENDENCYPART_GRANDPAR
(25,10),(10,15),0.398031 # DEPENDENCYPART_GRANDPAR
(25,11),(11,9),-0.88781 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),-0.181797 # DEPENDENCYPART_GRANDPAR
(25,11),(11,15),0.112551 # DEPENDENCYPART_GRANDPAR
(25,11),(11,16),0.0945611 # DEPENDENCYPART_GRANDPAR
(25,13),(13,1),0.435692 # DEPENDENCYPART_GRANDPAR
(25,13),(13,3),-0.679004 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-0.215285 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),-0.0905602 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),-0.842704 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.135504 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.51861 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),0.309282 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),-1.19451 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),0.306451 # DEPENDENCYPART_GRANDPAR
(25,13),(13,18),-0.00998947 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),0.28277 # DEPENDENCYPART_GRANDPAR
(25,13),(13,23),0.0629648 # DEPENDENCYPART_GRANDPAR
(25,13),(13,24),0.437201 # DEPENDENCYPART_GRANDPAR
(25,13),(13,25),-1.1398 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,31),-1.04249 # DEPENDENCYPART_GRANDPAR
(25,15),(15,1),0.287692 # DEPENDENCYPART_GRANDPAR
(25,15),(15,2),-0.567061 # DEPENDENCYPART_GRANDPAR
(25,15),(15,3),-0.674124 # DEPENDENCYPART_GRANDPAR
(25,15),(15,4),0.125099 # DEPENDENCYPART_GRANDPAR
(25,15),(15,5),-0.229629 # DEPENDENCYPART_GRANDPAR
(25,15),(15,9),-0.87944 # DEPENDENCYPART_GRANDPAR
(25,15),(15,10),-0.139137 # DEPENDENCYPART_GRANDPAR
(25,15),(15,11),-0.539936 # DEPENDENCYPART_GRANDPAR
(25,15),(15,12),0.161282 # DEPENDENCYPART_GRANDPAR
(25,15),(15,13),0.283322 # DEPENDENCYPART_GRANDPAR
(25,15),(15,14),-1.69545 # DEPENDENCYPART_GRANDPAR
(25,15),(15,16),0.324383 # DEPENDENCYPART_GRANDPAR
(25,15),(15,18),0.0117178 # DEPENDENCYPART_GRANDPAR
(25,15),(15,19),0.308883 # DEPENDENCYPART_GRANDPAR
(25,15),(15,20),0.042908 # DEPENDENCYPART_GRANDPAR
(25,15),(15,22),-0.100339 # DEPENDENCYPART_GRANDPAR
(25,15),(15,23),0.0846721 # DEPENDENCYPART_GRANDPAR
(25,15),(15,24),0.463314 # DEPENDENCYPART_GRANDPAR
(25,15),(15,25),-1.13962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,15),(15,27),0.00698812 # DEPENDENCYPART_GRANDPAR
(25,15),(15,28),-0.420015 # DEPENDENCYPART_GRANDPAR
(25,15),(15,31),-1.04231 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),0.285893 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.432385 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),0.00377207 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),-0.156362 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),-0.109984 # DEPENDENCYPART_GRANDPAR
(25,16),(16,23),0.109354 # DEPENDENCYPART_GRANDPAR
(25,16),(16,24),-0.00193144 # DEPENDENCYPART_GRANDPAR
(25,16),(16,25),-1.18984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,16),(16,28),-0.395663 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),0.260121 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),0.155962 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.128098 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.326911 # DEPENDENCYPART_GRANDPAR
(25,18),(18,20),0.0440919 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),-0.0581051 # DEPENDENCYPART_GRANDPAR
(25,18),(18,23),0.121353 # DEPENDENCYPART_GRANDPAR
(25,18),(18,24),0.481342 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-1.13964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,27),0.00967827 # DEPENDENCYPART_GRANDPAR
(25,18),(18,28),-0.419274 # DEPENDENCYPART_GRANDPAR
(25,18),(18,31),-1.04233 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),0.0481647 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.0451495 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),0.0239631 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),0.0461034 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.00830846 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),0.168044 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),0.36518 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.10168 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.169811 # DEPENDENCYPART_GRANDPAR
(25,20),(20,27),-0.0656168 # DEPENDENCYPART_GRANDPAR
(25,20),(20,28),-0.36886 # DEPENDENCYPART_GRANDPAR
(25,20),(20,30),-0.936502 # DEPENDENCYPART_GRANDPAR
(25,20),(20,31),-1.0017 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.0594853 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),0.0218335 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.135228 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),-0.131258 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.152413 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),0.132097 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.489382 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.13962 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,4),0.148035 # DEPENDENCYPART_GRANDPAR
(25,23),(23,5),-0.194789 # DEPENDENCYPART_GRANDPAR
(25,23),(23,10),-0.115985 # DEPENDENCYPART_GRANDPAR
(25,23),(23,13),0.331081 # DEPENDENCYPART_GRANDPAR
(25,23),(23,16),0.00710957 # DEPENDENCYPART_GRANDPAR
(25,23),(23,17),-0.0773954 # DEPENDENCYPART_GRANDPAR
(25,23),(23,18),0.0118268 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),0.0523534 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.141334 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),0.14199 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.0775937 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),0.585559 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.13987 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.140535 # DEPENDENCYPART_GRANDPAR
