# _root_ The newsletter Medicine & Health , which first disclosed her selection by Dr. Sullivan , said she is 44 years old and she studied at the University of Puerto Rico School of Medicine .
#goldHeads=3,3,16,3,4,3,9,9,3,11,9,11,14,12,3,0,18,16,20,21,18,18,24,22,24,31,31,27,30,28,25,31,32,16,
#predictedHeads=3,3,16,3,4,3,9,9,3,11,9,9,14,12,3,0,18,16,20,21,18,16,24,22,24,31,31,27,31,31,25,31,32,16,
(18,20),(20,19),0.272965 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.108821 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.104833 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.248433 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.380849 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.263665 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.172706 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),0.0807514 # DEPENDENCYPART_GRANDPAR
(18,20),(20,32),-0.163511 # DEPENDENCYPART_GRANDPAR
(18,21),(21,3),-0.977938 # DEPENDENCYPART_GRANDPAR
(18,21),(21,5),-0.788177 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-0.304405 # DEPENDENCYPART_GRANDPAR
(18,21),(21,14),-0.839607 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.487351 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.339752 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.870984 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0649059 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.138727 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.445532 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.38741 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.0594274 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),0.0430131 # DEPENDENCYPART_GRANDPAR
(18,21),(21,32),-0.201249 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.270548 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0861666 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.625817 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.396518 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.244866 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.12244 # DEPENDENCYPART_GRANDPAR
(18,22),(22,28),-0.0686957 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.250404 # DEPENDENCYPART_GRANDPAR
(18,22),(22,31),-0.0483641 # DEPENDENCYPART_GRANDPAR
(18,22),(22,33),-0.513112 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),0.271335 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-0.783887 # DEPENDENCYPART_GRANDPAR
(18,24),(24,3),-0.910395 # DEPENDENCYPART_GRANDPAR
(18,24),(24,4),-0.403746 # DEPENDENCYPART_GRANDPAR
(18,24),(24,5),-0.720633 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-0.889583 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-0.594789 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),-0.655622 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-0.499259 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-0.581889 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.320107 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.772064 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.457399 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.287033 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.430563 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.130811 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.00498584 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.202943 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.438632 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.393792 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.160774 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0636284 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.578923 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.298638 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.0817089 # DEPENDENCYPART_GRANDPAR
(18,24),(24,32),-0.30789 # DEPENDENCYPART_GRANDPAR
(18,24),(24,33),-0.551166 # DEPENDENCYPART_GRANDPAR
(18,24),(24,34),-0.860524 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.281641 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.109566 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),0.142086 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),0.323441 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.289054 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),0.0148129 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),0.288582 # DEPENDENCYPART_GRANDPAR
(18,25),(25,33),-0.254325 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),-0.173663 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),0.606629 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.314291 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.134756 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),-0.54636 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.263751 # DEPENDENCYPART_GRANDPAR
(18,27),(27,31),-0.0696689 # DEPENDENCYPART_GRANDPAR
(18,27),(27,32),-0.379018 # DEPENDENCYPART_GRANDPAR
(18,27),(27,33),-0.526004 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),-0.585533 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.604387 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.308496 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),-0.103012 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),-0.213624 # DEPENDENCYPART_GRANDPAR
(18,28),(28,33),-0.563924 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.55921 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,10),-1.08431 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.966183 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.850979 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.21769 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.51274 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.373017 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.43434 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.613171 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.322719 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.46997 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-0.317204 # DEPENDENCYPART_GRANDPAR
(19,20),(20,32),-0.437548 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.527516 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.329176 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.632578 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.251499 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.218198 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),-0.432216 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.480206 # DEPENDENCYPART_GRANDPAR
(19,22),(22,30),-0.592168 # DEPENDENCYPART_GRANDPAR
(19,22),(22,31),-0.654765 # DEPENDENCYPART_GRANDPAR
(19,22),(22,33),-0.760534 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.657547 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.110501 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.381145 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.463612 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.218757 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.376496 # DEPENDENCYPART_GRANDPAR
(20,18),(18,6),-0.505792 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.526187 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),-0.607945 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.550631 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.435234 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.356069 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),-0.225214 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.274443 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.369811 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.398832 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.285749 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.0383128 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.104486 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.32859 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.348748 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.748366 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.573212 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.726321 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-1.04832 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.866586 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.29594 # DEPENDENCYPART_GRANDPAR
(20,18),(18,34),-1.36475 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.0459168 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.32653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.871832 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-0.987032 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.934159 # DEPENDENCYPART_GRANDPAR
(20,21),(21,12),-1.02037 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.899084 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.550252 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.411776 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.562212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.450301 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.104783 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.269993 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0181125 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.350826 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.281076 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.379783 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),-0.082673 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.111321 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.434645 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.393355 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.353472 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.460938 # DEPENDENCYPART_GRANDPAR
(20,22),(22,28),-0.694251 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.440771 # DEPENDENCYPART_GRANDPAR
(20,22),(22,31),-0.432274 # DEPENDENCYPART_GRANDPAR
(20,22),(22,33),-0.857509 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.21207 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-0.882173 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-0.918776 # DEPENDENCYPART_GRANDPAR
(20,24),(24,4),-0.537971 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-0.865902 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.988633 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-0.650627 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-1.03622 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-0.933214 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.85252 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.979771 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-0.830827 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.50357 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.357729 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.974387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.059586 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.301475 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.0946317 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.0289981 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.321158 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.394333 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.386824 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.59157 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.386272 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.360366 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.485532 # DEPENDENCYPART_GRANDPAR
(20,24),(24,33),-0.792852 # DEPENDENCYPART_GRANDPAR
(20,24),(24,34),-1.04061 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.0523772 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.305158 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.307196 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.367723 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.501015 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.284814 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.210207 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.696011 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),-0.0399723 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.269428 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.202722 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.459384 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.586188 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.377838 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.373877 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.558091 # DEPENDENCYPART_GRANDPAR
(20,27),(27,33),-0.794142 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.47451 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.51101 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.302794 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.295628 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),-0.369505 # DEPENDENCYPART_GRANDPAR
(20,28),(28,33),-0.700271 # DEPENDENCYPART_GRANDPAR
(20,32),(32,33),-0.700271 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.649579 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.20688 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.0802169 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.194933 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.342364 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),0.363695 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),0.0293604 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.175686 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.0882314 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),-0.0673612 # DEPENDENCYPART_GRANDPAR
(21,3),(3,15),-0.214107 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),-0.0613297 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),-0.0330486 # DEPENDENCYPART_GRANDPAR
(21,3),(3,20),-0.10502 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-1.17871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,22),-0.420632 # DEPENDENCYPART_GRANDPAR
(21,3),(3,24),-0.816024 # DEPENDENCYPART_GRANDPAR
(21,3),(3,28),-0.657149 # DEPENDENCYPART_GRANDPAR
(21,3),(3,32),-0.68259 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.657795 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.227091 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.38501 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.357592 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),0.362787 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),0.0215544 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.175688 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.0849478 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.101285 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.229335 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),-0.0613324 # DEPENDENCYPART_GRANDPAR
(21,5),(5,24),-0.816024 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.219894 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.12645 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),-0.388458 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.305185 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.32388 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.115125 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),-0.186695 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.0676421 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),-0.0978127 # DEPENDENCYPART_GRANDPAR
(21,12),(12,22),-0.403341 # DEPENDENCYPART_GRANDPAR
(21,12),(12,31),-0.908038 # DEPENDENCYPART_GRANDPAR
(21,14),(14,1),-0.657123 # DEPENDENCYPART_GRANDPAR
(21,14),(14,2),-0.215277 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),-0.302719 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),0.211784 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.324182 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.125719 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.243331 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.216069 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.205703 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.0613316 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.0715047 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.0316414 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),0.253838 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.17871 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,24),-0.816024 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.276568 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.199088 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.121 # DEPENDENCYPART_GRANDPAR
(21,19),(19,22),-0.381834 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.136529 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.0167309 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0209793 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.787338 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.25647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.428981 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.570477 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.838559 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.535043 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.719455 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.623354 # DEPENDENCYPART_GRANDPAR
(21,20),(20,32),-0.648794 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.897718 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0599813 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.456597 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.127911 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.288567 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.100517 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.25762 # DEPENDENCYPART_GRANDPAR
(21,22),(22,30),-0.229997 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.333758 # DEPENDENCYPART_GRANDPAR
(21,22),(22,33),-0.39566 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.207099 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-0.632424 # DEPENDENCYPART_GRANDPAR
(21,24),(24,3),-0.859643 # DEPENDENCYPART_GRANDPAR
(21,24),(24,4),-0.694059 # DEPENDENCYPART_GRANDPAR
(21,24),(24,5),-0.777517 # DEPENDENCYPART_GRANDPAR
(21,24),(24,6),-0.780897 # DEPENDENCYPART_GRANDPAR
(21,24),(24,7),-0.0243304 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-0.416658 # DEPENDENCYPART_GRANDPAR
(21,24),(24,9),-0.680444 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.53901 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-0.60587 # DEPENDENCYPART_GRANDPAR
(21,24),(24,14),-0.647661 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.580419 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.194829 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.555734 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.869328 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.0851415 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.0412075 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.098107 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.355928 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.191866 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.292946 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.308613 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.331246 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.419653 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.318386 # DEPENDENCYPART_GRANDPAR
(21,24),(24,33),-0.48673 # DEPENDENCYPART_GRANDPAR
(21,24),(24,34),-0.480312 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.163379 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.295082 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.143286 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.18298 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.267878 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.28393 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.345132 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-0.439022 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),-0.0528139 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.0219614 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.210705 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.321439 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.315592 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.332971 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.443398 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.34688 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.49818 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.489577 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.232743 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.256771 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.370875 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.112853 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.398152 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.398152 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.337584 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.145839 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.383253 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.175187 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.220327 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.606107 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.510437 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.32564 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),0.174754 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),0.0811286 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.670554 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.805426 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.51953 # DEPENDENCYPART_GRANDPAR
(22,21),(21,32),-0.492091 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.236628 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-0.6582 # DEPENDENCYPART_GRANDPAR
(22,24),(24,3),-0.909349 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-0.923706 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-0.741859 # DEPENDENCYPART_GRANDPAR
(22,24),(24,6),-1.12409 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-0.749184 # DEPENDENCYPART_GRANDPAR
(22,24),(24,8),-0.882052 # DEPENDENCYPART_GRANDPAR
(22,24),(24,9),-0.825268 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-0.709728 # DEPENDENCYPART_GRANDPAR
(22,24),(24,12),-0.914259 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-0.747294 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-0.638711 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.01471 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.88597 # DEPENDENCYPART_GRANDPAR
