# _root_ Dr. Novello , an expert on pediatric kidney diseases , is deputy director of the National Institute of Child Health and Human Development .
#goldHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
#predictedHeads=2,11,2,5,2,5,9,9,6,2,0,13,11,13,17,17,14,17,20,18,20,23,21,11,
(18,20),(20,15),-1.07325 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-1.13552 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-1.03842 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.02067 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.820908 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.26848 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.845087 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.0508545 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.0221123 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-1.34759 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.589363 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.0596363 # DEPENDENCYPART_GRANDPAR
(18,23),(23,12),-0.883581 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-1.07301 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-1.13538 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-1.03828 # DEPENDENCYPART_GRANDPAR
(18,23),(23,19),0.957111 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.812146 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.741485 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.746227 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.62625 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.88915 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.803233 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.430802 # DEPENDENCYPART_GRANDPAR
(19,16),(16,20),-0.814188 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-1.43892 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-1.16481 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.42212 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.34083 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.3042 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.58313 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.33281 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.17325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.584984 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.448822 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.422324 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),-0.385607 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.129206 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.158313 # DEPENDENCYPART_GRANDPAR
(19,23),(23,12),-1.4225 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-1.34117 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-1.30458 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-1.58351 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-1.1648 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),0.0447132 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.381588 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.578225 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),-0.0401072 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.431719 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.217059 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.35934 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),0.0147443 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.0207069 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.253442 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.218589 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),0.215642 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.49109 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.85496 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.679813 # DEPENDENCYPART_GRANDPAR
(20,17),(17,7),-0.469625 # DEPENDENCYPART_GRANDPAR
(20,17),(17,9),-0.482861 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.487209 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.557145 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.229534 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.0529379 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),0.338763 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.128874 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.48933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.854032 # DEPENDENCYPART_GRANDPAR
(20,17),(17,22),-0.965913 # DEPENDENCYPART_GRANDPAR
(20,17),(17,23),-0.678049 # DEPENDENCYPART_GRANDPAR
(20,17),(17,24),-1.02235 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.347602 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.37003 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.765775 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.846596 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.558769 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.249909 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),0.00984948 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.48933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.854032 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.678048 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.06359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.151721 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.367428 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0836732 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.952546 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-0.709826 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.756478 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-0.997261 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.969354 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.6338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),-0.146713 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.227914 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.349827 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.572902 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.190584 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.11311 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.224593 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.133284 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.12081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.37386 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),0.267065 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.964097 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-0.968011 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-1.03723 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-0.851616 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.780867 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.818704 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.500979 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),1.4405 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.125832 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.73327 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.66778 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.68539 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.80695 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.71425 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.94133 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.22714 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.687172 # DEPENDENCYPART_GRANDPAR
(23,12),(12,2),-0.189965 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-0.40096 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-0.284543 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.370207 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),0.201324 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),0.422021 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.36112 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.350723 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.612411 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.24699 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.006516 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.68636 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,7),-0.483014 # DEPENDENCYPART_GRANDPAR
(23,17),(17,9),-0.481556 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-0.55549 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-0.570712 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.33721 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.12518 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),0.735532 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.143628 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.186538 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.0207966 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.137032 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.68459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-1.07688 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.357585 # DEPENDENCYPART_GRANDPAR
(23,19),(19,16),-0.168269 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.207162 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.00104043 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.68459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,12),-0.570174 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),-0.357342 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.181272 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-0.404962 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.169488 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.273425 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),0.0300816 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.155371 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.68459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,23),-1.68459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
