# _root_ When he came to Applied , `` I did n't have the power to execute as I do today , '' he says .
#goldHeads=3,3,9,3,4,9,9,9,23,9,9,13,11,13,14,15,18,16,18,9,9,23,0,23,
#predictedHeads=3,3,9,3,4,5,23,9,23,9,9,13,11,13,14,15,18,16,18,23,23,23,0,23,
(15,23),(23,22),-0.198064 # DEPENDENCYPART_GRANDPAR
(15,23),(23,24),-0.675148 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.710013 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.6168 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.393278 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.768786 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.542123 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.328505 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.43654 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.642812 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.312637 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.651892 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.741354 # DEPENDENCYPART_GRANDPAR
(16,15),(15,1),-0.669998 # DEPENDENCYPART_GRANDPAR
(16,15),(15,3),-0.478716 # DEPENDENCYPART_GRANDPAR
(16,15),(15,7),-0.618193 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),-0.407501 # DEPENDENCYPART_GRANDPAR
(16,15),(15,11),-0.381614 # DEPENDENCYPART_GRANDPAR
(16,15),(15,12),-0.850213 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.473198 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.46847 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.612887 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.322745 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.641134 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.757182 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.779009 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-1.07245 # DEPENDENCYPART_GRANDPAR
(16,15),(15,23),-0.715419 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-1.44388 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.00607743 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.12406 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.95352 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.883443 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.8992 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.27191 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.43679 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.01123 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.987535 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.908231 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-0.946478 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.952082 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-1.37679 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-1.26316 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.815758 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.877643 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.990953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),1.34519 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.379795 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.405891 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.140416 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.325979 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.219558 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-1.16349 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-1.23473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.907925 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.0228903 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.109889 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.157889 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.441945 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.0727715 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.534427 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),0.140889 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.329738 # DEPENDENCYPART_GRANDPAR
(16,23),(23,1),-1.2734 # DEPENDENCYPART_GRANDPAR
(16,23),(23,2),-0.992139 # DEPENDENCYPART_GRANDPAR
(16,23),(23,3),-0.919884 # DEPENDENCYPART_GRANDPAR
(16,23),(23,4),-0.921027 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-1.28759 # DEPENDENCYPART_GRANDPAR
(16,23),(23,6),-1.44655 # DEPENDENCYPART_GRANDPAR
(16,23),(23,7),-1.0667 # DEPENDENCYPART_GRANDPAR
(16,23),(23,8),-1.02333 # DEPENDENCYPART_GRANDPAR
(16,23),(23,9),-0.944741 # DEPENDENCYPART_GRANDPAR
(16,23),(23,10),-0.98191 # DEPENDENCYPART_GRANDPAR
(16,23),(23,11),-0.994588 # DEPENDENCYPART_GRANDPAR
(16,23),(23,13),-1.23835 # DEPENDENCYPART_GRANDPAR
(16,23),(23,14),-0.837585 # DEPENDENCYPART_GRANDPAR
(16,23),(23,15),-0.912804 # DEPENDENCYPART_GRANDPAR
(16,23),(23,16),-1.09094 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,23),(23,17),1.15306 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.20354 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),0.159748 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),-0.307435 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),-0.494804 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.278287 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-1.00487 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.912895 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.897689 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),-0.0314381 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.245067 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.197873 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.181377 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.163732 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.167048 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.322068 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.452784 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.442216 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.482923 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.163061 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.476768 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.213884 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.271595 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.210302 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.154379 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),-0.0564543 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.0512266 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),0.106373 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.377072 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.328715 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.624606 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.444057 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.475666 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.148617 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.400262 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.181059 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0586641 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.368517 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.180933 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-0.92907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,20),-0.19967 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.239221 # DEPENDENCYPART_GRANDPAR
(18,3),(3,23),-0.401727 # DEPENDENCYPART_GRANDPAR
(18,3),(3,24),-0.504334 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.373185 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),0.167784 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.55636 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.594084 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.445024 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.681797 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.130876 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.445991 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.132863 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.124889 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.369341 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.217485 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.478743 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),0.0448308 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.32648 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.340998 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.256711 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.304014 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.365807 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),0.043729 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.198041 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.0659544 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),0.0954938 # DEPENDENCYPART_GRANDPAR
(18,5),(5,18),-1.06652 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,5),-0.47732 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.320064 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.45109 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.515401 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.627781 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.132183 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.614976 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.0285176 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.0744166 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),0.153858 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.355606 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.30258 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.378229 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.550498 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.44777 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.32785 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.42292 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.19133 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.390128 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0677421 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.385298 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.25403 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.18119 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.180766 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-0.932337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,19),0.341696 # DEPENDENCYPART_GRANDPAR
(18,9),(9,20),-0.21223 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.242941 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-0.707856 # DEPENDENCYPART_GRANDPAR
(18,9),(9,23),-0.404992 # DEPENDENCYPART_GRANDPAR
(18,9),(9,24),-0.530583 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.660285 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.143799 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.00676458 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.367067 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.0859984 # DEPENDENCYPART_GRANDPAR
(18,11),(11,1),-0.254859 # DEPENDENCYPART_GRANDPAR
(18,11),(11,3),-0.12038 # DEPENDENCYPART_GRANDPAR
(18,11),(11,4),-0.205982 # DEPENDENCYPART_GRANDPAR
(18,11),(11,5),-0.274152 # DEPENDENCYPART_GRANDPAR
(18,11),(11,6),-0.354568 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.316764 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),-0.310511 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),0.0424803 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.0749397 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.481953 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.24945 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.530523 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.369736 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.334923 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.373232 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-0.890536 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,19),0.392286 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.161924 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.196008 # DEPENDENCYPART_GRANDPAR
(18,11),(11,22),-0.640405 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.336368 # DEPENDENCYPART_GRANDPAR
(18,11),(11,24),-0.567832 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.279717 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.392827 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.124907 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.287656 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.411946 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),-0.195683 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.109692 # DEPENDENCYPART_GRANDPAR
(18,13),(13,17),-0.286922 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.07042 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,19),0.117663 # DEPENDENCYPART_GRANDPAR
(18,13),(13,20),-0.48202 # DEPENDENCYPART_GRANDPAR
(18,13),(13,21),-0.402212 # DEPENDENCYPART_GRANDPAR
(18,13),(13,23),-0.497141 # DEPENDENCYPART_GRANDPAR
(18,13),(13,24),-0.73499 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.373185 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.37158 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.26947 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.146351 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0147972 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.217485 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.139426 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.380976 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.05406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),0.207859 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.358084 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.21515 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.152384 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.321629 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.0926874 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),0.124789 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.0539711 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),0.123952 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.337883 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.424259 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-0.906955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),0.375455 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.196843 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.235464 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.648805 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.345903 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.560509 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.378556 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.174517 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.315608 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.14983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.0872341 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.391892 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.401233 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.815118 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.557733 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.739426 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),0.257527 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.370373 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.629195 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.482169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0304201 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.0609565 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.365025 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0716244 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.291423 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.821795 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.171979 # DEPENDENCYPART_GRANDPAR
(18,23),(23,1),-0.711346 # DEPENDENCYPART_GRANDPAR
(18,23),(23,2),-0.42745 # DEPENDENCYPART_GRANDPAR
(18,23),(23,3),-0.722671 # DEPENDENCYPART_GRANDPAR
(18,23),(23,4),-0.704441 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.77249 # DEPENDENCYPART_GRANDPAR
(18,23),(23,6),-0.894431 # DEPENDENCYPART_GRANDPAR
(18,23),(23,7),-0.699049 # DEPENDENCYPART_GRANDPAR
(18,23),(23,8),-0.87375 # DEPENDENCYPART_GRANDPAR
(18,23),(23,9),-0.570917 # DEPENDENCYPART_GRANDPAR
(18,23),(23,10),-0.528622 # DEPENDENCYPART_GRANDPAR
(18,23),(23,11),-0.570556 # DEPENDENCYPART_GRANDPAR
(18,23),(23,13),-0.38305 # DEPENDENCYPART_GRANDPAR
(18,23),(23,14),-0.695886 # DEPENDENCYPART_GRANDPAR
(18,23),(23,15),-0.585336 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.449185 # DEPENDENCYPART_GRANDPAR
(18,23),(23,17),-0.572929 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.528158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.685291 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),-0.0645542 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0943995 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.359472 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.613901 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.348723 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.363553 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.360384 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.0427547 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.54496 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-1.01597 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.957702 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-1.04373 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.968332 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-1.15528 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.41399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,1),-1.07215 # DEPENDENCYPART_GRANDPAR
(19,18),(18,2),-0.31713 # DEPENDENCYPART_GRANDPAR
(19,18),(18,3),-0.770398 # DEPENDENCYPART_GRANDPAR
(19,18),(18,4),-0.365518 # DEPENDENCYPART_GRANDPAR
(19,18),(18,5),-0.810554 # DEPENDENCYPART_GRANDPAR
(19,18),(18,6),-0.962718 # DEPENDENCYPART_GRANDPAR
(19,18),(18,7),-0.798589 # DEPENDENCYPART_GRANDPAR
(19,18),(18,8),-0.133103 # DEPENDENCYPART_GRANDPAR
(19,18),(18,9),-0.705584 # DEPENDENCYPART_GRANDPAR
(19,18),(18,10),-0.157248 # DEPENDENCYPART_GRANDPAR
(19,18),(18,11),-0.203377 # DEPENDENCYPART_GRANDPAR
(19,18),(18,12),-0.987453 # DEPENDENCYPART_GRANDPAR
(19,18),(18,13),-0.442301 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.282085 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.200364 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.190388 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.236683 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.45379 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.997226 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.833624 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.04634 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-0.910455 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-1.0458 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.687556 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.941177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,21),-0.544119 # DEPENDENCYPART_GRANDPAR
(19,23),(23,1),-1.80259 # DEPENDENCYPART_GRANDPAR
(19,23),(23,2),-0.853943 # DEPENDENCYPART_GRANDPAR
(19,23),(23,3),-1.22978 # DEPENDENCYPART_GRANDPAR
(19,23),(23,4),-1.03642 # DEPENDENCYPART_GRANDPAR
(19,23),(23,5),-1.3806 # DEPENDENCYPART_GRANDPAR
(19,23),(23,6),-1.36624 # DEPENDENCYPART_GRANDPAR
(19,23),(23,7),-1.25438 # DEPENDENCYPART_GRANDPAR
(19,23),(23,8),-0.749649 # DEPENDENCYPART_GRANDPAR
(19,23),(23,9),-1.1525 # DEPENDENCYPART_GRANDPAR
(19,23),(23,10),-0.829651 # DEPENDENCYPART_GRANDPAR
(19,23),(23,11),-0.741349 # DEPENDENCYPART_GRANDPAR
(19,23),(23,13),-1.04555 # DEPENDENCYPART_GRANDPAR
(19,23),(23,14),-0.952983 # DEPENDENCYPART_GRANDPAR
(19,23),(23,15),-0.756794 # DEPENDENCYPART_GRANDPAR
(19,23),(23,16),-1.02204 # DEPENDENCYPART_GRANDPAR
(19,23),(23,17),-0.853228 # DEPENDENCYPART_GRANDPAR
(19,23),(23,18),-0.71789 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.838806 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.407737 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.503523 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.290605 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.673908 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.307299 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.17259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,16),-0.358018 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.268392 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.218168 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.347798 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.242924 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.17997 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.406716 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.18422 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,1),(1,2),0.0916417 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.233836 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.366119 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),-0.4537 # DEPENDENCYPART_GRANDPAR
(23,1),(1,6),0.38912 # DEPENDENCYPART_GRANDPAR
(23,1),(1,9),-0.0362839 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-1.78862 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),-0.286971 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),-0.344388 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),-0.380107 # DEPENDENCYPART_GRANDPAR
(23,2),(2,6),0.506074 # DEPENDENCYPART_GRANDPAR
(23,2),(2,9),-0.0905383 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-1.1504 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),0.324265 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.25325 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.306516 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),0.256475 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),0.0805226 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),0.571668 # DEPENDENCYPART_GRANDPAR
