# _root_ Mr. Freund , former chief economist of the New York Stock Exchange , is a professor of economics at Pace University 's business school in New York .
#goldHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
#predictedHeads=2,14,2,6,6,2,6,12,12,12,12,7,2,0,16,14,16,17,16,21,24,21,24,19,24,27,25,14,
(23,25),(25,27),-0.0146821 # DEPENDENCYPART_GRANDPAR
(23,27),(27,4),-1.35271 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.94854 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-1.12995 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-1.18148 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),-0.0646948 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.177506 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.122693 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.627787 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),0.284838 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-1.29635 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.391465 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-0.587909 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-0.464986 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),0.849046 # DEPENDENCYPART_GRANDPAR
(24,2),(2,10),0.168686 # DEPENDENCYPART_GRANDPAR
(24,2),(2,12),-0.0827731 # DEPENDENCYPART_GRANDPAR
(24,2),(2,13),-0.744057 # DEPENDENCYPART_GRANDPAR
(24,2),(2,14),-0.348793 # DEPENDENCYPART_GRANDPAR
(24,2),(2,16),-0.250631 # DEPENDENCYPART_GRANDPAR
(24,2),(2,18),-0.356966 # DEPENDENCYPART_GRANDPAR
(24,2),(2,19),0.10393 # DEPENDENCYPART_GRANDPAR
(24,2),(2,24),-1.35301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,2),(2,25),-0.647217 # DEPENDENCYPART_GRANDPAR
(24,2),(2,28),-0.905214 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.430709 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),0.121109 # DEPENDENCYPART_GRANDPAR
(24,9),(9,13),-0.771257 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),0.114643 # DEPENDENCYPART_GRANDPAR
(24,16),(16,8),-0.514742 # DEPENDENCYPART_GRANDPAR
(24,16),(16,12),-0.258502 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),-0.362013 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),0.372796 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.360388 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),0.0781202 # DEPENDENCYPART_GRANDPAR
(24,16),(16,21),-0.211573 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),0.947351 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),-0.036076 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-1.44285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,25),-0.707185 # DEPENDENCYPART_GRANDPAR
(24,16),(16,27),-0.666474 # DEPENDENCYPART_GRANDPAR
(24,16),(16,28),-0.983803 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.104813 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),-0.288065 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),0.798209 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.34887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.628511 # DEPENDENCYPART_GRANDPAR
(24,18),(18,27),-0.571547 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-0.918576 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),0.232196 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.255953 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.0205375 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.275517 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.112428 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.3709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.567672 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-0.891153 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.535147 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.0780937 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.814611 # DEPENDENCYPART_GRANDPAR
(24,21),(21,4),-0.539135 # DEPENDENCYPART_GRANDPAR
(24,21),(21,8),-0.356644 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),0.0194114 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.379034 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.0762628 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.227084 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.970789 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.0983496 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.35399 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.64747 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-0.582551 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),0.0293978 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.235846 # DEPENDENCYPART_GRANDPAR
(24,23),(23,25),-0.710181 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.669374 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.653743 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.223459 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.363101 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),0.186605 # DEPENDENCYPART_GRANDPAR
(24,27),(27,4),-1.05574 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.545042 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.827735 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.760831 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-0.78124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.126133 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.167115 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.40285 # DEPENDENCYPART_GRANDPAR
(25,24),(24,2),-0.854677 # DEPENDENCYPART_GRANDPAR
(25,24),(24,9),-0.767408 # DEPENDENCYPART_GRANDPAR
(25,24),(24,15),-0.0952127 # DEPENDENCYPART_GRANDPAR
(25,24),(24,16),-0.616658 # DEPENDENCYPART_GRANDPAR
(25,24),(24,18),-0.505338 # DEPENDENCYPART_GRANDPAR
(25,24),(24,19),-0.392412 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.611505 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.621173 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-1.02649 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.313768 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.79709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.387824 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.116059 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-1.07154 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.735575 # DEPENDENCYPART_GRANDPAR
(25,27),(27,4),-0.685226 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-1.28672 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-1.29172 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-1.17809 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-1.03705 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.0541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.913116 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.569061 # DEPENDENCYPART_GRANDPAR
(26,27),(27,4),-0.935583 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-1.35503 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-1.49591 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-1.38658 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-1.36268 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-1.30161 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.954708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.365941 # DEPENDENCYPART_GRANDPAR
(27,4),(4,2),-0.224126 # DEPENDENCYPART_GRANDPAR
(27,4),(4,3),-0.349198 # DEPENDENCYPART_GRANDPAR
(27,4),(4,5),-0.554477 # DEPENDENCYPART_GRANDPAR
(27,4),(4,6),-0.715703 # DEPENDENCYPART_GRANDPAR
(27,4),(4,7),0.0902628 # DEPENDENCYPART_GRANDPAR
(27,4),(4,13),-0.392488 # DEPENDENCYPART_GRANDPAR
(27,20),(20,21),-0.669391 # DEPENDENCYPART_GRANDPAR
(27,20),(20,22),0.214037 # DEPENDENCYPART_GRANDPAR
(27,21),(21,4),-0.021505 # DEPENDENCYPART_GRANDPAR
(27,21),(21,8),-0.146526 # DEPENDENCYPART_GRANDPAR
(27,21),(21,11),-0.594291 # DEPENDENCYPART_GRANDPAR
(27,21),(21,18),-0.589564 # DEPENDENCYPART_GRANDPAR
(27,21),(21,19),-0.580301 # DEPENDENCYPART_GRANDPAR
(27,21),(21,20),-0.336016 # DEPENDENCYPART_GRANDPAR
(27,21),(21,22),0.328938 # DEPENDENCYPART_GRANDPAR
(27,21),(21,23),-0.485242 # DEPENDENCYPART_GRANDPAR
(27,21),(21,24),-0.378254 # DEPENDENCYPART_GRANDPAR
(27,21),(21,25),-0.328417 # DEPENDENCYPART_GRANDPAR
(27,21),(21,27),-1.60533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,23),(23,20),-0.49989 # DEPENDENCYPART_GRANDPAR
(27,23),(23,21),-0.773499 # DEPENDENCYPART_GRANDPAR
(27,23),(23,25),-0.424367 # DEPENDENCYPART_GRANDPAR
(27,23),(23,27),-1.56393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,2),-0.529031 # DEPENDENCYPART_GRANDPAR
(27,24),(24,9),-0.336966 # DEPENDENCYPART_GRANDPAR
(27,24),(24,15),-0.435153 # DEPENDENCYPART_GRANDPAR
(27,24),(24,16),-0.700111 # DEPENDENCYPART_GRANDPAR
(27,24),(24,18),-0.565382 # DEPENDENCYPART_GRANDPAR
(27,24),(24,19),-0.438431 # DEPENDENCYPART_GRANDPAR
(27,24),(24,20),-0.534328 # DEPENDENCYPART_GRANDPAR
(27,24),(24,21),-0.808864 # DEPENDENCYPART_GRANDPAR
(27,24),(24,22),-0.327512 # DEPENDENCYPART_GRANDPAR
(27,24),(24,23),-0.483973 # DEPENDENCYPART_GRANDPAR
(27,24),(24,25),-0.447418 # DEPENDENCYPART_GRANDPAR
(27,24),(24,26),-0.331692 # DEPENDENCYPART_GRANDPAR
(27,24),(24,27),-1.56365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,24),(24,28),-1.00304 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.567857 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.372345 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.48387 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,27),-1.60524 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
