# _root_ MRA Staffing Systems signs up nurses for paid travel , promising annual income up to $ 50,000 and free or subsidized housing .
#goldHeads=3,3,4,0,4,4,4,9,7,4,4,13,11,13,14,15,16,13,22,19,20,18,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,4,4,13,11,13,14,15,16,13,18,19,20,21,4,
(14,11),(11,22),-1.06541 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.32465 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.735142 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),-0.167395 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.71984 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,3),-0.447313 # DEPENDENCYPART_GRANDPAR
(14,13),(13,5),-0.258034 # DEPENDENCYPART_GRANDPAR
(14,13),(13,6),-0.372832 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.232558 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.20745 # DEPENDENCYPART_GRANDPAR
(14,13),(13,9),-0.335282 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.790399 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.167048 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.308729 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.72566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-0.479472 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-0.374967 # DEPENDENCYPART_GRANDPAR
(14,13),(13,17),-0.895925 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-1.07975 # DEPENDENCYPART_GRANDPAR
(14,13),(13,19),-1.4291 # DEPENDENCYPART_GRANDPAR
(14,13),(13,20),-0.963458 # DEPENDENCYPART_GRANDPAR
(14,13),(13,21),-0.887135 # DEPENDENCYPART_GRANDPAR
(14,13),(13,22),-1.24436 # DEPENDENCYPART_GRANDPAR
(14,13),(13,23),-1.47047 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-1.28083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.559756 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),-0.0744126 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.311448 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.645495 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.214192 # DEPENDENCYPART_GRANDPAR
(14,15),(15,22),-0.165108 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.746326 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.839377 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.754346 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-1.02179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),0.385241 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.147182 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.462652 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.777639 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),-0.199687 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.274714 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.423156 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-1.0744 # DEPENDENCYPART_GRANDPAR
(14,17),(17,14),-1.12629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,17),(17,15),0.320712 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.577391 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.305415 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.723406 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),-0.249854 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.389504 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.185929 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),-0.429775 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.728549 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.404644 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.37245 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.63414 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.497366 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),-0.0485075 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.233123 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.265942 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.306005 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.894594 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.323809 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.419958 # DEPENDENCYPART_GRANDPAR
(14,20),(20,23),-1.10062 # DEPENDENCYPART_GRANDPAR
(14,22),(22,12),-0.955714 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.296125 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0829517 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),-0.542254 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),-0.183865 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.139247 # DEPENDENCYPART_GRANDPAR
(15,14),(14,11),-0.497306 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.360919 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.24383 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.36777 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.30668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.350326 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.551955 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.858753 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.722627 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-1.01015 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-0.957955 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-0.889586 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-0.885415 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-0.612598 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.48145 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),0.417042 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.0854049 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.282325 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),0.0399546 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),0.0182958 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.270764 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.706 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.596995 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-0.802693 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.310654 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.201898 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.450037 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.322771 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.502521 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0784651 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),0.0507816 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.317685 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.276035 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.15211 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.578893 # DEPENDENCYPART_GRANDPAR
(15,19),(19,16),0.101723 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),0.207462 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.0999676 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.124077 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.290534 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.371437 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.148177 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.439961 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.834589 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-0.971261 # DEPENDENCYPART_GRANDPAR
(15,22),(22,16),0.169946 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),0.271931 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.0735972 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),-0.00772918 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),0.122822 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.691702 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.235732 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.526423 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.519592 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.657711 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.512596 # DEPENDENCYPART_GRANDPAR
(16,7),(7,13),-0.464179 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),-0.475651 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.561622 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.527035 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.410881 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.806543 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.662985 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.513525 # DEPENDENCYPART_GRANDPAR
(16,13),(13,7),-0.779224 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.635493 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.593234 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.713194 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.646455 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.51892 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.447154 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.463326 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.39887 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.440635 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.395417 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.73224 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.625072 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.885605 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.754769 # DEPENDENCYPART_GRANDPAR
(16,13),(13,23),-0.791389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.721897 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.516091 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.445725 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.340988 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.39078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.437286 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.367604 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.71239 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.620779 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.764965 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.84557 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.37319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.435099 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.328564 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.697779 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.588359 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.691575 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.914294 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.879242 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.916175 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.651566 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.558365 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.792906 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.583175 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.860261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0777505 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.103197 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.187611 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.379666 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0526758 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.834598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0624502 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.111151 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.352403 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.120868 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.265214 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.362006 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.0364435 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.274195 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.177391 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.302048 # DEPENDENCYPART_GRANDPAR
(16,22),(22,12),-0.981191 # DEPENDENCYPART_GRANDPAR
(16,22),(22,16),-0.866375 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,22),(22,17),-0.0144996 # DEPENDENCYPART_GRANDPAR
(16,22),(22,19),-0.130928 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.292014 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.283234 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.417808 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.490377 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.351831 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.26027 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.25991 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.42889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.554218 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-1.01007 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.908253 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.891129 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.465602 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.291992 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.43181 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,18),-0.506883 # DEPENDENCYPART_GRANDPAR
(17,15),(15,19),-0.991589 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.8697 # DEPENDENCYPART_GRANDPAR
(17,15),(15,22),-0.80801 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.384476 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.509259 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.485478 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.287239 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.345012 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.38566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.486909 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.986753 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.860766 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.939072 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.72857 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-0.973746 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.732087 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-1.0584 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.433713 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.382456 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.434914 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.243867 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.739774 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.915391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.337898 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.468617 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.253327 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.564203 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.372566 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.0540097 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.464688 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.994799 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.763898 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-1.03388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,19),-0.434799 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.29392 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.397653 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.0930254 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.273407 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.209501 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),0.0569926 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.156863 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.236089 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.60978 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),0.172877 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.573021 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.634675 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.863163 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-1.40109 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),0.16734 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0783933 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.11181 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.60835 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),0.186187 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.571224 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.913763 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.686255 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.785087 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.117997 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.234176 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.552214 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),1.05724 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.214023 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.385336 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-1.08691 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.264755 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.948288 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.904902 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.803183 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.896194 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.96819 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.00860563 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0747943 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.958145 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.701402 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.881356 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.67681 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.648993 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.240963 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.628391 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-0.973892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.491314 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.327444 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.537689 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.823704 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.659326 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.606077 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.814173 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.445665 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-0.957284 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.487297 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.585796 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.63808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),0.383482 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.170654 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.286422 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.101524 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.401184 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.25976 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.20941 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-1.08874 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.567292 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.133294 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.175769 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.324029 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.467783 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.15434 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.0739346 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.0918525 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.405272 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.599333 # DEPENDENCYPART_GRANDPAR
(20,22),(22,12),-1.0157 # DEPENDENCYPART_GRANDPAR
(20,22),(22,16),-0.873775 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-1.0445 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.995301 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.585742 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.545368 # DEPENDENCYPART_GRANDPAR
(21,22),(22,12),-1.09164 # DEPENDENCYPART_GRANDPAR
(21,22),(22,16),-1.12687 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-1.18549 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-1.09493 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.06299 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.658033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,12),(12,10),-0.0417737 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.363801 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.259084 # DEPENDENCYPART_GRANDPAR
(22,16),(16,7),-0.77294 # DEPENDENCYPART_GRANDPAR
(22,16),(16,12),-0.447504 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.335355 # DEPENDENCYPART_GRANDPAR
(22,16),(16,14),-0.261691 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.385406 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.0359674 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.066182 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.325886 # DEPENDENCYPART_GRANDPAR
(22,16),(16,20),0.323878 # DEPENDENCYPART_GRANDPAR
(22,16),(16,21),0.0598843 # DEPENDENCYPART_GRANDPAR
(22,16),(16,22),-1.46889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,16),(16,23),-0.842425 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.114456 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.136776 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.180509 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.117402 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0975884 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.648477 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.45761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,16),-0.121403 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.241294 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.419856 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.00425185 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.50319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,19),0.00162983 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.181213 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.47736 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.77527 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.48373 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.819085 # DEPENDENCYPART_GRANDPAR
