# _root_ The number of U.S. temporary workers fell about 1 % in the 12 months ending Aug. 31 , after sliding nearly 3.5 % in July , said Kidder Peabody 's Mr. Arthur .
#goldHeads=2,7,2,6,6,3,27,10,8,7,7,14,14,11,14,15,16,7,7,19,23,21,20,20,24,27,0,29,32,29,32,27,27,
#predictedHeads=2,7,2,6,6,3,27,10,8,7,7,14,14,11,14,15,16,7,7,19,23,21,20,20,24,27,0,29,32,29,32,27,27,
(20,16),(16,32),-0.805833 # DEPENDENCYPART_GRANDPAR
(20,16),(16,33),-0.908081 # DEPENDENCYPART_GRANDPAR
(20,17),(17,12),-0.172183 # DEPENDENCYPART_GRANDPAR
(20,17),(17,13),-0.424953 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.300928 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.0568317 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),-0.339901 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.509549 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.118449 # DEPENDENCYPART_GRANDPAR
(20,17),(17,21),0.104966 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.284175 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.485199 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.11768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),0.115793 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.235689 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.360779 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.22699 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.432868 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.46624 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.0210145 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.187271 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0691556 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0325945 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),0.00102547 # DEPENDENCYPART_GRANDPAR
(20,22),(22,17),-0.942424 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-0.574793 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),0.642615 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.132145 # DEPENDENCYPART_GRANDPAR
(20,23),(23,8),-1.02066 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-1.05309 # DEPENDENCYPART_GRANDPAR
(20,23),(23,13),-1.11451 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.05888 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-1.03359 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.615674 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.776731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),0.715933 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.213183 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.232278 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.101035 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.0474084 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),0.0601111 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.0882771 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.317007 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.181953 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.200075 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.271938 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.112036 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.065596 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.211551 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.0339876 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),0.134905 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),0.109563 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.0192812 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-1.1911 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.0892704 # DEPENDENCYPART_GRANDPAR
(20,27),(27,2),-0.880474 # DEPENDENCYPART_GRANDPAR
(20,27),(27,4),-0.871638 # DEPENDENCYPART_GRANDPAR
(20,27),(27,6),-0.833554 # DEPENDENCYPART_GRANDPAR
(20,27),(27,7),-0.613964 # DEPENDENCYPART_GRANDPAR
(20,27),(27,8),-0.883117 # DEPENDENCYPART_GRANDPAR
(20,27),(27,10),-0.825665 # DEPENDENCYPART_GRANDPAR
(20,27),(27,11),-0.753198 # DEPENDENCYPART_GRANDPAR
(20,27),(27,14),-0.808715 # DEPENDENCYPART_GRANDPAR
(20,27),(27,15),-0.694341 # DEPENDENCYPART_GRANDPAR
(20,27),(27,16),-0.879045 # DEPENDENCYPART_GRANDPAR
(20,27),(27,17),-0.923908 # DEPENDENCYPART_GRANDPAR
(20,27),(27,18),-0.956916 # DEPENDENCYPART_GRANDPAR
(20,27),(27,19),-0.603658 # DEPENDENCYPART_GRANDPAR
(20,27),(27,20),-0.851139 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,27),(27,21),0.47503 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.131701 # DEPENDENCYPART_GRANDPAR
(20,27),(27,23),0.106772 # DEPENDENCYPART_GRANDPAR
(20,27),(27,24),0.145998 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.0234183 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.234843 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.347708 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.238937 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-1.1546 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.498458 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.333332 # DEPENDENCYPART_GRANDPAR
(20,27),(27,33),-0.540063 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),0.264945 # DEPENDENCYPART_GRANDPAR
(20,29),(29,27),0.142108 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.0359922 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-1.2102 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),0.00684623 # DEPENDENCYPART_GRANDPAR
(20,29),(29,32),-0.103916 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),0.222413 # DEPENDENCYPART_GRANDPAR
(20,31),(31,28),-0.0782893 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),0.0536824 # DEPENDENCYPART_GRANDPAR
(20,31),(31,30),-0.690626 # DEPENDENCYPART_GRANDPAR
(20,32),(32,7),-0.63126 # DEPENDENCYPART_GRANDPAR
(20,32),(32,25),0.247785 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),-0.0529163 # DEPENDENCYPART_GRANDPAR
(20,32),(32,29),0.0790551 # DEPENDENCYPART_GRANDPAR
(20,32),(32,30),-0.635156 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),-0.187159 # DEPENDENCYPART_GRANDPAR
(20,32),(32,33),-0.387894 # DEPENDENCYPART_GRANDPAR
(21,22),(22,17),-0.843015 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.563106 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.25821 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.358696 # DEPENDENCYPART_GRANDPAR
(21,23),(23,8),-0.627332 # DEPENDENCYPART_GRANDPAR
(21,23),(23,12),-1.65342 # DEPENDENCYPART_GRANDPAR
(21,23),(23,13),-0.899944 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.25834 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-0.86373 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.529469 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.746003 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.02845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.0512151 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.481172 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.633407 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.627008 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.52915 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),-0.864902 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),-1.01612 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),-1.0894 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.10972 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.313069 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.467181 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.557654 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.755979 # DEPENDENCYPART_GRANDPAR
(21,24),(24,32),-0.788056 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.445039 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.391737 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.690851 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.57089 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.891658 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-1.18278 # DEPENDENCYPART_GRANDPAR
(21,27),(27,4),-1.31309 # DEPENDENCYPART_GRANDPAR
(21,27),(27,6),-0.949431 # DEPENDENCYPART_GRANDPAR
(21,27),(27,7),-1.01877 # DEPENDENCYPART_GRANDPAR
(21,27),(27,8),-0.568519 # DEPENDENCYPART_GRANDPAR
(21,27),(27,10),-1.05652 # DEPENDENCYPART_GRANDPAR
(21,27),(27,11),-0.772083 # DEPENDENCYPART_GRANDPAR
(21,27),(27,14),-0.853593 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-0.844175 # DEPENDENCYPART_GRANDPAR
(21,27),(27,16),-1.16774 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.832866 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-0.937554 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.600647 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.745385 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-1.3172 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),-0.127621 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.0693087 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.289275 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.383233 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.671094 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.852042 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.835283 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.501844 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-1.0169 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-1.0605 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.856585 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.517972 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.460879 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.171568 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.393897 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.437678 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.767328 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.525027 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.356136 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.62491 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.758607 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.395665 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.33279 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.86261 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.799793 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-1.10831 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-1.17848 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-1.33909 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.84631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.698547 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-1.10911 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-1.03462 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-1.25312 # DEPENDENCYPART_GRANDPAR
(22,23),(23,8),-1.24956 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.25423 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.32813 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.0881 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.2598 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.866373 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.935113 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.883913 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.4081 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.799203 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.627721 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.665943 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.852935 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.715539 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.800585 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.866737 # DEPENDENCYPART_GRANDPAR
(23,8),(8,6),-0.206713 # DEPENDENCYPART_GRANDPAR
(23,8),(8,7),-0.609128 # DEPENDENCYPART_GRANDPAR
(23,8),(8,9),-0.567964 # DEPENDENCYPART_GRANDPAR
(23,8),(8,10),-0.452424 # DEPENDENCYPART_GRANDPAR
(23,8),(8,11),-0.503422 # DEPENDENCYPART_GRANDPAR
(23,8),(8,12),-0.732734 # DEPENDENCYPART_GRANDPAR
(23,8),(8,13),-0.241634 # DEPENDENCYPART_GRANDPAR
(23,8),(8,14),-0.314978 # DEPENDENCYPART_GRANDPAR
(23,8),(8,15),-0.304446 # DEPENDENCYPART_GRANDPAR
(23,8),(8,17),-0.312823 # DEPENDENCYPART_GRANDPAR
(23,8),(8,18),-0.239161 # DEPENDENCYPART_GRANDPAR
(23,8),(8,22),1.12058 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.906052 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-1.37423 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.609965 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-1.10112 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.589993 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.499082 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.517928 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-1.13936 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.980294 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.552891 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.607441 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-1.17516 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.462567 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),-0.307115 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),-0.415737 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.378562 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),0.290227 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.50157 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.809514 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),-0.882563 # DEPENDENCYPART_GRANDPAR
(23,16),(16,26),-1.0468 # DEPENDENCYPART_GRANDPAR
(23,16),(16,27),-0.926344 # DEPENDENCYPART_GRANDPAR
(23,16),(16,29),-1.32292 # DEPENDENCYPART_GRANDPAR
(23,16),(16,32),-1.36796 # DEPENDENCYPART_GRANDPAR
(23,16),(16,33),-0.969972 # DEPENDENCYPART_GRANDPAR
(23,17),(17,12),-1.11293 # DEPENDENCYPART_GRANDPAR
(23,17),(17,13),-1.0077 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.516452 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.546427 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.429205 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.447385 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.41013 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.273123 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-1.01252 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.434507 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.377334 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.439637 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),0.018661 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.52315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.741801 # DEPENDENCYPART_GRANDPAR
(23,19),(19,26),-0.89326 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.958114 # DEPENDENCYPART_GRANDPAR
(23,20),(20,2),-0.80607 # DEPENDENCYPART_GRANDPAR
(23,20),(20,14),-0.456706 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.422689 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-1.21179 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.391214 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.405381 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.152522 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.54061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.907494 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.877533 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.952636 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.961168 # DEPENDENCYPART_GRANDPAR
(23,20),(20,29),-1.34929 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-1.3378 # DEPENDENCYPART_GRANDPAR
(23,20),(20,32),-1.36305 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),1.11828 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.45464 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.782417 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.817515 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.900182 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-1.11148 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.340028 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.464335 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.42923 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,23),-0.933198 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.240073 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.557336 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.688057 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.734029 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.713009 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.258306 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.483613 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.759342 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.902875 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.754464 # DEPENDENCYPART_GRANDPAR
(23,27),(27,2),-1.35975 # DEPENDENCYPART_GRANDPAR
(23,27),(27,4),-1.52955 # DEPENDENCYPART_GRANDPAR
(23,27),(27,6),-1.00198 # DEPENDENCYPART_GRANDPAR
(23,27),(27,7),-1.24556 # DEPENDENCYPART_GRANDPAR
(23,27),(27,8),-1.34532 # DEPENDENCYPART_GRANDPAR
(23,27),(27,10),-1.2954 # DEPENDENCYPART_GRANDPAR
(23,27),(27,11),-1.51962 # DEPENDENCYPART_GRANDPAR
(23,27),(27,14),-1.00695 # DEPENDENCYPART_GRANDPAR
(23,27),(27,15),-1.01981 # DEPENDENCYPART_GRANDPAR
(23,27),(27,16),-0.960681 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-1.74768 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-1.02923 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-1.02298 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-0.87174 # DEPENDENCYPART_GRANDPAR
(23,27),(27,21),-0.845089 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.310986 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.864259 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.0329871 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.31938 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.422452 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.633171 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.800299 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.809394 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.824018 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.81754 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.592252 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.232798 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.397414 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.505965 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.920347 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.492722 # DEPENDENCYPART_GRANDPAR
(23,29),(29,32),-0.772965 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),-0.279705 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),-0.552635 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.702753 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.282223 # DEPENDENCYPART_GRANDPAR
(23,32),(32,7),-1.2646 # DEPENDENCYPART_GRANDPAR
(23,32),(32,25),-0.240378 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),-0.513308 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.663427 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.185395 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.777992 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.506249 # DEPENDENCYPART_GRANDPAR
(24,23),(23,8),-0.428142 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.609758 # DEPENDENCYPART_GRANDPAR
(24,23),(23,13),-0.590147 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.537002 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.484688 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.103352 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.125737 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),0.113442 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.111421 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.82246 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.46143 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-1.21609 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.830208 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.980509 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-1.68714 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-1.0997 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),-0.433945 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.227256 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.1567 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-1.93861 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.250039 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-1.31513 # DEPENDENCYPART_GRANDPAR
(24,27),(27,4),-1.20943 # DEPENDENCYPART_GRANDPAR
(24,27),(27,6),-1.06752 # DEPENDENCYPART_GRANDPAR
(24,27),(27,7),-0.72902 # DEPENDENCYPART_GRANDPAR
(24,27),(27,8),-0.932 # DEPENDENCYPART_GRANDPAR
(24,27),(27,10),-1.01933 # DEPENDENCYPART_GRANDPAR
(24,27),(27,11),-0.886329 # DEPENDENCYPART_GRANDPAR
(24,27),(27,14),-0.968503 # DEPENDENCYPART_GRANDPAR
(24,27),(27,15),-0.678838 # DEPENDENCYPART_GRANDPAR
(24,27),(27,16),-1.07874 # DEPENDENCYPART_GRANDPAR
(24,27),(27,17),-1.18272 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-1.19237 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.690211 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.699588 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-0.417746 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.83922 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-0.702187 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.21627 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),0.187592 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.726401 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.655977 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.130914 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-1.65766 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.879058 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.25341 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.710173 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.579474 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.016993 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.427891 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-1.89734 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.557505 # DEPENDENCYPART_GRANDPAR
