# _root_ Taped just as the market closed yesterday , it offers Ms. Farrell advising , `` We view the market here as going through a relatively normal cycle ... .
#goldHeads=10,3,1,5,6,3,6,10,10,0,12,10,12,13,13,17,13,19,17,17,17,21,22,27,26,27,23,10,10,
#predictedHeads=10,3,1,5,6,3,6,10,10,0,13,13,10,10,10,17,10,19,17,17,17,21,22,27,26,27,23,17,10,
(15,13),(13,16),-0.517518 # DEPENDENCYPART_GRANDPAR
(15,13),(13,17),-0.713383 # DEPENDENCYPART_GRANDPAR
(15,13),(13,19),-0.629013 # DEPENDENCYPART_GRANDPAR
(15,13),(13,20),-0.865486 # DEPENDENCYPART_GRANDPAR
(15,13),(13,21),-0.690369 # DEPENDENCYPART_GRANDPAR
(15,13),(13,22),-0.722265 # DEPENDENCYPART_GRANDPAR
(15,13),(13,23),-0.750531 # DEPENDENCYPART_GRANDPAR
(15,13),(13,27),-0.730635 # DEPENDENCYPART_GRANDPAR
(15,13),(13,28),-0.762225 # DEPENDENCYPART_GRANDPAR
(15,13),(13,29),-0.86049 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.00115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,19),-0.120883 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.323441 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.706294 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.66424 # DEPENDENCYPART_GRANDPAR
(15,17),(17,3),-0.436403 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.767727 # DEPENDENCYPART_GRANDPAR
(15,17),(17,6),-0.713645 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.750653 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.732537 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-0.58398 # DEPENDENCYPART_GRANDPAR
(15,17),(17,10),-0.5668 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-0.778153 # DEPENDENCYPART_GRANDPAR
(15,17),(17,12),-0.745985 # DEPENDENCYPART_GRANDPAR
(15,17),(17,13),-0.666543 # DEPENDENCYPART_GRANDPAR
(15,17),(17,14),-0.616458 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.02943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.0749213 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.430257 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),0.0018221 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.377294 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.156218 # DEPENDENCYPART_GRANDPAR
(15,17),(17,22),-0.236483 # DEPENDENCYPART_GRANDPAR
(15,17),(17,23),-0.259357 # DEPENDENCYPART_GRANDPAR
(15,17),(17,24),-0.497833 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.468866 # DEPENDENCYPART_GRANDPAR
(15,17),(17,26),-0.575347 # DEPENDENCYPART_GRANDPAR
(15,17),(17,27),-0.0917228 # DEPENDENCYPART_GRANDPAR
(15,17),(17,28),-0.327414 # DEPENDENCYPART_GRANDPAR
(15,17),(17,29),-0.471309 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.232473 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.363699 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.23509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.486714 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.810928 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.8024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,18),0.1714 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.175995 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.166922 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.283032 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.214209 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),-0.285917 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.0789664 # DEPENDENCYPART_GRANDPAR
(16,19),(19,28),-0.0144321 # DEPENDENCYPART_GRANDPAR
(16,19),(19,29),-0.156047 # DEPENDENCYPART_GRANDPAR
(16,21),(21,2),-0.805382 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.012645 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.23606 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.197202 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.047486 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.0396917 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.11017 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.349756 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),0.114451 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),0.00617154 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.0478644 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.450109 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.159268 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.138458 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.130552 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.315154 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.317152 # DEPENDENCYPART_GRANDPAR
(17,1),(1,10),-0.11363 # DEPENDENCYPART_GRANDPAR
(17,1),(1,13),-0.0771215 # DEPENDENCYPART_GRANDPAR
(17,1),(1,14),-0.32876 # DEPENDENCYPART_GRANDPAR
(17,1),(1,15),-0.262229 # DEPENDENCYPART_GRANDPAR
(17,1),(1,17),-1.14813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,1),(1,20),-0.219757 # DEPENDENCYPART_GRANDPAR
(17,1),(1,21),-0.120818 # DEPENDENCYPART_GRANDPAR
(17,1),(1,22),-0.27817 # DEPENDENCYPART_GRANDPAR
(17,1),(1,29),-0.568456 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),0.00114661 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.323247 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.158245 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.0539906 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.103195 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.265206 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.0910205 # DEPENDENCYPART_GRANDPAR
(17,2),(2,29),-0.610721 # DEPENDENCYPART_GRANDPAR
(17,3),(3,1),0.248958 # DEPENDENCYPART_GRANDPAR
(17,3),(3,2),0.35224 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.625924 # DEPENDENCYPART_GRANDPAR
(17,3),(3,5),-0.243386 # DEPENDENCYPART_GRANDPAR
(17,3),(3,6),0.115705 # DEPENDENCYPART_GRANDPAR
(17,3),(3,7),-0.182584 # DEPENDENCYPART_GRANDPAR
(17,3),(3,8),-0.313647 # DEPENDENCYPART_GRANDPAR
(17,3),(3,10),0.244506 # DEPENDENCYPART_GRANDPAR
(17,3),(3,13),-0.0937976 # DEPENDENCYPART_GRANDPAR
(17,3),(3,14),-0.327253 # DEPENDENCYPART_GRANDPAR
(17,3),(3,17),-1.3085 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,3),(3,29),-0.671174 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.0375019 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.0266145 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.598385 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.459883 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.0185139 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.025092 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.192515 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),0.00369258 # DEPENDENCYPART_GRANDPAR
(17,6),(6,1),0.00583427 # DEPENDENCYPART_GRANDPAR
(17,6),(6,2),0.0617054 # DEPENDENCYPART_GRANDPAR
(17,6),(6,3),-0.532473 # DEPENDENCYPART_GRANDPAR
(17,6),(6,4),-0.587809 # DEPENDENCYPART_GRANDPAR
(17,6),(6,5),-0.129866 # DEPENDENCYPART_GRANDPAR
(17,6),(6,7),-0.117497 # DEPENDENCYPART_GRANDPAR
(17,6),(6,8),-0.3647 # DEPENDENCYPART_GRANDPAR
(17,6),(6,9),-0.162483 # DEPENDENCYPART_GRANDPAR
(17,6),(6,10),-0.127099 # DEPENDENCYPART_GRANDPAR
(17,6),(6,11),-0.0598324 # DEPENDENCYPART_GRANDPAR
(17,6),(6,12),-0.13645 # DEPENDENCYPART_GRANDPAR
(17,6),(6,13),-0.089022 # DEPENDENCYPART_GRANDPAR
(17,6),(6,14),-0.378306 # DEPENDENCYPART_GRANDPAR
(17,6),(6,15),-0.292113 # DEPENDENCYPART_GRANDPAR
(17,6),(6,16),-0.0880801 # DEPENDENCYPART_GRANDPAR
(17,6),(6,17),-1.08657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,19),0.173629 # DEPENDENCYPART_GRANDPAR
(17,6),(6,20),-0.124552 # DEPENDENCYPART_GRANDPAR
(17,6),(6,21),-0.0674454 # DEPENDENCYPART_GRANDPAR
(17,6),(6,22),-0.271692 # DEPENDENCYPART_GRANDPAR
(17,6),(6,23),-0.148159 # DEPENDENCYPART_GRANDPAR
(17,6),(6,25),-0.338703 # DEPENDENCYPART_GRANDPAR
(17,6),(6,28),-0.532076 # DEPENDENCYPART_GRANDPAR
(17,6),(6,29),-0.446089 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),0.0171264 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.629354 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.249448 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.221765 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.373289 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),0.0126833 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.20139 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.265526 # DEPENDENCYPART_GRANDPAR
(17,7),(7,13),-0.256376 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.235371 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.201969 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.2258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,6),-0.170966 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.288307 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),0.0264122 # DEPENDENCYPART_GRANDPAR
(17,10),(10,1),0.0458103 # DEPENDENCYPART_GRANDPAR
(17,10),(10,2),0.0463444 # DEPENDENCYPART_GRANDPAR
(17,10),(10,3),-0.494976 # DEPENDENCYPART_GRANDPAR
(17,10),(10,5),-0.0382418 # DEPENDENCYPART_GRANDPAR
(17,10),(10,6),-0.153538 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.0551652 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.154797 # DEPENDENCYPART_GRANDPAR
(17,10),(10,9),-0.0742157 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.0566002 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.133081 # DEPENDENCYPART_GRANDPAR
(17,10),(10,13),-0.0399499 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.393549 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.209896 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.180537 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.14298 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,19),0.190088 # DEPENDENCYPART_GRANDPAR
(17,10),(10,20),-0.115731 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.162164 # DEPENDENCYPART_GRANDPAR
(17,10),(10,22),-0.28787 # DEPENDENCYPART_GRANDPAR
(17,10),(10,23),-0.228001 # DEPENDENCYPART_GRANDPAR
(17,10),(10,25),-0.324539 # DEPENDENCYPART_GRANDPAR
(17,10),(10,26),-0.727941 # DEPENDENCYPART_GRANDPAR
(17,10),(10,27),-0.658313 # DEPENDENCYPART_GRANDPAR
(17,10),(10,28),-0.550319 # DEPENDENCYPART_GRANDPAR
(17,10),(10,29),-0.565819 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.136903 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0240464 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),0.018591 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.0135984 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.21487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,10),-0.0382249 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),0.00454451 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),0.018935 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.0106997 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.182471 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.21487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,19),-0.0135798 # DEPENDENCYPART_GRANDPAR
(17,13),(13,1),0.00360663 # DEPENDENCYPART_GRANDPAR
(17,13),(13,2),0.00664963 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.548719 # DEPENDENCYPART_GRANDPAR
(17,13),(13,4),-0.56683 # DEPENDENCYPART_GRANDPAR
(17,13),(13,5),-0.192488 # DEPENDENCYPART_GRANDPAR
(17,13),(13,6),-0.144753 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.169583 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.250108 # DEPENDENCYPART_GRANDPAR
(17,13),(13,9),-0.138992 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.0780568 # DEPENDENCYPART_GRANDPAR
(17,13),(13,11),-0.150097 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.235895 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.18468 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.208984 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.235302 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.22657 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,19),-0.0579955 # DEPENDENCYPART_GRANDPAR
(17,13),(13,20),-0.298826 # DEPENDENCYPART_GRANDPAR
(17,13),(13,21),-0.117439 # DEPENDENCYPART_GRANDPAR
(17,13),(13,22),-0.375089 # DEPENDENCYPART_GRANDPAR
(17,13),(13,23),-0.213117 # DEPENDENCYPART_GRANDPAR
(17,13),(13,27),-0.90737 # DEPENDENCYPART_GRANDPAR
(17,13),(13,28),-0.657084 # DEPENDENCYPART_GRANDPAR
(17,13),(13,29),-0.664597 # DEPENDENCYPART_GRANDPAR
(17,15),(15,13),-0.122291 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.252416 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.235661 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.20356 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,15),-0.474539 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),0.10237 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),0.0346257 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.775649 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.604152 # DEPENDENCYPART_GRANDPAR
(17,19),(19,18),0.435081 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.115446 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.0537587 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.0112152 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.102626 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.193992 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.393488 # DEPENDENCYPART_GRANDPAR
(17,19),(19,28),-0.0829838 # DEPENDENCYPART_GRANDPAR
(17,19),(19,29),-0.378856 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-0.433757 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.620591 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.68747 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.296032 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.498842 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.0748067 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.0777854 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0937375 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-0.424489 # DEPENDENCYPART_GRANDPAR
(17,21),(21,2),-0.375566 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.421102 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.208447 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.266685 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),0.0669747 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.27999 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.206346 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.0929961 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.085496 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.009273 # DEPENDENCYPART_GRANDPAR
(17,22),(22,1),-0.377577 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.466884 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0705909 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.0406088 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),0.122047 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.489519 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0421761 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),-0.290635 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-0.345453 # DEPENDENCYPART_GRANDPAR
(17,22),(22,28),-0.154194 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.521693 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.220669 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),0.159331 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.149649 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.341372 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),0.0688769 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.197032 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-0.0719175 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.0474454 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.362933 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.142544 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.417446 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),0.112258 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.400539 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.38846 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.417587 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.163627 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),-0.500735 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.0521176 # DEPENDENCYPART_GRANDPAR
(17,27),(27,20),0.221168 # DEPENDENCYPART_GRANDPAR
(17,27),(27,22),0.105293 # DEPENDENCYPART_GRANDPAR
(17,27),(27,23),0.0497629 # DEPENDENCYPART_GRANDPAR
(17,27),(27,24),-0.0736271 # DEPENDENCYPART_GRANDPAR
(17,27),(27,25),-0.0504558 # DEPENDENCYPART_GRANDPAR
(17,27),(27,26),-0.303803 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.0670577 # DEPENDENCYPART_GRANDPAR
(17,27),(27,29),-0.354953 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.426058 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.380894 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.206192 # DEPENDENCYPART_GRANDPAR
(19,15),(15,14),-0.246287 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.000450579 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),0.038642 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.240108 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.40225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,21),-0.758633 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-0.733683 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.41134 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.695018 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.512782 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.809772 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.215896 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.123778 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.203107 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),0.0206225 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.11423 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.03867 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0833421 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.0559378 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0669057 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.430477 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.274565 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.273322 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),0.174857 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.225743 # DEPENDENCYPART_GRANDPAR
(19,22),(22,1),-0.792662 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.915083 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.000104205 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.241956 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.109785 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.637641 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.35503 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.488407 # DEPENDENCYPART_GRANDPAR
(19,22),(22,27),0.00401711 # DEPENDENCYPART_GRANDPAR
(19,22),(22,28),-0.374842 # DEPENDENCYPART_GRANDPAR
(19,23),(23,19),-0.969883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,23),(23,20),-0.0486986 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),-0.231995 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.150142 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.516624 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.37433 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.420401 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),0.0691438 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.279326 # DEPENDENCYPART_GRANDPAR
(19,23),(23,29),-0.884827 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.0295626 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.223397 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-0.465029 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),0.0754406 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.273078 # DEPENDENCYPART_GRANDPAR
(19,27),(27,20),0.120894 # DEPENDENCYPART_GRANDPAR
(19,27),(27,22),-0.0533639 # DEPENDENCYPART_GRANDPAR
(19,27),(27,23),0.0141403 # DEPENDENCYPART_GRANDPAR
(19,27),(27,24),-0.0171538 # DEPENDENCYPART_GRANDPAR
(19,27),(27,25),-0.313854 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.415866 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.255267 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.81604 # DEPENDENCYPART_GRANDPAR
(19,28),(28,26),-0.555682 # DEPENDENCYPART_GRANDPAR
(19,28),(28,27),-0.205474 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.390304 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.0420571 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.386269 # DEPENDENCYPART_GRANDPAR
(20,1),(1,6),-0.434419 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.401714 # DEPENDENCYPART_GRANDPAR
(20,1),(1,8),-0.391621 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.363792 # DEPENDENCYPART_GRANDPAR
(20,1),(1,10),-0.260725 # DEPENDENCYPART_GRANDPAR
(20,1),(1,13),-0.337751 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.361742 # DEPENDENCYPART_GRANDPAR
(20,1),(1,15),-0.349949 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),-0.072804 # DEPENDENCYPART_GRANDPAR
(20,1),(1,20),-1.38638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,1),(1,21),-0.661385 # DEPENDENCYPART_GRANDPAR
(20,1),(1,22),-0.579923 # DEPENDENCYPART_GRANDPAR
(20,1),(1,29),-1.12641 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.386711 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.101158 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-1.23319 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.705549 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.405139 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.70822 # DEPENDENCYPART_GRANDPAR
(20,3),(3,8),-0.497777 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.180864 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.611114 # DEPENDENCYPART_GRANDPAR
(20,3),(3,14),-0.467898 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),-0.10335 # DEPENDENCYPART_GRANDPAR
(20,3),(3,29),-1.14596 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.528898 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.29723 # DEPENDENCYPART_GRANDPAR
