# _root_ In London , a midday rally left the market 's major index off 3.2 % , and Tokyo 's leading stock index fell only 1.8 % in surprisingly lackluster trading .
#goldHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
#predictedHeads=7,1,7,6,6,7,0,9,12,9,12,7,7,15,13,7,7,22,18,22,22,23,17,26,24,23,23,30,30,27,7,
(22,12),(12,23),-0.670213 # DEPENDENCYPART_GRANDPAR
(22,12),(12,27),-1.01234 # DEPENDENCYPART_GRANDPAR
(22,12),(12,28),-0.94042 # DEPENDENCYPART_GRANDPAR
(22,12),(12,31),-1.31335 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.547311 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),-0.971495 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),-0.412592 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),-0.583029 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.108801 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.38864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.628973 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.689456 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-0.56915 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),0.0942207 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.525541 # DEPENDENCYPART_GRANDPAR
(22,14),(14,17),0.112786 # DEPENDENCYPART_GRANDPAR
(22,14),(14,23),-0.577933 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.475481 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.527726 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.421584 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.494409 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.340139 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.612585 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),0.126046 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.486151 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.745068 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.21027 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.47723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.674448 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.904575 # DEPENDENCYPART_GRANDPAR
(22,15),(15,26),-1.34115 # DEPENDENCYPART_GRANDPAR
(22,15),(15,31),-1.31754 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.629643 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.0645422 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),-0.476933 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.583492 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.32834 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.586888 # DEPENDENCYPART_GRANDPAR
(22,17),(17,26),-1.16795 # DEPENDENCYPART_GRANDPAR
(22,17),(17,27),-0.930411 # DEPENDENCYPART_GRANDPAR
(22,17),(17,30),-0.860362 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.267089 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.572622 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.354627 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.425041 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.689245 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.279963 # DEPENDENCYPART_GRANDPAR
(22,20),(20,1),-0.702864 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.657716 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.504856 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.572975 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.195279 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.219983 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.120824 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.419085 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.41122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.637889 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.854034 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.715595 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.24923 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-1.04947 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.902914 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.942942 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.414595 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.475966 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-1.48153 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-0.638101 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-1.89861 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.19483 # DEPENDENCYPART_GRANDPAR
(22,23),(23,6),-1.21155 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-1.15005 # DEPENDENCYPART_GRANDPAR
(22,23),(23,9),-1.17663 # DEPENDENCYPART_GRANDPAR
(22,23),(23,10),-1.18124 # DEPENDENCYPART_GRANDPAR
(22,23),(23,12),-1.15398 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-1.294 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.15107 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-0.851095 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.1338 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.695617 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.892675 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.510908 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.849771 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.872176 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.709317 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.249579 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0231248 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.48495 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.0405527 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.207455 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.482084 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.166844 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.916639 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.281005 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.583927 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.310163 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.1462 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.547172 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.219092 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.867545 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.500581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),-0.130346 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.750337 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.13031 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.368213 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.331997 # DEPENDENCYPART_GRANDPAR
(22,26),(26,9),-1.38627 # DEPENDENCYPART_GRANDPAR
(22,26),(26,14),-1.25832 # DEPENDENCYPART_GRANDPAR
(22,26),(26,18),-1.0579 # DEPENDENCYPART_GRANDPAR
(22,26),(26,20),-0.92942 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-1.08108 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.565483 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,24),-0.0646127 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.00868814 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.0829466 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.278533 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.409462 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.0680384 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.197245 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.231886 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.542804 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.408927 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.696167 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.295756 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.963938 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.67579 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.419645 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),0.0129387 # DEPENDENCYPART_GRANDPAR
(23,1),(1,6),-0.18941 # DEPENDENCYPART_GRANDPAR
(23,1),(1,7),-0.101014 # DEPENDENCYPART_GRANDPAR
(23,1),(1,31),-0.964643 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),-0.0147792 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),0.0109589 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),0.0428713 # DEPENDENCYPART_GRANDPAR
(23,2),(2,6),-0.159616 # DEPENDENCYPART_GRANDPAR
(23,2),(2,7),-0.0401388 # DEPENDENCYPART_GRANDPAR
(23,2),(2,10),-1.37507 # DEPENDENCYPART_GRANDPAR
(23,2),(2,12),0.218982 # DEPENDENCYPART_GRANDPAR
(23,2),(2,16),0.028132 # DEPENDENCYPART_GRANDPAR
(23,2),(2,17),0.278546 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),0.00733319 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.232398 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.141692 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.20557 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),0.0432443 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-1.35586 # DEPENDENCYPART_GRANDPAR
(23,6),(6,1),-0.0491882 # DEPENDENCYPART_GRANDPAR
(23,6),(6,2),-0.663606 # DEPENDENCYPART_GRANDPAR
(23,6),(6,3),-0.164567 # DEPENDENCYPART_GRANDPAR
(23,6),(6,4),-0.0876604 # DEPENDENCYPART_GRANDPAR
(23,6),(6,5),-0.0169354 # DEPENDENCYPART_GRANDPAR
(23,6),(6,7),0.0666813 # DEPENDENCYPART_GRANDPAR
(23,6),(6,9),0.0670743 # DEPENDENCYPART_GRANDPAR
(23,6),(6,10),-1.33108 # DEPENDENCYPART_GRANDPAR
(23,6),(6,12),0.216771 # DEPENDENCYPART_GRANDPAR
(23,6),(6,13),0.335161 # DEPENDENCYPART_GRANDPAR
(23,6),(6,16),0.0759183 # DEPENDENCYPART_GRANDPAR
(23,6),(6,31),-1.03707 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),0.16772 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.580596 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),0.0084139 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.191254 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),0.147259 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.0230237 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),0.0483962 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),0.0530917 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-1.71511 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),-0.540433 # DEPENDENCYPART_GRANDPAR
(23,7),(7,12),0.140383 # DEPENDENCYPART_GRANDPAR
(23,7),(7,13),0.113286 # DEPENDENCYPART_GRANDPAR
(23,7),(7,15),-0.129784 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),-0.397371 # DEPENDENCYPART_GRANDPAR
(23,7),(7,17),-0.181903 # DEPENDENCYPART_GRANDPAR
(23,7),(7,18),0.236752 # DEPENDENCYPART_GRANDPAR
(23,7),(7,19),-0.854797 # DEPENDENCYPART_GRANDPAR
(23,7),(7,20),0.089922 # DEPENDENCYPART_GRANDPAR
(23,7),(7,22),-0.229172 # DEPENDENCYPART_GRANDPAR
(23,7),(7,23),-1.02512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,7),(7,24),0.0873727 # DEPENDENCYPART_GRANDPAR
(23,7),(7,26),-0.0282418 # DEPENDENCYPART_GRANDPAR
(23,7),(7,27),0.0622724 # DEPENDENCYPART_GRANDPAR
(23,7),(7,28),-0.274894 # DEPENDENCYPART_GRANDPAR
(23,7),(7,30),-0.246254 # DEPENDENCYPART_GRANDPAR
(23,7),(7,31),-0.84354 # DEPENDENCYPART_GRANDPAR
(23,9),(9,4),-0.147841 # DEPENDENCYPART_GRANDPAR
(23,9),(9,5),-0.080736 # DEPENDENCYPART_GRANDPAR
(23,9),(9,6),-0.24532 # DEPENDENCYPART_GRANDPAR
(23,9),(9,7),-0.235117 # DEPENDENCYPART_GRANDPAR
(23,9),(9,8),0.464793 # DEPENDENCYPART_GRANDPAR
(23,9),(9,10),-1.2796 # DEPENDENCYPART_GRANDPAR
(23,9),(9,11),-0.260434 # DEPENDENCYPART_GRANDPAR
(23,9),(9,12),0.278568 # DEPENDENCYPART_GRANDPAR
(23,9),(9,13),0.365989 # DEPENDENCYPART_GRANDPAR
(23,9),(9,15),0.0734535 # DEPENDENCYPART_GRANDPAR
(23,9),(9,16),0.101954 # DEPENDENCYPART_GRANDPAR
(23,9),(9,17),0.178577 # DEPENDENCYPART_GRANDPAR
(23,9),(9,19),-0.419286 # DEPENDENCYPART_GRANDPAR
(23,9),(9,23),-1.07813 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,9),(9,31),-1.0356 # DEPENDENCYPART_GRANDPAR
(23,10),(10,1),0.000308342 # DEPENDENCYPART_GRANDPAR
(23,10),(10,6),-0.271325 # DEPENDENCYPART_GRANDPAR
(23,10),(10,7),-0.15891 # DEPENDENCYPART_GRANDPAR
(23,12),(12,1),-0.0872257 # DEPENDENCYPART_GRANDPAR
(23,12),(12,2),-0.621206 # DEPENDENCYPART_GRANDPAR
(23,12),(12,3),-0.183047 # DEPENDENCYPART_GRANDPAR
(23,12),(12,4),-0.103121 # DEPENDENCYPART_GRANDPAR
(23,12),(12,5),-0.0205959 # DEPENDENCYPART_GRANDPAR
(23,12),(12,6),-0.180807 # DEPENDENCYPART_GRANDPAR
(23,12),(12,7),-0.168328 # DEPENDENCYPART_GRANDPAR
(23,12),(12,8),0.420488 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),0.133373 # DEPENDENCYPART_GRANDPAR
(23,12),(12,10),-1.86276 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.54561 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),0.335819 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.213828 # DEPENDENCYPART_GRANDPAR
(23,12),(12,15),0.00442807 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),0.0735394 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),0.116205 # DEPENDENCYPART_GRANDPAR
(23,12),(12,18),0.374492 # DEPENDENCYPART_GRANDPAR
(23,12),(12,19),-0.499535 # DEPENDENCYPART_GRANDPAR
(23,12),(12,20),0.315081 # DEPENDENCYPART_GRANDPAR
(23,12),(12,22),-0.164265 # DEPENDENCYPART_GRANDPAR
(23,12),(12,23),-1.08097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,12),(12,27),0.1899 # DEPENDENCYPART_GRANDPAR
(23,12),(12,28),-0.392876 # DEPENDENCYPART_GRANDPAR
(23,12),(12,31),-1.03842 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),0.402016 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.368445 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.157168 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.315173 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.0713549 # DEPENDENCYPART_GRANDPAR
(23,13),(13,22),-0.224939 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.13933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,14),(14,12),0.0184435 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),0.144406 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),0.198601 # DEPENDENCYPART_GRANDPAR
(23,14),(14,16),0.0859509 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),0.183423 # DEPENDENCYPART_GRANDPAR
(23,14),(14,23),-1.04565 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,9),-0.00765565 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.590756 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.00852358 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.156182 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.312913 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),0.00494358 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),0.00278041 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),0.0879299 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.613486 # DEPENDENCYPART_GRANDPAR
(23,15),(15,20),0.198535 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),-0.278949 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-1.07304 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),-0.0262206 # DEPENDENCYPART_GRANDPAR
(23,15),(15,26),-0.224343 # DEPENDENCYPART_GRANDPAR
(23,15),(15,31),-1.03045 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.177825 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-1.08102 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),-0.138232 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.34703 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.57648 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.10685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,26),-0.165167 # DEPENDENCYPART_GRANDPAR
(23,17),(17,27),0.0642 # DEPENDENCYPART_GRANDPAR
(23,17),(17,30),-0.383429 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.255101 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.502518 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.107192 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.0784792 # DEPENDENCYPART_GRANDPAR
(23,18),(18,25),-0.745464 # DEPENDENCYPART_GRANDPAR
(23,19),(19,15),-0.172338 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),0.0698085 # DEPENDENCYPART_GRANDPAR
(23,20),(20,7),-0.136493 # DEPENDENCYPART_GRANDPAR
(23,20),(20,12),0.255465 # DEPENDENCYPART_GRANDPAR
(23,20),(20,13),0.2153 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.0173655 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.128142 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.776856 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.0582667 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.276214 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.01169 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),0.0428314 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.615688 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.110663 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),0.136354 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.320617 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.328233 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),0.122239 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.0488437 # DEPENDENCYPART_GRANDPAR
(23,22),(22,4),-0.103121 # DEPENDENCYPART_GRANDPAR
(23,22),(22,5),-0.0205959 # DEPENDENCYPART_GRANDPAR
(23,22),(22,6),-0.180807 # DEPENDENCYPART_GRANDPAR
(23,22),(22,9),0.133373 # DEPENDENCYPART_GRANDPAR
(23,22),(22,11),-0.54561 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),0.141609 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),0.0458994 # DEPENDENCYPART_GRANDPAR
(23,22),(22,14),-0.258074 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.170221 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.165874 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.271602 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),0.212433 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-1.00245 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.117083 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.0626522 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.08097 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.0433605 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.695292 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.215465 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),0.1899 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),-0.430174 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.159597 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.284809 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.0619268 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.447813 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),0.022434 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.867949 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.677524 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.613421 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.176576 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.448793 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.0390137 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),0.0812718 # DEPENDENCYPART_GRANDPAR
(23,26),(26,9),-0.480159 # DEPENDENCYPART_GRANDPAR
(23,26),(26,14),-0.802784 # DEPENDENCYPART_GRANDPAR
(23,26),(26,18),-0.568291 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-0.300221 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.551466 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.783591 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.649402 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.13346 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.104756 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.0445173 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.425652 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),0.0575555 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.488606 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.148555 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.309621 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.0401352 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.166807 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.50511 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.81062 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.316545 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),0.153702 # DEPENDENCYPART_GRANDPAR
(23,29),(29,24),0.619565 # DEPENDENCYPART_GRANDPAR
(23,29),(29,25),-0.113142 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),0.11921 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),0.156535 # DEPENDENCYPART_GRANDPAR
(23,30),(30,9),-0.456836 # DEPENDENCYPART_GRANDPAR
(23,30),(30,18),-0.551246 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-0.286979 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-0.528153 # DEPENDENCYPART_GRANDPAR
(23,30),(30,22),-0.760269 # DEPENDENCYPART_GRANDPAR
(23,30),(30,24),0.585708 # DEPENDENCYPART_GRANDPAR
(23,30),(30,25),-0.139181 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),0.469622 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),0.832367 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),0.0848095 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.232306 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.719798 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.908727 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.3455 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.51986 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.616705 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.701272 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.74088 # DEPENDENCYPART_GRANDPAR
(24,26),(26,9),-1.19953 # DEPENDENCYPART_GRANDPAR
(24,26),(26,14),-0.93701 # DEPENDENCYPART_GRANDPAR
(24,26),(26,18),-1.26008 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.886745 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-1.08271 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-1.00286 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.24209 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),-0.138478 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.746613 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.745458 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.724224 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.653821 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.42947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),-0.327527 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.256229 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.574465 # DEPENDENCYPART_GRANDPAR
