# _root_ The ad would have run during the World Series tomorrow , replacing the debut commercial of Shearson 's new ad campaign , `` Leadership by Example . ''
#goldHeads=2,3,0,3,4,5,9,9,6,5,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
#predictedHeads=2,3,0,3,4,5,10,10,10,6,5,5,15,15,12,15,21,17,21,21,16,21,21,21,24,25,3,3,
(25,26),(26,17),-1.37465 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-1.20188 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.09289 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.981164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,28),-0.700163 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.18162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.645084 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.852374 # DEPENDENCYPART_GRANDPAR
(26,17),(17,13),-0.210177 # DEPENDENCYPART_GRANDPAR
(26,17),(17,18),0.156766 # DEPENDENCYPART_GRANDPAR
(26,17),(17,19),-0.610597 # DEPENDENCYPART_GRANDPAR
(26,17),(17,20),-0.893205 # DEPENDENCYPART_GRANDPAR
(26,17),(17,21),-0.682039 # DEPENDENCYPART_GRANDPAR
(26,17),(17,22),-0.309843 # DEPENDENCYPART_GRANDPAR
(26,17),(17,24),-0.500381 # DEPENDENCYPART_GRANDPAR
(26,24),(24,17),-0.646189 # DEPENDENCYPART_GRANDPAR
(26,24),(24,19),-0.800724 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.790937 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.588605 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.25914 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.594271 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.335072 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.82381 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-1.07468 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-1.19063 # DEPENDENCYPART_GRANDPAR
(26,25),(25,23),-0.621068 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.340777 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.74873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.99128 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-1.11043 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.517371 # DEPENDENCYPART_GRANDPAR
(27,25),(25,24),-0.337028 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.36625 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.85151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-0.619912 # DEPENDENCYPART_GRANDPAR
(27,26),(26,17),-0.702623 # DEPENDENCYPART_GRANDPAR
(27,26),(26,23),-0.582286 # DEPENDENCYPART_GRANDPAR
(27,26),(26,24),-0.477416 # DEPENDENCYPART_GRANDPAR
(27,26),(26,25),-0.484957 # DEPENDENCYPART_GRANDPAR
(27,26),(26,28),-0.629147 # DEPENDENCYPART_GRANDPAR
