# _root_ Synchronized circuit breakers would not have halted the slide in prices on Friday , but they probably would have made for smoother , less volatile executions .
#goldHeads=3,3,4,0,4,4,6,9,7,9,10,9,12,4,4,18,18,15,18,19,20,26,26,25,26,21,4,
#predictedHeads=3,3,4,0,4,4,6,9,7,7,10,11,12,4,4,18,18,15,18,19,20,26,20,25,26,21,4,
(16,19),(19,23),-0.462252 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.28777 # DEPENDENCYPART_GRANDPAR
(16,19),(19,26),-0.135875 # DEPENDENCYPART_GRANDPAR
(16,19),(19,27),-0.25108 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-1.19015 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-1.11252 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-1.02423 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-1.14679 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-1.01625 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.19599 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.744205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),-0.104455 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.327703 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.191242 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.392484 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.225059 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.473142 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.0772968 # DEPENDENCYPART_GRANDPAR
(16,20),(20,27),-0.336929 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.70546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,19),-1.02716 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.769111 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.0254 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.971033 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.08213 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.749092 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-0.923364 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.649282 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.858769 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.33482 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,20),-0.126062 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.412864 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.497993 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.61282 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.617323 # DEPENDENCYPART_GRANDPAR
(17,19),(19,26),-0.557528 # DEPENDENCYPART_GRANDPAR
(17,19),(19,27),-0.790617 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.373864 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.354956 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.497241 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.336447 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.358487 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.511988 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.544096 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.171145 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.167481 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.4257 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),-0.129023 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.31789 # DEPENDENCYPART_GRANDPAR
(18,1),(1,10),-0.406959 # DEPENDENCYPART_GRANDPAR
(18,1),(1,12),-0.139525 # DEPENDENCYPART_GRANDPAR
(18,1),(1,14),-0.327349 # DEPENDENCYPART_GRANDPAR
(18,1),(1,15),-0.0537552 # DEPENDENCYPART_GRANDPAR
(18,1),(1,27),-0.957535 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.158005 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),-0.550964 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.0110682 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.109527 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.0198331 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.259426 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.644876 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.0856956 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.104685 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.347428 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),0.124301 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.121021 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.558574 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.527739 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.190773 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.421543 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.204907 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.384146 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.393612 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.240512 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.221938 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.360655 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.427783 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.267255 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.0652657 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),0.0167092 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.18295 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.218176 # DEPENDENCYPART_GRANDPAR
(18,4),(4,20),-0.289097 # DEPENDENCYPART_GRANDPAR
(18,4),(4,21),-0.442227 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.52349 # DEPENDENCYPART_GRANDPAR
(18,4),(4,23),-0.69387 # DEPENDENCYPART_GRANDPAR
(18,4),(4,24),-0.62242 # DEPENDENCYPART_GRANDPAR
(18,4),(4,27),-0.8018 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.317434 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.674382 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.225138 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.469329 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.123939 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.422635 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.309276 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),0.139018 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.434099 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.491097 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.362209 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.251773 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.327258 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.688145 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.641392 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),-0.514463 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.380154 # DEPENDENCYPART_GRANDPAR
(18,6),(6,13),-0.61723 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.600299 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.312049 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-0.937593 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,20),-0.0481236 # DEPENDENCYPART_GRANDPAR
(18,6),(6,27),-0.752369 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.228037 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.664228 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.258413 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.353307 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.438825 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.14225 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.319225 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.412339 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.255608 # DEPENDENCYPART_GRANDPAR
(18,7),(7,12),-0.146351 # DEPENDENCYPART_GRANDPAR
(18,7),(7,13),-0.400852 # DEPENDENCYPART_GRANDPAR
(18,7),(7,14),-0.307469 # DEPENDENCYPART_GRANDPAR
(18,7),(7,15),-0.0548531 # DEPENDENCYPART_GRANDPAR
(18,7),(7,16),-0.0654395 # DEPENDENCYPART_GRANDPAR
(18,7),(7,17),0.0226268 # DEPENDENCYPART_GRANDPAR
(18,7),(7,18),-1.151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,7),(7,19),-0.206138 # DEPENDENCYPART_GRANDPAR
(18,7),(7,20),-0.282716 # DEPENDENCYPART_GRANDPAR
(18,7),(7,21),-0.43647 # DEPENDENCYPART_GRANDPAR
(18,7),(7,22),-0.516729 # DEPENDENCYPART_GRANDPAR
(18,7),(7,23),-0.746044 # DEPENDENCYPART_GRANDPAR
(18,7),(7,24),-0.615779 # DEPENDENCYPART_GRANDPAR
(18,7),(7,26),-0.779673 # DEPENDENCYPART_GRANDPAR
(18,7),(7,27),-0.957535 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.157066 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.313562 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.166178 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),0.380948 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.230286 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.286722 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0431486 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.22445 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.0719953 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),-0.165737 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.0764709 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),0.0494471 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.05814 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,9),(9,20),-0.207933 # DEPENDENCYPART_GRANDPAR
(18,9),(9,21),-0.191288 # DEPENDENCYPART_GRANDPAR
(18,9),(9,27),-0.887592 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.333715 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.197129 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.161166 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.282039 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.383147 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.0617251 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.19789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,27),-0.969186 # DEPENDENCYPART_GRANDPAR
(18,11),(11,8),0.0237177 # DEPENDENCYPART_GRANDPAR
(18,11),(11,9),-0.374458 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.0964902 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.276504 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.0413066 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.141251 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),0.063703 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.0771 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.202916 # DEPENDENCYPART_GRANDPAR
(18,11),(11,21),-0.13001 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.733763 # DEPENDENCYPART_GRANDPAR
(18,11),(11,26),-0.678745 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.373249 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.529732 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.275823 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.245335 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.384532 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.0918183 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.165811 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.21861 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,26),-0.831023 # DEPENDENCYPART_GRANDPAR
(18,13),(13,11),-0.396203 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.0546542 # DEPENDENCYPART_GRANDPAR
(18,13),(13,15),0.0591471 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),0.057226 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.16357 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,13),(13,20),-0.281002 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.26905 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.294376 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.248169 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.16801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.206308 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.279385 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.430585 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.514172 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.611223 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),0.199076 # DEPENDENCYPART_GRANDPAR
(18,16),(16,19),-0.157633 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.234554 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.0817266 # DEPENDENCYPART_GRANDPAR
(18,17),(17,19),-0.209581 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.388626 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-0.871811 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-0.491016 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.419785 # DEPENDENCYPART_GRANDPAR
(18,19),(19,10),-0.513763 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.591409 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-0.302044 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-0.281838 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.132407 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),0.513942 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.100453 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.00926863 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.237168 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),-0.0589627 # DEPENDENCYPART_GRANDPAR
(18,19),(19,26),-0.197347 # DEPENDENCYPART_GRANDPAR
(18,19),(19,27),-0.462765 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-1.07542 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-0.704462 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.66986 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.794466 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.482402 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.80047 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.486538 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.45071 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.328441 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.113852 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.358222 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.165271 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.393932 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.314465 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.670797 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.128299 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.295766 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.214097 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.398589 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.242541 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.414617 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.150125 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.208584 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.14733 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.440743 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.381101 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0314137 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.125446 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.477529 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.285531 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.578918 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),0.0436917 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.0016353 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.110803 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.258551 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.371983 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),-0.534394 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),-0.33805 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),-0.202217 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),-0.300598 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),-0.390713 # DEPENDENCYPART_GRANDPAR
(19,3),(3,7),-0.283713 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),-0.659851 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),-0.484166 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.222341 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),-0.312309 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.355255 # DEPENDENCYPART_GRANDPAR
(19,4),(4,7),-0.493417 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.425119 # DEPENDENCYPART_GRANDPAR
(19,4),(4,10),-0.174695 # DEPENDENCYPART_GRANDPAR
(19,4),(4,11),-0.351371 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),-0.00562093 # DEPENDENCYPART_GRANDPAR
(19,4),(4,13),-0.439274 # DEPENDENCYPART_GRANDPAR
(19,4),(4,14),-0.618229 # DEPENDENCYPART_GRANDPAR
(19,4),(4,15),-0.226679 # DEPENDENCYPART_GRANDPAR
(19,4),(4,16),-0.406869 # DEPENDENCYPART_GRANDPAR
(19,4),(4,17),-0.306299 # DEPENDENCYPART_GRANDPAR
(19,4),(4,18),-0.466625 # DEPENDENCYPART_GRANDPAR
(19,4),(4,19),-1.54078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,4),(4,20),-0.394486 # DEPENDENCYPART_GRANDPAR
(19,4),(4,21),-0.524558 # DEPENDENCYPART_GRANDPAR
(19,4),(4,22),-0.518696 # DEPENDENCYPART_GRANDPAR
(19,4),(4,23),-0.359212 # DEPENDENCYPART_GRANDPAR
(19,4),(4,24),-0.612091 # DEPENDENCYPART_GRANDPAR
(19,4),(4,27),-1.05569 # DEPENDENCYPART_GRANDPAR
(19,9),(9,1),-0.527781 # DEPENDENCYPART_GRANDPAR
(19,9),(9,5),-0.223077 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.383805 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.394709 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.081627 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.221255 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),0.1297 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.341044 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.343738 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.0493322 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.492585 # DEPENDENCYPART_GRANDPAR
(19,9),(9,17),-0.160319 # DEPENDENCYPART_GRANDPAR
(19,9),(9,18),-0.256588 # DEPENDENCYPART_GRANDPAR
(19,9),(9,20),-0.411417 # DEPENDENCYPART_GRANDPAR
(19,9),(9,21),-0.397228 # DEPENDENCYPART_GRANDPAR
(19,9),(9,27),-1.2385 # DEPENDENCYPART_GRANDPAR
(19,10),(10,9),-0.177305 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),-0.194845 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),-0.0039836 # DEPENDENCYPART_GRANDPAR
(19,10),(10,13),-0.460799 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),-0.652687 # DEPENDENCYPART_GRANDPAR
(19,10),(10,15),-0.0427754 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),-0.420124 # DEPENDENCYPART_GRANDPAR
(19,10),(10,27),-1.20232 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.36244 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.289932 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.120048 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.380021 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.252686 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.140766 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.320349 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),-0.330093 # DEPENDENCYPART_GRANDPAR
(19,11),(11,20),-0.344551 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.276436 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.456443 # DEPENDENCYPART_GRANDPAR
(19,11),(11,26),-0.751848 # DEPENDENCYPART_GRANDPAR
(19,12),(12,9),-0.123871 # DEPENDENCYPART_GRANDPAR
(19,12),(12,10),-0.42403 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.0545364 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.341184 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),-0.613508 # DEPENDENCYPART_GRANDPAR
(19,12),(12,15),-0.0235162 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),-0.586532 # DEPENDENCYPART_GRANDPAR
(19,12),(12,18),-0.365602 # DEPENDENCYPART_GRANDPAR
(19,12),(12,26),-0.825594 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.231862 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.50432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.364433 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.544725 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.53146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.455333 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.585701 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.520772 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-0.256031 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.572471 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.0704415 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.720891 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.782033 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.580339 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.121751 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.290132 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),0.289017 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.234242 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),0.147213 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.263774 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.615364 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.00832481 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),0.00739877 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.149231 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.254096 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.0695176 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.701935 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.231649 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.111167 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0863519 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.319808 # DEPENDENCYPART_GRANDPAR
(19,22),(22,26),-0.287787 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0268921 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),0.205459 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.288981 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.104284 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.768081 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),-0.0401507 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.30098 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),-0.180827 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.211511 # DEPENDENCYPART_GRANDPAR
(19,27),(27,26),-0.388683 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.279544 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.429714 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.379565 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.220486 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.237807 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),0.0136631 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.254531 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.454143 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.435441 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.305263 # DEPENDENCYPART_GRANDPAR
