# _root_ `` It 's a problem that clearly has to be resolved , '' said David Cooke , executive director of the RTC .
#goldHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
#predictedHeads=14,3,14,5,3,8,8,5,8,9,10,14,14,0,16,14,16,19,16,19,22,20,14,
(14,15),(15,22),-0.254017 # DEPENDENCYPART_GRANDPAR
(14,16),(16,1),-0.411469 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.444838 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.573477 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),0.0490461 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.577013 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.49845 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.298104 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.394798 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.427503 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.243672 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.681534 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),1.04464 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.177819 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.0760143 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),0.619712 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),0.071788 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.350087 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.222316 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.297229 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),0.492866 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.422413 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),0.533777 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),0.127484 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.203549 # DEPENDENCYPART_GRANDPAR
(14,19),(19,1),-0.420165 # DEPENDENCYPART_GRANDPAR
(14,19),(19,4),-0.847468 # DEPENDENCYPART_GRANDPAR
(14,19),(19,5),-0.547264 # DEPENDENCYPART_GRANDPAR
(14,19),(19,9),-0.194285 # DEPENDENCYPART_GRANDPAR
(14,19),(19,11),-0.36466 # DEPENDENCYPART_GRANDPAR
(14,19),(19,12),-0.309634 # DEPENDENCYPART_GRANDPAR
(14,19),(19,13),-0.189802 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.914489 # DEPENDENCYPART_GRANDPAR
(14,19),(19,16),0.525252 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.526566 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),-0.0318526 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),0.10225 # DEPENDENCYPART_GRANDPAR
(14,19),(19,21),-0.210649 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.241629 # DEPENDENCYPART_GRANDPAR
(14,19),(19,23),-0.324377 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.287014 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.368562 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.332404 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.0713215 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.352608 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.301897 # DEPENDENCYPART_GRANDPAR
(14,23),(23,22),-0.412788 # DEPENDENCYPART_GRANDPAR
(15,13),(13,11),-0.580142 # DEPENDENCYPART_GRANDPAR
(15,16),(16,1),-1.2951 # DEPENDENCYPART_GRANDPAR
(15,16),(16,3),-1.29658 # DEPENDENCYPART_GRANDPAR
(15,16),(16,5),-1.42749 # DEPENDENCYPART_GRANDPAR
(15,16),(16,6),-1.10081 # DEPENDENCYPART_GRANDPAR
(15,16),(16,7),-1.06552 # DEPENDENCYPART_GRANDPAR
(15,16),(16,8),-1.12885 # DEPENDENCYPART_GRANDPAR
(15,16),(16,9),-1.12322 # DEPENDENCYPART_GRANDPAR
(15,16),(16,11),-1.06478 # DEPENDENCYPART_GRANDPAR
(15,16),(16,12),-1.20857 # DEPENDENCYPART_GRANDPAR
(15,16),(16,13),-1.15782 # DEPENDENCYPART_GRANDPAR
(15,16),(16,14),-1.06383 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.843459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.599266 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.329728 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.414157 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.397626 # DEPENDENCYPART_GRANDPAR
(15,16),(16,21),-0.883398 # DEPENDENCYPART_GRANDPAR
(15,16),(16,22),-0.144406 # DEPENDENCYPART_GRANDPAR
(15,16),(16,23),-0.488475 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),-0.16535 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.749352 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.296092 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.139475 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),0.0815047 # DEPENDENCYPART_GRANDPAR
(15,19),(19,1),-1.27279 # DEPENDENCYPART_GRANDPAR
(15,19),(19,4),-1.58881 # DEPENDENCYPART_GRANDPAR
(15,19),(19,5),-1.39415 # DEPENDENCYPART_GRANDPAR
(15,19),(19,9),-1.01849 # DEPENDENCYPART_GRANDPAR
(15,19),(19,11),-1.02217 # DEPENDENCYPART_GRANDPAR
(15,19),(19,12),-1.1134 # DEPENDENCYPART_GRANDPAR
(15,19),(19,13),-1.10128 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.878574 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,16),0.0738292 # DEPENDENCYPART_GRANDPAR
(15,19),(19,17),-0.626087 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),0.0596797 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),0.15625 # DEPENDENCYPART_GRANDPAR
(15,19),(19,21),-0.778342 # DEPENDENCYPART_GRANDPAR
(15,19),(19,22),-0.167024 # DEPENDENCYPART_GRANDPAR
(15,19),(19,23),-0.488038 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.247213 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.864426 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),0.0508295 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.154625 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.550478 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.489719 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-0.447731 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.421938 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.500335 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.356075 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.509486 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.615375 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.16794 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.168447 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.368129 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.264184 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.217357 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.282411 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.37294 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.360033 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),-0.319857 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.943902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),-0.500679 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.122335 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.10045 # DEPENDENCYPART_GRANDPAR
(16,3),(3,23),-0.642294 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.459872 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.370414 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.442878 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.795693 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.424373 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-0.18741 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.157427 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.252568 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.14279 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.293556 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.261671 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.177079 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.05801 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.641934 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.273137 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.0482537 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.591053 # DEPENDENCYPART_GRANDPAR
(16,5),(5,23),-0.678498 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.308407 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.961065 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.237942 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.414966 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.291052 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.333059 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),-0.403974 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.668284 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.498335 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.35633 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.292506 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.495089 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.29535 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.495974 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.810982 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.530254 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.523204 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.273255 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.161191 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.186837 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.200765 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.374462 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.302334 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),-0.274748 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.943737 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.462389 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.109052 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.114421 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.476777 # DEPENDENCYPART_GRANDPAR
(16,8),(8,23),-0.63726 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.509726 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.337226 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.411054 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.173757 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.276242 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.2607 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.275159 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.223534 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-0.961395 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.188341 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.403487 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.493665 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.636654 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.52497 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.177302 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.396953 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.293634 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.304216 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.420666 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.371443 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),-0.325768 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),-0.539465 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.954338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.531719 # DEPENDENCYPART_GRANDPAR
(16,11),(11,19),-0.168291 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.110221 # DEPENDENCYPART_GRANDPAR
(16,11),(11,22),-0.487378 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.63823 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.373207 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.346096 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.288597 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.271241 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.162656 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.545574 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),-0.264934 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.156406 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.0603781 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.192607 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.178561 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.16436 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.215069 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.144423 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.513344 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.954506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.499688 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.200435 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.146063 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.0622186 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.487545 # DEPENDENCYPART_GRANDPAR
(16,14),(14,23),-0.55339 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.257167 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.09908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.738956 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.283742 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.317751 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.131274 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.632117 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.51358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),-0.0564864 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.353164 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.618741 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.347193 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.04258 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-1.40696 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.20965 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-0.741018 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.790489 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-0.93892 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.776381 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-1.07878 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.266589 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.0734916 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.565884 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.939906 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.547854 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),0.103785 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),0.0896748 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.245534 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.638093 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),0.32055 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.339469 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.325876 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.0930914 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),-0.167151 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.439784 # DEPENDENCYPART_GRANDPAR
(18,16),(16,3),-0.618406 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.492246 # DEPENDENCYPART_GRANDPAR
(18,16),(16,6),-0.286464 # DEPENDENCYPART_GRANDPAR
(18,16),(16,7),-0.616377 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.48908 # DEPENDENCYPART_GRANDPAR
(18,16),(16,9),-0.516768 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.426655 # DEPENDENCYPART_GRANDPAR
(18,16),(16,12),-0.423899 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.503774 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.448842 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.589813 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.351906 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.41707 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.410541 # DEPENDENCYPART_GRANDPAR
(18,16),(16,20),-0.706225 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.893321 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.745782 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.93721 # DEPENDENCYPART_GRANDPAR
(18,19),(19,1),-0.975318 # DEPENDENCYPART_GRANDPAR
(18,19),(19,4),-1.22012 # DEPENDENCYPART_GRANDPAR
(18,19),(19,5),-1.03664 # DEPENDENCYPART_GRANDPAR
(18,19),(19,9),-0.824531 # DEPENDENCYPART_GRANDPAR
(18,19),(19,11),-0.869841 # DEPENDENCYPART_GRANDPAR
(18,19),(19,12),-1.07463 # DEPENDENCYPART_GRANDPAR
(18,19),(19,13),-0.938508 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-1.16048 # DEPENDENCYPART_GRANDPAR
(18,19),(19,16),-1.07551 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.945741 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.998009 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.219779 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.36827 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),-0.18215 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.401909 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-1.11278 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,21),-0.3018 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.155339 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.868566 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,21),-0.233495 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.449217 # DEPENDENCYPART_GRANDPAR
(19,1),(1,2),-0.316977 # DEPENDENCYPART_GRANDPAR
(19,1),(1,3),-0.200156 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),-0.27163 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.220983 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.545635 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),-0.690932 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),-0.323757 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),-0.491577 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-1.12572 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.234394 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),-0.539594 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),-0.265065 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.57307 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),-0.324709 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),-0.80021 # DEPENDENCYPART_GRANDPAR
(19,5),(5,13),-0.581776 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),-0.32698 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),-0.218295 # DEPENDENCYPART_GRANDPAR
(19,5),(5,17),-0.302145 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.32006 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.711698 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),-0.795694 # DEPENDENCYPART_GRANDPAR
(19,5),(5,23),-0.931368 # DEPENDENCYPART_GRANDPAR
(19,9),(9,6),-0.708998 # DEPENDENCYPART_GRANDPAR
(19,9),(9,7),-0.629979 # DEPENDENCYPART_GRANDPAR
(19,9),(9,8),-0.535832 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.432814 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.593353 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.788855 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.704888 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.49511 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),-0.483201 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.16883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,1),-0.657386 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),-0.510459 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),-0.523122 # DEPENDENCYPART_GRANDPAR
(19,11),(11,6),-0.771998 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.529449 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),-0.588994 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.465641 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),-0.372398 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),-0.763868 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),-0.654634 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),-0.447654 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),-0.373039 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),-0.279249 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),-0.265803 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.19039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.75074 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.673604 # DEPENDENCYPART_GRANDPAR
(19,11),(11,23),-0.873756 # DEPENDENCYPART_GRANDPAR
(19,12),(12,11),-0.520271 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),-0.516423 # DEPENDENCYPART_GRANDPAR
(19,15),(15,13),-0.624823 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0355924 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.192826 # DEPENDENCYPART_GRANDPAR
(19,15),(15,18),-0.105847 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.23926 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.636033 # DEPENDENCYPART_GRANDPAR
(19,15),(15,22),-0.710592 # DEPENDENCYPART_GRANDPAR
(19,16),(16,1),-0.708695 # DEPENDENCYPART_GRANDPAR
(19,16),(16,3),-0.424831 # DEPENDENCYPART_GRANDPAR
(19,16),(16,5),-0.566469 # DEPENDENCYPART_GRANDPAR
(19,16),(16,6),-0.886882 # DEPENDENCYPART_GRANDPAR
(19,16),(16,7),-0.768156 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),-0.501303 # DEPENDENCYPART_GRANDPAR
(19,16),(16,9),-0.565917 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),-0.500366 # DEPENDENCYPART_GRANDPAR
(19,16),(16,12),-0.570377 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),-0.619199 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),-0.469001 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),-0.22656 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),-0.17635 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.106707 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.23925 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.636025 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.998942 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.710589 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.852363 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.0242102 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.105422 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.21105 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),-0.651675 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.687342 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.751811 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.398903 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.00490797 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.769767 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),-0.190493 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.358877 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.219169 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.312322 # DEPENDENCYPART_GRANDPAR
