# _root_ Among those sighing with relief was John H. Gutfreund , chairman of Salomon Brothers , who took to the firm 's trading floor to monitor yesterday 's events .
#goldHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
#predictedHeads=6,1,2,3,4,0,9,9,6,9,9,11,14,12,9,17,9,17,20,23,20,23,18,17,24,28,26,25,6,
(17,6),(6,17),-1.20115 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,6),(6,18),-0.0574377 # DEPENDENCYPART_GRANDPAR
(17,6),(6,23),-0.392036 # DEPENDENCYPART_GRANDPAR
(17,6),(6,24),-0.272813 # DEPENDENCYPART_GRANDPAR
(17,6),(6,26),-0.4578 # DEPENDENCYPART_GRANDPAR
(17,6),(6,29),-0.6388 # DEPENDENCYPART_GRANDPAR
(17,8),(8,2),-0.533883 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.471119 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.91441 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-1.20955 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.906243 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.535476 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.713998 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-0.817365 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-0.549293 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.34094 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.749623 # DEPENDENCYPART_GRANDPAR
(17,8),(8,15),-0.62696 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.31353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,1),-0.691678 # DEPENDENCYPART_GRANDPAR
(17,9),(9,2),-0.528973 # DEPENDENCYPART_GRANDPAR
(17,9),(9,3),-0.466389 # DEPENDENCYPART_GRANDPAR
(17,9),(9,4),-0.913229 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-1.20465 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.901492 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.512129 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.585995 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.792806 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.537571 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.332859 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.918079 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.752355 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.602402 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.47212 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.31353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,20),-0.500343 # DEPENDENCYPART_GRANDPAR
(17,9),(9,21),-1.35933 # DEPENDENCYPART_GRANDPAR
(17,9),(9,23),-0.628308 # DEPENDENCYPART_GRANDPAR
(17,9),(9,27),-1.41718 # DEPENDENCYPART_GRANDPAR
(17,9),(9,29),-0.901499 # DEPENDENCYPART_GRANDPAR
(17,11),(11,1),-0.783054 # DEPENDENCYPART_GRANDPAR
(17,11),(11,2),-0.439121 # DEPENDENCYPART_GRANDPAR
(17,11),(11,3),-0.50199 # DEPENDENCYPART_GRANDPAR
(17,11),(11,4),-1.00943 # DEPENDENCYPART_GRANDPAR
(17,11),(11,5),-1.20199 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.686552 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.759413 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.819697 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.945458 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.413335 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.797076 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.649885 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.36293 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.52106 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.26045 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.00961565 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.456897 # DEPENDENCYPART_GRANDPAR
(17,11),(11,21),-1.30316 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.584645 # DEPENDENCYPART_GRANDPAR
(17,11),(11,24),-0.224991 # DEPENDENCYPART_GRANDPAR
(17,11),(11,29),-0.883026 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.735377 # DEPENDENCYPART_GRANDPAR
(17,13),(13,15),-0.56623 # DEPENDENCYPART_GRANDPAR
(17,13),(13,17),-1.31353 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,13),(13,21),-1.35933 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.567179 # DEPENDENCYPART_GRANDPAR
(17,14),(14,5),-1.22711 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.502174 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.575859 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.650011 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-1.00027 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.703671 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.805484 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.528051 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.475266 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.3154 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.12787 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.503601 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.36123 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-0.590801 # DEPENDENCYPART_GRANDPAR
(17,14),(14,23),-0.631566 # DEPENDENCYPART_GRANDPAR
(17,14),(14,24),-0.343246 # DEPENDENCYPART_GRANDPAR
(17,14),(14,27),-1.41907 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.871197 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.0352447 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.561428 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.0828884 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.214727 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.825178 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.163696 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),0.102199 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.0875327 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.177544 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.0777912 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.24797 # DEPENDENCYPART_GRANDPAR
(17,18),(18,29),-0.651005 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.727839 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.35208 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.0804416 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-1.12093 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),0.0621972 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.0136594 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.168045 # DEPENDENCYPART_GRANDPAR
(17,20),(20,27),-1.17877 # DEPENDENCYPART_GRANDPAR
(17,20),(20,28),-0.449218 # DEPENDENCYPART_GRANDPAR
(17,20),(20,29),-0.590444 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.00984952 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.0725799 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),0.0779947 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.612637 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),0.0995482 # DEPENDENCYPART_GRANDPAR
(17,22),(22,27),-1.16987 # DEPENDENCYPART_GRANDPAR
(17,23),(23,16),-0.727365 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.404144 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),0.190978 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.0948172 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.596635 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.0193164 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.172168 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.0777524 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),-0.0699245 # DEPENDENCYPART_GRANDPAR
(17,23),(23,27),-1.16308 # DEPENDENCYPART_GRANDPAR
(17,23),(23,28),-0.432111 # DEPENDENCYPART_GRANDPAR
(17,23),(23,29),-0.587914 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),-0.0580033 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.168303 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.233231 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),0.177544 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.0777912 # DEPENDENCYPART_GRANDPAR
(17,24),(24,27),-0.88302 # DEPENDENCYPART_GRANDPAR
(17,24),(24,28),-0.24797 # DEPENDENCYPART_GRANDPAR
(17,25),(25,1),-0.793676 # DEPENDENCYPART_GRANDPAR
(17,25),(25,16),-0.62133 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),-0.0298225 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.131459 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.177361 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),0.0201598 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.00997719 # DEPENDENCYPART_GRANDPAR
(17,25),(25,27),-0.895733 # DEPENDENCYPART_GRANDPAR
(17,25),(25,28),-0.3725 # DEPENDENCYPART_GRANDPAR
(17,25),(25,29),-0.579903 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-1.30002 # DEPENDENCYPART_GRANDPAR
(17,26),(26,28),-0.612266 # DEPENDENCYPART_GRANDPAR
(17,27),(27,28),-0.504558 # DEPENDENCYPART_GRANDPAR
(17,28),(28,13),-1.52973 # DEPENDENCYPART_GRANDPAR
(17,28),(28,14),-1.41634 # DEPENDENCYPART_GRANDPAR
(17,28),(28,20),0.112509 # DEPENDENCYPART_GRANDPAR
(17,28),(28,22),-0.0214457 # DEPENDENCYPART_GRANDPAR
(17,28),(28,23),-0.0384317 # DEPENDENCYPART_GRANDPAR
(17,28),(28,25),0.0433345 # DEPENDENCYPART_GRANDPAR
(17,28),(28,26),-0.0822886 # DEPENDENCYPART_GRANDPAR
(17,28),(28,27),-0.639883 # DEPENDENCYPART_GRANDPAR
(17,28),(28,29),-0.644865 # DEPENDENCYPART_GRANDPAR
(17,29),(29,28),-0.561501 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.556206 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.20581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,16),-0.699877 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.792423 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),1.00635 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-1.52026 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.319634 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),0.298537 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.26254 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-1.94101 # DEPENDENCYPART_GRANDPAR
(18,20),(20,28),-0.0339543 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-0.857588 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.0986997 # DEPENDENCYPART_GRANDPAR
(18,22),(22,19),0.928029 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.811211 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.709477 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.371851 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-1.9921 # DEPENDENCYPART_GRANDPAR
(18,23),(23,16),-0.699872 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.799528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),1.05852 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.841357 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.684447 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),0.261583 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.329656 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.349181 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.185345 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-2.0075 # DEPENDENCYPART_GRANDPAR
(18,23),(23,28),-0.107394 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),-0.934786 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.724991 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),0.133054 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.066277 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.170128 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.0675415 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-1.70916 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0474021 # DEPENDENCYPART_GRANDPAR
(18,25),(25,1),-0.541589 # DEPENDENCYPART_GRANDPAR
(18,25),(25,16),-0.375226 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.557937 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.024998 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.07437 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.360867 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),0.240253 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-1.6355 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),0.149354 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.919306 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-1.99533 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.124386 # DEPENDENCYPART_GRANDPAR
(18,28),(28,13),-1.06531 # DEPENDENCYPART_GRANDPAR
(18,28),(28,14),-1.17271 # DEPENDENCYPART_GRANDPAR
(18,28),(28,20),0.727902 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.117874 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),0.0985085 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.172541 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.109698 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-1.12142 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.998698 # DEPENDENCYPART_GRANDPAR
(18,29),(29,28),-0.271797 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.599625 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.317024 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.40702 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.613614 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.81552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-1.36301 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.813261 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.642162 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.798828 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.968191 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-1.27908 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.876891 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-1.4679 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.143723 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),-1.13698 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-1.1988 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),-0.0551251 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.285217 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-1.374 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-0.794161 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.817106 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-1.13442 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-1.19173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.0529202 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.192387 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.233489 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.526769 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.712692 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-1.37981 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.346861 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-1.07408 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.44761 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,22),-0.457686 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.299719 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.261148 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.757484 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-1.18487 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.252239 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),-0.325872 # DEPENDENCYPART_GRANDPAR
(20,28),(28,13),-1.36385 # DEPENDENCYPART_GRANDPAR
(20,28),(28,14),-1.21532 # DEPENDENCYPART_GRANDPAR
(20,28),(28,20),-1.25309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,28),(28,22),-0.279305 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),-0.0736802 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.515735 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.730182 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.390842 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-1.07682 # DEPENDENCYPART_GRANDPAR
(20,29),(29,28),-0.445356 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.827526 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.591251 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.35185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,24),-0.573593 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-1.15305 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.710965 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.333896 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.203357 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.529077 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.8644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.706084 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.0056 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-1.50562 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.965754 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-1.41266 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.69559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,20),-0.894964 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.34719 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.202236 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.136844 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.69204 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-1.07984 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.35127 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.370772 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.185149 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.0508189 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.291797 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.127586 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.235509 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),0.598263 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.228592 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.28942 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.541884 # DEPENDENCYPART_GRANDPAR
(23,18),(18,25),-0.666089 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.92429 # DEPENDENCYPART_GRANDPAR
(23,18),(18,28),-0.748633 # DEPENDENCYPART_GRANDPAR
(23,18),(18,29),-1.00679 # DEPENDENCYPART_GRANDPAR
(23,20),(20,16),-0.329778 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),0.178367 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),0.229078 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),1.23558 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),0.0320473 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.4481 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.56986 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-1.2264 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.808379 # DEPENDENCYPART_GRANDPAR
(23,20),(20,29),-1.1074 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.269781 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),0.156074 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.0139899 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),0.133546 # DEPENDENCYPART_GRANDPAR
(23,22),(22,24),-0.5692 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-1.2258 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.617418 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.598489 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.932982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.0742117 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.373242 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.743258 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.0999228 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-1.51402 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.615404 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.592473 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.573448 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.769756 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.0436764 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.41196 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.831532 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.221262 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.653348 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.902975 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.182291 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.202638 # DEPENDENCYPART_GRANDPAR
(23,28),(28,13),-0.884421 # DEPENDENCYPART_GRANDPAR
(23,28),(28,14),-0.794511 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-0.681533 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.662034 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.70218 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,25),-0.209297 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.356652 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.0190809 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.610836 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.319738 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),0.00442667 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.0265473 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.172404 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),0.26817 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.00530025 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.106195 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-0.977937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,27),-1.50958 # DEPENDENCYPART_GRANDPAR
(24,20),(20,28),-0.223791 # DEPENDENCYPART_GRANDPAR
(24,20),(20,29),-1.23987 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),0.0179819 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.0829752 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.656268 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.977936 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,27),-1.50964 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.0784335 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.0936624 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.00514284 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.104647 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.671669 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.0402567 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-0.977924 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.0731256 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.311412 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.50958 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.222988 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-1.23987 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-0.508543 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-0.160593 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.464656 # DEPENDENCYPART_GRANDPAR
