# _root_ On Oct. 16 , 1987 -- the Friday before the Black Monday crash -- the New York market dropped 4.6 % , and Tokyo followed on Monday with a 2.4 % drop .
#goldHeads=19,1,2,2,2,8,8,2,8,13,13,13,9,8,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
#predictedHeads=19,1,2,2,2,9,8,9,19,13,13,13,9,9,18,18,18,19,0,21,19,19,19,25,23,25,26,25,32,31,32,28,19,
(21,25),(25,24),-0.52876 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.323977 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.802672 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.304443 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.519828 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.643915 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.398702 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-1.15753 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.483221 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.90703 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.484137 # DEPENDENCYPART_GRANDPAR
(21,26),(26,30),-0.414763 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.660459 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.361981 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.544733 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.496 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.4941 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.498152 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.824988 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.616602 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.950382 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),-0.482855 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),-1.0788 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.478214 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.434744 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.622399 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),-0.305722 # DEPENDENCYPART_GRANDPAR
(21,32),(32,24),-0.486165 # DEPENDENCYPART_GRANDPAR
(21,32),(32,26),-0.371675 # DEPENDENCYPART_GRANDPAR
(21,32),(32,27),-0.877984 # DEPENDENCYPART_GRANDPAR
(21,32),(32,28),-0.262323 # DEPENDENCYPART_GRANDPAR
(21,32),(32,29),0.111763 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),-0.512791 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.544701 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.938677 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.562322 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),0.401065 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.317956 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.335088 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.0436644 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-1.10803 # DEPENDENCYPART_GRANDPAR
(23,25),(25,2),-0.558358 # DEPENDENCYPART_GRANDPAR
(23,25),(25,4),-0.915596 # DEPENDENCYPART_GRANDPAR
(23,25),(25,5),-1.0283 # DEPENDENCYPART_GRANDPAR
(23,25),(25,6),-0.639212 # DEPENDENCYPART_GRANDPAR
(23,25),(25,8),-0.421899 # DEPENDENCYPART_GRANDPAR
(23,25),(25,9),-0.850413 # DEPENDENCYPART_GRANDPAR
(23,25),(25,11),-0.392245 # DEPENDENCYPART_GRANDPAR
(23,25),(25,12),-0.348592 # DEPENDENCYPART_GRANDPAR
(23,25),(25,13),-0.39695 # DEPENDENCYPART_GRANDPAR
(23,25),(25,14),-0.688226 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-0.39893 # DEPENDENCYPART_GRANDPAR
(23,25),(25,17),-0.325186 # DEPENDENCYPART_GRANDPAR
(23,25),(25,18),-0.423513 # DEPENDENCYPART_GRANDPAR
(23,25),(25,19),-0.544129 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-0.823432 # DEPENDENCYPART_GRANDPAR
(23,25),(25,21),-0.479074 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-0.757341 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.886193 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.642065 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.0113666 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.0503777 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),0.342754 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.13382 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.00876443 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),0.0100164 # DEPENDENCYPART_GRANDPAR
(23,25),(25,33),-0.958956 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.67671 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.29751 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.174779 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.353894 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.156639 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.213612 # DEPENDENCYPART_GRANDPAR
(23,27),(27,24),0.918526 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.131425 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.0213046 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.377677 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.222162 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.237641 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.815547 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.207929 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.398474 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.844882 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.404653 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.196384 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.25987 # DEPENDENCYPART_GRANDPAR
(23,32),(32,24),0.841579 # DEPENDENCYPART_GRANDPAR
(23,32),(32,26),-0.299564 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),-0.0150099 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),0.072076 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),-0.415997 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),-0.416368 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.159673 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.801906 # DEPENDENCYPART_GRANDPAR
(24,21),(21,3),-1.25154 # DEPENDENCYPART_GRANDPAR
(24,21),(21,5),-1.27436 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-1.37516 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-1.14527 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-1.26068 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-1.10685 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.801868 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-1.0522 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.86474 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-1.02209 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.66507 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.847799 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.976194 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-1.01874 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-0.708255 # DEPENDENCYPART_GRANDPAR
(24,21),(21,32),-1.0333 # DEPENDENCYPART_GRANDPAR
(24,21),(21,33),-1.16791 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-1.61154 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-1.75259 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-1.35395 # DEPENDENCYPART_GRANDPAR
(24,25),(25,5),-1.74906 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-1.49297 # DEPENDENCYPART_GRANDPAR
(24,25),(25,8),-1.72486 # DEPENDENCYPART_GRANDPAR
(24,25),(25,9),-1.51881 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-1.67348 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-1.73003 # DEPENDENCYPART_GRANDPAR
(24,25),(25,13),-1.69807 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-1.52823 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-1.52404 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-1.64344 # DEPENDENCYPART_GRANDPAR
(24,25),(25,18),-1.5654 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.30859 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-1.57727 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.44534 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.35646 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-1.47681 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.13225 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.37849 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.200037 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.0824627 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.257796 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.22295 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.234043 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),-0.662789 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.906512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,27),-0.410733 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.436841 # DEPENDENCYPART_GRANDPAR
(24,26),(26,30),-0.398232 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.476169 # DEPENDENCYPART_GRANDPAR
(24,26),(26,32),-0.48702 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.01789 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,26),-0.516336 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.385225 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.295944 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.507584 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.574591 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.395143 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.383869 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.442249 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.898412 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.370317 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.301417 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.325222 # DEPENDENCYPART_GRANDPAR
(25,1),(1,2),-0.0862385 # DEPENDENCYPART_GRANDPAR
(25,1),(1,3),-0.157757 # DEPENDENCYPART_GRANDPAR
(25,1),(1,4),-0.585677 # DEPENDENCYPART_GRANDPAR
(25,1),(1,5),0.00681764 # DEPENDENCYPART_GRANDPAR
(25,1),(1,6),0.0575644 # DEPENDENCYPART_GRANDPAR
(25,1),(1,9),0.188486 # DEPENDENCYPART_GRANDPAR
(25,1),(1,14),0.0832969 # DEPENDENCYPART_GRANDPAR
(25,1),(1,19),0.262159 # DEPENDENCYPART_GRANDPAR
(25,1),(1,33),-0.963684 # DEPENDENCYPART_GRANDPAR
(25,2),(2,1),-0.109757 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.189283 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.33007 # DEPENDENCYPART_GRANDPAR
(25,2),(2,5),-0.0426075 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.0137652 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),0.323485 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),-0.298985 # DEPENDENCYPART_GRANDPAR
(25,2),(2,9),0.164916 # DEPENDENCYPART_GRANDPAR
(25,2),(2,13),-0.0668448 # DEPENDENCYPART_GRANDPAR
(25,2),(2,14),0.0119673 # DEPENDENCYPART_GRANDPAR
(25,2),(2,18),-0.0536535 # DEPENDENCYPART_GRANDPAR
(25,2),(2,19),0.129354 # DEPENDENCYPART_GRANDPAR
(25,2),(2,21),0.0335803 # DEPENDENCYPART_GRANDPAR
(25,2),(2,22),0.103225 # DEPENDENCYPART_GRANDPAR
(25,2),(2,23),0.497518 # DEPENDENCYPART_GRANDPAR
(25,2),(2,33),-1.0198 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),-0.17178 # DEPENDENCYPART_GRANDPAR
(25,5),(5,1),-0.0503497 # DEPENDENCYPART_GRANDPAR
(25,5),(5,2),-0.395917 # DEPENDENCYPART_GRANDPAR
(25,5),(5,3),-0.0568042 # DEPENDENCYPART_GRANDPAR
(25,5),(5,4),-0.452707 # DEPENDENCYPART_GRANDPAR
(25,5),(5,6),0.0490984 # DEPENDENCYPART_GRANDPAR
(25,5),(5,7),0.268626 # DEPENDENCYPART_GRANDPAR
(25,5),(5,8),-0.300901 # DEPENDENCYPART_GRANDPAR
(25,5),(5,9),0.275566 # DEPENDENCYPART_GRANDPAR
(25,5),(5,14),0.0748309 # DEPENDENCYPART_GRANDPAR
(25,5),(5,19),0.115581 # DEPENDENCYPART_GRANDPAR
(25,5),(5,22),0.176373 # DEPENDENCYPART_GRANDPAR
(25,6),(6,1),-0.125861 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),-0.546276 # DEPENDENCYPART_GRANDPAR
(25,6),(6,5),-0.200403 # DEPENDENCYPART_GRANDPAR
(25,6),(6,7),0.0941604 # DEPENDENCYPART_GRANDPAR
(25,6),(6,8),-0.409587 # DEPENDENCYPART_GRANDPAR
(25,6),(6,9),0.153301 # DEPENDENCYPART_GRANDPAR
(25,6),(6,14),-0.0396433 # DEPENDENCYPART_GRANDPAR
(25,8),(8,2),-0.437884 # DEPENDENCYPART_GRANDPAR
(25,8),(8,3),-0.116292 # DEPENDENCYPART_GRANDPAR
(25,8),(8,4),-0.65792 # DEPENDENCYPART_GRANDPAR
(25,8),(8,5),-0.0715616 # DEPENDENCYPART_GRANDPAR
(25,8),(8,6),-0.132455 # DEPENDENCYPART_GRANDPAR
(25,8),(8,7),0.153243 # DEPENDENCYPART_GRANDPAR
(25,8),(8,9),0.118614 # DEPENDENCYPART_GRANDPAR
(25,8),(8,13),-0.156246 # DEPENDENCYPART_GRANDPAR
(25,8),(8,14),-0.0105117 # DEPENDENCYPART_GRANDPAR
(25,8),(8,18),-0.14221 # DEPENDENCYPART_GRANDPAR
(25,8),(8,23),0.430982 # DEPENDENCYPART_GRANDPAR
(25,8),(8,33),-1.0199 # DEPENDENCYPART_GRANDPAR
(25,9),(9,1),-0.079257 # DEPENDENCYPART_GRANDPAR
(25,9),(9,4),-0.500727 # DEPENDENCYPART_GRANDPAR
(25,9),(9,6),0.00468272 # DEPENDENCYPART_GRANDPAR
(25,9),(9,7),0.353842 # DEPENDENCYPART_GRANDPAR
(25,9),(9,8),-0.138851 # DEPENDENCYPART_GRANDPAR
(25,9),(9,10),-0.1474 # DEPENDENCYPART_GRANDPAR
(25,9),(9,11),-0.188485 # DEPENDENCYPART_GRANDPAR
(25,9),(9,12),-0.134223 # DEPENDENCYPART_GRANDPAR
(25,9),(9,13),-0.0312039 # DEPENDENCYPART_GRANDPAR
(25,9),(9,14),0.0132943 # DEPENDENCYPART_GRANDPAR
(25,9),(9,17),-0.321134 # DEPENDENCYPART_GRANDPAR
(25,9),(9,18),-0.0875048 # DEPENDENCYPART_GRANDPAR
(25,9),(9,19),0.32165 # DEPENDENCYPART_GRANDPAR
(25,9),(9,22),-0.167014 # DEPENDENCYPART_GRANDPAR
(25,9),(9,23),0.223722 # DEPENDENCYPART_GRANDPAR
(25,9),(9,24),0.270588 # DEPENDENCYPART_GRANDPAR
(25,9),(9,25),-1.38518 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,9),(9,33),-0.974411 # DEPENDENCYPART_GRANDPAR
(25,11),(11,7),0.236355 # DEPENDENCYPART_GRANDPAR
(25,11),(11,8),-0.245706 # DEPENDENCYPART_GRANDPAR
(25,11),(11,10),-0.125052 # DEPENDENCYPART_GRANDPAR
(25,11),(11,12),-0.0632603 # DEPENDENCYPART_GRANDPAR
(25,11),(11,18),0.0101132 # DEPENDENCYPART_GRANDPAR
(25,12),(12,7),0.21406 # DEPENDENCYPART_GRANDPAR
(25,12),(12,8),-0.333775 # DEPENDENCYPART_GRANDPAR
(25,12),(12,10),-0.147347 # DEPENDENCYPART_GRANDPAR
(25,12),(12,11),-0.193268 # DEPENDENCYPART_GRANDPAR
(25,12),(12,13),-0.146316 # DEPENDENCYPART_GRANDPAR
(25,12),(12,18),-0.132281 # DEPENDENCYPART_GRANDPAR
(25,13),(13,1),-0.0567822 # DEPENDENCYPART_GRANDPAR
(25,13),(13,2),-0.298089 # DEPENDENCYPART_GRANDPAR
(25,13),(13,3),-0.187956 # DEPENDENCYPART_GRANDPAR
(25,13),(13,4),-0.515617 # DEPENDENCYPART_GRANDPAR
(25,13),(13,5),-0.19245 # DEPENDENCYPART_GRANDPAR
(25,13),(13,6),-0.0836418 # DEPENDENCYPART_GRANDPAR
(25,13),(13,7),0.288253 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),-0.250683 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),0.16873 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.0731529 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.114012 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.113036 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),0.0600249 # DEPENDENCYPART_GRANDPAR
(25,13),(13,15),0.56778 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),-0.0884928 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),-0.0994078 # DEPENDENCYPART_GRANDPAR
(25,13),(13,18),-0.00455737 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),0.301238 # DEPENDENCYPART_GRANDPAR
(25,13),(13,21),0.268512 # DEPENDENCYPART_GRANDPAR
(25,13),(13,22),0.239145 # DEPENDENCYPART_GRANDPAR
(25,13),(13,23),0.478898 # DEPENDENCYPART_GRANDPAR
(25,13),(13,24),0.300799 # DEPENDENCYPART_GRANDPAR
(25,13),(13,25),-1.31818 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,26),0.100717 # DEPENDENCYPART_GRANDPAR
(25,13),(13,27),-0.528866 # DEPENDENCYPART_GRANDPAR
(25,13),(13,28),-0.163356 # DEPENDENCYPART_GRANDPAR
(25,13),(13,32),-0.558868 # DEPENDENCYPART_GRANDPAR
(25,13),(13,33),-0.999345 # DEPENDENCYPART_GRANDPAR
(25,14),(14,13),-0.137494 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.132442 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),0.328388 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.197051 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),0.0726064 # DEPENDENCYPART_GRANDPAR
(25,16),(16,23),0.54519 # DEPENDENCYPART_GRANDPAR
(25,17),(17,12),-0.223539 # DEPENDENCYPART_GRANDPAR
(25,17),(17,13),-0.153645 # DEPENDENCYPART_GRANDPAR
(25,17),(17,15),0.362138 # DEPENDENCYPART_GRANDPAR
(25,17),(17,16),-0.323906 # DEPENDENCYPART_GRANDPAR
(25,17),(17,21),0.0624329 # DEPENDENCYPART_GRANDPAR
(25,17),(17,23),0.496251 # DEPENDENCYPART_GRANDPAR
(25,18),(18,7),0.493895 # DEPENDENCYPART_GRANDPAR
(25,18),(18,8),-0.276321 # DEPENDENCYPART_GRANDPAR
(25,18),(18,9),0.0954306 # DEPENDENCYPART_GRANDPAR
(25,18),(18,10),0.132489 # DEPENDENCYPART_GRANDPAR
(25,18),(18,11),-0.138129 # DEPENDENCYPART_GRANDPAR
(25,18),(18,12),-0.137368 # DEPENDENCYPART_GRANDPAR
(25,18),(18,13),-0.0563068 # DEPENDENCYPART_GRANDPAR
(25,18),(18,14),-0.0534613 # DEPENDENCYPART_GRANDPAR
(25,18),(18,15),0.61316 # DEPENDENCYPART_GRANDPAR
(25,18),(18,16),-0.166256 # DEPENDENCYPART_GRANDPAR
(25,18),(18,17),-0.266097 # DEPENDENCYPART_GRANDPAR
(25,18),(18,19),0.337686 # DEPENDENCYPART_GRANDPAR
(25,18),(18,21),0.325135 # DEPENDENCYPART_GRANDPAR
(25,18),(18,22),0.257667 # DEPENDENCYPART_GRANDPAR
(25,18),(18,25),-1.31822 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,1),0.129956 # DEPENDENCYPART_GRANDPAR
(25,19),(19,2),-0.232779 # DEPENDENCYPART_GRANDPAR
(25,19),(19,3),0.0399062 # DEPENDENCYPART_GRANDPAR
(25,19),(19,4),-0.251999 # DEPENDENCYPART_GRANDPAR
(25,19),(19,5),0.0886798 # DEPENDENCYPART_GRANDPAR
(25,19),(19,6),0.020466 # DEPENDENCYPART_GRANDPAR
(25,19),(19,7),0.330166 # DEPENDENCYPART_GRANDPAR
(25,19),(19,8),-0.108253 # DEPENDENCYPART_GRANDPAR
(25,19),(19,9),0.37818 # DEPENDENCYPART_GRANDPAR
(25,19),(19,11),-0.0461582 # DEPENDENCYPART_GRANDPAR
(25,19),(19,12),-0.00981229 # DEPENDENCYPART_GRANDPAR
(25,19),(19,13),0.115294 # DEPENDENCYPART_GRANDPAR
(25,19),(19,14),0.0461985 # DEPENDENCYPART_GRANDPAR
(25,19),(19,15),0.449431 # DEPENDENCYPART_GRANDPAR
(25,19),(19,16),-0.118961 # DEPENDENCYPART_GRANDPAR
(25,19),(19,17),-0.147256 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),0.128303 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),-0.0915879 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.0684113 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),-0.210301 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.0945589 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),0.159381 # DEPENDENCYPART_GRANDPAR
(25,19),(19,25),-1.2688 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,19),(19,26),-0.0616791 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.402987 # DEPENDENCYPART_GRANDPAR
(25,19),(19,28),-0.322418 # DEPENDENCYPART_GRANDPAR
(25,19),(19,32),-0.399789 # DEPENDENCYPART_GRANDPAR
(25,19),(19,33),-0.819941 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.140391 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),0.112376 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),0.327935 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),0.193712 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),0.432345 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),0.163074 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.28571 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,3),-0.148861 # DEPENDENCYPART_GRANDPAR
(25,21),(21,5),-0.150083 # DEPENDENCYPART_GRANDPAR
(25,21),(21,15),0.341696 # DEPENDENCYPART_GRANDPAR
(25,21),(21,16),-0.262074 # DEPENDENCYPART_GRANDPAR
(25,21),(21,17),-0.362573 # DEPENDENCYPART_GRANDPAR
(25,21),(21,18),-0.0803194 # DEPENDENCYPART_GRANDPAR
(25,21),(21,19),-0.120598 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.0275611 # DEPENDENCYPART_GRANDPAR
(25,21),(21,22),0.182493 # DEPENDENCYPART_GRANDPAR
(25,21),(21,23),0.337105 # DEPENDENCYPART_GRANDPAR
(25,21),(21,24),0.0917686 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.31305 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,21),(21,26),0.121668 # DEPENDENCYPART_GRANDPAR
(25,21),(21,27),-0.528314 # DEPENDENCYPART_GRANDPAR
(25,21),(21,28),-0.142412 # DEPENDENCYPART_GRANDPAR
(25,21),(21,32),-0.564032 # DEPENDENCYPART_GRANDPAR
(25,21),(21,33),-0.994175 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.250388 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.34442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.0812348 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.327202 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.286287 # DEPENDENCYPART_GRANDPAR
(25,23),(23,32),-0.529209 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),0.0011486 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.37179 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.0830353 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.5488 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.268288 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.547105 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.442146 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.212901 # DEPENDENCYPART_GRANDPAR
(25,26),(26,30),-0.255694 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.219398 # DEPENDENCYPART_GRANDPAR
(25,26),(26,32),0.183182 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.64658 # DEPENDENCYPART_GRANDPAR
(25,27),(27,26),0.102107 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.268283 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.330136 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.423672 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.112061 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),-0.697581 # DEPENDENCYPART_GRANDPAR
(25,28),(28,26),0.366535 # DEPENDENCYPART_GRANDPAR
(25,28),(28,27),0.156923 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.796592 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.33029 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.197802 # DEPENDENCYPART_GRANDPAR
(25,28),(28,32),0.194468 # DEPENDENCYPART_GRANDPAR
