# _root_ `` It was simply overbought , '' he said , and selling by funds that are computer guided helped depress prices .
#goldHeads=3,3,9,3,3,3,3,9,0,9,3,19,12,13,16,14,16,17,11,19,20,3,
#predictedHeads=9,3,9,3,3,9,9,9,0,9,9,11,12,13,16,14,16,16,18,19,20,3,
(14,19),(19,21),-0.323735 # DEPENDENCYPART_GRANDPAR
(14,19),(19,22),-0.706008 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-1.12356 # DEPENDENCYPART_GRANDPAR
(14,20),(20,15),0.914475 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.0344429 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),0.181905 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.342754 # DEPENDENCYPART_GRANDPAR
(14,20),(20,22),-0.544142 # DEPENDENCYPART_GRANDPAR
(14,21),(21,1),-1.19264 # DEPENDENCYPART_GRANDPAR
(14,21),(21,17),-0.02947 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),0.273137 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.0905787 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.536106 # DEPENDENCYPART_GRANDPAR
(15,14),(14,7),-0.396101 # DEPENDENCYPART_GRANDPAR
(15,14),(14,12),-0.358054 # DEPENDENCYPART_GRANDPAR
(15,14),(14,13),-0.406985 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.72545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,14),(14,16),-0.53483 # DEPENDENCYPART_GRANDPAR
(15,14),(14,17),-0.604063 # DEPENDENCYPART_GRANDPAR
(15,14),(14,18),-0.722668 # DEPENDENCYPART_GRANDPAR
(15,14),(14,19),-0.722568 # DEPENDENCYPART_GRANDPAR
(15,14),(14,20),-0.889402 # DEPENDENCYPART_GRANDPAR
(15,14),(14,21),-0.880672 # DEPENDENCYPART_GRANDPAR
(15,14),(14,22),-0.984075 # DEPENDENCYPART_GRANDPAR
(16,1),(1,2),-1.16129 # DEPENDENCYPART_GRANDPAR
(16,1),(1,3),-0.4697 # DEPENDENCYPART_GRANDPAR
(16,2),(2,1),-1.11586 # DEPENDENCYPART_GRANDPAR
(16,2),(2,3),-0.339392 # DEPENDENCYPART_GRANDPAR
(16,2),(2,4),-0.997183 # DEPENDENCYPART_GRANDPAR
(16,2),(2,5),-0.616653 # DEPENDENCYPART_GRANDPAR
(16,2),(2,6),-0.363107 # DEPENDENCYPART_GRANDPAR
(16,2),(2,11),0.117307 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-1.01782 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.976834 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-1.19409 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.685717 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),-0.79325 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),-0.961014 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),-0.749228 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),-0.840331 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),-0.776465 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),-0.636053 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.713956 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),-0.406949 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-1.00204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,18),-0.222764 # DEPENDENCYPART_GRANDPAR
(16,3),(3,19),-0.211911 # DEPENDENCYPART_GRANDPAR
(16,3),(3,20),-0.470157 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),-0.696071 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-1.09471 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-1.10255 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.699878 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.682454 # DEPENDENCYPART_GRANDPAR
(16,4),(4,7),-0.914448 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.733265 # DEPENDENCYPART_GRANDPAR
(16,4),(4,10),-0.665668 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.544095 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.87833 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.956511 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.534919 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-1.0653 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.789664 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),-1.00817 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.890272 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.827893 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.772878 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.471566 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.744069 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.379112 # DEPENDENCYPART_GRANDPAR
(16,5),(5,14),-0.822238 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.06915 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),0.136667 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-0.89524 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-1.2314 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.800534 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.944326 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.520531 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),-1.15631 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.761686 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),-0.692304 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),-0.866708 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.771202 # DEPENDENCYPART_GRANDPAR
(16,7),(7,10),-0.624854 # DEPENDENCYPART_GRANDPAR
(16,7),(7,11),-0.608684 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-1.1245 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.5152 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-1.30089 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.858781 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.74158 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.934671 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.217152 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.343683 # DEPENDENCYPART_GRANDPAR
(16,9),(9,1),-1.04967 # DEPENDENCYPART_GRANDPAR
(16,9),(9,2),-1.08473 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.457086 # DEPENDENCYPART_GRANDPAR
(16,9),(9,4),-1.20305 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.854482 # DEPENDENCYPART_GRANDPAR
(16,9),(9,6),-0.715589 # DEPENDENCYPART_GRANDPAR
(16,9),(9,7),-0.940387 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.848113 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.781008 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.662938 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.818106 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.437375 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),-0.935501 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),-0.45803 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.01358 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.259736 # DEPENDENCYPART_GRANDPAR
(16,9),(9,22),-0.797101 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.660665 # DEPENDENCYPART_GRANDPAR
(16,12),(12,9),-0.706549 # DEPENDENCYPART_GRANDPAR
(16,12),(12,11),-0.812644 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.555735 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.845744 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.833181 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.985078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.167399 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.206128 # DEPENDENCYPART_GRANDPAR
(16,12),(12,19),-0.193031 # DEPENDENCYPART_GRANDPAR
(16,12),(12,20),-0.444638 # DEPENDENCYPART_GRANDPAR
(16,12),(12,21),-0.157836 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.507009 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),-0.70818 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),-0.478686 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.27559 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.0554124 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.382135 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.410247 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.61867 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.376389 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.757451 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.567891 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.438024 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),-0.8126 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.04212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.119486 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.257946 # DEPENDENCYPART_GRANDPAR
(16,14),(14,19),-0.249832 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.469308 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.188627 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),-0.854493 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-1.29997 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-1.08854 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-1.24843 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.660764 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.43028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.0737365 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.0968192 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.146252 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.131656 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),-0.735182 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-1.3094 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.85745 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-1.47041 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.14528 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.09977 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-1.25404 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-1.13398 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.08298 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.986671 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.604892 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.19127 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.419299 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.604528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.48602 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.0830158 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.0759264 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.243298 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.75496 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.24151 # DEPENDENCYPART_GRANDPAR
(16,19),(19,2),-1.43872 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.883782 # DEPENDENCYPART_GRANDPAR
(16,19),(19,4),-1.40461 # DEPENDENCYPART_GRANDPAR
(16,19),(19,5),-1.13151 # DEPENDENCYPART_GRANDPAR
(16,19),(19,6),-1.01036 # DEPENDENCYPART_GRANDPAR
(16,19),(19,7),-1.20128 # DEPENDENCYPART_GRANDPAR
(16,19),(19,8),-1.17122 # DEPENDENCYPART_GRANDPAR
(16,19),(19,9),-1.1545 # DEPENDENCYPART_GRANDPAR
(16,19),(19,10),-0.993569 # DEPENDENCYPART_GRANDPAR
(16,19),(19,11),-0.971233 # DEPENDENCYPART_GRANDPAR
(16,19),(19,12),-1.00625 # DEPENDENCYPART_GRANDPAR
(16,19),(19,13),-0.593389 # DEPENDENCYPART_GRANDPAR
(16,19),(19,14),-1.14102 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.51981 # DEPENDENCYPART_GRANDPAR
(16,19),(19,16),-0.595862 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,19),(19,17),0.514908 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.147017 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.0737118 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),0.148427 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.956257 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.584494 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.336284 # DEPENDENCYPART_GRANDPAR
(16,20),(20,17),0.397004 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0263199 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),0.213004 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.6904 # DEPENDENCYPART_GRANDPAR
(16,21),(21,1),-1.32137 # DEPENDENCYPART_GRANDPAR
(16,21),(21,17),0.559134 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.352555 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),-0.116028 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.811863 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.640701 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.67061 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.364572 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.433199 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),0.0122412 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.149225 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.46444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.593567 # DEPENDENCYPART_GRANDPAR
(17,12),(12,19),-0.84861 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.575212 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-1.03675 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),-0.57512 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),-0.415632 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.293924 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),0.00967085 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),0.00228406 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-1.42253 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,18),-0.578026 # DEPENDENCYPART_GRANDPAR
(17,14),(14,19),-0.836457 # DEPENDENCYPART_GRANDPAR
(17,14),(14,20),-0.539911 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-1.01206 # DEPENDENCYPART_GRANDPAR
(17,14),(14,22),-1.02698 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.741322 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.683015 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.270084 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),-0.720061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.472012 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.32188 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.429945 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.645524 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.410051 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.686947 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.315816 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.334391 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.295928 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.427724 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.738656 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.36878 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.545315 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.800574 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.515376 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.915155 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-0.918116 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-1.14608 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.12601 # DEPENDENCYPART_GRANDPAR
(17,18),(18,4),-1.00048 # DEPENDENCYPART_GRANDPAR
(17,18),(18,5),-0.91782 # DEPENDENCYPART_GRANDPAR
(17,18),(18,6),-0.984749 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),-1.10885 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-1.05907 # DEPENDENCYPART_GRANDPAR
(17,18),(18,10),-0.870621 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.861073 # DEPENDENCYPART_GRANDPAR
(17,18),(18,13),-0.987374 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.959212 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.58147 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.66079 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.823315 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),-0.325022 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.0232157 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.389428 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.611038 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-1.06578 # DEPENDENCYPART_GRANDPAR
(17,19),(19,2),-0.746454 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.10287 # DEPENDENCYPART_GRANDPAR
(17,19),(19,4),-0.90229 # DEPENDENCYPART_GRANDPAR
(17,19),(19,5),-0.871259 # DEPENDENCYPART_GRANDPAR
(17,19),(19,6),-0.924417 # DEPENDENCYPART_GRANDPAR
(17,19),(19,7),-1.02297 # DEPENDENCYPART_GRANDPAR
(17,19),(19,8),-0.813142 # DEPENDENCYPART_GRANDPAR
(17,19),(19,9),-1.03757 # DEPENDENCYPART_GRANDPAR
(17,19),(19,10),-0.810289 # DEPENDENCYPART_GRANDPAR
(17,19),(19,11),-1.05857 # DEPENDENCYPART_GRANDPAR
(17,19),(19,12),-0.848125 # DEPENDENCYPART_GRANDPAR
(17,19),(19,13),-0.93098 # DEPENDENCYPART_GRANDPAR
(17,19),(19,14),-0.886563 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-0.648153 # DEPENDENCYPART_GRANDPAR
(17,19),(19,16),-0.603197 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.751723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.0268163 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.104903 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.44611 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.731451 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.912908 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.464478 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.846486 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.0229524 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.475109 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.632348 # DEPENDENCYPART_GRANDPAR
(17,21),(21,1),-1.15119 # DEPENDENCYPART_GRANDPAR
(17,21),(21,17),-0.826599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,21),(21,18),0.076417 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.0480597 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.601594 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.18199 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.26609 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.268505 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.0495861 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.391055 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.116391 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.512259 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.248059 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),0.0667121 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.193677 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.463215 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.191472 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),0.025977 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.0858926 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.400578 # DEPENDENCYPART_GRANDPAR
(18,3),(3,18),-1.20712 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,3),(3,19),-0.22406 # DEPENDENCYPART_GRANDPAR
(18,3),(3,20),-0.665402 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.733671 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.315333 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.146202 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.0949916 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.301622 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.181965 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.0729035 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.252578 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.030852 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.227124 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.112541 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.287895 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-0.262284 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.512905 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.332366 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.206205 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.223177 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.463861 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),-0.100426 # DEPENDENCYPART_GRANDPAR
(18,5),(5,12),-0.100874 # DEPENDENCYPART_GRANDPAR
(18,5),(5,13),-0.151936 # DEPENDENCYPART_GRANDPAR
(18,5),(5,14),-0.255795 # DEPENDENCYPART_GRANDPAR
(18,5),(5,16),-0.428714 # DEPENDENCYPART_GRANDPAR
(18,5),(5,17),-0.251337 # DEPENDENCYPART_GRANDPAR
(18,5),(5,22),-0.828731 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-0.387108 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.103779 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.205806 # DEPENDENCYPART_GRANDPAR
(18,7),(7,3),-0.306849 # DEPENDENCYPART_GRANDPAR
(18,7),(7,4),-0.344032 # DEPENDENCYPART_GRANDPAR
(18,7),(7,5),-0.0963595 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.369485 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.172658 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.136002 # DEPENDENCYPART_GRANDPAR
(18,7),(7,10),-0.2809 # DEPENDENCYPART_GRANDPAR
(18,7),(7,11),-0.16664 # DEPENDENCYPART_GRANDPAR
(18,9),(9,1),-0.245903 # DEPENDENCYPART_GRANDPAR
(18,9),(9,2),-0.100496 # DEPENDENCYPART_GRANDPAR
(18,9),(9,3),-0.117849 # DEPENDENCYPART_GRANDPAR
(18,9),(9,4),-0.33342 # DEPENDENCYPART_GRANDPAR
(18,9),(9,5),-0.0869986 # DEPENDENCYPART_GRANDPAR
(18,9),(9,6),-0.365268 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),-0.19134 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.155902 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.47969 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.193871 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.0524044 # DEPENDENCYPART_GRANDPAR
(18,9),(9,13),-0.0819967 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.298129 # DEPENDENCYPART_GRANDPAR
(18,9),(9,15),0.82923 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.338726 # DEPENDENCYPART_GRANDPAR
(18,9),(9,19),-0.23633 # DEPENDENCYPART_GRANDPAR
(18,9),(9,22),-0.775655 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),-0.183017 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.0970358 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.279405 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0871147 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.11688 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.550436 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.362573 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.159099 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.18879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.207067 # DEPENDENCYPART_GRANDPAR
(18,12),(12,20),-0.639866 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.566991 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),0.0251511 # DEPENDENCYPART_GRANDPAR
