# _root_ But prices of junk bonds , which were battered Friday in near standstill trading , rebounded to post small gains after a volatile trading session .
#goldHeads=16,16,2,5,3,5,8,5,8,9,9,13,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
#predictedHeads=16,16,2,5,3,5,8,5,8,9,9,14,14,11,5,0,16,17,20,18,18,25,25,25,21,16,
(16,10),(10,7),-0.840896 # DEPENDENCYPART_GRANDPAR
(16,10),(10,8),0.254602 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),-0.115106 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),-0.314191 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.02056 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),0.137013 # DEPENDENCYPART_GRANDPAR
(16,10),(10,14),0.0423644 # DEPENDENCYPART_GRANDPAR
(16,10),(10,15),0.310876 # DEPENDENCYPART_GRANDPAR
(16,10),(10,16),-1.24432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,10),(10,26),-1.01882 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-1.03986 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.169118 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.236181 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.116624 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.359316 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.0895636 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.23907 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.202547 # DEPENDENCYPART_GRANDPAR
(16,11),(11,20),-0.593362 # DEPENDENCYPART_GRANDPAR
(16,11),(11,26),-0.927404 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),-0.0830419 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.0739537 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),0.325873 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-1.13699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),-0.109479 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0904213 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.113432 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.13699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.109485 # DEPENDENCYPART_GRANDPAR
(16,14),(14,1),-0.352913 # DEPENDENCYPART_GRANDPAR
(16,14),(14,2),-0.212591 # DEPENDENCYPART_GRANDPAR
(16,14),(14,6),0.389273 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.657108 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),-0.0494206 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),-0.0316743 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),-0.21479 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.0836371 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.0124603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.448892 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.17146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.106095 # DEPENDENCYPART_GRANDPAR
(16,14),(14,20),-0.467393 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.152518 # DEPENDENCYPART_GRANDPAR
(16,14),(14,25),-0.693586 # DEPENDENCYPART_GRANDPAR
(16,14),(14,26),-0.982115 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.708028 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.459638 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.280777 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.206977 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.113762 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.183101 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0411188 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.0297479 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.598351 # DEPENDENCYPART_GRANDPAR
(16,18),(18,2),-0.611874 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.476079 # DEPENDENCYPART_GRANDPAR
(16,18),(18,7),-0.569972 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.385734 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.224723 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.144459 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.174453 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0449398 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.0867857 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.433078 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.153921 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.128737 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.703259 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.170225 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.501685 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.677994 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.653849 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.520515 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.306329 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.114298 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.00345085 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.217417 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.462471 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.170228 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.162255 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.760075 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.446308 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.281293 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.144082 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.577632 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.315315 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.109367 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),0.0842693 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.431778 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.352089 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.138182 # DEPENDENCYPART_GRANDPAR
(16,25),(25,12),-0.664811 # DEPENDENCYPART_GRANDPAR
(16,25),(25,19),-0.0160152 # DEPENDENCYPART_GRANDPAR
(16,25),(25,20),-0.00132181 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.0720901 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.318339 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.330268 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.128034 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.0253051 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-0.152145 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.211715 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.221819 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.400641 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),0.17237 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.24244 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-0.081394 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.123284 # DEPENDENCYPART_GRANDPAR
(17,2),(2,11),-0.0797201 # DEPENDENCYPART_GRANDPAR
(17,2),(2,15),-0.294949 # DEPENDENCYPART_GRANDPAR
(17,2),(2,16),-0.0541103 # DEPENDENCYPART_GRANDPAR
(17,2),(2,21),-0.555378 # DEPENDENCYPART_GRANDPAR
(17,2),(2,26),-1.44131 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.130158 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),0.0342245 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),0.0994392 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.012948 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),0.0958394 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.388041 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.13604 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-0.927386 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,20),-0.469332 # DEPENDENCYPART_GRANDPAR
(17,11),(11,26),-1.38734 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),0.00814341 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.241306 # DEPENDENCYPART_GRANDPAR
(17,14),(14,6),-0.408684 # DEPENDENCYPART_GRANDPAR
(17,14),(14,7),0.261627 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.251202 # DEPENDENCYPART_GRANDPAR
(17,14),(14,10),-0.0558956 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.192994 # DEPENDENCYPART_GRANDPAR
(17,14),(14,12),0.172487 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),0.00295527 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.294667 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.025355 # DEPENDENCYPART_GRANDPAR
(17,14),(14,17),-0.891845 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,14),(14,20),-0.418569 # DEPENDENCYPART_GRANDPAR
(17,14),(14,21),-0.580317 # DEPENDENCYPART_GRANDPAR
(17,14),(14,25),-0.696485 # DEPENDENCYPART_GRANDPAR
(17,14),(14,26),-1.44633 # DEPENDENCYPART_GRANDPAR
(17,18),(18,1),-0.237407 # DEPENDENCYPART_GRANDPAR
(17,18),(18,2),-0.447078 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-0.441774 # DEPENDENCYPART_GRANDPAR
(17,18),(18,7),0.41382 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.225967 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-0.340242 # DEPENDENCYPART_GRANDPAR
(17,18),(18,15),-0.571367 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.216946 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.469279 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0497519 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.406959 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.166202 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),0.17646 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),-0.884152 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.269519 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-0.848075 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-0.736279 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-0.591843 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-0.702573 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.7479 # DEPENDENCYPART_GRANDPAR
(17,20),(20,18),0.746468 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.19213 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.325691 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.547525 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),-0.252436 # DEPENDENCYPART_GRANDPAR
(17,20),(20,25),0.0757493 # DEPENDENCYPART_GRANDPAR
(17,20),(20,26),-0.988174 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-0.500248 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),-0.00541358 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.18263 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.645964 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.611564 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.320384 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),0.0272837 # DEPENDENCYPART_GRANDPAR
(17,25),(25,12),-0.520305 # DEPENDENCYPART_GRANDPAR
(17,25),(25,19),0.30245 # DEPENDENCYPART_GRANDPAR
(17,25),(25,20),0.123072 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.23915 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.321114 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.376787 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.148187 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.534602 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.301554 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.343319 # DEPENDENCYPART_GRANDPAR
(18,2),(2,1),-0.766643 # DEPENDENCYPART_GRANDPAR
(18,2),(2,3),0.0320821 # DEPENDENCYPART_GRANDPAR
(18,2),(2,4),-0.356243 # DEPENDENCYPART_GRANDPAR
(18,2),(2,5),-0.293414 # DEPENDENCYPART_GRANDPAR
(18,2),(2,6),-0.387363 # DEPENDENCYPART_GRANDPAR
(18,2),(2,7),0.120093 # DEPENDENCYPART_GRANDPAR
(18,2),(2,8),-0.159227 # DEPENDENCYPART_GRANDPAR
(18,2),(2,9),0.00539101 # DEPENDENCYPART_GRANDPAR
(18,2),(2,10),-0.401277 # DEPENDENCYPART_GRANDPAR
(18,2),(2,11),-0.218974 # DEPENDENCYPART_GRANDPAR
(18,2),(2,15),-0.344563 # DEPENDENCYPART_GRANDPAR
(18,2),(2,16),-0.17364 # DEPENDENCYPART_GRANDPAR
(18,2),(2,21),-0.176517 # DEPENDENCYPART_GRANDPAR
(18,2),(2,26),-1.09438 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.870318 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.38321 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.372174 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.390762 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.638243 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),0.476816 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.243768 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.20562 # DEPENDENCYPART_GRANDPAR
(18,7),(7,1),-0.68194 # DEPENDENCYPART_GRANDPAR
(18,7),(7,6),-0.51836 # DEPENDENCYPART_GRANDPAR
(18,7),(7,8),-0.267219 # DEPENDENCYPART_GRANDPAR
(18,7),(7,9),-0.177138 # DEPENDENCYPART_GRANDPAR
(18,11),(11,7),-0.387004 # DEPENDENCYPART_GRANDPAR
(18,11),(11,10),-0.36211 # DEPENDENCYPART_GRANDPAR
(18,11),(11,12),-0.513112 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.470056 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.213429 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.642939 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),-0.360669 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.475637 # DEPENDENCYPART_GRANDPAR
(18,11),(11,20),-0.410072 # DEPENDENCYPART_GRANDPAR
(18,11),(11,26),-1.04614 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.721815 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.383888 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.389831 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),0.00567041 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.379104 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.468739 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.524055 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.330678 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.355542 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.430397 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.243573 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.393654 # DEPENDENCYPART_GRANDPAR
(18,14),(14,20),-0.355745 # DEPENDENCYPART_GRANDPAR
(18,14),(14,21),-0.180854 # DEPENDENCYPART_GRANDPAR
(18,14),(14,25),-0.462584 # DEPENDENCYPART_GRANDPAR
(18,14),(14,26),-1.1004 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),0.116447 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-0.807671 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.990323 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.936024 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.909344 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.81979 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.97029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.564722 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),-0.00260188 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.133024 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.0438361 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),0.181486 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.728563 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.527695 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.265538 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.15625 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.337681 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0412642 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.174046 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),0.341107 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.634328 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.0426562 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.359962 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.0943843 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.143313 # DEPENDENCYPART_GRANDPAR
(18,25),(25,12),-0.882397 # DEPENDENCYPART_GRANDPAR
(18,25),(25,19),0.503472 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.111996 # DEPENDENCYPART_GRANDPAR
(18,25),(25,21),0.067144 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.264015 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.0762931 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),0.0175516 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.647992 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-1.11908 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),-0.0707497 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.316741 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.110281 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.461574 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.449368 # DEPENDENCYPART_GRANDPAR
(20,9),(9,1),-0.887803 # DEPENDENCYPART_GRANDPAR
(20,9),(9,2),-0.427613 # DEPENDENCYPART_GRANDPAR
(20,9),(9,3),-0.637123 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.548628 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),-0.561174 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),-0.584158 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),-0.347309 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),-0.758097 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),-0.0203802 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.230728 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),-0.320078 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),-0.415597 # DEPENDENCYPART_GRANDPAR
(20,9),(9,16),-0.294764 # DEPENDENCYPART_GRANDPAR
(20,9),(9,17),-0.338873 # DEPENDENCYPART_GRANDPAR
(20,9),(9,20),-1.22506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,9),(9,21),-0.577887 # DEPENDENCYPART_GRANDPAR
(20,9),(9,25),-0.536619 # DEPENDENCYPART_GRANDPAR
(20,9),(9,26),-0.925599 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.363375 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.538384 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.453435 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.146129 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.667956 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.287159 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),0.0768667 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.339818 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.235453 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.16026 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.867585 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),-0.127759 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.0238071 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.192327 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.112053 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.266465 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.137727 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.204292 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.107734 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.262149 # DEPENDENCYPART_GRANDPAR
(20,14),(14,1),-0.614783 # DEPENDENCYPART_GRANDPAR
(20,14),(14,2),-0.351227 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.367194 # DEPENDENCYPART_GRANDPAR
(20,14),(14,7),-0.48602 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),-0.180746 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),-0.28451 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.606758 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.00584043 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.269137 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.272596 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.0783297 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),-0.229155 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.23346 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.52796 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.651326 # DEPENDENCYPART_GRANDPAR
(20,14),(14,26),-0.96661 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.810849 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.305943 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.633482 # DEPENDENCYPART_GRANDPAR
(20,18),(18,7),-0.540556 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.424512 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.226833 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.211149 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.162408 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.14424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.472816 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.555624 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.668324 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.470216 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.873346 # DEPENDENCYPART_GRANDPAR
(20,19),(19,21),-0.53586 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-1.23477 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.436307 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.582645 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.265613 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.106541 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.206268 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0392757 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.077042 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.112281 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.230977 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.0924276 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.0337365 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-0.512192 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.537113 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.657716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.189552 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.319058 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.0970863 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.115804 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.250963 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.191184 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.313019 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.309519 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.120445 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.569388 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.0452132 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.0394017 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.153424 # DEPENDENCYPART_GRANDPAR
(21,11),(11,26),-1.21558 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.32819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,9),-0.102171 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.278816 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.142657 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.185273 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.288568 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.061787 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.100308 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.33708 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
