# _root_ But analysts , while applauding the acquisition , say Applied 's chief executive faces a tough challenge in integrating the two companies .
#goldHeads=9,9,9,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
#predictedHeads=9,9,2,9,4,7,5,9,0,13,10,13,14,9,17,17,14,17,18,22,22,19,9,
(17,16),(16,15),-0.341784 # DEPENDENCYPART_GRANDPAR
(17,16),(16,18),-0.47423 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.342632 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),0.155453 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0789818 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.247694 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.473424 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.229087 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.207301 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.184677 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),0.166637 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.445599 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.264596 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0947011 # DEPENDENCYPART_GRANDPAR
(17,22),(22,10),-1.19982 # DEPENDENCYPART_GRANDPAR
(17,22),(22,12),-0.999859 # DEPENDENCYPART_GRANDPAR
(17,22),(22,13),-0.930466 # DEPENDENCYPART_GRANDPAR
(17,22),(22,15),-0.918812 # DEPENDENCYPART_GRANDPAR
(17,22),(22,16),-0.668691 # DEPENDENCYPART_GRANDPAR
(17,22),(22,17),-0.395955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,22),(22,18),0.359802 # DEPENDENCYPART_GRANDPAR
(17,22),(22,19),0.220464 # DEPENDENCYPART_GRANDPAR
(17,22),(22,20),-0.11398 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),-0.0589983 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.397613 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),-0.00679999 # DEPENDENCYPART_GRANDPAR
(18,17),(17,7),-0.571797 # DEPENDENCYPART_GRANDPAR
(18,17),(17,10),-0.443679 # DEPENDENCYPART_GRANDPAR
(18,17),(17,12),-0.0776025 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.36707 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),0.0494835 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.11935 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.41394 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.000355361 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-1.04043 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.80081 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-1.17685 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.866016 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-0.597188 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),0.0470969 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.156368 # DEPENDENCYPART_GRANDPAR
(18,19),(19,22),0.149649 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.614894 # DEPENDENCYPART_GRANDPAR
(18,21),(21,19),0.937975 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.195575 # DEPENDENCYPART_GRANDPAR
(18,22),(22,10),-1.283 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.930677 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-1.29445 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.19036 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.986583 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-1.04736 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.543058 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.886139 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),0.0482549 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.150057 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.753061 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.364372 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.469566 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.518824 # DEPENDENCYPART_GRANDPAR
(19,17),(17,13),-0.353097 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.445536 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.385445 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.0112493 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.17054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,21),-0.532874 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.423535 # DEPENDENCYPART_GRANDPAR
(19,17),(17,23),-1.01799 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.250308 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.07811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,21),-0.405605 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-0.40438 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),-0.0953427 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.724891 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.764543 # DEPENDENCYPART_GRANDPAR
(19,22),(22,10),-1.12736 # DEPENDENCYPART_GRANDPAR
(19,22),(22,12),-1.12145 # DEPENDENCYPART_GRANDPAR
(19,22),(22,13),-0.949547 # DEPENDENCYPART_GRANDPAR
(19,22),(22,15),-1.18886 # DEPENDENCYPART_GRANDPAR
(19,22),(22,16),-1.00017 # DEPENDENCYPART_GRANDPAR
(19,22),(22,17),-0.930894 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-0.611935 # DEPENDENCYPART_GRANDPAR
(19,22),(22,19),-0.631758 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,22),(22,20),0.844669 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.163924 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.559256 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),0.00464208 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.773756 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.20782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,17),-0.504502 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.419343 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.445543 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.30856 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.353546 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.861781 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.31011 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,10),(10,1),-0.573421 # DEPENDENCYPART_GRANDPAR
(22,10),(10,2),-0.0571121 # DEPENDENCYPART_GRANDPAR
(22,10),(10,3),-0.778491 # DEPENDENCYPART_GRANDPAR
(22,10),(10,4),-0.718959 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.120876 # DEPENDENCYPART_GRANDPAR
(22,10),(10,6),0.292581 # DEPENDENCYPART_GRANDPAR
(22,10),(10,7),-0.213874 # DEPENDENCYPART_GRANDPAR
(22,10),(10,8),-0.637561 # DEPENDENCYPART_GRANDPAR
(22,10),(10,9),-0.519593 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.00321518 # DEPENDENCYPART_GRANDPAR
(22,10),(10,12),-0.26791 # DEPENDENCYPART_GRANDPAR
(22,10),(10,13),-0.359708 # DEPENDENCYPART_GRANDPAR
(22,10),(10,14),-0.0514412 # DEPENDENCYPART_GRANDPAR
(22,10),(10,17),-0.173875 # DEPENDENCYPART_GRANDPAR
(22,12),(12,4),-0.637608 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.81228 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.173345 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.856031 # DEPENDENCYPART_GRANDPAR
(22,12),(12,13),-0.15142 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),0.0362743 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.0258892 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.0928326 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.894704 # DEPENDENCYPART_GRANDPAR
(22,13),(13,4),-0.819247 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.192523 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),0.16914 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.257086 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.753774 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.558025 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.322791 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.968255 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.520119 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.115711 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),-0.0796128 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),-0.246223 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),-0.0590631 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.07624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,18),-0.288525 # DEPENDENCYPART_GRANDPAR
(22,16),(16,13),-0.394428 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.150581 # DEPENDENCYPART_GRANDPAR
(22,16),(16,18),-0.349637 # DEPENDENCYPART_GRANDPAR
(22,17),(17,7),-0.25038 # DEPENDENCYPART_GRANDPAR
(22,17),(17,10),-0.335779 # DEPENDENCYPART_GRANDPAR
(22,17),(17,12),-0.4981 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.423387 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.307118 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.472216 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.222323 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.0655562 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.210173 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.07624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.836606 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.224917 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.208718 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.021954 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.10041 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,17),-0.0958468 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.103742 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.209849 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),0.0455619 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.09755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.811489 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),0.324733 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.152491 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.147859 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.661631 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,10),-0.421734 # DEPENDENCYPART_GRANDPAR
(23,22),(22,12),-0.274946 # DEPENDENCYPART_GRANDPAR
(23,22),(22,13),-0.141414 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.208386 # DEPENDENCYPART_GRANDPAR
(23,22),(22,16),-0.246141 # DEPENDENCYPART_GRANDPAR
(23,22),(22,17),-0.209107 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.0566851 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.225291 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.160771 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.48269 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.75823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
