# _root_ Burmah Oil PLC , a British independent oil and specialty chemicals marketing concern , said SHV Holdings N.V. of the Netherlands has built up a 6.7 % stake in the company .
#goldHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
#predictedHeads=3,3,15,3,8,8,8,3,8,13,13,13,9,3,0,17,22,17,17,21,19,15,22,23,28,27,28,23,28,31,29,15,
(22,6),(6,14),0.258681 # DEPENDENCYPART_GRANDPAR
(22,7),(7,3),-0.365895 # DEPENDENCYPART_GRANDPAR
(22,7),(7,4),-0.304937 # DEPENDENCYPART_GRANDPAR
(22,7),(7,5),-0.43161 # DEPENDENCYPART_GRANDPAR
(22,7),(7,6),-0.268009 # DEPENDENCYPART_GRANDPAR
(22,7),(7,9),0.0856653 # DEPENDENCYPART_GRANDPAR
(22,8),(8,1),-0.117965 # DEPENDENCYPART_GRANDPAR
(22,8),(8,2),-0.229473 # DEPENDENCYPART_GRANDPAR
(22,8),(8,3),-0.345598 # DEPENDENCYPART_GRANDPAR
(22,8),(8,4),-0.332269 # DEPENDENCYPART_GRANDPAR
(22,8),(8,5),-0.463663 # DEPENDENCYPART_GRANDPAR
(22,8),(8,6),-0.253402 # DEPENDENCYPART_GRANDPAR
(22,8),(8,7),-0.139296 # DEPENDENCYPART_GRANDPAR
(22,8),(8,9),-0.022517 # DEPENDENCYPART_GRANDPAR
(22,8),(8,10),-0.12533 # DEPENDENCYPART_GRANDPAR
(22,8),(8,11),-0.37082 # DEPENDENCYPART_GRANDPAR
(22,8),(8,12),-0.141552 # DEPENDENCYPART_GRANDPAR
(22,8),(8,13),-0.203145 # DEPENDENCYPART_GRANDPAR
(22,8),(8,14),0.307421 # DEPENDENCYPART_GRANDPAR
(22,8),(8,15),0.0231161 # DEPENDENCYPART_GRANDPAR
(22,8),(8,16),0.274621 # DEPENDENCYPART_GRANDPAR
(22,8),(8,17),0.0109608 # DEPENDENCYPART_GRANDPAR
(22,8),(8,18),0.139159 # DEPENDENCYPART_GRANDPAR
(22,8),(8,19),0.547382 # DEPENDENCYPART_GRANDPAR
(22,8),(8,21),0.1442 # DEPENDENCYPART_GRANDPAR
(22,8),(8,22),-1.04803 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,8),(8,23),-0.157483 # DEPENDENCYPART_GRANDPAR
(22,8),(8,24),-0.210852 # DEPENDENCYPART_GRANDPAR
(22,8),(8,29),-0.210352 # DEPENDENCYPART_GRANDPAR
(22,9),(9,10),-0.699875 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.854467 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.709169 # DEPENDENCYPART_GRANDPAR
(22,9),(9,13),-0.789226 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.444552 # DEPENDENCYPART_GRANDPAR
(22,9),(9,17),-0.597223 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),-0.461721 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.16281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,28),-0.283476 # DEPENDENCYPART_GRANDPAR
(22,10),(10,5),-0.392673 # DEPENDENCYPART_GRANDPAR
(22,10),(10,11),-0.342158 # DEPENDENCYPART_GRANDPAR
(22,12),(12,5),-0.343932 # DEPENDENCYPART_GRANDPAR
(22,12),(12,6),-0.196257 # DEPENDENCYPART_GRANDPAR
(22,12),(12,7),-0.0682198 # DEPENDENCYPART_GRANDPAR
(22,12),(12,8),-0.344551 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.287386 # DEPENDENCYPART_GRANDPAR
(22,12),(12,11),-0.412238 # DEPENDENCYPART_GRANDPAR
(22,12),(12,17),0.0255025 # DEPENDENCYPART_GRANDPAR
(22,13),(13,1),-0.0985583 # DEPENDENCYPART_GRANDPAR
(22,13),(13,2),-0.214638 # DEPENDENCYPART_GRANDPAR
(22,13),(13,3),-0.328618 # DEPENDENCYPART_GRANDPAR
(22,13),(13,5),-0.395496 # DEPENDENCYPART_GRANDPAR
(22,13),(13,6),-0.234395 # DEPENDENCYPART_GRANDPAR
(22,13),(13,7),-0.113805 # DEPENDENCYPART_GRANDPAR
(22,13),(13,8),-0.421254 # DEPENDENCYPART_GRANDPAR
(22,13),(13,9),-0.286016 # DEPENDENCYPART_GRANDPAR
(22,13),(13,10),-0.361943 # DEPENDENCYPART_GRANDPAR
(22,13),(13,11),-0.443735 # DEPENDENCYPART_GRANDPAR
(22,13),(13,12),-0.32924 # DEPENDENCYPART_GRANDPAR
(22,13),(13,14),0.376978 # DEPENDENCYPART_GRANDPAR
(22,13),(13,15),0.0468633 # DEPENDENCYPART_GRANDPAR
(22,13),(13,16),0.292105 # DEPENDENCYPART_GRANDPAR
(22,13),(13,17),0.0284129 # DEPENDENCYPART_GRANDPAR
(22,13),(13,18),0.156643 # DEPENDENCYPART_GRANDPAR
(22,13),(13,19),0.557388 # DEPENDENCYPART_GRANDPAR
(22,13),(13,21),0.161691 # DEPENDENCYPART_GRANDPAR
(22,13),(13,22),-1.04875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,13),(13,23),-0.156972 # DEPENDENCYPART_GRANDPAR
(22,15),(15,1),-0.194142 # DEPENDENCYPART_GRANDPAR
(22,15),(15,2),-0.316315 # DEPENDENCYPART_GRANDPAR
(22,15),(15,3),-0.426195 # DEPENDENCYPART_GRANDPAR
(22,15),(15,4),-0.293686 # DEPENDENCYPART_GRANDPAR
(22,15),(15,6),-0.309839 # DEPENDENCYPART_GRANDPAR
(22,15),(15,7),-0.0572652 # DEPENDENCYPART_GRANDPAR
(22,15),(15,8),-0.427625 # DEPENDENCYPART_GRANDPAR
(22,15),(15,9),-0.134359 # DEPENDENCYPART_GRANDPAR
(22,15),(15,10),-0.357317 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.441188 # DEPENDENCYPART_GRANDPAR
(22,15),(15,12),-0.344096 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.481018 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.0619266 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),0.0238615 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.243027 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.112747 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),0.170602 # DEPENDENCYPART_GRANDPAR
(22,15),(15,20),-0.330244 # DEPENDENCYPART_GRANDPAR
(22,15),(15,21),-0.106954 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-0.960647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,23),-0.0597275 # DEPENDENCYPART_GRANDPAR
(22,15),(15,24),-0.129053 # DEPENDENCYPART_GRANDPAR
(22,15),(15,29),-0.239202 # DEPENDENCYPART_GRANDPAR
(22,15),(15,32),-0.709792 # DEPENDENCYPART_GRANDPAR
(22,16),(16,17),0.00991825 # DEPENDENCYPART_GRANDPAR
(22,16),(16,19),0.733633 # DEPENDENCYPART_GRANDPAR
(22,17),(17,13),-0.402663 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),0.33465 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),0.343574 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),0.770359 # DEPENDENCYPART_GRANDPAR
(22,17),(17,20),0.239088 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),0.261284 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.18072 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.307093 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-0.363197 # DEPENDENCYPART_GRANDPAR
(22,17),(17,28),-0.353356 # DEPENDENCYPART_GRANDPAR
(22,18),(18,2),-0.327883 # DEPENDENCYPART_GRANDPAR
(22,18),(18,3),-0.459145 # DEPENDENCYPART_GRANDPAR
(22,18),(18,5),-0.502182 # DEPENDENCYPART_GRANDPAR
(22,18),(18,7),-0.176319 # DEPENDENCYPART_GRANDPAR
(22,18),(18,8),-0.433808 # DEPENDENCYPART_GRANDPAR
(22,18),(18,10),-0.367212 # DEPENDENCYPART_GRANDPAR
(22,18),(18,11),-0.516951 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.337835 # DEPENDENCYPART_GRANDPAR
(22,18),(18,13),-0.472527 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.147411 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.300199 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),0.0495671 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.321777 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),0.727589 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),0.224182 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.0167251 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.17815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.306984 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.363139 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.876612 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.560131 # DEPENDENCYPART_GRANDPAR
(22,18),(18,28),-0.353148 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.239051 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.107624 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.26047 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.32138 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-0.372098 # DEPENDENCYPART_GRANDPAR
(22,19),(19,28),-0.390541 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.12794 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,16),0.189808 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.178955 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),0.0895928 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),0.306381 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.0754595 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.17815 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.306984 # DEPENDENCYPART_GRANDPAR
(22,23),(23,3),-0.616113 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-0.565864 # DEPENDENCYPART_GRANDPAR
(22,23),(23,13),-0.609349 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-0.404672 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.295054 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),0.24369 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.170585 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.258178 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.519466 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.102421 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.111948 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.401522 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),0.655559 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),0.0691904 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),0.640635 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.634694 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.516743 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.521213 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.32868 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.294861 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.190105 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),0.317969 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.109108 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.181229 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.229895 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.115438 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.0487647 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),0.208262 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.342443 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.222244 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.282094 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.295116 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),0.323302 # DEPENDENCYPART_GRANDPAR
(22,28),(28,20),-0.665239 # DEPENDENCYPART_GRANDPAR
(22,28),(28,21),-0.560077 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),0.277547 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.0897568 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.146502 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.233476 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),0.405801 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.244567 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),0.248385 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),0.516582 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),0.400002 # DEPENDENCYPART_GRANDPAR
(22,31),(31,25),0.0694213 # DEPENDENCYPART_GRANDPAR
(22,31),(31,26),-0.169833 # DEPENDENCYPART_GRANDPAR
(22,31),(31,27),0.344765 # DEPENDENCYPART_GRANDPAR
(22,31),(31,28),0.413212 # DEPENDENCYPART_GRANDPAR
(22,31),(31,29),-0.0966163 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),-0.406144 # DEPENDENCYPART_GRANDPAR
(23,3),(3,1),-0.284957 # DEPENDENCYPART_GRANDPAR
(23,3),(3,2),-0.316996 # DEPENDENCYPART_GRANDPAR
(23,3),(3,4),-0.2906 # DEPENDENCYPART_GRANDPAR
(23,3),(3,5),-0.485169 # DEPENDENCYPART_GRANDPAR
(23,3),(3,6),-0.0847262 # DEPENDENCYPART_GRANDPAR
(23,3),(3,7),-0.0371133 # DEPENDENCYPART_GRANDPAR
(23,3),(3,8),-0.157652 # DEPENDENCYPART_GRANDPAR
(23,3),(3,9),-0.114195 # DEPENDENCYPART_GRANDPAR
(23,3),(3,10),-0.0646506 # DEPENDENCYPART_GRANDPAR
(23,3),(3,11),-0.187817 # DEPENDENCYPART_GRANDPAR
(23,3),(3,12),-0.12849 # DEPENDENCYPART_GRANDPAR
(23,3),(3,13),-0.0260871 # DEPENDENCYPART_GRANDPAR
(23,3),(3,14),-0.109973 # DEPENDENCYPART_GRANDPAR
(23,3),(3,18),-0.0316026 # DEPENDENCYPART_GRANDPAR
(23,3),(3,19),0.319636 # DEPENDENCYPART_GRANDPAR
(23,3),(3,22),-0.102565 # DEPENDENCYPART_GRANDPAR
(23,13),(13,1),-0.350629 # DEPENDENCYPART_GRANDPAR
(23,13),(13,2),-0.377486 # DEPENDENCYPART_GRANDPAR
(23,13),(13,3),-0.296716 # DEPENDENCYPART_GRANDPAR
(23,13),(13,5),-0.665699 # DEPENDENCYPART_GRANDPAR
(23,13),(13,6),-0.27022 # DEPENDENCYPART_GRANDPAR
(23,13),(13,7),-0.230756 # DEPENDENCYPART_GRANDPAR
(23,13),(13,8),-0.259836 # DEPENDENCYPART_GRANDPAR
(23,13),(13,9),-0.566266 # DEPENDENCYPART_GRANDPAR
(23,13),(13,10),-0.164442 # DEPENDENCYPART_GRANDPAR
(23,13),(13,11),-0.269168 # DEPENDENCYPART_GRANDPAR
(23,13),(13,12),-0.208194 # DEPENDENCYPART_GRANDPAR
(23,13),(13,14),-0.317715 # DEPENDENCYPART_GRANDPAR
(23,13),(13,15),-0.0716907 # DEPENDENCYPART_GRANDPAR
(23,13),(13,16),-0.148272 # DEPENDENCYPART_GRANDPAR
(23,13),(13,17),-0.159343 # DEPENDENCYPART_GRANDPAR
(23,13),(13,18),-0.240353 # DEPENDENCYPART_GRANDPAR
(23,13),(13,19),0.0983569 # DEPENDENCYPART_GRANDPAR
(23,13),(13,21),-0.245744 # DEPENDENCYPART_GRANDPAR
(23,13),(13,22),-0.15022 # DEPENDENCYPART_GRANDPAR
(23,13),(13,23),-1.16964 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,13),-0.15263 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.0264753 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.0279627 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),0.328112 # DEPENDENCYPART_GRANDPAR
(23,17),(17,20),0.146376 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),-0.0741791 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.0993604 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.12488 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.00807109 # DEPENDENCYPART_GRANDPAR
(23,17),(17,28),-0.270375 # DEPENDENCYPART_GRANDPAR
(23,18),(18,2),-0.341464 # DEPENDENCYPART_GRANDPAR
(23,18),(18,3),-0.27502 # DEPENDENCYPART_GRANDPAR
(23,18),(18,5),-0.756877 # DEPENDENCYPART_GRANDPAR
(23,18),(18,7),-0.295426 # DEPENDENCYPART_GRANDPAR
(23,18),(18,8),-0.272524 # DEPENDENCYPART_GRANDPAR
(23,18),(18,10),-0.168417 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.358309 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.219605 # DEPENDENCYPART_GRANDPAR
(23,18),(18,13),-0.132804 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.408238 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.16981 # DEPENDENCYPART_GRANDPAR
(23,18),(18,16),-0.111353 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.132083 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),0.319155 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.165394 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.247521 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.0986187 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.12479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.00802403 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.472883 # DEPENDENCYPART_GRANDPAR
(23,18),(18,27),-0.559722 # DEPENDENCYPART_GRANDPAR
(23,18),(18,28),-0.270131 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.19946 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.302698 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.104919 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.03774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),0.0832976 # DEPENDENCYPART_GRANDPAR
(23,19),(19,28),-0.212907 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.198575 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.0776696 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.0970396 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.0968291 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.0975866 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.138067 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.0986227 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.12479 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,20),-0.58907 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.71894 # DEPENDENCYPART_GRANDPAR
(23,24),(24,25),-0.262594 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),0.132525 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.146201 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),0.33457 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),0.157252 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.5129 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.00269498 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0436911 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),0.306022 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.486152 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.032979 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.129851 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),0.238444 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.18069 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.120079 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.00361238 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.34022 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),0.0300291 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.0659171 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-0.829958 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.861552 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.606439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.393843 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),0.13583 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.0547195 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.0736403 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),0.203242 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.130785 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),0.283762 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),0.0651842 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),0.170409 # DEPENDENCYPART_GRANDPAR
(23,31),(31,26),-0.0537791 # DEPENDENCYPART_GRANDPAR
(23,31),(31,27),-0.0210169 # DEPENDENCYPART_GRANDPAR
(23,31),(31,28),0.174232 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),0.146834 # DEPENDENCYPART_GRANDPAR
(23,31),(31,30),-0.578743 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.195798 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.254085 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.260833 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.153499 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.176258 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.359112 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.165623 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.0720251 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.740239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.0221984 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.0167951 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),0.117517 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.732043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.326214 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.133192 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),0.129249 # DEPENDENCYPART_GRANDPAR
(24,26),(26,31),-0.261817 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.263617 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.329173 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.0590291 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.111566 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.207014 # DEPENDENCYPART_GRANDPAR
(24,28),(28,20),-0.994887 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.845851 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.613638 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.820491 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,25),0.455766 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.182477 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.125244 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.0821697 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.228519 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.041036 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.0331945 # DEPENDENCYPART_GRANDPAR
(25,24),(24,20),-0.512584 # DEPENDENCYPART_GRANDPAR
(25,24),(24,21),-0.462854 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.63443 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),-0.469339 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.478496 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.76447 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.930378 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.702048 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.1581 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.182755 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.405233 # DEPENDENCYPART_GRANDPAR
(25,26),(26,31),-0.863638 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.22289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.0221761 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.184087 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.421961 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.635895 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.258631 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.773356 # DEPENDENCYPART_GRANDPAR
(26,24),(24,20),-0.573046 # DEPENDENCYPART_GRANDPAR
(26,24),(24,21),-0.532021 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.313761 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.60454 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.422964 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.605536 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.810319 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.398515 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.60977 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.430134 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.856285 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-0.972613 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-1.20056 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.0876292 # DEPENDENCYPART_GRANDPAR
