# _root_ A Fidelity spokesman says the 800-line , which already was operating but which many clients did n't know about , received about double the usual volume of calls over the weekend .
#goldHeads=3,3,4,0,6,21,6,10,10,6,10,10,19,15,16,12,16,16,18,6,4,23,26,26,26,21,26,27,21,31,29,4,
#predictedHeads=3,3,4,0,6,4,6,10,10,6,10,10,16,15,16,12,16,16,18,19,19,23,26,26,26,21,26,27,28,31,29,4,
(19,26),(26,24),-0.522813 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.27453 # DEPENDENCYPART_GRANDPAR
(19,26),(26,27),-0.0694861 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),0.105625 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),0.397707 # DEPENDENCYPART_GRANDPAR
(19,26),(26,31),-0.173601 # DEPENDENCYPART_GRANDPAR
(19,26),(26,32),-0.631426 # DEPENDENCYPART_GRANDPAR
(19,27),(27,28),-0.21148 # DEPENDENCYPART_GRANDPAR
(19,27),(27,29),-0.0686355 # DEPENDENCYPART_GRANDPAR
(19,27),(27,31),-0.513374 # DEPENDENCYPART_GRANDPAR
(19,29),(29,26),0.147446 # DEPENDENCYPART_GRANDPAR
(19,29),(29,27),-0.747342 # DEPENDENCYPART_GRANDPAR
(19,29),(29,28),-0.103065 # DEPENDENCYPART_GRANDPAR
(19,29),(29,30),-0.753702 # DEPENDENCYPART_GRANDPAR
(19,29),(29,31),-0.476927 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),0.159486 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),0.153141 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),0.197907 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),0.0136077 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),0.371711 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),0.362805 # DEPENDENCYPART_GRANDPAR
(21,3),(3,12),0.412069 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),0.428086 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.0410226 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),0.0495833 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.253774 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),0.102196 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.0951076 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),0.115724 # DEPENDENCYPART_GRANDPAR
(21,4),(4,8),1.15275 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),0.017861 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),0.193941 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),0.291674 # DEPENDENCYPART_GRANDPAR
(21,4),(4,12),0.218605 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),1.38454 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.0857835 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),0.242505 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),0.139635 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),0.165703 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),0.04254 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.02722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,32),-0.787452 # DEPENDENCYPART_GRANDPAR
(21,6),(6,1),0.0946441 # DEPENDENCYPART_GRANDPAR
(21,6),(6,2),0.161964 # DEPENDENCYPART_GRANDPAR
(21,6),(6,3),-0.169783 # DEPENDENCYPART_GRANDPAR
(21,6),(6,4),0.100102 # DEPENDENCYPART_GRANDPAR
(21,6),(6,5),0.287761 # DEPENDENCYPART_GRANDPAR
(21,6),(6,7),0.3729 # DEPENDENCYPART_GRANDPAR
(21,6),(6,8),0.835735 # DEPENDENCYPART_GRANDPAR
(21,6),(6,9),0.118621 # DEPENDENCYPART_GRANDPAR
(21,6),(6,10),0.370161 # DEPENDENCYPART_GRANDPAR
(21,6),(6,11),0.550064 # DEPENDENCYPART_GRANDPAR
(21,6),(6,12),0.414098 # DEPENDENCYPART_GRANDPAR
(21,6),(6,13),1.06753 # DEPENDENCYPART_GRANDPAR
(21,6),(6,14),0.185905 # DEPENDENCYPART_GRANDPAR
(21,6),(6,15),0.10051 # DEPENDENCYPART_GRANDPAR
(21,6),(6,16),0.435406 # DEPENDENCYPART_GRANDPAR
(21,6),(6,17),0.186944 # DEPENDENCYPART_GRANDPAR
(21,6),(6,18),0.223767 # DEPENDENCYPART_GRANDPAR
(21,6),(6,20),0.299716 # DEPENDENCYPART_GRANDPAR
(21,6),(6,21),-1.05765 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,6),(6,26),-0.642626 # DEPENDENCYPART_GRANDPAR
(21,6),(6,32),-0.795098 # DEPENDENCYPART_GRANDPAR
(21,8),(8,6),-0.107656 # DEPENDENCYPART_GRANDPAR
(21,8),(8,7),0.31045 # DEPENDENCYPART_GRANDPAR
(21,8),(8,9),0.0591697 # DEPENDENCYPART_GRANDPAR
(21,8),(8,11),0.363608 # DEPENDENCYPART_GRANDPAR
(21,8),(8,12),0.365065 # DEPENDENCYPART_GRANDPAR
(21,8),(8,16),0.230966 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),0.438309 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.695478 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),0.242226 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),0.348286 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),0.516839 # DEPENDENCYPART_GRANDPAR
(21,11),(11,3),-0.0945846 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),0.0520825 # DEPENDENCYPART_GRANDPAR
(21,11),(11,6),0.00301391 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),0.395154 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.714903 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),0.163883 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),0.112977 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),0.34481 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),1.13706 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),0.000817172 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),0.141523 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),0.236422 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),0.196763 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),0.211804 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),0.165107 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),0.208509 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-0.976294 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,22),0.0316011 # DEPENDENCYPART_GRANDPAR
(21,11),(11,23),-0.404115 # DEPENDENCYPART_GRANDPAR
(21,11),(11,26),-0.541845 # DEPENDENCYPART_GRANDPAR
(21,11),(11,29),-0.238379 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0318409 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),0.0319053 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),0.288926 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),0.0263833 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),0.695344 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),0.103856 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),0.15109 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),0.420126 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),0.17655 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.927136 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0522889 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.363815 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.13192 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.142584 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),0.31396 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.280467 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),0.175221 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.216412 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),0.361036 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.205198 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),0.00383018 # DEPENDENCYPART_GRANDPAR
(21,18),(18,7),0.229052 # DEPENDENCYPART_GRANDPAR
(21,18),(18,8),0.577633 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),0.0389366 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),0.340233 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),0.809426 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.0505244 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),0.102615 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.108712 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.173421 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.162619 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-0.9991 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),0.0555609 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.378707 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.508922 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.482092 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.37728 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.264719 # DEPENDENCYPART_GRANDPAR
(21,18),(18,32),-0.74943 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.147949 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),0.153316 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.164667 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-0.917069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.105095 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.335928 # DEPENDENCYPART_GRANDPAR
(21,19),(19,26),-0.513509 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.221625 # DEPENDENCYPART_GRANDPAR
(21,19),(19,29),-0.0491299 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.037621 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.485644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.150144 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.392012 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.214949 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0575677 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.022791 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),0.057465 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),0.0556503 # DEPENDENCYPART_GRANDPAR
(21,22),(22,31),-0.123603 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.0943475 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.194417 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.478103 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.597282 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.341076 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.317168 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.000769191 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.0522164 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),0.149506 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),0.156891 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.41428 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0461656 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.489029 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.0169722 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.307717 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.0956711 # DEPENDENCYPART_GRANDPAR
(21,26),(26,19),-0.0880987 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.437607 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.476172 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.125545 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.156603 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.340818 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.122542 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.158282 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.0698554 # DEPENDENCYPART_GRANDPAR
(21,26),(26,31),-0.0910121 # DEPENDENCYPART_GRANDPAR
(21,26),(26,32),-0.182285 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),0.104994 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.163822 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.0641995 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),-0.220164 # DEPENDENCYPART_GRANDPAR
(21,28),(28,25),0.261316 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),0.0201379 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),0.0159744 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),-0.0157863 # DEPENDENCYPART_GRANDPAR
(21,29),(29,27),-0.121406 # DEPENDENCYPART_GRANDPAR
(21,29),(29,28),0.112263 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),-0.635974 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),0.101319 # DEPENDENCYPART_GRANDPAR
(21,31),(31,27),0.0644141 # DEPENDENCYPART_GRANDPAR
(21,31),(31,28),0.0539988 # DEPENDENCYPART_GRANDPAR
(21,31),(31,30),-0.486799 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.249188 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.366949 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.547513 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.355698 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.49112 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.518445 # DEPENDENCYPART_GRANDPAR
(22,19),(19,26),-0.510353 # DEPENDENCYPART_GRANDPAR
(22,19),(19,27),-0.422009 # DEPENDENCYPART_GRANDPAR
(22,19),(19,29),-0.469664 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.889288 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.632035 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.813981 # DEPENDENCYPART_GRANDPAR
(22,21),(21,8),-0.50099 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.372484 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.522397 # DEPENDENCYPART_GRANDPAR
(22,21),(21,13),-0.408978 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.524935 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.359031 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.442124 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.136641 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.528174 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.50138 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.515925 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.473932 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.619041 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-0.405838 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.553745 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-0.770464 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-0.542165 # DEPENDENCYPART_GRANDPAR
(22,21),(21,31),-0.635511 # DEPENDENCYPART_GRANDPAR
(22,21),(21,32),-0.940292 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-0.483114 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.84674 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-0.768964 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.02171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.349973 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.272868 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.104694 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.150273 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.388093 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.144301 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.13207 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.141403 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-1.00918 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),-0.116873 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.0706892 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.208784 # DEPENDENCYPART_GRANDPAR
(22,26),(26,19),-0.441454 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-0.782108 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.96301 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.0327893 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.21858 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.0525218 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.0251437 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.20547 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.010904 # DEPENDENCYPART_GRANDPAR
(22,26),(26,31),-0.107442 # DEPENDENCYPART_GRANDPAR
(22,26),(26,32),-0.376879 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.0815029 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.0919357 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),0.0587107 # DEPENDENCYPART_GRANDPAR
(22,28),(28,24),0.205931 # DEPENDENCYPART_GRANDPAR
(22,28),(28,25),-0.0358551 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),0.0125076 # DEPENDENCYPART_GRANDPAR
(22,28),(28,31),-0.107754 # DEPENDENCYPART_GRANDPAR
(22,29),(29,26),0.0617995 # DEPENDENCYPART_GRANDPAR
(22,29),(29,27),-0.115828 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.374783 # DEPENDENCYPART_GRANDPAR
(22,29),(29,30),-0.315463 # DEPENDENCYPART_GRANDPAR
(22,29),(29,31),-0.0872477 # DEPENDENCYPART_GRANDPAR
(22,31),(31,27),0.247545 # DEPENDENCYPART_GRANDPAR
(22,31),(31,28),-0.229015 # DEPENDENCYPART_GRANDPAR
(22,31),(31,30),0.0517797 # DEPENDENCYPART_GRANDPAR
(23,19),(19,17),-0.208893 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.435798 # DEPENDENCYPART_GRANDPAR
(23,19),(19,20),-0.666534 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.44032 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.305231 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.63033 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,26),-0.730941 # DEPENDENCYPART_GRANDPAR
(23,19),(19,27),-0.757424 # DEPENDENCYPART_GRANDPAR
(23,19),(19,29),-0.78809 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.795209 # DEPENDENCYPART_GRANDPAR
(23,21),(21,4),-0.676176 # DEPENDENCYPART_GRANDPAR
(23,21),(21,6),-0.786413 # DEPENDENCYPART_GRANDPAR
(23,21),(21,8),-0.489902 # DEPENDENCYPART_GRANDPAR
(23,21),(21,9),-0.313697 # DEPENDENCYPART_GRANDPAR
(23,21),(21,11),-0.496637 # DEPENDENCYPART_GRANDPAR
(23,21),(21,13),-0.388387 # DEPENDENCYPART_GRANDPAR
(23,21),(21,15),-0.533815 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.302786 # DEPENDENCYPART_GRANDPAR
(23,21),(21,18),-0.496178 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.155304 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.599507 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.0614358 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.62774 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.656937 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.701858 # DEPENDENCYPART_GRANDPAR
(23,21),(21,26),-0.625975 # DEPENDENCYPART_GRANDPAR
(23,21),(21,27),-0.889089 # DEPENDENCYPART_GRANDPAR
(23,21),(21,28),-0.636263 # DEPENDENCYPART_GRANDPAR
(23,21),(21,29),-0.860521 # DEPENDENCYPART_GRANDPAR
(23,21),(21,31),-0.725061 # DEPENDENCYPART_GRANDPAR
(23,21),(21,32),-1.19867 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.206621 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.569737 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.62337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.677738 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.74362 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.655735 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.770832 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.640814 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.796658 # DEPENDENCYPART_GRANDPAR
(23,22),(22,31),-0.755299 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.514129 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.22203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,22),-0.498085 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.15449 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.106424 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.441567 # DEPENDENCYPART_GRANDPAR
(23,26),(26,19),-0.483068 # DEPENDENCYPART_GRANDPAR
(23,26),(26,21),-0.860489 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-0.532924 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.14827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.210635 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.270781 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.364698 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.159379 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.444914 # DEPENDENCYPART_GRANDPAR
(23,26),(26,31),-0.305833 # DEPENDENCYPART_GRANDPAR
(23,26),(26,32),-0.739689 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.00608405 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.410879 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.00655059 # DEPENDENCYPART_GRANDPAR
(23,28),(28,24),-0.0998173 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.198149 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.422332 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.274823 # DEPENDENCYPART_GRANDPAR
(23,29),(29,26),-0.16928 # DEPENDENCYPART_GRANDPAR
(23,29),(29,27),-0.42312 # DEPENDENCYPART_GRANDPAR
(23,29),(29,28),-0.169661 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.61788 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.139861 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.361104 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.389384 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.184251 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-2.03705 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),-0.969096 # DEPENDENCYPART_GRANDPAR
(24,22),(22,26),-0.795399 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-1.24502 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-1.26057 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-1.23934 # DEPENDENCYPART_GRANDPAR
(24,22),(22,31),-1.67954 # DEPENDENCYPART_GRANDPAR
(24,23),(23,19),-0.261233 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.476423 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.344131 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.263759 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-2.03685 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.967545 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.792016 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.27042 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.25703 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-1.2653 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-0.417146 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.230917 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.433155 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.51494 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.87947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-0.60341 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.843402 # DEPENDENCYPART_GRANDPAR
(25,22),(22,28),-0.91473 # DEPENDENCYPART_GRANDPAR
(25,22),(22,29),-0.662415 # DEPENDENCYPART_GRANDPAR
(25,22),(22,31),-1.30391 # DEPENDENCYPART_GRANDPAR
(25,23),(23,19),-0.419294 # DEPENDENCYPART_GRANDPAR
(25,23),(23,20),-0.456255 # DEPENDENCYPART_GRANDPAR
(25,23),(23,21),-0.295844 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.1856 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.557852 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.87709 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.599195 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.867579 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.910354 # DEPENDENCYPART_GRANDPAR
