# _root_ The 7 1\/8 % issue of Triborough Bridge and Tunnel Authority of New York , due 2019 , was off 5\/8 at 98 1\/8 bid .
#goldHeads=5,3,5,3,19,5,8,6,8,11,9,8,14,12,5,5,16,5,0,19,20,19,24,25,22,19,
#predictedHeads=5,3,5,3,19,5,8,6,8,11,9,11,14,12,5,5,16,19,0,19,20,19,24,22,24,19,
(17,25),(25,20),-0.173091 # DEPENDENCYPART_GRANDPAR
(17,25),(25,21),-0.086878 # DEPENDENCYPART_GRANDPAR
(17,25),(25,22),-0.263469 # DEPENDENCYPART_GRANDPAR
(17,25),(25,23),-0.3733 # DEPENDENCYPART_GRANDPAR
(17,25),(25,24),-0.567765 # DEPENDENCYPART_GRANDPAR
(17,25),(25,26),-0.306338 # DEPENDENCYPART_GRANDPAR
(19,2),(2,1),0.851328 # DEPENDENCYPART_GRANDPAR
(19,2),(2,3),0.11816 # DEPENDENCYPART_GRANDPAR
(19,2),(2,4),0.105299 # DEPENDENCYPART_GRANDPAR
(19,2),(2,6),0.0755546 # DEPENDENCYPART_GRANDPAR
(19,2),(2,8),0.130392 # DEPENDENCYPART_GRANDPAR
(19,2),(2,9),-0.14687 # DEPENDENCYPART_GRANDPAR
(19,3),(3,1),0.850752 # DEPENDENCYPART_GRANDPAR
(19,3),(3,2),0.365363 # DEPENDENCYPART_GRANDPAR
(19,3),(3,4),0.155041 # DEPENDENCYPART_GRANDPAR
(19,3),(3,5),0.518089 # DEPENDENCYPART_GRANDPAR
(19,3),(3,6),0.0804711 # DEPENDENCYPART_GRANDPAR
(19,3),(3,8),0.133617 # DEPENDENCYPART_GRANDPAR
(19,3),(3,9),-0.147564 # DEPENDENCYPART_GRANDPAR
(19,4),(4,1),0.789009 # DEPENDENCYPART_GRANDPAR
(19,4),(4,2),0.248317 # DEPENDENCYPART_GRANDPAR
(19,4),(4,3),0.101131 # DEPENDENCYPART_GRANDPAR
(19,4),(4,5),0.26486 # DEPENDENCYPART_GRANDPAR
(19,4),(4,6),-0.0609347 # DEPENDENCYPART_GRANDPAR
(19,4),(4,8),-0.00757169 # DEPENDENCYPART_GRANDPAR
(19,4),(4,9),-0.369057 # DEPENDENCYPART_GRANDPAR
(19,4),(4,12),0.183773 # DEPENDENCYPART_GRANDPAR
(19,5),(5,1),0.992328 # DEPENDENCYPART_GRANDPAR
(19,5),(5,2),0.247278 # DEPENDENCYPART_GRANDPAR
(19,5),(5,3),0.129219 # DEPENDENCYPART_GRANDPAR
(19,5),(5,4),-0.168026 # DEPENDENCYPART_GRANDPAR
(19,5),(5,6),-0.111665 # DEPENDENCYPART_GRANDPAR
(19,5),(5,7),0.0484884 # DEPENDENCYPART_GRANDPAR
(19,5),(5,8),0.27595 # DEPENDENCYPART_GRANDPAR
(19,5),(5,9),-0.19612 # DEPENDENCYPART_GRANDPAR
(19,5),(5,10),0.178948 # DEPENDENCYPART_GRANDPAR
(19,5),(5,11),0.358497 # DEPENDENCYPART_GRANDPAR
(19,5),(5,12),0.133043 # DEPENDENCYPART_GRANDPAR
(19,5),(5,14),0.369498 # DEPENDENCYPART_GRANDPAR
(19,5),(5,15),0.349041 # DEPENDENCYPART_GRANDPAR
(19,5),(5,16),0.713004 # DEPENDENCYPART_GRANDPAR
(19,5),(5,18),0.802476 # DEPENDENCYPART_GRANDPAR
(19,5),(5,19),-1.09959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,5),(5,20),-0.293891 # DEPENDENCYPART_GRANDPAR
(19,5),(5,22),-0.222939 # DEPENDENCYPART_GRANDPAR
(19,5),(5,25),-0.982124 # DEPENDENCYPART_GRANDPAR
(19,5),(5,26),-1.23215 # DEPENDENCYPART_GRANDPAR
(19,6),(6,3),0.228219 # DEPENDENCYPART_GRANDPAR
(19,6),(6,7),-0.205385 # DEPENDENCYPART_GRANDPAR
(19,6),(6,8),0.023796 # DEPENDENCYPART_GRANDPAR
(19,6),(6,9),-0.449259 # DEPENDENCYPART_GRANDPAR
(19,6),(6,10),-0.0762078 # DEPENDENCYPART_GRANDPAR
(19,6),(6,11),0.101951 # DEPENDENCYPART_GRANDPAR
(19,6),(6,14),0.104402 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),0.320041 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),0.181588 # DEPENDENCYPART_GRANDPAR
(19,7),(7,9),-0.0684981 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),0.258957 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),0.207743 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),0.292113 # DEPENDENCYPART_GRANDPAR
(19,7),(7,18),0.745549 # DEPENDENCYPART_GRANDPAR
(19,7),(7,26),-1.30639 # DEPENDENCYPART_GRANDPAR
(19,8),(8,1),0.796369 # DEPENDENCYPART_GRANDPAR
(19,8),(8,2),0.356391 # DEPENDENCYPART_GRANDPAR
(19,8),(8,3),0.254097 # DEPENDENCYPART_GRANDPAR
(19,8),(8,4),-0.21415 # DEPENDENCYPART_GRANDPAR
(19,8),(8,5),0.305797 # DEPENDENCYPART_GRANDPAR
(19,8),(8,6),-0.428416 # DEPENDENCYPART_GRANDPAR
(19,8),(8,7),-0.0854798 # DEPENDENCYPART_GRANDPAR
(19,8),(8,9),-0.0606794 # DEPENDENCYPART_GRANDPAR
(19,8),(8,10),0.0859306 # DEPENDENCYPART_GRANDPAR
(19,8),(8,11),0.260061 # DEPENDENCYPART_GRANDPAR
(19,8),(8,12),0.211981 # DEPENDENCYPART_GRANDPAR
(19,8),(8,14),0.282721 # DEPENDENCYPART_GRANDPAR
(19,8),(8,15),0.30839 # DEPENDENCYPART_GRANDPAR
(19,8),(8,17),0.267775 # DEPENDENCYPART_GRANDPAR
(19,8),(8,18),0.761826 # DEPENDENCYPART_GRANDPAR
(19,8),(8,19),-1.21647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,8),(8,26),-1.30067 # DEPENDENCYPART_GRANDPAR
(19,9),(9,10),-0.396046 # DEPENDENCYPART_GRANDPAR
(19,9),(9,11),-0.218249 # DEPENDENCYPART_GRANDPAR
(19,9),(9,12),-0.459095 # DEPENDENCYPART_GRANDPAR
(19,9),(9,13),-0.472885 # DEPENDENCYPART_GRANDPAR
(19,9),(9,14),-0.20838 # DEPENDENCYPART_GRANDPAR
(19,9),(9,15),-0.318022 # DEPENDENCYPART_GRANDPAR
(19,9),(9,16),0.0693394 # DEPENDENCYPART_GRANDPAR
(19,9),(9,19),-1.18281 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,9),(9,25),-1.01046 # DEPENDENCYPART_GRANDPAR
(19,10),(10,11),0.258957 # DEPENDENCYPART_GRANDPAR
(19,10),(10,12),0.207723 # DEPENDENCYPART_GRANDPAR
(19,10),(10,14),0.281617 # DEPENDENCYPART_GRANDPAR
(19,10),(10,18),0.745549 # DEPENDENCYPART_GRANDPAR
(19,11),(11,1),0.831158 # DEPENDENCYPART_GRANDPAR
(19,11),(11,2),0.370906 # DEPENDENCYPART_GRANDPAR
(19,11),(11,3),0.268612 # DEPENDENCYPART_GRANDPAR
(19,11),(11,4),-0.196311 # DEPENDENCYPART_GRANDPAR
(19,11),(11,5),0.323251 # DEPENDENCYPART_GRANDPAR
(19,11),(11,7),-0.0666868 # DEPENDENCYPART_GRANDPAR
(19,11),(11,8),0.146903 # DEPENDENCYPART_GRANDPAR
(19,11),(11,9),-0.395942 # DEPENDENCYPART_GRANDPAR
(19,11),(11,10),0.0625002 # DEPENDENCYPART_GRANDPAR
(19,11),(11,12),0.200581 # DEPENDENCYPART_GRANDPAR
(19,11),(11,13),0.0510691 # DEPENDENCYPART_GRANDPAR
(19,11),(11,14),0.287138 # DEPENDENCYPART_GRANDPAR
(19,11),(11,15),0.270475 # DEPENDENCYPART_GRANDPAR
(19,11),(11,16),0.519288 # DEPENDENCYPART_GRANDPAR
(19,11),(11,17),0.260819 # DEPENDENCYPART_GRANDPAR
(19,11),(11,18),0.723911 # DEPENDENCYPART_GRANDPAR
(19,11),(11,19),-1.22219 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,11),(11,20),-0.369676 # DEPENDENCYPART_GRANDPAR
(19,11),(11,21),-0.52222 # DEPENDENCYPART_GRANDPAR
(19,11),(11,22),-0.433474 # DEPENDENCYPART_GRANDPAR
(19,11),(11,24),-0.903782 # DEPENDENCYPART_GRANDPAR
(19,11),(11,26),-1.30639 # DEPENDENCYPART_GRANDPAR
(19,12),(12,13),-0.174372 # DEPENDENCYPART_GRANDPAR
(19,12),(12,14),0.104402 # DEPENDENCYPART_GRANDPAR
(19,12),(12,16),0.316065 # DEPENDENCYPART_GRANDPAR
(19,12),(12,17),0.177541 # DEPENDENCYPART_GRANDPAR
(19,12),(12,21),-0.467268 # DEPENDENCYPART_GRANDPAR
(19,13),(13,10),-0.0185649 # DEPENDENCYPART_GRANDPAR
(19,13),(13,11),0.14695 # DEPENDENCYPART_GRANDPAR
(19,13),(13,14),0.244714 # DEPENDENCYPART_GRANDPAR
(19,13),(13,15),0.283467 # DEPENDENCYPART_GRANDPAR
(19,13),(13,16),0.53148 # DEPENDENCYPART_GRANDPAR
(19,13),(13,17),0.255095 # DEPENDENCYPART_GRANDPAR
(19,13),(13,18),0.736903 # DEPENDENCYPART_GRANDPAR
(19,13),(13,26),-1.3064 # DEPENDENCYPART_GRANDPAR
(19,14),(14,5),0.286595 # DEPENDENCYPART_GRANDPAR
(19,14),(14,7),-0.11838 # DEPENDENCYPART_GRANDPAR
(19,14),(14,8),0.0952096 # DEPENDENCYPART_GRANDPAR
(19,14),(14,10),0.0108068 # DEPENDENCYPART_GRANDPAR
(19,14),(14,11),0.176321 # DEPENDENCYPART_GRANDPAR
(19,14),(14,12),-0.182554 # DEPENDENCYPART_GRANDPAR
(19,14),(14,13),-0.160389 # DEPENDENCYPART_GRANDPAR
(19,14),(14,15),0.212043 # DEPENDENCYPART_GRANDPAR
(19,14),(14,16),0.518 # DEPENDENCYPART_GRANDPAR
(19,14),(14,17),0.254496 # DEPENDENCYPART_GRANDPAR
(19,14),(14,18),0.665479 # DEPENDENCYPART_GRANDPAR
(19,14),(14,19),-1.22229 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,14),(14,20),-0.36978 # DEPENDENCYPART_GRANDPAR
(19,14),(14,24),-0.903896 # DEPENDENCYPART_GRANDPAR
(19,14),(14,26),-1.30649 # DEPENDENCYPART_GRANDPAR
(19,16),(16,8),0.268338 # DEPENDENCYPART_GRANDPAR
(19,16),(16,11),0.356843 # DEPENDENCYPART_GRANDPAR
(19,16),(16,13),0.182255 # DEPENDENCYPART_GRANDPAR
(19,16),(16,14),0.365944 # DEPENDENCYPART_GRANDPAR
(19,16),(16,15),0.138789 # DEPENDENCYPART_GRANDPAR
(19,16),(16,17),0.246292 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),0.473842 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.10102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,16),(16,20),-0.225709 # DEPENDENCYPART_GRANDPAR
(19,16),(16,21),-0.398338 # DEPENDENCYPART_GRANDPAR
(19,16),(16,22),-0.377877 # DEPENDENCYPART_GRANDPAR
(19,16),(16,23),-0.649179 # DEPENDENCYPART_GRANDPAR
(19,16),(16,24),-0.7799 # DEPENDENCYPART_GRANDPAR
(19,16),(16,25),-0.929835 # DEPENDENCYPART_GRANDPAR
(19,16),(16,26),-1.21214 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),0.354796 # DEPENDENCYPART_GRANDPAR
(19,17),(17,3),0.223077 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),0.198581 # DEPENDENCYPART_GRANDPAR
(19,17),(17,12),-0.0218877 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.0611335 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),0.367338 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.727956 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.1221 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.268632 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-0.427143 # DEPENDENCYPART_GRANDPAR
(19,17),(17,22),-0.378612 # DEPENDENCYPART_GRANDPAR
(19,17),(17,24),-0.808703 # DEPENDENCYPART_GRANDPAR
(19,17),(17,25),-0.942756 # DEPENDENCYPART_GRANDPAR
(19,20),(20,21),0.129166 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),0.0124965 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.102946 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.289085 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.338217 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),-1.02803 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.171464 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-0.0318208 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-0.248217 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.30024 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.02955 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.0407894 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.210217 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.614717 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),0.0658676 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.034134 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),0.217518 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.0197041 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.592718 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.082927 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.0370066 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.201675 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.57296 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.248122 # DEPENDENCYPART_GRANDPAR
(19,24),(24,20),0.301088 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.105011 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.0354471 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.113624 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.618302 # DEPENDENCYPART_GRANDPAR
(19,25),(25,1),-0.0628157 # DEPENDENCYPART_GRANDPAR
(19,25),(25,3),-0.379422 # DEPENDENCYPART_GRANDPAR
(19,25),(25,16),-0.0677224 # DEPENDENCYPART_GRANDPAR
(19,25),(25,17),-0.242554 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),0.370323 # DEPENDENCYPART_GRANDPAR
(19,25),(25,21),0.148247 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),0.0387232 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),-0.169997 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),-0.266254 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),-1.01059 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-0.762324 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-0.903442 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.753005 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.749166 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.190277 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.188503 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.00901693 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.0590127 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.940671 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),0.404474 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.331638 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.104008 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.328473 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.609364 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0982924 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.0137713 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),0.106794 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.753003 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.739841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.630288 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.0960441 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.35814 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.0674862 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-1.59807 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-0.794124 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.937504 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.769179 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.732149 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.654324 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.0423025 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.276885 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.135276 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.214515 # DEPENDENCYPART_GRANDPAR
(21,5),(5,1),-0.295865 # DEPENDENCYPART_GRANDPAR
(21,5),(5,2),-0.639409 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.597203 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.412103 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.191003 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.187959 # DEPENDENCYPART_GRANDPAR
(21,5),(5,8),-0.179531 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.350697 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.208334 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.215614 # DEPENDENCYPART_GRANDPAR
(21,5),(5,12),-0.208962 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.24892 # DEPENDENCYPART_GRANDPAR
(21,5),(5,15),-0.434497 # DEPENDENCYPART_GRANDPAR
(21,5),(5,16),-0.325181 # DEPENDENCYPART_GRANDPAR
(21,5),(5,18),-0.463331 # DEPENDENCYPART_GRANDPAR
(21,5),(5,19),-0.121662 # DEPENDENCYPART_GRANDPAR
(21,5),(5,20),-0.172432 # DEPENDENCYPART_GRANDPAR
(21,5),(5,22),-0.397173 # DEPENDENCYPART_GRANDPAR
(21,5),(5,25),-0.670215 # DEPENDENCYPART_GRANDPAR
(21,5),(5,26),-0.989294 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.0507337 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.0896918 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.0774496 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.14561 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.255415 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.494903 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.544591 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.17635 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.238005 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.12676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.437624 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.345065 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.736972 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.605801 # DEPENDENCYPART_GRANDPAR
(21,16),(16,26),-0.972139 # DEPENDENCYPART_GRANDPAR
(21,17),(17,2),-0.357706 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.322764 # DEPENDENCYPART_GRANDPAR
(21,17),(17,5),-0.426842 # DEPENDENCYPART_GRANDPAR
(21,17),(17,12),-0.166762 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.0763262 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.362371 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.438869 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.221441 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.163353 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.12452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.42485 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.734721 # DEPENDENCYPART_GRANDPAR
(21,17),(17,25),-0.588883 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.12286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.435303 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.341157 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.733063 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.603963 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.970538 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.697749 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.778215 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),0.357466 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.0703869 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0852134 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.781843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.0593831 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.104991 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.00838313 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.956912 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.65891 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.761177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0572533 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0439164 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0329403 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-0.970411 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-1.17715 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-0.87948 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-0.970411 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.701206 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.769437 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.00408755 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.0590699 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.403337 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.453057 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.319676 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.37208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),0.181898 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-0.0606045 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),0.307945 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-1.04542 # DEPENDENCYPART_GRANDPAR
(22,21),(21,5),-0.77167 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.484395 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.647327 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.496448 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.32037 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),0.214771 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.0277206 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),0.367789 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.05749 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.687608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.695182 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),1.35073 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-1.3249 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.04519 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.05749 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.686959 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),1.16685 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),1.21316 # DEPENDENCYPART_GRANDPAR
(22,25),(25,1),-2.03581 # DEPENDENCYPART_GRANDPAR
(22,25),(25,3),-1.75353 # DEPENDENCYPART_GRANDPAR
(22,25),(25,16),-1.20106 # DEPENDENCYPART_GRANDPAR
(22,25),(25,17),-1.44152 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-1.20354 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.17412 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.768567 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,23),0.646785 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.539718 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.551267 # DEPENDENCYPART_GRANDPAR
(23,21),(21,5),-0.788953 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.64299 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.471678 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),-0.597361 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.49002 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.50782 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,21),(21,24),-0.635743 # DEPENDENCYPART_GRANDPAR
(23,21),(21,25),-0.53686 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.550744 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.418638 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.53722 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.665151 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.653404 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.32486 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.11717 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.10455 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.852857 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.12164 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.0209221 # DEPENDENCYPART_GRANDPAR
(23,25),(25,1),-1.37161 # DEPENDENCYPART_GRANDPAR
(23,25),(25,3),-1.49826 # DEPENDENCYPART_GRANDPAR
(23,25),(25,16),-1.16126 # DEPENDENCYPART_GRANDPAR
