# _root_ Dataproducts , which had been seeking a buyer for several months , announced a restructuring plan in September and took itself off the auction block .
#goldHeads=13,1,4,1,4,5,8,6,6,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
#predictedHeads=13,1,4,1,4,5,8,6,8,11,9,1,0,16,16,13,13,17,13,19,20,20,25,25,22,13,
(13,5),(5,10),-0.423531 # DEPENDENCYPART_GRANDPAR
(13,5),(5,11),0.136464 # DEPENDENCYPART_GRANDPAR
(13,5),(5,12),0.422225 # DEPENDENCYPART_GRANDPAR
(13,5),(5,13),-0.982711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,5),(5,16),-0.199694 # DEPENDENCYPART_GRANDPAR
(13,5),(5,17),-0.247545 # DEPENDENCYPART_GRANDPAR
(13,5),(5,19),-0.330052 # DEPENDENCYPART_GRANDPAR
(13,5),(5,20),0.331636 # DEPENDENCYPART_GRANDPAR
(13,5),(5,22),-0.312848 # DEPENDENCYPART_GRANDPAR
(13,5),(5,26),-1.23631 # DEPENDENCYPART_GRANDPAR
(13,6),(6,1),0.506958 # DEPENDENCYPART_GRANDPAR
(13,6),(6,2),0.428754 # DEPENDENCYPART_GRANDPAR
(13,6),(6,3),-0.572159 # DEPENDENCYPART_GRANDPAR
(13,6),(6,4),0.321609 # DEPENDENCYPART_GRANDPAR
(13,6),(6,5),0.0146427 # DEPENDENCYPART_GRANDPAR
(13,6),(6,7),-0.32767 # DEPENDENCYPART_GRANDPAR
(13,6),(6,8),0.108749 # DEPENDENCYPART_GRANDPAR
(13,6),(6,9),-0.164441 # DEPENDENCYPART_GRANDPAR
(13,6),(6,10),-0.320011 # DEPENDENCYPART_GRANDPAR
(13,6),(6,11),0.233136 # DEPENDENCYPART_GRANDPAR
(13,6),(6,12),0.449219 # DEPENDENCYPART_GRANDPAR
(13,6),(6,13),-1.02903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,6),(6,15),-0.375906 # DEPENDENCYPART_GRANDPAR
(13,6),(6,16),-0.280663 # DEPENDENCYPART_GRANDPAR
(13,6),(6,17),-0.244774 # DEPENDENCYPART_GRANDPAR
(13,6),(6,18),-0.464219 # DEPENDENCYPART_GRANDPAR
(13,6),(6,19),-0.385712 # DEPENDENCYPART_GRANDPAR
(13,6),(6,20),0.285315 # DEPENDENCYPART_GRANDPAR
(13,6),(6,21),-0.727005 # DEPENDENCYPART_GRANDPAR
(13,6),(6,22),-0.278811 # DEPENDENCYPART_GRANDPAR
(13,6),(6,25),-1.02587 # DEPENDENCYPART_GRANDPAR
(13,8),(8,3),-0.67279 # DEPENDENCYPART_GRANDPAR
(13,8),(8,4),0.248411 # DEPENDENCYPART_GRANDPAR
(13,8),(8,5),-0.131007 # DEPENDENCYPART_GRANDPAR
(13,8),(8,6),-0.0298976 # DEPENDENCYPART_GRANDPAR
(13,8),(8,7),-0.16954 # DEPENDENCYPART_GRANDPAR
(13,8),(8,9),-0.049518 # DEPENDENCYPART_GRANDPAR
(13,8),(8,10),-0.112653 # DEPENDENCYPART_GRANDPAR
(13,8),(8,11),0.10922 # DEPENDENCYPART_GRANDPAR
(13,8),(8,12),0.77613 # DEPENDENCYPART_GRANDPAR
(13,8),(8,13),-1.09622 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,8),(8,16),-0.365085 # DEPENDENCYPART_GRANDPAR
(13,8),(8,17),-0.187083 # DEPENDENCYPART_GRANDPAR
(13,8),(8,19),-0.49997 # DEPENDENCYPART_GRANDPAR
(13,8),(8,20),0.217508 # DEPENDENCYPART_GRANDPAR
(13,8),(8,22),-0.21154 # DEPENDENCYPART_GRANDPAR
(13,8),(8,26),-1.33867 # DEPENDENCYPART_GRANDPAR
(13,9),(9,3),-0.914863 # DEPENDENCYPART_GRANDPAR
(13,9),(9,8),0.14785 # DEPENDENCYPART_GRANDPAR
(13,9),(9,10),-0.425568 # DEPENDENCYPART_GRANDPAR
(13,9),(9,11),0.336124 # DEPENDENCYPART_GRANDPAR
(13,9),(9,12),0.357423 # DEPENDENCYPART_GRANDPAR
(13,9),(9,13),-1.16178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,9),(9,16),-0.396034 # DEPENDENCYPART_GRANDPAR
(13,9),(9,19),-0.480825 # DEPENDENCYPART_GRANDPAR
(13,10),(10,12),0.631183 # DEPENDENCYPART_GRANDPAR
(13,10),(10,13),-1.02666 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,1),0.43392 # DEPENDENCYPART_GRANDPAR
(13,11),(11,3),-0.716269 # DEPENDENCYPART_GRANDPAR
(13,11),(11,6),-0.10865 # DEPENDENCYPART_GRANDPAR
(13,11),(11,7),-0.314393 # DEPENDENCYPART_GRANDPAR
(13,11),(11,8),0.0323028 # DEPENDENCYPART_GRANDPAR
(13,11),(11,9),-0.276271 # DEPENDENCYPART_GRANDPAR
(13,11),(11,10),-0.175367 # DEPENDENCYPART_GRANDPAR
(13,11),(11,12),0.7053 # DEPENDENCYPART_GRANDPAR
(13,11),(11,13),-1.0716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,11),(11,16),-0.242489 # DEPENDENCYPART_GRANDPAR
(13,11),(11,17),-0.179136 # DEPENDENCYPART_GRANDPAR
(13,11),(11,18),-0.507638 # DEPENDENCYPART_GRANDPAR
(13,14),(14,15),0.158975 # DEPENDENCYPART_GRANDPAR
(13,15),(15,14),0.484952 # DEPENDENCYPART_GRANDPAR
(13,15),(15,17),-0.102169 # DEPENDENCYPART_GRANDPAR
(13,15),(15,18),0.165271 # DEPENDENCYPART_GRANDPAR
(13,15),(15,20),0.704945 # DEPENDENCYPART_GRANDPAR
(13,16),(16,3),-0.746565 # DEPENDENCYPART_GRANDPAR
(13,16),(16,4),-0.207791 # DEPENDENCYPART_GRANDPAR
(13,16),(16,5),-0.594097 # DEPENDENCYPART_GRANDPAR
(13,16),(16,6),-0.487845 # DEPENDENCYPART_GRANDPAR
(13,16),(16,7),-0.940483 # DEPENDENCYPART_GRANDPAR
(13,16),(16,8),-0.443609 # DEPENDENCYPART_GRANDPAR
(13,16),(16,9),-0.20123 # DEPENDENCYPART_GRANDPAR
(13,16),(16,10),-0.779721 # DEPENDENCYPART_GRANDPAR
(13,16),(16,11),-0.367755 # DEPENDENCYPART_GRANDPAR
(13,16),(16,12),-0.193944 # DEPENDENCYPART_GRANDPAR
(13,16),(16,13),-0.367864 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(13,16),(16,14),0.463288 # DEPENDENCYPART_GRANDPAR
(13,16),(16,15),0.15505 # DEPENDENCYPART_GRANDPAR
(13,16),(16,17),-0.0924369 # DEPENDENCYPART_GRANDPAR
(13,16),(16,18),0.157719 # DEPENDENCYPART_GRANDPAR
(13,16),(16,19),-0.240994 # DEPENDENCYPART_GRANDPAR
(13,16),(16,20),0.697439 # DEPENDENCYPART_GRANDPAR
(13,16),(16,21),-0.279153 # DEPENDENCYPART_GRANDPAR
(13,16),(16,22),-0.230201 # DEPENDENCYPART_GRANDPAR
(13,16),(16,25),-0.602513 # DEPENDENCYPART_GRANDPAR
(13,17),(17,16),0.309488 # DEPENDENCYPART_GRANDPAR
(13,17),(17,18),0.594534 # DEPENDENCYPART_GRANDPAR
(13,17),(17,19),-0.199056 # DEPENDENCYPART_GRANDPAR
(13,17),(17,20),0.639818 # DEPENDENCYPART_GRANDPAR
(13,17),(17,21),-0.205438 # DEPENDENCYPART_GRANDPAR
(13,17),(17,25),-0.459685 # DEPENDENCYPART_GRANDPAR
(13,18),(18,16),0.322799 # DEPENDENCYPART_GRANDPAR
(13,18),(18,19),-0.154087 # DEPENDENCYPART_GRANDPAR
(13,18),(18,20),0.733851 # DEPENDENCYPART_GRANDPAR
(13,18),(18,21),-0.295503 # DEPENDENCYPART_GRANDPAR
(13,18),(18,22),-0.178653 # DEPENDENCYPART_GRANDPAR
(13,18),(18,25),-0.668242 # DEPENDENCYPART_GRANDPAR
(13,19),(19,1),-0.0216524 # DEPENDENCYPART_GRANDPAR
(13,19),(19,17),-0.406907 # DEPENDENCYPART_GRANDPAR
(13,19),(19,18),-0.312993 # DEPENDENCYPART_GRANDPAR
(13,19),(19,20),1.73817 # DEPENDENCYPART_GRANDPAR
(13,19),(19,21),-0.173347 # DEPENDENCYPART_GRANDPAR
(13,19),(19,22),-0.0194016 # DEPENDENCYPART_GRANDPAR
(13,19),(19,25),-0.794824 # DEPENDENCYPART_GRANDPAR
(13,20),(20,1),-0.0929637 # DEPENDENCYPART_GRANDPAR
(13,20),(20,3),-0.625182 # DEPENDENCYPART_GRANDPAR
(13,20),(20,4),-0.132363 # DEPENDENCYPART_GRANDPAR
(13,20),(20,5),-0.510599 # DEPENDENCYPART_GRANDPAR
(13,20),(20,6),-0.456019 # DEPENDENCYPART_GRANDPAR
(13,20),(20,8),-0.278101 # DEPENDENCYPART_GRANDPAR
(13,20),(20,9),-0.394381 # DEPENDENCYPART_GRANDPAR
(13,20),(20,16),0.168569 # DEPENDENCYPART_GRANDPAR
(13,20),(20,17),0.00915104 # DEPENDENCYPART_GRANDPAR
(13,20),(20,18),0.082647 # DEPENDENCYPART_GRANDPAR
(13,20),(20,21),-0.037223 # DEPENDENCYPART_GRANDPAR
(13,20),(20,22),0.0805526 # DEPENDENCYPART_GRANDPAR
(13,20),(20,23),-0.581507 # DEPENDENCYPART_GRANDPAR
(13,20),(20,24),-0.371942 # DEPENDENCYPART_GRANDPAR
(13,20),(20,25),-0.321566 # DEPENDENCYPART_GRANDPAR
(13,20),(20,26),-1.13763 # DEPENDENCYPART_GRANDPAR
(13,21),(21,22),-0.290502 # DEPENDENCYPART_GRANDPAR
(13,21),(21,25),-0.764865 # DEPENDENCYPART_GRANDPAR
(13,22),(22,21),-0.362595 # DEPENDENCYPART_GRANDPAR
(13,22),(22,23),-0.605106 # DEPENDENCYPART_GRANDPAR
(13,22),(22,24),-0.335802 # DEPENDENCYPART_GRANDPAR
(13,22),(22,25),-0.318216 # DEPENDENCYPART_GRANDPAR
(13,25),(25,18),0.127841 # DEPENDENCYPART_GRANDPAR
(13,25),(25,21),-0.289277 # DEPENDENCYPART_GRANDPAR
(13,25),(25,22),-0.086684 # DEPENDENCYPART_GRANDPAR
(13,25),(25,23),-0.608887 # DEPENDENCYPART_GRANDPAR
(13,25),(25,24),-0.568276 # DEPENDENCYPART_GRANDPAR
(14,15),(15,14),-0.989799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,17),-0.34532 # DEPENDENCYPART_GRANDPAR
(14,15),(15,18),-0.115035 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.558071 # DEPENDENCYPART_GRANDPAR
(15,14),(14,15),-1.71185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),0.181813 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.308091 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.363296 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.589912 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.578233 # DEPENDENCYPART_GRANDPAR
(15,17),(17,25),-0.74652 # DEPENDENCYPART_GRANDPAR
(15,18),(18,16),0.0399585 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.341084 # DEPENDENCYPART_GRANDPAR
(15,18),(18,20),-0.472032 # DEPENDENCYPART_GRANDPAR
(15,18),(18,21),-0.570281 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.612498 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.810348 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-1.58068 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.756672 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.28729 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.889764 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-1.16607 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-1.09725 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.47929 # DEPENDENCYPART_GRANDPAR
(15,20),(20,16),0.106578 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),0.0930806 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.301866 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.459154 # DEPENDENCYPART_GRANDPAR
(15,20),(20,22),-0.453733 # DEPENDENCYPART_GRANDPAR
(15,20),(20,23),-0.935113 # DEPENDENCYPART_GRANDPAR
(15,20),(20,24),-0.62038 # DEPENDENCYPART_GRANDPAR
(15,20),(20,25),-0.599239 # DEPENDENCYPART_GRANDPAR
(15,20),(20,26),-1.22762 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),-0.564906 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),-0.83367 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),-0.523127 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.147788 # DEPENDENCYPART_GRANDPAR
(16,4),(4,1),-0.497042 # DEPENDENCYPART_GRANDPAR
(16,4),(4,2),-0.916834 # DEPENDENCYPART_GRANDPAR
(16,4),(4,3),-0.353356 # DEPENDENCYPART_GRANDPAR
(16,4),(4,5),-0.000925772 # DEPENDENCYPART_GRANDPAR
(16,4),(4,6),-0.33128 # DEPENDENCYPART_GRANDPAR
(16,4),(4,8),-0.0822441 # DEPENDENCYPART_GRANDPAR
(16,4),(4,9),-0.215863 # DEPENDENCYPART_GRANDPAR
(16,4),(4,11),-0.327582 # DEPENDENCYPART_GRANDPAR
(16,4),(4,12),-0.577802 # DEPENDENCYPART_GRANDPAR
(16,4),(4,13),-0.0468304 # DEPENDENCYPART_GRANDPAR
(16,4),(4,17),-0.561958 # DEPENDENCYPART_GRANDPAR
(16,4),(4,19),-0.379804 # DEPENDENCYPART_GRANDPAR
(16,4),(4,26),-1.10168 # DEPENDENCYPART_GRANDPAR
(16,5),(5,1),-0.471901 # DEPENDENCYPART_GRANDPAR
(16,5),(5,2),-0.900843 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.265697 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.534733 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),-0.401346 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.141787 # DEPENDENCYPART_GRANDPAR
(16,5),(5,9),-0.41226 # DEPENDENCYPART_GRANDPAR
(16,5),(5,10),-0.11655 # DEPENDENCYPART_GRANDPAR
(16,5),(5,11),-0.365204 # DEPENDENCYPART_GRANDPAR
(16,5),(5,12),-0.641475 # DEPENDENCYPART_GRANDPAR
(16,5),(5,13),-0.0708967 # DEPENDENCYPART_GRANDPAR
(16,5),(5,16),-1.17894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,5),(5,17),-0.635944 # DEPENDENCYPART_GRANDPAR
(16,5),(5,19),-0.447643 # DEPENDENCYPART_GRANDPAR
(16,5),(5,20),-0.765482 # DEPENDENCYPART_GRANDPAR
(16,5),(5,22),-1.0374 # DEPENDENCYPART_GRANDPAR
(16,5),(5,26),-1.22438 # DEPENDENCYPART_GRANDPAR
(16,6),(6,1),-0.500027 # DEPENDENCYPART_GRANDPAR
(16,6),(6,2),-0.819059 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.261895 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),-0.53457 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.145431 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.761253 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.23908 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),-0.487273 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.1666 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.427991 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.744359 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.153499 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.0736477 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-1.2557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.650519 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.73528 # DEPENDENCYPART_GRANDPAR
(16,6),(6,19),-0.510747 # DEPENDENCYPART_GRANDPAR
(16,6),(6,20),-0.802865 # DEPENDENCYPART_GRANDPAR
(16,6),(6,21),-0.88642 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-1.02146 # DEPENDENCYPART_GRANDPAR
(16,6),(6,25),-1.01982 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),-0.500902 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.268935 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.469561 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.11875 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.331306 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.880925 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),-0.365738 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.0160932 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),-0.391864 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.690332 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.0292235 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.30644 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.61079 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.583569 # DEPENDENCYPART_GRANDPAR
(16,8),(8,20),-0.834904 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.972439 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-1.28013 # DEPENDENCYPART_GRANDPAR
(16,9),(9,3),-0.44494 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.00790845 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.169312 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.273031 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.599637 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0654421 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.24214 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,19),-0.465186 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.579748 # DEPENDENCYPART_GRANDPAR
(16,10),(10,13),-0.00394927 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.607687 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.307674 # DEPENDENCYPART_GRANDPAR
(16,11),(11,6),-0.379783 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.815873 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.189697 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),-0.349209 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.038719 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),-0.744001 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),0.0127258 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.20216 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.534444 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.726885 # DEPENDENCYPART_GRANDPAR
(16,13),(13,1),-0.456751 # DEPENDENCYPART_GRANDPAR
(16,13),(13,2),-0.854958 # DEPENDENCYPART_GRANDPAR
(16,13),(13,3),-0.310793 # DEPENDENCYPART_GRANDPAR
(16,13),(13,4),-0.539573 # DEPENDENCYPART_GRANDPAR
(16,13),(13,5),-0.111645 # DEPENDENCYPART_GRANDPAR
(16,13),(13,6),-0.330449 # DEPENDENCYPART_GRANDPAR
(16,13),(13,8),-0.0328546 # DEPENDENCYPART_GRANDPAR
(16,13),(13,9),-0.172985 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),-0.0612161 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),-0.32357 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.640955 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.11617 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.146616 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-1.11024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,13),(13,17),-0.542731 # DEPENDENCYPART_GRANDPAR
(16,13),(13,18),-0.66674 # DEPENDENCYPART_GRANDPAR
(16,13),(13,19),-0.380084 # DEPENDENCYPART_GRANDPAR
(16,13),(13,20),-0.740968 # DEPENDENCYPART_GRANDPAR
(16,13),(13,21),-0.827233 # DEPENDENCYPART_GRANDPAR
(16,13),(13,22),-0.930674 # DEPENDENCYPART_GRANDPAR
(16,13),(13,25),-0.874333 # DEPENDENCYPART_GRANDPAR
(16,13),(13,26),-1.10719 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.0289202 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),-0.214302 # DEPENDENCYPART_GRANDPAR
(16,15),(15,17),-0.610954 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.824262 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),-0.834916 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.502759 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),-0.118299 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.00160813 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.402643 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.366927 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.333423 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.655485 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),0.0171147 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.300623 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.362836 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.28695 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.417618 # DEPENDENCYPART_GRANDPAR
(16,19),(19,1),-1.02433 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),-0.13325 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),-0.384098 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),-0.608209 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.385193 # DEPENDENCYPART_GRANDPAR
(16,19),(19,22),-0.428821 # DEPENDENCYPART_GRANDPAR
(16,19),(19,25),0.0147703 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-1.1524 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.515015 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.995092 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.607183 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-0.877617 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.715875 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-1.05117 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.532883 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.385121 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),-0.0855779 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.280606 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.169259 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.761705 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.578959 # DEPENDENCYPART_GRANDPAR
(16,20),(20,25),-0.243138 # DEPENDENCYPART_GRANDPAR
(16,20),(20,26),-0.980063 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),-0.280151 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.342142 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),-0.45382 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.696788 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.570028 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.240268 # DEPENDENCYPART_GRANDPAR
(16,25),(25,18),-0.153605 # DEPENDENCYPART_GRANDPAR
(16,25),(25,21),-0.342205 # DEPENDENCYPART_GRANDPAR
(16,25),(25,22),-0.225968 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.540374 # DEPENDENCYPART_GRANDPAR
(16,25),(25,24),-0.579724 # DEPENDENCYPART_GRANDPAR
(17,16),(16,3),0.0306873 # DEPENDENCYPART_GRANDPAR
(17,16),(16,4),-0.31725 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.336525 # DEPENDENCYPART_GRANDPAR
(17,16),(16,6),-0.144342 # DEPENDENCYPART_GRANDPAR
(17,16),(16,7),-0.159004 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.538577 # DEPENDENCYPART_GRANDPAR
(17,16),(16,9),-0.308381 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.172429 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.459123 # DEPENDENCYPART_GRANDPAR
(17,16),(16,12),-0.87026 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.298178 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.0559897 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.410111 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.86439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.250555 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.53974 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.981445 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-1.35638 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.17497 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-1.32682 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.981221 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.905566 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),-0.454372 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.705776 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.650231 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.572255 # DEPENDENCYPART_GRANDPAR
(17,19),(19,1),-1.15071 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-1.52638 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.18682 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),-0.695777 # DEPENDENCYPART_GRANDPAR
(17,19),(19,21),-0.769858 # DEPENDENCYPART_GRANDPAR
(17,19),(19,22),-0.202242 # DEPENDENCYPART_GRANDPAR
(17,19),(19,25),-0.68432 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.28095 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-0.559206 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-0.816121 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-0.943604 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-0.86699 # DEPENDENCYPART_GRANDPAR
