# _root_ `` Spain is down 10 % and suspended , Sweden 's down 8 % , Norway 11 % .
#goldHeads=3,3,0,3,6,4,4,7,3,11,3,11,14,12,11,11,18,11,3,
#predictedHeads=3,3,0,3,6,4,3,7,11,11,7,11,14,12,14,18,18,14,3,
(14,12),(12,17),-0.644499 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.967342 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-1.08144 # DEPENDENCYPART_GRANDPAR
(14,13),(13,3),-0.501793 # DEPENDENCYPART_GRANDPAR
(14,13),(13,7),-0.75831 # DEPENDENCYPART_GRANDPAR
(14,13),(13,8),-0.419269 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.584709 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),-0.48365 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.60309 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,16),-0.484717 # DEPENDENCYPART_GRANDPAR
(14,13),(13,18),-0.940843 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.404681 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),0.0252323 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.463939 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.630033 # DEPENDENCYPART_GRANDPAR
(14,17),(17,13),-0.241798 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),-0.0332119 # DEPENDENCYPART_GRANDPAR
(14,18),(18,1),-1.2608 # DEPENDENCYPART_GRANDPAR
(14,18),(18,4),-1.35424 # DEPENDENCYPART_GRANDPAR
(14,18),(18,5),-1.33847 # DEPENDENCYPART_GRANDPAR
(14,18),(18,6),-1.26348 # DEPENDENCYPART_GRANDPAR
(14,18),(18,8),-0.965816 # DEPENDENCYPART_GRANDPAR
(14,18),(18,10),-1.21649 # DEPENDENCYPART_GRANDPAR
(14,18),(18,12),-0.915643 # DEPENDENCYPART_GRANDPAR
(14,18),(18,13),-0.342424 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.699966 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,15),-0.422788 # DEPENDENCYPART_GRANDPAR
(14,18),(18,16),-0.144278 # DEPENDENCYPART_GRANDPAR
(14,18),(18,17),0.159577 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.451466 # DEPENDENCYPART_GRANDPAR
(16,17),(17,13),-0.939437 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-1.13325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,1),-1.06235 # DEPENDENCYPART_GRANDPAR
(16,18),(18,4),-0.901996 # DEPENDENCYPART_GRANDPAR
(16,18),(18,5),-1.19002 # DEPENDENCYPART_GRANDPAR
(16,18),(18,6),-1.21767 # DEPENDENCYPART_GRANDPAR
(16,18),(18,8),-0.892085 # DEPENDENCYPART_GRANDPAR
(16,18),(18,10),-1.15937 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.804562 # DEPENDENCYPART_GRANDPAR
(16,18),(18,13),-0.977708 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-1.03586 # DEPENDENCYPART_GRANDPAR
(16,18),(18,15),-0.911516 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-1.08321 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,17),0.0112196 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.233871 # DEPENDENCYPART_GRANDPAR
(17,13),(13,3),-0.322329 # DEPENDENCYPART_GRANDPAR
(17,13),(13,7),-0.209758 # DEPENDENCYPART_GRANDPAR
(17,13),(13,8),-0.323833 # DEPENDENCYPART_GRANDPAR
(17,13),(13,10),-0.366971 # DEPENDENCYPART_GRANDPAR
(17,13),(13,12),-0.403025 # DEPENDENCYPART_GRANDPAR
(17,13),(13,14),-0.302771 # DEPENDENCYPART_GRANDPAR
(17,13),(13,16),-0.377484 # DEPENDENCYPART_GRANDPAR
(17,13),(13,18),-0.619082 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.348061 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.80173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.672978 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-1.27219 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-1.00985 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.569434 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),-0.753933 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.849241 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.461569 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.875983 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.571771 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.570273 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.329742 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.6141 # DEPENDENCYPART_GRANDPAR
(18,4),(4,10),-0.814585 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.0600671 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),-0.856838 # DEPENDENCYPART_GRANDPAR
(18,4),(4,13),-0.32325 # DEPENDENCYPART_GRANDPAR
(18,4),(4,14),-0.309859 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.287323 # DEPENDENCYPART_GRANDPAR
(18,4),(4,17),-0.0856937 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.77165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.873706 # DEPENDENCYPART_GRANDPAR
(18,5),(5,1),-0.864062 # DEPENDENCYPART_GRANDPAR
(18,5),(5,2),-0.9374 # DEPENDENCYPART_GRANDPAR
(18,5),(5,3),-0.563287 # DEPENDENCYPART_GRANDPAR
(18,5),(5,4),-1.26149 # DEPENDENCYPART_GRANDPAR
(18,5),(5,6),-0.399554 # DEPENDENCYPART_GRANDPAR
(18,5),(5,7),-0.463278 # DEPENDENCYPART_GRANDPAR
(18,5),(5,8),-0.448344 # DEPENDENCYPART_GRANDPAR
(18,5),(5,9),-0.626614 # DEPENDENCYPART_GRANDPAR
(18,5),(5,10),-0.84979 # DEPENDENCYPART_GRANDPAR
(18,5),(5,11),0.0110908 # DEPENDENCYPART_GRANDPAR
(18,6),(6,1),-0.596252 # DEPENDENCYPART_GRANDPAR
(18,6),(6,2),-0.864877 # DEPENDENCYPART_GRANDPAR
(18,6),(6,3),-0.344824 # DEPENDENCYPART_GRANDPAR
(18,6),(6,4),-1.08153 # DEPENDENCYPART_GRANDPAR
(18,6),(6,5),-0.946239 # DEPENDENCYPART_GRANDPAR
(18,6),(6,7),-0.439333 # DEPENDENCYPART_GRANDPAR
(18,6),(6,8),-0.366862 # DEPENDENCYPART_GRANDPAR
(18,6),(6,9),-0.706266 # DEPENDENCYPART_GRANDPAR
(18,6),(6,10),-0.955421 # DEPENDENCYPART_GRANDPAR
(18,6),(6,11),0.472011 # DEPENDENCYPART_GRANDPAR
(18,6),(6,12),-0.889659 # DEPENDENCYPART_GRANDPAR
(18,6),(6,14),-0.153625 # DEPENDENCYPART_GRANDPAR
(18,6),(6,15),-0.379488 # DEPENDENCYPART_GRANDPAR
(18,6),(6,16),-0.678561 # DEPENDENCYPART_GRANDPAR
(18,6),(6,18),-1.95124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,6),(6,19),-0.973015 # DEPENDENCYPART_GRANDPAR
(18,8),(8,1),-0.786284 # DEPENDENCYPART_GRANDPAR
(18,8),(8,2),-0.872101 # DEPENDENCYPART_GRANDPAR
(18,8),(8,3),-0.639799 # DEPENDENCYPART_GRANDPAR
(18,8),(8,4),-1.06019 # DEPENDENCYPART_GRANDPAR
(18,8),(8,5),-1.09602 # DEPENDENCYPART_GRANDPAR
(18,8),(8,6),-0.839403 # DEPENDENCYPART_GRANDPAR
(18,8),(8,7),-0.817373 # DEPENDENCYPART_GRANDPAR
(18,8),(8,9),-0.712491 # DEPENDENCYPART_GRANDPAR
(18,8),(8,10),-0.877708 # DEPENDENCYPART_GRANDPAR
(18,8),(8,11),-0.046152 # DEPENDENCYPART_GRANDPAR
(18,8),(8,12),-0.817568 # DEPENDENCYPART_GRANDPAR
(18,8),(8,14),-0.512184 # DEPENDENCYPART_GRANDPAR
(18,8),(8,15),-0.385713 # DEPENDENCYPART_GRANDPAR
(18,8),(8,16),-0.600849 # DEPENDENCYPART_GRANDPAR
(18,8),(8,18),-1.76658 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,8),(8,19),-0.911202 # DEPENDENCYPART_GRANDPAR
(18,10),(10,1),-0.821761 # DEPENDENCYPART_GRANDPAR
(18,10),(10,2),-0.88184 # DEPENDENCYPART_GRANDPAR
(18,10),(10,3),-0.530175 # DEPENDENCYPART_GRANDPAR
(18,10),(10,6),-0.841767 # DEPENDENCYPART_GRANDPAR
(18,10),(10,7),-0.890044 # DEPENDENCYPART_GRANDPAR
(18,10),(10,8),-0.563924 # DEPENDENCYPART_GRANDPAR
(18,10),(10,9),-0.552812 # DEPENDENCYPART_GRANDPAR
(18,10),(10,11),0.229189 # DEPENDENCYPART_GRANDPAR
(18,10),(10,12),-0.91043 # DEPENDENCYPART_GRANDPAR
(18,10),(10,13),-0.48142 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.647656 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.36115 # DEPENDENCYPART_GRANDPAR
(18,10),(10,16),-0.437001 # DEPENDENCYPART_GRANDPAR
(18,10),(10,19),-0.886776 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.32325 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.309859 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.287323 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),-0.537727 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.0856937 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.77165 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.873706 # DEPENDENCYPART_GRANDPAR
(18,13),(13,3),-0.598215 # DEPENDENCYPART_GRANDPAR
(18,13),(13,7),-0.851403 # DEPENDENCYPART_GRANDPAR
(18,13),(13,8),-0.510538 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.828607 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-1.06123 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.22055 # DEPENDENCYPART_GRANDPAR
(18,13),(13,16),-0.564595 # DEPENDENCYPART_GRANDPAR
(18,13),(13,18),-1.74515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,1),-0.596252 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-1.08153 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.946239 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.48224 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.359007 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.246682 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.272991 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.724625 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.136999 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.841957 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.237332 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.379488 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.678561 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),0.0283512 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.95124 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,19),-0.973015 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.223159 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.219741 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.81611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-0.886776 # DEPENDENCYPART_GRANDPAR
(18,17),(17,13),-0.162218 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.505197 # DEPENDENCYPART_GRANDPAR
