# _root_ Under the agreement , Intel will invest $ 3 million to acquire a 4 % stake in Alliant , a maker of minisupercomputers for scientists and engineers .
#goldHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
#predictedHeads=6,3,1,6,6,0,6,7,8,8,7,11,16,15,16,12,16,17,18,21,18,21,22,23,24,25,26,6,
(16,5),(5,3),0.0139824 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),-0.412817 # DEPENDENCYPART_GRANDPAR
(16,5),(5,7),0.0746588 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),0.0529817 # DEPENDENCYPART_GRANDPAR
(16,8),(8,1),-0.220137 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),0.0176692 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.523994 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.478835 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),-0.220032 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),0.0878419 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.299683 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),0.132939 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.590866 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),0.430805 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),0.290236 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.952444 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.785106 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-1.10129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),-0.570461 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.560913 # DEPENDENCYPART_GRANDPAR
(16,8),(8,19),-0.787577 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.441765 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),-0.888755 # DEPENDENCYPART_GRANDPAR
(16,8),(8,24),-0.757667 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.994776 # DEPENDENCYPART_GRANDPAR
(16,8),(8,28),-1.23774 # DEPENDENCYPART_GRANDPAR
(16,10),(10,1),-0.123965 # DEPENDENCYPART_GRANDPAR
(16,10),(10,4),-0.544853 # DEPENDENCYPART_GRANDPAR
(16,10),(10,5),-0.414419 # DEPENDENCYPART_GRANDPAR
(16,10),(10,9),0.0424246 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.33223 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),0.515062 # DEPENDENCYPART_GRANDPAR
(16,11),(11,1),-0.190152 # DEPENDENCYPART_GRANDPAR
(16,11),(11,4),-0.462559 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.362982 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),0.149234 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),-0.335036 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.266644 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.317898 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.472722 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-1.09982 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),-0.534417 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.417152 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.577768 # DEPENDENCYPART_GRANDPAR
(16,13),(13,17),-0.597592 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.437832 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),0.173949 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),1.02952 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-1.0901 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),-0.524651 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.501259 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.430891 # DEPENDENCYPART_GRANDPAR
(16,15),(15,8),0.25656 # DEPENDENCYPART_GRANDPAR
(16,15),(15,10),0.0253611 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),0.607944 # DEPENDENCYPART_GRANDPAR
(16,15),(15,14),1.10628 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.26799 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),-0.614767 # DEPENDENCYPART_GRANDPAR
(16,15),(15,18),-0.666204 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.886481 # DEPENDENCYPART_GRANDPAR
(16,15),(15,21),-0.608629 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.438852 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.298605 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.00305278 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.362711 # DEPENDENCYPART_GRANDPAR
(16,18),(18,16),-0.591786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,18),(18,19),-0.00932124 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.181926 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.0820357 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.146827 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.0468174 # DEPENDENCYPART_GRANDPAR
(16,18),(18,25),-0.199476 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.4893 # DEPENDENCYPART_GRANDPAR
(16,18),(18,28),-0.708155 # DEPENDENCYPART_GRANDPAR
(16,21),(21,13),-0.477534 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.00351626 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),-0.283961 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.508849 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.103436 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.0217489 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),0.0673785 # DEPENDENCYPART_GRANDPAR
(16,21),(21,25),-0.0806756 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.0617941 # DEPENDENCYPART_GRANDPAR
(16,21),(21,27),-0.436469 # DEPENDENCYPART_GRANDPAR
(16,21),(21,28),-0.670475 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.0605694 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.0213067 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),0.00120614 # DEPENDENCYPART_GRANDPAR
(16,22),(22,27),-0.364232 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.00183269 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.118096 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.195232 # DEPENDENCYPART_GRANDPAR
(16,23),(23,27),-0.471678 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.119507 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.38639 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.0665488 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.0877744 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.480511 # DEPENDENCYPART_GRANDPAR
(16,24),(24,27),-0.435275 # DEPENDENCYPART_GRANDPAR
(16,25),(25,23),-0.120306 # DEPENDENCYPART_GRANDPAR
(16,25),(25,26),-0.196707 # DEPENDENCYPART_GRANDPAR
(16,25),(25,27),-0.471404 # DEPENDENCYPART_GRANDPAR
(16,25),(25,28),-0.774446 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.326485 # DEPENDENCYPART_GRANDPAR
(17,16),(16,1),-0.458305 # DEPENDENCYPART_GRANDPAR
(17,16),(16,2),-0.631435 # DEPENDENCYPART_GRANDPAR
(17,16),(16,5),-0.608751 # DEPENDENCYPART_GRANDPAR
(17,16),(16,8),-0.832088 # DEPENDENCYPART_GRANDPAR
(17,16),(16,10),-0.696812 # DEPENDENCYPART_GRANDPAR
(17,16),(16,11),-0.0897279 # DEPENDENCYPART_GRANDPAR
(17,16),(16,13),-0.125843 # DEPENDENCYPART_GRANDPAR
(17,16),(16,14),-0.441536 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.502352 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.60754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.236032 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.548941 # DEPENDENCYPART_GRANDPAR
(17,16),(16,21),-0.755965 # DEPENDENCYPART_GRANDPAR
(17,16),(16,22),-1.03307 # DEPENDENCYPART_GRANDPAR
(17,16),(16,23),-1.12231 # DEPENDENCYPART_GRANDPAR
(17,16),(16,24),-0.953492 # DEPENDENCYPART_GRANDPAR
(17,16),(16,25),-1.21657 # DEPENDENCYPART_GRANDPAR
(17,16),(16,26),-0.711196 # DEPENDENCYPART_GRANDPAR
(17,16),(16,28),-1.53988 # DEPENDENCYPART_GRANDPAR
(17,18),(18,16),-0.992876 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.348525 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.210919 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.204101 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.434946 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),-0.413618 # DEPENDENCYPART_GRANDPAR
(17,18),(18,25),-0.529294 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),0.0287404 # DEPENDENCYPART_GRANDPAR
(17,18),(18,28),-0.972892 # DEPENDENCYPART_GRANDPAR
(17,21),(21,13),-1.3718 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.874109 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.380754 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),-0.448013 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),-0.0765472 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.311017 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.478004 # DEPENDENCYPART_GRANDPAR
(17,21),(21,25),-0.413133 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),-0.22694 # DEPENDENCYPART_GRANDPAR
(17,21),(21,27),-0.611367 # DEPENDENCYPART_GRANDPAR
(17,21),(21,28),-0.971746 # DEPENDENCYPART_GRANDPAR
(18,16),(16,1),-0.678722 # DEPENDENCYPART_GRANDPAR
(18,16),(16,2),-0.984026 # DEPENDENCYPART_GRANDPAR
(18,16),(16,5),-0.689528 # DEPENDENCYPART_GRANDPAR
(18,16),(16,8),-0.627796 # DEPENDENCYPART_GRANDPAR
(18,16),(16,10),-0.89402 # DEPENDENCYPART_GRANDPAR
(18,16),(16,11),-0.607292 # DEPENDENCYPART_GRANDPAR
(18,16),(16,13),-0.833996 # DEPENDENCYPART_GRANDPAR
(18,16),(16,14),-0.795752 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.739174 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.593088 # DEPENDENCYPART_GRANDPAR
(18,16),(16,18),-1.39337 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,16),(16,19),-1.07571 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.495279 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.596294 # DEPENDENCYPART_GRANDPAR
(18,16),(16,23),-0.500209 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.387443 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-0.672967 # DEPENDENCYPART_GRANDPAR
(18,16),(16,26),-0.611402 # DEPENDENCYPART_GRANDPAR
(18,16),(16,28),-0.710323 # DEPENDENCYPART_GRANDPAR
(18,21),(21,13),-1.46142 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.677741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.428023 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.959068 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.24875 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0447488 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0803946 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.136752 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),0.000936133 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.211132 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),0.00224039 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.126026 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.0889131 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.304707 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.383355 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.139168 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.113846 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.139969 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.185961 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.280087 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.0950751 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.147568 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.190536 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.0903405 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.258129 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.0757429 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),0.139506 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.184745 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.0368176 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.137574 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),-0.0819553 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.137977 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.209824 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.336429 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.411868 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.0974567 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),0.0142132 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0653331 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),0.0434617 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.16325 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.572091 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.51007 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.592636 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.67419 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-0.738683 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.965203 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.608203 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.268639 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.122932 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.105168 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.157915 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.118989 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.0803727 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.0201335 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.3316 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.560791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),-0.0791986 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.0556404 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.0230013 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.254428 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.268147 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.00938487 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.0186587 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.331326 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.564776 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.194887 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.154138 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),-0.183524 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.0816399 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.134223 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.314157 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.08468 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.3592 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),1.04546 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.146388 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.561245 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.244967 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),1.23284 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.156775 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.29287 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-1.01939 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.184701 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.956763 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.969597 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.781525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.379269 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.0248195 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.0350574 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.807739 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,26),0.344264 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.0875117 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.631631 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.287251 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.194345 # DEPENDENCYPART_GRANDPAR
(24,21),(21,13),-0.351118 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.482756 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),-0.890943 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.135747 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.00404376 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),-0.404924 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.61365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),0.0655229 # DEPENDENCYPART_GRANDPAR
(24,21),(21,26),-0.655087 # DEPENDENCYPART_GRANDPAR
(24,21),(21,27),-1.00254 # DEPENDENCYPART_GRANDPAR
(24,21),(21,28),-1.51866 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.641252 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.57092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),0.0519062 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-1.01602 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.65036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),0.00873436 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.625756 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-1.05933 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-1.39322 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.00602885 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.183666 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-1.02708 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.637229 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.914502 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),-0.560235 # DEPENDENCYPART_GRANDPAR
(25,23),(23,25),-1.09786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,23),(23,26),-0.53683 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.288284 # DEPENDENCYPART_GRANDPAR
(25,26),(26,27),0.714202 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.58699 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,25),-1.00797 # DEPENDENCYPART_GRANDPAR
(27,25),(25,23),-0.727711 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.722536 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.59419 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,25),(25,28),-1.06471 # DEPENDENCYPART_GRANDPAR
