# _root_ But then it shot upward 7 1\/2 as Goldman , Sachs & Co. stepped in and bought , traders said .
#goldHeads=4,4,4,20,4,7,5,4,14,9,9,11,12,8,14,14,16,20,20,0,20,
#predictedHeads=4,4,4,20,4,7,5,4,8,9,9,11,12,20,14,14,16,20,20,0,20,
(14,9),(9,13),0.359717 # DEPENDENCYPART_GRANDPAR
(14,9),(9,14),-1.16319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,9),(9,15),-0.253518 # DEPENDENCYPART_GRANDPAR
(14,9),(9,16),-0.332694 # DEPENDENCYPART_GRANDPAR
(14,9),(9,17),-0.216222 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-1.0632 # DEPENDENCYPART_GRANDPAR
(14,9),(9,19),-0.836974 # DEPENDENCYPART_GRANDPAR
(14,9),(9,20),-0.581729 # DEPENDENCYPART_GRANDPAR
(14,11),(11,6),0.0811953 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.0537961 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0417179 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.156039 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.196015 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.492571 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.446075 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.16319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-0.253518 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-0.332694 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-0.216222 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-1.0632 # DEPENDENCYPART_GRANDPAR
(14,11),(11,19),-0.836977 # DEPENDENCYPART_GRANDPAR
(14,11),(11,20),-0.581729 # DEPENDENCYPART_GRANDPAR
(14,12),(12,11),0.0745885 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.203625 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.11668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-0.191505 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-0.225725 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-0.169717 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.800703 # DEPENDENCYPART_GRANDPAR
(14,12),(12,19),-0.778709 # DEPENDENCYPART_GRANDPAR
(14,12),(12,20),-0.537253 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.16406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,15),(15,16),0.0376034 # DEPENDENCYPART_GRANDPAR
(14,15),(15,17),0.228403 # DEPENDENCYPART_GRANDPAR
(14,15),(15,19),-0.212105 # DEPENDENCYPART_GRANDPAR
(14,15),(15,20),-0.101902 # DEPENDENCYPART_GRANDPAR
(14,16),(16,15),-0.0839579 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),1.35716 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.174607 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.390465 # DEPENDENCYPART_GRANDPAR
(14,16),(16,20),1.01181 # DEPENDENCYPART_GRANDPAR
(14,17),(17,1),-0.5374 # DEPENDENCYPART_GRANDPAR
(14,17),(17,2),-0.326021 # DEPENDENCYPART_GRANDPAR
(14,17),(17,4),-0.226829 # DEPENDENCYPART_GRANDPAR
(14,17),(17,5),-0.26902 # DEPENDENCYPART_GRANDPAR
(14,17),(17,7),-0.601681 # DEPENDENCYPART_GRANDPAR
(14,17),(17,8),-0.181137 # DEPENDENCYPART_GRANDPAR
(14,17),(17,9),-0.470973 # DEPENDENCYPART_GRANDPAR
(14,17),(17,11),-0.373168 # DEPENDENCYPART_GRANDPAR
(14,17),(17,15),0.327362 # DEPENDENCYPART_GRANDPAR
(14,17),(17,16),0.135428 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.127336 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),0.0165156 # DEPENDENCYPART_GRANDPAR
(14,17),(17,20),0.0480646 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.581291 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.295972 # DEPENDENCYPART_GRANDPAR
(14,19),(19,15),0.495482 # DEPENDENCYPART_GRANDPAR
(14,19),(19,17),0.610902 # DEPENDENCYPART_GRANDPAR
(14,19),(19,18),0.0385398 # DEPENDENCYPART_GRANDPAR
(14,19),(19,20),-0.0219027 # DEPENDENCYPART_GRANDPAR
(14,20),(20,1),-0.561346 # DEPENDENCYPART_GRANDPAR
(14,20),(20,2),-0.349729 # DEPENDENCYPART_GRANDPAR
(14,20),(20,3),-0.713809 # DEPENDENCYPART_GRANDPAR
(14,20),(20,4),-0.260071 # DEPENDENCYPART_GRANDPAR
(14,20),(20,5),-0.292729 # DEPENDENCYPART_GRANDPAR
(14,20),(20,6),-0.524095 # DEPENDENCYPART_GRANDPAR
(14,20),(20,7),-0.624242 # DEPENDENCYPART_GRANDPAR
(14,20),(20,8),-0.197908 # DEPENDENCYPART_GRANDPAR
(14,20),(20,9),-0.497031 # DEPENDENCYPART_GRANDPAR
(14,20),(20,10),-0.597825 # DEPENDENCYPART_GRANDPAR
(14,20),(20,11),-0.399226 # DEPENDENCYPART_GRANDPAR
(14,20),(20,12),-0.158359 # DEPENDENCYPART_GRANDPAR
(14,20),(20,13),-0.504865 # DEPENDENCYPART_GRANDPAR
(14,20),(20,14),-0.749126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,20),(20,15),0.209572 # DEPENDENCYPART_GRANDPAR
(14,20),(20,16),0.0642803 # DEPENDENCYPART_GRANDPAR
(14,20),(20,17),0.223147 # DEPENDENCYPART_GRANDPAR
(14,20),(20,18),-0.511882 # DEPENDENCYPART_GRANDPAR
(14,20),(20,19),-0.313497 # DEPENDENCYPART_GRANDPAR
(14,20),(20,21),-0.514406 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-1.14258 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,16),(16,17),-0.370575 # DEPENDENCYPART_GRANDPAR
(15,16),(16,18),-0.118495 # DEPENDENCYPART_GRANDPAR
(15,16),(16,19),-0.18312 # DEPENDENCYPART_GRANDPAR
(15,16),(16,20),-0.210213 # DEPENDENCYPART_GRANDPAR
(15,17),(17,1),-0.778023 # DEPENDENCYPART_GRANDPAR
(15,17),(17,2),-0.948904 # DEPENDENCYPART_GRANDPAR
(15,17),(17,4),-1.0209 # DEPENDENCYPART_GRANDPAR
(15,17),(17,5),-0.797873 # DEPENDENCYPART_GRANDPAR
(15,17),(17,7),-0.954089 # DEPENDENCYPART_GRANDPAR
(15,17),(17,8),-0.634464 # DEPENDENCYPART_GRANDPAR
(15,17),(17,9),-1.1923 # DEPENDENCYPART_GRANDPAR
(15,17),(17,11),-1.17244 # DEPENDENCYPART_GRANDPAR
(15,17),(17,15),-1.06014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,17),(17,16),-0.124342 # DEPENDENCYPART_GRANDPAR
(15,17),(17,18),-0.157802 # DEPENDENCYPART_GRANDPAR
(15,17),(17,19),-0.113757 # DEPENDENCYPART_GRANDPAR
(15,17),(17,20),-0.302008 # DEPENDENCYPART_GRANDPAR
(15,17),(17,21),-0.728155 # DEPENDENCYPART_GRANDPAR
(15,19),(19,15),-0.820643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,19),(19,17),-0.0738892 # DEPENDENCYPART_GRANDPAR
(15,19),(19,18),-0.017802 # DEPENDENCYPART_GRANDPAR
(15,19),(19,20),-0.23238 # DEPENDENCYPART_GRANDPAR
(15,20),(20,1),-0.778995 # DEPENDENCYPART_GRANDPAR
(15,20),(20,2),-0.94994 # DEPENDENCYPART_GRANDPAR
(15,20),(20,3),-0.934627 # DEPENDENCYPART_GRANDPAR
(15,20),(20,4),-1.0274 # DEPENDENCYPART_GRANDPAR
(15,20),(20,5),-0.798909 # DEPENDENCYPART_GRANDPAR
(15,20),(20,6),-0.990766 # DEPENDENCYPART_GRANDPAR
(15,20),(20,7),-0.954125 # DEPENDENCYPART_GRANDPAR
(15,20),(20,8),-0.633408 # DEPENDENCYPART_GRANDPAR
(15,20),(20,9),-1.19504 # DEPENDENCYPART_GRANDPAR
(15,20),(20,10),-0.963182 # DEPENDENCYPART_GRANDPAR
(15,20),(20,11),-1.17518 # DEPENDENCYPART_GRANDPAR
(15,20),(20,12),-0.676989 # DEPENDENCYPART_GRANDPAR
(15,20),(20,13),-1.07243 # DEPENDENCYPART_GRANDPAR
(15,20),(20,14),-0.775533 # DEPENDENCYPART_GRANDPAR
(15,20),(20,15),-1.06653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,20),(20,16),-0.101404 # DEPENDENCYPART_GRANDPAR
(15,20),(20,17),-0.396363 # DEPENDENCYPART_GRANDPAR
(15,20),(20,18),-0.457019 # DEPENDENCYPART_GRANDPAR
(15,20),(20,19),-0.351322 # DEPENDENCYPART_GRANDPAR
(15,20),(20,21),-0.592239 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.14506 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,17),0.709493 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.48187 # DEPENDENCYPART_GRANDPAR
(16,15),(15,20),0.0312834 # DEPENDENCYPART_GRANDPAR
(16,17),(17,1),-0.831179 # DEPENDENCYPART_GRANDPAR
(16,17),(17,2),-0.906061 # DEPENDENCYPART_GRANDPAR
(16,17),(17,4),-0.862109 # DEPENDENCYPART_GRANDPAR
(16,17),(17,5),-0.90411 # DEPENDENCYPART_GRANDPAR
(16,17),(17,7),-1.12457 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.967475 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.925752 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.653595 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.763141 # DEPENDENCYPART_GRANDPAR
(16,17),(17,16),-0.769323 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,17),(17,18),0.299357 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),0.3526 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),0.569716 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.695594 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.0605824 # DEPENDENCYPART_GRANDPAR
(16,19),(19,15),-0.918177 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),1.52365 # DEPENDENCYPART_GRANDPAR
(16,19),(19,18),0.324119 # DEPENDENCYPART_GRANDPAR
(16,19),(19,20),0.282369 # DEPENDENCYPART_GRANDPAR
(16,20),(20,1),-0.834282 # DEPENDENCYPART_GRANDPAR
(16,20),(20,2),-0.909227 # DEPENDENCYPART_GRANDPAR
(16,20),(20,3),-0.594823 # DEPENDENCYPART_GRANDPAR
(16,20),(20,4),-0.870739 # DEPENDENCYPART_GRANDPAR
(16,20),(20,5),-0.907277 # DEPENDENCYPART_GRANDPAR
(16,20),(20,6),-1.13626 # DEPENDENCYPART_GRANDPAR
(16,20),(20,7),-1.12674 # DEPENDENCYPART_GRANDPAR
(16,20),(20,8),-0.968549 # DEPENDENCYPART_GRANDPAR
(16,20),(20,9),-0.932243 # DEPENDENCYPART_GRANDPAR
(16,20),(20,10),-0.942453 # DEPENDENCYPART_GRANDPAR
(16,20),(20,11),-0.660086 # DEPENDENCYPART_GRANDPAR
(16,20),(20,12),-0.821957 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-0.535103 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.83699 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-0.764776 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.887741 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),1.3237 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.0927672 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.118369 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.553382 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-1.1153 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-1.44853 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.928206 # DEPENDENCYPART_GRANDPAR
(17,2),(2,1),-0.962115 # DEPENDENCYPART_GRANDPAR
(17,2),(2,3),-1.19951 # DEPENDENCYPART_GRANDPAR
(17,2),(2,4),-0.652513 # DEPENDENCYPART_GRANDPAR
(17,2),(2,5),-0.736054 # DEPENDENCYPART_GRANDPAR
(17,2),(2,6),-0.724955 # DEPENDENCYPART_GRANDPAR
(17,2),(2,7),-0.740796 # DEPENDENCYPART_GRANDPAR
(17,2),(2,8),-0.63476 # DEPENDENCYPART_GRANDPAR
(17,2),(2,9),-1.01941 # DEPENDENCYPART_GRANDPAR
(17,2),(2,10),-0.869935 # DEPENDENCYPART_GRANDPAR
(17,2),(2,12),-0.591041 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-0.72387 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.643413 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.810441 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.811629 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.835888 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.863443 # DEPENDENCYPART_GRANDPAR
(17,4),(4,8),-0.808638 # DEPENDENCYPART_GRANDPAR
(17,4),(4,9),-0.951997 # DEPENDENCYPART_GRANDPAR
(17,4),(4,10),-1.1369 # DEPENDENCYPART_GRANDPAR
(17,4),(4,11),-0.929658 # DEPENDENCYPART_GRANDPAR
(17,4),(4,12),-0.831088 # DEPENDENCYPART_GRANDPAR
(17,4),(4,14),-0.580902 # DEPENDENCYPART_GRANDPAR
(17,4),(4,15),-0.497177 # DEPENDENCYPART_GRANDPAR
(17,4),(4,16),-0.502186 # DEPENDENCYPART_GRANDPAR
(17,4),(4,17),-1.16171 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,4),(4,18),-0.586571 # DEPENDENCYPART_GRANDPAR
(17,4),(4,19),0.0154979 # DEPENDENCYPART_GRANDPAR
(17,4),(4,21),0.0243309 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-0.925474 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.783883 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-1.07343 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.638253 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.645406 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.661251 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.54069 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.962041 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.838315 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.948511 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.519412 # DEPENDENCYPART_GRANDPAR
(17,5),(5,14),-0.343985 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.319281 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.189289 # DEPENDENCYPART_GRANDPAR
(17,7),(7,1),-0.880591 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.788274 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-1.03035 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.584585 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.762637 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.658892 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.662732 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.935197 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.673491 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.921666 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.45284 # DEPENDENCYPART_GRANDPAR
(17,7),(7,14),-0.351262 # DEPENDENCYPART_GRANDPAR
(17,7),(7,18),-0.658635 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-0.938051 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.652954 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.562134 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.630501 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-1.07718 # DEPENDENCYPART_GRANDPAR
(17,8),(8,10),-1.04926 # DEPENDENCYPART_GRANDPAR
(17,8),(8,11),-1.06365 # DEPENDENCYPART_GRANDPAR
(17,8),(8,12),-0.697108 # DEPENDENCYPART_GRANDPAR
(17,8),(8,14),-0.106407 # DEPENDENCYPART_GRANDPAR
(17,8),(8,16),-0.41788 # DEPENDENCYPART_GRANDPAR
(17,8),(8,17),-1.2975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,8),(8,20),-0.347963 # DEPENDENCYPART_GRANDPAR
(17,9),(9,5),-0.852447 # DEPENDENCYPART_GRANDPAR
(17,9),(9,6),-0.639992 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.703448 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.733405 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.72336 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.870382 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.483195 # DEPENDENCYPART_GRANDPAR
(17,9),(9,13),-0.817722 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.33156 # DEPENDENCYPART_GRANDPAR
(17,9),(9,15),-0.542577 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.0632748 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.26747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.931407 # DEPENDENCYPART_GRANDPAR
(17,9),(9,19),-0.134919 # DEPENDENCYPART_GRANDPAR
(17,9),(9,20),-0.312126 # DEPENDENCYPART_GRANDPAR
(17,11),(11,6),-0.633971 # DEPENDENCYPART_GRANDPAR
(17,11),(11,7),-0.697428 # DEPENDENCYPART_GRANDPAR
(17,11),(11,8),-0.729553 # DEPENDENCYPART_GRANDPAR
(17,11),(11,9),-0.781344 # DEPENDENCYPART_GRANDPAR
(17,11),(11,10),-0.845055 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.499006 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-0.731364 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-0.328185 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.5367 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.0751769 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.26747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.931407 # DEPENDENCYPART_GRANDPAR
(17,11),(11,19),-0.134921 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.312126 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.289442 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.16533 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,15),(15,19),-0.080165 # DEPENDENCYPART_GRANDPAR
(17,15),(15,20),-0.209701 # DEPENDENCYPART_GRANDPAR
(17,16),(16,15),-0.258403 # DEPENDENCYPART_GRANDPAR
(17,16),(16,17),-1.24092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,16),(16,18),-0.682249 # DEPENDENCYPART_GRANDPAR
(17,16),(16,19),-0.099101 # DEPENDENCYPART_GRANDPAR
(17,16),(16,20),-0.287796 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),0.422844 # DEPENDENCYPART_GRANDPAR
(17,19),(19,15),-1.00436 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.414894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,18),0.19216 # DEPENDENCYPART_GRANDPAR
(17,19),(19,20),0.280604 # DEPENDENCYPART_GRANDPAR
(17,20),(20,1),-1.1776 # DEPENDENCYPART_GRANDPAR
(17,20),(20,2),-1.12898 # DEPENDENCYPART_GRANDPAR
(17,20),(20,3),-1.53618 # DEPENDENCYPART_GRANDPAR
(17,20),(20,4),-1.16208 # DEPENDENCYPART_GRANDPAR
(17,20),(20,5),-1.09504 # DEPENDENCYPART_GRANDPAR
(17,20),(20,6),-1.26372 # DEPENDENCYPART_GRANDPAR
(17,20),(20,7),-1.29497 # DEPENDENCYPART_GRANDPAR
(17,20),(20,8),-1.01982 # DEPENDENCYPART_GRANDPAR
(17,20),(20,9),-1.51393 # DEPENDENCYPART_GRANDPAR
(17,20),(20,10),-1.37658 # DEPENDENCYPART_GRANDPAR
(17,20),(20,11),-1.50983 # DEPENDENCYPART_GRANDPAR
(17,20),(20,12),-1.13039 # DEPENDENCYPART_GRANDPAR
(17,20),(20,13),-1.63822 # DEPENDENCYPART_GRANDPAR
(17,20),(20,14),-0.937689 # DEPENDENCYPART_GRANDPAR
(17,20),(20,15),-0.913447 # DEPENDENCYPART_GRANDPAR
(17,20),(20,16),-0.783857 # DEPENDENCYPART_GRANDPAR
(17,20),(20,17),-0.846701 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,20),(20,18),-0.41992 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),0.386357 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),0.0807971 # DEPENDENCYPART_GRANDPAR
(18,19),(19,15),-0.705344 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.652456 # DEPENDENCYPART_GRANDPAR
(18,19),(19,18),-1.37616 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,19),(19,20),-0.469866 # DEPENDENCYPART_GRANDPAR
(19,15),(15,16),-0.0348782 # DEPENDENCYPART_GRANDPAR
(19,15),(15,17),-0.143325 # DEPENDENCYPART_GRANDPAR
(19,15),(15,19),-1.3729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,15),(15,20),-0.744429 # DEPENDENCYPART_GRANDPAR
(19,17),(17,1),-0.340651 # DEPENDENCYPART_GRANDPAR
(19,17),(17,2),-0.190722 # DEPENDENCYPART_GRANDPAR
(19,17),(17,4),-0.528503 # DEPENDENCYPART_GRANDPAR
(19,17),(17,5),-0.198728 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.907336 # DEPENDENCYPART_GRANDPAR
(19,17),(17,8),0.00813351 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.0796044 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.225897 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),0.12225 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.0921784 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),0.0109544 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.30393 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.738754 # DEPENDENCYPART_GRANDPAR
(19,17),(17,21),-1.06086 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.31943 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,1),-0.73272 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-0.75722 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-0.726724 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.945393 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.774038 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.28828 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.48127 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-0.902405 # DEPENDENCYPART_GRANDPAR
(19,20),(20,9),-0.638147 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),0.100075 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.775995 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-0.492473 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-0.82005 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-0.654594 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-0.545178 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-0.559788 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-0.587871 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-0.430882 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.886819 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.7418 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.222076 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-1.45578 # DEPENDENCYPART_GRANDPAR
(20,1),(1,4),-0.476299 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.069205 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-1.21842 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.218152 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),0.0696085 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.181508 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.259985 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),0.186158 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.549713 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),-0.465774 # DEPENDENCYPART_GRANDPAR
(20,2),(2,12),-0.0839606 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.135411 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.0634972 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.153016 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),0.132043 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),0.414486 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),0.530809 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.723301 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),0.23564 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.0810803 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.171272 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.288096 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.255366 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.509813 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.193215 # DEPENDENCYPART_GRANDPAR
(20,4),(4,12),-0.119565 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.0712839 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),0.138753 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.0308342 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),-0.0115864 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),0.13068 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),0.0821945 # DEPENDENCYPART_GRANDPAR
(20,4),(4,21),-0.475902 # DEPENDENCYPART_GRANDPAR
