# _root_ The new offer , which seeks 50.3 % of the cellular and broadcasting concern , is for $ 125 a share for 22 million LIN shares .
#goldHeads=3,3,16,3,6,3,8,6,8,14,14,11,12,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
#predictedHeads=3,3,16,3,6,3,8,6,8,14,14,11,14,9,3,0,16,17,18,21,18,18,24,26,26,22,16,
(14,9),(9,16),-1.2629 # DEPENDENCYPART_GRANDPAR
(14,9),(9,18),-0.894618 # DEPENDENCYPART_GRANDPAR
(14,10),(10,11),-0.0608216 # DEPENDENCYPART_GRANDPAR
(14,10),(10,12),-0.0951688 # DEPENDENCYPART_GRANDPAR
(14,11),(11,3),-0.33923 # DEPENDENCYPART_GRANDPAR
(14,11),(11,5),-0.0920958 # DEPENDENCYPART_GRANDPAR
(14,11),(11,7),-0.292583 # DEPENDENCYPART_GRANDPAR
(14,11),(11,8),0.0724821 # DEPENDENCYPART_GRANDPAR
(14,11),(11,9),0.104406 # DEPENDENCYPART_GRANDPAR
(14,11),(11,10),-0.204957 # DEPENDENCYPART_GRANDPAR
(14,11),(11,12),0.200815 # DEPENDENCYPART_GRANDPAR
(14,11),(11,13),0.0417358 # DEPENDENCYPART_GRANDPAR
(14,11),(11,14),-1.42397 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,11),(11,15),-1.12207 # DEPENDENCYPART_GRANDPAR
(14,11),(11,16),-1.22896 # DEPENDENCYPART_GRANDPAR
(14,11),(11,17),-1.27729 # DEPENDENCYPART_GRANDPAR
(14,11),(11,18),-0.920002 # DEPENDENCYPART_GRANDPAR
(14,11),(11,23),-1.2724 # DEPENDENCYPART_GRANDPAR
(14,11),(11,24),-1.11348 # DEPENDENCYPART_GRANDPAR
(14,12),(12,10),-0.304245 # DEPENDENCYPART_GRANDPAR
(14,12),(12,13),-0.271433 # DEPENDENCYPART_GRANDPAR
(14,12),(12,14),-1.40611 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,12),(12,15),-1.07274 # DEPENDENCYPART_GRANDPAR
(14,12),(12,16),-1.21483 # DEPENDENCYPART_GRANDPAR
(14,12),(12,17),-1.23371 # DEPENDENCYPART_GRANDPAR
(14,12),(12,18),-0.876057 # DEPENDENCYPART_GRANDPAR
(14,12),(12,22),-1.19468 # DEPENDENCYPART_GRANDPAR
(14,13),(13,10),-0.393103 # DEPENDENCYPART_GRANDPAR
(14,13),(13,11),-0.146241 # DEPENDENCYPART_GRANDPAR
(14,13),(13,12),0.0183852 # DEPENDENCYPART_GRANDPAR
(14,13),(13,14),-1.54073 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,13),(13,15),-1.26002 # DEPENDENCYPART_GRANDPAR
(14,13),(13,16),-1.27502 # DEPENDENCYPART_GRANDPAR
(14,16),(16,3),-0.8911 # DEPENDENCYPART_GRANDPAR
(14,16),(16,4),-1.06524 # DEPENDENCYPART_GRANDPAR
(14,16),(16,5),-0.386755 # DEPENDENCYPART_GRANDPAR
(14,16),(16,6),-0.644502 # DEPENDENCYPART_GRANDPAR
(14,16),(16,7),-0.893986 # DEPENDENCYPART_GRANDPAR
(14,16),(16,8),-0.478526 # DEPENDENCYPART_GRANDPAR
(14,16),(16,9),-0.893804 # DEPENDENCYPART_GRANDPAR
(14,16),(16,10),-0.617157 # DEPENDENCYPART_GRANDPAR
(14,16),(16,11),-0.500648 # DEPENDENCYPART_GRANDPAR
(14,16),(16,12),-0.605922 # DEPENDENCYPART_GRANDPAR
(14,16),(16,13),-0.507847 # DEPENDENCYPART_GRANDPAR
(14,16),(16,14),-0.827857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,16),(16,15),-0.542982 # DEPENDENCYPART_GRANDPAR
(14,16),(16,17),-0.524521 # DEPENDENCYPART_GRANDPAR
(14,16),(16,18),-0.39175 # DEPENDENCYPART_GRANDPAR
(14,16),(16,19),-0.420434 # DEPENDENCYPART_GRANDPAR
(14,16),(16,21),-0.637132 # DEPENDENCYPART_GRANDPAR
(14,16),(16,22),-0.485496 # DEPENDENCYPART_GRANDPAR
(14,16),(16,23),-0.644369 # DEPENDENCYPART_GRANDPAR
(14,16),(16,24),-0.490988 # DEPENDENCYPART_GRANDPAR
(14,16),(16,26),-0.66193 # DEPENDENCYPART_GRANDPAR
(14,16),(16,27),-1.07533 # DEPENDENCYPART_GRANDPAR
(14,17),(17,18),-0.376757 # DEPENDENCYPART_GRANDPAR
(14,17),(17,19),-0.274769 # DEPENDENCYPART_GRANDPAR
(14,17),(17,21),-0.511553 # DEPENDENCYPART_GRANDPAR
(14,17),(17,22),-0.50317 # DEPENDENCYPART_GRANDPAR
(14,17),(17,23),-0.491391 # DEPENDENCYPART_GRANDPAR
(14,17),(17,24),-0.370876 # DEPENDENCYPART_GRANDPAR
(14,17),(17,26),-0.515048 # DEPENDENCYPART_GRANDPAR
(14,18),(18,3),-0.995021 # DEPENDENCYPART_GRANDPAR
(14,18),(18,14),-0.706338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,18),(18,17),-0.606685 # DEPENDENCYPART_GRANDPAR
(14,18),(18,19),-0.428634 # DEPENDENCYPART_GRANDPAR
(14,18),(18,20),-0.728522 # DEPENDENCYPART_GRANDPAR
(14,18),(18,21),-0.67215 # DEPENDENCYPART_GRANDPAR
(14,18),(18,22),-0.55085 # DEPENDENCYPART_GRANDPAR
(14,18),(18,23),-0.679896 # DEPENDENCYPART_GRANDPAR
(14,18),(18,24),-0.476522 # DEPENDENCYPART_GRANDPAR
(14,18),(18,26),-0.728226 # DEPENDENCYPART_GRANDPAR
(14,18),(18,27),-1.07045 # DEPENDENCYPART_GRANDPAR
(14,21),(21,11),-0.640367 # DEPENDENCYPART_GRANDPAR
(14,21),(21,18),-0.437538 # DEPENDENCYPART_GRANDPAR
(14,21),(21,19),-0.512647 # DEPENDENCYPART_GRANDPAR
(14,21),(21,20),-0.203684 # DEPENDENCYPART_GRANDPAR
(14,21),(21,22),-0.555169 # DEPENDENCYPART_GRANDPAR
(14,21),(21,23),-0.963623 # DEPENDENCYPART_GRANDPAR
(14,21),(21,24),-0.904593 # DEPENDENCYPART_GRANDPAR
(14,21),(21,26),-0.758297 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),-0.699486 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.491391 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.370876 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),-0.563656 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.515048 # DEPENDENCYPART_GRANDPAR
(16,3),(3,1),0.873783 # DEPENDENCYPART_GRANDPAR
(16,3),(3,2),0.028048 # DEPENDENCYPART_GRANDPAR
(16,3),(3,4),0.473542 # DEPENDENCYPART_GRANDPAR
(16,3),(3,5),-0.600596 # DEPENDENCYPART_GRANDPAR
(16,3),(3,6),0.704605 # DEPENDENCYPART_GRANDPAR
(16,3),(3,7),0.014351 # DEPENDENCYPART_GRANDPAR
(16,3),(3,8),0.184808 # DEPENDENCYPART_GRANDPAR
(16,3),(3,9),0.375697 # DEPENDENCYPART_GRANDPAR
(16,3),(3,10),0.137821 # DEPENDENCYPART_GRANDPAR
(16,3),(3,11),0.181223 # DEPENDENCYPART_GRANDPAR
(16,3),(3,12),-0.118669 # DEPENDENCYPART_GRANDPAR
(16,3),(3,13),0.0265305 # DEPENDENCYPART_GRANDPAR
(16,3),(3,14),0.373638 # DEPENDENCYPART_GRANDPAR
(16,3),(3,15),0.68714 # DEPENDENCYPART_GRANDPAR
(16,3),(3,16),-0.746204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,3),(3,17),0.368505 # DEPENDENCYPART_GRANDPAR
(16,3),(3,21),-0.538765 # DEPENDENCYPART_GRANDPAR
(16,3),(3,22),0.243925 # DEPENDENCYPART_GRANDPAR
(16,3),(3,27),-0.824726 # DEPENDENCYPART_GRANDPAR
(16,5),(5,3),-0.399296 # DEPENDENCYPART_GRANDPAR
(16,5),(5,4),0.0380953 # DEPENDENCYPART_GRANDPAR
(16,5),(5,6),0.344976 # DEPENDENCYPART_GRANDPAR
(16,5),(5,8),-0.113098 # DEPENDENCYPART_GRANDPAR
(16,6),(6,3),-0.121532 # DEPENDENCYPART_GRANDPAR
(16,6),(6,4),0.140173 # DEPENDENCYPART_GRANDPAR
(16,6),(6,5),-0.561812 # DEPENDENCYPART_GRANDPAR
(16,6),(6,7),-0.159602 # DEPENDENCYPART_GRANDPAR
(16,6),(6,8),-0.0831176 # DEPENDENCYPART_GRANDPAR
(16,6),(6,9),0.0898611 # DEPENDENCYPART_GRANDPAR
(16,6),(6,10),-0.205625 # DEPENDENCYPART_GRANDPAR
(16,6),(6,11),-0.0225938 # DEPENDENCYPART_GRANDPAR
(16,6),(6,12),-0.306549 # DEPENDENCYPART_GRANDPAR
(16,6),(6,13),-0.143897 # DEPENDENCYPART_GRANDPAR
(16,6),(6,14),0.192314 # DEPENDENCYPART_GRANDPAR
(16,6),(6,15),0.123697 # DEPENDENCYPART_GRANDPAR
(16,6),(6,16),-0.910889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,6),(6,17),-0.0460231 # DEPENDENCYPART_GRANDPAR
(16,6),(6,18),-0.264999 # DEPENDENCYPART_GRANDPAR
(16,6),(6,22),-0.170603 # DEPENDENCYPART_GRANDPAR
(16,6),(6,26),-0.599214 # DEPENDENCYPART_GRANDPAR
(16,6),(6,27),-0.929126 # DEPENDENCYPART_GRANDPAR
(16,7),(7,3),-0.438303 # DEPENDENCYPART_GRANDPAR
(16,7),(7,4),0.199925 # DEPENDENCYPART_GRANDPAR
(16,7),(7,5),-0.534415 # DEPENDENCYPART_GRANDPAR
(16,7),(7,6),0.418927 # DEPENDENCYPART_GRANDPAR
(16,7),(7,8),0.244093 # DEPENDENCYPART_GRANDPAR
(16,7),(7,9),0.512581 # DEPENDENCYPART_GRANDPAR
(16,7),(7,12),0.00199058 # DEPENDENCYPART_GRANDPAR
(16,7),(7,15),0.358307 # DEPENDENCYPART_GRANDPAR
(16,7),(7,16),-0.842191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,1),0.5773 # DEPENDENCYPART_GRANDPAR
(16,8),(8,2),-0.136385 # DEPENDENCYPART_GRANDPAR
(16,8),(8,3),-0.317816 # DEPENDENCYPART_GRANDPAR
(16,8),(8,4),-0.0831941 # DEPENDENCYPART_GRANDPAR
(16,8),(8,5),-0.588404 # DEPENDENCYPART_GRANDPAR
(16,8),(8,6),0.249474 # DEPENDENCYPART_GRANDPAR
(16,8),(8,7),-0.0711485 # DEPENDENCYPART_GRANDPAR
(16,8),(8,9),0.352387 # DEPENDENCYPART_GRANDPAR
(16,8),(8,10),-0.233414 # DEPENDENCYPART_GRANDPAR
(16,8),(8,11),0.0149968 # DEPENDENCYPART_GRANDPAR
(16,8),(8,12),-0.251973 # DEPENDENCYPART_GRANDPAR
(16,8),(8,13),-0.136882 # DEPENDENCYPART_GRANDPAR
(16,8),(8,14),0.205854 # DEPENDENCYPART_GRANDPAR
(16,8),(8,15),0.48628 # DEPENDENCYPART_GRANDPAR
(16,8),(8,16),-0.740905 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,8),(8,17),0.390855 # DEPENDENCYPART_GRANDPAR
(16,8),(8,18),-0.197982 # DEPENDENCYPART_GRANDPAR
(16,8),(8,21),-0.543573 # DEPENDENCYPART_GRANDPAR
(16,8),(8,22),0.266275 # DEPENDENCYPART_GRANDPAR
(16,8),(8,26),-0.454001 # DEPENDENCYPART_GRANDPAR
(16,8),(8,27),-0.82041 # DEPENDENCYPART_GRANDPAR
(16,9),(9,5),-0.671252 # DEPENDENCYPART_GRANDPAR
(16,9),(9,8),-0.304981 # DEPENDENCYPART_GRANDPAR
(16,9),(9,10),-0.241913 # DEPENDENCYPART_GRANDPAR
(16,9),(9,11),-0.0828506 # DEPENDENCYPART_GRANDPAR
(16,9),(9,12),-0.180181 # DEPENDENCYPART_GRANDPAR
(16,9),(9,13),-0.0194756 # DEPENDENCYPART_GRANDPAR
(16,9),(9,14),0.355977 # DEPENDENCYPART_GRANDPAR
(16,9),(9,15),0.123714 # DEPENDENCYPART_GRANDPAR
(16,9),(9,16),-1.0352 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,9),(9,18),-0.315253 # DEPENDENCYPART_GRANDPAR
(16,10),(10,11),0.0254629 # DEPENDENCYPART_GRANDPAR
(16,10),(10,12),-0.107132 # DEPENDENCYPART_GRANDPAR
(16,11),(11,3),-0.322955 # DEPENDENCYPART_GRANDPAR
(16,11),(11,5),-0.513427 # DEPENDENCYPART_GRANDPAR
(16,11),(11,7),-0.171894 # DEPENDENCYPART_GRANDPAR
(16,11),(11,8),-0.29311 # DEPENDENCYPART_GRANDPAR
(16,11),(11,9),0.150996 # DEPENDENCYPART_GRANDPAR
(16,11),(11,10),0.141231 # DEPENDENCYPART_GRANDPAR
(16,11),(11,12),0.0528204 # DEPENDENCYPART_GRANDPAR
(16,11),(11,13),-0.00872102 # DEPENDENCYPART_GRANDPAR
(16,11),(11,14),0.327315 # DEPENDENCYPART_GRANDPAR
(16,11),(11,15),0.250384 # DEPENDENCYPART_GRANDPAR
(16,11),(11,16),-0.7894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,11),(11,17),0.20674 # DEPENDENCYPART_GRANDPAR
(16,11),(11,18),-0.173103 # DEPENDENCYPART_GRANDPAR
(16,11),(11,23),-0.682046 # DEPENDENCYPART_GRANDPAR
(16,11),(11,24),-0.702489 # DEPENDENCYPART_GRANDPAR
(16,12),(12,10),0.0987534 # DEPENDENCYPART_GRANDPAR
(16,12),(12,13),-0.575899 # DEPENDENCYPART_GRANDPAR
(16,12),(12,14),-0.239016 # DEPENDENCYPART_GRANDPAR
(16,12),(12,15),-0.206147 # DEPENDENCYPART_GRANDPAR
(16,12),(12,16),-0.918624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,12),(12,17),0.050436 # DEPENDENCYPART_GRANDPAR
(16,12),(12,18),-0.265094 # DEPENDENCYPART_GRANDPAR
(16,12),(12,22),-0.0741441 # DEPENDENCYPART_GRANDPAR
(16,13),(13,10),0.225115 # DEPENDENCYPART_GRANDPAR
(16,13),(13,11),0.0839532 # DEPENDENCYPART_GRANDPAR
(16,13),(13,12),-0.31741 # DEPENDENCYPART_GRANDPAR
(16,13),(13,14),0.315243 # DEPENDENCYPART_GRANDPAR
(16,13),(13,15),0.532824 # DEPENDENCYPART_GRANDPAR
(16,13),(13,16),-0.738377 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,2),-0.0564278 # DEPENDENCYPART_GRANDPAR
(16,14),(14,3),-0.273583 # DEPENDENCYPART_GRANDPAR
(16,14),(14,4),0.000412164 # DEPENDENCYPART_GRANDPAR
(16,14),(14,5),-0.475801 # DEPENDENCYPART_GRANDPAR
(16,14),(14,7),-0.02953 # DEPENDENCYPART_GRANDPAR
(16,14),(14,8),-0.276422 # DEPENDENCYPART_GRANDPAR
(16,14),(14,9),0.336402 # DEPENDENCYPART_GRANDPAR
(16,14),(14,10),0.229603 # DEPENDENCYPART_GRANDPAR
(16,14),(14,11),0.0595671 # DEPENDENCYPART_GRANDPAR
(16,14),(14,12),-0.290921 # DEPENDENCYPART_GRANDPAR
(16,14),(14,13),-0.187501 # DEPENDENCYPART_GRANDPAR
(16,14),(14,15),0.626608 # DEPENDENCYPART_GRANDPAR
(16,14),(14,16),-0.739653 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,14),(14,17),0.388964 # DEPENDENCYPART_GRANDPAR
(16,14),(14,18),-0.19456 # DEPENDENCYPART_GRANDPAR
(16,14),(14,21),-0.532847 # DEPENDENCYPART_GRANDPAR
(16,14),(14,22),0.264383 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),0.203031 # DEPENDENCYPART_GRANDPAR
(16,17),(17,19),-0.0891376 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),0.0809722 # DEPENDENCYPART_GRANDPAR
(16,17),(17,22),0.0724541 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.303699 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),-0.334465 # DEPENDENCYPART_GRANDPAR
(16,17),(17,26),-0.136591 # DEPENDENCYPART_GRANDPAR
(16,18),(18,3),-0.619392 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.195382 # DEPENDENCYPART_GRANDPAR
(16,18),(18,17),0.487891 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),0.092862 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),-0.409047 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),-0.00348698 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),0.184142 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),-0.168772 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),-0.0831317 # DEPENDENCYPART_GRANDPAR
(16,18),(18,26),-0.180443 # DEPENDENCYPART_GRANDPAR
(16,18),(18,27),-0.640316 # DEPENDENCYPART_GRANDPAR
(16,19),(19,3),-0.792583 # DEPENDENCYPART_GRANDPAR
(16,19),(19,17),0.483606 # DEPENDENCYPART_GRANDPAR
(16,19),(19,21),-0.147313 # DEPENDENCYPART_GRANDPAR
(16,19),(19,23),-0.183059 # DEPENDENCYPART_GRANDPAR
(16,19),(19,24),-0.167171 # DEPENDENCYPART_GRANDPAR
(16,21),(21,11),-0.470678 # DEPENDENCYPART_GRANDPAR
(16,21),(21,18),0.41243 # DEPENDENCYPART_GRANDPAR
(16,21),(21,19),0.143893 # DEPENDENCYPART_GRANDPAR
(16,21),(21,20),0.168724 # DEPENDENCYPART_GRANDPAR
(16,21),(21,22),0.209569 # DEPENDENCYPART_GRANDPAR
(16,21),(21,23),-0.169385 # DEPENDENCYPART_GRANDPAR
(16,21),(21,24),-0.201068 # DEPENDENCYPART_GRANDPAR
(16,21),(21,26),-0.123683 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.136427 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),-0.303699 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.334465 # DEPENDENCYPART_GRANDPAR
(16,22),(22,25),-0.158066 # DEPENDENCYPART_GRANDPAR
(16,22),(22,26),-0.136591 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),-0.162758 # DEPENDENCYPART_GRANDPAR
(16,23),(23,25),-0.380108 # DEPENDENCYPART_GRANDPAR
(16,23),(23,26),-0.233791 # DEPENDENCYPART_GRANDPAR
(16,24),(24,17),0.539242 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),0.318837 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),0.414662 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.174527 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.394669 # DEPENDENCYPART_GRANDPAR
(16,24),(24,26),-0.251144 # DEPENDENCYPART_GRANDPAR
(16,26),(26,10),-0.765105 # DEPENDENCYPART_GRANDPAR
(16,26),(26,11),-0.584578 # DEPENDENCYPART_GRANDPAR
(16,26),(26,18),0.245243 # DEPENDENCYPART_GRANDPAR
(16,26),(26,20),-0.62935 # DEPENDENCYPART_GRANDPAR
(16,26),(26,21),-0.0396344 # DEPENDENCYPART_GRANDPAR
(16,26),(26,23),-0.188099 # DEPENDENCYPART_GRANDPAR
(16,26),(26,24),-0.163991 # DEPENDENCYPART_GRANDPAR
(16,26),(26,25),-0.323163 # DEPENDENCYPART_GRANDPAR
(16,26),(26,27),-0.722314 # DEPENDENCYPART_GRANDPAR
(16,27),(27,26),-0.295782 # DEPENDENCYPART_GRANDPAR
(17,18),(18,3),-1.62362 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.33913 # DEPENDENCYPART_GRANDPAR
(17,18),(18,17),-0.313162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,19),1.01621 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.258638 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),0.770318 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),0.307406 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.161533 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.236353 # DEPENDENCYPART_GRANDPAR
(17,18),(18,26),0.111951 # DEPENDENCYPART_GRANDPAR
(17,18),(18,27),-0.793321 # DEPENDENCYPART_GRANDPAR
(17,19),(19,3),-1.65261 # DEPENDENCYPART_GRANDPAR
(17,19),(19,17),-0.358843 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,19),(19,21),0.49814 # DEPENDENCYPART_GRANDPAR
(17,19),(19,23),-0.328881 # DEPENDENCYPART_GRANDPAR
(17,19),(19,24),-0.135691 # DEPENDENCYPART_GRANDPAR
(17,21),(21,11),-1.25804 # DEPENDENCYPART_GRANDPAR
(17,21),(21,18),0.682536 # DEPENDENCYPART_GRANDPAR
(17,21),(21,19),0.706794 # DEPENDENCYPART_GRANDPAR
(17,21),(21,20),0.0772458 # DEPENDENCYPART_GRANDPAR
(17,21),(21,22),0.387609 # DEPENDENCYPART_GRANDPAR
(17,21),(21,23),-0.311279 # DEPENDENCYPART_GRANDPAR
(17,21),(21,24),-0.141536 # DEPENDENCYPART_GRANDPAR
(17,21),(21,26),0.135637 # DEPENDENCYPART_GRANDPAR
(17,22),(22,21),0.410474 # DEPENDENCYPART_GRANDPAR
(17,22),(22,23),-0.280558 # DEPENDENCYPART_GRANDPAR
(17,22),(22,24),-0.104186 # DEPENDENCYPART_GRANDPAR
(17,22),(22,25),-0.0732761 # DEPENDENCYPART_GRANDPAR
(17,22),(22,26),0.254404 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),-0.124855 # DEPENDENCYPART_GRANDPAR
(17,23),(23,25),-0.188402 # DEPENDENCYPART_GRANDPAR
(17,23),(23,26),0.00433721 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.379553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,21),0.789096 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),0.159148 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.20564 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.253372 # DEPENDENCYPART_GRANDPAR
(17,24),(24,26),-0.0633104 # DEPENDENCYPART_GRANDPAR
(17,26),(26,10),-1.95255 # DEPENDENCYPART_GRANDPAR
(17,26),(26,11),-1.32382 # DEPENDENCYPART_GRANDPAR
(17,26),(26,18),0.979016 # DEPENDENCYPART_GRANDPAR
(17,26),(26,20),-0.500888 # DEPENDENCYPART_GRANDPAR
(17,26),(26,21),0.537631 # DEPENDENCYPART_GRANDPAR
(17,26),(26,23),-0.13468 # DEPENDENCYPART_GRANDPAR
(17,26),(26,24),0.0328805 # DEPENDENCYPART_GRANDPAR
(17,26),(26,25),-0.0759429 # DEPENDENCYPART_GRANDPAR
(17,26),(26,27),-0.886322 # DEPENDENCYPART_GRANDPAR
(18,3),(3,1),-0.607728 # DEPENDENCYPART_GRANDPAR
(18,3),(3,2),-0.484285 # DEPENDENCYPART_GRANDPAR
(18,3),(3,4),-0.636476 # DEPENDENCYPART_GRANDPAR
(18,3),(3,5),-0.400823 # DEPENDENCYPART_GRANDPAR
(18,3),(3,6),-0.470456 # DEPENDENCYPART_GRANDPAR
(18,3),(3,7),-0.805446 # DEPENDENCYPART_GRANDPAR
(18,3),(3,8),-0.474474 # DEPENDENCYPART_GRANDPAR
(18,3),(3,9),-0.546807 # DEPENDENCYPART_GRANDPAR
(18,3),(3,10),-0.435671 # DEPENDENCYPART_GRANDPAR
(18,3),(3,11),-0.426438 # DEPENDENCYPART_GRANDPAR
(18,3),(3,12),-0.312641 # DEPENDENCYPART_GRANDPAR
(18,3),(3,13),-0.575463 # DEPENDENCYPART_GRANDPAR
(18,3),(3,14),-0.571785 # DEPENDENCYPART_GRANDPAR
(18,3),(3,15),-0.598362 # DEPENDENCYPART_GRANDPAR
(18,3),(3,16),-0.394341 # DEPENDENCYPART_GRANDPAR
(18,3),(3,17),-0.361037 # DEPENDENCYPART_GRANDPAR
(18,3),(3,21),-0.553802 # DEPENDENCYPART_GRANDPAR
(18,3),(3,22),-0.700288 # DEPENDENCYPART_GRANDPAR
(18,3),(3,27),-0.819043 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.469551 # DEPENDENCYPART_GRANDPAR
(18,14),(14,3),-0.73271 # DEPENDENCYPART_GRANDPAR
(18,14),(14,4),-0.829543 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.411568 # DEPENDENCYPART_GRANDPAR
(18,14),(14,7),-0.697222 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.750925 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.689985 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.684873 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.5004 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.825844 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.620803 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.610815 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),-0.365853 # DEPENDENCYPART_GRANDPAR
(18,14),(14,17),-0.375306 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.26615 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,21),-0.553191 # DEPENDENCYPART_GRANDPAR
(18,14),(14,22),-0.691024 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.2598 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.390673 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.571958 # DEPENDENCYPART_GRANDPAR
(18,17),(17,22),-0.754976 # DEPENDENCYPART_GRANDPAR
(18,17),(17,23),-0.653718 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-0.626724 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.580046 # DEPENDENCYPART_GRANDPAR
(18,19),(19,3),-1.17929 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-0.899511 # DEPENDENCYPART_GRANDPAR
(18,19),(19,21),-0.344999 # DEPENDENCYPART_GRANDPAR
(18,19),(19,23),-0.0461 # DEPENDENCYPART_GRANDPAR
(18,19),(19,24),0.251305 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-0.958605 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.765682 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),0.0753502 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),1.52444 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.669867 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.24835 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),-0.14985 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.0103144 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.0706901 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0192081 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.128082 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.0924624 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.403544 # DEPENDENCYPART_GRANDPAR
