# _root_ Purchase of the 76-story structure is subject to execution of a definitive agreement , approval by the boards of Seafirst and its parent company BankAmerica Corp. , and approval by regulators .
#goldHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,15,15,28,29,30,6,
#predictedHeads=6,1,5,5,2,0,6,7,8,9,13,13,10,9,9,15,18,16,18,19,20,25,25,25,21,25,25,25,28,29,30,6,
(18,20),(20,17),-0.560114 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.815163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),0.115514 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.157728 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.499484 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.172074 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-0.269923 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.200473 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.144154 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.0558441 # DEPENDENCYPART_GRANDPAR
(18,20),(20,29),-0.464436 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),-0.136099 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.672287 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),0.0495956 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.0256495 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.369691 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.566528 # DEPENDENCYPART_GRANDPAR
(18,21),(21,27),-0.196584 # DEPENDENCYPART_GRANDPAR
(18,21),(21,28),-0.375831 # DEPENDENCYPART_GRANDPAR
(18,21),(21,29),-0.238126 # DEPENDENCYPART_GRANDPAR
(18,21),(21,31),0.115291 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.2365 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.0595219 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.363545 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-0.251327 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.288307 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.424059 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.796538 # DEPENDENCYPART_GRANDPAR
(18,24),(24,19),0.0523914 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.0968451 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.362739 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.131656 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.282339 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.4175 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.12948 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.0552947 # DEPENDENCYPART_GRANDPAR
(18,24),(24,29),-0.415865 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.129023 # DEPENDENCYPART_GRANDPAR
(18,24),(24,31),-0.141822 # DEPENDENCYPART_GRANDPAR
(18,25),(25,20),0.184601 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.497009 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),-0.122796 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.227688 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.127518 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.0694011 # DEPENDENCYPART_GRANDPAR
(18,25),(25,28),-0.116008 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.466707 # DEPENDENCYPART_GRANDPAR
(18,25),(25,30),-0.0781131 # DEPENDENCYPART_GRANDPAR
(18,25),(25,31),-0.185322 # DEPENDENCYPART_GRANDPAR
(18,25),(25,32),-0.566501 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.56012 # DEPENDENCYPART_GRANDPAR
(18,26),(26,20),0.0331705 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.456607 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.0779798 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.174214 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.252048 # DEPENDENCYPART_GRANDPAR
(18,26),(26,28),-0.130886 # DEPENDENCYPART_GRANDPAR
(18,26),(26,29),-0.429907 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.238126 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.402672 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),0.115291 # DEPENDENCYPART_GRANDPAR
(18,29),(29,22),-0.369901 # DEPENDENCYPART_GRANDPAR
(18,29),(29,25),-0.191311 # DEPENDENCYPART_GRANDPAR
(18,29),(29,26),-0.259497 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.0122184 # DEPENDENCYPART_GRANDPAR
(18,29),(29,31),-0.172206 # DEPENDENCYPART_GRANDPAR
(18,30),(30,29),-0.396891 # DEPENDENCYPART_GRANDPAR
(18,30),(30,31),-0.16906 # DEPENDENCYPART_GRANDPAR
(19,18),(18,15),-0.54875 # DEPENDENCYPART_GRANDPAR
(19,18),(18,16),-0.442098 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.557858 # DEPENDENCYPART_GRANDPAR
(19,18),(18,19),-1.67467 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,18),(18,20),0.0567738 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.840625 # DEPENDENCYPART_GRANDPAR
(19,18),(18,22),-1.35633 # DEPENDENCYPART_GRANDPAR
(19,18),(18,23),-1.15977 # DEPENDENCYPART_GRANDPAR
(19,18),(18,24),-0.548124 # DEPENDENCYPART_GRANDPAR
(19,18),(18,25),-1.35362 # DEPENDENCYPART_GRANDPAR
(19,18),(18,26),-1.01263 # DEPENDENCYPART_GRANDPAR
(19,18),(18,27),-0.942525 # DEPENDENCYPART_GRANDPAR
(19,18),(18,28),-1.28707 # DEPENDENCYPART_GRANDPAR
(19,18),(18,29),-1.48494 # DEPENDENCYPART_GRANDPAR
(19,18),(18,30),-1.19437 # DEPENDENCYPART_GRANDPAR
(19,18),(18,32),-1.79804 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.24267 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.271 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.741136 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0124785 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.6691 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.195485 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),0.460129 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.288273 # DEPENDENCYPART_GRANDPAR
(19,20),(20,26),0.570842 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.0667336 # DEPENDENCYPART_GRANDPAR
(19,20),(20,29),-0.53469 # DEPENDENCYPART_GRANDPAR
(19,21),(21,20),0.500379 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.96532 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.551017 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),0.107985 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.792699 # DEPENDENCYPART_GRANDPAR
(19,21),(21,26),-0.384521 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.385914 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-0.756661 # DEPENDENCYPART_GRANDPAR
(19,21),(21,29),-0.882076 # DEPENDENCYPART_GRANDPAR
(19,21),(21,31),-0.776526 # DEPENDENCYPART_GRANDPAR
(19,23),(23,20),0.946448 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.351008 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),0.434588 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.44807 # DEPENDENCYPART_GRANDPAR
(19,23),(23,26),-0.00662555 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-1.52273 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.898545 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),1.01241 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.336771 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.0602845 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.396132 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),0.0483587 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),0.0399101 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.61436 # DEPENDENCYPART_GRANDPAR
(19,24),(24,29),-0.415033 # DEPENDENCYPART_GRANDPAR
(19,24),(24,30),-0.722591 # DEPENDENCYPART_GRANDPAR
(19,24),(24,31),-0.243192 # DEPENDENCYPART_GRANDPAR
(19,25),(25,20),1.15208 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.446729 # DEPENDENCYPART_GRANDPAR
(19,25),(25,23),0.230583 # DEPENDENCYPART_GRANDPAR
(19,25),(25,24),0.859144 # DEPENDENCYPART_GRANDPAR
(19,25),(25,26),0.621259 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.0661751 # DEPENDENCYPART_GRANDPAR
(19,25),(25,28),-0.429027 # DEPENDENCYPART_GRANDPAR
(19,25),(25,29),-0.523946 # DEPENDENCYPART_GRANDPAR
(19,25),(25,30),-0.51416 # DEPENDENCYPART_GRANDPAR
(19,25),(25,31),-0.330979 # DEPENDENCYPART_GRANDPAR
(19,25),(25,32),-1.16448 # DEPENDENCYPART_GRANDPAR
(19,26),(26,17),-1.24267 # DEPENDENCYPART_GRANDPAR
(19,26),(26,20),0.684762 # DEPENDENCYPART_GRANDPAR
(19,26),(26,22),-0.540647 # DEPENDENCYPART_GRANDPAR
(19,26),(26,23),0.179992 # DEPENDENCYPART_GRANDPAR
(19,26),(26,24),0.828651 # DEPENDENCYPART_GRANDPAR
(19,26),(26,25),-0.764243 # DEPENDENCYPART_GRANDPAR
(19,26),(26,28),-0.416215 # DEPENDENCYPART_GRANDPAR
(19,26),(26,29),-0.432128 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.462922 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.618047 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.577999 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.519294 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.478818 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.39797 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.738555 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.657465 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.276406 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-0.643718 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.791565 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.957203 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-0.932074 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-0.805028 # DEPENDENCYPART_GRANDPAR
(20,18),(18,29),-0.939317 # DEPENDENCYPART_GRANDPAR
(20,18),(18,30),-0.639234 # DEPENDENCYPART_GRANDPAR
(20,18),(18,32),-1.05556 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.821178 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.39029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.747708 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.327375 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.693271 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.783884 # DEPENDENCYPART_GRANDPAR
(20,19),(19,26),-0.948916 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.07118 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.296594 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.32226 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.0117653 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.145735 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.175006 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.214848 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.264432 # DEPENDENCYPART_GRANDPAR
(20,21),(21,29),-0.374884 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),0.328938 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.217349 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.761376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,22),0.018543 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.00464816 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.207669 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.407392 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.24325 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.08781 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.723729 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,22),0.00212563 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.578221 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.241749 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.440378 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.423395 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.289235 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),-0.335936 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.190134 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),0.263814 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.677641 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,22),-0.175799 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.323066 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0435551 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.0670203 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.211962 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.0868232 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.528514 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.326501 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),0.163797 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.32106 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-1.13712 # DEPENDENCYPART_GRANDPAR
(20,26),(26,20),-1.0334 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,26),(26,22),-0.232724 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),0.265514 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0924538 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.441778 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.384384 # DEPENDENCYPART_GRANDPAR
(20,26),(26,29),-0.659235 # DEPENDENCYPART_GRANDPAR
(20,29),(29,22),-0.0191592 # DEPENDENCYPART_GRANDPAR
(20,29),(29,25),-0.169174 # DEPENDENCYPART_GRANDPAR
(20,29),(29,26),-0.426767 # DEPENDENCYPART_GRANDPAR
(20,29),(29,30),-0.118938 # DEPENDENCYPART_GRANDPAR
(20,29),(29,31),0.221584 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.450625 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.314298 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.205677 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.40285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),0.0897655 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),0.129281 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.482327 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.455289 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.119607 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.352891 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-0.733487 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.757886 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.763154 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.784547 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.149799 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.315932 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.696881 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-1.14076 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.843572 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.765896 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),0.900592 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),1.04357 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),0.229142 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),0.61064 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),0.178735 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.0135142 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),-0.196137 # DEPENDENCYPART_GRANDPAR
(21,24),(24,30),-0.032045 # DEPENDENCYPART_GRANDPAR
(21,24),(24,31),-0.6451 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.669698 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.710644 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),1.13021 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.463085 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.926778 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.332344 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),0.147535 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.00202711 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),0.0795595 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.61479 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.95616 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-0.917959 # DEPENDENCYPART_GRANDPAR
(21,26),(26,20),-0.671027 # DEPENDENCYPART_GRANDPAR
(21,26),(26,22),0.59782 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),1.02439 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.365923 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.177352 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.0334625 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),-0.0240407 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.148415 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.0697662 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),-0.406458 # DEPENDENCYPART_GRANDPAR
(21,29),(29,22),0.780735 # DEPENDENCYPART_GRANDPAR
(21,29),(29,25),0.443552 # DEPENDENCYPART_GRANDPAR
(21,29),(29,26),0.810016 # DEPENDENCYPART_GRANDPAR
(21,29),(29,30),0.0659918 # DEPENDENCYPART_GRANDPAR
(21,29),(29,31),-0.663713 # DEPENDENCYPART_GRANDPAR
(21,31),(31,22),0.805047 # DEPENDENCYPART_GRANDPAR
(21,31),(31,29),0.169805 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),-1.1381 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.53104 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.1176 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),0.000511043 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.349224 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.42284 # DEPENDENCYPART_GRANDPAR
(23,20),(20,17),-1.24571 # DEPENDENCYPART_GRANDPAR
(23,20),(20,18),-0.66406 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.331162 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.671209 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.631697 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-2.0912 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.859473 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-0.757942 # DEPENDENCYPART_GRANDPAR
(23,20),(20,26),-0.764419 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-1.37795 # DEPENDENCYPART_GRANDPAR
(23,20),(20,29),-1.33802 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-2.00151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,17),-1.90961 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.20668 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.60692 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.26594 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.39747 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.17803 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.218769 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.610457 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.345439 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.682402 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.530084 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.514498 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-1.52066 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-1.17346 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-1.52824 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),-0.286622 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),0.269812 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.516253 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.59053 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.745836 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.45749 # DEPENDENCYPART_GRANDPAR
(23,25),(25,31),-0.545614 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-1.0134 # DEPENDENCYPART_GRANDPAR
(23,26),(26,17),-1.69331 # DEPENDENCYPART_GRANDPAR
(23,26),(26,20),-1.52097 # DEPENDENCYPART_GRANDPAR
(23,26),(26,22),-1.17346 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.55046 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.300189 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.396352 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.586915 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.660818 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),0.054676 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),-0.174044 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),-0.541413 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.316867 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),-0.219882 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-1.38838 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),-0.223125 # DEPENDENCYPART_GRANDPAR
(24,19),(19,26),-0.249679 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.656821 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),-0.252611 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),0.197216 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.179911 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.169969 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.162319 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.36755 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.270494 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-0.300912 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.962863 # DEPENDENCYPART_GRANDPAR
(24,20),(20,29),-0.787774 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.191409 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.388485 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.316035 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.45904 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-0.357997 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.393034 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.970122 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-0.734081 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.763248 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.756603 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),0.789526 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.0865123 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.159669 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.168848 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.0194072 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.10548 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.432257 # DEPENDENCYPART_GRANDPAR
(24,26),(26,17),-1.14248 # DEPENDENCYPART_GRANDPAR
(24,26),(26,20),-0.970425 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.734082 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.763402 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.768668 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.149686 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.160705 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.0901786 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.267967 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.196696 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),0.0793497 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-0.829084 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.308187 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),0.247906 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),0.0279945 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.12887 # DEPENDENCYPART_GRANDPAR
