# _root_ In a stark lesson in the power of the appropriations committees , the House deliberately killed a handful of projects backed by lawmakers in Florida , Illinois and Pennsylvania who had voted against the panel leadership on the House floor .
#goldHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,32,40,40,37,16,
#predictedHeads=16,4,4,1,4,7,5,7,11,11,8,16,14,16,16,0,18,16,18,19,20,21,22,23,24,25,25,27,28,31,23,31,32,36,36,33,36,40,40,37,16,
(27,32),(32,5),-1.05615 # DEPENDENCYPART_GRANDPAR
(27,32),(32,24),-0.798859 # DEPENDENCYPART_GRANDPAR
(27,32),(32,29),-0.199149 # DEPENDENCYPART_GRANDPAR
(27,32),(32,30),0.0934979 # DEPENDENCYPART_GRANDPAR
(27,32),(32,33),-0.528606 # DEPENDENCYPART_GRANDPAR
(27,32),(32,34),-0.819051 # DEPENDENCYPART_GRANDPAR
(27,32),(32,35),-0.402771 # DEPENDENCYPART_GRANDPAR
(27,32),(32,36),-0.595193 # DEPENDENCYPART_GRANDPAR
(27,32),(32,37),-0.720458 # DEPENDENCYPART_GRANDPAR
(27,32),(32,40),-0.49117 # DEPENDENCYPART_GRANDPAR
(27,32),(32,41),-0.88537 # DEPENDENCYPART_GRANDPAR
(27,33),(33,30),0.0361848 # DEPENDENCYPART_GRANDPAR
(27,33),(33,34),-0.852902 # DEPENDENCYPART_GRANDPAR
(27,33),(33,35),-0.442974 # DEPENDENCYPART_GRANDPAR
(27,33),(33,36),-0.643403 # DEPENDENCYPART_GRANDPAR
(27,33),(33,37),-0.870686 # DEPENDENCYPART_GRANDPAR
(27,33),(33,40),-0.524552 # DEPENDENCYPART_GRANDPAR
(27,36),(36,30),-0.0935973 # DEPENDENCYPART_GRANDPAR
(27,36),(36,33),-0.454737 # DEPENDENCYPART_GRANDPAR
(27,36),(36,34),-0.442587 # DEPENDENCYPART_GRANDPAR
(27,36),(36,35),-0.0773774 # DEPENDENCYPART_GRANDPAR
(27,36),(36,37),-0.647342 # DEPENDENCYPART_GRANDPAR
(27,36),(36,39),-0.827335 # DEPENDENCYPART_GRANDPAR
(27,36),(36,40),-0.433679 # DEPENDENCYPART_GRANDPAR
(28,29),(29,30),-0.674549 # DEPENDENCYPART_GRANDPAR
(28,29),(29,31),-0.299472 # DEPENDENCYPART_GRANDPAR
(28,29),(29,32),-0.521965 # DEPENDENCYPART_GRANDPAR
(28,29),(29,33),-0.597163 # DEPENDENCYPART_GRANDPAR
(28,29),(29,36),-0.407859 # DEPENDENCYPART_GRANDPAR
(28,30),(30,27),-0.0047957 # DEPENDENCYPART_GRANDPAR
(28,30),(30,29),0.619609 # DEPENDENCYPART_GRANDPAR
(28,30),(30,32),-0.507161 # DEPENDENCYPART_GRANDPAR
(28,31),(31,1),-0.979242 # DEPENDENCYPART_GRANDPAR
(28,31),(31,4),-0.455704 # DEPENDENCYPART_GRANDPAR
(28,31),(31,7),-0.47277 # DEPENDENCYPART_GRANDPAR
(28,31),(31,11),-0.792525 # DEPENDENCYPART_GRANDPAR
(28,31),(31,12),-1.02382 # DEPENDENCYPART_GRANDPAR
(28,31),(31,14),-0.51542 # DEPENDENCYPART_GRANDPAR
(28,31),(31,15),-0.734516 # DEPENDENCYPART_GRANDPAR
(28,31),(31,16),-0.709806 # DEPENDENCYPART_GRANDPAR
(28,31),(31,18),-0.479969 # DEPENDENCYPART_GRANDPAR
(28,31),(31,20),-0.709265 # DEPENDENCYPART_GRANDPAR
(28,31),(31,22),-0.739132 # DEPENDENCYPART_GRANDPAR
(28,31),(31,23),-0.693021 # DEPENDENCYPART_GRANDPAR
(28,31),(31,24),-0.74507 # DEPENDENCYPART_GRANDPAR
(28,31),(31,25),-0.560653 # DEPENDENCYPART_GRANDPAR
(28,31),(31,26),-0.886378 # DEPENDENCYPART_GRANDPAR
(28,31),(31,27),-0.0613071 # DEPENDENCYPART_GRANDPAR
(28,31),(31,29),0.595221 # DEPENDENCYPART_GRANDPAR
(28,31),(31,30),-0.344952 # DEPENDENCYPART_GRANDPAR
(28,31),(31,32),-0.360454 # DEPENDENCYPART_GRANDPAR
(28,31),(31,33),-0.489976 # DEPENDENCYPART_GRANDPAR
(28,31),(31,35),-0.56014 # DEPENDENCYPART_GRANDPAR
(28,31),(31,36),-0.348996 # DEPENDENCYPART_GRANDPAR
(28,31),(31,37),-0.770579 # DEPENDENCYPART_GRANDPAR
(28,31),(31,40),-0.700049 # DEPENDENCYPART_GRANDPAR
(28,31),(31,41),-1.4985 # DEPENDENCYPART_GRANDPAR
(28,32),(32,1),-0.900268 # DEPENDENCYPART_GRANDPAR
(28,32),(32,5),-0.742857 # DEPENDENCYPART_GRANDPAR
(28,32),(32,24),-0.666097 # DEPENDENCYPART_GRANDPAR
(28,32),(32,29),0.616794 # DEPENDENCYPART_GRANDPAR
(28,32),(32,30),-0.606731 # DEPENDENCYPART_GRANDPAR
(28,32),(32,33),-0.569385 # DEPENDENCYPART_GRANDPAR
(28,32),(32,34),-1.06036 # DEPENDENCYPART_GRANDPAR
(28,32),(32,35),-0.606926 # DEPENDENCYPART_GRANDPAR
(28,32),(32,36),-0.389215 # DEPENDENCYPART_GRANDPAR
(28,32),(32,37),-0.928524 # DEPENDENCYPART_GRANDPAR
(28,32),(32,40),-0.733118 # DEPENDENCYPART_GRANDPAR
(28,32),(32,41),-1.36253 # DEPENDENCYPART_GRANDPAR
(28,33),(33,30),-0.827441 # DEPENDENCYPART_GRANDPAR
(28,33),(33,34),-1.1542 # DEPENDENCYPART_GRANDPAR
(28,33),(33,35),-0.696612 # DEPENDENCYPART_GRANDPAR
(28,33),(33,36),-0.490296 # DEPENDENCYPART_GRANDPAR
(28,33),(33,37),-1.07994 # DEPENDENCYPART_GRANDPAR
(28,33),(33,40),-0.813441 # DEPENDENCYPART_GRANDPAR
(28,36),(36,30),-0.768409 # DEPENDENCYPART_GRANDPAR
(28,36),(36,33),-0.584272 # DEPENDENCYPART_GRANDPAR
(28,36),(36,34),-0.969606 # DEPENDENCYPART_GRANDPAR
(28,36),(36,35),-0.494077 # DEPENDENCYPART_GRANDPAR
(28,36),(36,37),-0.88277 # DEPENDENCYPART_GRANDPAR
(28,36),(36,39),-0.164162 # DEPENDENCYPART_GRANDPAR
(28,36),(36,40),-0.905319 # DEPENDENCYPART_GRANDPAR
(28,40),(40,30),-0.774103 # DEPENDENCYPART_GRANDPAR
(28,40),(40,34),-0.931171 # DEPENDENCYPART_GRANDPAR
(28,40),(40,35),-0.504089 # DEPENDENCYPART_GRANDPAR
(28,40),(40,36),-0.286598 # DEPENDENCYPART_GRANDPAR
(28,40),(40,38),-0.877771 # DEPENDENCYPART_GRANDPAR
(28,40),(40,39),0.0429217 # DEPENDENCYPART_GRANDPAR
(29,30),(30,27),-1.74055 # DEPENDENCYPART_GRANDPAR
(29,30),(30,29),-0.911029 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,30),(30,32),-0.116818 # DEPENDENCYPART_GRANDPAR
(29,31),(31,1),-1.72925 # DEPENDENCYPART_GRANDPAR
(29,31),(31,4),-1.87856 # DEPENDENCYPART_GRANDPAR
(29,31),(31,7),-1.85182 # DEPENDENCYPART_GRANDPAR
(29,31),(31,11),-1.73892 # DEPENDENCYPART_GRANDPAR
(29,31),(31,12),-1.70858 # DEPENDENCYPART_GRANDPAR
(29,31),(31,14),-1.74819 # DEPENDENCYPART_GRANDPAR
(29,31),(31,15),-1.46333 # DEPENDENCYPART_GRANDPAR
(29,31),(31,16),-1.48264 # DEPENDENCYPART_GRANDPAR
(29,31),(31,18),-1.72559 # DEPENDENCYPART_GRANDPAR
(29,31),(31,20),-1.61725 # DEPENDENCYPART_GRANDPAR
(29,31),(31,22),-1.67084 # DEPENDENCYPART_GRANDPAR
(29,31),(31,23),-1.55569 # DEPENDENCYPART_GRANDPAR
(29,31),(31,24),-1.44594 # DEPENDENCYPART_GRANDPAR
(29,31),(31,25),-1.41129 # DEPENDENCYPART_GRANDPAR
(29,31),(31,26),-1.37997 # DEPENDENCYPART_GRANDPAR
(29,31),(31,27),-1.74628 # DEPENDENCYPART_GRANDPAR
(29,31),(31,29),-0.908788 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,31),(31,30),0.746641 # DEPENDENCYPART_GRANDPAR
(29,31),(31,32),0.133212 # DEPENDENCYPART_GRANDPAR
(29,31),(31,33),-0.0944476 # DEPENDENCYPART_GRANDPAR
(29,31),(31,35),-0.107045 # DEPENDENCYPART_GRANDPAR
(29,31),(31,36),-0.100653 # DEPENDENCYPART_GRANDPAR
(29,31),(31,37),-0.210571 # DEPENDENCYPART_GRANDPAR
(29,31),(31,40),-0.32488 # DEPENDENCYPART_GRANDPAR
(29,31),(31,41),-0.617556 # DEPENDENCYPART_GRANDPAR
(29,32),(32,1),-1.68806 # DEPENDENCYPART_GRANDPAR
(29,32),(32,5),-1.67864 # DEPENDENCYPART_GRANDPAR
(29,32),(32,24),-1.40475 # DEPENDENCYPART_GRANDPAR
(29,32),(32,29),-0.927091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(29,32),(32,30),0.332052 # DEPENDENCYPART_GRANDPAR
(29,32),(32,33),-0.186195 # DEPENDENCYPART_GRANDPAR
(29,32),(32,34),-0.70972 # DEPENDENCYPART_GRANDPAR
(29,32),(32,35),-0.273488 # DEPENDENCYPART_GRANDPAR
(29,32),(32,36),-0.257859 # DEPENDENCYPART_GRANDPAR
(29,32),(32,37),-0.350121 # DEPENDENCYPART_GRANDPAR
(29,32),(32,40),-0.488171 # DEPENDENCYPART_GRANDPAR
(29,32),(32,41),-0.556382 # DEPENDENCYPART_GRANDPAR
(29,33),(33,30),0.274833 # DEPENDENCYPART_GRANDPAR
(29,33),(33,34),-0.74694 # DEPENDENCYPART_GRANDPAR
(29,33),(33,35),-0.315692 # DEPENDENCYPART_GRANDPAR
(29,33),(33,36),-0.308069 # DEPENDENCYPART_GRANDPAR
(29,33),(33,37),-0.503718 # DEPENDENCYPART_GRANDPAR
(29,33),(33,40),-0.523554 # DEPENDENCYPART_GRANDPAR
(29,36),(36,30),0.146314 # DEPENDENCYPART_GRANDPAR
(29,36),(36,33),-0.119193 # DEPENDENCYPART_GRANDPAR
(29,36),(36,34),-0.333288 # DEPENDENCYPART_GRANDPAR
(29,36),(36,35),0.0491358 # DEPENDENCYPART_GRANDPAR
(29,36),(36,37),-0.276392 # DEPENDENCYPART_GRANDPAR
(29,36),(36,39),-0.406527 # DEPENDENCYPART_GRANDPAR
(29,36),(36,40),-0.430059 # DEPENDENCYPART_GRANDPAR
(30,27),(27,23),-0.382333 # DEPENDENCYPART_GRANDPAR
(30,27),(27,25),-0.426798 # DEPENDENCYPART_GRANDPAR
(30,27),(27,26),-0.45022 # DEPENDENCYPART_GRANDPAR
(30,27),(27,28),-0.13518 # DEPENDENCYPART_GRANDPAR
(30,27),(27,29),-0.20076 # DEPENDENCYPART_GRANDPAR
(30,27),(27,30),-1.66205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,27),(27,31),-0.433267 # DEPENDENCYPART_GRANDPAR
(30,27),(27,32),-0.67361 # DEPENDENCYPART_GRANDPAR
(30,27),(27,33),-0.676311 # DEPENDENCYPART_GRANDPAR
(30,27),(27,36),-0.675428 # DEPENDENCYPART_GRANDPAR
(30,29),(29,30),-1.66205 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,29),(29,31),-0.433267 # DEPENDENCYPART_GRANDPAR
(30,29),(29,32),-0.67361 # DEPENDENCYPART_GRANDPAR
(30,29),(29,33),-0.676311 # DEPENDENCYPART_GRANDPAR
(30,29),(29,36),-0.675428 # DEPENDENCYPART_GRANDPAR
(30,32),(32,1),-0.852553 # DEPENDENCYPART_GRANDPAR
(30,32),(32,5),-0.879306 # DEPENDENCYPART_GRANDPAR
(30,32),(32,24),-0.725737 # DEPENDENCYPART_GRANDPAR
(30,32),(32,29),-0.806575 # DEPENDENCYPART_GRANDPAR
(30,32),(32,30),-1.20013 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(30,32),(32,33),-0.254032 # DEPENDENCYPART_GRANDPAR
(30,32),(32,34),-0.453213 # DEPENDENCYPART_GRANDPAR
(30,32),(32,35),-0.152429 # DEPENDENCYPART_GRANDPAR
(30,32),(32,36),-0.159465 # DEPENDENCYPART_GRANDPAR
(30,32),(32,37),-0.367234 # DEPENDENCYPART_GRANDPAR
(30,32),(32,40),-0.184976 # DEPENDENCYPART_GRANDPAR
(30,32),(32,41),-0.360126 # DEPENDENCYPART_GRANDPAR
(31,1),(1,2),-1.28027 # DEPENDENCYPART_GRANDPAR
(31,1),(1,3),-0.96105 # DEPENDENCYPART_GRANDPAR
(31,1),(1,4),-0.963624 # DEPENDENCYPART_GRANDPAR
(31,1),(1,5),-1.37721 # DEPENDENCYPART_GRANDPAR
(31,1),(1,7),-1.19683 # DEPENDENCYPART_GRANDPAR
(31,1),(1,8),-0.969415 # DEPENDENCYPART_GRANDPAR
(31,1),(1,11),-0.866888 # DEPENDENCYPART_GRANDPAR
(31,1),(1,12),-1.0476 # DEPENDENCYPART_GRANDPAR
(31,1),(1,41),-1.14947 # DEPENDENCYPART_GRANDPAR
(31,4),(4,1),-1.52591 # DEPENDENCYPART_GRANDPAR
(31,4),(4,2),-1.26558 # DEPENDENCYPART_GRANDPAR
(31,4),(4,3),-0.760295 # DEPENDENCYPART_GRANDPAR
(31,4),(4,5),-1.15233 # DEPENDENCYPART_GRANDPAR
(31,4),(4,7),-1.18347 # DEPENDENCYPART_GRANDPAR
(31,4),(4,8),-0.643614 # DEPENDENCYPART_GRANDPAR
(31,4),(4,10),-0.917169 # DEPENDENCYPART_GRANDPAR
(31,4),(4,11),-0.995977 # DEPENDENCYPART_GRANDPAR
(31,4),(4,12),-0.588984 # DEPENDENCYPART_GRANDPAR
(31,4),(4,14),-0.923563 # DEPENDENCYPART_GRANDPAR
(31,4),(4,15),-0.784121 # DEPENDENCYPART_GRANDPAR
(31,4),(4,16),-0.552536 # DEPENDENCYPART_GRANDPAR
(31,4),(4,18),-0.708665 # DEPENDENCYPART_GRANDPAR
(31,4),(4,21),-0.651684 # DEPENDENCYPART_GRANDPAR
(31,4),(4,41),-1.20575 # DEPENDENCYPART_GRANDPAR
(31,7),(7,2),-1.31585 # DEPENDENCYPART_GRANDPAR
(31,7),(7,3),-0.758839 # DEPENDENCYPART_GRANDPAR
(31,7),(7,5),-1.46451 # DEPENDENCYPART_GRANDPAR
(31,7),(7,6),-1.40985 # DEPENDENCYPART_GRANDPAR
(31,7),(7,8),-0.621382 # DEPENDENCYPART_GRANDPAR
(31,7),(7,9),-1.24683 # DEPENDENCYPART_GRANDPAR
(31,7),(7,10),-0.922483 # DEPENDENCYPART_GRANDPAR
(31,7),(7,11),-1.00129 # DEPENDENCYPART_GRANDPAR
(31,7),(7,12),-0.599973 # DEPENDENCYPART_GRANDPAR
(31,7),(7,13),-0.378669 # DEPENDENCYPART_GRANDPAR
(31,7),(7,14),-0.936224 # DEPENDENCYPART_GRANDPAR
(31,7),(7,15),-0.776312 # DEPENDENCYPART_GRANDPAR
(31,7),(7,16),-0.560463 # DEPENDENCYPART_GRANDPAR
(31,7),(7,18),-0.694434 # DEPENDENCYPART_GRANDPAR
(31,7),(7,21),-0.656346 # DEPENDENCYPART_GRANDPAR
(31,7),(7,24),-0.145064 # DEPENDENCYPART_GRANDPAR
(31,7),(7,26),-0.526861 # DEPENDENCYPART_GRANDPAR
(31,7),(7,41),-1.2059 # DEPENDENCYPART_GRANDPAR
(31,11),(11,1),-1.60789 # DEPENDENCYPART_GRANDPAR
(31,11),(11,5),-1.45907 # DEPENDENCYPART_GRANDPAR
(31,11),(11,6),-1.40788 # DEPENDENCYPART_GRANDPAR
(31,11),(11,7),-1.3885 # DEPENDENCYPART_GRANDPAR
(31,11),(11,8),-0.906781 # DEPENDENCYPART_GRANDPAR
(31,11),(11,9),-1.34284 # DEPENDENCYPART_GRANDPAR
(31,11),(11,10),-0.884663 # DEPENDENCYPART_GRANDPAR
(31,11),(11,12),-0.714455 # DEPENDENCYPART_GRANDPAR
(31,11),(11,13),-0.475963 # DEPENDENCYPART_GRANDPAR
(31,11),(11,14),-1.07606 # DEPENDENCYPART_GRANDPAR
(31,11),(11,15),-0.844697 # DEPENDENCYPART_GRANDPAR
(31,11),(11,16),-0.582921 # DEPENDENCYPART_GRANDPAR
(31,11),(11,18),-0.761174 # DEPENDENCYPART_GRANDPAR
(31,11),(11,19),-0.301844 # DEPENDENCYPART_GRANDPAR
(31,11),(11,20),-0.618109 # DEPENDENCYPART_GRANDPAR
(31,11),(11,21),-0.664272 # DEPENDENCYPART_GRANDPAR
(31,11),(11,23),-0.662208 # DEPENDENCYPART_GRANDPAR
(31,11),(11,24),-0.229116 # DEPENDENCYPART_GRANDPAR
(31,11),(11,26),-0.641343 # DEPENDENCYPART_GRANDPAR
(31,11),(11,31),-1.37827 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,11),(11,41),-1.15377 # DEPENDENCYPART_GRANDPAR
(31,14),(14,9),-1.33014 # DEPENDENCYPART_GRANDPAR
(31,14),(14,11),-1.04326 # DEPENDENCYPART_GRANDPAR
(31,14),(14,12),-0.996888 # DEPENDENCYPART_GRANDPAR
(31,14),(14,13),-0.461974 # DEPENDENCYPART_GRANDPAR
(31,14),(14,15),-0.898032 # DEPENDENCYPART_GRANDPAR
(31,14),(14,16),-0.711901 # DEPENDENCYPART_GRANDPAR
(31,14),(14,18),-0.752904 # DEPENDENCYPART_GRANDPAR
(31,14),(14,19),-0.235196 # DEPENDENCYPART_GRANDPAR
(31,14),(14,28),-0.380941 # DEPENDENCYPART_GRANDPAR
(31,15),(15,1),-1.53934 # DEPENDENCYPART_GRANDPAR
(31,15),(15,5),-1.39053 # DEPENDENCYPART_GRANDPAR
(31,15),(15,13),-0.679218 # DEPENDENCYPART_GRANDPAR
(31,15),(15,14),-1.23431 # DEPENDENCYPART_GRANDPAR
(31,15),(15,18),-0.768468 # DEPENDENCYPART_GRANDPAR
(31,15),(15,19),-0.331148 # DEPENDENCYPART_GRANDPAR
(31,16),(16,1),-1.33919 # DEPENDENCYPART_GRANDPAR
(31,16),(16,4),-0.895627 # DEPENDENCYPART_GRANDPAR
(31,16),(16,5),-1.19038 # DEPENDENCYPART_GRANDPAR
(31,16),(16,7),-1.13531 # DEPENDENCYPART_GRANDPAR
(31,16),(16,8),-0.897153 # DEPENDENCYPART_GRANDPAR
(31,16),(16,9),-1.34837 # DEPENDENCYPART_GRANDPAR
(31,16),(16,10),-0.69032 # DEPENDENCYPART_GRANDPAR
(31,16),(16,11),-0.772869 # DEPENDENCYPART_GRANDPAR
(31,16),(16,12),-0.790772 # DEPENDENCYPART_GRANDPAR
(31,16),(16,13),-0.480202 # DEPENDENCYPART_GRANDPAR
(31,16),(16,14),-1.02343 # DEPENDENCYPART_GRANDPAR
(31,16),(16,15),-0.801715 # DEPENDENCYPART_GRANDPAR
(31,16),(16,17),-0.615886 # DEPENDENCYPART_GRANDPAR
(31,16),(16,18),-0.909809 # DEPENDENCYPART_GRANDPAR
(31,16),(16,19),-0.58279 # DEPENDENCYPART_GRANDPAR
(31,16),(16,20),-0.808257 # DEPENDENCYPART_GRANDPAR
(31,16),(16,21),-0.936886 # DEPENDENCYPART_GRANDPAR
(31,16),(16,22),-0.694391 # DEPENDENCYPART_GRANDPAR
(31,16),(16,23),-0.840988 # DEPENDENCYPART_GRANDPAR
(31,16),(16,24),-0.484274 # DEPENDENCYPART_GRANDPAR
(31,16),(16,25),-0.803648 # DEPENDENCYPART_GRANDPAR
(31,16),(16,26),-1.06576 # DEPENDENCYPART_GRANDPAR
(31,16),(16,27),-0.769251 # DEPENDENCYPART_GRANDPAR
(31,16),(16,28),-0.90878 # DEPENDENCYPART_GRANDPAR
(31,16),(16,29),-0.705932 # DEPENDENCYPART_GRANDPAR
(31,16),(16,31),-1.34591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,16),(16,32),-0.338343 # DEPENDENCYPART_GRANDPAR
(31,16),(16,33),-0.387234 # DEPENDENCYPART_GRANDPAR
(31,16),(16,36),-0.441611 # DEPENDENCYPART_GRANDPAR
(31,16),(16,37),-0.188539 # DEPENDENCYPART_GRANDPAR
(31,16),(16,41),-1.03794 # DEPENDENCYPART_GRANDPAR
(31,18),(18,13),-0.340652 # DEPENDENCYPART_GRANDPAR
(31,18),(18,14),-1.05884 # DEPENDENCYPART_GRANDPAR
(31,18),(18,15),-0.933144 # DEPENDENCYPART_GRANDPAR
(31,18),(18,16),-0.791468 # DEPENDENCYPART_GRANDPAR
(31,18),(18,17),-0.36296 # DEPENDENCYPART_GRANDPAR
(31,18),(18,19),-0.176922 # DEPENDENCYPART_GRANDPAR
(31,18),(18,20),-0.702876 # DEPENDENCYPART_GRANDPAR
(31,18),(18,21),-0.63977 # DEPENDENCYPART_GRANDPAR
(31,18),(18,22),-0.355313 # DEPENDENCYPART_GRANDPAR
(31,18),(18,23),-0.744785 # DEPENDENCYPART_GRANDPAR
(31,18),(18,24),-0.121482 # DEPENDENCYPART_GRANDPAR
(31,18),(18,25),-0.552154 # DEPENDENCYPART_GRANDPAR
(31,18),(18,26),-0.504226 # DEPENDENCYPART_GRANDPAR
(31,18),(18,27),-0.520838 # DEPENDENCYPART_GRANDPAR
(31,18),(18,28),-0.48032 # DEPENDENCYPART_GRANDPAR
(31,18),(18,31),-1.40213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,18),(18,32),-0.40099 # DEPENDENCYPART_GRANDPAR
(31,18),(18,33),-0.213582 # DEPENDENCYPART_GRANDPAR
(31,18),(18,37),-3.42704e-05 # DEPENDENCYPART_GRANDPAR
(31,18),(18,41),-1.20575 # DEPENDENCYPART_GRANDPAR
(31,20),(20,18),-0.865255 # DEPENDENCYPART_GRANDPAR
(31,20),(20,21),-0.589865 # DEPENDENCYPART_GRANDPAR
(31,20),(20,22),-0.408517 # DEPENDENCYPART_GRANDPAR
(31,20),(20,23),-0.613538 # DEPENDENCYPART_GRANDPAR
(31,20),(20,24),-0.162853 # DEPENDENCYPART_GRANDPAR
(31,20),(20,25),-0.656875 # DEPENDENCYPART_GRANDPAR
(31,20),(20,26),-0.470983 # DEPENDENCYPART_GRANDPAR
(31,20),(20,27),-0.619656 # DEPENDENCYPART_GRANDPAR
(31,20),(20,28),-0.616292 # DEPENDENCYPART_GRANDPAR
(31,20),(20,31),-1.38107 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,20),(20,32),-0.386169 # DEPENDENCYPART_GRANDPAR
(31,20),(20,37),0.0768768 # DEPENDENCYPART_GRANDPAR
(31,22),(22,23),-0.635235 # DEPENDENCYPART_GRANDPAR
(31,22),(22,24),-0.259583 # DEPENDENCYPART_GRANDPAR
(31,22),(22,25),-0.691957 # DEPENDENCYPART_GRANDPAR
(31,22),(22,27),-0.658747 # DEPENDENCYPART_GRANDPAR
(31,22),(22,28),-0.666302 # DEPENDENCYPART_GRANDPAR
(31,22),(22,31),-1.47673 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,23),(23,20),-0.658864 # DEPENDENCYPART_GRANDPAR
(31,23),(23,21),-0.771697 # DEPENDENCYPART_GRANDPAR
(31,23),(23,24),-0.223907 # DEPENDENCYPART_GRANDPAR
(31,23),(23,25),-0.704793 # DEPENDENCYPART_GRANDPAR
(31,23),(23,26),-0.661503 # DEPENDENCYPART_GRANDPAR
(31,23),(23,27),-0.667574 # DEPENDENCYPART_GRANDPAR
(31,23),(23,28),-0.645677 # DEPENDENCYPART_GRANDPAR
(31,23),(23,29),-0.623135 # DEPENDENCYPART_GRANDPAR
(31,23),(23,30),-0.316094 # DEPENDENCYPART_GRANDPAR
(31,23),(23,31),-1.37902 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,23),(23,32),-0.384115 # DEPENDENCYPART_GRANDPAR
(31,23),(23,33),-0.152464 # DEPENDENCYPART_GRANDPAR
(31,23),(23,37),0.0773096 # DEPENDENCYPART_GRANDPAR
(31,24),(24,22),-0.595642 # DEPENDENCYPART_GRANDPAR
(31,24),(24,23),-0.695705 # DEPENDENCYPART_GRANDPAR
(31,24),(24,25),-0.628632 # DEPENDENCYPART_GRANDPAR
(31,24),(24,27),-0.59474 # DEPENDENCYPART_GRANDPAR
(31,24),(24,28),-0.784336 # DEPENDENCYPART_GRANDPAR
(31,24),(24,29),-0.530003 # DEPENDENCYPART_GRANDPAR
(31,25),(25,26),-0.717337 # DEPENDENCYPART_GRANDPAR
(31,25),(25,27),-0.655558 # DEPENDENCYPART_GRANDPAR
(31,25),(25,28),-0.415464 # DEPENDENCYPART_GRANDPAR
(31,25),(25,29),-0.58937 # DEPENDENCYPART_GRANDPAR
(31,25),(25,30),-0.37414 # DEPENDENCYPART_GRANDPAR
(31,25),(25,31),-1.48 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,25),(25,32),-0.464906 # DEPENDENCYPART_GRANDPAR
(31,25),(25,36),-0.656478 # DEPENDENCYPART_GRANDPAR
(31,27),(27,23),-0.885871 # DEPENDENCYPART_GRANDPAR
(31,27),(27,25),-0.779456 # DEPENDENCYPART_GRANDPAR
(31,27),(27,26),-1.0458 # DEPENDENCYPART_GRANDPAR
(31,27),(27,28),-0.4089 # DEPENDENCYPART_GRANDPAR
(31,27),(27,29),-0.587482 # DEPENDENCYPART_GRANDPAR
(31,27),(27,30),-0.372232 # DEPENDENCYPART_GRANDPAR
(31,27),(27,31),-1.48 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,27),(27,32),-0.464906 # DEPENDENCYPART_GRANDPAR
(31,27),(27,33),-0.403475 # DEPENDENCYPART_GRANDPAR
(31,27),(27,36),-0.656476 # DEPENDENCYPART_GRANDPAR
(31,29),(29,30),-0.372268 # DEPENDENCYPART_GRANDPAR
(31,29),(29,31),-1.48 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(31,29),(29,32),-0.464906 # DEPENDENCYPART_GRANDPAR
(31,29),(29,33),-0.403474 # DEPENDENCYPART_GRANDPAR
(31,29),(29,36),-0.656476 # DEPENDENCYPART_GRANDPAR
(31,30),(30,27),-0.764314 # DEPENDENCYPART_GRANDPAR
(31,30),(30,29),-0.694947 # DEPENDENCYPART_GRANDPAR
(31,30),(30,32),-0.358611 # DEPENDENCYPART_GRANDPAR
(31,32),(32,1),-1.61602 # DEPENDENCYPART_GRANDPAR
(31,32),(32,5),-1.46721 # DEPENDENCYPART_GRANDPAR
(31,32),(32,24),-0.465566 # DEPENDENCYPART_GRANDPAR
(31,32),(32,29),-1.06766 # DEPENDENCYPART_GRANDPAR
(31,32),(32,30),-0.381773 # DEPENDENCYPART_GRANDPAR
(31,32),(32,33),0.0398546 # DEPENDENCYPART_GRANDPAR
(31,32),(32,34),-0.316979 # DEPENDENCYPART_GRANDPAR
(31,32),(32,35),0.249077 # DEPENDENCYPART_GRANDPAR
(31,32),(32,36),0.31054 # DEPENDENCYPART_GRANDPAR
(31,32),(32,37),0.278606 # DEPENDENCYPART_GRANDPAR
(31,32),(32,40),0.125772 # DEPENDENCYPART_GRANDPAR
(31,32),(32,41),-0.737092 # DEPENDENCYPART_GRANDPAR
(31,33),(33,30),-0.553303 # DEPENDENCYPART_GRANDPAR
(31,33),(33,34),-0.473415 # DEPENDENCYPART_GRANDPAR
(31,33),(33,35),0.0130892 # DEPENDENCYPART_GRANDPAR
(31,33),(33,36),0.0628193 # DEPENDENCYPART_GRANDPAR
