# _root_ He said the third-quarter estimate indicates profit for the nine months of $ 4.65 a share , `` almost equal to the full-year 1988 earnings '' of $ 108.6 million , or $ 4.81 a share .
#goldHeads=2,0,5,5,6,2,6,7,11,11,8,7,12,13,16,13,7,20,20,7,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
#predictedHeads=2,0,5,5,6,2,6,7,11,11,8,11,12,13,16,13,13,13,20,13,20,25,25,25,21,25,25,27,28,28,28,28,32,33,36,33,2,
(20,13),(13,14),0.140375 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.268168 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.1314 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.317564 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),-0.281681 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),0.135196 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-0.978784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.501538 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.565529 # DEPENDENCYPART_GRANDPAR
(20,13),(13,23),-0.37531 # DEPENDENCYPART_GRANDPAR
(20,13),(13,24),-0.521184 # DEPENDENCYPART_GRANDPAR
(20,13),(13,25),-0.450255 # DEPENDENCYPART_GRANDPAR
(20,13),(13,26),-0.673241 # DEPENDENCYPART_GRANDPAR
(20,13),(13,27),-0.680613 # DEPENDENCYPART_GRANDPAR
(20,13),(13,28),-0.703696 # DEPENDENCYPART_GRANDPAR
(20,13),(13,29),-0.890474 # DEPENDENCYPART_GRANDPAR
(20,13),(13,30),-0.755067 # DEPENDENCYPART_GRANDPAR
(20,13),(13,31),-1.18739 # DEPENDENCYPART_GRANDPAR
(20,13),(13,32),-1.27035 # DEPENDENCYPART_GRANDPAR
(20,13),(13,33),-0.826419 # DEPENDENCYPART_GRANDPAR
(20,13),(13,34),-1.02998 # DEPENDENCYPART_GRANDPAR
(20,13),(13,36),-0.815431 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),-0.505185 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.211183 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.172632 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-0.207685 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.426562 # DEPENDENCYPART_GRANDPAR
(20,16),(16,18),-0.503517 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.170478 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-0.97448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,21),-0.445921 # DEPENDENCYPART_GRANDPAR
(20,16),(16,25),-0.452567 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.190677 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),-0.356234 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.00162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.495312 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.564908 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.398146 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.555249 # DEPENDENCYPART_GRANDPAR
(20,19),(19,27),-0.708063 # DEPENDENCYPART_GRANDPAR
(20,19),(19,28),-0.706489 # DEPENDENCYPART_GRANDPAR
(20,19),(19,30),-0.790569 # DEPENDENCYPART_GRANDPAR
(20,19),(19,32),-1.292 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-0.831482 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.650767 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),0.0276012 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.368865 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.218211 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),0.433528 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.0538474 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.294341 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.000276204 # DEPENDENCYPART_GRANDPAR
(20,21),(21,30),-0.0681562 # DEPENDENCYPART_GRANDPAR
(20,21),(21,31),-0.459239 # DEPENDENCYPART_GRANDPAR
(20,21),(21,32),-0.815249 # DEPENDENCYPART_GRANDPAR
(20,21),(21,33),-0.123 # DEPENDENCYPART_GRANDPAR
(20,21),(21,36),-0.161178 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.161664 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.108531 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.0564345 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.0402045 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.107914 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.155689 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.161495 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.438886 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.642445 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.0491776 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.168088 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.363436 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.322472 # DEPENDENCYPART_GRANDPAR
(20,25),(25,13),-0.789783 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-0.736479 # DEPENDENCYPART_GRANDPAR
(20,25),(25,18),-0.852988 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-0.65526 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.643307 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,22),-0.103283 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.0432434 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.0212987 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.0607551 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.15131 # DEPENDENCYPART_GRANDPAR
(20,25),(25,28),-0.0776732 # DEPENDENCYPART_GRANDPAR
(20,25),(25,30),-0.117276 # DEPENDENCYPART_GRANDPAR
(20,25),(25,31),-0.558889 # DEPENDENCYPART_GRANDPAR
(20,25),(25,32),-0.734896 # DEPENDENCYPART_GRANDPAR
(20,25),(25,33),-0.200397 # DEPENDENCYPART_GRANDPAR
(20,25),(25,36),-0.195095 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.0086404 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.0574143 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.0360265 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.3584 # DEPENDENCYPART_GRANDPAR
(20,26),(26,28),-0.242728 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.0775696 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.332142 # DEPENDENCYPART_GRANDPAR
(20,27),(27,28),0.0338342 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.184557 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.0476177 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.620746 # DEPENDENCYPART_GRANDPAR
(20,27),(27,32),-0.8489 # DEPENDENCYPART_GRANDPAR
(20,27),(27,33),-0.0888892 # DEPENDENCYPART_GRANDPAR
(20,27),(27,36),-0.161609 # DEPENDENCYPART_GRANDPAR
(20,28),(28,22),-0.0411148 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),0.322711 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),0.331522 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.0954912 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.0280692 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),-0.193115 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),0.125937 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.813242 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),-0.937207 # DEPENDENCYPART_GRANDPAR
(20,28),(28,33),-0.307116 # DEPENDENCYPART_GRANDPAR
(20,28),(28,34),-0.33262 # DEPENDENCYPART_GRANDPAR
(20,28),(28,36),-0.309169 # DEPENDENCYPART_GRANDPAR
(20,30),(30,22),-0.0523192 # DEPENDENCYPART_GRANDPAR
(20,30),(30,24),-0.0804694 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.46354 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.677117 # DEPENDENCYPART_GRANDPAR
(20,30),(30,32),-0.933341 # DEPENDENCYPART_GRANDPAR
(20,30),(30,33),-0.445559 # DEPENDENCYPART_GRANDPAR
(20,30),(30,36),-0.515076 # DEPENDENCYPART_GRANDPAR
(20,32),(32,33),-0.0724744 # DEPENDENCYPART_GRANDPAR
(20,32),(32,34),-0.329438 # DEPENDENCYPART_GRANDPAR
(20,32),(32,36),-0.127594 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.436706 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.669712 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.296318 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.05054 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),0.597594 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.0533783 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.43561 # DEPENDENCYPART_GRANDPAR
(21,19),(19,27),-0.34181 # DEPENDENCYPART_GRANDPAR
(21,19),(19,28),-0.466528 # DEPENDENCYPART_GRANDPAR
(21,19),(19,30),-0.958355 # DEPENDENCYPART_GRANDPAR
(21,19),(19,32),-0.524996 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.404716 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.0487703 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),1.1486 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.043626 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),0.00977749 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),0.0807685 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),0.0260474 # DEPENDENCYPART_GRANDPAR
(21,23),(23,31),0.0607803 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),0.0428841 # DEPENDENCYPART_GRANDPAR
(21,24),(24,22),1.34401 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),0.819829 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.102992 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.0559253 # DEPENDENCYPART_GRANDPAR
(21,25),(25,13),-1.18172 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-1.08414 # DEPENDENCYPART_GRANDPAR
(21,25),(25,18),-1.15508 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-0.922411 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-1.09061 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),1.02554 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),0.541409 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),0.147456 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),0.0683411 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),0.0701479 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),0.180862 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.443006 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),0.00445314 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.049023 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),0.0251958 # DEPENDENCYPART_GRANDPAR
(21,25),(25,36),0.116659 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.447202 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.0497254 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.190816 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.0477783 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),0.0435863 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.202702 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.0971812 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),0.112695 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.226897 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.431988 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.0611867 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.228611 # DEPENDENCYPART_GRANDPAR
(21,27),(27,33),-0.042971 # DEPENDENCYPART_GRANDPAR
(21,27),(27,36),-0.0335658 # DEPENDENCYPART_GRANDPAR
(21,28),(28,22),1.28127 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.922711 # DEPENDENCYPART_GRANDPAR
(21,28),(28,24),0.415377 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),0.192379 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.240455 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),-0.0306664 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.217275 # DEPENDENCYPART_GRANDPAR
(21,28),(28,31),0.233337 # DEPENDENCYPART_GRANDPAR
(21,28),(28,32),0.179047 # DEPENDENCYPART_GRANDPAR
(21,28),(28,33),-0.0686255 # DEPENDENCYPART_GRANDPAR
(21,28),(28,34),-0.323008 # DEPENDENCYPART_GRANDPAR
(21,28),(28,36),0.162215 # DEPENDENCYPART_GRANDPAR
(21,30),(30,22),1.2962 # DEPENDENCYPART_GRANDPAR
(21,30),(30,24),0.187324 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.158381 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),0.176789 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.188401 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.189142 # DEPENDENCYPART_GRANDPAR
(21,30),(30,36),-0.105334 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.0570044 # DEPENDENCYPART_GRANDPAR
(21,32),(32,34),-0.543446 # DEPENDENCYPART_GRANDPAR
(21,32),(32,36),-0.0905133 # DEPENDENCYPART_GRANDPAR
(21,33),(33,30),0.0209662 # DEPENDENCYPART_GRANDPAR
(21,33),(33,34),-0.323008 # DEPENDENCYPART_GRANDPAR
(21,33),(33,35),-0.782521 # DEPENDENCYPART_GRANDPAR
(21,33),(33,36),0.162215 # DEPENDENCYPART_GRANDPAR
(21,36),(36,22),1.32214 # DEPENDENCYPART_GRANDPAR
(21,36),(36,33),-0.298876 # DEPENDENCYPART_GRANDPAR
(21,36),(36,34),-0.502621 # DEPENDENCYPART_GRANDPAR
(21,36),(36,35),-0.540291 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.32784 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.297483 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.566985 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.439224 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.496158 # DEPENDENCYPART_GRANDPAR
(22,23),(23,31),-0.665078 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.341826 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-1.34465 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.106794 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.565191 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.5618 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.59624 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.513044 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-0.767154 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.06894 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,27),-0.49523 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.349337 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-1.24667 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,24),-0.055895 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.213989 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.490874 # DEPENDENCYPART_GRANDPAR
(23,26),(26,28),-0.270273 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.256241 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.464591 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),0.0187051 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.160312 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),0.0332007 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.707945 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.843425 # DEPENDENCYPART_GRANDPAR
(23,27),(27,33),-0.239138 # DEPENDENCYPART_GRANDPAR
(23,27),(27,36),-0.472192 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-0.779802 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.952994 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.308989 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),-0.251281 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),-0.172142 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.174562 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),0.204618 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.899019 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.938187 # DEPENDENCYPART_GRANDPAR
(23,28),(28,33),-0.463767 # DEPENDENCYPART_GRANDPAR
(23,28),(28,34),-0.477295 # DEPENDENCYPART_GRANDPAR
(23,28),(28,36),-0.630659 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.254007 # DEPENDENCYPART_GRANDPAR
(23,32),(32,34),-0.499683 # DEPENDENCYPART_GRANDPAR
(23,32),(32,36),-0.472192 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.410239 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.45884 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,22),-0.415729 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.46404 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,26),-0.889071 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.883006 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-0.912645 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-0.896845 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-0.908713 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.154646 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.408083 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),-0.413973 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),-0.138779 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.343396 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.42994 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.468892 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-0.457227 # DEPENDENCYPART_GRANDPAR
(24,27),(27,36),-0.562846 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-0.942637 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.916631 # DEPENDENCYPART_GRANDPAR
(24,28),(28,24),-0.830998 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,28),(28,26),-0.376297 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.392055 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.177214 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.310496 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.368581 # DEPENDENCYPART_GRANDPAR
(24,28),(28,32),-0.377134 # DEPENDENCYPART_GRANDPAR
(24,28),(28,33),-0.455865 # DEPENDENCYPART_GRANDPAR
(24,28),(28,34),-0.410566 # DEPENDENCYPART_GRANDPAR
(24,28),(28,36),-0.570388 # DEPENDENCYPART_GRANDPAR
(25,13),(13,8),-1.14857 # DEPENDENCYPART_GRANDPAR
(25,13),(13,9),-0.763401 # DEPENDENCYPART_GRANDPAR
(25,13),(13,10),-0.701333 # DEPENDENCYPART_GRANDPAR
(25,13),(13,11),-0.430431 # DEPENDENCYPART_GRANDPAR
(25,13),(13,12),-0.659915 # DEPENDENCYPART_GRANDPAR
(25,13),(13,14),-0.324994 # DEPENDENCYPART_GRANDPAR
(25,13),(13,15),-0.46233 # DEPENDENCYPART_GRANDPAR
(25,13),(13,16),-0.421408 # DEPENDENCYPART_GRANDPAR
(25,13),(13,17),-0.508604 # DEPENDENCYPART_GRANDPAR
(25,13),(13,18),-0.446659 # DEPENDENCYPART_GRANDPAR
(25,13),(13,19),0.0222265 # DEPENDENCYPART_GRANDPAR
(25,13),(13,20),-0.119968 # DEPENDENCYPART_GRANDPAR
(25,13),(13,21),0.159929 # DEPENDENCYPART_GRANDPAR
(25,13),(13,22),-0.310588 # DEPENDENCYPART_GRANDPAR
(25,13),(13,23),-0.165413 # DEPENDENCYPART_GRANDPAR
(25,13),(13,24),0.198665 # DEPENDENCYPART_GRANDPAR
(25,13),(13,25),-1.04019 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,13),(13,26),-0.427821 # DEPENDENCYPART_GRANDPAR
(25,13),(13,27),-0.750431 # DEPENDENCYPART_GRANDPAR
(25,13),(13,28),-0.162978 # DEPENDENCYPART_GRANDPAR
(25,13),(13,29),-0.628184 # DEPENDENCYPART_GRANDPAR
(25,13),(13,30),-0.705937 # DEPENDENCYPART_GRANDPAR
(25,13),(13,31),-0.459917 # DEPENDENCYPART_GRANDPAR
(25,13),(13,32),-0.51619 # DEPENDENCYPART_GRANDPAR
(25,13),(13,33),-0.580935 # DEPENDENCYPART_GRANDPAR
(25,13),(13,34),-0.785065 # DEPENDENCYPART_GRANDPAR
(25,13),(13,36),-0.527143 # DEPENDENCYPART_GRANDPAR
(25,16),(16,9),-0.72254 # DEPENDENCYPART_GRANDPAR
(25,16),(16,13),-0.372572 # DEPENDENCYPART_GRANDPAR
(25,16),(16,14),-0.555238 # DEPENDENCYPART_GRANDPAR
(25,16),(16,15),-0.562411 # DEPENDENCYPART_GRANDPAR
(25,16),(16,17),-0.251481 # DEPENDENCYPART_GRANDPAR
(25,16),(16,18),-0.338783 # DEPENDENCYPART_GRANDPAR
(25,16),(16,19),0.100888 # DEPENDENCYPART_GRANDPAR
(25,16),(16,20),-0.0488279 # DEPENDENCYPART_GRANDPAR
(25,16),(16,21),0.0168952 # DEPENDENCYPART_GRANDPAR
(25,16),(16,25),-1.12008 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,18),(18,16),-0.376592 # DEPENDENCYPART_GRANDPAR
(25,19),(19,18),-0.432212 # DEPENDENCYPART_GRANDPAR
(25,19),(19,20),0.0546227 # DEPENDENCYPART_GRANDPAR
(25,19),(19,21),0.217518 # DEPENDENCYPART_GRANDPAR
(25,19),(19,22),-0.0105043 # DEPENDENCYPART_GRANDPAR
(25,19),(19,23),0.0088623 # DEPENDENCYPART_GRANDPAR
(25,19),(19,24),0.69849 # DEPENDENCYPART_GRANDPAR
(25,19),(19,27),-0.757195 # DEPENDENCYPART_GRANDPAR
(25,19),(19,28),-0.150774 # DEPENDENCYPART_GRANDPAR
(25,19),(19,30),-0.727382 # DEPENDENCYPART_GRANDPAR
(25,19),(19,32),-0.520205 # DEPENDENCYPART_GRANDPAR
(25,20),(20,13),-0.368614 # DEPENDENCYPART_GRANDPAR
(25,20),(20,16),-0.329512 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.336068 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.3257 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.0480099 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.098212 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.0584136 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.209744 # DEPENDENCYPART_GRANDPAR
(25,20),(20,24),0.25994 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.07996 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,20),(20,26),-0.4714 # DEPENDENCYPART_GRANDPAR
(25,20),(20,27),-0.828795 # DEPENDENCYPART_GRANDPAR
(25,20),(20,28),-0.198572 # DEPENDENCYPART_GRANDPAR
(25,20),(20,30),-0.754376 # DEPENDENCYPART_GRANDPAR
(25,20),(20,31),-0.492345 # DEPENDENCYPART_GRANDPAR
(25,20),(20,32),-0.606667 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.229543 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),0.226157 # DEPENDENCYPART_GRANDPAR
(25,23),(23,22),-0.241039 # DEPENDENCYPART_GRANDPAR
(25,23),(23,24),0.265896 # DEPENDENCYPART_GRANDPAR
(25,23),(23,26),-0.4714 # DEPENDENCYPART_GRANDPAR
(25,23),(23,27),-0.828488 # DEPENDENCYPART_GRANDPAR
(25,23),(23,28),-0.198572 # DEPENDENCYPART_GRANDPAR
(25,23),(23,31),-0.492345 # DEPENDENCYPART_GRANDPAR
(25,23),(23,32),-0.60659 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.332521 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.348003 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.750438 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.153216 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-0.77909 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.425655 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.608696 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.111681 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),0.37012 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.683979 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.124326 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),0.725013 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),0.143975 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),0.0116395 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),0.122146 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.079179 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),0.307056 # DEPENDENCYPART_GRANDPAR
(25,27),(27,36),0.194365 # DEPENDENCYPART_GRANDPAR
(25,28),(28,22),-0.690375 # DEPENDENCYPART_GRANDPAR
(25,28),(28,23),-0.806505 # DEPENDENCYPART_GRANDPAR
(25,28),(28,24),-0.440281 # DEPENDENCYPART_GRANDPAR
