# _root_ Two years ago when the NAHB lobbied for the $ 19 billion omnibus housing bill , the organization `` basically dropped out of the taxpayers ' coalition , '' says Ms. MacDonald .
#goldHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,22,25,27,25,23,30,30,0,32,30,30,
#predictedHeads=2,3,21,7,6,7,21,7,15,15,10,10,15,15,8,21,18,21,21,21,30,21,21,25,27,25,23,30,30,0,32,30,30,
(21,10),(10,6),-0.452164 # DEPENDENCYPART_GRANDPAR
(21,10),(10,7),0.173871 # DEPENDENCYPART_GRANDPAR
(21,10),(10,8),-0.0593644 # DEPENDENCYPART_GRANDPAR
(21,10),(10,9),-0.233071 # DEPENDENCYPART_GRANDPAR
(21,10),(10,11),0.0181112 # DEPENDENCYPART_GRANDPAR
(21,10),(10,12),0.0100525 # DEPENDENCYPART_GRANDPAR
(21,10),(10,13),-0.0427293 # DEPENDENCYPART_GRANDPAR
(21,10),(10,14),-0.065 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.114682 # DEPENDENCYPART_GRANDPAR
(21,10),(10,16),-0.0941691 # DEPENDENCYPART_GRANDPAR
(21,10),(10,17),0.131181 # DEPENDENCYPART_GRANDPAR
(21,10),(10,18),-0.0340804 # DEPENDENCYPART_GRANDPAR
(21,10),(10,19),-0.178609 # DEPENDENCYPART_GRANDPAR
(21,10),(10,20),0.207314 # DEPENDENCYPART_GRANDPAR
(21,10),(10,21),-1.17832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,22),-0.0774901 # DEPENDENCYPART_GRANDPAR
(21,10),(10,23),-0.10334 # DEPENDENCYPART_GRANDPAR
(21,10),(10,26),-1.24621 # DEPENDENCYPART_GRANDPAR
(21,10),(10,27),-0.616355 # DEPENDENCYPART_GRANDPAR
(21,10),(10,28),-0.593872 # DEPENDENCYPART_GRANDPAR
(21,10),(10,29),-0.335472 # DEPENDENCYPART_GRANDPAR
(21,10),(10,30),-0.297884 # DEPENDENCYPART_GRANDPAR
(21,10),(10,32),-0.624811 # DEPENDENCYPART_GRANDPAR
(21,10),(10,33),-0.956033 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),0.0584044 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),-0.0990222 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),0.0103297 # DEPENDENCYPART_GRANDPAR
(21,12),(12,13),0.242087 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.217069 # DEPENDENCYPART_GRANDPAR
(21,13),(13,9),-0.111696 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.0676592 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.148765 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.271576 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),0.0564355 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.0267012 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),0.153775 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.0818744 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.071062 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.22203 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,23),-0.0543516 # DEPENDENCYPART_GRANDPAR
(21,14),(14,5),0.0725591 # DEPENDENCYPART_GRANDPAR
(21,14),(14,9),-0.15628 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.0748887 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.278781 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),0.0303985 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.0406478 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.142877 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),0.067933 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.22204 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,23),-0.054469 # DEPENDENCYPART_GRANDPAR
(21,15),(15,1),0.0284372 # DEPENDENCYPART_GRANDPAR
(21,15),(15,2),-0.499251 # DEPENDENCYPART_GRANDPAR
(21,15),(15,3),-0.251334 # DEPENDENCYPART_GRANDPAR
(21,15),(15,4),0.454547 # DEPENDENCYPART_GRANDPAR
(21,15),(15,5),0.169811 # DEPENDENCYPART_GRANDPAR
(21,15),(15,6),-0.261307 # DEPENDENCYPART_GRANDPAR
(21,15),(15,7),0.248414 # DEPENDENCYPART_GRANDPAR
(21,15),(15,8),0.0876808 # DEPENDENCYPART_GRANDPAR
(21,15),(15,9),-0.0590275 # DEPENDENCYPART_GRANDPAR
(21,15),(15,10),-0.0269465 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.111584 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.234986 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),0.0404015 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.0215555 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.176447 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.50076 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),0.121495 # DEPENDENCYPART_GRANDPAR
(21,15),(15,19),-0.0432516 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.259053 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.21572 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.0965124 # DEPENDENCYPART_GRANDPAR
(21,15),(15,23),-0.0484491 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.449757 # DEPENDENCYPART_GRANDPAR
(21,15),(15,26),-1.27463 # DEPENDENCYPART_GRANDPAR
(21,15),(15,27),-0.808245 # DEPENDENCYPART_GRANDPAR
(21,15),(15,28),-0.739622 # DEPENDENCYPART_GRANDPAR
(21,15),(15,29),-0.372628 # DEPENDENCYPART_GRANDPAR
(21,15),(15,30),-0.307035 # DEPENDENCYPART_GRANDPAR
(21,15),(15,32),-0.746299 # DEPENDENCYPART_GRANDPAR
(21,15),(15,33),-1.00276 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.0708287 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.0686749 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.0635971 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.0531212 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),0.462141 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.0981658 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.218206 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.22212 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.102921 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.0565412 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-0.456169 # DEPENDENCYPART_GRANDPAR
(21,18),(18,26),-1.28103 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.814446 # DEPENDENCYPART_GRANDPAR
(21,18),(18,28),-0.745013 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.379037 # DEPENDENCYPART_GRANDPAR
(21,18),(18,30),-0.327317 # DEPENDENCYPART_GRANDPAR
(21,18),(18,32),-0.752672 # DEPENDENCYPART_GRANDPAR
(21,18),(18,33),-1.00917 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.15016 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),0.246132 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0606291 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.00441468 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.1903 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,17),0.253055 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),0.0696602 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.161721 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.18525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.0929889 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.121242 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.463628 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.333533 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.233448 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.230116 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.0556526 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.852327 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.351362 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.448484 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.150884 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.00934376 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.783415 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.148315 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.126228 # DEPENDENCYPART_GRANDPAR
(21,23),(23,29),0.0434201 # DEPENDENCYPART_GRANDPAR
(21,23),(23,30),0.0210538 # DEPENDENCYPART_GRANDPAR
(21,23),(23,32),0.00967065 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-0.252942 # DEPENDENCYPART_GRANDPAR
(21,25),(25,22),0.344566 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.191157 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-1.11316 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.284598 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.132049 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.0673515 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),0.0694782 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.0658543 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.334967 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),0.0299174 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),-0.303824 # DEPENDENCYPART_GRANDPAR
(21,27),(27,10),-0.631659 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-0.455385 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-0.519347 # DEPENDENCYPART_GRANDPAR
(21,27),(27,19),-0.42341 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.308027 # DEPENDENCYPART_GRANDPAR
(21,27),(27,22),0.410002 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.337875 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),-0.151274 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),0.0226345 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),-0.795221 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.134272 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),-0.0340936 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),0.134374 # DEPENDENCYPART_GRANDPAR
(21,27),(27,31),-0.158653 # DEPENDENCYPART_GRANDPAR
(21,27),(27,32),-0.0455358 # DEPENDENCYPART_GRANDPAR
(21,30),(30,2),-0.812612 # DEPENDENCYPART_GRANDPAR
(21,30),(30,3),-0.44165 # DEPENDENCYPART_GRANDPAR
(21,30),(30,4),0.295695 # DEPENDENCYPART_GRANDPAR
(21,30),(30,6),-0.763611 # DEPENDENCYPART_GRANDPAR
(21,30),(30,7),-0.131477 # DEPENDENCYPART_GRANDPAR
(21,30),(30,8),-0.0792777 # DEPENDENCYPART_GRANDPAR
(21,30),(30,10),-0.47274 # DEPENDENCYPART_GRANDPAR
(21,30),(30,15),-0.290215 # DEPENDENCYPART_GRANDPAR
(21,30),(30,16),-0.343161 # DEPENDENCYPART_GRANDPAR
(21,30),(30,18),-0.220015 # DEPENDENCYPART_GRANDPAR
(21,30),(30,19),-0.113853 # DEPENDENCYPART_GRANDPAR
(21,30),(30,20),-0.0784396 # DEPENDENCYPART_GRANDPAR
(21,30),(30,21),-0.668285 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,30),(30,22),0.307621 # DEPENDENCYPART_GRANDPAR
(21,30),(30,23),0.0273845 # DEPENDENCYPART_GRANDPAR
(21,30),(30,25),-0.0888534 # DEPENDENCYPART_GRANDPAR
(21,30),(30,26),-0.910982 # DEPENDENCYPART_GRANDPAR
(21,30),(30,27),-0.272526 # DEPENDENCYPART_GRANDPAR
(21,30),(30,28),-0.18833 # DEPENDENCYPART_GRANDPAR
(21,30),(30,29),-0.0769091 # DEPENDENCYPART_GRANDPAR
(21,30),(30,31),-0.315014 # DEPENDENCYPART_GRANDPAR
(21,30),(30,32),-0.196079 # DEPENDENCYPART_GRANDPAR
(21,30),(30,33),-0.817147 # DEPENDENCYPART_GRANDPAR
(21,31),(31,32),-0.0263903 # DEPENDENCYPART_GRANDPAR
(21,32),(32,24),-0.0183913 # DEPENDENCYPART_GRANDPAR
(21,32),(32,25),0.141225 # DEPENDENCYPART_GRANDPAR
(21,32),(32,27),-0.15884 # DEPENDENCYPART_GRANDPAR
(21,32),(32,28),0.134312 # DEPENDENCYPART_GRANDPAR
(21,32),(32,29),0.0872552 # DEPENDENCYPART_GRANDPAR
(21,32),(32,30),0.257809 # DEPENDENCYPART_GRANDPAR
(21,32),(32,31),-0.0916894 # DEPENDENCYPART_GRANDPAR
(21,32),(32,33),-0.685169 # DEPENDENCYPART_GRANDPAR
(21,33),(33,32),-0.27353 # DEPENDENCYPART_GRANDPAR
(22,19),(19,15),-0.329172 # DEPENDENCYPART_GRANDPAR
(22,19),(19,17),-0.399233 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.281413 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.204599 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.115626 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.475941 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.281488 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.320378 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.100986 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.50623 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.598729 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-0.794321 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.987267 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.229078 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.0746058 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),-0.551763 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.00543459 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-0.187642 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),-0.231677 # DEPENDENCYPART_GRANDPAR
(22,23),(23,30),-0.166901 # DEPENDENCYPART_GRANDPAR
(22,23),(23,32),-0.128179 # DEPENDENCYPART_GRANDPAR
(22,25),(25,20),-0.636576 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-1.12811 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),-0.397522 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.94242 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.31889 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.276751 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.396193 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.222296 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.373568 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),-0.440629 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.289913 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.36059 # DEPENDENCYPART_GRANDPAR
(22,27),(27,10),-0.844984 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-0.994861 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.829242 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-0.762546 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.665601 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-1.08754 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),-0.113679 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.394253 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.313049 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.706139 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.294964 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.433536 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.155963 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.38571 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.388686 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.644373 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.412204 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.37286 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,25),0.18432 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-1.34224 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.262237 # DEPENDENCYPART_GRANDPAR
(23,25),(25,20),-1.14541 # DEPENDENCYPART_GRANDPAR
(23,25),(25,22),-1.03049 # DEPENDENCYPART_GRANDPAR
(23,25),(25,24),0.982715 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-1.20722 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.365472 # DEPENDENCYPART_GRANDPAR
(23,25),(25,28),-0.230715 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.0831414 # DEPENDENCYPART_GRANDPAR
(23,25),(25,30),-0.228665 # DEPENDENCYPART_GRANDPAR
(23,25),(25,32),-0.124652 # DEPENDENCYPART_GRANDPAR
(23,26),(26,24),0.715189 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),0.77108 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),0.363822 # DEPENDENCYPART_GRANDPAR
(23,27),(27,10),-1.53593 # DEPENDENCYPART_GRANDPAR
(23,27),(27,17),-1.66844 # DEPENDENCYPART_GRANDPAR
(23,27),(27,18),-1.50203 # DEPENDENCYPART_GRANDPAR
(23,27),(27,19),-1.27536 # DEPENDENCYPART_GRANDPAR
(23,27),(27,20),-1.12076 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-0.987901 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.785213 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.979341 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.897096 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.643233 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-0.261944 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.192822 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.209191 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.640351 # DEPENDENCYPART_GRANDPAR
(23,27),(27,32),-0.178176 # DEPENDENCYPART_GRANDPAR
(23,30),(30,2),-1.43855 # DEPENDENCYPART_GRANDPAR
(23,30),(30,3),-1.17907 # DEPENDENCYPART_GRANDPAR
(23,30),(30,4),-1.4278 # DEPENDENCYPART_GRANDPAR
(23,30),(30,6),-1.35915 # DEPENDENCYPART_GRANDPAR
(23,30),(30,7),-0.953495 # DEPENDENCYPART_GRANDPAR
(23,30),(30,8),-1.28165 # DEPENDENCYPART_GRANDPAR
(23,30),(30,10),-1.4175 # DEPENDENCYPART_GRANDPAR
(23,30),(30,15),-1.37666 # DEPENDENCYPART_GRANDPAR
(23,30),(30,16),-1.43098 # DEPENDENCYPART_GRANDPAR
(23,30),(30,18),-1.27465 # DEPENDENCYPART_GRANDPAR
(23,30),(30,19),-1.07612 # DEPENDENCYPART_GRANDPAR
(23,30),(30,20),-0.95795 # DEPENDENCYPART_GRANDPAR
(23,30),(30,21),-0.983522 # DEPENDENCYPART_GRANDPAR
(23,30),(30,22),-0.920936 # DEPENDENCYPART_GRANDPAR
(23,30),(30,23),-1.30048 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,30),(30,25),0.388589 # DEPENDENCYPART_GRANDPAR
(23,30),(30,26),-1.0406 # DEPENDENCYPART_GRANDPAR
(23,30),(30,27),0.15708 # DEPENDENCYPART_GRANDPAR
(23,30),(30,28),-0.468079 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.516278 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.76152 # DEPENDENCYPART_GRANDPAR
(23,30),(30,32),-0.29285 # DEPENDENCYPART_GRANDPAR
(23,30),(30,33),-1.01535 # DEPENDENCYPART_GRANDPAR
(23,32),(32,24),1.13368 # DEPENDENCYPART_GRANDPAR
(23,32),(32,25),1.0847 # DEPENDENCYPART_GRANDPAR
(23,32),(32,27),0.846195 # DEPENDENCYPART_GRANDPAR
(23,32),(32,28),-0.0137233 # DEPENDENCYPART_GRANDPAR
(23,32),(32,29),0.136113 # DEPENDENCYPART_GRANDPAR
(23,32),(32,30),0.101623 # DEPENDENCYPART_GRANDPAR
(23,32),(32,31),-0.458826 # DEPENDENCYPART_GRANDPAR
(23,32),(32,33),-0.813163 # DEPENDENCYPART_GRANDPAR
(25,20),(20,17),-0.859118 # DEPENDENCYPART_GRANDPAR
(25,20),(20,18),-0.532339 # DEPENDENCYPART_GRANDPAR
(25,20),(20,19),-0.701042 # DEPENDENCYPART_GRANDPAR
(25,20),(20,21),-0.356695 # DEPENDENCYPART_GRANDPAR
(25,20),(20,22),-0.135143 # DEPENDENCYPART_GRANDPAR
(25,20),(20,23),-0.17073 # DEPENDENCYPART_GRANDPAR
(25,20),(20,25),-1.7591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,19),-0.666423 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.417612 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.338166 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.73102 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,26),-1.46897 # DEPENDENCYPART_GRANDPAR
(25,22),(22,27),-0.849726 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-0.74185 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.31406 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.366897 # DEPENDENCYPART_GRANDPAR
(25,27),(27,10),-1.20347 # DEPENDENCYPART_GRANDPAR
(25,27),(27,17),-1.44724 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-1.2477 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-1.25499 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-1.00707 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.848644 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-1.03954 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-0.998823 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-1.2557 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),-0.693319 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.419235 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.681381 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.668425 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.68259 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.736499 # DEPENDENCYPART_GRANDPAR
(25,30),(30,2),-0.959743 # DEPENDENCYPART_GRANDPAR
(25,30),(30,3),-1.54535 # DEPENDENCYPART_GRANDPAR
(25,30),(30,4),-1.80121 # DEPENDENCYPART_GRANDPAR
(25,30),(30,6),-1.30171 # DEPENDENCYPART_GRANDPAR
(25,30),(30,7),-1.2916 # DEPENDENCYPART_GRANDPAR
(25,30),(30,8),-1.7695 # DEPENDENCYPART_GRANDPAR
(25,30),(30,10),-1.07789 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-0.99623 # DEPENDENCYPART_GRANDPAR
(25,30),(30,16),-1.22317 # DEPENDENCYPART_GRANDPAR
(25,30),(30,18),-1.00966 # DEPENDENCYPART_GRANDPAR
(25,30),(30,19),-1.03335 # DEPENDENCYPART_GRANDPAR
(25,30),(30,20),-0.823877 # DEPENDENCYPART_GRANDPAR
(25,30),(30,21),-0.938606 # DEPENDENCYPART_GRANDPAR
(25,30),(30,22),-0.760304 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.990076 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-1.34715 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),-0.769619 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),-0.264108 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.601267 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.743448 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.783272 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.830642 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),-1.08041 # DEPENDENCYPART_GRANDPAR
(25,32),(32,24),-0.765973 # DEPENDENCYPART_GRANDPAR
(25,32),(32,25),-1.26591 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,32),(32,27),-0.313723 # DEPENDENCYPART_GRANDPAR
(25,32),(32,28),-0.398292 # DEPENDENCYPART_GRANDPAR
(25,32),(32,29),-0.66371 # DEPENDENCYPART_GRANDPAR
(25,32),(32,30),-0.692396 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),-0.506899 # DEPENDENCYPART_GRANDPAR
(25,32),(32,33),-0.925889 # DEPENDENCYPART_GRANDPAR
(26,25),(25,20),-0.202472 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.195114 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),0.0179697 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.95879 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.418086 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-1.09083 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.875376 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.895926 # DEPENDENCYPART_GRANDPAR
(26,25),(25,32),-1.0395 # DEPENDENCYPART_GRANDPAR
(26,27),(27,10),-0.812885 # DEPENDENCYPART_GRANDPAR
(26,27),(27,17),-0.725023 # DEPENDENCYPART_GRANDPAR
(26,27),(27,18),-0.800038 # DEPENDENCYPART_GRANDPAR
(26,27),(27,19),-0.733487 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-0.658974 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-0.56691 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-0.322608 # DEPENDENCYPART_GRANDPAR
