# _root_ That should stop a lot of account-churning , and produce a stock market driven only by professional concern , careful thought and good sense .
#goldHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,14,14,18,16,18,21,18,21,24,22,2,
#predictedHeads=2,0,2,5,3,5,6,3,3,9,13,13,10,13,16,14,18,16,18,21,18,21,24,22,2,
(18,16),(16,20),-0.358468 # DEPENDENCYPART_GRANDPAR
(18,16),(16,21),-0.355968 # DEPENDENCYPART_GRANDPAR
(18,16),(16,22),-0.198609 # DEPENDENCYPART_GRANDPAR
(18,16),(16,24),-0.46601 # DEPENDENCYPART_GRANDPAR
(18,16),(16,25),-1.08047 # DEPENDENCYPART_GRANDPAR
(18,17),(17,15),-0.149304 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.371458 # DEPENDENCYPART_GRANDPAR
(18,17),(17,21),-0.314516 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.53153 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),0.403294 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.223685 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.259046 # DEPENDENCYPART_GRANDPAR
(18,21),(21,11),-1.32102 # DEPENDENCYPART_GRANDPAR
(18,21),(21,12),-1.20083 # DEPENDENCYPART_GRANDPAR
(18,21),(21,15),-0.669397 # DEPENDENCYPART_GRANDPAR
(18,21),(21,16),-1.00771 # DEPENDENCYPART_GRANDPAR
(18,21),(21,17),-0.617978 # DEPENDENCYPART_GRANDPAR
(18,21),(21,18),-0.422515 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,21),(21,19),-0.259097 # DEPENDENCYPART_GRANDPAR
(18,21),(21,20),0.224167 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),0.608499 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.473952 # DEPENDENCYPART_GRANDPAR
(18,21),(21,24),0.174435 # DEPENDENCYPART_GRANDPAR
(18,21),(21,25),-0.680418 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.309015 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.624438 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.787257 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.276553 # DEPENDENCYPART_GRANDPAR
(18,24),(24,11),-1.32101 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.66884 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.617511 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.437939 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,19),-0.312229 # DEPENDENCYPART_GRANDPAR
(18,24),(24,20),0.213809 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),0.331811 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.331372 # DEPENDENCYPART_GRANDPAR
(20,17),(17,15),-0.266105 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.41594 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,21),-0.385306 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.551394 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.229826 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.604971 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.153149 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-1.13502 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.799976 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.841087 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.908927 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-0.883936 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-1.01975 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.0428863 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),-0.130583 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.407789 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.915991 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),-0.0849456 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.228366 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.348589 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.19083 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.154492 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.231145 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0612321 # DEPENDENCYPART_GRANDPAR
(21,15),(15,20),0.233033 # DEPENDENCYPART_GRANDPAR
(21,15),(15,21),-1.37702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,15),(15,22),-0.433369 # DEPENDENCYPART_GRANDPAR
(21,15),(15,24),-0.491583 # DEPENDENCYPART_GRANDPAR
(21,15),(15,25),-0.919645 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.298998 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.199281 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0902379 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.186502 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.136334 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),-0.0883496 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.43953 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.456189 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-0.554589 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.93092 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.320875 # DEPENDENCYPART_GRANDPAR
(21,17),(17,20),-0.0136463 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.39808 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,11),-0.834856 # DEPENDENCYPART_GRANDPAR
(21,18),(18,12),-0.214454 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.422536 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.185269 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.275153 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.258215 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.100751 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.287248 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.0185744 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.51525 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,18),(18,22),-0.581822 # DEPENDENCYPART_GRANDPAR
(21,18),(18,23),-0.683596 # DEPENDENCYPART_GRANDPAR
(21,18),(18,24),-0.629204 # DEPENDENCYPART_GRANDPAR
(21,18),(18,25),-1.01438 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),0.100068 # DEPENDENCYPART_GRANDPAR
(21,20),(20,22),-0.523149 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.592505 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.512647 # DEPENDENCYPART_GRANDPAR
(21,22),(22,23),0.10707 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),0.550651 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.596829 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),0.136632 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-1.40087 # DEPENDENCYPART_GRANDPAR
(21,24),(24,15),-0.821184 # DEPENDENCYPART_GRANDPAR
(21,24),(24,17),-0.635258 # DEPENDENCYPART_GRANDPAR
(21,24),(24,18),-0.923168 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-0.913639 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-0.635753 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.739459 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,23),-0.0168667 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.727165 # DEPENDENCYPART_GRANDPAR
(22,24),(24,11),-1.36707 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.03616 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-1.15439 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-0.910362 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.28839 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-1.16222 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-0.890209 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),1.21993 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-1.71118 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-1.47362 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.40716 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.54206 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.66095 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.44393 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.52977 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-1.28487 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,11),(11,12),-0.515662 # DEPENDENCYPART_GRANDPAR
(24,15),(15,13),-0.42903 # DEPENDENCYPART_GRANDPAR
(24,15),(15,14),-0.280768 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.528615 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),0.0289723 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.282367 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),0.066282 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),0.10197 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),0.0859878 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-1.45403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),-0.941947 # DEPENDENCYPART_GRANDPAR
(24,17),(17,15),-0.544842 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.206702 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),0.0394705 # DEPENDENCYPART_GRANDPAR
(24,18),(18,11),-0.868445 # DEPENDENCYPART_GRANDPAR
(24,18),(18,12),-0.217212 # DEPENDENCYPART_GRANDPAR
(24,18),(18,13),-0.46042 # DEPENDENCYPART_GRANDPAR
(24,18),(18,14),-0.233173 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.452722 # DEPENDENCYPART_GRANDPAR
(24,18),(18,16),-0.580641 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.285674 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),0.00957291 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.0867353 # DEPENDENCYPART_GRANDPAR
(24,18),(18,21),0.0741957 # DEPENDENCYPART_GRANDPAR
(24,18),(18,22),0.0854005 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),0.00356293 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.59158 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-1.03662 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.133875 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.196236 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.0981866 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.47509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,11),-0.889407 # DEPENDENCYPART_GRANDPAR
(24,21),(21,12),-0.253348 # DEPENDENCYPART_GRANDPAR
(24,21),(21,15),-0.454765 # DEPENDENCYPART_GRANDPAR
(24,21),(21,16),-0.587994 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.282102 # DEPENDENCYPART_GRANDPAR
(24,21),(21,18),-0.360678 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.161548 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),-0.233529 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),0.139202 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.0204001 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.59141 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-1.02401 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.4752 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
