# _root_ Mr. Eskandarian , who resigned his Della Femina post in September , becomes chairman and chief executive of Arnold .
#goldHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
#predictedHeads=2,13,2,5,2,9,9,9,5,5,10,2,0,13,14,17,15,14,18,13,
(18,19),(19,16),-1.15326 # DEPENDENCYPART_GRANDPAR
(18,19),(19,17),-1.20411 # DEPENDENCYPART_GRANDPAR
(18,19),(19,20),-0.235889 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.434211 # DEPENDENCYPART_GRANDPAR
(19,16),(16,18),-0.262578 # DEPENDENCYPART_GRANDPAR
(19,16),(16,19),-1.51208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,6),-0.919193 # DEPENDENCYPART_GRANDPAR
(19,17),(17,7),-0.783254 # DEPENDENCYPART_GRANDPAR
(19,17),(17,9),-0.734757 # DEPENDENCYPART_GRANDPAR
(19,17),(17,10),-0.808714 # DEPENDENCYPART_GRANDPAR
(19,17),(17,11),-0.545189 # DEPENDENCYPART_GRANDPAR
(19,17),(17,14),-0.635569 # DEPENDENCYPART_GRANDPAR
(19,17),(17,15),-0.606111 # DEPENDENCYPART_GRANDPAR
(19,17),(17,16),-0.55772 # DEPENDENCYPART_GRANDPAR
(19,17),(17,18),-0.449809 # DEPENDENCYPART_GRANDPAR
(19,17),(17,19),-1.60509 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,17),(17,20),-0.643031 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-1.17929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,16),-0.357054 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.18837 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.80833 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
