# _root_ In 1989 , Regatta will have sales `` in excess of $ 10 million '' and will show a profit , Mr. Parker said .
#goldHeads=5,1,5,5,24,5,6,9,6,9,10,11,12,12,9,5,16,17,20,18,24,23,24,0,24,
#predictedHeads=5,1,5,5,24,5,6,7,7,9,10,11,12,12,5,5,16,17,20,18,24,23,24,0,24,
(16,17),(17,7),-0.716156 # DEPENDENCYPART_GRANDPAR
(16,17),(17,8),-0.639955 # DEPENDENCYPART_GRANDPAR
(16,17),(17,9),-0.625284 # DEPENDENCYPART_GRANDPAR
(16,17),(17,10),-0.559521 # DEPENDENCYPART_GRANDPAR
(16,17),(17,11),-0.614211 # DEPENDENCYPART_GRANDPAR
(16,17),(17,12),-0.688242 # DEPENDENCYPART_GRANDPAR
(16,17),(17,14),-0.847282 # DEPENDENCYPART_GRANDPAR
(16,17),(17,15),-0.65932 # DEPENDENCYPART_GRANDPAR
(16,17),(17,18),1.15235 # DEPENDENCYPART_GRANDPAR
(16,17),(17,20),-0.124757 # DEPENDENCYPART_GRANDPAR
(16,17),(17,21),-0.0227555 # DEPENDENCYPART_GRANDPAR
(16,17),(17,23),-0.0827377 # DEPENDENCYPART_GRANDPAR
(16,17),(17,24),0.238729 # DEPENDENCYPART_GRANDPAR
(16,17),(17,25),-0.693728 # DEPENDENCYPART_GRANDPAR
(16,18),(18,1),-0.621583 # DEPENDENCYPART_GRANDPAR
(16,18),(18,9),-0.535879 # DEPENDENCYPART_GRANDPAR
(16,18),(18,11),-0.601572 # DEPENDENCYPART_GRANDPAR
(16,18),(18,12),-0.678357 # DEPENDENCYPART_GRANDPAR
(16,18),(18,14),-0.836894 # DEPENDENCYPART_GRANDPAR
(16,18),(18,19),-0.450134 # DEPENDENCYPART_GRANDPAR
(16,18),(18,20),0.0269831 # DEPENDENCYPART_GRANDPAR
(16,18),(18,21),0.0142355 # DEPENDENCYPART_GRANDPAR
(16,18),(18,22),-0.100925 # DEPENDENCYPART_GRANDPAR
(16,18),(18,23),0.0176235 # DEPENDENCYPART_GRANDPAR
(16,18),(18,24),0.317171 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),-0.276875 # DEPENDENCYPART_GRANDPAR
(16,20),(20,21),-0.0690674 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.236927 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),-0.127079 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),0.0827442 # DEPENDENCYPART_GRANDPAR
(16,23),(23,5),-0.710581 # DEPENDENCYPART_GRANDPAR
(16,23),(23,18),0.781349 # DEPENDENCYPART_GRANDPAR
(16,23),(23,19),-0.418017 # DEPENDENCYPART_GRANDPAR
(16,23),(23,20),0.151149 # DEPENDENCYPART_GRANDPAR
(16,23),(23,21),0.10327 # DEPENDENCYPART_GRANDPAR
(16,23),(23,22),0.0998743 # DEPENDENCYPART_GRANDPAR
(16,23),(23,24),0.140981 # DEPENDENCYPART_GRANDPAR
(16,24),(24,1),-0.715304 # DEPENDENCYPART_GRANDPAR
(16,24),(24,2),-1.06903 # DEPENDENCYPART_GRANDPAR
(16,24),(24,3),-0.966544 # DEPENDENCYPART_GRANDPAR
(16,24),(24,4),-0.478936 # DEPENDENCYPART_GRANDPAR
(16,24),(24,5),-0.621879 # DEPENDENCYPART_GRANDPAR
(16,24),(24,6),-0.633121 # DEPENDENCYPART_GRANDPAR
(16,24),(24,7),-0.752272 # DEPENDENCYPART_GRANDPAR
(16,24),(24,8),-0.778457 # DEPENDENCYPART_GRANDPAR
(16,24),(24,9),-0.6296 # DEPENDENCYPART_GRANDPAR
(16,24),(24,10),-0.60559 # DEPENDENCYPART_GRANDPAR
(16,24),(24,12),-0.71602 # DEPENDENCYPART_GRANDPAR
(16,24),(24,14),-0.874073 # DEPENDENCYPART_GRANDPAR
(16,24),(24,15),-0.675945 # DEPENDENCYPART_GRANDPAR
(16,24),(24,16),-1.06448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,24),(24,17),0.536853 # DEPENDENCYPART_GRANDPAR
(16,24),(24,18),0.584415 # DEPENDENCYPART_GRANDPAR
(16,24),(24,20),-0.0432387 # DEPENDENCYPART_GRANDPAR
(16,24),(24,21),-0.167143 # DEPENDENCYPART_GRANDPAR
(16,24),(24,22),-0.395962 # DEPENDENCYPART_GRANDPAR
(16,24),(24,23),-0.234935 # DEPENDENCYPART_GRANDPAR
(16,24),(24,25),-0.614434 # DEPENDENCYPART_GRANDPAR
(17,1),(1,2),-0.94739 # DEPENDENCYPART_GRANDPAR
(17,1),(1,3),-0.887285 # DEPENDENCYPART_GRANDPAR
(17,1),(1,4),-0.648298 # DEPENDENCYPART_GRANDPAR
(17,1),(1,5),-0.433225 # DEPENDENCYPART_GRANDPAR
(17,1),(1,6),-0.790071 # DEPENDENCYPART_GRANDPAR
(17,1),(1,7),-0.635509 # DEPENDENCYPART_GRANDPAR
(17,1),(1,8),-0.833139 # DEPENDENCYPART_GRANDPAR
(17,1),(1,9),-0.7911 # DEPENDENCYPART_GRANDPAR
(17,1),(1,11),-0.57348 # DEPENDENCYPART_GRANDPAR
(17,3),(3,4),-0.761761 # DEPENDENCYPART_GRANDPAR
(17,4),(4,1),-1.24376 # DEPENDENCYPART_GRANDPAR
(17,4),(4,2),-0.735636 # DEPENDENCYPART_GRANDPAR
(17,4),(4,3),-0.702592 # DEPENDENCYPART_GRANDPAR
(17,4),(4,5),-0.459452 # DEPENDENCYPART_GRANDPAR
(17,4),(4,6),-0.831878 # DEPENDENCYPART_GRANDPAR
(17,4),(4,7),-0.586102 # DEPENDENCYPART_GRANDPAR
(17,5),(5,1),-1.17945 # DEPENDENCYPART_GRANDPAR
(17,5),(5,2),-0.825534 # DEPENDENCYPART_GRANDPAR
(17,5),(5,3),-0.537987 # DEPENDENCYPART_GRANDPAR
(17,5),(5,4),-0.574629 # DEPENDENCYPART_GRANDPAR
(17,5),(5,6),-0.854839 # DEPENDENCYPART_GRANDPAR
(17,5),(5,7),-0.592474 # DEPENDENCYPART_GRANDPAR
(17,5),(5,8),-0.84381 # DEPENDENCYPART_GRANDPAR
(17,5),(5,9),-0.781359 # DEPENDENCYPART_GRANDPAR
(17,5),(5,10),-0.786156 # DEPENDENCYPART_GRANDPAR
(17,5),(5,11),-0.481028 # DEPENDENCYPART_GRANDPAR
(17,5),(5,12),-0.663355 # DEPENDENCYPART_GRANDPAR
(17,5),(5,15),-0.835691 # DEPENDENCYPART_GRANDPAR
(17,5),(5,16),-0.686732 # DEPENDENCYPART_GRANDPAR
(17,5),(5,17),-1.22262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,5),(5,18),-0.313671 # DEPENDENCYPART_GRANDPAR
(17,5),(5,21),-0.763598 # DEPENDENCYPART_GRANDPAR
(17,5),(5,24),-0.308856 # DEPENDENCYPART_GRANDPAR
(17,5),(5,25),-0.923671 # DEPENDENCYPART_GRANDPAR
(17,7),(7,2),-0.857486 # DEPENDENCYPART_GRANDPAR
(17,7),(7,3),-0.641212 # DEPENDENCYPART_GRANDPAR
(17,7),(7,4),-0.66408 # DEPENDENCYPART_GRANDPAR
(17,7),(7,5),-0.520207 # DEPENDENCYPART_GRANDPAR
(17,7),(7,6),-0.802496 # DEPENDENCYPART_GRANDPAR
(17,7),(7,8),-0.714693 # DEPENDENCYPART_GRANDPAR
(17,7),(7,9),-0.677691 # DEPENDENCYPART_GRANDPAR
(17,7),(7,10),-0.764786 # DEPENDENCYPART_GRANDPAR
(17,7),(7,11),-0.327913 # DEPENDENCYPART_GRANDPAR
(17,7),(7,12),-0.582633 # DEPENDENCYPART_GRANDPAR
(17,7),(7,15),-0.765259 # DEPENDENCYPART_GRANDPAR
(17,7),(7,16),-0.570172 # DEPENDENCYPART_GRANDPAR
(17,7),(7,17),-1.12059 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,7),(7,20),-0.297916 # DEPENDENCYPART_GRANDPAR
(17,7),(7,21),-0.817793 # DEPENDENCYPART_GRANDPAR
(17,7),(7,23),-0.608157 # DEPENDENCYPART_GRANDPAR
(17,7),(7,24),-0.213812 # DEPENDENCYPART_GRANDPAR
(17,8),(8,1),-1.28971 # DEPENDENCYPART_GRANDPAR
(17,8),(8,3),-0.718364 # DEPENDENCYPART_GRANDPAR
(17,8),(8,4),-0.730635 # DEPENDENCYPART_GRANDPAR
(17,8),(8,5),-0.522395 # DEPENDENCYPART_GRANDPAR
(17,8),(8,6),-0.828784 # DEPENDENCYPART_GRANDPAR
(17,8),(8,7),-0.796351 # DEPENDENCYPART_GRANDPAR
(17,8),(8,9),-0.869197 # DEPENDENCYPART_GRANDPAR
(17,9),(9,7),-0.7501 # DEPENDENCYPART_GRANDPAR
(17,9),(9,8),-0.716043 # DEPENDENCYPART_GRANDPAR
(17,9),(9,10),-0.710061 # DEPENDENCYPART_GRANDPAR
(17,9),(9,11),-0.57348 # DEPENDENCYPART_GRANDPAR
(17,9),(9,12),-0.694841 # DEPENDENCYPART_GRANDPAR
(17,9),(9,14),-0.966762 # DEPENDENCYPART_GRANDPAR
(17,9),(9,16),-0.539598 # DEPENDENCYPART_GRANDPAR
(17,9),(9,17),-1.27237 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,9),(9,18),-0.323009 # DEPENDENCYPART_GRANDPAR
(17,10),(10,4),-0.682122 # DEPENDENCYPART_GRANDPAR
(17,10),(10,7),-0.765589 # DEPENDENCYPART_GRANDPAR
(17,10),(10,8),-0.709878 # DEPENDENCYPART_GRANDPAR
(17,10),(10,11),-0.239944 # DEPENDENCYPART_GRANDPAR
(17,10),(10,12),-0.654209 # DEPENDENCYPART_GRANDPAR
(17,10),(10,14),-0.838083 # DEPENDENCYPART_GRANDPAR
(17,10),(10,15),-0.759628 # DEPENDENCYPART_GRANDPAR
(17,10),(10,16),-0.491911 # DEPENDENCYPART_GRANDPAR
(17,10),(10,17),-1.12546 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,10),(10,20),-0.346483 # DEPENDENCYPART_GRANDPAR
(17,10),(10,21),-0.85699 # DEPENDENCYPART_GRANDPAR
(17,10),(10,24),-0.233938 # DEPENDENCYPART_GRANDPAR
(17,11),(11,12),-0.763581 # DEPENDENCYPART_GRANDPAR
(17,11),(11,13),-1.05253 # DEPENDENCYPART_GRANDPAR
(17,11),(11,14),-1.10168 # DEPENDENCYPART_GRANDPAR
(17,11),(11,15),-0.918725 # DEPENDENCYPART_GRANDPAR
(17,11),(11,16),-0.598927 # DEPENDENCYPART_GRANDPAR
(17,11),(11,17),-1.28208 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,11),(11,18),-0.323998 # DEPENDENCYPART_GRANDPAR
(17,11),(11,20),-0.472049 # DEPENDENCYPART_GRANDPAR
(17,11),(11,23),-0.721012 # DEPENDENCYPART_GRANDPAR
(17,12),(12,1),-1.3046 # DEPENDENCYPART_GRANDPAR
(17,12),(12,8),-0.729893 # DEPENDENCYPART_GRANDPAR
(17,12),(12,9),-0.830602 # DEPENDENCYPART_GRANDPAR
(17,12),(12,11),-0.431224 # DEPENDENCYPART_GRANDPAR
(17,12),(12,13),-0.544731 # DEPENDENCYPART_GRANDPAR
(17,12),(12,14),-0.482319 # DEPENDENCYPART_GRANDPAR
(17,12),(12,15),-0.7076 # DEPENDENCYPART_GRANDPAR
(17,12),(12,16),-0.529037 # DEPENDENCYPART_GRANDPAR
(17,12),(12,17),-1.18339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,12),(12,18),-0.273134 # DEPENDENCYPART_GRANDPAR
(17,12),(12,20),-0.29699 # DEPENDENCYPART_GRANDPAR
(17,12),(12,21),-0.815435 # DEPENDENCYPART_GRANDPAR
(17,12),(12,23),-0.660907 # DEPENDENCYPART_GRANDPAR
(17,12),(12,24),-0.284261 # DEPENDENCYPART_GRANDPAR
(17,14),(14,1),-1.28447 # DEPENDENCYPART_GRANDPAR
(17,14),(14,2),-0.825763 # DEPENDENCYPART_GRANDPAR
(17,14),(14,8),-0.739636 # DEPENDENCYPART_GRANDPAR
(17,14),(14,9),-0.810472 # DEPENDENCYPART_GRANDPAR
(17,14),(14,11),-0.58524 # DEPENDENCYPART_GRANDPAR
(17,14),(14,13),-0.780383 # DEPENDENCYPART_GRANDPAR
(17,14),(14,15),-0.735329 # DEPENDENCYPART_GRANDPAR
(17,14),(14,16),-0.257567 # DEPENDENCYPART_GRANDPAR
(17,15),(15,5),-0.525709 # DEPENDENCYPART_GRANDPAR
(17,15),(15,12),-0.756519 # DEPENDENCYPART_GRANDPAR
(17,15),(15,14),-0.905106 # DEPENDENCYPART_GRANDPAR
(17,15),(15,16),-0.567758 # DEPENDENCYPART_GRANDPAR
(17,15),(15,17),-1.1947 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,18),(18,1),-1.37464 # DEPENDENCYPART_GRANDPAR
(17,18),(18,9),-0.900635 # DEPENDENCYPART_GRANDPAR
(17,18),(18,11),-0.81339 # DEPENDENCYPART_GRANDPAR
(17,18),(18,12),-0.927216 # DEPENDENCYPART_GRANDPAR
(17,18),(18,14),-1.11857 # DEPENDENCYPART_GRANDPAR
(17,18),(18,19),-0.342694 # DEPENDENCYPART_GRANDPAR
(17,18),(18,20),0.33756 # DEPENDENCYPART_GRANDPAR
(17,18),(18,21),-0.0329763 # DEPENDENCYPART_GRANDPAR
(17,18),(18,22),-0.0251292 # DEPENDENCYPART_GRANDPAR
(17,18),(18,23),-0.0345444 # DEPENDENCYPART_GRANDPAR
(17,18),(18,24),0.272956 # DEPENDENCYPART_GRANDPAR
(17,20),(20,19),-0.0436993 # DEPENDENCYPART_GRANDPAR
(17,20),(20,21),-0.270414 # DEPENDENCYPART_GRANDPAR
(17,20),(20,22),-0.167985 # DEPENDENCYPART_GRANDPAR
(17,20),(20,23),-0.185521 # DEPENDENCYPART_GRANDPAR
(17,20),(20,24),0.13883 # DEPENDENCYPART_GRANDPAR
(17,23),(23,5),-1.10568 # DEPENDENCYPART_GRANDPAR
(17,23),(23,18),0.210874 # DEPENDENCYPART_GRANDPAR
(17,23),(23,19),-0.244627 # DEPENDENCYPART_GRANDPAR
(17,23),(23,20),0.24532 # DEPENDENCYPART_GRANDPAR
(17,23),(23,21),-0.0218276 # DEPENDENCYPART_GRANDPAR
(17,23),(23,22),0.0521621 # DEPENDENCYPART_GRANDPAR
(17,23),(23,24),0.180439 # DEPENDENCYPART_GRANDPAR
(17,24),(24,1),-1.67456 # DEPENDENCYPART_GRANDPAR
(17,24),(24,2),-1.3864 # DEPENDENCYPART_GRANDPAR
(17,24),(24,3),-1.27669 # DEPENDENCYPART_GRANDPAR
(17,24),(24,4),-1.16962 # DEPENDENCYPART_GRANDPAR
(17,24),(24,5),-1.03225 # DEPENDENCYPART_GRANDPAR
(17,24),(24,6),-1.31226 # DEPENDENCYPART_GRANDPAR
(17,24),(24,7),-1.20651 # DEPENDENCYPART_GRANDPAR
(17,24),(24,8),-1.19188 # DEPENDENCYPART_GRANDPAR
(17,24),(24,9),-1.20056 # DEPENDENCYPART_GRANDPAR
(17,24),(24,10),-1.22455 # DEPENDENCYPART_GRANDPAR
(17,24),(24,12),-1.17547 # DEPENDENCYPART_GRANDPAR
(17,24),(24,14),-1.36137 # DEPENDENCYPART_GRANDPAR
(17,24),(24,15),-1.14508 # DEPENDENCYPART_GRANDPAR
(17,24),(24,16),-1.02458 # DEPENDENCYPART_GRANDPAR
(17,24),(24,17),-0.732055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(17,24),(24,18),0.0573117 # DEPENDENCYPART_GRANDPAR
(17,24),(24,20),0.0297017 # DEPENDENCYPART_GRANDPAR
(17,24),(24,21),-0.419202 # DEPENDENCYPART_GRANDPAR
(17,24),(24,22),-0.279113 # DEPENDENCYPART_GRANDPAR
(17,24),(24,23),-0.216687 # DEPENDENCYPART_GRANDPAR
(17,24),(24,25),-0.770829 # DEPENDENCYPART_GRANDPAR
(18,1),(1,2),-0.254482 # DEPENDENCYPART_GRANDPAR
(18,1),(1,3),-0.363626 # DEPENDENCYPART_GRANDPAR
(18,1),(1,4),-0.477207 # DEPENDENCYPART_GRANDPAR
(18,1),(1,5),-0.333224 # DEPENDENCYPART_GRANDPAR
(18,1),(1,6),-0.104783 # DEPENDENCYPART_GRANDPAR
(18,1),(1,7),0.0117984 # DEPENDENCYPART_GRANDPAR
(18,1),(1,8),-0.325746 # DEPENDENCYPART_GRANDPAR
(18,1),(1,9),-0.248888 # DEPENDENCYPART_GRANDPAR
(18,1),(1,11),-0.0770887 # DEPENDENCYPART_GRANDPAR
(18,9),(9,7),0.0958938 # DEPENDENCYPART_GRANDPAR
(18,9),(9,8),-0.258193 # DEPENDENCYPART_GRANDPAR
(18,9),(9,10),-0.136817 # DEPENDENCYPART_GRANDPAR
(18,9),(9,11),-0.0770887 # DEPENDENCYPART_GRANDPAR
(18,9),(9,12),-0.193407 # DEPENDENCYPART_GRANDPAR
(18,9),(9,14),-0.395453 # DEPENDENCYPART_GRANDPAR
(18,9),(9,16),-0.00789878 # DEPENDENCYPART_GRANDPAR
(18,9),(9,17),-0.301724 # DEPENDENCYPART_GRANDPAR
(18,9),(9,18),-1.15541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,12),-0.218441 # DEPENDENCYPART_GRANDPAR
(18,11),(11,13),-0.414539 # DEPENDENCYPART_GRANDPAR
(18,11),(11,14),-0.483827 # DEPENDENCYPART_GRANDPAR
(18,11),(11,15),-0.236046 # DEPENDENCYPART_GRANDPAR
(18,11),(11,16),0.00977534 # DEPENDENCYPART_GRANDPAR
(18,11),(11,17),-0.269959 # DEPENDENCYPART_GRANDPAR
(18,11),(11,18),-1.14162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,11),(11,20),-0.254751 # DEPENDENCYPART_GRANDPAR
(18,11),(11,23),-0.646414 # DEPENDENCYPART_GRANDPAR
(18,12),(12,1),-0.340352 # DEPENDENCYPART_GRANDPAR
(18,12),(12,8),-0.25975 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.120389 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),0.213293 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.0183518 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),0.0316106 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),0.0433301 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.0841935 # DEPENDENCYPART_GRANDPAR
(18,12),(12,17),-0.180477 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.15763 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.141357 # DEPENDENCYPART_GRANDPAR
(18,12),(12,21),-0.420316 # DEPENDENCYPART_GRANDPAR
(18,12),(12,23),-0.653098 # DEPENDENCYPART_GRANDPAR
(18,12),(12,24),-0.402814 # DEPENDENCYPART_GRANDPAR
(18,14),(14,1),-0.272728 # DEPENDENCYPART_GRANDPAR
(18,14),(14,2),-0.148995 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.267512 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.0527643 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),0.214619 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.231554 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.0211427 # DEPENDENCYPART_GRANDPAR
(18,14),(14,16),0.279709 # DEPENDENCYPART_GRANDPAR
(18,20),(20,19),0.602597 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.118888 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.167004 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.168077 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),0.052824 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.123644 # DEPENDENCYPART_GRANDPAR
(18,23),(23,5),-0.792371 # DEPENDENCYPART_GRANDPAR
(18,23),(23,18),-0.72182 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,23),(23,19),0.564479 # DEPENDENCYPART_GRANDPAR
(18,23),(23,20),0.348667 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),0.159028 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.0365687 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.0778335 # DEPENDENCYPART_GRANDPAR
(18,24),(24,1),-0.757642 # DEPENDENCYPART_GRANDPAR
(18,24),(24,2),-0.738252 # DEPENDENCYPART_GRANDPAR
(18,24),(24,3),-0.644027 # DEPENDENCYPART_GRANDPAR
(18,24),(24,4),-0.890468 # DEPENDENCYPART_GRANDPAR
(18,24),(24,5),-0.712554 # DEPENDENCYPART_GRANDPAR
(18,24),(24,6),-0.565888 # DEPENDENCYPART_GRANDPAR
(18,24),(24,7),-0.472997 # DEPENDENCYPART_GRANDPAR
(18,24),(24,8),-0.701272 # DEPENDENCYPART_GRANDPAR
(18,24),(24,9),-0.537679 # DEPENDENCYPART_GRANDPAR
(18,24),(24,10),-0.645634 # DEPENDENCYPART_GRANDPAR
(18,24),(24,12),-0.700174 # DEPENDENCYPART_GRANDPAR
(18,24),(24,14),-0.841638 # DEPENDENCYPART_GRANDPAR
(18,24),(24,15),-0.585647 # DEPENDENCYPART_GRANDPAR
(18,24),(24,16),-0.543449 # DEPENDENCYPART_GRANDPAR
(18,24),(24,17),-0.681054 # DEPENDENCYPART_GRANDPAR
(18,24),(24,18),-0.803226 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,24),(24,20),0.308955 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.131302 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.260734 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),-0.204013 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.739555 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.205006 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-0.800992 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.423365 # DEPENDENCYPART_GRANDPAR
(20,23),(23,19),-0.47184 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.782892 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),-0.276524 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.0841235 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.26113 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-1.32506 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-1.78558 # DEPENDENCYPART_GRANDPAR
(20,24),(24,3),-0.991036 # DEPENDENCYPART_GRANDPAR
(20,24),(24,4),-1.26468 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-0.70046 # DEPENDENCYPART_GRANDPAR
(20,24),(24,6),-0.510829 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-0.781807 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-0.914232 # DEPENDENCYPART_GRANDPAR
(20,24),(24,9),-1.06721 # DEPENDENCYPART_GRANDPAR
(20,24),(24,10),-0.806423 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.718622 # DEPENDENCYPART_GRANDPAR
(20,24),(24,14),-1.21755 # DEPENDENCYPART_GRANDPAR
(20,24),(24,15),-0.646313 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-0.700897 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-0.353408 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.408682 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.656937 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),-0.359842 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.0494275 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.172988 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.546518 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.11584 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-0.91111 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.26198 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-1.14968 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.09688 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-1.18643 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-1.00691 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.578411 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-1.00068 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.239857 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.651389 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.398119 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.630053 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.681445 # DEPENDENCYPART_GRANDPAR
(23,5),(5,9),-0.478541 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.593883 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),-0.475376 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),-0.565712 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),-0.538944 # DEPENDENCYPART_GRANDPAR
(23,5),(5,16),-0.903017 # DEPENDENCYPART_GRANDPAR
(23,5),(5,17),-0.415802 # DEPENDENCYPART_GRANDPAR
(23,5),(5,18),-0.294606 # DEPENDENCYPART_GRANDPAR
(23,5),(5,21),-0.548624 # DEPENDENCYPART_GRANDPAR
(23,5),(5,24),-0.800769 # DEPENDENCYPART_GRANDPAR
(23,5),(5,25),-0.949192 # DEPENDENCYPART_GRANDPAR
(23,18),(18,1),-0.520823 # DEPENDENCYPART_GRANDPAR
(23,18),(18,9),-0.497918 # DEPENDENCYPART_GRANDPAR
(23,18),(18,11),-0.506882 # DEPENDENCYPART_GRANDPAR
(23,18),(18,12),-0.559292 # DEPENDENCYPART_GRANDPAR
(23,18),(18,14),-0.669645 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-0.604984 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),-0.443965 # DEPENDENCYPART_GRANDPAR
(23,18),(18,21),-0.445553 # DEPENDENCYPART_GRANDPAR
(23,18),(18,22),-0.724939 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.45371 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.807155 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.701673 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.379823 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.596877 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.54877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.848101 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.59092 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,1),-0.99781 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-1.34654 # DEPENDENCYPART_GRANDPAR
(23,24),(24,3),-0.676933 # DEPENDENCYPART_GRANDPAR
(23,24),(24,4),-1.20809 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-0.930069 # DEPENDENCYPART_GRANDPAR
(23,24),(24,6),-0.863798 # DEPENDENCYPART_GRANDPAR
