# _root_ The multibillion-dollar prospects , where the bidder must line up a consortium of banks and / or issue billions in high-yield debt , were where the damage was concentrated .
#goldHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,9,15,15,15,18,19,22,20,3,0,29,27,28,24,28,24,
#predictedHeads=3,3,24,3,9,7,8,3,8,9,12,9,12,13,8,15,16,19,15,19,22,20,24,0,29,27,28,24,28,24,
(24,7),(7,2),-0.324974 # DEPENDENCYPART_GRANDPAR
(24,7),(7,3),-0.545998 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.327223 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.644005 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),0.197605 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),0.104925 # DEPENDENCYPART_GRANDPAR
(24,7),(7,9),-0.0851461 # DEPENDENCYPART_GRANDPAR
(24,7),(7,10),-0.18692 # DEPENDENCYPART_GRANDPAR
(24,7),(7,12),0.10196 # DEPENDENCYPART_GRANDPAR
(24,7),(7,13),0.281649 # DEPENDENCYPART_GRANDPAR
(24,7),(7,15),0.202599 # DEPENDENCYPART_GRANDPAR
(24,8),(8,1),0.308397 # DEPENDENCYPART_GRANDPAR
(24,8),(8,2),-0.279388 # DEPENDENCYPART_GRANDPAR
(24,8),(8,3),-0.463697 # DEPENDENCYPART_GRANDPAR
(24,8),(8,4),-0.353393 # DEPENDENCYPART_GRANDPAR
(24,8),(8,5),-0.392717 # DEPENDENCYPART_GRANDPAR
(24,8),(8,6),0.240286 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),-0.152672 # DEPENDENCYPART_GRANDPAR
(24,8),(8,9),-0.0659996 # DEPENDENCYPART_GRANDPAR
(24,8),(8,10),-0.151228 # DEPENDENCYPART_GRANDPAR
(24,8),(8,12),0.0473566 # DEPENDENCYPART_GRANDPAR
(24,8),(8,13),0.121025 # DEPENDENCYPART_GRANDPAR
(24,8),(8,14),-0.149932 # DEPENDENCYPART_GRANDPAR
(24,8),(8,15),-0.147657 # DEPENDENCYPART_GRANDPAR
(24,8),(8,16),-0.408562 # DEPENDENCYPART_GRANDPAR
(24,8),(8,17),-0.464235 # DEPENDENCYPART_GRANDPAR
(24,8),(8,23),0.205981 # DEPENDENCYPART_GRANDPAR
(24,8),(8,30),-0.209585 # DEPENDENCYPART_GRANDPAR
(24,9),(9,3),-0.433092 # DEPENDENCYPART_GRANDPAR
(24,9),(9,4),-0.233314 # DEPENDENCYPART_GRANDPAR
(24,9),(9,5),-0.386674 # DEPENDENCYPART_GRANDPAR
(24,9),(9,6),0.243206 # DEPENDENCYPART_GRANDPAR
(24,9),(9,7),-0.100613 # DEPENDENCYPART_GRANDPAR
(24,9),(9,8),-0.0684491 # DEPENDENCYPART_GRANDPAR
(24,9),(9,10),-0.132229 # DEPENDENCYPART_GRANDPAR
(24,9),(9,11),-0.14591 # DEPENDENCYPART_GRANDPAR
(24,9),(9,12),0.00949471 # DEPENDENCYPART_GRANDPAR
(24,9),(9,13),0.108804 # DEPENDENCYPART_GRANDPAR
(24,9),(9,14),-0.193443 # DEPENDENCYPART_GRANDPAR
(24,9),(9,15),0.0643852 # DEPENDENCYPART_GRANDPAR
(24,9),(9,16),-0.273103 # DEPENDENCYPART_GRANDPAR
(24,9),(9,17),-0.280539 # DEPENDENCYPART_GRANDPAR
(24,9),(9,18),-0.134413 # DEPENDENCYPART_GRANDPAR
(24,9),(9,19),-0.13349 # DEPENDENCYPART_GRANDPAR
(24,9),(9,20),-0.0575904 # DEPENDENCYPART_GRANDPAR
(24,9),(9,21),-0.404184 # DEPENDENCYPART_GRANDPAR
(24,9),(9,22),-0.0264923 # DEPENDENCYPART_GRANDPAR
(24,9),(9,23),0.286842 # DEPENDENCYPART_GRANDPAR
(24,9),(9,24),-0.750435 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,9),(9,25),0.520033 # DEPENDENCYPART_GRANDPAR
(24,9),(9,28),0.0644277 # DEPENDENCYPART_GRANDPAR
(24,9),(9,29),-0.110882 # DEPENDENCYPART_GRANDPAR
(24,9),(9,30),-0.512371 # DEPENDENCYPART_GRANDPAR
(24,10),(10,5),-0.299646 # DEPENDENCYPART_GRANDPAR
(24,10),(10,7),0.0186821 # DEPENDENCYPART_GRANDPAR
(24,10),(10,12),-0.00323769 # DEPENDENCYPART_GRANDPAR
(24,10),(10,13),0.136929 # DEPENDENCYPART_GRANDPAR
(24,10),(10,14),-0.232246 # DEPENDENCYPART_GRANDPAR
(24,12),(12,3),-0.533803 # DEPENDENCYPART_GRANDPAR
(24,12),(12,6),0.237111 # DEPENDENCYPART_GRANDPAR
(24,12),(12,7),-0.207646 # DEPENDENCYPART_GRANDPAR
(24,12),(12,8),-0.0955459 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),-0.00231845 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.11282 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),0.284135 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),-0.237109 # DEPENDENCYPART_GRANDPAR
(24,12),(12,15),0.202914 # DEPENDENCYPART_GRANDPAR
(24,12),(12,16),-0.132176 # DEPENDENCYPART_GRANDPAR
(24,12),(12,17),-0.118236 # DEPENDENCYPART_GRANDPAR
(24,12),(12,20),0.184951 # DEPENDENCYPART_GRANDPAR
(24,12),(12,22),0.0709205 # DEPENDENCYPART_GRANDPAR
(24,12),(12,23),0.42473 # DEPENDENCYPART_GRANDPAR
(24,12),(12,24),-0.846091 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,12),(12,28),-0.0188333 # DEPENDENCYPART_GRANDPAR
(24,12),(12,29),-0.215251 # DEPENDENCYPART_GRANDPAR
(24,12),(12,30),-0.625741 # DEPENDENCYPART_GRANDPAR
(24,13),(13,14),-0.126386 # DEPENDENCYPART_GRANDPAR
(24,13),(13,15),0.014472 # DEPENDENCYPART_GRANDPAR
(24,13),(13,16),-0.244213 # DEPENDENCYPART_GRANDPAR
(24,13),(13,18),0.077748 # DEPENDENCYPART_GRANDPAR
(24,13),(13,19),-0.0756985 # DEPENDENCYPART_GRANDPAR
(24,14),(14,11),-0.0203348 # DEPENDENCYPART_GRANDPAR
(24,14),(14,12),0.0768166 # DEPENDENCYPART_GRANDPAR
(24,14),(14,15),0.0122687 # DEPENDENCYPART_GRANDPAR
(24,14),(14,16),-0.174698 # DEPENDENCYPART_GRANDPAR
(24,14),(14,17),-0.23117 # DEPENDENCYPART_GRANDPAR
(24,14),(14,19),0.00903198 # DEPENDENCYPART_GRANDPAR
(24,14),(14,20),0.297713 # DEPENDENCYPART_GRANDPAR
(24,14),(14,23),0.555244 # DEPENDENCYPART_GRANDPAR
(24,14),(14,24),-0.788093 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,14),-0.209311 # DEPENDENCYPART_GRANDPAR
(24,15),(15,16),-0.577033 # DEPENDENCYPART_GRANDPAR
(24,15),(15,17),-0.592457 # DEPENDENCYPART_GRANDPAR
(24,15),(15,18),-0.443035 # DEPENDENCYPART_GRANDPAR
(24,15),(15,19),-0.520146 # DEPENDENCYPART_GRANDPAR
(24,15),(15,20),-0.435613 # DEPENDENCYPART_GRANDPAR
(24,15),(15,21),-0.731719 # DEPENDENCYPART_GRANDPAR
(24,15),(15,22),-0.335924 # DEPENDENCYPART_GRANDPAR
(24,15),(15,24),-0.866888 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,15),(15,25),0.210159 # DEPENDENCYPART_GRANDPAR
(24,15),(15,27),-0.160768 # DEPENDENCYPART_GRANDPAR
(24,15),(15,28),-0.054213 # DEPENDENCYPART_GRANDPAR
(24,15),(15,29),-0.217912 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.49631 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.350213 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),-0.388137 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.294306 # DEPENDENCYPART_GRANDPAR
(24,16),(16,21),-0.595759 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),-0.243042 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-0.846501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,28),-0.0333973 # DEPENDENCYPART_GRANDPAR
(24,16),(16,29),-0.20231 # DEPENDENCYPART_GRANDPAR
(24,17),(17,18),-0.373412 # DEPENDENCYPART_GRANDPAR
(24,17),(17,19),-0.410112 # DEPENDENCYPART_GRANDPAR
(24,17),(17,20),-0.309476 # DEPENDENCYPART_GRANDPAR
(24,17),(17,21),-0.611791 # DEPENDENCYPART_GRANDPAR
(24,17),(17,22),-0.266242 # DEPENDENCYPART_GRANDPAR
(24,17),(17,24),-0.846889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,17),(17,27),-0.140729 # DEPENDENCYPART_GRANDPAR
(24,19),(19,7),-0.065922 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),0.108306 # DEPENDENCYPART_GRANDPAR
(24,19),(19,14),-0.0346464 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.434792 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),-0.321773 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.00380987 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.247203 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.148936 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),0.124636 # DEPENDENCYPART_GRANDPAR
(24,19),(19,23),0.461998 # DEPENDENCYPART_GRANDPAR
(24,19),(19,24),-0.787723 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,19),(19,25),0.415314 # DEPENDENCYPART_GRANDPAR
(24,19),(19,27),-0.0493285 # DEPENDENCYPART_GRANDPAR
(24,19),(19,28),0.0332653 # DEPENDENCYPART_GRANDPAR
(24,19),(19,29),-0.159413 # DEPENDENCYPART_GRANDPAR
(24,19),(19,30),-0.531698 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.045248 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.366893 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.152238 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.152091 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-0.897432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),0.407377 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.215205 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),-0.173715 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.191017 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.329405 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),0.437361 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-0.845401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),0.249291 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.196623 # DEPENDENCYPART_GRANDPAR
(24,22),(22,28),-0.0181434 # DEPENDENCYPART_GRANDPAR
(24,22),(22,29),-0.214569 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),0.0858628 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.303691 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.551966 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.376226 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),0.180779 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.306377 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.128756 # DEPENDENCYPART_GRANDPAR
(24,28),(28,3),-0.900693 # DEPENDENCYPART_GRANDPAR
(24,28),(28,4),-0.748065 # DEPENDENCYPART_GRANDPAR
(24,28),(28,5),-0.646632 # DEPENDENCYPART_GRANDPAR
(24,28),(28,7),-0.481556 # DEPENDENCYPART_GRANDPAR
(24,28),(28,8),-0.475304 # DEPENDENCYPART_GRANDPAR
(24,28),(28,9),-0.543863 # DEPENDENCYPART_GRANDPAR
(24,28),(28,10),-0.488182 # DEPENDENCYPART_GRANDPAR
(24,28),(28,12),-0.309047 # DEPENDENCYPART_GRANDPAR
(24,28),(28,14),-0.634758 # DEPENDENCYPART_GRANDPAR
(24,28),(28,15),-0.493114 # DEPENDENCYPART_GRANDPAR
(24,28),(28,16),-0.764924 # DEPENDENCYPART_GRANDPAR
(24,28),(28,17),-0.783725 # DEPENDENCYPART_GRANDPAR
(24,28),(28,18),-0.427884 # DEPENDENCYPART_GRANDPAR
(24,28),(28,19),-0.541652 # DEPENDENCYPART_GRANDPAR
(24,28),(28,20),-0.324452 # DEPENDENCYPART_GRANDPAR
(24,28),(28,21),-0.696139 # DEPENDENCYPART_GRANDPAR
(24,28),(28,22),-0.352191 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.244477 # DEPENDENCYPART_GRANDPAR
(24,28),(28,25),0.688541 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.0306671 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),0.369111 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),0.451021 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.451612 # DEPENDENCYPART_GRANDPAR
(24,29),(29,3),-0.887289 # DEPENDENCYPART_GRANDPAR
(24,29),(29,4),-0.733015 # DEPENDENCYPART_GRANDPAR
(24,29),(29,5),-0.230064 # DEPENDENCYPART_GRANDPAR
(24,29),(29,8),-0.413769 # DEPENDENCYPART_GRANDPAR
(24,29),(29,20),-0.151672 # DEPENDENCYPART_GRANDPAR
(24,29),(29,22),-0.351336 # DEPENDENCYPART_GRANDPAR
(24,29),(29,25),0.422663 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),-0.160901 # DEPENDENCYPART_GRANDPAR
(24,29),(29,27),0.338039 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),0.441538 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.33036 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),0.190016 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.754523 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,25),-0.870413 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),0.134747 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.0490484 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.155095 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.77288 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.428336 # DEPENDENCYPART_GRANDPAR
(27,25),(25,26),-0.247752 # DEPENDENCYPART_GRANDPAR
(27,25),(25,27),-1.10974 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,26),(26,25),-0.781851 # DEPENDENCYPART_GRANDPAR
(27,28),(28,3),-0.977266 # DEPENDENCYPART_GRANDPAR
(27,28),(28,4),-1.2762 # DEPENDENCYPART_GRANDPAR
(27,28),(28,5),-1.86621 # DEPENDENCYPART_GRANDPAR
(27,28),(28,7),-1.04618 # DEPENDENCYPART_GRANDPAR
(27,28),(28,8),-1.03525 # DEPENDENCYPART_GRANDPAR
(27,28),(28,9),-0.515619 # DEPENDENCYPART_GRANDPAR
(27,28),(28,10),-1.1438 # DEPENDENCYPART_GRANDPAR
(27,28),(28,12),-1.03712 # DEPENDENCYPART_GRANDPAR
(27,28),(28,14),-0.860803 # DEPENDENCYPART_GRANDPAR
(27,28),(28,15),-1.26243 # DEPENDENCYPART_GRANDPAR
(27,28),(28,16),-0.683572 # DEPENDENCYPART_GRANDPAR
(27,28),(28,17),-1.0471 # DEPENDENCYPART_GRANDPAR
(27,28),(28,18),-1.05791 # DEPENDENCYPART_GRANDPAR
(27,28),(28,19),-1.01418 # DEPENDENCYPART_GRANDPAR
(27,28),(28,20),-1.26158 # DEPENDENCYPART_GRANDPAR
(27,28),(28,21),-0.949343 # DEPENDENCYPART_GRANDPAR
(27,28),(28,22),-0.960724 # DEPENDENCYPART_GRANDPAR
(27,28),(28,23),-1.1927 # DEPENDENCYPART_GRANDPAR
(27,28),(28,25),-1.20051 # DEPENDENCYPART_GRANDPAR
(27,28),(28,26),-0.767716 # DEPENDENCYPART_GRANDPAR
(27,28),(28,27),-0.538733 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,28),(28,29),-0.0419035 # DEPENDENCYPART_GRANDPAR
(27,28),(28,30),-0.4697 # DEPENDENCYPART_GRANDPAR
(27,29),(29,3),-1.04523 # DEPENDENCYPART_GRANDPAR
(27,29),(29,4),-1.3519 # DEPENDENCYPART_GRANDPAR
(27,29),(29,5),-1.68327 # DEPENDENCYPART_GRANDPAR
(27,29),(29,8),-1.08449 # DEPENDENCYPART_GRANDPAR
(27,29),(29,20),-1.3076 # DEPENDENCYPART_GRANDPAR
(27,29),(29,22),-1.04927 # DEPENDENCYPART_GRANDPAR
(27,29),(29,25),-1.01758 # DEPENDENCYPART_GRANDPAR
(27,29),(29,26),-0.771261 # DEPENDENCYPART_GRANDPAR
(27,29),(29,27),-0.595555 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,29),(29,28),0.0506198 # DEPENDENCYPART_GRANDPAR
(27,29),(29,30),-0.404172 # DEPENDENCYPART_GRANDPAR
(28,3),(3,1),-0.547337 # DEPENDENCYPART_GRANDPAR
(28,3),(3,2),-0.763499 # DEPENDENCYPART_GRANDPAR
(28,3),(3,4),-0.711181 # DEPENDENCYPART_GRANDPAR
(28,3),(3,5),-0.274675 # DEPENDENCYPART_GRANDPAR
(28,3),(3,6),-0.101552 # DEPENDENCYPART_GRANDPAR
(28,3),(3,7),-0.584208 # DEPENDENCYPART_GRANDPAR
(28,3),(3,8),0.179695 # DEPENDENCYPART_GRANDPAR
(28,3),(3,9),-0.565257 # DEPENDENCYPART_GRANDPAR
(28,3),(3,10),-0.366739 # DEPENDENCYPART_GRANDPAR
(28,3),(3,12),-0.533031 # DEPENDENCYPART_GRANDPAR
(28,3),(3,13),-0.374825 # DEPENDENCYPART_GRANDPAR
(28,3),(3,14),-0.520053 # DEPENDENCYPART_GRANDPAR
(28,3),(3,15),-0.665934 # DEPENDENCYPART_GRANDPAR
(28,3),(3,16),-0.679144 # DEPENDENCYPART_GRANDPAR
(28,3),(3,17),-0.605117 # DEPENDENCYPART_GRANDPAR
(28,3),(3,23),-0.589353 # DEPENDENCYPART_GRANDPAR
(28,3),(3,30),-0.951513 # DEPENDENCYPART_GRANDPAR
(28,4),(4,3),-0.673414 # DEPENDENCYPART_GRANDPAR
(28,4),(4,5),-0.165451 # DEPENDENCYPART_GRANDPAR
(28,5),(5,3),-0.668873 # DEPENDENCYPART_GRANDPAR
(28,5),(5,4),-0.810597 # DEPENDENCYPART_GRANDPAR
(28,5),(5,6),-0.180291 # DEPENDENCYPART_GRANDPAR
(28,5),(5,7),-0.55016 # DEPENDENCYPART_GRANDPAR
(28,5),(5,8),0.147587 # DEPENDENCYPART_GRANDPAR
(28,5),(5,10),-0.241268 # DEPENDENCYPART_GRANDPAR
(28,5),(5,12),-0.513531 # DEPENDENCYPART_GRANDPAR
(28,5),(5,15),-0.523899 # DEPENDENCYPART_GRANDPAR
(28,7),(7,1),-0.2268 # DEPENDENCYPART_GRANDPAR
(28,7),(7,2),-0.534204 # DEPENDENCYPART_GRANDPAR
(28,7),(7,3),-0.650429 # DEPENDENCYPART_GRANDPAR
(28,7),(7,4),-0.795018 # DEPENDENCYPART_GRANDPAR
(28,7),(7,5),-0.363253 # DEPENDENCYPART_GRANDPAR
(28,7),(7,6),0.165272 # DEPENDENCYPART_GRANDPAR
(28,7),(7,8),0.360983 # DEPENDENCYPART_GRANDPAR
(28,7),(7,9),-0.438006 # DEPENDENCYPART_GRANDPAR
(28,7),(7,10),-0.219348 # DEPENDENCYPART_GRANDPAR
(28,7),(7,12),-0.37422 # DEPENDENCYPART_GRANDPAR
(28,7),(7,13),-0.219067 # DEPENDENCYPART_GRANDPAR
(28,7),(7,15),-0.48097 # DEPENDENCYPART_GRANDPAR
(28,8),(8,1),-0.466539 # DEPENDENCYPART_GRANDPAR
(28,8),(8,2),-0.665053 # DEPENDENCYPART_GRANDPAR
(28,8),(8,3),-0.646269 # DEPENDENCYPART_GRANDPAR
(28,8),(8,4),-0.876472 # DEPENDENCYPART_GRANDPAR
(28,8),(8,5),-0.206051 # DEPENDENCYPART_GRANDPAR
(28,8),(8,6),-0.0744675 # DEPENDENCYPART_GRANDPAR
(28,8),(8,7),-0.657572 # DEPENDENCYPART_GRANDPAR
(28,8),(8,9),-0.477344 # DEPENDENCYPART_GRANDPAR
(28,8),(8,10),-0.23175 # DEPENDENCYPART_GRANDPAR
(28,8),(8,12),-0.524725 # DEPENDENCYPART_GRANDPAR
(28,8),(8,13),-0.389655 # DEPENDENCYPART_GRANDPAR
(28,8),(8,14),-0.483326 # DEPENDENCYPART_GRANDPAR
(28,8),(8,15),-0.768964 # DEPENDENCYPART_GRANDPAR
(28,8),(8,16),-0.823959 # DEPENDENCYPART_GRANDPAR
(28,8),(8,17),-0.756168 # DEPENDENCYPART_GRANDPAR
(28,8),(8,23),-0.70756 # DEPENDENCYPART_GRANDPAR
(28,8),(8,30),-0.592932 # DEPENDENCYPART_GRANDPAR
(28,9),(9,3),-0.651492 # DEPENDENCYPART_GRANDPAR
(28,9),(9,4),-0.809302 # DEPENDENCYPART_GRANDPAR
(28,9),(9,5),-0.234206 # DEPENDENCYPART_GRANDPAR
(28,9),(9,6),-0.110109 # DEPENDENCYPART_GRANDPAR
(28,9),(9,7),-0.635862 # DEPENDENCYPART_GRANDPAR
(28,9),(9,8),0.0961105 # DEPENDENCYPART_GRANDPAR
(28,9),(9,10),-0.223453 # DEPENDENCYPART_GRANDPAR
(28,9),(9,11),-1.14107 # DEPENDENCYPART_GRANDPAR
(28,9),(9,12),-0.5793 # DEPENDENCYPART_GRANDPAR
(28,9),(9,13),-0.412614 # DEPENDENCYPART_GRANDPAR
(28,9),(9,14),-0.532558 # DEPENDENCYPART_GRANDPAR
(28,9),(9,15),-0.566972 # DEPENDENCYPART_GRANDPAR
(28,9),(9,16),-0.699695 # DEPENDENCYPART_GRANDPAR
(28,9),(9,17),-0.585575 # DEPENDENCYPART_GRANDPAR
(28,9),(9,18),-0.325892 # DEPENDENCYPART_GRANDPAR
(28,9),(9,19),-0.314453 # DEPENDENCYPART_GRANDPAR
(28,9),(9,20),-0.369449 # DEPENDENCYPART_GRANDPAR
(28,9),(9,21),-0.527196 # DEPENDENCYPART_GRANDPAR
(28,9),(9,22),-0.341465 # DEPENDENCYPART_GRANDPAR
(28,9),(9,23),-0.642462 # DEPENDENCYPART_GRANDPAR
(28,9),(9,24),-0.0641182 # DEPENDENCYPART_GRANDPAR
(28,9),(9,25),0.402988 # DEPENDENCYPART_GRANDPAR
(28,9),(9,28),-1.13043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,9),(9,29),-0.119836 # DEPENDENCYPART_GRANDPAR
(28,9),(9,30),-0.893972 # DEPENDENCYPART_GRANDPAR
(28,10),(10,5),-0.149044 # DEPENDENCYPART_GRANDPAR
(28,10),(10,7),-0.509055 # DEPENDENCYPART_GRANDPAR
(28,10),(10,12),-0.586808 # DEPENDENCYPART_GRANDPAR
(28,10),(10,13),-0.381172 # DEPENDENCYPART_GRANDPAR
(28,10),(10,14),-0.567184 # DEPENDENCYPART_GRANDPAR
(28,12),(12,3),-0.639707 # DEPENDENCYPART_GRANDPAR
(28,12),(12,6),0.203306 # DEPENDENCYPART_GRANDPAR
(28,12),(12,7),-0.5824 # DEPENDENCYPART_GRANDPAR
(28,12),(12,8),0.212763 # DEPENDENCYPART_GRANDPAR
(28,12),(12,10),0.00913976 # DEPENDENCYPART_GRANDPAR
(28,12),(12,11),-1.00129 # DEPENDENCYPART_GRANDPAR
(28,12),(12,13),-0.215052 # DEPENDENCYPART_GRANDPAR
(28,12),(12,14),-0.520042 # DEPENDENCYPART_GRANDPAR
(28,12),(12,15),-0.480095 # DEPENDENCYPART_GRANDPAR
(28,12),(12,16),-0.560017 # DEPENDENCYPART_GRANDPAR
(28,12),(12,17),-0.43814 # DEPENDENCYPART_GRANDPAR
(28,12),(12,20),-0.039542 # DEPENDENCYPART_GRANDPAR
(28,12),(12,22),-0.13155 # DEPENDENCYPART_GRANDPAR
(28,12),(12,23),-0.362794 # DEPENDENCYPART_GRANDPAR
(28,12),(12,24),0.302719 # DEPENDENCYPART_GRANDPAR
(28,12),(12,28),-1.16955 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,12),(12,29),-0.179878 # DEPENDENCYPART_GRANDPAR
(28,12),(12,30),-0.960255 # DEPENDENCYPART_GRANDPAR
(28,14),(14,11),-1.32396 # DEPENDENCYPART_GRANDPAR
(28,14),(14,12),-0.789944 # DEPENDENCYPART_GRANDPAR
(28,14),(14,15),-0.646712 # DEPENDENCYPART_GRANDPAR
(28,14),(14,16),-0.668585 # DEPENDENCYPART_GRANDPAR
(28,14),(14,17),-0.594156 # DEPENDENCYPART_GRANDPAR
(28,14),(14,19),-0.296343 # DEPENDENCYPART_GRANDPAR
(28,14),(14,20),-0.216019 # DEPENDENCYPART_GRANDPAR
(28,14),(14,23),-0.519282 # DEPENDENCYPART_GRANDPAR
(28,14),(14,24),0.0480319 # DEPENDENCYPART_GRANDPAR
(28,15),(15,14),-0.726098 # DEPENDENCYPART_GRANDPAR
(28,15),(15,16),-0.986031 # DEPENDENCYPART_GRANDPAR
(28,15),(15,17),-0.879914 # DEPENDENCYPART_GRANDPAR
(28,15),(15,18),-0.61887 # DEPENDENCYPART_GRANDPAR
(28,15),(15,19),-0.675233 # DEPENDENCYPART_GRANDPAR
(28,15),(15,20),-0.734735 # DEPENDENCYPART_GRANDPAR
(28,15),(15,21),-0.837688 # DEPENDENCYPART_GRANDPAR
(28,15),(15,22),-0.635593 # DEPENDENCYPART_GRANDPAR
(28,15),(15,24),-0.288256 # DEPENDENCYPART_GRANDPAR
(28,15),(15,25),0.147269 # DEPENDENCYPART_GRANDPAR
(28,15),(15,27),-0.336727 # DEPENDENCYPART_GRANDPAR
(28,15),(15,28),-1.2528 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,15),(15,29),-0.229735 # DEPENDENCYPART_GRANDPAR
(28,16),(16,17),-0.789392 # DEPENDENCYPART_GRANDPAR
(28,16),(16,18),-0.530935 # DEPENDENCYPART_GRANDPAR
(28,16),(16,19),-0.552852 # DEPENDENCYPART_GRANDPAR
(28,16),(16,20),-0.598987 # DEPENDENCYPART_GRANDPAR
(28,16),(16,21),-0.707365 # DEPENDENCYPART_GRANDPAR
(28,16),(16,22),-0.5476 # DEPENDENCYPART_GRANDPAR
(28,16),(16,24),-0.226798 # DEPENDENCYPART_GRANDPAR
(28,16),(16,28),-1.23202 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(28,16),(16,29),-0.214243 # DEPENDENCYPART_GRANDPAR
(28,17),(17,18),-0.5568 # DEPENDENCYPART_GRANDPAR
(28,17),(17,19),-0.5772 # DEPENDENCYPART_GRANDPAR
(28,17),(17,20),-0.617517 # DEPENDENCYPART_GRANDPAR
(28,17),(17,21),-0.725763 # DEPENDENCYPART_GRANDPAR
(28,17),(17,22),-0.573465 # DEPENDENCYPART_GRANDPAR
(28,17),(17,24),-0.238397 # DEPENDENCYPART_GRANDPAR
