# _root_ Some traders said that the closely watched Major Market Index , whose 20 stocks mimic the Dow industrials , did n't lead yesterday 's big rally .
#goldHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,10,18,18,15,10,4,20,20,26,23,26,22,3,
#predictedHeads=2,3,0,3,10,7,10,10,10,20,10,14,14,15,4,18,18,15,10,4,20,20,26,23,26,22,3,
(18,10),(10,13),-0.286124 # DEPENDENCYPART_GRANDPAR
(18,10),(10,14),-0.338852 # DEPENDENCYPART_GRANDPAR
(18,10),(10,15),-0.186237 # DEPENDENCYPART_GRANDPAR
(18,10),(10,17),0.070102 # DEPENDENCYPART_GRANDPAR
(18,10),(10,18),-1.26162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,10),(10,19),-0.830857 # DEPENDENCYPART_GRANDPAR
(18,10),(10,20),-0.947725 # DEPENDENCYPART_GRANDPAR
(18,10),(10,21),-0.56834 # DEPENDENCYPART_GRANDPAR
(18,10),(10,23),-0.878063 # DEPENDENCYPART_GRANDPAR
(18,10),(10,24),-1.32775 # DEPENDENCYPART_GRANDPAR
(18,10),(10,26),-0.796004 # DEPENDENCYPART_GRANDPAR
(18,12),(12,9),-0.546685 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.47529 # DEPENDENCYPART_GRANDPAR
(18,12),(12,11),-0.46553 # DEPENDENCYPART_GRANDPAR
(18,12),(12,13),-0.193788 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.39924 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.189479 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.23239 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,20),-0.926749 # DEPENDENCYPART_GRANDPAR
(18,13),(13,10),-0.410403 # DEPENDENCYPART_GRANDPAR
(18,13),(13,12),-0.197598 # DEPENDENCYPART_GRANDPAR
(18,13),(13,14),-0.373393 # DEPENDENCYPART_GRANDPAR
(18,14),(14,5),-0.761184 # DEPENDENCYPART_GRANDPAR
(18,14),(14,6),-0.139543 # DEPENDENCYPART_GRANDPAR
(18,14),(14,8),-0.49013 # DEPENDENCYPART_GRANDPAR
(18,14),(14,9),-0.451295 # DEPENDENCYPART_GRANDPAR
(18,14),(14,10),-0.401154 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),0.0278819 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.0534376 # DEPENDENCYPART_GRANDPAR
(18,14),(14,18),-1.30823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,14),(14,20),-0.983645 # DEPENDENCYPART_GRANDPAR
(18,14),(14,24),-1.35589 # DEPENDENCYPART_GRANDPAR
(18,15),(15,1),-0.568049 # DEPENDENCYPART_GRANDPAR
(18,15),(15,2),-0.147248 # DEPENDENCYPART_GRANDPAR
(18,15),(15,3),-0.553771 # DEPENDENCYPART_GRANDPAR
(18,15),(15,4),-0.53403 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.846452 # DEPENDENCYPART_GRANDPAR
(18,15),(15,6),-0.133758 # DEPENDENCYPART_GRANDPAR
(18,15),(15,7),-0.172368 # DEPENDENCYPART_GRANDPAR
(18,15),(15,8),-0.471609 # DEPENDENCYPART_GRANDPAR
(18,15),(15,9),-0.477138 # DEPENDENCYPART_GRANDPAR
(18,15),(15,10),-0.396901 # DEPENDENCYPART_GRANDPAR
(18,15),(15,11),-0.432574 # DEPENDENCYPART_GRANDPAR
(18,15),(15,12),-0.221804 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.204347 # DEPENDENCYPART_GRANDPAR
(18,15),(15,14),-0.107924 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),-0.173101 # DEPENDENCYPART_GRANDPAR
(18,15),(15,17),-0.165418 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.22973 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.686558 # DEPENDENCYPART_GRANDPAR
(18,15),(15,20),-0.95737 # DEPENDENCYPART_GRANDPAR
(18,15),(15,21),-0.544 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.717385 # DEPENDENCYPART_GRANDPAR
(18,15),(15,23),-0.844067 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-1.34067 # DEPENDENCYPART_GRANDPAR
(18,15),(15,25),-0.836875 # DEPENDENCYPART_GRANDPAR
(18,15),(15,26),-0.762357 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.863322 # DEPENDENCYPART_GRANDPAR
(18,16),(16,17),-0.142194 # DEPENDENCYPART_GRANDPAR
(18,17),(17,14),-0.204547 # DEPENDENCYPART_GRANDPAR
(18,17),(17,16),-0.238663 # DEPENDENCYPART_GRANDPAR
(18,17),(17,18),-1.26146 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,17),(17,19),-0.826568 # DEPENDENCYPART_GRANDPAR
(18,17),(17,20),-0.947568 # DEPENDENCYPART_GRANDPAR
(18,17),(17,24),-1.3275 # DEPENDENCYPART_GRANDPAR
(18,17),(17,26),-0.795563 # DEPENDENCYPART_GRANDPAR
(18,20),(20,2),-0.816351 # DEPENDENCYPART_GRANDPAR
(18,20),(20,3),-0.980095 # DEPENDENCYPART_GRANDPAR
(18,20),(20,4),-1.15116 # DEPENDENCYPART_GRANDPAR
(18,20),(20,6),-0.657948 # DEPENDENCYPART_GRANDPAR
(18,20),(20,7),-0.657022 # DEPENDENCYPART_GRANDPAR
(18,20),(20,8),-0.970821 # DEPENDENCYPART_GRANDPAR
(18,20),(20,9),-1.01675 # DEPENDENCYPART_GRANDPAR
(18,20),(20,10),-0.932264 # DEPENDENCYPART_GRANDPAR
(18,20),(20,11),-0.963245 # DEPENDENCYPART_GRANDPAR
(18,20),(20,12),-0.662119 # DEPENDENCYPART_GRANDPAR
(18,20),(20,13),-0.716236 # DEPENDENCYPART_GRANDPAR
(18,20),(20,14),-0.791417 # DEPENDENCYPART_GRANDPAR
(18,20),(20,15),-0.657795 # DEPENDENCYPART_GRANDPAR
(18,20),(20,16),-0.684248 # DEPENDENCYPART_GRANDPAR
(18,20),(20,17),-0.676796 # DEPENDENCYPART_GRANDPAR
(18,20),(20,18),-0.903432 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,20),(20,19),-0.307341 # DEPENDENCYPART_GRANDPAR
(18,20),(20,21),0.1759 # DEPENDENCYPART_GRANDPAR
(18,20),(20,22),-0.0892042 # DEPENDENCYPART_GRANDPAR
(18,20),(20,23),-0.18276 # DEPENDENCYPART_GRANDPAR
(18,20),(20,24),-1.00477 # DEPENDENCYPART_GRANDPAR
(18,20),(20,25),-0.309744 # DEPENDENCYPART_GRANDPAR
(18,20),(20,26),-0.226628 # DEPENDENCYPART_GRANDPAR
(18,20),(20,27),-0.664122 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.185757 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.284472 # DEPENDENCYPART_GRANDPAR
(18,21),(21,26),-0.203859 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.838773 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-0.995389 # DEPENDENCYPART_GRANDPAR
(18,22),(22,13),-0.729213 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-0.814186 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.721842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),-0.157153 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),-0.0077486 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),-0.266889 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),-0.994679 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),-0.381822 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),-0.212549 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),-0.465715 # DEPENDENCYPART_GRANDPAR
(18,23),(23,21),-0.0194314 # DEPENDENCYPART_GRANDPAR
(18,23),(23,22),-0.288063 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),-1.13248 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.458271 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),-0.201658 # DEPENDENCYPART_GRANDPAR
(18,24),(24,21),-0.0762972 # DEPENDENCYPART_GRANDPAR
(18,24),(24,22),-0.285664 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.277975 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.189922 # DEPENDENCYPART_GRANDPAR
(18,26),(26,12),-0.752745 # DEPENDENCYPART_GRANDPAR
(18,26),(26,16),-0.932809 # DEPENDENCYPART_GRANDPAR
(18,26),(26,17),-0.849068 # DEPENDENCYPART_GRANDPAR
(18,26),(26,18),-0.776683 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,26),(26,21),-0.0630551 # DEPENDENCYPART_GRANDPAR
(18,26),(26,22),-0.292538 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),-0.243467 # DEPENDENCYPART_GRANDPAR
(18,26),(26,24),-0.0852593 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),-0.160652 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),0.729208 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),0.182038 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.403937 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.273378 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),0.559639 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),0.51416 # DEPENDENCYPART_GRANDPAR
(20,2),(2,15),0.331564 # DEPENDENCYPART_GRANDPAR
(20,2),(2,19),0.787884 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),0.647213 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.142603 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.473443 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.430851 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.498183 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),0.229467 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),0.233367 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),0.238843 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),-0.0136279 # DEPENDENCYPART_GRANDPAR
(20,3),(3,12),0.273397 # DEPENDENCYPART_GRANDPAR
(20,3),(3,15),0.0694628 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.39014 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,22),-0.45423 # DEPENDENCYPART_GRANDPAR
(20,3),(3,27),-0.985832 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.540409 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),0.149784 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.348222 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.415676 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),0.31919 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),0.00711606 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),0.0303653 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),0.0679827 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),0.188784 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),0.13506 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),0.462509 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.48629 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,22),-0.481014 # DEPENDENCYPART_GRANDPAR
(20,6),(6,2),-0.194277 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),0.016345 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.384826 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.34636 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),0.449588 # DEPENDENCYPART_GRANDPAR
(20,6),(6,13),-0.0389028 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.19633 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),0.00497507 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.409406 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.24584 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.343351 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),0.0616616 # DEPENDENCYPART_GRANDPAR
(20,7),(7,9),0.145462 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),0.144417 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),0.241966 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),0.327508 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.325272 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.0213133 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),0.137036 # DEPENDENCYPART_GRANDPAR
(20,7),(7,18),-0.0191731 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),0.515691 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.26913 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,21),-0.440216 # DEPENDENCYPART_GRANDPAR
(20,7),(7,22),-0.368039 # DEPENDENCYPART_GRANDPAR
(20,7),(7,23),-0.600434 # DEPENDENCYPART_GRANDPAR
(20,7),(7,26),-0.687111 # DEPENDENCYPART_GRANDPAR
(20,7),(7,27),-1.01138 # DEPENDENCYPART_GRANDPAR
(20,8),(8,5),-0.250911 # DEPENDENCYPART_GRANDPAR
(20,8),(8,7),0.227908 # DEPENDENCYPART_GRANDPAR
(20,8),(8,9),0.277737 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),0.285061 # DEPENDENCYPART_GRANDPAR
(20,9),(9,5),-0.0997741 # DEPENDENCYPART_GRANDPAR
(20,9),(9,6),-0.598957 # DEPENDENCYPART_GRANDPAR
(20,9),(9,7),0.185888 # DEPENDENCYPART_GRANDPAR
(20,9),(9,8),0.16284 # DEPENDENCYPART_GRANDPAR
(20,9),(9,10),0.314211 # DEPENDENCYPART_GRANDPAR
(20,9),(9,11),0.351842 # DEPENDENCYPART_GRANDPAR
(20,9),(9,12),0.355438 # DEPENDENCYPART_GRANDPAR
(20,9),(9,13),-0.187426 # DEPENDENCYPART_GRANDPAR
(20,9),(9,14),0.0532227 # DEPENDENCYPART_GRANDPAR
(20,9),(9,15),0.204918 # DEPENDENCYPART_GRANDPAR
(20,9),(9,18),0.0569469 # DEPENDENCYPART_GRANDPAR
(20,9),(9,19),0.625566 # DEPENDENCYPART_GRANDPAR
(20,10),(10,1),0.511307 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.204971 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),0.0780949 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.478148 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.110972 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.487435 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),0.285431 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),0.342085 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.507086 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),0.318151 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),0.316283 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.231604 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),0.00120523 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),0.159079 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.183501 # DEPENDENCYPART_GRANDPAR
(20,10),(10,18),0.0051767 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),0.591876 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.45501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.569182 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.830983 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-1.39596 # DEPENDENCYPART_GRANDPAR
(20,10),(10,26),-0.922732 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.294945 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.242184 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),0.35912 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.200555 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.0516136 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),0.155054 # DEPENDENCYPART_GRANDPAR
(20,12),(12,18),-0.0519193 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.36659 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,10),0.216748 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),0.505289 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),0.0163206 # DEPENDENCYPART_GRANDPAR
(20,14),(14,5),-0.156234 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.495295 # DEPENDENCYPART_GRANDPAR
(20,14),(14,8),0.0508305 # DEPENDENCYPART_GRANDPAR
(20,14),(14,9),0.301664 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.198347 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),0.671106 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.274938 # DEPENDENCYPART_GRANDPAR
(20,14),(14,18),0.0191221 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.37319 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,24),-1.30484 # DEPENDENCYPART_GRANDPAR
(20,15),(15,1),0.494064 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.19654 # DEPENDENCYPART_GRANDPAR
(20,15),(15,3),-0.0420587 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.412329 # DEPENDENCYPART_GRANDPAR
(20,15),(15,5),-0.314827 # DEPENDENCYPART_GRANDPAR
(20,15),(15,6),-0.481702 # DEPENDENCYPART_GRANDPAR
(20,15),(15,7),0.220713 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),0.078952 # DEPENDENCYPART_GRANDPAR
(20,15),(15,9),0.244738 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),0.208849 # DEPENDENCYPART_GRANDPAR
(20,15),(15,11),0.259105 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),0.431336 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.320658 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),0.00257635 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0916312 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.0767703 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),-0.104832 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.433933 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.26601 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,21),-0.327818 # DEPENDENCYPART_GRANDPAR
(20,15),(15,22),-0.327603 # DEPENDENCYPART_GRANDPAR
(20,15),(15,23),-0.580875 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-1.20181 # DEPENDENCYPART_GRANDPAR
(20,15),(15,25),-0.689825 # DEPENDENCYPART_GRANDPAR
(20,15),(15,26),-0.673316 # DEPENDENCYPART_GRANDPAR
(20,15),(15,27),-0.893823 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),0.0905656 # DEPENDENCYPART_GRANDPAR
(20,17),(17,14),-0.0750555 # DEPENDENCYPART_GRANDPAR
(20,17),(17,16),0.238452 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0178747 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),0.594501 # DEPENDENCYPART_GRANDPAR
(20,17),(17,20),-1.45233 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,17),(17,24),-1.3932 # DEPENDENCYPART_GRANDPAR
(20,17),(17,26),-0.919511 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.115299 # DEPENDENCYPART_GRANDPAR
(20,18),(18,8),0.123926 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),0.373612 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),0.275425 # DEPENDENCYPART_GRANDPAR
(20,18),(18,12),0.69003 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.262381 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),0.0137696 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),0.0629894 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),0.339118 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),0.172077 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),0.69637 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.37391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.478401 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.432651 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.685563 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.30624 # DEPENDENCYPART_GRANDPAR
(20,18),(18,26),-0.775699 # DEPENDENCYPART_GRANDPAR
(20,21),(21,22),-0.0987639 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.320584 # DEPENDENCYPART_GRANDPAR
(20,21),(21,26),-0.368181 # DEPENDENCYPART_GRANDPAR
(20,22),(22,2),-0.580496 # DEPENDENCYPART_GRANDPAR
(20,22),(22,4),0.0793528 # DEPENDENCYPART_GRANDPAR
(20,22),(22,13),-0.589328 # DEPENDENCYPART_GRANDPAR
(20,22),(22,14),-0.37477 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.378392 # DEPENDENCYPART_GRANDPAR
(20,22),(22,19),0.1911 # DEPENDENCYPART_GRANDPAR
(20,22),(22,21),-0.274555 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0149587 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.702405 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),-0.111598 # DEPENDENCYPART_GRANDPAR
(20,22),(22,26),-0.0850218 # DEPENDENCYPART_GRANDPAR
(20,22),(22,27),-0.67925 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),-0.361281 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),-0.16177 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-1.16535 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.490869 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.410046 # DEPENDENCYPART_GRANDPAR
(20,24),(24,21),-0.198482 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),-0.000545084 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.293863 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.339572 # DEPENDENCYPART_GRANDPAR
(20,25),(25,21),-0.307279 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.150103 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.877219 # DEPENDENCYPART_GRANDPAR
(20,26),(26,12),-0.0725252 # DEPENDENCYPART_GRANDPAR
(20,26),(26,16),-0.553642 # DEPENDENCYPART_GRANDPAR
(20,26),(26,17),-0.57605 # DEPENDENCYPART_GRANDPAR
(20,26),(26,18),-0.51921 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),-0.193672 # DEPENDENCYPART_GRANDPAR
(20,26),(26,22),0.0552433 # DEPENDENCYPART_GRANDPAR
(20,26),(26,23),-0.0684217 # DEPENDENCYPART_GRANDPAR
(20,26),(26,24),-0.593446 # DEPENDENCYPART_GRANDPAR
(20,26),(26,25),-0.121535 # DEPENDENCYPART_GRANDPAR
(21,22),(22,2),-0.886574 # DEPENDENCYPART_GRANDPAR
(21,22),(22,4),-0.427779 # DEPENDENCYPART_GRANDPAR
(21,22),(22,13),-0.756313 # DEPENDENCYPART_GRANDPAR
(21,22),(22,14),-0.764992 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.726818 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.724368 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.34153 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.237833 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.116299 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),-0.397424 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.37763 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),-0.701153 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-1.2786 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),-0.341426 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.298008 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),-0.485807 # DEPENDENCYPART_GRANDPAR
(21,23),(23,26),-0.42931 # DEPENDENCYPART_GRANDPAR
(21,26),(26,12),-0.69959 # DEPENDENCYPART_GRANDPAR
(21,26),(26,16),-1.36465 # DEPENDENCYPART_GRANDPAR
(21,26),(26,17),-1.14559 # DEPENDENCYPART_GRANDPAR
(21,26),(26,18),-0.776093 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-1.31163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),-0.338218 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),0.0307911 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),0.31053 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.331731 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),0.00948352 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.348977 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.101384 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.191461 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.0382131 # DEPENDENCYPART_GRANDPAR
(22,2),(2,11),-0.35297 # DEPENDENCYPART_GRANDPAR
(22,2),(2,15),-0.0213992 # DEPENDENCYPART_GRANDPAR
(22,2),(2,19),-0.341696 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.405863 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.251077 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.292363 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.162422 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.332072 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.588148 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.595961 # DEPENDENCYPART_GRANDPAR
(22,4),(4,10),-0.637931 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.632479 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.213731 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),-0.621204 # DEPENDENCYPART_GRANDPAR
(22,4),(4,20),-0.440996 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-0.957049 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
