# _root_ She pointed out that even after Monday 's 10 % decline , the Straits Times index is up 24 % this year , so investors who bailed out generally did so profitably .
#goldHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,2,2,30,27,25,27,30,24,30,30,2,
#predictedHeads=2,0,2,2,6,17,11,7,10,11,6,17,16,16,16,17,4,17,20,18,22,17,17,17,30,27,25,27,30,24,30,31,2,
(20,31),(31,29),0.0228878 # DEPENDENCYPART_GRANDPAR
(20,31),(31,32),-0.427754 # DEPENDENCYPART_GRANDPAR
(20,32),(32,26),0.322283 # DEPENDENCYPART_GRANDPAR
(20,32),(32,28),0.160476 # DEPENDENCYPART_GRANDPAR
(20,32),(32,29),-0.0631783 # DEPENDENCYPART_GRANDPAR
(20,32),(32,31),-0.163746 # DEPENDENCYPART_GRANDPAR
(20,33),(33,32),-0.617006 # DEPENDENCYPART_GRANDPAR
(21,20),(20,9),-0.339521 # DEPENDENCYPART_GRANDPAR
(21,20),(20,13),-0.400991 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.378779 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.350228 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.312801 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.160003 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.133302 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.80635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.438021 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-1.11436 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.80749 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.980517 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.867357 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-1.14472 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-1.09635 # DEPENDENCYPART_GRANDPAR
(21,20),(20,29),-1.24627 # DEPENDENCYPART_GRANDPAR
(21,20),(20,30),-1.22343 # DEPENDENCYPART_GRANDPAR
(21,20),(20,31),-1.32506 # DEPENDENCYPART_GRANDPAR
(21,20),(20,32),-1.41274 # DEPENDENCYPART_GRANDPAR
(21,20),(20,33),-1.59876 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-1.25473 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.159207 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.425644 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.436857 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.613209 # DEPENDENCYPART_GRANDPAR
(21,25),(25,28),-0.677102 # DEPENDENCYPART_GRANDPAR
(21,25),(25,29),-0.778197 # DEPENDENCYPART_GRANDPAR
(21,25),(25,30),-0.700002 # DEPENDENCYPART_GRANDPAR
(21,25),(25,31),-0.894723 # DEPENDENCYPART_GRANDPAR
(21,25),(25,32),-0.933778 # DEPENDENCYPART_GRANDPAR
(21,25),(25,33),-1.11549 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.448865 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.787404 # DEPENDENCYPART_GRANDPAR
(22,18),(18,20),-0.0205085 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),-0.360774 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.33547 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),-0.855143 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-1.07131 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),-0.978986 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.639138 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.761514 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-0.819269 # DEPENDENCYPART_GRANDPAR
(22,18),(18,32),-1.16837 # DEPENDENCYPART_GRANDPAR
(22,18),(18,33),-1.18194 # DEPENDENCYPART_GRANDPAR
(22,19),(19,16),-0.66261 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.394635 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),0.245652 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.30851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,9),-0.681664 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.60786 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.618862 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.82328 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.450871 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.378685 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.552767 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.202613 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.50414 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-1.04098 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.14009 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),-1.04528 # DEPENDENCYPART_GRANDPAR
(22,20),(20,26),-0.692653 # DEPENDENCYPART_GRANDPAR
(22,20),(20,27),-0.862212 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-0.634979 # DEPENDENCYPART_GRANDPAR
(22,20),(20,29),-0.927157 # DEPENDENCYPART_GRANDPAR
(22,20),(20,30),-0.920666 # DEPENDENCYPART_GRANDPAR
(22,20),(20,31),-1.05497 # DEPENDENCYPART_GRANDPAR
(22,20),(20,32),-1.26046 # DEPENDENCYPART_GRANDPAR
(22,20),(20,33),-1.28202 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.137963 # DEPENDENCYPART_GRANDPAR
(22,21),(21,25),-0.992294 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.707312 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.202725 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.710088 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.480918 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.401775 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.196301 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.512042 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.435482 # DEPENDENCYPART_GRANDPAR
(22,24),(24,31),-0.661843 # DEPENDENCYPART_GRANDPAR
(22,25),(25,21),-1.00701 # DEPENDENCYPART_GRANDPAR
(22,25),(25,22),-0.757318 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,25),(25,24),-0.437706 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),-0.347299 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.261756 # DEPENDENCYPART_GRANDPAR
(22,25),(25,28),-0.172565 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),-0.451207 # DEPENDENCYPART_GRANDPAR
(22,25),(25,30),-0.333797 # DEPENDENCYPART_GRANDPAR
(22,25),(25,31),-0.614842 # DEPENDENCYPART_GRANDPAR
(22,25),(25,32),-0.779709 # DEPENDENCYPART_GRANDPAR
(22,25),(25,33),-0.836654 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.28124 # DEPENDENCYPART_GRANDPAR
(22,27),(27,6),-1.49194 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-1.31606 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-2.16692 # DEPENDENCYPART_GRANDPAR
(22,27),(27,16),-1.12431 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-0.847331 # DEPENDENCYPART_GRANDPAR
(22,27),(27,19),-1.22056 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-0.733082 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-0.877833 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.68599 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),-0.336521 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),-0.271087 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.364462 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.532804 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),0.0725075 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.264699 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.360617 # DEPENDENCYPART_GRANDPAR
(22,27),(27,31),-0.37737 # DEPENDENCYPART_GRANDPAR
(22,27),(27,32),-0.600029 # DEPENDENCYPART_GRANDPAR
(22,27),(27,33),-0.920657 # DEPENDENCYPART_GRANDPAR
(24,22),(22,18),0.158769 # DEPENDENCYPART_GRANDPAR
(24,22),(22,19),-0.145171 # DEPENDENCYPART_GRANDPAR
(24,22),(22,20),-0.288671 # DEPENDENCYPART_GRANDPAR
(24,22),(22,21),-0.139362 # DEPENDENCYPART_GRANDPAR
(24,22),(22,23),-0.593159 # DEPENDENCYPART_GRANDPAR
(24,22),(22,24),-1.63791 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,22),(22,25),0.377124 # DEPENDENCYPART_GRANDPAR
(24,22),(22,27),-0.430679 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.21575 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.13044 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-1.14721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.773527 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),0.124198 # DEPENDENCYPART_GRANDPAR
(24,25),(25,28),-0.111691 # DEPENDENCYPART_GRANDPAR
(24,25),(25,29),-0.181597 # DEPENDENCYPART_GRANDPAR
(24,25),(25,30),-0.266755 # DEPENDENCYPART_GRANDPAR
(24,25),(25,31),-0.58565 # DEPENDENCYPART_GRANDPAR
(24,25),(25,32),-0.253906 # DEPENDENCYPART_GRANDPAR
(24,25),(25,33),-1.23774 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-1.05359 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),1.21201 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.0234144 # DEPENDENCYPART_GRANDPAR
(24,27),(27,2),-0.68376 # DEPENDENCYPART_GRANDPAR
(24,27),(27,6),-1.07746 # DEPENDENCYPART_GRANDPAR
(24,27),(27,11),-1.24647 # DEPENDENCYPART_GRANDPAR
(24,27),(27,12),-1.24455 # DEPENDENCYPART_GRANDPAR
(24,27),(27,16),-1.09045 # DEPENDENCYPART_GRANDPAR
(24,27),(27,18),-0.658999 # DEPENDENCYPART_GRANDPAR
(24,27),(27,19),-0.946086 # DEPENDENCYPART_GRANDPAR
(24,27),(27,20),-0.935671 # DEPENDENCYPART_GRANDPAR
(24,27),(27,21),-1.00638 # DEPENDENCYPART_GRANDPAR
(24,27),(27,22),-0.952229 # DEPENDENCYPART_GRANDPAR
(24,27),(27,23),-1.10101 # DEPENDENCYPART_GRANDPAR
(24,27),(27,24),-1.00177 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,27),(27,25),1.26845 # DEPENDENCYPART_GRANDPAR
(24,27),(27,26),-0.372469 # DEPENDENCYPART_GRANDPAR
(24,27),(27,28),0.157162 # DEPENDENCYPART_GRANDPAR
(24,27),(27,29),0.0129862 # DEPENDENCYPART_GRANDPAR
(24,27),(27,30),-0.187383 # DEPENDENCYPART_GRANDPAR
(24,27),(27,31),-0.339428 # DEPENDENCYPART_GRANDPAR
(24,27),(27,32),-0.0773547 # DEPENDENCYPART_GRANDPAR
(24,27),(27,33),-1.21473 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),-0.682133 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.0915423 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.25059 # DEPENDENCYPART_GRANDPAR
(24,28),(28,31),-0.456529 # DEPENDENCYPART_GRANDPAR
(24,29),(29,26),-0.711746 # DEPENDENCYPART_GRANDPAR
(24,29),(29,28),-0.0435723 # DEPENDENCYPART_GRANDPAR
(24,29),(29,30),-0.354003 # DEPENDENCYPART_GRANDPAR
(24,29),(29,31),-0.520042 # DEPENDENCYPART_GRANDPAR
(24,29),(29,32),-0.304754 # DEPENDENCYPART_GRANDPAR
(24,30),(30,1),-0.857533 # DEPENDENCYPART_GRANDPAR
(24,30),(30,2),-0.67662 # DEPENDENCYPART_GRANDPAR
(24,30),(30,3),-0.899573 # DEPENDENCYPART_GRANDPAR
(24,30),(30,4),-0.949044 # DEPENDENCYPART_GRANDPAR
(24,30),(30,5),-0.881904 # DEPENDENCYPART_GRANDPAR
(24,30),(30,6),-1.08744 # DEPENDENCYPART_GRANDPAR
(24,30),(30,7),-1.12562 # DEPENDENCYPART_GRANDPAR
(24,30),(30,11),-1.249 # DEPENDENCYPART_GRANDPAR
(24,30),(30,12),-1.25546 # DEPENDENCYPART_GRANDPAR
(24,30),(30,14),-1.06239 # DEPENDENCYPART_GRANDPAR
(24,30),(30,15),-1.06232 # DEPENDENCYPART_GRANDPAR
(24,30),(30,16),-1.09299 # DEPENDENCYPART_GRANDPAR
(24,30),(30,17),-0.6747 # DEPENDENCYPART_GRANDPAR
(24,30),(30,18),-0.659977 # DEPENDENCYPART_GRANDPAR
(24,30),(30,19),-0.946241 # DEPENDENCYPART_GRANDPAR
(24,30),(30,20),-0.938205 # DEPENDENCYPART_GRANDPAR
(24,30),(30,21),-1.00653 # DEPENDENCYPART_GRANDPAR
(24,30),(30,22),-0.954764 # DEPENDENCYPART_GRANDPAR
(24,30),(30,23),-1.11192 # DEPENDENCYPART_GRANDPAR
(24,30),(30,24),-0.998841 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,30),(30,25),1.23688 # DEPENDENCYPART_GRANDPAR
(24,30),(30,26),-0.366732 # DEPENDENCYPART_GRANDPAR
(24,30),(30,27),0.156518 # DEPENDENCYPART_GRANDPAR
(24,30),(30,28),-0.148875 # DEPENDENCYPART_GRANDPAR
(24,30),(30,29),-0.209121 # DEPENDENCYPART_GRANDPAR
(24,30),(30,31),-0.406255 # DEPENDENCYPART_GRANDPAR
(24,30),(30,32),-0.153112 # DEPENDENCYPART_GRANDPAR
(24,30),(30,33),-1.29455 # DEPENDENCYPART_GRANDPAR
(24,31),(31,29),-0.00910171 # DEPENDENCYPART_GRANDPAR
(24,31),(31,32),-0.354577 # DEPENDENCYPART_GRANDPAR
(25,21),(21,20),-0.572458 # DEPENDENCYPART_GRANDPAR
(25,21),(21,25),-1.22512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,18),-0.800329 # DEPENDENCYPART_GRANDPAR
(25,22),(22,19),-1.18353 # DEPENDENCYPART_GRANDPAR
(25,22),(22,20),-0.585205 # DEPENDENCYPART_GRANDPAR
(25,22),(22,21),-0.492535 # DEPENDENCYPART_GRANDPAR
(25,22),(22,23),-0.459031 # DEPENDENCYPART_GRANDPAR
(25,22),(22,24),-0.369943 # DEPENDENCYPART_GRANDPAR
(25,22),(22,25),-1.30768 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,22),(22,27),-0.960534 # DEPENDENCYPART_GRANDPAR
(25,24),(24,22),-0.785682 # DEPENDENCYPART_GRANDPAR
(25,24),(24,23),-0.645077 # DEPENDENCYPART_GRANDPAR
(25,24),(24,25),-1.30332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,24),(24,26),0.20841 # DEPENDENCYPART_GRANDPAR
(25,24),(24,27),-0.914288 # DEPENDENCYPART_GRANDPAR
(25,24),(24,28),-0.850768 # DEPENDENCYPART_GRANDPAR
(25,24),(24,29),-0.639449 # DEPENDENCYPART_GRANDPAR
(25,24),(24,30),-0.982334 # DEPENDENCYPART_GRANDPAR
(25,24),(24,31),-0.892111 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.1366 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-0.791553 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,28),-0.396534 # DEPENDENCYPART_GRANDPAR
(25,27),(27,2),-1.36487 # DEPENDENCYPART_GRANDPAR
(25,27),(27,6),-1.84436 # DEPENDENCYPART_GRANDPAR
(25,27),(27,11),-1.26679 # DEPENDENCYPART_GRANDPAR
(25,27),(27,12),-1.37256 # DEPENDENCYPART_GRANDPAR
(25,27),(27,16),-1.33206 # DEPENDENCYPART_GRANDPAR
(25,27),(27,18),-1.31581 # DEPENDENCYPART_GRANDPAR
(25,27),(27,19),-1.61033 # DEPENDENCYPART_GRANDPAR
(25,27),(27,20),-0.971384 # DEPENDENCYPART_GRANDPAR
(25,27),(27,21),-0.945901 # DEPENDENCYPART_GRANDPAR
(25,27),(27,22),-0.921706 # DEPENDENCYPART_GRANDPAR
(25,27),(27,23),-0.970343 # DEPENDENCYPART_GRANDPAR
(25,27),(27,24),-1.15 # DEPENDENCYPART_GRANDPAR
(25,27),(27,25),-0.748698 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,27),(27,26),1.51404 # DEPENDENCYPART_GRANDPAR
(25,27),(27,28),-0.264051 # DEPENDENCYPART_GRANDPAR
(25,27),(27,29),-0.116672 # DEPENDENCYPART_GRANDPAR
(25,27),(27,30),-0.487613 # DEPENDENCYPART_GRANDPAR
(25,27),(27,31),-0.365622 # DEPENDENCYPART_GRANDPAR
(25,27),(27,32),-0.630457 # DEPENDENCYPART_GRANDPAR
(25,27),(27,33),-0.786179 # DEPENDENCYPART_GRANDPAR
(25,28),(28,26),0.947841 # DEPENDENCYPART_GRANDPAR
(25,28),(28,29),-0.203357 # DEPENDENCYPART_GRANDPAR
(25,28),(28,30),-0.494047 # DEPENDENCYPART_GRANDPAR
(25,28),(28,31),-0.460513 # DEPENDENCYPART_GRANDPAR
(25,29),(29,26),1.02171 # DEPENDENCYPART_GRANDPAR
(25,29),(29,28),-0.194022 # DEPENDENCYPART_GRANDPAR
(25,29),(29,30),-0.472346 # DEPENDENCYPART_GRANDPAR
(25,29),(29,31),-0.342914 # DEPENDENCYPART_GRANDPAR
(25,29),(29,32),-0.667862 # DEPENDENCYPART_GRANDPAR
(25,30),(30,1),-1.08789 # DEPENDENCYPART_GRANDPAR
(25,30),(30,2),-1.35763 # DEPENDENCYPART_GRANDPAR
(25,30),(30,3),-1.29072 # DEPENDENCYPART_GRANDPAR
(25,30),(30,4),-1.91034 # DEPENDENCYPART_GRANDPAR
(25,30),(30,5),-1.38413 # DEPENDENCYPART_GRANDPAR
(25,30),(30,6),-1.85423 # DEPENDENCYPART_GRANDPAR
(25,30),(30,7),-1.18516 # DEPENDENCYPART_GRANDPAR
(25,30),(30,11),-1.26923 # DEPENDENCYPART_GRANDPAR
(25,30),(30,12),-1.38347 # DEPENDENCYPART_GRANDPAR
(25,30),(30,14),-1.26282 # DEPENDENCYPART_GRANDPAR
(25,30),(30,15),-1.26136 # DEPENDENCYPART_GRANDPAR
(25,30),(30,16),-1.3345 # DEPENDENCYPART_GRANDPAR
(25,30),(30,17),-0.962528 # DEPENDENCYPART_GRANDPAR
(25,30),(30,18),-1.31669 # DEPENDENCYPART_GRANDPAR
(25,30),(30,19),-1.61039 # DEPENDENCYPART_GRANDPAR
(25,30),(30,20),-0.973817 # DEPENDENCYPART_GRANDPAR
(25,30),(30,21),-0.945958 # DEPENDENCYPART_GRANDPAR
(25,30),(30,22),-0.924139 # DEPENDENCYPART_GRANDPAR
(25,30),(30,23),-0.981252 # DEPENDENCYPART_GRANDPAR
(25,30),(30,24),-1.15989 # DEPENDENCYPART_GRANDPAR
(25,30),(30,25),-0.790825 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,30),(30,26),1.49765 # DEPENDENCYPART_GRANDPAR
(25,30),(30,27),-0.414063 # DEPENDENCYPART_GRANDPAR
(25,30),(30,28),-0.391236 # DEPENDENCYPART_GRANDPAR
(25,30),(30,29),-0.0666785 # DEPENDENCYPART_GRANDPAR
(25,30),(30,31),-0.317461 # DEPENDENCYPART_GRANDPAR
(25,30),(30,32),-0.587331 # DEPENDENCYPART_GRANDPAR
(25,30),(30,33),-0.784835 # DEPENDENCYPART_GRANDPAR
(25,31),(31,29),0.153214 # DEPENDENCYPART_GRANDPAR
(25,31),(31,32),-0.744131 # DEPENDENCYPART_GRANDPAR
(25,32),(32,26),1.0299 # DEPENDENCYPART_GRANDPAR
(25,32),(32,28),-0.186645 # DEPENDENCYPART_GRANDPAR
(25,32),(32,29),0.108983 # DEPENDENCYPART_GRANDPAR
(25,32),(32,31),-0.11102 # DEPENDENCYPART_GRANDPAR
(25,33),(33,32),-0.755831 # DEPENDENCYPART_GRANDPAR
(26,24),(24,22),-0.485007 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.63465 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.478633 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.53927 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,27),-0.429887 # DEPENDENCYPART_GRANDPAR
(26,24),(24,28),-0.602538 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.648158 # DEPENDENCYPART_GRANDPAR
(26,24),(24,30),-0.605988 # DEPENDENCYPART_GRANDPAR
(26,24),(24,31),-0.747376 # DEPENDENCYPART_GRANDPAR
(26,25),(25,21),-0.71015 # DEPENDENCYPART_GRANDPAR
(26,25),(25,22),-0.530831 # DEPENDENCYPART_GRANDPAR
(26,25),(25,24),-0.585286 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.63497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,25),(25,27),-0.404709 # DEPENDENCYPART_GRANDPAR
(26,25),(25,28),-0.600732 # DEPENDENCYPART_GRANDPAR
(26,25),(25,29),-0.646235 # DEPENDENCYPART_GRANDPAR
(26,25),(25,30),-0.57904 # DEPENDENCYPART_GRANDPAR
(26,25),(25,31),-0.745469 # DEPENDENCYPART_GRANDPAR
(26,25),(25,32),-0.711126 # DEPENDENCYPART_GRANDPAR
(26,25),(25,33),-0.7547 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-1.16647 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,29),-0.193372 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.11262 # DEPENDENCYPART_GRANDPAR
(26,28),(28,31),-0.292498 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),-0.627656 # DEPENDENCYPART_GRANDPAR
(27,2),(2,3),-1.29518 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),-0.656886 # DEPENDENCYPART_GRANDPAR
(27,2),(2,5),-0.676242 # DEPENDENCYPART_GRANDPAR
(27,2),(2,6),-0.90116 # DEPENDENCYPART_GRANDPAR
(27,2),(2,7),-0.717356 # DEPENDENCYPART_GRANDPAR
(27,2),(2,8),-2.63275 # DEPENDENCYPART_GRANDPAR
(27,2),(2,10),-0.878576 # DEPENDENCYPART_GRANDPAR
(27,2),(2,11),-0.804785 # DEPENDENCYPART_GRANDPAR
(27,2),(2,12),-0.929209 # DEPENDENCYPART_GRANDPAR
(27,2),(2,16),-0.798075 # DEPENDENCYPART_GRANDPAR
(27,2),(2,17),-0.769125 # DEPENDENCYPART_GRANDPAR
(27,2),(2,18),-0.893371 # DEPENDENCYPART_GRANDPAR
(27,2),(2,20),-0.770718 # DEPENDENCYPART_GRANDPAR
(27,2),(2,22),-0.808872 # DEPENDENCYPART_GRANDPAR
(27,2),(2,23),-1.20871 # DEPENDENCYPART_GRANDPAR
(27,2),(2,24),-0.684864 # DEPENDENCYPART_GRANDPAR
(27,2),(2,27),-1.23501 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,2),(2,28),-0.0471085 # DEPENDENCYPART_GRANDPAR
(27,2),(2,29),-0.327373 # DEPENDENCYPART_GRANDPAR
(27,2),(2,31),-0.414095 # DEPENDENCYPART_GRANDPAR
(27,2),(2,32),-0.417228 # DEPENDENCYPART_GRANDPAR
(27,2),(2,33),-0.628206 # DEPENDENCYPART_GRANDPAR
(27,6),(6,2),-0.24203 # DEPENDENCYPART_GRANDPAR
(27,6),(6,3),-1.13866 # DEPENDENCYPART_GRANDPAR
(27,6),(6,4),-0.586215 # DEPENDENCYPART_GRANDPAR
(27,6),(6,5),-0.476682 # DEPENDENCYPART_GRANDPAR
(27,6),(6,7),-0.719571 # DEPENDENCYPART_GRANDPAR
(27,6),(6,8),-2.53261 # DEPENDENCYPART_GRANDPAR
(27,6),(6,9),-0.837067 # DEPENDENCYPART_GRANDPAR
(27,6),(6,10),-0.821154 # DEPENDENCYPART_GRANDPAR
(27,6),(6,11),-0.658213 # DEPENDENCYPART_GRANDPAR
(27,6),(6,12),-0.795749 # DEPENDENCYPART_GRANDPAR
(27,6),(6,16),-0.700796 # DEPENDENCYPART_GRANDPAR
(27,6),(6,17),-0.622423 # DEPENDENCYPART_GRANDPAR
(27,11),(11,2),-0.488293 # DEPENDENCYPART_GRANDPAR
(27,11),(11,3),-1.19117 # DEPENDENCYPART_GRANDPAR
(27,11),(11,4),-0.477554 # DEPENDENCYPART_GRANDPAR
(27,11),(11,5),-0.597274 # DEPENDENCYPART_GRANDPAR
(27,11),(11,6),-0.83568 # DEPENDENCYPART_GRANDPAR
(27,11),(11,7),-0.682276 # DEPENDENCYPART_GRANDPAR
(27,11),(11,8),-2.73911 # DEPENDENCYPART_GRANDPAR
(27,11),(11,9),-0.861637 # DEPENDENCYPART_GRANDPAR
(27,11),(11,10),-0.870006 # DEPENDENCYPART_GRANDPAR
(27,11),(11,12),-0.468513 # DEPENDENCYPART_GRANDPAR
(27,11),(11,13),-0.457383 # DEPENDENCYPART_GRANDPAR
(27,11),(11,14),-0.566677 # DEPENDENCYPART_GRANDPAR
(27,11),(11,15),-0.456466 # DEPENDENCYPART_GRANDPAR
(27,11),(11,16),-0.664031 # DEPENDENCYPART_GRANDPAR
(27,11),(11,17),-0.430162 # DEPENDENCYPART_GRANDPAR
(27,11),(11,18),-0.820047 # DEPENDENCYPART_GRANDPAR
(27,11),(11,19),-0.756629 # DEPENDENCYPART_GRANDPAR
(27,11),(11,20),-0.54861 # DEPENDENCYPART_GRANDPAR
(27,11),(11,22),-0.629613 # DEPENDENCYPART_GRANDPAR
(27,11),(11,23),-0.748011 # DEPENDENCYPART_GRANDPAR
(27,11),(11,24),-0.482414 # DEPENDENCYPART_GRANDPAR
(27,11),(11,25),-0.819881 # DEPENDENCYPART_GRANDPAR
(27,11),(11,27),-1.289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(27,11),(11,33),-0.812474 # DEPENDENCYPART_GRANDPAR
(27,16),(16,7),-0.570955 # DEPENDENCYPART_GRANDPAR
(27,16),(16,9),-0.818523 # DEPENDENCYPART_GRANDPAR
(27,16),(16,10),-0.858533 # DEPENDENCYPART_GRANDPAR
(27,16),(16,11),-0.655786 # DEPENDENCYPART_GRANDPAR
(27,16),(16,12),-0.638968 # DEPENDENCYPART_GRANDPAR
(27,16),(16,13),-0.449167 # DEPENDENCYPART_GRANDPAR
(27,16),(16,14),-0.52879 # DEPENDENCYPART_GRANDPAR
(27,16),(16,15),-0.455401 # DEPENDENCYPART_GRANDPAR
