# _root_ El conseller , contràriament , va defensar que l' ànim del govern català sempre ha estat " el d' ajudar el Barça " .
#goldHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
#predictedHeads=2,7,4,7,4,7,0,16,10,16,10,11,12,16,16,7,19,19,16,19,22,20,19,7,
(16,20),(20,12),-1.46293 # DEPENDENCYPART_GRANDPAR
(16,20),(20,13),-1.14331 # DEPENDENCYPART_GRANDPAR
(16,20),(20,14),-0.986642 # DEPENDENCYPART_GRANDPAR
(16,20),(20,15),-1.40036 # DEPENDENCYPART_GRANDPAR
(16,20),(20,16),-0.653851 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,20),(20,17),0.42614 # DEPENDENCYPART_GRANDPAR
(16,20),(20,18),0.388695 # DEPENDENCYPART_GRANDPAR
(16,20),(20,19),0.100856 # DEPENDENCYPART_GRANDPAR
(16,20),(20,22),-0.237763 # DEPENDENCYPART_GRANDPAR
(16,20),(20,23),0.392717 # DEPENDENCYPART_GRANDPAR
(16,20),(20,24),-0.475398 # DEPENDENCYPART_GRANDPAR
(16,22),(22,18),0.585242 # DEPENDENCYPART_GRANDPAR
(16,22),(22,20),0.516535 # DEPENDENCYPART_GRANDPAR
(16,22),(22,21),0.414863 # DEPENDENCYPART_GRANDPAR
(16,22),(22,23),0.349964 # DEPENDENCYPART_GRANDPAR
(16,22),(22,24),-0.621266 # DEPENDENCYPART_GRANDPAR
(18,14),(14,11),-0.51425 # DEPENDENCYPART_GRANDPAR
(18,14),(14,12),-0.702152 # DEPENDENCYPART_GRANDPAR
(18,14),(14,13),-0.572508 # DEPENDENCYPART_GRANDPAR
(18,14),(14,15),-0.542898 # DEPENDENCYPART_GRANDPAR
(18,14),(14,19),-0.638224 # DEPENDENCYPART_GRANDPAR
(18,21),(21,22),-0.805906 # DEPENDENCYPART_GRANDPAR
(18,21),(21,23),-0.622255 # DEPENDENCYPART_GRANDPAR
(19,7),(7,1),-0.416944 # DEPENDENCYPART_GRANDPAR
(19,7),(7,2),-0.373066 # DEPENDENCYPART_GRANDPAR
(19,7),(7,3),-0.261144 # DEPENDENCYPART_GRANDPAR
(19,7),(7,4),-0.033977 # DEPENDENCYPART_GRANDPAR
(19,7),(7,5),-0.36075 # DEPENDENCYPART_GRANDPAR
(19,7),(7,6),-0.516531 # DEPENDENCYPART_GRANDPAR
(19,7),(7,8),0.558948 # DEPENDENCYPART_GRANDPAR
(19,7),(7,10),-0.444161 # DEPENDENCYPART_GRANDPAR
(19,7),(7,11),-0.124858 # DEPENDENCYPART_GRANDPAR
(19,7),(7,12),-0.493825 # DEPENDENCYPART_GRANDPAR
(19,7),(7,13),-0.319351 # DEPENDENCYPART_GRANDPAR
(19,7),(7,14),-0.267236 # DEPENDENCYPART_GRANDPAR
(19,7),(7,15),-0.459627 # DEPENDENCYPART_GRANDPAR
(19,7),(7,16),-0.400049 # DEPENDENCYPART_GRANDPAR
(19,7),(7,17),-0.180975 # DEPENDENCYPART_GRANDPAR
(19,7),(7,19),-1.51983 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,7),(7,20),0.183524 # DEPENDENCYPART_GRANDPAR
(19,7),(7,22),-0.716365 # DEPENDENCYPART_GRANDPAR
(19,7),(7,23),-1.03111 # DEPENDENCYPART_GRANDPAR
(19,7),(7,24),-1.35954 # DEPENDENCYPART_GRANDPAR
(19,18),(18,14),-0.400182 # DEPENDENCYPART_GRANDPAR
(19,18),(18,17),-0.454435 # DEPENDENCYPART_GRANDPAR
(19,18),(18,21),-0.755569 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.34687 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.23802 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-0.941297 # DEPENDENCYPART_GRANDPAR
(19,20),(20,6),-1.43035 # DEPENDENCYPART_GRANDPAR
(19,20),(20,7),-1.37974 # DEPENDENCYPART_GRANDPAR
(19,20),(20,8),-1.1728 # DEPENDENCYPART_GRANDPAR
(19,20),(20,10),-1.31762 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.840648 # DEPENDENCYPART_GRANDPAR
(19,20),(20,12),-1.36613 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.10599 # DEPENDENCYPART_GRANDPAR
(19,20),(20,14),-1.03406 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.41212 # DEPENDENCYPART_GRANDPAR
(19,20),(20,16),-1.28797 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.19044 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.31584 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.696716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,22),0.263252 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.115612 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.464003 # DEPENDENCYPART_GRANDPAR
(19,22),(22,18),-1.39135 # DEPENDENCYPART_GRANDPAR
(19,22),(22,20),1.18834 # DEPENDENCYPART_GRANDPAR
(19,22),(22,21),0.262665 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.0938486 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.503944 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.321744 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.598432 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.489743 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.499368 # DEPENDENCYPART_GRANDPAR
(20,2),(2,6),-0.532184 # DEPENDENCYPART_GRANDPAR
(20,2),(2,7),-0.308548 # DEPENDENCYPART_GRANDPAR
(20,2),(2,8),-0.905621 # DEPENDENCYPART_GRANDPAR
(20,2),(2,10),0.0320184 # DEPENDENCYPART_GRANDPAR
(20,2),(2,11),-0.167771 # DEPENDENCYPART_GRANDPAR
(20,2),(2,13),-0.257646 # DEPENDENCYPART_GRANDPAR
(20,2),(2,17),-0.259736 # DEPENDENCYPART_GRANDPAR
(20,2),(2,22),-0.418701 # DEPENDENCYPART_GRANDPAR
(20,2),(2,24),-1.26154 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.576435 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.437359 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.610556 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.19098 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.637041 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.489572 # DEPENDENCYPART_GRANDPAR
(20,4),(4,8),-0.908052 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.296297 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.297749 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.328788 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),-0.282119 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),-0.128072 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.34497 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,6),(6,2),-0.5539 # DEPENDENCYPART_GRANDPAR
(20,6),(6,3),-0.568653 # DEPENDENCYPART_GRANDPAR
(20,6),(6,4),-0.516669 # DEPENDENCYPART_GRANDPAR
(20,6),(6,5),-0.46959 # DEPENDENCYPART_GRANDPAR
(20,6),(6,7),-0.580048 # DEPENDENCYPART_GRANDPAR
(20,6),(6,10),-0.191854 # DEPENDENCYPART_GRANDPAR
(20,6),(6,16),-0.406186 # DEPENDENCYPART_GRANDPAR
(20,6),(6,23),-1.07514 # DEPENDENCYPART_GRANDPAR
(20,6),(6,24),-1.49178 # DEPENDENCYPART_GRANDPAR
(20,7),(7,1),-0.574695 # DEPENDENCYPART_GRANDPAR
(20,7),(7,2),-0.552105 # DEPENDENCYPART_GRANDPAR
(20,7),(7,3),-0.588253 # DEPENDENCYPART_GRANDPAR
(20,7),(7,4),-0.537076 # DEPENDENCYPART_GRANDPAR
(20,7),(7,5),-0.48919 # DEPENDENCYPART_GRANDPAR
(20,7),(7,6),-0.877576 # DEPENDENCYPART_GRANDPAR
(20,7),(7,8),-0.27712 # DEPENDENCYPART_GRANDPAR
(20,7),(7,10),-0.236434 # DEPENDENCYPART_GRANDPAR
(20,7),(7,11),-0.551005 # DEPENDENCYPART_GRANDPAR
(20,7),(7,12),-0.454818 # DEPENDENCYPART_GRANDPAR
(20,7),(7,13),-0.421954 # DEPENDENCYPART_GRANDPAR
(20,7),(7,14),-0.402968 # DEPENDENCYPART_GRANDPAR
(20,7),(7,15),-0.513358 # DEPENDENCYPART_GRANDPAR
(20,7),(7,16),-0.411309 # DEPENDENCYPART_GRANDPAR
(20,7),(7,17),-0.165987 # DEPENDENCYPART_GRANDPAR
(20,7),(7,19),-0.443237 # DEPENDENCYPART_GRANDPAR
(20,7),(7,20),-1.71089 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,7),(7,22),-0.717809 # DEPENDENCYPART_GRANDPAR
(20,7),(7,23),-1.0741 # DEPENDENCYPART_GRANDPAR
(20,7),(7,24),-1.49074 # DEPENDENCYPART_GRANDPAR
(20,8),(8,10),-0.547303 # DEPENDENCYPART_GRANDPAR
(20,8),(8,11),-0.693547 # DEPENDENCYPART_GRANDPAR
(20,8),(8,13),-0.635377 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),-0.55232 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),-0.78183 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.578638 # DEPENDENCYPART_GRANDPAR
(20,10),(10,5),-0.682767 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.580251 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-1.27762 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),0.388114 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.208747 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.206874 # DEPENDENCYPART_GRANDPAR
(20,10),(10,13),-0.255246 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.387984 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.506981 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),-0.170579 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),-0.279311 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),-0.129591 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.32339 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,22),-0.415445 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-0.845701 # DEPENDENCYPART_GRANDPAR
(20,10),(10,24),-1.26251 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.550711 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),-1.34044 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),0.0831766 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.276485 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.464594 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.511265 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.438442 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.614622 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.284601 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.356337 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.591301 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.607243 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-1.2944 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),0.381203 # DEPENDENCYPART_GRANDPAR
(20,12),(12,13),-0.237071 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.371731 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.483166 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),-0.146713 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),-0.259862 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),-0.130672 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.32431 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,22),-0.415927 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-0.846178 # DEPENDENCYPART_GRANDPAR
(20,13),(13,3),-0.630611 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.531548 # DEPENDENCYPART_GRANDPAR
(20,13),(13,9),0.260856 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.321161 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.470238 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.302702 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.53799 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),-0.247125 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.220621 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.193362 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.3451 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,11),-0.203248 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.417469 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.382985 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.606727 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),-0.174727 # DEPENDENCYPART_GRANDPAR
(20,15),(15,2),-0.495266 # DEPENDENCYPART_GRANDPAR
(20,15),(15,4),-0.532815 # DEPENDENCYPART_GRANDPAR
(20,15),(15,8),-1.06475 # DEPENDENCYPART_GRANDPAR
(20,15),(15,10),-0.258499 # DEPENDENCYPART_GRANDPAR
(20,15),(15,13),-0.27998 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.392377 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),-0.357727 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),-0.37255 # DEPENDENCYPART_GRANDPAR
(20,15),(15,20),-1.73028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,15),(15,23),-1.08519 # DEPENDENCYPART_GRANDPAR
(20,15),(15,24),-1.50182 # DEPENDENCYPART_GRANDPAR
(20,16),(16,2),-0.524569 # DEPENDENCYPART_GRANDPAR
(20,16),(16,3),-0.545897 # DEPENDENCYPART_GRANDPAR
(20,16),(16,4),-0.517673 # DEPENDENCYPART_GRANDPAR
(20,16),(16,5),-0.446834 # DEPENDENCYPART_GRANDPAR
(20,16),(16,6),-0.895683 # DEPENDENCYPART_GRANDPAR
(20,16),(16,7),-0.702683 # DEPENDENCYPART_GRANDPAR
(20,16),(16,8),-1.04081 # DEPENDENCYPART_GRANDPAR
(20,16),(16,9),0.0343402 # DEPENDENCYPART_GRANDPAR
(20,16),(16,10),-0.286742 # DEPENDENCYPART_GRANDPAR
(20,16),(16,11),-0.460938 # DEPENDENCYPART_GRANDPAR
(20,16),(16,12),-0.492511 # DEPENDENCYPART_GRANDPAR
(20,16),(16,13),-0.263454 # DEPENDENCYPART_GRANDPAR
(20,16),(16,14),-0.373999 # DEPENDENCYPART_GRANDPAR
(20,16),(16,15),-1.02567 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0628089 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.400913 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.71405 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),-0.720381 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-1.07791 # DEPENDENCYPART_GRANDPAR
(20,16),(16,24),-1.49413 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.383626 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.289057 # DEPENDENCYPART_GRANDPAR
(20,18),(18,21),0.282151 # DEPENDENCYPART_GRANDPAR
(20,19),(19,7),-0.548172 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),-0.256433 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),0.0516608 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.44338 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,22),-0.581353 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.926724 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-1.35336 # DEPENDENCYPART_GRANDPAR
(20,22),(22,18),-0.6971 # DEPENDENCYPART_GRANDPAR
(20,22),(22,20),-0.304122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,22),(22,21),1.39911 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.0243471 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),-0.558039 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-1.72005 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-1.27557 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-1.2452 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.465994 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.473528 # DEPENDENCYPART_GRANDPAR
(22,18),(18,14),-0.967819 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.356407 # DEPENDENCYPART_GRANDPAR
(22,18),(18,21),0.180303 # DEPENDENCYPART_GRANDPAR
(22,20),(20,2),-1.20642 # DEPENDENCYPART_GRANDPAR
(22,20),(20,3),-0.559242 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-1.34507 # DEPENDENCYPART_GRANDPAR
(22,20),(20,6),-0.770522 # DEPENDENCYPART_GRANDPAR
(22,20),(20,7),-0.505493 # DEPENDENCYPART_GRANDPAR
(22,20),(20,8),-1.17609 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.892784 # DEPENDENCYPART_GRANDPAR
(22,20),(20,11),-0.647354 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.826629 # DEPENDENCYPART_GRANDPAR
(22,20),(20,13),-0.735173 # DEPENDENCYPART_GRANDPAR
(22,20),(20,14),-0.915857 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.666926 # DEPENDENCYPART_GRANDPAR
(22,20),(20,16),-0.527436 # DEPENDENCYPART_GRANDPAR
(22,20),(20,17),-0.317233 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.771946 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.394851 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.74185 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,23),-0.811961 # DEPENDENCYPART_GRANDPAR
(22,20),(20,24),-1.17027 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.62442 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.710455 # DEPENDENCYPART_GRANDPAR
