# _root_ En aquests moments hi ha una discriminació de la balança fiscal envers Catalunya i l' Estat , per moltes voltes que hi vulgui donar , no ens deixarà a tots contents .
#goldHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,5,20,18,23,23,20,23,5,28,28,5,28,29,28,5,
#predictedHeads=5,3,1,5,0,7,5,7,10,8,10,7,12,13,16,13,18,28,20,18,23,23,20,23,18,28,28,7,28,29,30,5,
(18,26),(26,29),-0.42393 # DEPENDENCYPART_GRANDPAR
(18,28),(28,1),-1.16407 # DEPENDENCYPART_GRANDPAR
(18,28),(28,5),-1.22001 # DEPENDENCYPART_GRANDPAR
(18,28),(28,7),-1.08317 # DEPENDENCYPART_GRANDPAR
(18,28),(28,10),-1.05488 # DEPENDENCYPART_GRANDPAR
(18,28),(28,11),-0.940999 # DEPENDENCYPART_GRANDPAR
(18,28),(28,12),-0.809838 # DEPENDENCYPART_GRANDPAR
(18,28),(28,15),-1.20924 # DEPENDENCYPART_GRANDPAR
(18,28),(28,16),-1.11805 # DEPENDENCYPART_GRANDPAR
(18,28),(28,17),-0.9423 # DEPENDENCYPART_GRANDPAR
(18,28),(28,18),-1.05552 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,28),(28,20),0.392685 # DEPENDENCYPART_GRANDPAR
(18,28),(28,21),0.8445 # DEPENDENCYPART_GRANDPAR
(18,28),(28,22),0.195237 # DEPENDENCYPART_GRANDPAR
(18,28),(28,23),0.1182 # DEPENDENCYPART_GRANDPAR
(18,28),(28,24),0.367597 # DEPENDENCYPART_GRANDPAR
(18,28),(28,25),-0.317664 # DEPENDENCYPART_GRANDPAR
(18,28),(28,26),0.263278 # DEPENDENCYPART_GRANDPAR
(18,28),(28,27),-0.172886 # DEPENDENCYPART_GRANDPAR
(18,28),(28,29),-0.424686 # DEPENDENCYPART_GRANDPAR
(18,28),(28,30),-0.246051 # DEPENDENCYPART_GRANDPAR
(18,28),(28,31),0.027932 # DEPENDENCYPART_GRANDPAR
(18,28),(28,32),-0.860496 # DEPENDENCYPART_GRANDPAR
(18,29),(29,30),-0.345588 # DEPENDENCYPART_GRANDPAR
(18,29),(29,31),-0.124742 # DEPENDENCYPART_GRANDPAR
(18,31),(31,25),-0.504527 # DEPENDENCYPART_GRANDPAR
(18,31),(31,29),-0.366694 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.0892357 # DEPENDENCYPART_GRANDPAR
(20,1),(1,5),-0.417595 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),0.0465801 # DEPENDENCYPART_GRANDPAR
(20,1),(1,14),-0.454161 # DEPENDENCYPART_GRANDPAR
(20,1),(1,17),-0.233687 # DEPENDENCYPART_GRANDPAR
(20,1),(1,25),-1.10672 # DEPENDENCYPART_GRANDPAR
(20,15),(15,19),0.848893 # DEPENDENCYPART_GRANDPAR
(20,22),(22,30),-0.360346 # DEPENDENCYPART_GRANDPAR
(20,23),(23,1),-1.09757 # DEPENDENCYPART_GRANDPAR
(20,23),(23,4),-1.29086 # DEPENDENCYPART_GRANDPAR
(20,23),(23,5),-1.41723 # DEPENDENCYPART_GRANDPAR
(20,23),(23,7),-1.08294 # DEPENDENCYPART_GRANDPAR
(20,23),(23,11),-1.34518 # DEPENDENCYPART_GRANDPAR
(20,23),(23,12),-0.775531 # DEPENDENCYPART_GRANDPAR
(20,23),(23,15),-1.28362 # DEPENDENCYPART_GRANDPAR
(20,23),(23,16),-1.43917 # DEPENDENCYPART_GRANDPAR
(20,23),(23,17),-1.19162 # DEPENDENCYPART_GRANDPAR
(20,23),(23,18),-0.70071 # DEPENDENCYPART_GRANDPAR
(20,23),(23,20),-0.82388 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,23),(23,21),1.51649 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.613226 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),0.171926 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.209858 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.288266 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.162255 # DEPENDENCYPART_GRANDPAR
(20,23),(23,28),-0.351534 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),0.126712 # DEPENDENCYPART_GRANDPAR
(20,23),(23,30),-0.33258 # DEPENDENCYPART_GRANDPAR
(20,23),(23,31),-0.111103 # DEPENDENCYPART_GRANDPAR
(20,23),(23,32),-0.732533 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-1.09764 # DEPENDENCYPART_GRANDPAR
(20,24),(24,5),-1.41853 # DEPENDENCYPART_GRANDPAR
(20,24),(24,7),-1.08297 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-1.3452 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-0.7756 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-1.4392 # DEPENDENCYPART_GRANDPAR
(20,24),(24,17),-1.19089 # DEPENDENCYPART_GRANDPAR
(20,24),(24,18),-0.70078 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.837716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),1.48846 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.586604 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.117958 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.17969 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.291783 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.138001 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.353647 # DEPENDENCYPART_GRANDPAR
(20,24),(24,29),0.167349 # DEPENDENCYPART_GRANDPAR
(20,24),(24,30),-0.308325 # DEPENDENCYPART_GRANDPAR
(20,24),(24,31),-0.102863 # DEPENDENCYPART_GRANDPAR
(20,24),(24,32),-0.70872 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.0794895 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.095903 # DEPENDENCYPART_GRANDPAR
(20,27),(27,29),-0.00933276 # DEPENDENCYPART_GRANDPAR
(20,27),(27,30),-0.359783 # DEPENDENCYPART_GRANDPAR
(20,27),(27,31),-0.211671 # DEPENDENCYPART_GRANDPAR
(20,28),(28,1),-1.09757 # DEPENDENCYPART_GRANDPAR
(20,28),(28,5),-1.41723 # DEPENDENCYPART_GRANDPAR
(20,28),(28,7),-1.08294 # DEPENDENCYPART_GRANDPAR
(20,28),(28,10),-1.05088 # DEPENDENCYPART_GRANDPAR
(20,28),(28,11),-1.34518 # DEPENDENCYPART_GRANDPAR
(20,28),(28,12),-0.775526 # DEPENDENCYPART_GRANDPAR
(20,28),(28,15),-1.28362 # DEPENDENCYPART_GRANDPAR
(20,28),(28,16),-1.43916 # DEPENDENCYPART_GRANDPAR
(20,28),(28,17),-1.19087 # DEPENDENCYPART_GRANDPAR
(20,28),(28,18),-0.700706 # DEPENDENCYPART_GRANDPAR
(20,28),(28,20),-0.799952 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,28),(28,21),1.55905 # DEPENDENCYPART_GRANDPAR
(20,28),(28,22),0.638255 # DEPENDENCYPART_GRANDPAR
(20,28),(28,23),0.142564 # DEPENDENCYPART_GRANDPAR
(20,28),(28,24),0.182671 # DEPENDENCYPART_GRANDPAR
(20,28),(28,25),-0.0742307 # DEPENDENCYPART_GRANDPAR
(20,28),(28,26),-0.127564 # DEPENDENCYPART_GRANDPAR
(20,28),(28,27),-0.156726 # DEPENDENCYPART_GRANDPAR
(20,28),(28,29),0.168591 # DEPENDENCYPART_GRANDPAR
(20,28),(28,30),-0.301871 # DEPENDENCYPART_GRANDPAR
(20,28),(28,31),-0.0860477 # DEPENDENCYPART_GRANDPAR
(20,28),(28,32),-0.695913 # DEPENDENCYPART_GRANDPAR
(20,30),(30,29),-0.025805 # DEPENDENCYPART_GRANDPAR
(20,30),(30,31),-0.215016 # DEPENDENCYPART_GRANDPAR
(20,31),(31,25),-0.0757732 # DEPENDENCYPART_GRANDPAR
(20,31),(31,29),0.0402068 # DEPENDENCYPART_GRANDPAR
(22,30),(30,29),-0.28611 # DEPENDENCYPART_GRANDPAR
(22,30),(30,31),-0.0637946 # DEPENDENCYPART_GRANDPAR
(23,1),(1,3),-0.0964474 # DEPENDENCYPART_GRANDPAR
(23,1),(1,5),-0.299844 # DEPENDENCYPART_GRANDPAR
(23,1),(1,7),-0.203652 # DEPENDENCYPART_GRANDPAR
(23,1),(1,14),-0.317319 # DEPENDENCYPART_GRANDPAR
(23,1),(1,17),-0.0991788 # DEPENDENCYPART_GRANDPAR
(23,1),(1,25),-1.45661 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),-0.233123 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.111919 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),-0.51129 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),-0.258292 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.513642 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-1.18703 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.31094 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.261734 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.378362 # DEPENDENCYPART_GRANDPAR
(23,5),(5,12),-0.446427 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),-0.43093 # DEPENDENCYPART_GRANDPAR
(23,5),(5,17),-0.0664793 # DEPENDENCYPART_GRANDPAR
(23,5),(5,18),-0.201264 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-2.08376 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,24),-0.750424 # DEPENDENCYPART_GRANDPAR
(23,5),(5,25),-1.59405 # DEPENDENCYPART_GRANDPAR
(23,5),(5,28),-1.32781 # DEPENDENCYPART_GRANDPAR
(23,5),(5,32),-1.71378 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),-0.680197 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.584913 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.675974 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-1.11205 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.091083 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.129643 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),-0.261165 # DEPENDENCYPART_GRANDPAR
(23,7),(7,12),-0.254848 # DEPENDENCYPART_GRANDPAR
(23,7),(7,13),-0.0408085 # DEPENDENCYPART_GRANDPAR
(23,7),(7,14),-0.139134 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),-0.37588 # DEPENDENCYPART_GRANDPAR
(23,7),(7,17),-0.520956 # DEPENDENCYPART_GRANDPAR
(23,7),(7,18),-0.096508 # DEPENDENCYPART_GRANDPAR
(23,7),(7,20),0.18124 # DEPENDENCYPART_GRANDPAR
(23,7),(7,23),-1.67675 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,7),(7,24),-0.343464 # DEPENDENCYPART_GRANDPAR
(23,7),(7,28),-0.920807 # DEPENDENCYPART_GRANDPAR
(23,7),(7,32),-1.47439 # DEPENDENCYPART_GRANDPAR
(23,11),(11,1),-0.502521 # DEPENDENCYPART_GRANDPAR
(23,11),(11,9),-0.779481 # DEPENDENCYPART_GRANDPAR
(23,11),(11,12),-0.322648 # DEPENDENCYPART_GRANDPAR
(23,11),(11,13),-0.203186 # DEPENDENCYPART_GRANDPAR
(23,11),(11,14),-0.303334 # DEPENDENCYPART_GRANDPAR
(23,11),(11,16),-0.511472 # DEPENDENCYPART_GRANDPAR
(23,11),(11,18),-0.11133 # DEPENDENCYPART_GRANDPAR
(23,11),(11,20),0.0128215 # DEPENDENCYPART_GRANDPAR
(23,12),(12,1),-0.580771 # DEPENDENCYPART_GRANDPAR
(23,12),(12,9),-1.01223 # DEPENDENCYPART_GRANDPAR
(23,12),(12,11),-0.280416 # DEPENDENCYPART_GRANDPAR
(23,12),(12,13),-0.16642 # DEPENDENCYPART_GRANDPAR
(23,12),(12,14),-0.36484 # DEPENDENCYPART_GRANDPAR
(23,12),(12,16),-0.469473 # DEPENDENCYPART_GRANDPAR
(23,12),(12,17),-0.0967615 # DEPENDENCYPART_GRANDPAR
(23,12),(12,18),-0.162814 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.982372 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.564891 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.280864 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),0.132329 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.441283 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),-0.0734593 # DEPENDENCYPART_GRANDPAR
(23,16),(16,20),0.181858 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.68069 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.347397 # DEPENDENCYPART_GRANDPAR
(23,16),(16,28),-0.924739 # DEPENDENCYPART_GRANDPAR
(23,16),(16,31),-0.98136 # DEPENDENCYPART_GRANDPAR
(23,16),(16,32),-1.47804 # DEPENDENCYPART_GRANDPAR
(23,18),(18,15),-0.116117 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.458226 # DEPENDENCYPART_GRANDPAR
(23,18),(18,19),-1.07788 # DEPENDENCYPART_GRANDPAR
(23,18),(18,20),0.067712 # DEPENDENCYPART_GRANDPAR
(23,18),(18,23),-1.79311 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,18),(18,24),-0.459771 # DEPENDENCYPART_GRANDPAR
(23,18),(18,25),-1.4397 # DEPENDENCYPART_GRANDPAR
(23,18),(18,26),-0.823034 # DEPENDENCYPART_GRANDPAR
(23,18),(18,28),-1.03716 # DEPENDENCYPART_GRANDPAR
(23,18),(18,29),-0.806413 # DEPENDENCYPART_GRANDPAR
(23,18),(18,31),-1.09417 # DEPENDENCYPART_GRANDPAR
(23,20),(20,1),-0.691221 # DEPENDENCYPART_GRANDPAR
(23,20),(20,15),0.19061 # DEPENDENCYPART_GRANDPAR
(23,20),(20,19),-0.888779 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.054663 # DEPENDENCYPART_GRANDPAR
(23,20),(20,22),-0.0649417 # DEPENDENCYPART_GRANDPAR
(23,20),(20,23),-1.67676 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,20),(20,24),-0.343466 # DEPENDENCYPART_GRANDPAR
(23,20),(20,25),-1.34431 # DEPENDENCYPART_GRANDPAR
(23,20),(20,27),-0.275524 # DEPENDENCYPART_GRANDPAR
(23,20),(20,28),-0.920809 # DEPENDENCYPART_GRANDPAR
(23,20),(20,30),-0.805458 # DEPENDENCYPART_GRANDPAR
(23,20),(20,31),-0.977787 # DEPENDENCYPART_GRANDPAR
(23,20),(20,32),-1.47439 # DEPENDENCYPART_GRANDPAR
(23,22),(22,30),-0.906598 # DEPENDENCYPART_GRANDPAR
(23,24),(24,1),-1.23465 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-1.64532 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-1.37079 # DEPENDENCYPART_GRANDPAR
(23,24),(24,11),-1.2872 # DEPENDENCYPART_GRANDPAR
(23,24),(24,12),-1.19031 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-1.63245 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.57736 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.00324 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-1.12662 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-0.943055 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.04326 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.903076 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.400953 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.137404 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),0.144588 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.293165 # DEPENDENCYPART_GRANDPAR
(23,24),(24,29),-0.244854 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.375501 # DEPENDENCYPART_GRANDPAR
(23,24),(24,31),-0.232169 # DEPENDENCYPART_GRANDPAR
(23,24),(24,32),-0.654243 # DEPENDENCYPART_GRANDPAR
(23,26),(26,25),-0.238861 # DEPENDENCYPART_GRANDPAR
(23,26),(26,29),-0.280792 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.387909 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),0.0503703 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.337845 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.472672 # DEPENDENCYPART_GRANDPAR
(23,27),(27,31),-0.351652 # DEPENDENCYPART_GRANDPAR
(23,28),(28,1),-1.23413 # DEPENDENCYPART_GRANDPAR
(23,28),(28,5),-1.64325 # DEPENDENCYPART_GRANDPAR
(23,28),(28,7),-1.37034 # DEPENDENCYPART_GRANDPAR
(23,28),(28,10),-1.43777 # DEPENDENCYPART_GRANDPAR
(23,28),(28,11),-1.28675 # DEPENDENCYPART_GRANDPAR
(23,28),(28,12),-1.18979 # DEPENDENCYPART_GRANDPAR
(23,28),(28,15),-1.03559 # DEPENDENCYPART_GRANDPAR
(23,28),(28,16),-1.632 # DEPENDENCYPART_GRANDPAR
(23,28),(28,17),-1.57692 # DEPENDENCYPART_GRANDPAR
(23,28),(28,18),-1.00273 # DEPENDENCYPART_GRANDPAR
(23,28),(28,20),-1.12616 # DEPENDENCYPART_GRANDPAR
(23,28),(28,21),-0.939183 # DEPENDENCYPART_GRANDPAR
(23,28),(28,22),-1.0411 # DEPENDENCYPART_GRANDPAR
(23,28),(28,23),-0.948873 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,28),(28,24),0.380221 # DEPENDENCYPART_GRANDPAR
(23,28),(28,25),-0.187519 # DEPENDENCYPART_GRANDPAR
(23,28),(28,26),0.106946 # DEPENDENCYPART_GRANDPAR
(23,28),(28,27),0.283694 # DEPENDENCYPART_GRANDPAR
(23,28),(28,29),-0.283876 # DEPENDENCYPART_GRANDPAR
(23,28),(28,30),-0.379388 # DEPENDENCYPART_GRANDPAR
(23,28),(28,31),-0.224661 # DEPENDENCYPART_GRANDPAR
(23,28),(28,32),-0.646574 # DEPENDENCYPART_GRANDPAR
(23,29),(29,30),-0.445969 # DEPENDENCYPART_GRANDPAR
(23,29),(29,31),-0.213926 # DEPENDENCYPART_GRANDPAR
(23,30),(30,29),-0.18811 # DEPENDENCYPART_GRANDPAR
(23,30),(30,31),-0.350656 # DEPENDENCYPART_GRANDPAR
(23,31),(31,25),-0.285362 # DEPENDENCYPART_GRANDPAR
(23,31),(31,29),-0.112288 # DEPENDENCYPART_GRANDPAR
(24,1),(1,3),-0.459504 # DEPENDENCYPART_GRANDPAR
(24,1),(1,5),-0.420262 # DEPENDENCYPART_GRANDPAR
(24,1),(1,7),-0.572655 # DEPENDENCYPART_GRANDPAR
(24,1),(1,14),-0.492008 # DEPENDENCYPART_GRANDPAR
(24,1),(1,17),-0.225332 # DEPENDENCYPART_GRANDPAR
(24,1),(1,25),-0.893204 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),-0.609685 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.637029 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.628752 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-1.3157 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.72684 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.457057 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),-0.809523 # DEPENDENCYPART_GRANDPAR
(24,5),(5,12),-0.671549 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.639232 # DEPENDENCYPART_GRANDPAR
(24,5),(5,17),-0.215342 # DEPENDENCYPART_GRANDPAR
(24,5),(5,18),-0.513874 # DEPENDENCYPART_GRANDPAR
(24,5),(5,23),-0.461141 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-1.85558 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,5),(5,25),-1.03053 # DEPENDENCYPART_GRANDPAR
(24,5),(5,28),-1.24734 # DEPENDENCYPART_GRANDPAR
(24,5),(5,32),-1.41264 # DEPENDENCYPART_GRANDPAR
(24,7),(7,1),-0.776647 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.709251 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.794888 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-1.20974 # DEPENDENCYPART_GRANDPAR
(24,7),(7,8),-0.226984 # DEPENDENCYPART_GRANDPAR
(24,7),(7,10),-0.491171 # DEPENDENCYPART_GRANDPAR
(24,7),(7,11),-0.54139 # DEPENDENCYPART_GRANDPAR
(24,7),(7,12),-0.428805 # DEPENDENCYPART_GRANDPAR
(24,7),(7,13),-0.306853 # DEPENDENCYPART_GRANDPAR
(24,7),(7,14),-0.297808 # DEPENDENCYPART_GRANDPAR
(24,7),(7,16),-0.459673 # DEPENDENCYPART_GRANDPAR
(24,7),(7,17),-0.592406 # DEPENDENCYPART_GRANDPAR
(24,7),(7,18),-0.357962 # DEPENDENCYPART_GRANDPAR
(24,7),(7,20),-0.213783 # DEPENDENCYPART_GRANDPAR
(24,7),(7,23),-0.175357 # DEPENDENCYPART_GRANDPAR
(24,7),(7,24),-1.44634 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,7),(7,28),-0.838066 # DEPENDENCYPART_GRANDPAR
(24,7),(7,32),-1.17097 # DEPENDENCYPART_GRANDPAR
(24,11),(11,1),-0.619509 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-1.00459 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),-0.54433 # DEPENDENCYPART_GRANDPAR
(24,11),(11,13),-0.522313 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.505595 # DEPENDENCYPART_GRANDPAR
(24,11),(11,16),-0.648348 # DEPENDENCYPART_GRANDPAR
(24,11),(11,18),-0.420423 # DEPENDENCYPART_GRANDPAR
(24,11),(11,20),-0.435284 # DEPENDENCYPART_GRANDPAR
(24,12),(12,1),-0.707002 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-1.23119 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.580212 # DEPENDENCYPART_GRANDPAR
(24,12),(12,13),-0.465834 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),-0.548963 # DEPENDENCYPART_GRANDPAR
(24,12),(12,16),-0.586635 # DEPENDENCYPART_GRANDPAR
(24,12),(12,17),-0.236785 # DEPENDENCYPART_GRANDPAR
(24,12),(12,18),-0.445639 # DEPENDENCYPART_GRANDPAR
(24,16),(16,12),-0.810858 # DEPENDENCYPART_GRANDPAR
(24,16),(16,14),-0.439442 # DEPENDENCYPART_GRANDPAR
(24,16),(16,15),0.172293 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.518399 # DEPENDENCYPART_GRANDPAR
(24,16),(16,18),-0.339994 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),-0.219539 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),-0.204092 # DEPENDENCYPART_GRANDPAR
(24,16),(16,24),-1.45028 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,16),(16,28),-0.841998 # DEPENDENCYPART_GRANDPAR
(24,16),(16,31),-0.765973 # DEPENDENCYPART_GRANDPAR
(24,16),(16,32),-1.17462 # DEPENDENCYPART_GRANDPAR
(24,18),(18,15),-0.139419 # DEPENDENCYPART_GRANDPAR
(24,18),(18,17),-0.624317 # DEPENDENCYPART_GRANDPAR
(24,18),(18,19),-0.84739 # DEPENDENCYPART_GRANDPAR
(24,18),(18,20),-0.363575 # DEPENDENCYPART_GRANDPAR
(24,18),(18,23),-0.337746 # DEPENDENCYPART_GRANDPAR
(24,18),(18,24),-1.56502 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,18),(18,25),-0.876294 # DEPENDENCYPART_GRANDPAR
(24,18),(18,26),-0.63904 # DEPENDENCYPART_GRANDPAR
(24,18),(18,28),-0.956795 # DEPENDENCYPART_GRANDPAR
(24,18),(18,29),-0.73055 # DEPENDENCYPART_GRANDPAR
(24,18),(18,31),-0.88118 # DEPENDENCYPART_GRANDPAR
(24,20),(20,1),-0.787671 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),0.231893 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.651078 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.629217 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),-0.238045 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),-0.179921 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-1.44635 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.778516 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-0.196954 # DEPENDENCYPART_GRANDPAR
(24,20),(20,28),-0.838068 # DEPENDENCYPART_GRANDPAR
(24,20),(20,30),-0.445441 # DEPENDENCYPART_GRANDPAR
(24,20),(20,31),-0.7624 # DEPENDENCYPART_GRANDPAR
(24,20),(20,32),-1.17097 # DEPENDENCYPART_GRANDPAR
(24,22),(22,30),-0.547875 # DEPENDENCYPART_GRANDPAR
(24,23),(23,1),-0.593118 # DEPENDENCYPART_GRANDPAR
(24,23),(23,4),-0.575266 # DEPENDENCYPART_GRANDPAR
(24,23),(23,5),-0.814682 # DEPENDENCYPART_GRANDPAR
(24,23),(23,7),-0.693006 # DEPENDENCYPART_GRANDPAR
(24,23),(23,11),-0.559595 # DEPENDENCYPART_GRANDPAR
(24,23),(23,12),-0.702551 # DEPENDENCYPART_GRANDPAR
(24,23),(23,15),-0.048389 # DEPENDENCYPART_GRANDPAR
(24,23),(23,16),-0.689343 # DEPENDENCYPART_GRANDPAR
(24,23),(23,17),-0.460975 # DEPENDENCYPART_GRANDPAR
(24,23),(23,18),-0.651281 # DEPENDENCYPART_GRANDPAR
(24,23),(23,20),-0.498758 # DEPENDENCYPART_GRANDPAR
(24,23),(23,21),-0.963319 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.470391 # DEPENDENCYPART_GRANDPAR
(24,23),(23,24),-1.83541 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,23),(23,25),-1.01998 # DEPENDENCYPART_GRANDPAR
(24,23),(23,26),-0.769529 # DEPENDENCYPART_GRANDPAR
(24,23),(23,27),-0.617889 # DEPENDENCYPART_GRANDPAR
(24,23),(23,28),-1.22718 # DEPENDENCYPART_GRANDPAR
(24,23),(23,29),-0.911366 # DEPENDENCYPART_GRANDPAR
(24,23),(23,30),-0.862047 # DEPENDENCYPART_GRANDPAR
(24,23),(23,31),-1.0172 # DEPENDENCYPART_GRANDPAR
(24,23),(23,32),-1.40204 # DEPENDENCYPART_GRANDPAR
(24,26),(26,25),0.286625 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.262173 # DEPENDENCYPART_GRANDPAR
(24,27),(27,25),0.177726 # DEPENDENCYPART_GRANDPAR
