# _root_ Boff va ser condemnat pel Vaticà , l' any_1985 , a un any de silenci i va tornar a ser amonestat posteriorment pel contingut dels seus escrits .
#goldHeads=4,4,4,0,4,5,9,9,4,9,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
#predictedHeads=4,4,4,0,4,5,9,9,4,11,4,13,11,13,14,4,21,21,21,21,4,21,21,23,24,27,25,4,
(18,24),(24,23),-0.00107638 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),-0.159217 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),-0.8314 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),0.0272902 # DEPENDENCYPART_GRANDPAR
(18,24),(24,28),-0.917016 # DEPENDENCYPART_GRANDPAR
(18,25),(25,22),-0.134043 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),0.0260942 # DEPENDENCYPART_GRANDPAR
(18,27),(27,4),-1.46727 # DEPENDENCYPART_GRANDPAR
(18,27),(27,22),-0.0568031 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),-0.118008 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),-0.825904 # DEPENDENCYPART_GRANDPAR
(19,20),(20,1),-1.27949 # DEPENDENCYPART_GRANDPAR
(19,20),(20,2),-1.25148 # DEPENDENCYPART_GRANDPAR
(19,20),(20,3),-1.1871 # DEPENDENCYPART_GRANDPAR
(19,20),(20,4),-1.23683 # DEPENDENCYPART_GRANDPAR
(19,20),(20,5),-0.762254 # DEPENDENCYPART_GRANDPAR
(19,20),(20,11),-0.819064 # DEPENDENCYPART_GRANDPAR
(19,20),(20,13),-1.11629 # DEPENDENCYPART_GRANDPAR
(19,20),(20,15),-1.19813 # DEPENDENCYPART_GRANDPAR
(19,20),(20,17),-1.41433 # DEPENDENCYPART_GRANDPAR
(19,20),(20,18),-1.51779 # DEPENDENCYPART_GRANDPAR
(19,20),(20,19),-0.807391 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,20),(20,21),-0.0960557 # DEPENDENCYPART_GRANDPAR
(19,20),(20,22),-0.307984 # DEPENDENCYPART_GRANDPAR
(19,20),(20,23),-0.765008 # DEPENDENCYPART_GRANDPAR
(19,20),(20,24),-0.502494 # DEPENDENCYPART_GRANDPAR
(19,20),(20,25),-0.810878 # DEPENDENCYPART_GRANDPAR
(19,20),(20,27),-0.275126 # DEPENDENCYPART_GRANDPAR
(19,20),(20,28),-1.20637 # DEPENDENCYPART_GRANDPAR
(19,21),(21,1),-1.2747 # DEPENDENCYPART_GRANDPAR
(19,21),(21,2),-1.24638 # DEPENDENCYPART_GRANDPAR
(19,21),(21,3),-1.1811 # DEPENDENCYPART_GRANDPAR
(19,21),(21,4),-1.23175 # DEPENDENCYPART_GRANDPAR
(19,21),(21,5),-0.756876 # DEPENDENCYPART_GRANDPAR
(19,21),(21,7),-1.21878 # DEPENDENCYPART_GRANDPAR
(19,21),(21,9),-0.952374 # DEPENDENCYPART_GRANDPAR
(19,21),(21,10),-1.23042 # DEPENDENCYPART_GRANDPAR
(19,21),(21,11),-0.813579 # DEPENDENCYPART_GRANDPAR
(19,21),(21,13),-1.1115 # DEPENDENCYPART_GRANDPAR
(19,21),(21,14),-0.774749 # DEPENDENCYPART_GRANDPAR
(19,21),(21,15),-1.19334 # DEPENDENCYPART_GRANDPAR
(19,21),(21,16),-1.10558 # DEPENDENCYPART_GRANDPAR
(19,21),(21,17),-1.40923 # DEPENDENCYPART_GRANDPAR
(19,21),(21,18),-1.51271 # DEPENDENCYPART_GRANDPAR
(19,21),(21,19),-0.914043 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,21),(21,20),0.718353 # DEPENDENCYPART_GRANDPAR
(19,21),(21,22),-0.222914 # DEPENDENCYPART_GRANDPAR
(19,21),(21,23),-0.580081 # DEPENDENCYPART_GRANDPAR
(19,21),(21,24),-0.361027 # DEPENDENCYPART_GRANDPAR
(19,21),(21,25),-0.628653 # DEPENDENCYPART_GRANDPAR
(19,21),(21,27),-0.133664 # DEPENDENCYPART_GRANDPAR
(19,21),(21,28),-1.16681 # DEPENDENCYPART_GRANDPAR
(19,22),(22,23),-0.673899 # DEPENDENCYPART_GRANDPAR
(19,22),(22,24),-0.492035 # DEPENDENCYPART_GRANDPAR
(19,22),(22,25),-0.5406 # DEPENDENCYPART_GRANDPAR
(19,23),(23,21),0.182714 # DEPENDENCYPART_GRANDPAR
(19,23),(23,22),-0.026445 # DEPENDENCYPART_GRANDPAR
(19,23),(23,24),-0.567493 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.752596 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.316011 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.580294 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.47333 # DEPENDENCYPART_GRANDPAR
(19,24),(24,26),-0.35372 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.47655 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-1.2575 # DEPENDENCYPART_GRANDPAR
(19,25),(25,22),-0.0683453 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.348401 # DEPENDENCYPART_GRANDPAR
(20,1),(1,2),-0.525998 # DEPENDENCYPART_GRANDPAR
(20,1),(1,3),-0.251689 # DEPENDENCYPART_GRANDPAR
(20,1),(1,7),-0.461286 # DEPENDENCYPART_GRANDPAR
(20,1),(1,9),-0.260215 # DEPENDENCYPART_GRANDPAR
(20,2),(2,1),-0.520373 # DEPENDENCYPART_GRANDPAR
(20,2),(2,3),-0.474401 # DEPENDENCYPART_GRANDPAR
(20,2),(2,4),-0.370102 # DEPENDENCYPART_GRANDPAR
(20,2),(2,5),-0.435429 # DEPENDENCYPART_GRANDPAR
(20,2),(2,9),-0.306113 # DEPENDENCYPART_GRANDPAR
(20,2),(2,28),-1.73412 # DEPENDENCYPART_GRANDPAR
(20,3),(3,1),-0.477628 # DEPENDENCYPART_GRANDPAR
(20,3),(3,2),-0.964026 # DEPENDENCYPART_GRANDPAR
(20,3),(3,4),-0.29311 # DEPENDENCYPART_GRANDPAR
(20,3),(3,5),-0.41911 # DEPENDENCYPART_GRANDPAR
(20,3),(3,6),-0.444124 # DEPENDENCYPART_GRANDPAR
(20,3),(3,7),-0.133866 # DEPENDENCYPART_GRANDPAR
(20,3),(3,9),-0.296443 # DEPENDENCYPART_GRANDPAR
(20,3),(3,10),-0.140641 # DEPENDENCYPART_GRANDPAR
(20,3),(3,11),0.0226867 # DEPENDENCYPART_GRANDPAR
(20,3),(3,13),-0.323731 # DEPENDENCYPART_GRANDPAR
(20,3),(3,16),-0.177935 # DEPENDENCYPART_GRANDPAR
(20,3),(3,17),-0.244731 # DEPENDENCYPART_GRANDPAR
(20,3),(3,18),-0.0165868 # DEPENDENCYPART_GRANDPAR
(20,3),(3,19),-0.179944 # DEPENDENCYPART_GRANDPAR
(20,3),(3,20),-1.87651 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,3),(3,21),-0.741703 # DEPENDENCYPART_GRANDPAR
(20,3),(3,28),-1.73769 # DEPENDENCYPART_GRANDPAR
(20,4),(4,1),-0.474432 # DEPENDENCYPART_GRANDPAR
(20,4),(4,2),-0.888575 # DEPENDENCYPART_GRANDPAR
(20,4),(4,3),-0.648866 # DEPENDENCYPART_GRANDPAR
(20,4),(4,5),-0.446093 # DEPENDENCYPART_GRANDPAR
(20,4),(4,6),-0.466213 # DEPENDENCYPART_GRANDPAR
(20,4),(4,7),-0.0711463 # DEPENDENCYPART_GRANDPAR
(20,4),(4,9),-0.299982 # DEPENDENCYPART_GRANDPAR
(20,4),(4,10),-0.0779213 # DEPENDENCYPART_GRANDPAR
(20,4),(4,11),-0.0503234 # DEPENDENCYPART_GRANDPAR
(20,4),(4,13),-0.343114 # DEPENDENCYPART_GRANDPAR
(20,4),(4,14),-0.159914 # DEPENDENCYPART_GRANDPAR
(20,4),(4,15),-0.264729 # DEPENDENCYPART_GRANDPAR
(20,4),(4,16),-0.226406 # DEPENDENCYPART_GRANDPAR
(20,4),(4,17),-0.282508 # DEPENDENCYPART_GRANDPAR
(20,4),(4,18),-0.0473257 # DEPENDENCYPART_GRANDPAR
(20,4),(4,19),-0.252954 # DEPENDENCYPART_GRANDPAR
(20,4),(4,20),-1.86679 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,4),(4,21),-0.733833 # DEPENDENCYPART_GRANDPAR
(20,4),(4,22),-0.815475 # DEPENDENCYPART_GRANDPAR
(20,4),(4,23),-0.655953 # DEPENDENCYPART_GRANDPAR
(20,4),(4,24),-1.07844 # DEPENDENCYPART_GRANDPAR
(20,4),(4,25),-0.776376 # DEPENDENCYPART_GRANDPAR
(20,4),(4,27),-1.11865 # DEPENDENCYPART_GRANDPAR
(20,4),(4,28),-1.73281 # DEPENDENCYPART_GRANDPAR
(20,5),(5,3),-0.562247 # DEPENDENCYPART_GRANDPAR
(20,5),(5,4),-0.321952 # DEPENDENCYPART_GRANDPAR
(20,5),(5,6),-0.460753 # DEPENDENCYPART_GRANDPAR
(20,5),(5,7),-0.146096 # DEPENDENCYPART_GRANDPAR
(20,5),(5,9),-0.190722 # DEPENDENCYPART_GRANDPAR
(20,5),(5,10),-0.152871 # DEPENDENCYPART_GRANDPAR
(20,5),(5,11),-0.0800375 # DEPENDENCYPART_GRANDPAR
(20,5),(5,14),-0.193115 # DEPENDENCYPART_GRANDPAR
(20,5),(5,23),-0.481694 # DEPENDENCYPART_GRANDPAR
(20,11),(11,4),-0.284791 # DEPENDENCYPART_GRANDPAR
(20,11),(11,7),-0.429425 # DEPENDENCYPART_GRANDPAR
(20,11),(11,8),0.268678 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.0981426 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),-0.4362 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.490641 # DEPENDENCYPART_GRANDPAR
(20,11),(11,13),-0.394278 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.265671 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.323642 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.183401 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),-0.405603 # DEPENDENCYPART_GRANDPAR
(20,11),(11,18),-0.170973 # DEPENDENCYPART_GRANDPAR
(20,11),(11,19),-0.378212 # DEPENDENCYPART_GRANDPAR
(20,11),(11,20),-1.60401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,11),(11,21),-0.474366 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-0.502747 # DEPENDENCYPART_GRANDPAR
(20,11),(11,25),-0.607394 # DEPENDENCYPART_GRANDPAR
(20,11),(11,28),-1.60967 # DEPENDENCYPART_GRANDPAR
(20,13),(13,4),-0.351214 # DEPENDENCYPART_GRANDPAR
(20,13),(13,5),-0.524102 # DEPENDENCYPART_GRANDPAR
(20,13),(13,7),-0.669761 # DEPENDENCYPART_GRANDPAR
(20,13),(13,8),0.492273 # DEPENDENCYPART_GRANDPAR
(20,13),(13,10),-0.676536 # DEPENDENCYPART_GRANDPAR
(20,13),(13,11),-0.286798 # DEPENDENCYPART_GRANDPAR
(20,13),(13,12),-0.306474 # DEPENDENCYPART_GRANDPAR
(20,13),(13,14),-0.0888826 # DEPENDENCYPART_GRANDPAR
(20,13),(13,15),-0.107997 # DEPENDENCYPART_GRANDPAR
(20,13),(13,16),0.0844456 # DEPENDENCYPART_GRANDPAR
(20,13),(13,17),-0.219977 # DEPENDENCYPART_GRANDPAR
(20,13),(13,18),0.0973059 # DEPENDENCYPART_GRANDPAR
(20,13),(13,19),-0.215673 # DEPENDENCYPART_GRANDPAR
(20,13),(13,20),-1.45929 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,13),(13,21),-0.329067 # DEPENDENCYPART_GRANDPAR
(20,13),(13,22),-0.533958 # DEPENDENCYPART_GRANDPAR
(20,13),(13,28),-1.49707 # DEPENDENCYPART_GRANDPAR
(20,15),(15,12),-0.39542 # DEPENDENCYPART_GRANDPAR
(20,15),(15,14),-0.061888 # DEPENDENCYPART_GRANDPAR
(20,15),(15,16),0.0515938 # DEPENDENCYPART_GRANDPAR
(20,15),(15,17),-0.290123 # DEPENDENCYPART_GRANDPAR
(20,15),(15,18),0.0266274 # DEPENDENCYPART_GRANDPAR
(20,17),(17,18),-0.0994576 # DEPENDENCYPART_GRANDPAR
(20,17),(17,19),-0.244501 # DEPENDENCYPART_GRANDPAR
(20,18),(18,1),-0.525907 # DEPENDENCYPART_GRANDPAR
(20,18),(18,2),-0.96265 # DEPENDENCYPART_GRANDPAR
(20,18),(18,3),-0.717828 # DEPENDENCYPART_GRANDPAR
(20,18),(18,4),-0.525311 # DEPENDENCYPART_GRANDPAR
(20,18),(18,5),-0.552472 # DEPENDENCYPART_GRANDPAR
(20,18),(18,9),-0.289296 # DEPENDENCYPART_GRANDPAR
(20,18),(18,10),-0.398006 # DEPENDENCYPART_GRANDPAR
(20,18),(18,11),-0.295543 # DEPENDENCYPART_GRANDPAR
(20,18),(18,13),-0.479502 # DEPENDENCYPART_GRANDPAR
(20,18),(18,14),-0.332438 # DEPENDENCYPART_GRANDPAR
(20,18),(18,15),-0.376086 # DEPENDENCYPART_GRANDPAR
(20,18),(18,16),-0.146129 # DEPENDENCYPART_GRANDPAR
(20,18),(18,17),-0.723015 # DEPENDENCYPART_GRANDPAR
(20,18),(18,19),-0.322065 # DEPENDENCYPART_GRANDPAR
(20,18),(18,20),-1.86686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,18),(18,21),-0.733896 # DEPENDENCYPART_GRANDPAR
(20,18),(18,22),-0.815536 # DEPENDENCYPART_GRANDPAR
(20,18),(18,23),-0.656135 # DEPENDENCYPART_GRANDPAR
(20,18),(18,24),-1.07852 # DEPENDENCYPART_GRANDPAR
(20,18),(18,25),-0.776559 # DEPENDENCYPART_GRANDPAR
(20,18),(18,27),-1.11873 # DEPENDENCYPART_GRANDPAR
(20,18),(18,28),-1.73287 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.60401 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.474366 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.698952 # DEPENDENCYPART_GRANDPAR
(20,19),(19,23),-0.502747 # DEPENDENCYPART_GRANDPAR
(20,19),(19,24),-0.95734 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.607394 # DEPENDENCYPART_GRANDPAR
(20,21),(21,1),-1.49908 # DEPENDENCYPART_GRANDPAR
(20,21),(21,2),-1.7888 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.62746 # DEPENDENCYPART_GRANDPAR
(20,21),(21,4),-1.47028 # DEPENDENCYPART_GRANDPAR
(20,21),(21,5),-1.15403 # DEPENDENCYPART_GRANDPAR
(20,21),(21,7),-1.52176 # DEPENDENCYPART_GRANDPAR
(20,21),(21,9),-1.17676 # DEPENDENCYPART_GRANDPAR
(20,21),(21,10),-1.52853 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.809426 # DEPENDENCYPART_GRANDPAR
(20,21),(21,13),-1.40345 # DEPENDENCYPART_GRANDPAR
(20,21),(21,14),-0.833494 # DEPENDENCYPART_GRANDPAR
(20,21),(21,15),-1.35909 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.14566 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.54917 # DEPENDENCYPART_GRANDPAR
(20,21),(21,18),-1.36395 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.01206 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.683333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.0763293 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),0.044132 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),-0.0491794 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.129678 # DEPENDENCYPART_GRANDPAR
(20,21),(21,27),-0.0813412 # DEPENDENCYPART_GRANDPAR
(20,21),(21,28),-0.678426 # DEPENDENCYPART_GRANDPAR
(20,22),(22,23),0.161019 # DEPENDENCYPART_GRANDPAR
(20,22),(22,24),0.0243458 # DEPENDENCYPART_GRANDPAR
(20,22),(22,25),0.126237 # DEPENDENCYPART_GRANDPAR
(20,23),(23,21),0.530778 # DEPENDENCYPART_GRANDPAR
(20,23),(23,22),0.111338 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.00721853 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.101806 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.0862718 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.193101 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),0.061491 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.295636 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.165381 # DEPENDENCYPART_GRANDPAR
(20,24),(24,28),-0.794518 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.0195518 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.245266 # DEPENDENCYPART_GRANDPAR
(20,27),(27,4),-1.06082 # DEPENDENCYPART_GRANDPAR
(20,27),(27,22),0.105715 # DEPENDENCYPART_GRANDPAR
(20,27),(27,25),-0.00943624 # DEPENDENCYPART_GRANDPAR
(20,27),(27,26),-0.406109 # DEPENDENCYPART_GRANDPAR
(21,1),(1,2),-0.420354 # DEPENDENCYPART_GRANDPAR
(21,1),(1,3),-0.417979 # DEPENDENCYPART_GRANDPAR
(21,1),(1,7),-0.685233 # DEPENDENCYPART_GRANDPAR
(21,1),(1,9),-0.496407 # DEPENDENCYPART_GRANDPAR
(21,2),(2,1),-0.63077 # DEPENDENCYPART_GRANDPAR
(21,2),(2,3),-0.640185 # DEPENDENCYPART_GRANDPAR
(21,2),(2,4),-0.22207 # DEPENDENCYPART_GRANDPAR
(21,2),(2,5),-0.760982 # DEPENDENCYPART_GRANDPAR
(21,2),(2,9),-0.586943 # DEPENDENCYPART_GRANDPAR
(21,2),(2,28),-1.4938 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.608526 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.83181 # DEPENDENCYPART_GRANDPAR
(21,3),(3,4),-0.137921 # DEPENDENCYPART_GRANDPAR
(21,3),(3,5),-0.741464 # DEPENDENCYPART_GRANDPAR
(21,3),(3,6),-0.759158 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.359076 # DEPENDENCYPART_GRANDPAR
(21,3),(3,9),-0.571802 # DEPENDENCYPART_GRANDPAR
(21,3),(3,10),-0.359354 # DEPENDENCYPART_GRANDPAR
(21,3),(3,11),-0.377414 # DEPENDENCYPART_GRANDPAR
(21,3),(3,13),-0.594086 # DEPENDENCYPART_GRANDPAR
(21,3),(3,16),-0.366026 # DEPENDENCYPART_GRANDPAR
(21,3),(3,17),-0.281649 # DEPENDENCYPART_GRANDPAR
(21,3),(3,18),-0.0947959 # DEPENDENCYPART_GRANDPAR
(21,3),(3,19),-0.372366 # DEPENDENCYPART_GRANDPAR
(21,3),(3,20),-0.517045 # DEPENDENCYPART_GRANDPAR
(21,3),(3,21),-1.67842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,3),(3,28),-1.49738 # DEPENDENCYPART_GRANDPAR
(21,4),(4,1),-0.596159 # DEPENDENCYPART_GRANDPAR
(21,4),(4,2),-0.761006 # DEPENDENCYPART_GRANDPAR
(21,4),(4,3),-0.808311 # DEPENDENCYPART_GRANDPAR
(21,4),(4,5),-0.77521 # DEPENDENCYPART_GRANDPAR
(21,4),(4,6),-0.788172 # DEPENDENCYPART_GRANDPAR
(21,4),(4,7),-0.310088 # DEPENDENCYPART_GRANDPAR
(21,4),(4,9),-0.584006 # DEPENDENCYPART_GRANDPAR
(21,4),(4,10),-0.310366 # DEPENDENCYPART_GRANDPAR
(21,4),(4,11),-0.457187 # DEPENDENCYPART_GRANDPAR
(21,4),(4,13),-0.620393 # DEPENDENCYPART_GRANDPAR
(21,4),(4,14),-0.636692 # DEPENDENCYPART_GRANDPAR
(21,4),(4,15),-0.685835 # DEPENDENCYPART_GRANDPAR
(21,4),(4,16),-0.43864 # DEPENDENCYPART_GRANDPAR
(21,4),(4,17),-0.330519 # DEPENDENCYPART_GRANDPAR
(21,4),(4,18),-0.136628 # DEPENDENCYPART_GRANDPAR
(21,4),(4,19),-0.452138 # DEPENDENCYPART_GRANDPAR
(21,4),(4,20),-0.547067 # DEPENDENCYPART_GRANDPAR
(21,4),(4,21),-1.67055 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,4),(4,22),-0.842662 # DEPENDENCYPART_GRANDPAR
(21,4),(4,23),-0.597872 # DEPENDENCYPART_GRANDPAR
(21,4),(4,24),-0.746031 # DEPENDENCYPART_GRANDPAR
(21,4),(4,25),-0.509273 # DEPENDENCYPART_GRANDPAR
(21,4),(4,27),-0.877065 # DEPENDENCYPART_GRANDPAR
(21,4),(4,28),-1.4925 # DEPENDENCYPART_GRANDPAR
(21,5),(5,3),-0.725479 # DEPENDENCYPART_GRANDPAR
(21,5),(5,4),-0.17689 # DEPENDENCYPART_GRANDPAR
(21,5),(5,6),-0.756763 # DEPENDENCYPART_GRANDPAR
(21,5),(5,7),-0.359742 # DEPENDENCYPART_GRANDPAR
(21,5),(5,9),-0.454342 # DEPENDENCYPART_GRANDPAR
(21,5),(5,10),-0.36002 # DEPENDENCYPART_GRANDPAR
(21,5),(5,11),-0.444308 # DEPENDENCYPART_GRANDPAR
(21,5),(5,14),-0.646412 # DEPENDENCYPART_GRANDPAR
(21,5),(5,23),-0.424754 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.689633 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.688373 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),0.0842509 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.190193 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.188585 # DEPENDENCYPART_GRANDPAR
(21,9),(9,13),-0.46341 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),-0.287407 # DEPENDENCYPART_GRANDPAR
(21,9),(9,16),-0.18663 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.0764968 # DEPENDENCYPART_GRANDPAR
(21,9),(9,19),-0.183536 # DEPENDENCYPART_GRANDPAR
(21,9),(9,20),-0.39928 # DEPENDENCYPART_GRANDPAR
(21,9),(9,21),-1.31933 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,10),(10,7),-0.686364 # DEPENDENCYPART_GRANDPAR
(21,11),(11,4),-0.144964 # DEPENDENCYPART_GRANDPAR
(21,11),(11,7),-0.62572 # DEPENDENCYPART_GRANDPAR
(21,11),(11,8),0.00349276 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.370074 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.625998 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.899517 # DEPENDENCYPART_GRANDPAR
(21,11),(11,13),-0.618974 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.69282 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.690788 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.363961 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.430221 # DEPENDENCYPART_GRANDPAR
(21,11),(11,18),-0.251099 # DEPENDENCYPART_GRANDPAR
(21,11),(11,19),-0.508655 # DEPENDENCYPART_GRANDPAR
(21,11),(11,20),-0.490826 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.4126 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,23),-0.445559 # DEPENDENCYPART_GRANDPAR
(21,11),(11,25),-0.341184 # DEPENDENCYPART_GRANDPAR
(21,11),(11,28),-1.37012 # DEPENDENCYPART_GRANDPAR
(21,13),(13,4),-0.259168 # DEPENDENCYPART_GRANDPAR
(21,13),(13,5),-0.877474 # DEPENDENCYPART_GRANDPAR
(21,13),(13,7),-0.861457 # DEPENDENCYPART_GRANDPAR
(21,13),(13,8),0.193536 # DEPENDENCYPART_GRANDPAR
(21,13),(13,10),-0.861735 # DEPENDENCYPART_GRANDPAR
(21,13),(13,11),-0.660966 # DEPENDENCYPART_GRANDPAR
(21,13),(13,12),-0.788556 # DEPENDENCYPART_GRANDPAR
(21,13),(13,14),-0.473931 # DEPENDENCYPART_GRANDPAR
(21,13),(13,15),-0.482801 # DEPENDENCYPART_GRANDPAR
(21,13),(13,16),-0.0844934 # DEPENDENCYPART_GRANDPAR
(21,13),(13,17),-0.239762 # DEPENDENCYPART_GRANDPAR
(21,13),(13,18),0.0197973 # DEPENDENCYPART_GRANDPAR
(21,13),(13,19),-0.321191 # DEPENDENCYPART_GRANDPAR
(21,13),(13,20),-0.309441 # DEPENDENCYPART_GRANDPAR
(21,13),(13,21),-1.28842 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,13),(13,22),-0.575375 # DEPENDENCYPART_GRANDPAR
(21,13),(13,28),-1.27095 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.629965 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),-0.923811 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),-0.835639 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),-0.42513 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.493595 # DEPENDENCYPART_GRANDPAR
(21,14),(14,19),-0.546815 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),-0.552378 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.424241 # DEPENDENCYPART_GRANDPAR
(21,15),(15,12),-0.86848 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),-0.592851 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),-0.116618 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),-0.309356 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.0503286 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),-0.184824 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.440121 # DEPENDENCYPART_GRANDPAR
(21,18),(18,1),-0.645146 # DEPENDENCYPART_GRANDPAR
(21,18),(18,2),-0.832848 # DEPENDENCYPART_GRANDPAR
(21,18),(18,3),-0.87504 # DEPENDENCYPART_GRANDPAR
(21,18),(18,4),-0.382478 # DEPENDENCYPART_GRANDPAR
(21,18),(18,5),-0.815034 # DEPENDENCYPART_GRANDPAR
(21,18),(18,9),-0.557728 # DEPENDENCYPART_GRANDPAR
(21,18),(18,10),-0.567553 # DEPENDENCYPART_GRANDPAR
(21,18),(18,11),-0.59397 # DEPENDENCYPART_GRANDPAR
(21,18),(18,13),-0.720545 # DEPENDENCYPART_GRANDPAR
(21,18),(18,14),-0.768773 # DEPENDENCYPART_GRANDPAR
(21,18),(18,15),-0.760038 # DEPENDENCYPART_GRANDPAR
(21,18),(18,16),-0.349615 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.718104 # DEPENDENCYPART_GRANDPAR
(21,18),(18,19),-0.518133 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),-0.639971 # DEPENDENCYPART_GRANDPAR
(21,18),(18,21),-1.67061 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
