# _root_ Tot_i_que ahir hi va haver una reunió de darrera hora , no es va aconseguir acostar posicions , de_manera_que els treballadors han decidit anar a la vaga .
#goldHeads=5,5,5,5,15,7,5,7,10,8,5,15,15,15,0,15,16,23,23,21,23,23,15,23,24,27,25,15,
#predictedHeads=5,5,5,5,0,7,5,7,10,8,5,15,15,15,5,15,16,23,23,21,23,23,16,23,24,27,25,5,
(19,23),(23,24),-0.295326 # DEPENDENCYPART_GRANDPAR
(19,23),(23,25),-0.259684 # DEPENDENCYPART_GRANDPAR
(19,23),(23,27),-0.39396 # DEPENDENCYPART_GRANDPAR
(19,23),(23,28),-0.542557 # DEPENDENCYPART_GRANDPAR
(19,24),(24,1),-0.857018 # DEPENDENCYPART_GRANDPAR
(19,24),(24,2),-0.872317 # DEPENDENCYPART_GRANDPAR
(19,24),(24,4),-0.89425 # DEPENDENCYPART_GRANDPAR
(19,24),(24,5),-0.89773 # DEPENDENCYPART_GRANDPAR
(19,24),(24,7),-0.923523 # DEPENDENCYPART_GRANDPAR
(19,24),(24,14),-0.819561 # DEPENDENCYPART_GRANDPAR
(19,24),(24,15),-0.872716 # DEPENDENCYPART_GRANDPAR
(19,24),(24,16),-0.795668 # DEPENDENCYPART_GRANDPAR
(19,24),(24,17),-0.802854 # DEPENDENCYPART_GRANDPAR
(19,24),(24,18),-0.558983 # DEPENDENCYPART_GRANDPAR
(19,24),(24,19),-0.565457 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(19,24),(24,20),0.291812 # DEPENDENCYPART_GRANDPAR
(19,24),(24,21),0.0439529 # DEPENDENCYPART_GRANDPAR
(19,24),(24,22),-0.125303 # DEPENDENCYPART_GRANDPAR
(19,24),(24,23),-0.279018 # DEPENDENCYPART_GRANDPAR
(19,24),(24,25),-0.216918 # DEPENDENCYPART_GRANDPAR
(19,24),(24,27),-0.402244 # DEPENDENCYPART_GRANDPAR
(19,24),(24,28),-0.560094 # DEPENDENCYPART_GRANDPAR
(19,25),(25,27),-0.458179 # DEPENDENCYPART_GRANDPAR
(20,21),(21,3),-1.29911 # DEPENDENCYPART_GRANDPAR
(20,21),(21,16),-1.28729 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-1.41642 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-1.18376 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-1.53078 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),-0.487947 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.487042 # DEPENDENCYPART_GRANDPAR
(21,3),(3,1),-0.185665 # DEPENDENCYPART_GRANDPAR
(21,3),(3,2),-0.902761 # DEPENDENCYPART_GRANDPAR
(21,3),(3,7),-0.328442 # DEPENDENCYPART_GRANDPAR
(21,3),(3,8),-0.454759 # DEPENDENCYPART_GRANDPAR
(21,16),(16,1),-0.029656 # DEPENDENCYPART_GRANDPAR
(21,16),(16,2),-0.811638 # DEPENDENCYPART_GRANDPAR
(21,16),(16,3),-0.436279 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.644455 # DEPENDENCYPART_GRANDPAR
(21,16),(16,5),-0.0982605 # DEPENDENCYPART_GRANDPAR
(21,16),(16,7),-0.230851 # DEPENDENCYPART_GRANDPAR
(21,16),(16,8),-0.480539 # DEPENDENCYPART_GRANDPAR
(21,16),(16,9),0.0987597 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.288983 # DEPENDENCYPART_GRANDPAR
(21,16),(16,11),-0.105417 # DEPENDENCYPART_GRANDPAR
(21,16),(16,12),-0.494431 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),0.277666 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),-0.501847 # DEPENDENCYPART_GRANDPAR
(21,16),(16,15),-0.224827 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.129623 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),0.180971 # DEPENDENCYPART_GRANDPAR
(21,16),(16,19),-0.0216196 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.63098 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.962747 # DEPENDENCYPART_GRANDPAR
(21,16),(16,23),-0.97856 # DEPENDENCYPART_GRANDPAR
(21,16),(16,24),-1.07235 # DEPENDENCYPART_GRANDPAR
(21,16),(16,25),-0.888118 # DEPENDENCYPART_GRANDPAR
(21,16),(16,28),-1.23614 # DEPENDENCYPART_GRANDPAR
(21,17),(17,3),-0.645002 # DEPENDENCYPART_GRANDPAR
(21,17),(17,14),-0.707078 # DEPENDENCYPART_GRANDPAR
(21,17),(17,15),-0.442137 # DEPENDENCYPART_GRANDPAR
(21,17),(17,16),-0.340563 # DEPENDENCYPART_GRANDPAR
(21,17),(17,18),0.146205 # DEPENDENCYPART_GRANDPAR
(21,17),(17,19),-0.0935307 # DEPENDENCYPART_GRANDPAR
(21,17),(17,21),-1.48686 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,17),(17,22),-0.796365 # DEPENDENCYPART_GRANDPAR
(21,17),(17,23),-0.814358 # DEPENDENCYPART_GRANDPAR
(21,17),(17,24),-0.907579 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.0689884 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.47484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.790406 # DEPENDENCYPART_GRANDPAR
(21,19),(19,23),-0.808657 # DEPENDENCYPART_GRANDPAR
(21,19),(19,24),-0.901822 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.757009 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.51956 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,17),-1.13915 # DEPENDENCYPART_GRANDPAR
(21,22),(22,18),-0.960299 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.860699 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.657433 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.6783 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.00785846 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.111577 # DEPENDENCYPART_GRANDPAR
(21,22),(22,25),0.148625 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.386209 # DEPENDENCYPART_GRANDPAR
(21,23),(23,1),-1.01265 # DEPENDENCYPART_GRANDPAR
(21,23),(23,2),-1.72723 # DEPENDENCYPART_GRANDPAR
(21,23),(23,4),-1.51749 # DEPENDENCYPART_GRANDPAR
(21,23),(23,5),-1.06955 # DEPENDENCYPART_GRANDPAR
(21,23),(23,7),-1.29286 # DEPENDENCYPART_GRANDPAR
(21,23),(23,14),-1.37489 # DEPENDENCYPART_GRANDPAR
(21,23),(23,15),-1.2031 # DEPENDENCYPART_GRANDPAR
(21,23),(23,16),-1.09492 # DEPENDENCYPART_GRANDPAR
(21,23),(23,17),-1.13909 # DEPENDENCYPART_GRANDPAR
(21,23),(23,18),-0.960458 # DEPENDENCYPART_GRANDPAR
(21,23),(23,19),-0.860868 # DEPENDENCYPART_GRANDPAR
(21,23),(23,20),-0.657602 # DEPENDENCYPART_GRANDPAR
(21,23),(23,21),-0.608187 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,23),(23,22),0.188245 # DEPENDENCYPART_GRANDPAR
(21,23),(23,24),-0.0388294 # DEPENDENCYPART_GRANDPAR
(21,23),(23,25),0.207363 # DEPENDENCYPART_GRANDPAR
(21,23),(23,27),-0.023295 # DEPENDENCYPART_GRANDPAR
(21,23),(23,28),-0.314758 # DEPENDENCYPART_GRANDPAR
(22,17),(17,3),-0.488571 # DEPENDENCYPART_GRANDPAR
(22,17),(17,14),-0.499975 # DEPENDENCYPART_GRANDPAR
(22,17),(17,15),-0.567655 # DEPENDENCYPART_GRANDPAR
(22,17),(17,16),-0.393254 # DEPENDENCYPART_GRANDPAR
(22,17),(17,18),-0.564309 # DEPENDENCYPART_GRANDPAR
(22,17),(17,19),-0.168708 # DEPENDENCYPART_GRANDPAR
(22,17),(17,21),-0.0901763 # DEPENDENCYPART_GRANDPAR
(22,17),(17,22),-1.7289 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,17),(17,23),-0.76242 # DEPENDENCYPART_GRANDPAR
(22,17),(17,24),-1.02608 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),-0.800855 # DEPENDENCYPART_GRANDPAR
(22,19),(19,18),-0.516188 # DEPENDENCYPART_GRANDPAR
(22,19),(19,21),-0.508911 # DEPENDENCYPART_GRANDPAR
(22,19),(19,22),-1.76512 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,19),(19,23),-0.798893 # DEPENDENCYPART_GRANDPAR
(22,19),(19,24),-1.06245 # DEPENDENCYPART_GRANDPAR
(22,19),(19,25),-0.78134 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.271743 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.47733 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.384927 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.804595 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.457738 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),0.189674 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.72889 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.762415 # DEPENDENCYPART_GRANDPAR
(22,23),(23,1),-0.574892 # DEPENDENCYPART_GRANDPAR
(22,23),(23,2),-1.46403 # DEPENDENCYPART_GRANDPAR
(22,23),(23,4),-1.40397 # DEPENDENCYPART_GRANDPAR
(22,23),(23,5),-1.60193 # DEPENDENCYPART_GRANDPAR
(22,23),(23,7),-1.63888 # DEPENDENCYPART_GRANDPAR
(22,23),(23,14),-1.50413 # DEPENDENCYPART_GRANDPAR
(22,23),(23,15),-1.67887 # DEPENDENCYPART_GRANDPAR
(22,23),(23,16),-1.49718 # DEPENDENCYPART_GRANDPAR
(22,23),(23,17),-1.76225 # DEPENDENCYPART_GRANDPAR
(22,23),(23,18),-1.61807 # DEPENDENCYPART_GRANDPAR
(22,23),(23,19),-1.34528 # DEPENDENCYPART_GRANDPAR
(22,23),(23,20),-0.964773 # DEPENDENCYPART_GRANDPAR
(22,23),(23,21),-1.38353 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.795702 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,23),(23,24),-0.39893 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),-0.317049 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),-0.577689 # DEPENDENCYPART_GRANDPAR
(22,23),(23,28),-1.01266 # DEPENDENCYPART_GRANDPAR
(22,24),(24,1),-0.574902 # DEPENDENCYPART_GRANDPAR
(22,24),(24,2),-1.46404 # DEPENDENCYPART_GRANDPAR
(22,24),(24,4),-1.40456 # DEPENDENCYPART_GRANDPAR
(22,24),(24,5),-1.60252 # DEPENDENCYPART_GRANDPAR
(22,24),(24,7),-1.63872 # DEPENDENCYPART_GRANDPAR
(22,24),(24,14),-1.50472 # DEPENDENCYPART_GRANDPAR
(22,24),(24,15),-1.67946 # DEPENDENCYPART_GRANDPAR
(22,24),(24,16),-1.49777 # DEPENDENCYPART_GRANDPAR
(22,24),(24,17),-1.76209 # DEPENDENCYPART_GRANDPAR
(22,24),(24,18),-1.61808 # DEPENDENCYPART_GRANDPAR
(22,24),(24,19),-1.34529 # DEPENDENCYPART_GRANDPAR
(22,24),(24,20),-0.964783 # DEPENDENCYPART_GRANDPAR
(22,24),(24,21),-1.38337 # DEPENDENCYPART_GRANDPAR
(22,24),(24,22),-0.805721 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0048316 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.257694 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),-0.599644 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-1.02823 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),-0.320343 # DEPENDENCYPART_GRANDPAR
(23,1),(1,2),-0.476069 # DEPENDENCYPART_GRANDPAR
(23,1),(1,4),-0.153346 # DEPENDENCYPART_GRANDPAR
(23,1),(1,8),-0.317523 # DEPENDENCYPART_GRANDPAR
(23,1),(1,11),-0.456627 # DEPENDENCYPART_GRANDPAR
(23,1),(1,19),-0.275999 # DEPENDENCYPART_GRANDPAR
(23,2),(2,1),0.384845 # DEPENDENCYPART_GRANDPAR
(23,2),(2,3),0.244281 # DEPENDENCYPART_GRANDPAR
(23,2),(2,4),0.0323377 # DEPENDENCYPART_GRANDPAR
(23,2),(2,5),0.0544305 # DEPENDENCYPART_GRANDPAR
(23,2),(2,7),-0.286814 # DEPENDENCYPART_GRANDPAR
(23,4),(4,1),0.672618 # DEPENDENCYPART_GRANDPAR
(23,4),(4,2),-0.319352 # DEPENDENCYPART_GRANDPAR
(23,4),(4,3),-0.023018 # DEPENDENCYPART_GRANDPAR
(23,4),(4,5),0.00633535 # DEPENDENCYPART_GRANDPAR
(23,4),(4,7),-0.283068 # DEPENDENCYPART_GRANDPAR
(23,4),(4,8),-0.219673 # DEPENDENCYPART_GRANDPAR
(23,4),(4,11),0.0799097 # DEPENDENCYPART_GRANDPAR
(23,4),(4,28),-1.69 # DEPENDENCYPART_GRANDPAR
(23,5),(5,1),0.673388 # DEPENDENCYPART_GRANDPAR
(23,5),(5,2),-0.336474 # DEPENDENCYPART_GRANDPAR
(23,5),(5,3),0.0608219 # DEPENDENCYPART_GRANDPAR
(23,5),(5,4),-0.262256 # DEPENDENCYPART_GRANDPAR
(23,5),(5,6),-0.826185 # DEPENDENCYPART_GRANDPAR
(23,5),(5,7),-0.301324 # DEPENDENCYPART_GRANDPAR
(23,5),(5,8),-0.199564 # DEPENDENCYPART_GRANDPAR
(23,5),(5,10),-0.369478 # DEPENDENCYPART_GRANDPAR
(23,5),(5,11),0.0400553 # DEPENDENCYPART_GRANDPAR
(23,5),(5,14),0.0378023 # DEPENDENCYPART_GRANDPAR
(23,5),(5,15),-0.108101 # DEPENDENCYPART_GRANDPAR
(23,5),(5,16),-0.00587282 # DEPENDENCYPART_GRANDPAR
(23,5),(5,18),0.154102 # DEPENDENCYPART_GRANDPAR
(23,5),(5,19),0.0418841 # DEPENDENCYPART_GRANDPAR
(23,5),(5,22),-0.287032 # DEPENDENCYPART_GRANDPAR
(23,5),(5,23),-1.68151 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,5),(5,24),-0.567411 # DEPENDENCYPART_GRANDPAR
(23,5),(5,25),-0.635369 # DEPENDENCYPART_GRANDPAR
(23,5),(5,28),-1.68897 # DEPENDENCYPART_GRANDPAR
(23,7),(7,1),0.333049 # DEPENDENCYPART_GRANDPAR
(23,7),(7,2),-0.425311 # DEPENDENCYPART_GRANDPAR
(23,7),(7,3),-0.0609506 # DEPENDENCYPART_GRANDPAR
(23,7),(7,4),-0.147949 # DEPENDENCYPART_GRANDPAR
(23,7),(7,5),-0.107923 # DEPENDENCYPART_GRANDPAR
(23,7),(7,6),-0.739029 # DEPENDENCYPART_GRANDPAR
(23,7),(7,8),-0.0357819 # DEPENDENCYPART_GRANDPAR
(23,7),(7,9),-0.292712 # DEPENDENCYPART_GRANDPAR
(23,7),(7,10),-0.118048 # DEPENDENCYPART_GRANDPAR
(23,7),(7,11),-0.38178 # DEPENDENCYPART_GRANDPAR
(23,7),(7,14),0.092438 # DEPENDENCYPART_GRANDPAR
(23,7),(7,15),0.168429 # DEPENDENCYPART_GRANDPAR
(23,7),(7,16),0.244786 # DEPENDENCYPART_GRANDPAR
(23,7),(7,17),-0.039725 # DEPENDENCYPART_GRANDPAR
(23,7),(7,18),-0.267733 # DEPENDENCYPART_GRANDPAR
(23,7),(7,19),-0.0183117 # DEPENDENCYPART_GRANDPAR
(23,7),(7,21),0.0785743 # DEPENDENCYPART_GRANDPAR
(23,7),(7,23),-1.29505 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,7),(7,24),-0.179817 # DEPENDENCYPART_GRANDPAR
(23,7),(7,28),-1.4614 # DEPENDENCYPART_GRANDPAR
(23,14),(14,7),-0.361201 # DEPENDENCYPART_GRANDPAR
(23,14),(14,11),-0.234889 # DEPENDENCYPART_GRANDPAR
(23,14),(14,12),-0.166275 # DEPENDENCYPART_GRANDPAR
(23,14),(14,13),-0.109151 # DEPENDENCYPART_GRANDPAR
(23,14),(14,15),-0.148101 # DEPENDENCYPART_GRANDPAR
(23,14),(14,17),-0.278857 # DEPENDENCYPART_GRANDPAR
(23,14),(14,18),0.193956 # DEPENDENCYPART_GRANDPAR
(23,14),(14,24),-0.569162 # DEPENDENCYPART_GRANDPAR
(23,14),(14,28),-1.69 # DEPENDENCYPART_GRANDPAR
(23,15),(15,1),0.645818 # DEPENDENCYPART_GRANDPAR
(23,15),(15,2),-0.342244 # DEPENDENCYPART_GRANDPAR
(23,15),(15,3),0.0435476 # DEPENDENCYPART_GRANDPAR
(23,15),(15,4),-0.203055 # DEPENDENCYPART_GRANDPAR
(23,15),(15,5),-0.173954 # DEPENDENCYPART_GRANDPAR
(23,15),(15,7),-0.340895 # DEPENDENCYPART_GRANDPAR
(23,15),(15,8),-0.339313 # DEPENDENCYPART_GRANDPAR
(23,15),(15,9),-0.322824 # DEPENDENCYPART_GRANDPAR
(23,15),(15,10),-0.40384 # DEPENDENCYPART_GRANDPAR
(23,15),(15,11),-0.260524 # DEPENDENCYPART_GRANDPAR
(23,15),(15,12),-0.184214 # DEPENDENCYPART_GRANDPAR
(23,15),(15,13),-0.0448862 # DEPENDENCYPART_GRANDPAR
(23,15),(15,14),-0.230538 # DEPENDENCYPART_GRANDPAR
(23,15),(15,16),-0.0278674 # DEPENDENCYPART_GRANDPAR
(23,15),(15,17),-0.309798 # DEPENDENCYPART_GRANDPAR
(23,15),(15,18),0.0311827 # DEPENDENCYPART_GRANDPAR
(23,15),(15,19),-0.0158763 # DEPENDENCYPART_GRANDPAR
(23,15),(15,21),-0.19366 # DEPENDENCYPART_GRANDPAR
(23,15),(15,22),-0.309027 # DEPENDENCYPART_GRANDPAR
(23,15),(15,23),-1.68111 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,15),(15,24),-0.567012 # DEPENDENCYPART_GRANDPAR
(23,15),(15,25),-0.635204 # DEPENDENCYPART_GRANDPAR
(23,15),(15,28),-1.68884 # DEPENDENCYPART_GRANDPAR
(23,16),(16,1),0.676596 # DEPENDENCYPART_GRANDPAR
(23,16),(16,2),-0.323547 # DEPENDENCYPART_GRANDPAR
(23,16),(16,3),0.0484485 # DEPENDENCYPART_GRANDPAR
(23,16),(16,4),-0.230901 # DEPENDENCYPART_GRANDPAR
(23,16),(16,5),-0.202489 # DEPENDENCYPART_GRANDPAR
(23,16),(16,7),-0.329467 # DEPENDENCYPART_GRANDPAR
(23,16),(16,8),-0.311683 # DEPENDENCYPART_GRANDPAR
(23,16),(16,9),-0.300687 # DEPENDENCYPART_GRANDPAR
(23,16),(16,10),-0.392414 # DEPENDENCYPART_GRANDPAR
(23,16),(16,11),-0.224781 # DEPENDENCYPART_GRANDPAR
(23,16),(16,12),-0.165191 # DEPENDENCYPART_GRANDPAR
(23,16),(16,13),-0.0393675 # DEPENDENCYPART_GRANDPAR
(23,16),(16,14),-0.258383 # DEPENDENCYPART_GRANDPAR
(23,16),(16,15),-0.192973 # DEPENDENCYPART_GRANDPAR
(23,16),(16,17),-0.306002 # DEPENDENCYPART_GRANDPAR
(23,16),(16,18),0.0837325 # DEPENDENCYPART_GRANDPAR
(23,16),(16,19),0.00200246 # DEPENDENCYPART_GRANDPAR
(23,16),(16,21),-0.189862 # DEPENDENCYPART_GRANDPAR
(23,16),(16,22),-0.309649 # DEPENDENCYPART_GRANDPAR
(23,16),(16,23),-1.68082 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,16),(16,24),-0.566721 # DEPENDENCYPART_GRANDPAR
(23,16),(16,25),-0.635068 # DEPENDENCYPART_GRANDPAR
(23,16),(16,28),-1.6887 # DEPENDENCYPART_GRANDPAR
(23,17),(17,3),-0.0646662 # DEPENDENCYPART_GRANDPAR
(23,17),(17,14),-0.173023 # DEPENDENCYPART_GRANDPAR
(23,17),(17,15),-0.0919413 # DEPENDENCYPART_GRANDPAR
(23,17),(17,16),-0.0402595 # DEPENDENCYPART_GRANDPAR
(23,17),(17,18),-0.246551 # DEPENDENCYPART_GRANDPAR
(23,17),(17,19),-0.010424 # DEPENDENCYPART_GRANDPAR
(23,17),(17,21),0.0872903 # DEPENDENCYPART_GRANDPAR
(23,17),(17,22),-0.183779 # DEPENDENCYPART_GRANDPAR
(23,17),(17,23),-1.29403 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,17),(17,24),-0.178801 # DEPENDENCYPART_GRANDPAR
(23,18),(18,17),-0.384784 # DEPENDENCYPART_GRANDPAR
(23,19),(19,18),-0.19702 # DEPENDENCYPART_GRANDPAR
(23,19),(19,21),-0.344393 # DEPENDENCYPART_GRANDPAR
(23,19),(19,22),-0.491464 # DEPENDENCYPART_GRANDPAR
(23,19),(19,23),-1.33024 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,19),(19,24),-0.2149 # DEPENDENCYPART_GRANDPAR
(23,19),(19,25),-0.374006 # DEPENDENCYPART_GRANDPAR
(23,20),(20,21),-0.108003 # DEPENDENCYPART_GRANDPAR
(23,21),(21,3),-0.0534248 # DEPENDENCYPART_GRANDPAR
(23,21),(21,16),-0.0319321 # DEPENDENCYPART_GRANDPAR
(23,21),(21,17),-0.37834 # DEPENDENCYPART_GRANDPAR
(23,21),(21,19),-0.29627 # DEPENDENCYPART_GRANDPAR
(23,21),(21,20),0.648774 # DEPENDENCYPART_GRANDPAR
(23,21),(21,22),-0.185389 # DEPENDENCYPART_GRANDPAR
(23,21),(21,23),-1.29402 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,17),-0.360926 # DEPENDENCYPART_GRANDPAR
(23,22),(22,18),-0.15367 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.0907291 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),0.402324 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.215215 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.6837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.569601 # DEPENDENCYPART_GRANDPAR
(23,22),(22,25),-0.640967 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-1.69114 # DEPENDENCYPART_GRANDPAR
(23,24),(24,1),-0.549171 # DEPENDENCYPART_GRANDPAR
(23,24),(24,2),-1.25671 # DEPENDENCYPART_GRANDPAR
(23,24),(24,4),-1.16648 # DEPENDENCYPART_GRANDPAR
(23,24),(24,5),-1.19698 # DEPENDENCYPART_GRANDPAR
(23,24),(24,7),-1.35754 # DEPENDENCYPART_GRANDPAR
(23,24),(24,14),-1.19396 # DEPENDENCYPART_GRANDPAR
(23,24),(24,15),-1.21994 # DEPENDENCYPART_GRANDPAR
(23,24),(24,16),-1.16097 # DEPENDENCYPART_GRANDPAR
(23,24),(24,17),-1.35521 # DEPENDENCYPART_GRANDPAR
(23,24),(24,18),-1.30822 # DEPENDENCYPART_GRANDPAR
(23,24),(24,19),-1.19277 # DEPENDENCYPART_GRANDPAR
(23,24),(24,20),-0.557912 # DEPENDENCYPART_GRANDPAR
(23,24),(24,21),-1.22166 # DEPENDENCYPART_GRANDPAR
(23,24),(24,22),-1.59444 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.544828 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),0.159808 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.00133879 # DEPENDENCYPART_GRANDPAR
(23,24),(24,28),-0.623477 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),0.271212 # DEPENDENCYPART_GRANDPAR
(23,27),(27,3),-0.309768 # DEPENDENCYPART_GRANDPAR
(23,27),(27,22),-1.20474 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),0.281363 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0977319 # DEPENDENCYPART_GRANDPAR
(24,1),(1,2),-0.908068 # DEPENDENCYPART_GRANDPAR
(24,1),(1,4),-0.409431 # DEPENDENCYPART_GRANDPAR
(24,1),(1,8),-0.99459 # DEPENDENCYPART_GRANDPAR
(24,1),(1,11),-1.0274 # DEPENDENCYPART_GRANDPAR
(24,1),(1,19),-0.500668 # DEPENDENCYPART_GRANDPAR
(24,2),(2,1),0.191965 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),-0.116885 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.231075 # DEPENDENCYPART_GRANDPAR
(24,2),(2,5),-0.18523 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),-0.487269 # DEPENDENCYPART_GRANDPAR
(24,4),(4,1),0.477052 # DEPENDENCYPART_GRANDPAR
(24,4),(4,2),-0.765549 # DEPENDENCYPART_GRANDPAR
(24,4),(4,3),-0.387911 # DEPENDENCYPART_GRANDPAR
(24,4),(4,5),-0.21904 # DEPENDENCYPART_GRANDPAR
(24,4),(4,7),-0.473492 # DEPENDENCYPART_GRANDPAR
(24,4),(4,8),-0.908028 # DEPENDENCYPART_GRANDPAR
(24,4),(4,11),-0.486757 # DEPENDENCYPART_GRANDPAR
(24,4),(4,28),-1.51201 # DEPENDENCYPART_GRANDPAR
(24,5),(5,1),0.478274 # DEPENDENCYPART_GRANDPAR
(24,5),(5,2),-0.782232 # DEPENDENCYPART_GRANDPAR
(24,5),(5,3),-0.303209 # DEPENDENCYPART_GRANDPAR
(24,5),(5,4),-0.527245 # DEPENDENCYPART_GRANDPAR
(24,5),(5,6),-1.41236 # DEPENDENCYPART_GRANDPAR
(24,5),(5,7),-0.492225 # DEPENDENCYPART_GRANDPAR
(24,5),(5,8),-0.888721 # DEPENDENCYPART_GRANDPAR
(24,5),(5,10),-0.618232 # DEPENDENCYPART_GRANDPAR
(24,5),(5,11),-0.527022 # DEPENDENCYPART_GRANDPAR
(24,5),(5,14),-0.235299 # DEPENDENCYPART_GRANDPAR
(24,5),(5,15),-0.420519 # DEPENDENCYPART_GRANDPAR
(24,5),(5,16),-0.174715 # DEPENDENCYPART_GRANDPAR
(24,5),(5,18),-0.341248 # DEPENDENCYPART_GRANDPAR
(24,5),(5,19),-0.170186 # DEPENDENCYPART_GRANDPAR
(24,5),(5,22),-0.557223 # DEPENDENCYPART_GRANDPAR
(24,5),(5,23),-0.521264 # DEPENDENCYPART_GRANDPAR
(24,5),(5,24),-1.68563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,5),(5,25),-0.564352 # DEPENDENCYPART_GRANDPAR
(24,5),(5,28),-1.51098 # DEPENDENCYPART_GRANDPAR
(24,7),(7,1),0.13159 # DEPENDENCYPART_GRANDPAR
(24,7),(7,2),-0.875099 # DEPENDENCYPART_GRANDPAR
(24,7),(7,3),-0.429516 # DEPENDENCYPART_GRANDPAR
(24,7),(7,4),-0.40426 # DEPENDENCYPART_GRANDPAR
(24,7),(7,5),-0.334216 # DEPENDENCYPART_GRANDPAR
(24,7),(7,6),-1.35646 # DEPENDENCYPART_GRANDPAR
