# _root_ Més de 200 grups de cristians de base promouen la celebració d' un sínode alternatiu , l' Assemblea_del_Poble_de_Déu , que se celebrarà del 4 al 7_d'_octubre a la Universitat_Protestant_de_Teologia_de_Roma .
#goldHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,18,22,22,11,24,22,24,24,22,29,27,9,
#predictedHeads=2,4,2,9,4,5,4,7,0,11,9,11,14,12,14,18,18,14,22,22,22,18,24,22,24,24,22,29,27,9,
(14,22),(22,14),-0.730711 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(14,22),(22,15),0.381492 # DEPENDENCYPART_GRANDPAR
(14,22),(22,16),0.108553 # DEPENDENCYPART_GRANDPAR
(14,22),(22,17),-0.0389287 # DEPENDENCYPART_GRANDPAR
(14,22),(22,18),0.11534 # DEPENDENCYPART_GRANDPAR
(14,22),(22,19),0.309671 # DEPENDENCYPART_GRANDPAR
(14,22),(22,20),1.04188 # DEPENDENCYPART_GRANDPAR
(14,22),(22,21),0.0730874 # DEPENDENCYPART_GRANDPAR
(14,22),(22,23),-0.0646526 # DEPENDENCYPART_GRANDPAR
(14,22),(22,24),-0.0350358 # DEPENDENCYPART_GRANDPAR
(14,22),(22,25),0.0770179 # DEPENDENCYPART_GRANDPAR
(14,22),(22,26),-0.0181694 # DEPENDENCYPART_GRANDPAR
(14,22),(22,27),0.0132036 # DEPENDENCYPART_GRANDPAR
(14,22),(22,29),-0.0204999 # DEPENDENCYPART_GRANDPAR
(14,22),(22,30),-0.854988 # DEPENDENCYPART_GRANDPAR
(14,23),(23,24),-0.100582 # DEPENDENCYPART_GRANDPAR
(14,23),(23,25),-0.153993 # DEPENDENCYPART_GRANDPAR
(14,23),(23,26),-0.10425 # DEPENDENCYPART_GRANDPAR
(14,23),(23,27),-0.239977 # DEPENDENCYPART_GRANDPAR
(14,23),(23,29),0.135867 # DEPENDENCYPART_GRANDPAR
(14,24),(24,23),-0.0803132 # DEPENDENCYPART_GRANDPAR
(14,24),(24,25),-0.00668226 # DEPENDENCYPART_GRANDPAR
(14,24),(24,26),-0.117192 # DEPENDENCYPART_GRANDPAR
(14,24),(24,27),-0.131288 # DEPENDENCYPART_GRANDPAR
(14,24),(24,30),-0.970143 # DEPENDENCYPART_GRANDPAR
(14,26),(26,23),-0.0652797 # DEPENDENCYPART_GRANDPAR
(14,26),(26,25),-0.0319298 # DEPENDENCYPART_GRANDPAR
(14,26),(26,27),-0.134008 # DEPENDENCYPART_GRANDPAR
(14,26),(26,30),-0.945967 # DEPENDENCYPART_GRANDPAR
(14,27),(27,23),-0.0912236 # DEPENDENCYPART_GRANDPAR
(14,27),(27,24),-0.0995948 # DEPENDENCYPART_GRANDPAR
(14,27),(27,25),0.0226336 # DEPENDENCYPART_GRANDPAR
(14,27),(27,26),-0.0753689 # DEPENDENCYPART_GRANDPAR
(14,27),(27,28),-0.774766 # DEPENDENCYPART_GRANDPAR
(14,27),(27,29),-0.0257312 # DEPENDENCYPART_GRANDPAR
(14,27),(27,30),-0.929444 # DEPENDENCYPART_GRANDPAR
(15,5),(5,1),-0.285311 # DEPENDENCYPART_GRANDPAR
(15,5),(5,3),-0.55023 # DEPENDENCYPART_GRANDPAR
(15,5),(5,6),-0.49056 # DEPENDENCYPART_GRANDPAR
(15,5),(5,7),-0.613996 # DEPENDENCYPART_GRANDPAR
(15,5),(5,8),-0.204387 # DEPENDENCYPART_GRANDPAR
(15,5),(5,9),-0.564977 # DEPENDENCYPART_GRANDPAR
(15,13),(13,12),-0.389538 # DEPENDENCYPART_GRANDPAR
(15,16),(16,15),-0.92162 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,4),-1.45248 # DEPENDENCYPART_GRANDPAR
(15,18),(18,12),-1.04517 # DEPENDENCYPART_GRANDPAR
(15,18),(18,15),-0.856495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,18),(18,16),-0.0972266 # DEPENDENCYPART_GRANDPAR
(15,18),(18,17),-0.0890327 # DEPENDENCYPART_GRANDPAR
(15,18),(18,19),-0.37402 # DEPENDENCYPART_GRANDPAR
(15,18),(18,22),-0.578576 # DEPENDENCYPART_GRANDPAR
(15,18),(18,23),-0.762547 # DEPENDENCYPART_GRANDPAR
(15,18),(18,24),-0.391432 # DEPENDENCYPART_GRANDPAR
(15,18),(18,25),-0.889077 # DEPENDENCYPART_GRANDPAR
(15,18),(18,26),-0.514345 # DEPENDENCYPART_GRANDPAR
(15,18),(18,27),-0.659279 # DEPENDENCYPART_GRANDPAR
(15,18),(18,30),-0.774061 # DEPENDENCYPART_GRANDPAR
(15,22),(22,1),-1.06869 # DEPENDENCYPART_GRANDPAR
(15,22),(22,2),-1.46623 # DEPENDENCYPART_GRANDPAR
(15,22),(22,4),-1.49105 # DEPENDENCYPART_GRANDPAR
(15,22),(22,6),-1.47058 # DEPENDENCYPART_GRANDPAR
(15,22),(22,9),-1.49153 # DEPENDENCYPART_GRANDPAR
(15,22),(22,11),-0.985185 # DEPENDENCYPART_GRANDPAR
(15,22),(22,12),-1.17645 # DEPENDENCYPART_GRANDPAR
(15,22),(22,14),-0.932483 # DEPENDENCYPART_GRANDPAR
(15,22),(22,15),-0.936527 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(15,22),(22,16),-0.0347841 # DEPENDENCYPART_GRANDPAR
(15,22),(22,17),-0.355472 # DEPENDENCYPART_GRANDPAR
(15,22),(22,18),-0.0979656 # DEPENDENCYPART_GRANDPAR
(15,22),(22,19),-0.127315 # DEPENDENCYPART_GRANDPAR
(15,22),(22,20),0.6319 # DEPENDENCYPART_GRANDPAR
(15,22),(22,21),-0.131539 # DEPENDENCYPART_GRANDPAR
(15,22),(22,23),-0.778964 # DEPENDENCYPART_GRANDPAR
(15,22),(22,24),-0.294806 # DEPENDENCYPART_GRANDPAR
(15,22),(22,25),-0.706796 # DEPENDENCYPART_GRANDPAR
(15,22),(22,26),-0.401483 # DEPENDENCYPART_GRANDPAR
(15,22),(22,27),-0.563536 # DEPENDENCYPART_GRANDPAR
(15,22),(22,29),-0.604918 # DEPENDENCYPART_GRANDPAR
(15,22),(22,30),-0.727012 # DEPENDENCYPART_GRANDPAR
(15,24),(24,23),-0.605971 # DEPENDENCYPART_GRANDPAR
(15,24),(24,25),-0.700968 # DEPENDENCYPART_GRANDPAR
(15,24),(24,26),-0.390042 # DEPENDENCYPART_GRANDPAR
(15,24),(24,27),-0.553822 # DEPENDENCYPART_GRANDPAR
(15,24),(24,30),-0.809231 # DEPENDENCYPART_GRANDPAR
(15,27),(27,23),-0.738889 # DEPENDENCYPART_GRANDPAR
(15,27),(27,24),-0.27379 # DEPENDENCYPART_GRANDPAR
(15,27),(27,25),-0.701699 # DEPENDENCYPART_GRANDPAR
(15,27),(27,26),-0.38995 # DEPENDENCYPART_GRANDPAR
(15,27),(27,28),-0.650776 # DEPENDENCYPART_GRANDPAR
(15,27),(27,29),-0.5692 # DEPENDENCYPART_GRANDPAR
(15,27),(27,30),-0.791682 # DEPENDENCYPART_GRANDPAR
(16,15),(15,5),-0.591991 # DEPENDENCYPART_GRANDPAR
(16,15),(15,13),-0.842017 # DEPENDENCYPART_GRANDPAR
(16,15),(15,16),-1.86792 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(16,15),(15,18),-0.78412 # DEPENDENCYPART_GRANDPAR
(16,15),(15,19),-0.985028 # DEPENDENCYPART_GRANDPAR
(16,15),(15,22),-0.789178 # DEPENDENCYPART_GRANDPAR
(16,15),(15,24),-0.979529 # DEPENDENCYPART_GRANDPAR
(16,15),(15,27),-0.736989 # DEPENDENCYPART_GRANDPAR
(18,4),(4,1),0.10735 # DEPENDENCYPART_GRANDPAR
(18,4),(4,2),-0.0769465 # DEPENDENCYPART_GRANDPAR
(18,4),(4,3),-0.863899 # DEPENDENCYPART_GRANDPAR
(18,4),(4,5),-0.384853 # DEPENDENCYPART_GRANDPAR
(18,4),(4,6),-0.827326 # DEPENDENCYPART_GRANDPAR
(18,4),(4,7),-0.325552 # DEPENDENCYPART_GRANDPAR
(18,4),(4,8),-0.895833 # DEPENDENCYPART_GRANDPAR
(18,4),(4,9),-0.297165 # DEPENDENCYPART_GRANDPAR
(18,4),(4,11),-0.60191 # DEPENDENCYPART_GRANDPAR
(18,4),(4,12),0.0711839 # DEPENDENCYPART_GRANDPAR
(18,4),(4,15),-0.407457 # DEPENDENCYPART_GRANDPAR
(18,4),(4,16),0.460504 # DEPENDENCYPART_GRANDPAR
(18,4),(4,18),-1.44036 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,4),(4,19),-0.285619 # DEPENDENCYPART_GRANDPAR
(18,4),(4,22),-0.430123 # DEPENDENCYPART_GRANDPAR
(18,4),(4,30),-1.27769 # DEPENDENCYPART_GRANDPAR
(18,12),(12,10),-0.900011 # DEPENDENCYPART_GRANDPAR
(18,12),(12,14),-0.342162 # DEPENDENCYPART_GRANDPAR
(18,12),(12,15),-0.503444 # DEPENDENCYPART_GRANDPAR
(18,12),(12,16),0.250855 # DEPENDENCYPART_GRANDPAR
(18,12),(12,18),-1.50869 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,12),(12,19),-0.301865 # DEPENDENCYPART_GRANDPAR
(18,12),(12,22),-0.459234 # DEPENDENCYPART_GRANDPAR
(18,15),(15,5),-0.438607 # DEPENDENCYPART_GRANDPAR
(18,15),(15,13),-0.5129 # DEPENDENCYPART_GRANDPAR
(18,15),(15,16),0.454486 # DEPENDENCYPART_GRANDPAR
(18,15),(15,18),-1.46122 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,15),(15,19),-0.306313 # DEPENDENCYPART_GRANDPAR
(18,15),(15,22),-0.462386 # DEPENDENCYPART_GRANDPAR
(18,15),(15,24),-0.792271 # DEPENDENCYPART_GRANDPAR
(18,15),(15,27),-0.816988 # DEPENDENCYPART_GRANDPAR
(18,16),(16,15),-0.448674 # DEPENDENCYPART_GRANDPAR
(18,22),(22,1),-0.77037 # DEPENDENCYPART_GRANDPAR
(18,22),(22,2),-0.943374 # DEPENDENCYPART_GRANDPAR
(18,22),(22,4),-1.75875 # DEPENDENCYPART_GRANDPAR
(18,22),(22,6),-1.72561 # DEPENDENCYPART_GRANDPAR
(18,22),(22,9),-1.22846 # DEPENDENCYPART_GRANDPAR
(18,22),(22,11),-1.50002 # DEPENDENCYPART_GRANDPAR
(18,22),(22,12),-0.929393 # DEPENDENCYPART_GRANDPAR
(18,22),(22,14),-1.4237 # DEPENDENCYPART_GRANDPAR
(18,22),(22,15),-1.20602 # DEPENDENCYPART_GRANDPAR
(18,22),(22,16),-0.657011 # DEPENDENCYPART_GRANDPAR
(18,22),(22,17),-0.926124 # DEPENDENCYPART_GRANDPAR
(18,22),(22,18),-0.599135 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(18,22),(22,19),0.703404 # DEPENDENCYPART_GRANDPAR
(18,22),(22,20),1.33103 # DEPENDENCYPART_GRANDPAR
(18,22),(22,21),0.372371 # DEPENDENCYPART_GRANDPAR
(18,22),(22,23),0.0938613 # DEPENDENCYPART_GRANDPAR
(18,22),(22,24),0.0985465 # DEPENDENCYPART_GRANDPAR
(18,22),(22,25),0.202336 # DEPENDENCYPART_GRANDPAR
(18,22),(22,26),0.145863 # DEPENDENCYPART_GRANDPAR
(18,22),(22,27),0.109885 # DEPENDENCYPART_GRANDPAR
(18,22),(22,29),0.0911007 # DEPENDENCYPART_GRANDPAR
(18,22),(22,30),-0.498946 # DEPENDENCYPART_GRANDPAR
(18,23),(23,24),0.0330005 # DEPENDENCYPART_GRANDPAR
(18,23),(23,25),-0.0286752 # DEPENDENCYPART_GRANDPAR
(18,23),(23,26),0.0597825 # DEPENDENCYPART_GRANDPAR
(18,23),(23,27),-0.143296 # DEPENDENCYPART_GRANDPAR
(18,23),(23,29),0.247468 # DEPENDENCYPART_GRANDPAR
(18,24),(24,23),0.0782007 # DEPENDENCYPART_GRANDPAR
(18,24),(24,25),0.118635 # DEPENDENCYPART_GRANDPAR
(18,24),(24,26),0.04684 # DEPENDENCYPART_GRANDPAR
(18,24),(24,27),-0.0346067 # DEPENDENCYPART_GRANDPAR
(18,24),(24,30),-0.614101 # DEPENDENCYPART_GRANDPAR
(18,25),(25,23),0.036821 # DEPENDENCYPART_GRANDPAR
(18,25),(25,24),-0.0201718 # DEPENDENCYPART_GRANDPAR
(18,25),(25,26),-0.0881784 # DEPENDENCYPART_GRANDPAR
(18,25),(25,27),-0.10766 # DEPENDENCYPART_GRANDPAR
(18,25),(25,29),-0.0221786 # DEPENDENCYPART_GRANDPAR
(18,26),(26,23),0.0932343 # DEPENDENCYPART_GRANDPAR
(18,26),(26,25),0.0933879 # DEPENDENCYPART_GRANDPAR
(18,26),(26,27),-0.0373263 # DEPENDENCYPART_GRANDPAR
(18,26),(26,30),-0.589924 # DEPENDENCYPART_GRANDPAR
(18,27),(27,23),0.0672903 # DEPENDENCYPART_GRANDPAR
(18,27),(27,24),0.0339875 # DEPENDENCYPART_GRANDPAR
(18,27),(27,25),0.147951 # DEPENDENCYPART_GRANDPAR
(18,27),(27,26),0.0886633 # DEPENDENCYPART_GRANDPAR
(18,27),(27,28),-0.602858 # DEPENDENCYPART_GRANDPAR
(18,27),(27,29),0.0858694 # DEPENDENCYPART_GRANDPAR
(18,27),(27,30),-0.573402 # DEPENDENCYPART_GRANDPAR
(20,23),(23,24),-0.238652 # DEPENDENCYPART_GRANDPAR
(20,23),(23,25),-0.442723 # DEPENDENCYPART_GRANDPAR
(20,23),(23,26),-0.29486 # DEPENDENCYPART_GRANDPAR
(20,23),(23,27),-0.613091 # DEPENDENCYPART_GRANDPAR
(20,23),(23,29),-0.411217 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),-0.192929 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),-0.244224 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.343114 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.578869 # DEPENDENCYPART_GRANDPAR
(20,25),(25,29),-0.514373 # DEPENDENCYPART_GRANDPAR
(22,1),(1,2),-0.409597 # DEPENDENCYPART_GRANDPAR
(22,1),(1,3),-0.402766 # DEPENDENCYPART_GRANDPAR
(22,1),(1,4),-0.597946 # DEPENDENCYPART_GRANDPAR
(22,1),(1,5),-0.487779 # DEPENDENCYPART_GRANDPAR
(22,1),(1,7),-0.455442 # DEPENDENCYPART_GRANDPAR
(22,1),(1,9),-0.180781 # DEPENDENCYPART_GRANDPAR
(22,1),(1,16),-0.0342655 # DEPENDENCYPART_GRANDPAR
(22,1),(1,19),0.105746 # DEPENDENCYPART_GRANDPAR
(22,2),(2,1),-0.254199 # DEPENDENCYPART_GRANDPAR
(22,2),(2,3),-0.702671 # DEPENDENCYPART_GRANDPAR
(22,2),(2,4),-0.818031 # DEPENDENCYPART_GRANDPAR
(22,2),(2,5),-0.751967 # DEPENDENCYPART_GRANDPAR
(22,2),(2,6),-0.681937 # DEPENDENCYPART_GRANDPAR
(22,2),(2,7),-0.719631 # DEPENDENCYPART_GRANDPAR
(22,2),(2,16),-0.369171 # DEPENDENCYPART_GRANDPAR
(22,2),(2,19),-0.229159 # DEPENDENCYPART_GRANDPAR
(22,4),(4,1),-0.254419 # DEPENDENCYPART_GRANDPAR
(22,4),(4,2),-0.455526 # DEPENDENCYPART_GRANDPAR
(22,4),(4,3),-0.469645 # DEPENDENCYPART_GRANDPAR
(22,4),(4,5),-0.409108 # DEPENDENCYPART_GRANDPAR
(22,4),(4,6),-0.270147 # DEPENDENCYPART_GRANDPAR
(22,4),(4,7),-0.376771 # DEPENDENCYPART_GRANDPAR
(22,4),(4,8),-0.487533 # DEPENDENCYPART_GRANDPAR
(22,4),(4,9),-0.104225 # DEPENDENCYPART_GRANDPAR
(22,4),(4,11),-0.209973 # DEPENDENCYPART_GRANDPAR
(22,4),(4,12),-0.0585913 # DEPENDENCYPART_GRANDPAR
(22,4),(4,15),-0.462968 # DEPENDENCYPART_GRANDPAR
(22,4),(4,16),-0.493662 # DEPENDENCYPART_GRANDPAR
(22,4),(4,18),-0.317028 # DEPENDENCYPART_GRANDPAR
(22,4),(4,19),-0.353651 # DEPENDENCYPART_GRANDPAR
(22,4),(4,22),-1.21173 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,4),(4,30),-1.33334 # DEPENDENCYPART_GRANDPAR
(22,6),(6,1),-0.310272 # DEPENDENCYPART_GRANDPAR
(22,6),(6,2),-0.533575 # DEPENDENCYPART_GRANDPAR
(22,6),(6,3),-0.515638 # DEPENDENCYPART_GRANDPAR
(22,6),(6,4),-0.744326 # DEPENDENCYPART_GRANDPAR
(22,6),(6,5),-0.611757 # DEPENDENCYPART_GRANDPAR
(22,6),(6,7),-0.385902 # DEPENDENCYPART_GRANDPAR
(22,6),(6,8),-0.474438 # DEPENDENCYPART_GRANDPAR
(22,6),(6,9),-0.0972993 # DEPENDENCYPART_GRANDPAR
(22,6),(6,11),-0.196878 # DEPENDENCYPART_GRANDPAR
(22,6),(6,12),-0.0791267 # DEPENDENCYPART_GRANDPAR
(22,6),(6,15),-0.488036 # DEPENDENCYPART_GRANDPAR
(22,6),(6,18),-0.303933 # DEPENDENCYPART_GRANDPAR
(22,6),(6,22),-1.21163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,6),(6,30),-1.33324 # DEPENDENCYPART_GRANDPAR
(22,9),(9,1),-0.380518 # DEPENDENCYPART_GRANDPAR
(22,9),(9,2),-0.631215 # DEPENDENCYPART_GRANDPAR
(22,9),(9,3),-0.477724 # DEPENDENCYPART_GRANDPAR
(22,9),(9,4),-0.690108 # DEPENDENCYPART_GRANDPAR
(22,9),(9,5),-0.709397 # DEPENDENCYPART_GRANDPAR
(22,9),(9,6),-0.545477 # DEPENDENCYPART_GRANDPAR
(22,9),(9,7),-0.67706 # DEPENDENCYPART_GRANDPAR
(22,9),(9,8),-0.765105 # DEPENDENCYPART_GRANDPAR
(22,9),(9,11),-0.480641 # DEPENDENCYPART_GRANDPAR
(22,9),(9,12),-0.393658 # DEPENDENCYPART_GRANDPAR
(22,9),(9,14),-0.550611 # DEPENDENCYPART_GRANDPAR
(22,9),(9,15),-0.677283 # DEPENDENCYPART_GRANDPAR
(22,9),(9,16),-0.182413 # DEPENDENCYPART_GRANDPAR
(22,9),(9,18),-0.585809 # DEPENDENCYPART_GRANDPAR
(22,9),(9,19),-0.0424017 # DEPENDENCYPART_GRANDPAR
(22,9),(9,22),-1.59503 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,9),(9,24),-0.536553 # DEPENDENCYPART_GRANDPAR
(22,9),(9,25),-0.250401 # DEPENDENCYPART_GRANDPAR
(22,9),(9,26),-0.737402 # DEPENDENCYPART_GRANDPAR
(22,9),(9,27),-0.55523 # DEPENDENCYPART_GRANDPAR
(22,9),(9,29),-0.844096 # DEPENDENCYPART_GRANDPAR
(22,9),(9,30),-1.55968 # DEPENDENCYPART_GRANDPAR
(22,11),(11,1),-0.290497 # DEPENDENCYPART_GRANDPAR
(22,11),(11,2),-0.501124 # DEPENDENCYPART_GRANDPAR
(22,11),(11,4),-0.728514 # DEPENDENCYPART_GRANDPAR
(22,11),(11,5),-0.579307 # DEPENDENCYPART_GRANDPAR
(22,11),(11,7),-0.54697 # DEPENDENCYPART_GRANDPAR
(22,11),(11,9),-0.378972 # DEPENDENCYPART_GRANDPAR
(22,11),(11,10),-0.243852 # DEPENDENCYPART_GRANDPAR
(22,11),(11,12),-0.0705987 # DEPENDENCYPART_GRANDPAR
(22,11),(11,13),-0.718655 # DEPENDENCYPART_GRANDPAR
(22,11),(11,14),-0.259103 # DEPENDENCYPART_GRANDPAR
(22,11),(11,15),-0.477921 # DEPENDENCYPART_GRANDPAR
(22,11),(11,16),-0.472927 # DEPENDENCYPART_GRANDPAR
(22,11),(11,18),-0.294301 # DEPENDENCYPART_GRANDPAR
(22,11),(11,19),-0.332915 # DEPENDENCYPART_GRANDPAR
(22,11),(11,22),-1.21163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,11),(11,23),0.446493 # DEPENDENCYPART_GRANDPAR
(22,11),(11,24),-0.293208 # DEPENDENCYPART_GRANDPAR
(22,11),(11,26),-0.493991 # DEPENDENCYPART_GRANDPAR
(22,11),(11,27),-0.141843 # DEPENDENCYPART_GRANDPAR
(22,11),(11,30),-1.33324 # DEPENDENCYPART_GRANDPAR
(22,12),(12,10),-0.639293 # DEPENDENCYPART_GRANDPAR
(22,12),(12,14),-0.624352 # DEPENDENCYPART_GRANDPAR
(22,12),(12,15),-0.802972 # DEPENDENCYPART_GRANDPAR
(22,12),(12,16),-0.269285 # DEPENDENCYPART_GRANDPAR
(22,12),(12,18),-0.65955 # DEPENDENCYPART_GRANDPAR
(22,12),(12,19),-0.129274 # DEPENDENCYPART_GRANDPAR
(22,12),(12,22),-1.32775 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,1),-0.301346 # DEPENDENCYPART_GRANDPAR
(22,14),(14,2),-0.519455 # DEPENDENCYPART_GRANDPAR
(22,14),(14,4),-0.736163 # DEPENDENCYPART_GRANDPAR
(22,14),(14,10),-0.25093 # DEPENDENCYPART_GRANDPAR
(22,14),(14,12),-0.243251 # DEPENDENCYPART_GRANDPAR
(22,14),(14,13),-1.01507 # DEPENDENCYPART_GRANDPAR
(22,14),(14,15),-0.488024 # DEPENDENCYPART_GRANDPAR
(22,14),(14,16),-0.505207 # DEPENDENCYPART_GRANDPAR
(22,14),(14,18),-0.303921 # DEPENDENCYPART_GRANDPAR
(22,14),(14,19),-0.365195 # DEPENDENCYPART_GRANDPAR
(22,14),(14,22),-1.21163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,14),(14,23),0.446493 # DEPENDENCYPART_GRANDPAR
(22,14),(14,24),-0.293208 # DEPENDENCYPART_GRANDPAR
(22,14),(14,26),-0.493991 # DEPENDENCYPART_GRANDPAR
(22,14),(14,27),-0.141843 # DEPENDENCYPART_GRANDPAR
(22,14),(14,30),-1.33324 # DEPENDENCYPART_GRANDPAR
(22,15),(15,5),-0.608024 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.991604 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.278492 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.488981 # DEPENDENCYPART_GRANDPAR
(22,15),(15,19),-0.13848 # DEPENDENCYPART_GRANDPAR
(22,15),(15,22),-1.23 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,15),(15,24),-0.323878 # DEPENDENCYPART_GRANDPAR
(22,15),(15,27),-0.231238 # DEPENDENCYPART_GRANDPAR
(22,16),(16,15),-0.603186 # DEPENDENCYPART_GRANDPAR
(22,18),(18,4),-0.736163 # DEPENDENCYPART_GRANDPAR
(22,18),(18,12),-0.243251 # DEPENDENCYPART_GRANDPAR
(22,18),(18,15),-0.541163 # DEPENDENCYPART_GRANDPAR
(22,18),(18,16),-0.597217 # DEPENDENCYPART_GRANDPAR
(22,18),(18,17),0.61453 # DEPENDENCYPART_GRANDPAR
(22,18),(18,19),-0.365195 # DEPENDENCYPART_GRANDPAR
(22,18),(18,22),-1.21163 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,18),(18,23),0.446493 # DEPENDENCYPART_GRANDPAR
(22,18),(18,24),-0.293208 # DEPENDENCYPART_GRANDPAR
(22,18),(18,25),0.151964 # DEPENDENCYPART_GRANDPAR
(22,18),(18,26),-0.493991 # DEPENDENCYPART_GRANDPAR
(22,18),(18,27),-0.141843 # DEPENDENCYPART_GRANDPAR
(22,18),(18,30),-1.33324 # DEPENDENCYPART_GRANDPAR
(22,20),(20,23),0.503306 # DEPENDENCYPART_GRANDPAR
(22,20),(20,25),0.238513 # DEPENDENCYPART_GRANDPAR
(22,23),(23,24),0.26833 # DEPENDENCYPART_GRANDPAR
(22,23),(23,25),0.373102 # DEPENDENCYPART_GRANDPAR
(22,23),(23,26),0.0601213 # DEPENDENCYPART_GRANDPAR
(22,23),(23,27),0.138585 # DEPENDENCYPART_GRANDPAR
(22,23),(23,29),0.173294 # DEPENDENCYPART_GRANDPAR
(22,24),(24,23),1.19565 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),0.718578 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),0.397038 # DEPENDENCYPART_GRANDPAR
(22,24),(24,27),0.404089 # DEPENDENCYPART_GRANDPAR
(22,24),(24,30),-0.511519 # DEPENDENCYPART_GRANDPAR
(22,25),(25,23),0.767526 # DEPENDENCYPART_GRANDPAR
(22,25),(25,24),0.457993 # DEPENDENCYPART_GRANDPAR
(22,25),(25,26),0.124076 # DEPENDENCYPART_GRANDPAR
(22,25),(25,27),0.213629 # DEPENDENCYPART_GRANDPAR
(22,25),(25,29),0.360486 # DEPENDENCYPART_GRANDPAR
(22,26),(26,23),1.20905 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),0.88857 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),0.39031 # DEPENDENCYPART_GRANDPAR
(22,26),(26,30),-0.503522 # DEPENDENCYPART_GRANDPAR
(22,27),(27,23),0.642705 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.417362 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),0.44835 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),0.226205 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.223531 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),0.505102 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.530451 # DEPENDENCYPART_GRANDPAR
(22,29),(29,23),0.932785 # DEPENDENCYPART_GRANDPAR
(22,29),(29,25),0.698782 # DEPENDENCYPART_GRANDPAR
(22,29),(29,28),-0.0476989 # DEPENDENCYPART_GRANDPAR
(23,24),(24,23),-0.770513 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,24),(24,25),-0.343073 # DEPENDENCYPART_GRANDPAR
(23,24),(24,26),-0.206761 # DEPENDENCYPART_GRANDPAR
(23,24),(24,27),-0.446512 # DEPENDENCYPART_GRANDPAR
(23,24),(24,30),-0.793352 # DEPENDENCYPART_GRANDPAR
(23,25),(25,23),-0.717121 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,25),(25,24),0.5361 # DEPENDENCYPART_GRANDPAR
(23,25),(25,26),-0.305298 # DEPENDENCYPART_GRANDPAR
(23,25),(25,27),-0.618057 # DEPENDENCYPART_GRANDPAR
(23,25),(25,29),-0.163979 # DEPENDENCYPART_GRANDPAR
(23,26),(26,23),-0.753144 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,26),(26,25),-0.224715 # DEPENDENCYPART_GRANDPAR
(23,26),(26,27),-0.492126 # DEPENDENCYPART_GRANDPAR
(23,26),(26,30),-0.790363 # DEPENDENCYPART_GRANDPAR
(23,27),(27,23),-0.730262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,27),(27,24),0.561347 # DEPENDENCYPART_GRANDPAR
(23,27),(27,25),-0.141961 # DEPENDENCYPART_GRANDPAR
(23,27),(27,26),-0.0321703 # DEPENDENCYPART_GRANDPAR
(23,27),(27,28),-1.06463 # DEPENDENCYPART_GRANDPAR
(23,27),(27,29),-0.0679213 # DEPENDENCYPART_GRANDPAR
(23,27),(27,30),-0.762331 # DEPENDENCYPART_GRANDPAR
(23,29),(29,23),-0.786639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
