# _root_ ' Carpe_Diem ' és un homenatge a la vida : ' aprofita el temps al màxim , que la vida sigui extraordinària , que cada moment sigui únic ' .
#goldHeads=2,4,2,0,6,4,6,9,7,12,12,6,14,12,12,15,12,21,20,21,12,21,12,27,26,27,12,27,12,4,
#predictedHeads=2,4,2,0,6,4,6,9,7,12,12,4,14,12,12,15,21,21,20,21,12,21,27,27,26,27,21,27,12,4,
(21,6),(6,26),-0.718792 # DEPENDENCYPART_GRANDPAR
(21,6),(6,30),-1.47936 # DEPENDENCYPART_GRANDPAR
(21,7),(7,4),0.0588305 # DEPENDENCYPART_GRANDPAR
(21,7),(7,5),-0.898381 # DEPENDENCYPART_GRANDPAR
(21,7),(7,6),0.355313 # DEPENDENCYPART_GRANDPAR
(21,7),(7,9),0.20101 # DEPENDENCYPART_GRANDPAR
(21,7),(7,11),-0.31709 # DEPENDENCYPART_GRANDPAR
(21,7),(7,12),0.181765 # DEPENDENCYPART_GRANDPAR
(21,9),(9,4),-0.0987571 # DEPENDENCYPART_GRANDPAR
(21,9),(9,5),-0.933405 # DEPENDENCYPART_GRANDPAR
(21,9),(9,6),-0.00847865 # DEPENDENCYPART_GRANDPAR
(21,9),(9,7),-0.116203 # DEPENDENCYPART_GRANDPAR
(21,9),(9,8),-0.688414 # DEPENDENCYPART_GRANDPAR
(21,9),(9,10),-0.391233 # DEPENDENCYPART_GRANDPAR
(21,9),(9,11),-0.168341 # DEPENDENCYPART_GRANDPAR
(21,9),(9,12),0.37099 # DEPENDENCYPART_GRANDPAR
(21,9),(9,14),0.469463 # DEPENDENCYPART_GRANDPAR
(21,9),(9,18),-0.238323 # DEPENDENCYPART_GRANDPAR
(21,10),(10,15),-0.103917 # DEPENDENCYPART_GRANDPAR
(21,12),(12,1),0.102038 # DEPENDENCYPART_GRANDPAR
(21,12),(12,2),-0.213816 # DEPENDENCYPART_GRANDPAR
(21,12),(12,3),-0.0335009 # DEPENDENCYPART_GRANDPAR
(21,12),(12,4),-0.135869 # DEPENDENCYPART_GRANDPAR
(21,12),(12,6),0.0742885 # DEPENDENCYPART_GRANDPAR
(21,12),(12,7),0.0538109 # DEPENDENCYPART_GRANDPAR
(21,12),(12,8),-0.96836 # DEPENDENCYPART_GRANDPAR
(21,12),(12,9),0.0700898 # DEPENDENCYPART_GRANDPAR
(21,12),(12,10),-0.433994 # DEPENDENCYPART_GRANDPAR
(21,12),(12,11),-0.113926 # DEPENDENCYPART_GRANDPAR
(21,12),(12,14),0.261518 # DEPENDENCYPART_GRANDPAR
(21,12),(12,15),-0.134943 # DEPENDENCYPART_GRANDPAR
(21,12),(12,16),-0.0576189 # DEPENDENCYPART_GRANDPAR
(21,12),(12,17),0.378698 # DEPENDENCYPART_GRANDPAR
(21,12),(12,18),0.441913 # DEPENDENCYPART_GRANDPAR
(21,12),(12,20),0.335465 # DEPENDENCYPART_GRANDPAR
(21,12),(12,21),-1.74333 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,12),(12,22),-0.625864 # DEPENDENCYPART_GRANDPAR
(21,12),(12,23),-1.1339 # DEPENDENCYPART_GRANDPAR
(21,12),(12,24),-1.31653 # DEPENDENCYPART_GRANDPAR
(21,12),(12,26),-1.02129 # DEPENDENCYPART_GRANDPAR
(21,12),(12,27),-0.942451 # DEPENDENCYPART_GRANDPAR
(21,12),(12,28),-1.04676 # DEPENDENCYPART_GRANDPAR
(21,12),(12,29),-1.03119 # DEPENDENCYPART_GRANDPAR
(21,12),(12,30),-1.70736 # DEPENDENCYPART_GRANDPAR
(21,14),(14,4),0.00381561 # DEPENDENCYPART_GRANDPAR
(21,14),(14,7),-0.0432963 # DEPENDENCYPART_GRANDPAR
(21,14),(14,8),-0.601448 # DEPENDENCYPART_GRANDPAR
(21,14),(14,10),-0.516926 # DEPENDENCYPART_GRANDPAR
(21,14),(14,11),-0.0901807 # DEPENDENCYPART_GRANDPAR
(21,14),(14,12),0.161766 # DEPENDENCYPART_GRANDPAR
(21,14),(14,13),-0.346568 # DEPENDENCYPART_GRANDPAR
(21,14),(14,15),0.048148 # DEPENDENCYPART_GRANDPAR
(21,14),(14,16),0.146211 # DEPENDENCYPART_GRANDPAR
(21,14),(14,17),-0.0120995 # DEPENDENCYPART_GRANDPAR
(21,14),(14,18),-0.232928 # DEPENDENCYPART_GRANDPAR
(21,14),(14,20),0.563348 # DEPENDENCYPART_GRANDPAR
(21,14),(14,21),-1.35716 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,14),(14,22),-0.374219 # DEPENDENCYPART_GRANDPAR
(21,14),(14,23),-0.896327 # DEPENDENCYPART_GRANDPAR
(21,14),(14,24),-1.03978 # DEPENDENCYPART_GRANDPAR
(21,14),(14,26),-0.719144 # DEPENDENCYPART_GRANDPAR
(21,14),(14,27),-0.556277 # DEPENDENCYPART_GRANDPAR
(21,14),(14,28),-0.795115 # DEPENDENCYPART_GRANDPAR
(21,14),(14,29),-0.827414 # DEPENDENCYPART_GRANDPAR
(21,15),(15,11),-0.0652278 # DEPENDENCYPART_GRANDPAR
(21,15),(15,13),-0.679386 # DEPENDENCYPART_GRANDPAR
(21,15),(15,14),0.341095 # DEPENDENCYPART_GRANDPAR
(21,15),(15,16),0.0872801 # DEPENDENCYPART_GRANDPAR
(21,15),(15,17),0.436507 # DEPENDENCYPART_GRANDPAR
(21,15),(15,18),-0.264667 # DEPENDENCYPART_GRANDPAR
(21,16),(16,4),-0.070196 # DEPENDENCYPART_GRANDPAR
(21,16),(16,10),-0.536841 # DEPENDENCYPART_GRANDPAR
(21,16),(16,13),-0.371422 # DEPENDENCYPART_GRANDPAR
(21,16),(16,14),0.123367 # DEPENDENCYPART_GRANDPAR
(21,16),(16,17),-0.0150497 # DEPENDENCYPART_GRANDPAR
(21,16),(16,18),-0.2276 # DEPENDENCYPART_GRANDPAR
(21,16),(16,20),0.579257 # DEPENDENCYPART_GRANDPAR
(21,16),(16,21),-1.35628 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,16),(16,22),-0.373409 # DEPENDENCYPART_GRANDPAR
(21,16),(16,28),-0.794305 # DEPENDENCYPART_GRANDPAR
(21,18),(18,17),-0.048965 # DEPENDENCYPART_GRANDPAR
(21,18),(18,20),0.012767 # DEPENDENCYPART_GRANDPAR
(21,18),(18,27),-0.543814 # DEPENDENCYPART_GRANDPAR
(21,18),(18,29),-0.743952 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),0.51803 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.0987571 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.587641 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),0.0606841 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.372711 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.593539 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),0.946518 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.35639 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.373517 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-0.555511 # DEPENDENCYPART_GRANDPAR
(21,20),(20,28),-0.794412 # DEPENDENCYPART_GRANDPAR
(21,22),(22,15),-0.595733 # DEPENDENCYPART_GRANDPAR
(21,22),(22,19),-0.0562886 # DEPENDENCYPART_GRANDPAR
(21,22),(22,20),-0.455876 # DEPENDENCYPART_GRANDPAR
(21,22),(22,21),-0.434448 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,22),(22,23),-0.0936009 # DEPENDENCYPART_GRANDPAR
(21,22),(22,24),-0.510624 # DEPENDENCYPART_GRANDPAR
(21,22),(22,26),-0.0570113 # DEPENDENCYPART_GRANDPAR
(21,22),(22,27),0.0602252 # DEPENDENCYPART_GRANDPAR
(21,22),(22,28),-0.103811 # DEPENDENCYPART_GRANDPAR
(21,22),(22,29),0.011066 # DEPENDENCYPART_GRANDPAR
(21,23),(23,22),0.17963 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.310555 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.439332 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0364234 # DEPENDENCYPART_GRANDPAR
(21,24),(24,28),-0.106674 # DEPENDENCYPART_GRANDPAR
(21,24),(24,29),0.0631757 # DEPENDENCYPART_GRANDPAR
(21,26),(26,10),-1.16515 # DEPENDENCYPART_GRANDPAR
(21,26),(26,21),-0.303439 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,26),(26,22),0.441324 # DEPENDENCYPART_GRANDPAR
(21,26),(26,23),-0.0145784 # DEPENDENCYPART_GRANDPAR
(21,26),(26,24),-0.247275 # DEPENDENCYPART_GRANDPAR
(21,26),(26,25),-0.169996 # DEPENDENCYPART_GRANDPAR
(21,26),(26,27),0.175738 # DEPENDENCYPART_GRANDPAR
(21,26),(26,28),-0.060867 # DEPENDENCYPART_GRANDPAR
(21,26),(26,29),0.0885184 # DEPENDENCYPART_GRANDPAR
(21,27),(27,2),-1.20399 # DEPENDENCYPART_GRANDPAR
(21,27),(27,6),-0.91019 # DEPENDENCYPART_GRANDPAR
(21,27),(27,7),-0.682583 # DEPENDENCYPART_GRANDPAR
(21,27),(27,11),-1.23971 # DEPENDENCYPART_GRANDPAR
(21,27),(27,12),-1.02364 # DEPENDENCYPART_GRANDPAR
(21,27),(27,14),-0.837345 # DEPENDENCYPART_GRANDPAR
(21,27),(27,15),-0.895193 # DEPENDENCYPART_GRANDPAR
(21,27),(27,17),-1.08544 # DEPENDENCYPART_GRANDPAR
(21,27),(27,18),-1.27722 # DEPENDENCYPART_GRANDPAR
(21,27),(27,20),-0.751901 # DEPENDENCYPART_GRANDPAR
(21,27),(27,21),-0.539022 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,27),(27,22),0.316702 # DEPENDENCYPART_GRANDPAR
(21,27),(27,23),0.310686 # DEPENDENCYPART_GRANDPAR
(21,27),(27,24),0.409105 # DEPENDENCYPART_GRANDPAR
(21,27),(27,25),-0.411941 # DEPENDENCYPART_GRANDPAR
(21,27),(27,26),0.0918643 # DEPENDENCYPART_GRANDPAR
(21,27),(27,28),-0.0857162 # DEPENDENCYPART_GRANDPAR
(21,27),(27,29),0.0463237 # DEPENDENCYPART_GRANDPAR
(21,27),(27,30),-0.697561 # DEPENDENCYPART_GRANDPAR
(21,28),(28,23),0.179666 # DEPENDENCYPART_GRANDPAR
(21,28),(28,26),0.154778 # DEPENDENCYPART_GRANDPAR
(21,28),(28,27),0.410612 # DEPENDENCYPART_GRANDPAR
(21,28),(28,29),0.00469222 # DEPENDENCYPART_GRANDPAR
(21,28),(28,30),-0.814471 # DEPENDENCYPART_GRANDPAR
(22,15),(15,11),-0.468164 # DEPENDENCYPART_GRANDPAR
(22,15),(15,13),-0.774834 # DEPENDENCYPART_GRANDPAR
(22,15),(15,14),-0.389889 # DEPENDENCYPART_GRANDPAR
(22,15),(15,16),-0.337385 # DEPENDENCYPART_GRANDPAR
(22,15),(15,17),-0.235227 # DEPENDENCYPART_GRANDPAR
(22,15),(15,18),-0.130634 # DEPENDENCYPART_GRANDPAR
(22,19),(19,20),-0.0364399 # DEPENDENCYPART_GRANDPAR
(22,20),(20,4),-0.677982 # DEPENDENCYPART_GRANDPAR
(22,20),(20,10),-0.556284 # DEPENDENCYPART_GRANDPAR
(22,20),(20,12),-0.655062 # DEPENDENCYPART_GRANDPAR
(22,20),(20,15),-0.513406 # DEPENDENCYPART_GRANDPAR
(22,20),(20,18),-0.750436 # DEPENDENCYPART_GRANDPAR
(22,20),(20,19),-0.359739 # DEPENDENCYPART_GRANDPAR
(22,20),(20,21),-0.157988 # DEPENDENCYPART_GRANDPAR
(22,20),(20,22),-1.47191 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,20),(20,27),-0.90192 # DEPENDENCYPART_GRANDPAR
(22,20),(20,28),-1.02857 # DEPENDENCYPART_GRANDPAR
(22,21),(21,1),-0.492478 # DEPENDENCYPART_GRANDPAR
(22,21),(21,2),-1.05393 # DEPENDENCYPART_GRANDPAR
(22,21),(21,3),-0.558514 # DEPENDENCYPART_GRANDPAR
(22,21),(21,4),-0.657736 # DEPENDENCYPART_GRANDPAR
(22,21),(21,6),-0.768291 # DEPENDENCYPART_GRANDPAR
(22,21),(21,7),-0.397194 # DEPENDENCYPART_GRANDPAR
(22,21),(21,9),-0.681619 # DEPENDENCYPART_GRANDPAR
(22,21),(21,10),-0.533577 # DEPENDENCYPART_GRANDPAR
(22,21),(21,11),-0.531347 # DEPENDENCYPART_GRANDPAR
(22,21),(21,12),-0.628999 # DEPENDENCYPART_GRANDPAR
(22,21),(21,14),-0.420466 # DEPENDENCYPART_GRANDPAR
(22,21),(21,15),-0.348453 # DEPENDENCYPART_GRANDPAR
(22,21),(21,16),-0.530508 # DEPENDENCYPART_GRANDPAR
(22,21),(21,17),-0.423451 # DEPENDENCYPART_GRANDPAR
(22,21),(21,18),-0.544807 # DEPENDENCYPART_GRANDPAR
(22,21),(21,19),-0.479212 # DEPENDENCYPART_GRANDPAR
(22,21),(21,20),-0.219263 # DEPENDENCYPART_GRANDPAR
(22,21),(21,22),-1.47418 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,21),(21,23),-0.795085 # DEPENDENCYPART_GRANDPAR
(22,21),(21,24),-0.656452 # DEPENDENCYPART_GRANDPAR
(22,21),(21,26),-1.05291 # DEPENDENCYPART_GRANDPAR
(22,21),(21,27),-0.981145 # DEPENDENCYPART_GRANDPAR
(22,21),(21,28),-1.03084 # DEPENDENCYPART_GRANDPAR
(22,21),(21,29),-1.16877 # DEPENDENCYPART_GRANDPAR
(22,21),(21,30),-1.38889 # DEPENDENCYPART_GRANDPAR
(22,23),(23,22),-0.803732 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,24),(24,23),-0.0888119 # DEPENDENCYPART_GRANDPAR
(22,24),(24,25),-0.316302 # DEPENDENCYPART_GRANDPAR
(22,24),(24,26),-0.375679 # DEPENDENCYPART_GRANDPAR
(22,24),(24,28),-0.306676 # DEPENDENCYPART_GRANDPAR
(22,24),(24,29),-0.471247 # DEPENDENCYPART_GRANDPAR
(22,26),(26,10),-1.19791 # DEPENDENCYPART_GRANDPAR
(22,26),(26,21),-1.066 # DEPENDENCYPART_GRANDPAR
(22,26),(26,22),-0.735554 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,26),(26,23),0.112323 # DEPENDENCYPART_GRANDPAR
(22,26),(26,24),0.581122 # DEPENDENCYPART_GRANDPAR
(22,26),(26,25),-0.103035 # DEPENDENCYPART_GRANDPAR
(22,26),(26,27),-0.247535 # DEPENDENCYPART_GRANDPAR
(22,26),(26,28),-0.303248 # DEPENDENCYPART_GRANDPAR
(22,26),(26,29),-0.437672 # DEPENDENCYPART_GRANDPAR
(22,27),(27,2),-1.84709 # DEPENDENCYPART_GRANDPAR
(22,27),(27,6),-1.56693 # DEPENDENCYPART_GRANDPAR
(22,27),(27,7),-1.129 # DEPENDENCYPART_GRANDPAR
(22,27),(27,11),-1.2462 # DEPENDENCYPART_GRANDPAR
(22,27),(27,12),-1.37205 # DEPENDENCYPART_GRANDPAR
(22,27),(27,14),-1.19448 # DEPENDENCYPART_GRANDPAR
(22,27),(27,15),-1.09024 # DEPENDENCYPART_GRANDPAR
(22,27),(27,17),-1.19374 # DEPENDENCYPART_GRANDPAR
(22,27),(27,18),-1.23134 # DEPENDENCYPART_GRANDPAR
(22,27),(27,20),-1.01031 # DEPENDENCYPART_GRANDPAR
(22,27),(27,21),-1.14522 # DEPENDENCYPART_GRANDPAR
(22,27),(27,22),-0.796129 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(22,27),(27,23),0.134695 # DEPENDENCYPART_GRANDPAR
(22,27),(27,24),0.92103 # DEPENDENCYPART_GRANDPAR
(22,27),(27,25),-0.307656 # DEPENDENCYPART_GRANDPAR
(22,27),(27,26),-0.262662 # DEPENDENCYPART_GRANDPAR
(22,27),(27,28),-0.257792 # DEPENDENCYPART_GRANDPAR
(22,27),(27,29),-0.453913 # DEPENDENCYPART_GRANDPAR
(22,27),(27,30),-0.643389 # DEPENDENCYPART_GRANDPAR
(22,28),(28,23),-0.017462 # DEPENDENCYPART_GRANDPAR
(22,28),(28,26),-0.267121 # DEPENDENCYPART_GRANDPAR
(22,28),(28,27),-0.108305 # DEPENDENCYPART_GRANDPAR
(22,28),(28,29),-0.411289 # DEPENDENCYPART_GRANDPAR
(22,28),(28,30),-0.680384 # DEPENDENCYPART_GRANDPAR
(23,22),(22,15),-0.569532 # DEPENDENCYPART_GRANDPAR
(23,22),(22,19),-0.911732 # DEPENDENCYPART_GRANDPAR
(23,22),(22,20),-0.587301 # DEPENDENCYPART_GRANDPAR
(23,22),(22,21),-0.552021 # DEPENDENCYPART_GRANDPAR
(23,22),(22,23),-1.58877 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(23,22),(22,24),-0.319922 # DEPENDENCYPART_GRANDPAR
(23,22),(22,26),-0.660671 # DEPENDENCYPART_GRANDPAR
(23,22),(22,27),-0.513034 # DEPENDENCYPART_GRANDPAR
(23,22),(22,28),-0.810406 # DEPENDENCYPART_GRANDPAR
(23,22),(22,29),-0.732539 # DEPENDENCYPART_GRANDPAR
(24,23),(23,22),-0.138383 # DEPENDENCYPART_GRANDPAR
(24,25),(25,26),-0.0464077 # DEPENDENCYPART_GRANDPAR
(24,26),(26,10),-0.958289 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.813725 # DEPENDENCYPART_GRANDPAR
(24,26),(26,22),-0.81532 # DEPENDENCYPART_GRANDPAR
(24,26),(26,23),-0.654502 # DEPENDENCYPART_GRANDPAR
(24,26),(26,24),-0.696687 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,26),(26,25),0.229111 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.135123 # DEPENDENCYPART_GRANDPAR
(24,26),(26,28),-0.143386 # DEPENDENCYPART_GRANDPAR
(24,26),(26,29),-0.339144 # DEPENDENCYPART_GRANDPAR
(24,28),(28,23),-0.625609 # DEPENDENCYPART_GRANDPAR
(24,28),(28,26),0.091757 # DEPENDENCYPART_GRANDPAR
(24,28),(28,27),-0.0210762 # DEPENDENCYPART_GRANDPAR
(24,28),(28,29),-0.438599 # DEPENDENCYPART_GRANDPAR
(24,28),(28,30),-0.478458 # DEPENDENCYPART_GRANDPAR
(25,26),(26,10),-1.3016 # DEPENDENCYPART_GRANDPAR
(25,26),(26,21),-1.26684 # DEPENDENCYPART_GRANDPAR
(25,26),(26,22),-1.25573 # DEPENDENCYPART_GRANDPAR
(25,26),(26,23),-1.1162 # DEPENDENCYPART_GRANDPAR
(25,26),(26,24),-1.06682 # DEPENDENCYPART_GRANDPAR
(25,26),(26,25),-1.19332 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,26),(26,27),-0.307597 # DEPENDENCYPART_GRANDPAR
(25,26),(26,28),-0.749622 # DEPENDENCYPART_GRANDPAR
(25,26),(26,29),-0.607474 # DEPENDENCYPART_GRANDPAR
(26,10),(10,15),-0.364296 # DEPENDENCYPART_GRANDPAR
(26,21),(21,1),-0.192541 # DEPENDENCYPART_GRANDPAR
(26,21),(21,2),-1.15386 # DEPENDENCYPART_GRANDPAR
(26,21),(21,3),-0.239828 # DEPENDENCYPART_GRANDPAR
(26,21),(21,4),-0.591607 # DEPENDENCYPART_GRANDPAR
(26,21),(21,6),-0.717809 # DEPENDENCYPART_GRANDPAR
(26,21),(21,7),-0.896622 # DEPENDENCYPART_GRANDPAR
(26,21),(21,9),-0.788663 # DEPENDENCYPART_GRANDPAR
(26,21),(21,10),-0.944679 # DEPENDENCYPART_GRANDPAR
(26,21),(21,11),-0.37639 # DEPENDENCYPART_GRANDPAR
(26,21),(21,12),-0.688692 # DEPENDENCYPART_GRANDPAR
(26,21),(21,14),-0.73441 # DEPENDENCYPART_GRANDPAR
(26,21),(21,15),-0.280076 # DEPENDENCYPART_GRANDPAR
(26,21),(21,16),-0.516495 # DEPENDENCYPART_GRANDPAR
(26,21),(21,17),-0.541477 # DEPENDENCYPART_GRANDPAR
(26,21),(21,18),-0.869849 # DEPENDENCYPART_GRANDPAR
(26,21),(21,19),-0.718034 # DEPENDENCYPART_GRANDPAR
(26,21),(21,20),-0.543513 # DEPENDENCYPART_GRANDPAR
(26,21),(21,22),-0.00207777 # DEPENDENCYPART_GRANDPAR
(26,21),(21,23),-0.120833 # DEPENDENCYPART_GRANDPAR
(26,21),(21,24),0.577659 # DEPENDENCYPART_GRANDPAR
(26,21),(21,26),-1.91885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,21),(21,27),-1.06283 # DEPENDENCYPART_GRANDPAR
(26,21),(21,28),-1.13551 # DEPENDENCYPART_GRANDPAR
(26,21),(21,29),-1.11642 # DEPENDENCYPART_GRANDPAR
(26,21),(21,30),-1.38205 # DEPENDENCYPART_GRANDPAR
(26,22),(22,15),-0.351809 # DEPENDENCYPART_GRANDPAR
(26,22),(22,19),-0.704808 # DEPENDENCYPART_GRANDPAR
(26,22),(22,20),-0.638706 # DEPENDENCYPART_GRANDPAR
(26,22),(22,21),-0.570185 # DEPENDENCYPART_GRANDPAR
(26,22),(22,23),-0.0602655 # DEPENDENCYPART_GRANDPAR
(26,22),(22,24),-0.218142 # DEPENDENCYPART_GRANDPAR
(26,22),(22,26),-1.79563 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,22),(22,27),-0.930895 # DEPENDENCYPART_GRANDPAR
(26,22),(22,28),-1.09078 # DEPENDENCYPART_GRANDPAR
(26,22),(22,29),-1.03656 # DEPENDENCYPART_GRANDPAR
(26,23),(23,22),-0.0962617 # DEPENDENCYPART_GRANDPAR
(26,24),(24,23),-0.32404 # DEPENDENCYPART_GRANDPAR
(26,24),(24,25),-0.162364 # DEPENDENCYPART_GRANDPAR
(26,24),(24,26),-1.76484 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,24),(24,28),-1.04827 # DEPENDENCYPART_GRANDPAR
(26,24),(24,29),-0.981588 # DEPENDENCYPART_GRANDPAR
(26,25),(25,26),-1.79725 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,2),-2.21243 # DEPENDENCYPART_GRANDPAR
(26,27),(27,6),-1.77823 # DEPENDENCYPART_GRANDPAR
(26,27),(27,7),-1.90844 # DEPENDENCYPART_GRANDPAR
(26,27),(27,11),-1.28066 # DEPENDENCYPART_GRANDPAR
(26,27),(27,12),-1.66524 # DEPENDENCYPART_GRANDPAR
(26,27),(27,14),-1.76897 # DEPENDENCYPART_GRANDPAR
(26,27),(27,15),-1.25472 # DEPENDENCYPART_GRANDPAR
(26,27),(27,17),-1.51398 # DEPENDENCYPART_GRANDPAR
(26,27),(27,18),-1.69015 # DEPENDENCYPART_GRANDPAR
(26,27),(27,20),-1.62695 # DEPENDENCYPART_GRANDPAR
(26,27),(27,21),-1.37016 # DEPENDENCYPART_GRANDPAR
(26,27),(27,22),-0.850688 # DEPENDENCYPART_GRANDPAR
(26,27),(27,23),-1.16937 # DEPENDENCYPART_GRANDPAR
(26,27),(27,24),-1.33433 # DEPENDENCYPART_GRANDPAR
(26,27),(27,25),-1.0508 # DEPENDENCYPART_GRANDPAR
(26,27),(27,26),-0.888039 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,27),(27,28),-0.21854 # DEPENDENCYPART_GRANDPAR
(26,27),(27,29),-0.212154 # DEPENDENCYPART_GRANDPAR
(26,27),(27,30),-0.519859 # DEPENDENCYPART_GRANDPAR
(26,28),(28,23),-1.08329 # DEPENDENCYPART_GRANDPAR
(26,28),(28,26),-0.907837 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(26,28),(28,27),-0.0218744 # DEPENDENCYPART_GRANDPAR
(26,28),(28,29),-0.268607 # DEPENDENCYPART_GRANDPAR
(26,28),(28,30),-0.631142 # DEPENDENCYPART_GRANDPAR
(27,2),(2,1),0.174049 # DEPENDENCYPART_GRANDPAR
(27,2),(2,3),0.00911184 # DEPENDENCYPART_GRANDPAR
(27,2),(2,4),0.106735 # DEPENDENCYPART_GRANDPAR
(27,2),(2,6),0.315123 # DEPENDENCYPART_GRANDPAR
(27,2),(2,7),0.133226 # DEPENDENCYPART_GRANDPAR
(27,2),(2,12),0.0624223 # DEPENDENCYPART_GRANDPAR
(27,2),(2,14),0.333397 # DEPENDENCYPART_GRANDPAR
(27,2),(2,17),-0.423175 # DEPENDENCYPART_GRANDPAR
(27,2),(2,23),-0.145842 # DEPENDENCYPART_GRANDPAR
(27,2),(2,30),-1.18786 # DEPENDENCYPART_GRANDPAR
(27,6),(6,3),0.0402302 # DEPENDENCYPART_GRANDPAR
(27,6),(6,4),-0.185315 # DEPENDENCYPART_GRANDPAR
(27,6),(6,5),-1.50786 # DEPENDENCYPART_GRANDPAR
(27,6),(6,7),0.13769 # DEPENDENCYPART_GRANDPAR
(27,6),(6,9),0.296744 # DEPENDENCYPART_GRANDPAR
(27,6),(6,10),-0.447824 # DEPENDENCYPART_GRANDPAR
(27,6),(6,11),0.0158471 # DEPENDENCYPART_GRANDPAR
(27,6),(6,12),0.0671247 # DEPENDENCYPART_GRANDPAR
(27,6),(6,14),0.337984 # DEPENDENCYPART_GRANDPAR
(27,6),(6,15),-0.13386 # DEPENDENCYPART_GRANDPAR
(27,6),(6,17),-0.418025 # DEPENDENCYPART_GRANDPAR
(27,6),(6,18),-0.275951 # DEPENDENCYPART_GRANDPAR
(27,6),(6,20),0.31761 # DEPENDENCYPART_GRANDPAR
(27,6),(6,21),0.379505 # DEPENDENCYPART_GRANDPAR
(27,6),(6,22),0.0114704 # DEPENDENCYPART_GRANDPAR
(27,6),(6,24),-0.247452 # DEPENDENCYPART_GRANDPAR
(27,6),(6,26),0.474184 # DEPENDENCYPART_GRANDPAR
(27,6),(6,30),-1.18786 # DEPENDENCYPART_GRANDPAR
(27,7),(7,4),-0.0530044 # DEPENDENCYPART_GRANDPAR
(27,7),(7,5),-1.51039 # DEPENDENCYPART_GRANDPAR
(27,7),(7,6),0.254551 # DEPENDENCYPART_GRANDPAR
(27,7),(7,9),0.0533318 # DEPENDENCYPART_GRANDPAR
(27,7),(7,11),-0.168761 # DEPENDENCYPART_GRANDPAR
(27,7),(7,12),-0.14997 # DEPENDENCYPART_GRANDPAR
(27,12),(12,1),0.171512 # DEPENDENCYPART_GRANDPAR
(27,12),(12,2),-0.409257 # DEPENDENCYPART_GRANDPAR
(27,12),(12,3),0.0327649 # DEPENDENCYPART_GRANDPAR
(27,12),(12,4),-0.247704 # DEPENDENCYPART_GRANDPAR
(27,12),(12,6),-0.0264728 # DEPENDENCYPART_GRANDPAR
(27,12),(12,7),-0.0343964 # DEPENDENCYPART_GRANDPAR
(27,12),(12,8),-1.43869 # DEPENDENCYPART_GRANDPAR
(27,12),(12,9),-0.0775888 # DEPENDENCYPART_GRANDPAR
(27,12),(12,10),-0.525737 # DEPENDENCYPART_GRANDPAR
(27,12),(12,11),0.0344027 # DEPENDENCYPART_GRANDPAR
(27,12),(12,14),0.0979645 # DEPENDENCYPART_GRANDPAR
(27,12),(12,15),-0.31997 # DEPENDENCYPART_GRANDPAR
(27,12),(12,16),-0.233625 # DEPENDENCYPART_GRANDPAR
(27,12),(12,17),-0.0394508 # DEPENDENCYPART_GRANDPAR
(27,12),(12,18),0.377383 # DEPENDENCYPART_GRANDPAR
