# _root_ ' Si fa falta un estudi , que no vingui a_canvi_de vendre l' aigua ' perquè ' aquest estudi arribarà tard ' , ha dit Castellà .
#goldHeads=10,3,10,3,6,3,3,10,10,25,10,11,14,12,10,20,20,19,20,10,20,20,10,25,0,25,25,
#predictedHeads=3,3,25,3,6,4,10,10,10,3,10,11,14,12,20,20,20,19,20,25,20,20,20,25,0,25,25,
(20,10),(10,1),-0.474265 # DEPENDENCYPART_GRANDPAR
(20,10),(10,2),0.679735 # DEPENDENCYPART_GRANDPAR
(20,10),(10,3),0.0164802 # DEPENDENCYPART_GRANDPAR
(20,10),(10,4),-0.336592 # DEPENDENCYPART_GRANDPAR
(20,10),(10,6),-0.637815 # DEPENDENCYPART_GRANDPAR
(20,10),(10,7),-0.674026 # DEPENDENCYPART_GRANDPAR
(20,10),(10,8),-0.79824 # DEPENDENCYPART_GRANDPAR
(20,10),(10,9),-0.352338 # DEPENDENCYPART_GRANDPAR
(20,10),(10,11),-0.268872 # DEPENDENCYPART_GRANDPAR
(20,10),(10,12),-0.22488 # DEPENDENCYPART_GRANDPAR
(20,10),(10,14),-0.246663 # DEPENDENCYPART_GRANDPAR
(20,10),(10,15),-0.385408 # DEPENDENCYPART_GRANDPAR
(20,10),(10,16),0.0384819 # DEPENDENCYPART_GRANDPAR
(20,10),(10,17),0.316238 # DEPENDENCYPART_GRANDPAR
(20,10),(10,19),0.0177155 # DEPENDENCYPART_GRANDPAR
(20,10),(10,20),-1.69857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,10),(10,21),-0.677079 # DEPENDENCYPART_GRANDPAR
(20,10),(10,22),-0.879048 # DEPENDENCYPART_GRANDPAR
(20,10),(10,23),-1.26281 # DEPENDENCYPART_GRANDPAR
(20,10),(10,25),-1.21601 # DEPENDENCYPART_GRANDPAR
(20,10),(10,27),-1.53367 # DEPENDENCYPART_GRANDPAR
(20,11),(11,1),-0.372074 # DEPENDENCYPART_GRANDPAR
(20,11),(11,2),0.175522 # DEPENDENCYPART_GRANDPAR
(20,11),(11,9),-0.32579 # DEPENDENCYPART_GRANDPAR
(20,11),(11,10),0.28687 # DEPENDENCYPART_GRANDPAR
(20,11),(11,12),-0.069376 # DEPENDENCYPART_GRANDPAR
(20,11),(11,14),-0.146671 # DEPENDENCYPART_GRANDPAR
(20,11),(11,15),-0.556548 # DEPENDENCYPART_GRANDPAR
(20,11),(11,16),-0.335967 # DEPENDENCYPART_GRANDPAR
(20,11),(11,17),0.145098 # DEPENDENCYPART_GRANDPAR
(20,11),(11,21),-0.541601 # DEPENDENCYPART_GRANDPAR
(20,11),(11,23),-1.11508 # DEPENDENCYPART_GRANDPAR
(20,11),(11,25),-0.94072 # DEPENDENCYPART_GRANDPAR
(20,12),(12,1),-0.457034 # DEPENDENCYPART_GRANDPAR
(20,12),(12,2),0.689551 # DEPENDENCYPART_GRANDPAR
(20,12),(12,3),0.0238251 # DEPENDENCYPART_GRANDPAR
(20,12),(12,4),-0.33735 # DEPENDENCYPART_GRANDPAR
(20,12),(12,6),-0.638573 # DEPENDENCYPART_GRANDPAR
(20,12),(12,7),-0.647318 # DEPENDENCYPART_GRANDPAR
(20,12),(12,8),-0.78979 # DEPENDENCYPART_GRANDPAR
(20,12),(12,9),-0.345369 # DEPENDENCYPART_GRANDPAR
(20,12),(12,10),0.0913303 # DEPENDENCYPART_GRANDPAR
(20,12),(12,11),-0.182251 # DEPENDENCYPART_GRANDPAR
(20,12),(12,14),-0.241521 # DEPENDENCYPART_GRANDPAR
(20,12),(12,15),-0.380187 # DEPENDENCYPART_GRANDPAR
(20,12),(12,16),0.0366154 # DEPENDENCYPART_GRANDPAR
(20,12),(12,17),0.321459 # DEPENDENCYPART_GRANDPAR
(20,12),(12,19),0.0228571 # DEPENDENCYPART_GRANDPAR
(20,12),(12,20),-1.69857 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,12),(12,21),-0.677079 # DEPENDENCYPART_GRANDPAR
(20,12),(12,22),-0.879048 # DEPENDENCYPART_GRANDPAR
(20,12),(12,23),-1.26281 # DEPENDENCYPART_GRANDPAR
(20,12),(12,24),-1.03989 # DEPENDENCYPART_GRANDPAR
(20,12),(12,25),-1.21601 # DEPENDENCYPART_GRANDPAR
(20,12),(12,26),-1.10437 # DEPENDENCYPART_GRANDPAR
(20,12),(12,27),-1.53367 # DEPENDENCYPART_GRANDPAR
(20,14),(14,3),0.236366 # DEPENDENCYPART_GRANDPAR
(20,14),(14,4),-0.372047 # DEPENDENCYPART_GRANDPAR
(20,14),(14,6),-0.648491 # DEPENDENCYPART_GRANDPAR
(20,14),(14,10),0.231163 # DEPENDENCYPART_GRANDPAR
(20,14),(14,11),-0.303127 # DEPENDENCYPART_GRANDPAR
(20,14),(14,12),-0.19431 # DEPENDENCYPART_GRANDPAR
(20,14),(14,13),-0.532893 # DEPENDENCYPART_GRANDPAR
(20,14),(14,15),-0.47417 # DEPENDENCYPART_GRANDPAR
(20,14),(14,16),-0.262561 # DEPENDENCYPART_GRANDPAR
(20,14),(14,17),0.227475 # DEPENDENCYPART_GRANDPAR
(20,14),(14,19),0.284294 # DEPENDENCYPART_GRANDPAR
(20,14),(14,20),-1.31291 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,14),(14,21),-0.406784 # DEPENDENCYPART_GRANDPAR
(20,14),(14,22),-0.675582 # DEPENDENCYPART_GRANDPAR
(20,14),(14,25),-0.830408 # DEPENDENCYPART_GRANDPAR
(20,16),(16,17),-0.0221933 # DEPENDENCYPART_GRANDPAR
(20,16),(16,19),-0.176486 # DEPENDENCYPART_GRANDPAR
(20,16),(16,20),-1.34823 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,16),(16,22),-0.630061 # DEPENDENCYPART_GRANDPAR
(20,16),(16,23),-0.995049 # DEPENDENCYPART_GRANDPAR
(20,16),(16,27),-1.29005 # DEPENDENCYPART_GRANDPAR
(20,19),(19,3),0.284763 # DEPENDENCYPART_GRANDPAR
(20,19),(19,4),-0.349922 # DEPENDENCYPART_GRANDPAR
(20,19),(19,11),-0.232407 # DEPENDENCYPART_GRANDPAR
(20,19),(19,12),-0.145635 # DEPENDENCYPART_GRANDPAR
(20,19),(19,13),-0.529694 # DEPENDENCYPART_GRANDPAR
(20,19),(19,15),-0.38632 # DEPENDENCYPART_GRANDPAR
(20,19),(19,16),-0.679598 # DEPENDENCYPART_GRANDPAR
(20,19),(19,17),0.315326 # DEPENDENCYPART_GRANDPAR
(20,19),(19,18),1.09405 # DEPENDENCYPART_GRANDPAR
(20,19),(19,20),-1.31262 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,19),(19,21),-0.406471 # DEPENDENCYPART_GRANDPAR
(20,19),(19,22),-0.675268 # DEPENDENCYPART_GRANDPAR
(20,19),(19,25),-0.830117 # DEPENDENCYPART_GRANDPAR
(20,21),(21,11),-0.65062 # DEPENDENCYPART_GRANDPAR
(20,21),(21,17),-0.569703 # DEPENDENCYPART_GRANDPAR
(20,21),(21,19),-0.732996 # DEPENDENCYPART_GRANDPAR
(20,21),(21,20),-0.490178 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,21),(21,22),0.156344 # DEPENDENCYPART_GRANDPAR
(20,21),(21,23),-0.16357 # DEPENDENCYPART_GRANDPAR
(20,21),(21,24),0.0293767 # DEPENDENCYPART_GRANDPAR
(20,21),(21,25),-0.0884095 # DEPENDENCYPART_GRANDPAR
(20,24),(24,1),-1.57369 # DEPENDENCYPART_GRANDPAR
(20,24),(24,2),-0.858078 # DEPENDENCYPART_GRANDPAR
(20,24),(24,8),-1.74944 # DEPENDENCYPART_GRANDPAR
(20,24),(24,11),-0.971156 # DEPENDENCYPART_GRANDPAR
(20,24),(24,12),-1.3632 # DEPENDENCYPART_GRANDPAR
(20,24),(24,16),-1.49975 # DEPENDENCYPART_GRANDPAR
(20,24),(24,19),-1.04818 # DEPENDENCYPART_GRANDPAR
(20,24),(24,20),-0.527646 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,24),(24,21),0.286493 # DEPENDENCYPART_GRANDPAR
(20,24),(24,22),0.410098 # DEPENDENCYPART_GRANDPAR
(20,24),(24,23),0.280682 # DEPENDENCYPART_GRANDPAR
(20,24),(24,25),-0.231223 # DEPENDENCYPART_GRANDPAR
(20,24),(24,26),-0.0376662 # DEPENDENCYPART_GRANDPAR
(20,24),(24,27),-0.536862 # DEPENDENCYPART_GRANDPAR
(20,25),(25,1),-1.56219 # DEPENDENCYPART_GRANDPAR
(20,25),(25,2),-0.846949 # DEPENDENCYPART_GRANDPAR
(20,25),(25,3),-1.07288 # DEPENDENCYPART_GRANDPAR
(20,25),(25,4),-1.40771 # DEPENDENCYPART_GRANDPAR
(20,25),(25,6),-1.66896 # DEPENDENCYPART_GRANDPAR
(20,25),(25,7),-1.80828 # DEPENDENCYPART_GRANDPAR
(20,25),(25,8),-1.7381 # DEPENDENCYPART_GRANDPAR
(20,25),(25,10),-0.939293 # DEPENDENCYPART_GRANDPAR
(20,25),(25,11),-0.95724 # DEPENDENCYPART_GRANDPAR
(20,25),(25,12),-1.34328 # DEPENDENCYPART_GRANDPAR
(20,25),(25,14),-1.30161 # DEPENDENCYPART_GRANDPAR
(20,25),(25,15),-1.53841 # DEPENDENCYPART_GRANDPAR
(20,25),(25,16),-1.48861 # DEPENDENCYPART_GRANDPAR
(20,25),(25,17),-0.836764 # DEPENDENCYPART_GRANDPAR
(20,25),(25,19),-1.03119 # DEPENDENCYPART_GRANDPAR
(20,25),(25,20),-0.604495 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(20,25),(25,21),0.256259 # DEPENDENCYPART_GRANDPAR
(20,25),(25,22),0.295268 # DEPENDENCYPART_GRANDPAR
(20,25),(25,23),0.214742 # DEPENDENCYPART_GRANDPAR
(20,25),(25,24),0.297917 # DEPENDENCYPART_GRANDPAR
(20,25),(25,26),-0.0438257 # DEPENDENCYPART_GRANDPAR
(20,25),(25,27),-0.391315 # DEPENDENCYPART_GRANDPAR
(20,26),(26,21),0.269113 # DEPENDENCYPART_GRANDPAR
(20,26),(26,27),-0.595315 # DEPENDENCYPART_GRANDPAR
(21,11),(11,1),-0.546446 # DEPENDENCYPART_GRANDPAR
(21,11),(11,2),-0.530234 # DEPENDENCYPART_GRANDPAR
(21,11),(11,9),-0.475695 # DEPENDENCYPART_GRANDPAR
(21,11),(11,10),-0.345151 # DEPENDENCYPART_GRANDPAR
(21,11),(11,12),-0.343792 # DEPENDENCYPART_GRANDPAR
(21,11),(11,14),-0.233068 # DEPENDENCYPART_GRANDPAR
(21,11),(11,15),-0.508181 # DEPENDENCYPART_GRANDPAR
(21,11),(11,16),-0.33057 # DEPENDENCYPART_GRANDPAR
(21,11),(11,17),-0.490287 # DEPENDENCYPART_GRANDPAR
(21,11),(11,21),-1.53832 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,11),(11,23),-0.951392 # DEPENDENCYPART_GRANDPAR
(21,11),(11,25),-0.898724 # DEPENDENCYPART_GRANDPAR
(21,19),(19,3),-0.408612 # DEPENDENCYPART_GRANDPAR
(21,19),(19,4),-0.424909 # DEPENDENCYPART_GRANDPAR
(21,19),(19,11),-0.220977 # DEPENDENCYPART_GRANDPAR
(21,19),(19,12),-0.344575 # DEPENDENCYPART_GRANDPAR
(21,19),(19,13),-0.310239 # DEPENDENCYPART_GRANDPAR
(21,19),(19,15),-0.409619 # DEPENDENCYPART_GRANDPAR
(21,19),(19,16),-0.630474 # DEPENDENCYPART_GRANDPAR
(21,19),(19,17),-0.391725 # DEPENDENCYPART_GRANDPAR
(21,19),(19,18),-0.207472 # DEPENDENCYPART_GRANDPAR
(21,19),(19,20),-0.175738 # DEPENDENCYPART_GRANDPAR
(21,19),(19,21),-1.53444 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,19),(19,22),-0.738591 # DEPENDENCYPART_GRANDPAR
(21,19),(19,25),-0.909557 # DEPENDENCYPART_GRANDPAR
(21,20),(20,1),-0.601408 # DEPENDENCYPART_GRANDPAR
(21,20),(20,2),-0.280252 # DEPENDENCYPART_GRANDPAR
(21,20),(20,3),-0.497221 # DEPENDENCYPART_GRANDPAR
(21,20),(20,4),-0.369156 # DEPENDENCYPART_GRANDPAR
(21,20),(20,6),-0.362229 # DEPENDENCYPART_GRANDPAR
(21,20),(20,7),-0.453224 # DEPENDENCYPART_GRANDPAR
(21,20),(20,8),-0.520886 # DEPENDENCYPART_GRANDPAR
(21,20),(20,10),-0.393996 # DEPENDENCYPART_GRANDPAR
(21,20),(20,11),-0.187714 # DEPENDENCYPART_GRANDPAR
(21,20),(20,12),-0.40379 # DEPENDENCYPART_GRANDPAR
(21,20),(20,14),-0.402805 # DEPENDENCYPART_GRANDPAR
(21,20),(20,15),-0.534686 # DEPENDENCYPART_GRANDPAR
(21,20),(20,16),-0.513979 # DEPENDENCYPART_GRANDPAR
(21,20),(20,17),-0.516793 # DEPENDENCYPART_GRANDPAR
(21,20),(20,18),-0.328151 # DEPENDENCYPART_GRANDPAR
(21,20),(20,19),-0.219719 # DEPENDENCYPART_GRANDPAR
(21,20),(20,21),-1.54731 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,20),(20,22),-0.718207 # DEPENDENCYPART_GRANDPAR
(21,20),(20,23),-0.981636 # DEPENDENCYPART_GRANDPAR
(21,20),(20,24),-0.974556 # DEPENDENCYPART_GRANDPAR
(21,20),(20,25),-0.985443 # DEPENDENCYPART_GRANDPAR
(21,20),(20,26),-0.863445 # DEPENDENCYPART_GRANDPAR
(21,20),(20,27),-1.1121 # DEPENDENCYPART_GRANDPAR
(21,24),(24,1),-1.30175 # DEPENDENCYPART_GRANDPAR
(21,24),(24,2),-1.20879 # DEPENDENCYPART_GRANDPAR
(21,24),(24,8),-1.23776 # DEPENDENCYPART_GRANDPAR
(21,24),(24,11),-0.993711 # DEPENDENCYPART_GRANDPAR
(21,24),(24,12),-1.23213 # DEPENDENCYPART_GRANDPAR
(21,24),(24,16),-1.24487 # DEPENDENCYPART_GRANDPAR
(21,24),(24,19),-1.03394 # DEPENDENCYPART_GRANDPAR
(21,24),(24,20),-1.10538 # DEPENDENCYPART_GRANDPAR
(21,24),(24,21),-0.877885 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,24),(24,22),0.10374 # DEPENDENCYPART_GRANDPAR
(21,24),(24,23),-0.104706 # DEPENDENCYPART_GRANDPAR
(21,24),(24,25),-0.211005 # DEPENDENCYPART_GRANDPAR
(21,24),(24,26),-0.0419632 # DEPENDENCYPART_GRANDPAR
(21,24),(24,27),-0.417688 # DEPENDENCYPART_GRANDPAR
(21,25),(25,1),-1.30135 # DEPENDENCYPART_GRANDPAR
(21,25),(25,2),-1.20858 # DEPENDENCYPART_GRANDPAR
(21,25),(25,3),-1.30161 # DEPENDENCYPART_GRANDPAR
(21,25),(25,4),-1.17617 # DEPENDENCYPART_GRANDPAR
(21,25),(25,6),-1.1733 # DEPENDENCYPART_GRANDPAR
(21,25),(25,7),-1.23522 # DEPENDENCYPART_GRANDPAR
(21,25),(25,8),-1.23737 # DEPENDENCYPART_GRANDPAR
(21,25),(25,10),-1.21288 # DEPENDENCYPART_GRANDPAR
(21,25),(25,11),-0.991668 # DEPENDENCYPART_GRANDPAR
(21,25),(25,12),-1.22747 # DEPENDENCYPART_GRANDPAR
(21,25),(25,14),-1.2253 # DEPENDENCYPART_GRANDPAR
(21,25),(25,15),-1.23463 # DEPENDENCYPART_GRANDPAR
(21,25),(25,16),-1.24466 # DEPENDENCYPART_GRANDPAR
(21,25),(25,17),-1.21673 # DEPENDENCYPART_GRANDPAR
(21,25),(25,19),-1.03079 # DEPENDENCYPART_GRANDPAR
(21,25),(25,20),-1.10072 # DEPENDENCYPART_GRANDPAR
(21,25),(25,21),-0.875895 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(21,25),(25,22),0.0671485 # DEPENDENCYPART_GRANDPAR
(21,25),(25,23),-0.123265 # DEPENDENCYPART_GRANDPAR
(21,25),(25,24),-0.117385 # DEPENDENCYPART_GRANDPAR
(21,25),(25,26),-0.0621719 # DEPENDENCYPART_GRANDPAR
(21,25),(25,27),-0.347318 # DEPENDENCYPART_GRANDPAR
(24,2),(2,3),0.0211171 # DEPENDENCYPART_GRANDPAR
(24,2),(2,4),-0.338922 # DEPENDENCYPART_GRANDPAR
(24,2),(2,6),-0.742722 # DEPENDENCYPART_GRANDPAR
(24,2),(2,7),-0.72453 # DEPENDENCYPART_GRANDPAR
(24,2),(2,8),-0.730195 # DEPENDENCYPART_GRANDPAR
(24,2),(2,11),-0.471766 # DEPENDENCYPART_GRANDPAR
(24,2),(2,16),-0.233544 # DEPENDENCYPART_GRANDPAR
(24,2),(2,23),0.349208 # DEPENDENCYPART_GRANDPAR
(24,2),(2,27),-1.39987 # DEPENDENCYPART_GRANDPAR
(24,8),(8,7),-0.562692 # DEPENDENCYPART_GRANDPAR
(24,8),(8,10),0.0336696 # DEPENDENCYPART_GRANDPAR
(24,11),(11,1),-0.304147 # DEPENDENCYPART_GRANDPAR
(24,11),(11,2),0.570098 # DEPENDENCYPART_GRANDPAR
(24,11),(11,9),-0.352238 # DEPENDENCYPART_GRANDPAR
(24,11),(11,10),0.226251 # DEPENDENCYPART_GRANDPAR
(24,11),(11,12),0.00945592 # DEPENDENCYPART_GRANDPAR
(24,11),(11,14),-0.1493 # DEPENDENCYPART_GRANDPAR
(24,11),(11,15),-0.667115 # DEPENDENCYPART_GRANDPAR
(24,11),(11,16),-0.0449078 # DEPENDENCYPART_GRANDPAR
(24,11),(11,17),-0.286401 # DEPENDENCYPART_GRANDPAR
(24,11),(11,21),-0.016831 # DEPENDENCYPART_GRANDPAR
(24,11),(11,23),0.86197 # DEPENDENCYPART_GRANDPAR
(24,11),(11,25),-0.607874 # DEPENDENCYPART_GRANDPAR
(24,12),(12,1),-0.335582 # DEPENDENCYPART_GRANDPAR
(24,12),(12,2),1.06417 # DEPENDENCYPART_GRANDPAR
(24,12),(12,3),0.0466996 # DEPENDENCYPART_GRANDPAR
(24,12),(12,4),-0.223099 # DEPENDENCYPART_GRANDPAR
(24,12),(12,6),-0.664374 # DEPENDENCYPART_GRANDPAR
(24,12),(12,7),-0.418136 # DEPENDENCYPART_GRANDPAR
(24,12),(12,8),-0.690395 # DEPENDENCYPART_GRANDPAR
(24,12),(12,9),-0.384263 # DEPENDENCYPART_GRANDPAR
(24,12),(12,10),0.111823 # DEPENDENCYPART_GRANDPAR
(24,12),(12,11),-0.396254 # DEPENDENCYPART_GRANDPAR
(24,12),(12,14),-0.286442 # DEPENDENCYPART_GRANDPAR
(24,12),(12,15),-0.47732 # DEPENDENCYPART_GRANDPAR
(24,12),(12,16),0.289419 # DEPENDENCYPART_GRANDPAR
(24,12),(12,17),-0.0966051 # DEPENDENCYPART_GRANDPAR
(24,12),(12,19),-0.0449207 # DEPENDENCYPART_GRANDPAR
(24,12),(12,20),0.120278 # DEPENDENCYPART_GRANDPAR
(24,12),(12,21),-0.0548441 # DEPENDENCYPART_GRANDPAR
(24,12),(12,22),0.0591855 # DEPENDENCYPART_GRANDPAR
(24,12),(12,23),0.809322 # DEPENDENCYPART_GRANDPAR
(24,12),(12,24),-2.13365 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,12),(12,25),-0.885396 # DEPENDENCYPART_GRANDPAR
(24,12),(12,26),-1.27999 # DEPENDENCYPART_GRANDPAR
(24,12),(12,27),-1.64612 # DEPENDENCYPART_GRANDPAR
(24,16),(16,17),-0.448831 # DEPENDENCYPART_GRANDPAR
(24,16),(16,19),-0.253697 # DEPENDENCYPART_GRANDPAR
(24,16),(16,20),0.0223621 # DEPENDENCYPART_GRANDPAR
(24,16),(16,22),-0.29304 # DEPENDENCYPART_GRANDPAR
(24,16),(16,23),0.333861 # DEPENDENCYPART_GRANDPAR
(24,16),(16,27),-1.39987 # DEPENDENCYPART_GRANDPAR
(24,19),(19,3),0.425921 # DEPENDENCYPART_GRANDPAR
(24,19),(19,4),-0.0681414 # DEPENDENCYPART_GRANDPAR
(24,19),(19,11),-0.276406 # DEPENDENCYPART_GRANDPAR
(24,19),(19,12),0.0300846 # DEPENDENCYPART_GRANDPAR
(24,19),(19,13),-0.874107 # DEPENDENCYPART_GRANDPAR
(24,19),(19,15),-0.340137 # DEPENDENCYPART_GRANDPAR
(24,19),(19,16),-0.277942 # DEPENDENCYPART_GRANDPAR
(24,19),(19,17),0.0405777 # DEPENDENCYPART_GRANDPAR
(24,19),(19,18),0.70908 # DEPENDENCYPART_GRANDPAR
(24,19),(19,20),0.321793 # DEPENDENCYPART_GRANDPAR
(24,19),(19,21),-0.0643184 # DEPENDENCYPART_GRANDPAR
(24,19),(19,22),-0.0889296 # DEPENDENCYPART_GRANDPAR
(24,19),(19,25),-0.494989 # DEPENDENCYPART_GRANDPAR
(24,20),(20,1),-0.281579 # DEPENDENCYPART_GRANDPAR
(24,20),(20,2),1.07932 # DEPENDENCYPART_GRANDPAR
(24,20),(20,3),0.0860561 # DEPENDENCYPART_GRANDPAR
(24,20),(20,4),-0.195697 # DEPENDENCYPART_GRANDPAR
(24,20),(20,6),-0.636972 # DEPENDENCYPART_GRANDPAR
(24,20),(20,7),-0.36125 # DEPENDENCYPART_GRANDPAR
(24,20),(20,8),-0.671781 # DEPENDENCYPART_GRANDPAR
(24,20),(20,10),0.151179 # DEPENDENCYPART_GRANDPAR
(24,20),(20,11),-0.372823 # DEPENDENCYPART_GRANDPAR
(24,20),(20,12),-0.231707 # DEPENDENCYPART_GRANDPAR
(24,20),(20,14),-0.406253 # DEPENDENCYPART_GRANDPAR
(24,20),(20,15),-0.454272 # DEPENDENCYPART_GRANDPAR
(24,20),(20,16),-0.2044 # DEPENDENCYPART_GRANDPAR
(24,20),(20,17),-0.0735571 # DEPENDENCYPART_GRANDPAR
(24,20),(20,18),0.466942 # DEPENDENCYPART_GRANDPAR
(24,20),(20,19),-0.150617 # DEPENDENCYPART_GRANDPAR
(24,20),(20,21),-0.0497212 # DEPENDENCYPART_GRANDPAR
(24,20),(20,22),0.0627325 # DEPENDENCYPART_GRANDPAR
(24,20),(20,23),0.811028 # DEPENDENCYPART_GRANDPAR
(24,20),(20,24),-2.13427 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,20),(20,25),-0.886018 # DEPENDENCYPART_GRANDPAR
(24,20),(20,26),-1.28059 # DEPENDENCYPART_GRANDPAR
(24,20),(20,27),-1.64672 # DEPENDENCYPART_GRANDPAR
(24,21),(21,11),-0.297563 # DEPENDENCYPART_GRANDPAR
(24,21),(21,17),-0.178992 # DEPENDENCYPART_GRANDPAR
(24,21),(21,19),0.0439672 # DEPENDENCYPART_GRANDPAR
(24,21),(21,20),0.130235 # DEPENDENCYPART_GRANDPAR
(24,21),(21,22),-0.125757 # DEPENDENCYPART_GRANDPAR
(24,21),(21,23),0.806429 # DEPENDENCYPART_GRANDPAR
(24,21),(21,24),-1.75608 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,21),(21,25),-0.517003 # DEPENDENCYPART_GRANDPAR
(24,25),(25,1),-1.47046 # DEPENDENCYPART_GRANDPAR
(24,25),(25,2),-0.454476 # DEPENDENCYPART_GRANDPAR
(24,25),(25,3),-0.98793 # DEPENDENCYPART_GRANDPAR
(24,25),(25,4),-1.21515 # DEPENDENCYPART_GRANDPAR
(24,25),(25,6),-1.61718 # DEPENDENCYPART_GRANDPAR
(24,25),(25,7),-1.6842 # DEPENDENCYPART_GRANDPAR
(24,25),(25,8),-1.60855 # DEPENDENCYPART_GRANDPAR
(24,25),(25,10),-0.874567 # DEPENDENCYPART_GRANDPAR
(24,25),(25,11),-1.08758 # DEPENDENCYPART_GRANDPAR
(24,25),(25,12),-1.25536 # DEPENDENCYPART_GRANDPAR
(24,25),(25,14),-1.38226 # DEPENDENCYPART_GRANDPAR
(24,25),(25,15),-1.64315 # DEPENDENCYPART_GRANDPAR
(24,25),(25,16),-1.2093 # DEPENDENCYPART_GRANDPAR
(24,25),(25,17),-1.26244 # DEPENDENCYPART_GRANDPAR
(24,25),(25,19),-1.13082 # DEPENDENCYPART_GRANDPAR
(24,25),(25,20),-0.987442 # DEPENDENCYPART_GRANDPAR
(24,25),(25,21),-1.00689 # DEPENDENCYPART_GRANDPAR
(24,25),(25,22),-1.10665 # DEPENDENCYPART_GRANDPAR
(24,25),(25,23),-0.610459 # DEPENDENCYPART_GRANDPAR
(24,25),(25,24),-0.845875 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(24,25),(25,26),-0.298848 # DEPENDENCYPART_GRANDPAR
(24,25),(25,27),-0.470199 # DEPENDENCYPART_GRANDPAR
(24,26),(26,21),-0.731224 # DEPENDENCYPART_GRANDPAR
(24,26),(26,27),-0.548182 # DEPENDENCYPART_GRANDPAR
(25,2),(2,3),-0.00991987 # DEPENDENCYPART_GRANDPAR
(25,2),(2,4),-0.136296 # DEPENDENCYPART_GRANDPAR
(25,2),(2,6),-0.525176 # DEPENDENCYPART_GRANDPAR
(25,2),(2,7),-0.821856 # DEPENDENCYPART_GRANDPAR
(25,2),(2,8),-1.45523 # DEPENDENCYPART_GRANDPAR
(25,2),(2,11),-0.476463 # DEPENDENCYPART_GRANDPAR
(25,2),(2,16),-0.565967 # DEPENDENCYPART_GRANDPAR
(25,2),(2,23),0.645496 # DEPENDENCYPART_GRANDPAR
(25,2),(2,27),-1.21764 # DEPENDENCYPART_GRANDPAR
(25,3),(3,1),0.735268 # DEPENDENCYPART_GRANDPAR
(25,3),(3,2),-0.137604 # DEPENDENCYPART_GRANDPAR
(25,3),(3,4),0.195082 # DEPENDENCYPART_GRANDPAR
(25,3),(3,6),-0.212583 # DEPENDENCYPART_GRANDPAR
(25,3),(3,7),-0.278366 # DEPENDENCYPART_GRANDPAR
(25,3),(3,8),-0.621139 # DEPENDENCYPART_GRANDPAR
(25,3),(3,9),-0.150208 # DEPENDENCYPART_GRANDPAR
(25,3),(3,10),0.286256 # DEPENDENCYPART_GRANDPAR
(25,3),(3,11),-0.368398 # DEPENDENCYPART_GRANDPAR
(25,3),(3,12),0.0500996 # DEPENDENCYPART_GRANDPAR
(25,3),(3,15),0.090291 # DEPENDENCYPART_GRANDPAR
(25,3),(3,16),0.0641166 # DEPENDENCYPART_GRANDPAR
(25,3),(3,20),0.300501 # DEPENDENCYPART_GRANDPAR
(25,3),(3,22),0.48438 # DEPENDENCYPART_GRANDPAR
(25,3),(3,23),1.18899 # DEPENDENCYPART_GRANDPAR
(25,3),(3,25),-1.8882 # DEPENDENCYPART_GRANDPAR_NO_GRANDCHILD
(25,3),(3,27),-1.4618 # DEPENDENCYPART_GRANDPAR
(25,4),(4,1),0.669012 # DEPENDENCYPART_GRANDPAR
(25,4),(4,2),-0.805813 # DEPENDENCYPART_GRANDPAR
(25,4),(4,3),0.2082 # DEPENDENCYPART_GRANDPAR
(25,4),(4,5),-1.39749 # DEPENDENCYPART_GRANDPAR
(25,4),(4,6),-0.0671497 # DEPENDENCYPART_GRANDPAR
(25,4),(4,7),-0.780319 # DEPENDENCYPART_GRANDPAR
(25,4),(4,8),-1.32465 # DEPENDENCYPART_GRANDPAR
(25,4),(4,10),0.445108 # DEPENDENCYPART_GRANDPAR
(25,4),(4,15),-0.141 # DEPENDENCYPART_GRANDPAR
(25,6),(6,2),-0.791741 # DEPENDENCYPART_GRANDPAR
(25,6),(6,3),0.250685 # DEPENDENCYPART_GRANDPAR
(25,6),(6,4),0.0108063 # DEPENDENCYPART_GRANDPAR
